"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","(0) in school","7.68","8","185","5","7","9","10","7.35","8.01","8","9"
"1984","(1a) inadequately completed","7.17","8","1113","3","5","10","10","7.01","7.33","7","8"
"1984","(1b) general elementary school","7.48","8","2994","4","6","10","10","7.39","7.57","8","8"
"1984","(1c) basic vocational qualification","7.5","8","4248","4","6","10","10","7.42","7.58","8","8"
"1984","(2a) intermediate vocational","7.56","8","1406","4","6","10","10","7.43","7.69","8","8"
"1984","(2b) intermediate general qualification","7.53","8","474","4","6","9","10","7.32","7.74","8","8"
"1984","(2c_gen) general maturity certificate","7.17","8","409","4","6","9","10","6.94","7.4","7","8"
"1984","(2c_voc) vocational maturity certificate","7.55","8","455","5","6","10","10","7.32","7.78","7","8"
"1984","(3a) lower tertiary education","7.45","8","265","4","6","10","10","7.16","7.74","7","8"
"1984","(3b) higher tertiary education","7.23","8","522","4","6","9","10","7.02","7.44","7","8"
"1985","(0) in school","7.48","8","186","4","7","9","10","7.17","7.79","8","8"
"1985","(1a) inadequately completed","7.07","8","908","3","5","9","10","6.9","7.24","7","8"
"1985","(1b) general elementary school","7.4","8","2605","4","6","10","10","7.3","7.5","8","8"
"1985","(1c) basic vocational qualification","7.3","8","3805","4","6","9","10","7.22","7.38","8","8"
"1985","(2a) intermediate vocational","7.31","8","1341","4","6","9","10","7.19","7.43","8","8"
"1985","(2b) intermediate general qualification","7.68","8","474","5","7","9","10","7.49","7.87","8","8"
"1985","(2c_gen) general maturity certificate","7.27","8","376","5","6","9","10","7.05","7.49","7","8"
"1985","(2c_voc) vocational maturity certificate","7.32","8","410","3","6","9","10","7.08","7.56","8","8"
"1985","(3a) lower tertiary education","7.27","8","247","4","6","10","10","6.97","7.57","7","8"
"1985","(3b) higher tertiary education","7.02","7","510","3","5","9","10","6.81","7.23","7","8"
"1986","(0) in school","7.52","8","189","4","7","9","10","7.22","7.82","8","8"
"1986","(1a) inadequately completed","6.99","8","846","3","5","9","10","6.82","7.16","7","7"
"1986","(1b) general elementary school","7.3","8","2474","4","6","10","10","7.2","7.4","7","8"
"1986","(1c) basic vocational qualification","7.2","8","3618","4","6","9","10","7.12","7.28","8","8"
"1986","(2a) intermediate vocational","7.23","8","1301","4","6","9","10","7.1","7.36","7","8"
"1986","(2b) intermediate general qualification","7.36","8","462","4","6","9","10","7.15","7.57","7","8"
"1986","(2c_gen) general maturity certificate","6.98","7","404","4","5","8","10","6.76","7.2","7","7"
"1986","(2c_voc) vocational maturity certificate","7.41","8","413","4","6","9","10","7.18","7.64","7","8"
"1986","(3a) lower tertiary education","6.94","7","244","3","5","9","10","6.64","7.24","7","8"
