"m11126","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Poor","1994","direct migration background","Female","216","0.192389694812057","0.169627523881865","0.215151865742249"
"Poor","1994","indirect migration background","Male","11","","",""
"Poor","1994","indirect migration background","Female","20","","",""
"Bad ","1994","no migration background","Male","153","0.037321511674547","0.0319395960440728","0.0427034273050212"
"Bad ","1994","no migration background","Female","211","0.0570284903627692","0.0507817803434726","0.0632752003820658"
"Bad ","1994","direct migration background","Male","48","0.0417697891387092","0.0305112054204225","0.0530283728569959"
"Bad ","1994","direct migration background","Female","59","0.0553028506454546","0.0421038237767044","0.0685018775142048"
"Bad ","1994","indirect migration background","Male","3","","",""
"Bad ","1994","indirect migration background","Female","4","","",""
"Very good","1995","no migration background","Male","440","0.0799737307888479","0.0722541214863719","0.087693340091324"
"Very good","1995","no migration background","Female","409","0.0625050708284103","0.0559694797251679","0.0690406619316528"
"Very good","1995","direct migration background","Male","193","0.151186830570283","0.132528211418293","0.169845449722273"
"Very good","1995","direct migration background","Female","123","0.0900638622247877","0.0750035457534875","0.105124178696088"
"Very good","1995","indirect migration background","Male","86","0.299332113684995","0.243232370771575","0.355431856598414"
"Very good","1995","indirect migration background","Female","61","0.204470913743211","0.155065799400468","0.253876028085954"
"Good","1995","no migration background","Male","2058","0.412786387200635","0.398774963393036","0.426797811008234"
"Good","1995","no migration background","Female","2048","0.351301851526957","0.338413293476362","0.364190409577551"
"Good","1995","direct migration background","Male","601","0.3986629529654","0.373160709691609","0.424165196239191"
"Good","1995","direct migration background","Female","541","0.378487206182636","0.352971711280687","0.404002701084584"
"Good","1995","indirect migration background","Male","113","0.441003103233953","0.38018209298496","0.501824113482945"
"Good","1995","indirect migration background","Female","122","0.45576267110357","0.394753988451836","0.516771353755305"
"Satisfactory","1995","no migration background","Male","1589","0.34663745068779","0.333093779910772","0.360181121464807"
"Satisfactory","1995","no migration background","Female","1786","0.351780226927993","0.338887652922428","0.364672800933558"
"Satisfactory","1995","direct migration background","Male","366","0.270101200593544","0.246974640135335","0.293227761051754"
"Satisfactory","1995","direct migration background","Female","422","0.310138602492476","0.285804675950764","0.334472529034187"
"Satisfactory","1995","indirect migration background","Male","41","0.17996125478107","0.132903110072927","0.227019399489212"
"Satisfactory","1995","indirect migration background","Female","42","0.205796614466289","0.156272913980207","0.255320314952372"
"Poor","1995","no migration background","Male","525","0.125637121948189","0.116204631507401","0.135069612388976"
"Poor","1995","no migration background","Female","811","0.180097008138447","0.169722267030991","0.190471749245903"
"Poor","1995","direct migration background","Male","198","0.142557911686336","0.124347719659411","0.160768103713262"
"Poor","1995","direct migration background","Female","230","0.161121222708581","0.141780204396121","0.180462241021042"
"Poor","1995","indirect migration background","Male","14","","",""
"Poor","1995","indirect migration background","Female","25","","",""
"Bad ","1995","no migration background","Male","131","0.0349653093745386","0.0297375970711967","0.0401930216778805"
"Bad ","1995","no migration background","Female","216","0.054315842578193","0.0481968616345261","0.0604348235218599"
"Bad ","1995","direct migration background","Male","58","0.0374911041844358","0.0275968524411435","0.047385355927728"
"Bad ","1995","direct migration background","Female","72","0.0601891063915197","0.0476769390798946","0.0727012737031447"
"Bad ","1995","indirect migration background","Male","2","","",""
"Bad ","1995","indirect migration background","Female","6","","",""
"Very good","1996","no migration background","Male","416","0.0775615904828641","0.0699291897427326","0.0851939912229957"
"Very good","1996","no migration background","Female","446","0.0743565228585363","0.0672354736570455","0.0814775720600272"
"Very good","1996","direct migration background","Male","150","0.0980641278240418","0.0819838583070214","0.114144397341062"
"Very good","1996","direct migration background","Female","124","0.105819383894714","0.0891108694382564","0.122527898351171"
"Very good","1996","indirect migration background","Male","98","0.382216226647126","0.324147171465993","0.440285281828259"
"Very good","1996","indirect migration background","Female","58","0.167130355150631","0.123429970432812","0.210830739868449"
"Good","1996","no migration background","Male","2045","0.411087673388001","0.397047849105735","0.425127497670267"
"Good","1996","no migration background","Female","1974","0.342989886758695","0.330104743177338","0.355875030340052"
"Good","1996","direct migration background","Male","523","0.393294467158137","0.3668826486338","0.419706285682473"
"Good","1996","direct migration background","Female","475","0.329292301949601","0.303765286957461","0.35481931694174"
"Good","1996","indirect migration background","Male","110","0.326254840320495","0.270227725070457","0.382281955570533"
"Good","1996","indirect migration background","Female","133","0.451292718287847","0.393006134711893","0.509579301863802"
"Satisfactory","1996","no migration background","Male","1632","0.355094995481193","0.341440071958703","0.368749919003683"
"Satisfactory","1996","no migration background","Female","1801","0.358165104953458","0.345150952923433","0.371179256983484"
"Satisfactory","1996","direct migration background","Male","389","0.317978302678789","0.292798736263642","0.343157869093936"
"Satisfactory","1996","direct migration background","Female","433","0.340408452458505","0.314670125864401","0.36614677905261"
"Satisfactory","1996","indirect migration background","Male","45","0.219533391828465","0.170068232979265","0.268998550677665"
"Satisfactory","1996","indirect migration background","Female","71","0.280804339508097","0.228166929491989","0.333441749524206"
"Poor","1996","no migration background","Male","487","0.118902827813663","0.109666972555795","0.128138683071531"
"Poor","1996","no migration background","Female","806","0.177141142524489","0.166778155067079","0.187504129981898"
"Poor","1996","direct migration background","Male","184","0.132651596948444","0.114311423384054","0.150991770512834"
"Poor","1996","direct migration background","Female","202","0.158665329338879","0.13881955673858","0.178511101939178"
"Poor","1996","indirect migration background","Male","15","","",""
"Poor","1996","indirect migration background","Female","15","","",""
"Bad ","1996","no migration background","Male","138","0.0373529128342791","0.031942070111423","0.0427637555571352"
"Bad ","1996","no migration background","Female","187","0.0473473429048215","0.0415826301104842","0.0531120556991589"
"Bad ","1996","direct migration background","Male","68","0.0580115053905884","0.0453719942989594","0.0706510164822174"
"Bad ","1996","direct migration background","Female","68","0.0658145323583014","0.0523460068753446","0.0792830578412582"
"Bad ","1996","indirect migration background","Male","1","","",""
"Bad ","1996","indirect migration background","Female","3","","",""
"Very good","1997","no migration background","Male","405","0.0797764862006683","0.0720130196995292","0.0875399527018073"
"Very good","1997","no migration background","Female","395","0.0725957785408906","0.0655126687433384","0.0796788883384428"
"Very good","1997","direct migration background","Male","153","0.127135212912083","0.108712241190425","0.145558184633741"
"Very good","1997","direct migration background","Female","70","0.0798660088044476","0.0647286792789757","0.0950033383299195"
"Very good","1997","indirect migration background","Male","98","0.340073191947151","0.285736805918688","0.394409577975613"
"Very good","1997","indirect migration background","Female","58","0.168513871047965","0.124825196527568","0.212202545568362"
"Good","1997","no migration background","Male","2108","0.415225845309735","0.401106718387403","0.429344972232067"
"Good","1997","no migration background","Female","2028","0.345814821514053","0.332830899212902","0.358798743815203"
"Good","1997","direct migration background","Male","530","0.381206186572607","0.354346173300169","0.408066199845044"
"Good","1997","direct migration background","Female","498","0.353393255907384","0.326700588157644","0.380085923657125"
"Good","1997","indirect migration background","Male","144","0.441464134564189","0.384509389610547","0.49841887951783"
"Good","1997","indirect migration background","Female","148","0.517139528551916","0.458816746577521","0.575462310526312"
"Satisfactory","1997","no migration background","Male","1540","0.352096411002766","0.338411008961068","0.365781813044465"
"Satisfactory","1997","no migration background","Female","1824","0.36675323884349","0.353597742938914","0.379908734748065"
"Satisfactory","1997","direct migration background","Male","351","0.299057317874881","0.273736849127505","0.324377786622258"
"Satisfactory","1997","direct migration background","Female","386","0.323978992788558","0.29784647477451","0.350111510802606"
"Satisfactory","1997","indirect migration background","Male","38","0.176858902904831","0.133095884202907","0.220621921606756"
"Satisfactory","1997","indirect migration background","Female","49","0.208487346914898","0.161074905487061","0.255899788342735"
"Poor","1997","no migration background","Male","485","0.115753281377636","0.106586329479444","0.124920233275829"
"Poor","1997","no migration background","Female","708","0.164314752283702","0.154199111417734","0.174430393149671"
"Poor","1997","direct migration background","Male","171","0.141650082164087","0.122366226524698","0.160933937803475"
"Poor","1997","direct migration background","Female","215","0.198958043129547","0.176665936100621","0.221250150158473"
"Poor","1997","indirect migration background","Male","12","","",""
"Poor","1997","indirect migration background","Female","22","","",""
"Bad ","1997","no migration background","Male","141","0.0371479761091942","0.0317289789790002","0.0425669732393883"
"Bad ","1997","no migration background","Female","200","0.0505214088178648","0.0445426081980608","0.0565002094376688"
"Bad ","1997","direct migration background","Male","51","0.0509512004763423","0.0387900474338715","0.0631123535188131"
"Bad ","1997","direct migration background","Female","63","0.0438036993700629","0.0323756617460147","0.0552317369941111"
"Bad ","1997","indirect migration background","Male","","","",""
"Bad ","1997","indirect migration background","Female","5","","",""
"Very good","1998","no migration background","Male","560","0.101949069400235","0.0938614596097558","0.110036679190714"
"Very good","1998","no migration background","Female","528","0.082131300921767","0.0751271365357176","0.0891354653078165"
"Very good","1998","direct migration background","Male","133","0.107282382868834","0.0899096758148517","0.124655089922816"
"Very good","1998","direct migration background","Female","81","0.103608646814543","0.0863299506269957","0.120887343002091"
"Very good","1998","indirect migration background","Male","105","0.326469945676518","0.274185928988485","0.378753962364551"
"Very good","1998","indirect migration background","Female","73","0.239887546759698","0.190909727892072","0.288865365627325"
"Good","1998","no migration background","Male","2413","0.424214446340445","0.411004496092225","0.437424396588666"
"Good","1998","no migration background","Female","2408","0.365888164229738","0.353600514874394","0.378175813585083"
"Good","1998","direct migration background","Male","530","0.413009810644537","0.385369568487241","0.440650052801832"
"Good","1998","direct migration background","Female","489","0.380212731546183","0.352689540074729","0.407735923017637"
"Good","1998","indirect migration background","Male","145","0.443821286061823","0.388425070462852","0.499217501660795"
"Good","1998","indirect migration background","Female","133","0.398376752762024","0.342224657828573","0.454528847695475"
"Satisfactory","1998","no migration background","Male","1675","0.318398422296923","0.305946717388471","0.330850127205374"
"Satisfactory","1998","no migration background","Female","1932","0.341064774389188","0.328971288688116","0.353158260090259"
"Satisfactory","1998","direct migration background","Male","348","0.305272920047569","0.279420720916034","0.331125119179104"
"Satisfactory","1998","direct migration background","Female","369","0.303352286896547","0.277288087889237","0.329416485903857"
"Satisfactory","1998","indirect migration background","Male","36","0.149036368313278","0.109329057006558","0.188743679619998"
"Satisfactory","1998","indirect migration background","Female","61","0.279904106974653","0.228410126061587","0.331398087887719"
"Poor","1998","no migration background","Male","573","0.120465532259743","0.111765198635377","0.129165865884108"
"Poor","1998","no migration background","Female","773","0.154617265642368","0.145394368173093","0.163840163111644"
"Poor","1998","direct migration background","Male","156","0.134217681427514","0.115081492041868","0.153353870813161"
"Poor","1998","direct migration background","Female","206","0.163110151267134","0.142162333670463","0.184057968863805"
"Poor","1998","indirect migration background","Male","22","","",""
"Poor","1998","indirect migration background","Female","21","","",""
"Bad ","1998","no migration background","Male","156","0.0349725297026545","0.0300621911698041","0.0398828682355049"
"Bad ","1998","no migration background","Female","262","0.0562984948169388","0.0504184936104646","0.0621784960234131"
"Bad ","1998","direct migration background","Male","52","0.0402172050115463","0.0291881409074055","0.0512462691156871"
"Bad ","1998","direct migration background","Female","50","0.0497161834755926","0.0373925238141358","0.0620398431370494"
"Bad ","1998","indirect migration background","Male","1","","",""
"Bad ","1998","indirect migration background","Female","4","","",""
"Very good","1999","no migration background","Male","448","0.08218236816962","0.0747233764099727","0.0896413599292674"
"Very good","1999","no migration background","Female","477","0.0839544005579438","0.0767576141834547","0.0911511869324328"
"Very good","1999","direct migration background","Male","127","0.115643628202282","0.0968558675915964","0.134431388812967"
"Very good","1999","direct migration background","Female","87","0.0792503865891826","0.0633087904689208","0.0951919827094444"
"Very good","1999","indirect migration background","Male","100","0.311477338587177","0.259842693251217","0.363111983923136"
"Very good","1999","indirect migration background","Female","68","0.205024084317976","0.159415743906761","0.250632424729192"
"Good","1999","no migration background","Male","2285","0.418425312828783","0.405027795548838","0.431822830108728"
"Good","1999","no migration background","Female","2232","0.351538356605443","0.339147913496523","0.363928799714362"
"Good","1999","direct migration background","Male","466","0.402648464662191","0.373836125081846","0.431460804242535"
"Good","1999","direct migration background","Female","440","0.378610342850908","0.349985798526636","0.40723488717518"
"Good","1999","indirect migration background","Male","145","0.438729421218153","0.383400351313196","0.494058491123109"
"Good","1999","indirect migration background","Female","148","0.477095441966681","0.420669516522304","0.533521367411059"
"Satisfactory","1999","no migration background","Male","1756","0.342094194920398","0.32920970248812","0.354978687352677"
"Satisfactory","1999","no migration background","Female","1946","0.342612954591176","0.330296923022415","0.354928986159936"
"Satisfactory","1999","direct migration background","Male","318","0.295169249569884","0.268372724068832","0.321965775070936"
"Satisfactory","1999","direct migration background","Female","346","0.319147398971191","0.291637908916756","0.346656889025626"
"Satisfactory","1999","indirect migration background","Male","52","0.206985690099296","0.161812628664034","0.252158751534557"
"Satisfactory","1999","indirect migration background","Female","60","0.20879643921285","0.162879756583903","0.254713121841797"
"Poor","1999","no migration background","Male","550","0.118999433889366","0.110205703532781","0.127793164245952"
"Poor","1999","no migration background","Female","809","0.166598947421738","0.156929058585728","0.176268836257748"
"Poor","1999","direct migration background","Male","157","0.144575195859791","0.123914815006871","0.16523557671271"
"Poor","1999","direct migration background","Female","186","0.182346016848259","0.15955869671364","0.205133336982879"
"Poor","1999","indirect migration background","Male","10","","",""
"Poor","1999","indirect migration background","Female","21","","",""
"Bad ","1999","no migration background","Male","169","0.038298690191832","0.0330864470361744","0.0435109333474895"
"Bad ","1999","no migration background","Female","240","0.0552953408236994","0.0493640307168539","0.061226650930545"
"Bad ","1999","direct migration background","Male","45","0.0419634617058532","0.0301839524171809","0.0537429709945256"
"Bad ","1999","direct migration background","Female","44","0.0406458547404589","0.0289923128031652","0.0522993966777527"
"Bad ","1999","indirect migration background","Male","2","","",""
"Bad ","1999","indirect migration background","Female","4","","",""
"Very good","2000","no migration background","Male","1032","0.110496809823706","0.104219571282774","0.116774048364638"
"Very good","2000","no migration background","Female","1059","0.0973622034379124","0.0916843362618315","0.103040070613993"
"Very good","2000","direct migration background","Male","219","0.142825831542957","0.125891654924836","0.159760008161078"
"Very good","2000","direct migration background","Female","162","0.100274981754701","0.0860009345559036","0.114549028953499"
"Very good","2000","indirect migration background","Male","130","0.278177989245306","0.234803676660984","0.321552301829627"
"Very good","2000","indirect migration background","Female","92","0.216021277649125","0.176664108896624","0.255378446401626"
"Good","2000","no migration background","Male","4066","0.406574518282123","0.396739545070794","0.416409491493452"
"Good","2000","no migration background","Female","4022","0.350673472668905","0.341534101733781","0.359812843604029"
"Good","2000","direct migration background","Male","661","0.389177171473045","0.365580134363443","0.412774208582647"
"Good","2000","direct migration background","Female","657","0.371063294604296","0.348105857507591","0.394020731701"
"Good","2000","indirect migration background","Male","190","0.452992119389812","0.404808626701499","0.501175612078125"
"Good","2000","indirect migration background","Female","206","0.464247818111217","0.416551994159941","0.511943642062492"
"Satisfactory","2000","no migration background","Male","3103","0.330367302686604","0.320949775940397","0.339784829432811"
"Satisfactory","2000","no migration background","Female","3547","0.354298793228898","0.345137982509777","0.363459603948019"
"Satisfactory","2000","direct migration background","Male","498","0.309983878821111","0.287600515718739","0.332367241923482"
"Satisfactory","2000","direct migration background","Female","543","0.325048770138573","0.30278973196317","0.347307808313977"
"Satisfactory","2000","indirect migration background","Male","71","0.215694881845007","0.175882459075813","0.255507304614202"
"Satisfactory","2000","indirect migration background","Female","88","0.226617627138125","0.18658008355871","0.266655170717539"
"Poor","2000","no migration background","Male","1082","0.117762318918504","0.111308511770652","0.124216126066355"
"Poor","2000","no migration background","Female","1424","0.149245571739295","0.142420831745741","0.156070311732848"
"Poor","2000","direct migration background","Male","198","0.119512293798908","0.103812494296398","0.135212093301418"
"Poor","2000","direct migration background","Female","270","0.157496592688287","0.140185784329478","0.174807401047097"
"Poor","2000","indirect migration background","Male","14","","",""
"Poor","2000","indirect migration background","Female","30","0.0797402598618688","0.0538332386605041","0.105647281063233"
"Bad ","2000","no migration background","Male","299","0.0347990502890635","0.031129502281056","0.038468598297071"
"Bad ","2000","no migration background","Female","420","0.0484199589249903","0.0443087632786704","0.0525311545713101"
"Bad ","2000","direct migration background","Male","64","0.0385008243639798","0.0291889814856458","0.0478126672423138"
"Bad ","2000","direct migration background","Female","69","0.0461163608141421","0.0361492072752475","0.0560835143530367"
"Bad ","2000","indirect migration background","Male","5","","",""
"Bad ","2000","indirect migration background","Female","4","","",""
"Very good","2001","no migration background","Male","953","0.113046541802336","0.106408399054997","0.119684684549675"
"Very good","2001","no migration background","Female","934","0.091546875613512","0.0857702475686844","0.0973235036583395"
"Very good","2001","direct migration background","Male","195","0.148305144034672","0.129955137627746","0.166655150441598"
"Very good","2001","direct migration background","Female","150","0.105289563884495","0.0897520621708624","0.120827065598128"
"Very good","2001","indirect migration background","Male","115","0.291478688102434","0.245787110336226","0.337170265868643"
"Very good","2001","indirect migration background","Female","83","0.204874214228926","0.165172029387945","0.244576399069908"
"Good","2001","no migration background","Male","3608","0.392261779131945","0.382026167412984","0.402497390850907"
"Good","2001","no migration background","Female","3703","0.355147014327851","0.345561049726523","0.36473297892918"
"Good","2001","direct migration background","Male","587","0.407103433443767","0.381737085172119","0.432469781715415"
"Good","2001","direct migration background","Female","570","0.369264222170797","0.344833313317405","0.393695131024188"
"Good","2001","indirect migration background","Male","187","0.468066126026174","0.417896747342564","0.518235504709784"
"Good","2001","indirect migration background","Female","185","0.442315689505669","0.393460216404577","0.491171162606762"
"Satisfactory","2001","no migration background","Male","2900","0.338160859791445","0.328243286377442","0.348078433205448"
"Satisfactory","2001","no migration background","Female","3225","0.349108551334258","0.339560034769958","0.358657067898558"
"Satisfactory","2001","direct migration background","Male","401","0.266116858217157","0.243299479533646","0.288934236900667"
"Satisfactory","2001","direct migration background","Female","495","0.314117681309323","0.29062036464318","0.337614997975467"
"Satisfactory","2001","indirect migration background","Male","63","0.206404904663228","0.165712272121455","0.247097537205001"
"Satisfactory","2001","indirect migration background","Female","96","0.279599317829738","0.235451631412922","0.323747004246554"
"Poor","2001","no migration background","Male","988","0.121845444228369","0.114988073044527","0.128702815412212"
"Poor","2001","no migration background","Female","1334","0.153943947190596","0.146714880075339","0.161173014305853"
"Poor","2001","direct migration background","Male","203","0.140851786389145","0.122890752759337","0.158812820018954"
"Poor","2001","direct migration background","Female","222","0.16484641068838","0.146063184069861","0.183629637306898"
"Poor","2001","indirect migration background","Male","11","","",""
"Poor","2001","indirect migration background","Female","28","","",""
"Bad ","2001","no migration background","Male","292","0.0346853750459042","0.030849405317253","0.0385213447745555"
"Bad ","2001","no migration background","Female","378","0.050253611533783","0.0458774953481125","0.0546297277194534"
"Bad ","2001","direct migration background","Male","55","0.0376227779152591","0.0277981932911839","0.0474473625393342"
"Bad ","2001","direct migration background","Female","62","0.0464821219470052","0.0358246384796728","0.0571396054143376"
"Bad ","2001","indirect migration background","Male","4","","",""
"Bad ","2001","indirect migration background","Female","5","","",""
"Very good","2002","no migration background","Male","964","0.0974703268181637","0.0914811581357252","0.103459495500602"
"Very good","2002","no migration background","Female","943","0.0822466398096459","0.0768877603729648","0.0876055192463271"
"Very good","2002","direct migration background","Male","153","0.111960637915629","0.0952453976338356","0.128675878197423"
"Very good","2002","direct migration background","Female","117","0.0797662388289529","0.0658162924984301","0.0937161851594758"
"Very good","2002","indirect migration background","Male","96","0.200856525818859","0.160143631957787","0.24156941967993"
"Very good","2002","indirect migration background","Female","80","0.155008261806963","0.119933874646737","0.190082648967188"
"Good","2002","no migration background","Male","4048","0.403147452751654","0.39324221110421","0.413052694399099"
"Good","2002","no migration background","Female","4006","0.355661502808484","0.346324072306102","0.364998933310865"
"Good","2002","direct migration background","Male","543","0.391113394933551","0.365244171682723","0.416982618184378"
"Good","2002","direct migration background","Female","533","0.346078786774386","0.321584539311944","0.370573034236828"
"Good","2002","indirect migration background","Male","186","0.474026168978149","0.423285072407941","0.524767265548357"
"Good","2002","indirect migration background","Female","194","0.451140540618307","0.402915462303153","0.499365618933461"
"Satisfactory","2002","no migration background","Male","3098","0.342005899952477","0.332426740820705","0.351585059084249"
"Satisfactory","2002","no migration background","Female","3417","0.358200635499658","0.348848415161144","0.367552855838173"
"Satisfactory","2002","direct migration background","Male","409","0.303480483778009","0.279108220412775","0.327852747143244"
"Satisfactory","2002","direct migration background","Female","465","0.34377291190554","0.319317397551974","0.368228426259107"
"Satisfactory","2002","indirect migration background","Male","67","0.244835803085529","0.201140497599939","0.288531108571118"
"Satisfactory","2002","indirect migration background","Female","101","0.297007964805849","0.252724082565256","0.341291847046441"
"Poor","2002","no migration background","Male","1015","0.119909544848973","0.113349752048341","0.126469337649605"
"Poor","2002","no migration background","Female","1374","0.157798802289667","0.150688113172062","0.164909491407272"
"Poor","2002","direct migration background","Male","205","0.151689859517937","0.132673847747435","0.170705871288439"
"Poor","2002","direct migration background","Female","273","0.17526905304303","0.155693111295796","0.194844994790263"
"Poor","2002","indirect migration background","Male","22","","",""
"Poor","2002","indirect migration background","Female","27","","",""
"Bad ","2002","no migration background","Male","296","0.0374667756287317","0.0336320825153728","0.0413014687420907"
"Bad ","2002","no migration background","Female","357","0.0460924195925449","0.0420024524761822","0.0501823867089076"
"Bad ","2002","direct migration background","Male","57","0.0417556238548736","0.031151874303555","0.0523593734061922"
"Bad ","2002","direct migration background","Female","61","0.055113009448091","0.0433631980327373","0.0668628208634446"
"Bad ","2002","indirect migration background","Male","1","","",""
"Bad ","2002","indirect migration background","Female","7","","",""
"Very good","2003","no migration background","Male","948","0.0964041615894503","0.0903274158644629","0.102480907314438"
"Very good","2003","no migration background","Female","852","0.0747652979048698","0.0695494939874744","0.0799811018222652"
"Very good","2003","direct migration background","Male","157","0.136621956663438","0.117755313320555","0.155488600006321"
"Very good","2003","direct migration background","Female","124","0.0838121076671017","0.0691278939219229","0.0984963214122806"
"Very good","2003","indirect migration background","Male","98","0.22719402623665","0.184727574116441","0.26966047835686"
"Very good","2003","indirect migration background","Female","78","0.163418346930545","0.127758650668576","0.199078043192514"
"Good","2003","no migration background","Male","3912","0.414815719824729","0.40467170230333","0.424959737346128"
"Good","2003","no migration background","Female","4003","0.372875706335432","0.363286026177112","0.382465386493751"
"Good","2003","direct migration background","Male","509","0.372250304233104","0.345695403925509","0.398805204540699"
"Good","2003","direct migration background","Female","496","0.346645362050881","0.321426689161607","0.371864034940155"
"Good","2003","indirect migration background","Male","187","0.495439303019135","0.444767748621017","0.546110857417253"
