"m11126","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Very good","2003","no migration background","Urban Area","1241","0.0896011052607","0.084502668603676","0.094699541917724"
"Very good","2003","no migration background","Rural Area","559","0.0767267927551581","0.0703890868838362","0.08306449862648"
"Very good","2003","direct migration background","Urban Area","237","0.108435972706472","0.0953808056250272","0.121491139787917"
"Very good","2003","direct migration background","Rural Area","44","0.11479952328339","0.0857313349643126","0.143867711602468"
"Very good","2003","indirect migration background","Urban Area","148","0.19343384181435","0.163876031353886","0.222991652274814"
"Very good","2003","indirect migration background","Rural Area","28","","",""
"Good","2003","no migration background","Urban Area","5069","0.394785731561523","0.386060041417695","0.403511421705351"
"Good","2003","no migration background","Rural Area","2846","0.390104342913454","0.378489546433555","0.401719139393353"
"Good","2003","direct migration background","Urban Area","849","0.365006061028234","0.344791965958025","0.385220156098442"
"Good","2003","direct migration background","Rural Area","156","0.331469860946834","0.28854492835104","0.374394793542627"
"Good","2003","indirect migration background","Urban Area","348","0.482068567088532","0.444676749630898","0.519460384546166"
"Good","2003","indirect migration background","Rural Area","39","0.453620018542971","0.356528588079721","0.55071144900622"
"Satisfactory","2003","no migration background","Urban Area","3789","0.327715136367003","0.319336190189075","0.33609408254493"
"Satisfactory","2003","no migration background","Rural Area","2283","0.351641916526973","0.340272158413733","0.363011674640213"
"Satisfactory","2003","direct migration background","Urban Area","652","0.31497812727574","0.295474656966107","0.334481597585373"
"Satisfactory","2003","direct migration background","Rural Area","169","0.377681138793896","0.333473610497763","0.421888667090029"
"Satisfactory","2003","indirect migration background","Urban Area","131","0.209926115571639","0.179450455459268","0.24040177568401"
"Satisfactory","2003","indirect migration background","Rural Area","24","","",""
"Poor","2003","no migration background","Urban Area","1549","0.14327897882156","0.137024725987178","0.149533231655942"
"Poor","2003","no migration background","Rural Area","836","0.137499007958934","0.129298834761939","0.145699181155929"
"Poor","2003","direct migration background","Urban Area","343","0.16091931575998","0.145490754602112","0.176347876917847"
"Poor","2003","direct migration background","Rural Area","72","0.128299691497775","0.0978050516094849","0.158794331386065"
"Poor","2003","indirect migration background","Urban Area","50","0.101338520450914","0.0787560538810178","0.123920987020809"
"Poor","2003","indirect migration background","Rural Area","7","","",""
"Bad ","2003","no migration background","Urban Area","407","0.0446190479892142","0.0409334079041085","0.0483046880743199"
"Bad ","2003","no migration background","Rural Area","251","0.0440279398454803","0.0391427637510835","0.048913115939877"
"Bad ","2003","direct migration background","Urban Area","98","0.0506605232295747","0.0414525280829595","0.0598685183761899"
"Bad ","2003","direct migration background","Rural Area","21","","",""
"Bad ","2003","indirect migration background","Urban Area","9","","",""
"Bad ","2003","indirect migration background","Rural Area","3","","",""
"Very good","2004","no migration background","Urban Area","1190","0.094028628825688","0.0887424921344473","0.0993147655169286"
"Very good","2004","no migration background","Rural Area","558","0.0826837897371984","0.0760505877243756","0.0893169917500212"
"Very good","2004","direct migration background","Urban Area","216","0.103113239628615","0.0901220756864076","0.116104403570823"
"Very good","2004","direct migration background","Rural Area","55","0.157651983336705","0.123755698211795","0.191548268461614"
"Very good","2004","indirect migration background","Urban Area","165","0.230483547274545","0.199150886605072","0.261816207944018"
"Very good","2004","indirect migration background","Rural Area","24","","",""
"Good","2004","no migration background","Urban Area","4868","0.372410155340926","0.363654275118584","0.381166035563269"
"Good","2004","no migration background","Rural Area","2730","0.378628474601817","0.366945973987377","0.390310975216257"
"Good","2004","direct migration background","Urban Area","828","0.375999074746648","0.355306809069681","0.396691340423615"
"Good","2004","direct migration background","Rural Area","150","0.340806315180982","0.2967186660361","0.384893964325864"
"Good","2004","indirect migration background","Urban Area","347","0.445146381471508","0.408171312665805","0.48212145027721"
"Good","2004","indirect migration background","Rural Area","63","0.493758374128433","0.402776420156599","0.584740328100268"
"Satisfactory","2004","no migration background","Urban Area","3620","0.322600719240378","0.314134175979813","0.331067262500943"
"Satisfactory","2004","no migration background","Rural Area","2255","0.35296358497044","0.341453386416636","0.364473783524244"
"Satisfactory","2004","direct migration background","Urban Area","642","0.291037688686735","0.271632930658936","0.310442446714534"
"Satisfactory","2004","direct migration background","Rural Area","139","0.277793973996865","0.236131162840387","0.319456785153344"
"Satisfactory","2004","indirect migration background","Urban Area","134","0.221959008884146","0.191041393984295","0.252876623783996"
"Satisfactory","2004","indirect migration background","Rural Area","24","","",""
"Poor","2004","no migration background","Urban Area","1570","0.156323475873848","0.149746122361932","0.162900829385763"
"Poor","2004","no migration background","Rural Area","845","0.1456054395111","0.137110279959128","0.154100599063071"
"Poor","2004","direct migration background","Urban Area","321","0.178339093875442","0.16198631249025","0.194691875260635"
"Poor","2004","direct migration background","Rural Area","80","0.185292116861889","0.149152292571828","0.221431941151951"
"Poor","2004","indirect migration background","Urban Area","40","0.0965375160522598","0.0745654205778697","0.11850961152665"
"Poor","2004","indirect migration background","Rural Area","2","","",""
"Bad ","2004","no migration background","Urban Area","463","0.0546370207191599","0.0505208450514589","0.0587531963868609"
"Bad ","2004","no migration background","Rural Area","234","0.0401187111794452","0.0353922537329318","0.0448451686259587"
"Bad ","2004","direct migration background","Urban Area","98","0.0515109030625591","0.0420683856514309","0.0609534204736872"
"Bad ","2004","direct migration background","Rural Area","20","","",""
"Bad ","2004","indirect migration background","Urban Area","8","","",""
"Bad ","2004","indirect migration background","Rural Area","3","","",""
"Very good","2005","no migration background","Urban Area","1013","0.082745371106427","0.0776431897702918","0.0878475524425621"
"Very good","2005","no migration background","Rural Area","564","0.0898024364985838","0.0827610976978445","0.0968437752993231"
"Very good","2005","direct migration background","Urban Area","169","0.0814667812043943","0.0693779692124025","0.0935555931963862"
"Very good","2005","direct migration background","Rural Area","35","0.103517122628484","0.0740299414603127","0.133004303796656"
"Very good","2005","indirect migration background","Urban Area","154","0.18749741924273","0.159086249850515","0.215908588634946"
"Very good","2005","indirect migration background","Rural Area","17","","",""
"Good","2005","no migration background","Urban Area","4522","0.371559232038295","0.362610010003047","0.380508454073543"
"Good","2005","no migration background","Rural Area","2511","0.375861442625132","0.36393261558736","0.387790269662904"
"Good","2005","direct migration background","Urban Area","743","0.349994668921357","0.328916393013853","0.37107294482886"
"Good","2005","direct migration background","Rural Area","141","0.364004447076774","0.317431196893042","0.410577697260505"
"Good","2005","indirect migration background","Urban Area","359","0.468096835039976","0.431775380896595","0.504418289183357"
"Good","2005","indirect migration background","Rural Area","59","0.560629582857328","0.46659023392634","0.654668931788316"
"Satisfactory","2005","no migration background","Urban Area","3689","0.33761159762164","0.32885361421215","0.346369581031129"
"Satisfactory","2005","no migration background","Rural Area","2141","0.340608411281729","0.328936479710254","0.352280342853204"
"Satisfactory","2005","direct migration background","Urban Area","625","0.336590009175375","0.315707267060747","0.357472751290003"
"Satisfactory","2005","direct migration background","Rural Area","149","0.336231510318855","0.290503354785064","0.381959665852647"
"Satisfactory","2005","indirect migration background","Urban Area","164","0.25026235571077","0.218731808315669","0.281792903105872"
"Satisfactory","2005","indirect migration background","Rural Area","25","","",""
"Poor","2005","no migration background","Urban Area","1554","0.158779969847185","0.152011480654949","0.165548459039422"
"Poor","2005","no migration background","Rural Area","887","0.154369242332192","0.145470797367141","0.163267687297242"
"Poor","2005","direct migration background","Urban Area","328","0.178953156477717","0.162013696522505","0.195892616432928"
"Poor","2005","direct migration background","Rural Area","56","0.135352901581527","0.102239073326253","0.168466729836802"
"Poor","2005","indirect migration background","Urban Area","42","0.0813503902418916","0.0614512709530679","0.101249509530715"
"Poor","2005","indirect migration background","Rural Area","4","","",""
"Bad ","2005","no migration background","Urban Area","422","0.049303829386453","0.0452942365083766","0.0533134222645294"
"Bad ","2005","no migration background","Rural Area","230","0.0393584672623638","0.0345694862485487","0.044147448276179"
"Bad ","2005","direct migration background","Urban Area","102","0.0529953842211576","0.0430952523033672","0.0628955161389481"
"Bad ","2005","direct migration background","Rural Area","29","","",""
"Bad ","2005","indirect migration background","Urban Area","6","","",""
"Bad ","2005","indirect migration background","Rural Area","2","","",""
"Very good","2006","no migration background","Urban Area","1109","0.0891081908517138","0.0840358677496727","0.0941805139537549"
"Very good","2006","no migration background","Rural Area","613","0.0894507906241439","0.0827502991130878","0.0961512821352"
"Very good","2006","direct migration background","Urban Area","190","0.0984624640831046","0.0852858263478199","0.111639101818389"
"Very good","2006","direct migration background","Rural Area","44","0.111918873228257","0.0822581858704409","0.141579560586073"
"Very good","2006","indirect migration background","Urban Area","146","0.197237636138129","0.168451163141363","0.226024109134895"
"Very good","2006","indirect migration background","Rural Area","22","","",""
"Good","2006","no migration background","Urban Area","4921","0.372392565759268","0.363785418385413","0.380999713133123"
"Good","2006","no migration background","Rural Area","2769","0.374971380354995","0.363605269918912","0.386337490791077"
"Good","2006","direct migration background","Urban Area","724","0.361211174694073","0.339967160000367","0.382455189387779"
"Good","2006","direct migration background","Rural Area","145","0.339119993483619","0.294580914653441","0.383659072313798"
"Good","2006","indirect migration background","Urban Area","377","0.476791493311574","0.440658685719052","0.512924300904096"
"Good","2006","indirect migration background","Rural Area","61","0.484389585864511","0.397128410695906","0.571650761033116"
"Satisfactory","2006","no migration background","Urban Area","3998","0.345125144877565","0.336661018153568","0.353589271601562"
"Satisfactory","2006","no migration background","Rural Area","2377","0.341947936080361","0.330810814007585","0.353085058153137"
"Satisfactory","2006","direct migration background","Urban Area","642","0.322539437177574","0.301866091310616","0.343212783044532"
"Satisfactory","2006","direct migration background","Rural Area","140","0.301088554868844","0.257930543403428","0.344246566334261"
"Satisfactory","2006","indirect migration background","Urban Area","149","0.230273569627171","0.199816346327291","0.26073079292705"
"Satisfactory","2006","indirect migration background","Rural Area","30","0.243453279350789","0.16851762405363","0.318388934647949"
"Poor","2006","no migration background","Urban Area","1619","0.144461000204332","0.138201928702362","0.150720071706301"
"Poor","2006","no migration background","Rural Area","911","0.142020944687338","0.133825407968957","0.150216481405719"
"Poor","2006","direct migration background","Urban Area","304","0.165046172629067","0.148628510717016","0.181463834541118"
"Poor","2006","direct migration background","Rural Area","79","0.190372552701032","0.15343671064999","0.227308394752075"
"Poor","2006","indirect migration background","Urban Area","53","0.0798914647581219","0.0602773016443845","0.0995056278718593"
"Poor","2006","indirect migration background","Rural Area","10","","",""
"Bad ","2006","no migration background","Urban Area","472","0.0489130983071215","0.0450730438328552","0.0527531527813879"
"Bad ","2006","no migration background","Rural Area","299","0.0516089482531623","0.0464147432419049","0.0568031532644196"
"Bad ","2006","direct migration background","Urban Area","104","0.0527407514161818","0.042855563424603","0.0626259394077607"
"Bad ","2006","direct migration background","Rural Area","26","","",""
"Bad ","2006","indirect migration background","Urban Area","9","","",""
"Bad ","2006","indirect migration background","Rural Area","3","","",""
"Very good","2007","no migration background","Urban Area","1001","0.0834540190884151","0.0783673187213791","0.0885407194554511"
"Very good","2007","no migration background","Rural Area","549","0.080530300753729","0.0739484804166955","0.0871121210907625"
"Very good","2007","direct migration background","Urban Area","136","0.0832968219774779","0.0703427602733848","0.096250883681571"
"Very good","2007","direct migration background","Rural Area","33","0.0858239166944282","0.0583398663207248","0.113307967068132"
"Very good","2007","indirect migration background","Urban Area","140","0.196822779455486","0.167841182402234","0.225804376508738"
"Very good","2007","indirect migration background","Rural Area","25","","",""
"Good","2007","no migration background","Urban Area","4627","0.376328443302114","0.367418049671956","0.385238836932272"
"Good","2007","no migration background","Rural Area","2594","0.384491254258722","0.372724464366765","0.39625804415068"
"Good","2007","direct migration background","Urban Area","680","0.354491987364786","0.332067041297646","0.376916933431926"
"Good","2007","direct migration background","Rural Area","147","0.349983302427984","0.303183118267991","0.396783486587977"
"Good","2007","indirect migration background","Urban Area","364","0.474923577014916","0.438523519786472","0.511323634243359"
"Good","2007","indirect migration background","Rural Area","49","0.349168004744666","0.264229018381409","0.434106991107924"
"Satisfactory","2007","no migration background","Urban Area","3730","0.34470935831946","0.335968000078894","0.353450716560025"
"Satisfactory","2007","no migration background","Rural Area","2273","0.34212142717027","0.330646216691026","0.353596637649514"
"Satisfactory","2007","direct migration background","Urban Area","572","0.334708639477773","0.312587027009632","0.356830251945913"
"Satisfactory","2007","direct migration background","Rural Area","130","0.354527751403598","0.307589646771217","0.401465856035979"
"Satisfactory","2007","indirect migration background","Urban Area","160","0.23037306773134","0.19968037980479","0.26106575565789"
"Satisfactory","2007","indirect migration background","Rural Area","36","0.308091715770135","0.225825848317395","0.390357583222874"
"Poor","2007","no migration background","Urban Area","1571","0.151062317931984","0.144475868272506","0.157648767591463"
"Poor","2007","no migration background","Rural Area","913","0.154874610183864","0.146123798467716","0.163625421900012"
"Poor","2007","direct migration background","Urban Area","269","0.170097937411975","0.152484654029744","0.187711220794206"
"Poor","2007","direct migration background","Rural Area","69","0.16738269418468","0.130752464922062","0.204012923447299"
"Poor","2007","indirect migration background","Urban Area","46","0.0816704007443121","0.0617081007931886","0.101632700695436"
"Poor","2007","indirect migration background","Rural Area","10","","",""
"Bad ","2007","no migration background","Urban Area","427","0.0444458613580273","0.0406555166194824","0.0482362060965723"
"Bad ","2007","no migration background","Rural Area","237","0.0379824076334145","0.0333588060474373","0.0426060092193917"
"Bad ","2007","direct migration background","Urban Area","91","0.0574046137679876","0.0464999210707225","0.0683093064652527"
"Bad ","2007","direct migration background","Rural Area","20","","",""
"Bad ","2007","indirect migration background","Urban Area","13","","",""
"Bad ","2007","indirect migration background","Rural Area","1","","",""
"Very good","2008","no migration background","Urban Area","961","0.0860043263364333","0.0807003751955078","0.0913082774773587"
"Very good","2008","no migration background","Rural Area","497","0.0814920834525713","0.0746682444377236","0.0883159224674189"
"Very good","2008","direct migration background","Urban Area","138","0.0935392869520187","0.0791265459512606","0.107952027952777"
"Very good","2008","direct migration background","Rural Area","23","","",""
"Very good","2008","indirect migration background","Urban Area","153","0.210042205146217","0.179995215352878","0.240089194939556"
"Very good","2008","indirect migration background","Rural Area","30","0.283440696083835","0.204118556322308","0.362762835845363"
"Good","2008","no migration background","Urban Area","4321","0.379750288583601","0.370569084582609","0.388931492584594"
"Good","2008","no migration background","Rural Area","2441","0.380705754726238","0.368594954143463","0.392816555309013"
"Good","2008","direct migration background","Urban Area","581","0.337372548200622","0.313969919372996","0.360775177028248"
"Good","2008","direct migration background","Rural Area","122","0.352326700940178","0.302209575556902","0.402443826323454"
"Good","2008","indirect migration background","Urban Area","344","0.456370823074915","0.419629393117035","0.493112253032795"
"Good","2008","indirect migration background","Rural Area","53","0.43740076280237","0.350088230128748","0.524713295475992"
"Satisfactory","2008","no migration background","Urban Area","3514","0.340766782255429","0.33180043687804","0.349733127632819"
"Satisfactory","2008","no migration background","Rural Area","2142","0.354132274442522","0.342203820556589","0.366060728328455"
"Satisfactory","2008","direct migration background","Urban Area","488","0.323211371169813","0.300061695851113","0.346361046488513"
"Satisfactory","2008","direct migration background","Rural Area","121","0.320155036796883","0.271208666773117","0.369101406820649"
"Satisfactory","2008","indirect migration background","Urban Area","151","0.253252040595394","0.221173896091055","0.285330185099734"
"Satisfactory","2008","indirect migration background","Rural Area","28","","",""
"Poor","2008","no migration background","Urban Area","1554","0.151687668606256","0.144901567532976","0.158473769679537"
"Poor","2008","no migration background","Rural Area","854","0.142471390187315","0.133753372410501","0.151189407964129"
"Poor","2008","direct migration background","Urban Area","277","0.188242840387916","0.168894337824338","0.207591342951495"
"Poor","2008","direct migration background","Rural Area","60","0.172347004877182","0.132722724019281","0.211971285735082"
"Poor","2008","indirect migration background","Urban Area","48","0.0669599966355642","0.0485224307959731","0.0853975624751552"
"Poor","2008","indirect migration background","Rural Area","11","","",""
"Bad ","2008","no migration background","Urban Area","384","0.0417909342182795","0.0380053015289493","0.0455765669076098"
"Bad ","2008","no migration background","Rural Area","241","0.0411984971913534","0.0362413176311838","0.0461556767515231"
"Bad ","2008","direct migration background","Urban Area","84","0.0576339532896302","0.0460987810932905","0.0691691254859699"
"Bad ","2008","direct migration background","Rural Area","23","","",""
"Bad ","2008","indirect migration background","Urban Area","10","","",""
"Bad ","2008","indirect migration background","Rural Area","2","","",""
"Very good","2009","no migration background","Urban Area","854","0.0797771520365971","0.0744738256779966","0.0850804783951975"
"Very good","2009","no migration background","Rural Area","434","0.0760026345395988","0.0692193843783857","0.0827858847008118"
"Very good","2009","direct migration background","Urban Area","115","0.0960905376547488","0.080404219317494","0.111776855992004"
"Very good","2009","direct migration background","Rural Area","22","","",""
"Very good","2009","indirect migration background","Urban Area","126","0.209282371989617","0.177491693037041","0.241073050942193"
"Very good","2009","indirect migration background","Rural Area","19","","",""
"Good","2009","no migration background","Urban Area","3968","0.369745456626259","0.360296757953545","0.379194155298972"
"Good","2009","no migration background","Rural Area","2223","0.368201873314783","0.355856042881977","0.380547703747589"
"Good","2009","direct migration background","Urban Area","487","0.33574416427758","0.310608511299262","0.360879817255898"
"Good","2009","direct migration background","Rural Area","111","0.40641924507966","0.352435679090279","0.460402811069041"
"Good","2009","indirect migration background","Urban Area","317","0.455396126585021","0.416477473874205","0.494314779295837"
"Good","2009","indirect migration background","Rural Area","66","0.514465474269534","0.427542534367077","0.601388414171991"
"Satisfactory","2009","no migration background","Urban Area","3426","0.359151037017975","0.349760747361885","0.368541326674065"
"Satisfactory","2009","no migration background","Rural Area","2163","0.376339216962847","0.363938348519701","0.388740085405993"
"Satisfactory","2009","direct migration background","Urban Area","435","0.328151307440844","0.303159880496567","0.353142734385121"
"Satisfactory","2009","direct migration background","Rural Area","114","0.2978158993699","0.247554570523989","0.348077228215812"
"Satisfactory","2009","indirect migration background","Urban Area","135","0.262114443767872","0.227745771908382","0.296483115627363"
"Satisfactory","2009","indirect migration background","Rural Area","27","","",""
"Poor","2009","no migration background","Urban Area","1393","0.14791645696434","0.140967623234088","0.154865290694593"
"Poor","2009","no migration background","Rural Area","829","0.139936929092845","0.131056796228629","0.148817061957062"
"Poor","2009","direct migration background","Urban Area","245","0.191377034184196","0.170438986138061","0.212315082230331"
"Poor","2009","direct migration background","Rural Area","52","0.177812779495656","0.135788393439085","0.219837165552227"
"Poor","2009","indirect migration background","Urban Area","46","0.0658130449657278","0.0464356380234385","0.0851904519080172"
"Poor","2009","indirect migration background","Rural Area","13","","",""
"Bad ","2009","no migration background","Urban Area","386","0.043409897354829","0.0394213026847078","0.0473984920249501"
"Bad ","2009","no migration background","Rural Area","214","0.0395193460899257","0.0345323694980006","0.0445063226818507"
"Bad ","2009","direct migration background","Urban Area","74","0.0486369564426307","0.0371877712602732","0.0600861416249882"
"Bad ","2009","direct migration background","Rural Area","19","","",""
"Bad ","2009","indirect migration background","Urban Area","5","","",""
"Bad ","2009","indirect migration background","Rural Area","2","","",""
"Very good","2010","no migration background","Urban Area","1529","0.094462267772043","0.0893822505930898","0.0995422849509961"
"Very good","2010","no migration background","Rural Area","776","0.0839626429149926","0.0776994963020173","0.0902257895279679"
"Very good","2010","direct migration background","Urban Area","321","0.110500087143364","0.0976846663559001","0.123315507930828"
"Very good","2010","direct migration background","Rural Area","94","0.10596762402758","0.0817201787367917","0.130215069318369"
"Very good","2010","indirect migration background","Urban Area","225","0.233764754556281","0.207715236555913","0.25981427255665"
"Very good","2010","indirect migration background","Rural Area","40","0.120534923042784","0.076810505184043","0.164259340901526"
"Good","2010","no migration background","Urban Area","5113","0.365900415493187","0.357533932990789","0.374266897995585"
"Good","2010","no migration background","Rural Area","3100","0.37022701026397","0.35932217773053","0.38113184279741"
"Good","2010","direct migration background","Urban Area","950","0.3819166676987","0.362056339197851","0.401776996199548"
"Good","2010","direct migration background","Rural Area","247","0.358272220667968","0.320498935782365","0.396045505553572"
"Good","2010","indirect migration background","Urban Area","459","0.395243735644152","0.365151683960778","0.425335787327525"
"Good","2010","indirect migration background","Rural Area","92","0.401954966090738","0.336111310763805","0.467798621417671"
"Satisfactory","2010","no migration background","Urban Area","3910","0.337296375999357","0.329084389404318","0.345508362594396"
"Satisfactory","2010","no migration background","Rural Area","2461","0.359199101061662","0.348364270799667","0.370033931323656"
"Satisfactory","2010","direct migration background","Urban Area","640","0.293732482643725","0.275114217548119","0.312350747739331"
"Satisfactory","2010","direct migration background","Rural Area","172","0.289630631001464","0.253897824716767","0.325363437286162"
"Satisfactory","2010","indirect migration background","Urban Area","236","0.266016589085057","0.238819238723321","0.293213939446793"
"Satisfactory","2010","indirect migration background","Rural Area","59","0.313980205684708","0.251652986942329","0.376307424427086"
"Poor","2010","no migration background","Urban Area","1745","0.158773405354111","0.152425534269764","0.165121276438458"
"Poor","2010","no migration background","Rural Area","928","0.142815890048921","0.134914231539262","0.150717548558579"
"Poor","2010","direct migration background","Urban Area","285","0.150397738479684","0.135785825127886","0.165009651831482"
"Poor","2010","direct migration background","Rural Area","85","0.199409776315875","0.167933660769052","0.230885891862697"
"Poor","2010","indirect migration background","Urban Area","83","0.0844560018219463","0.0673407228455066","0.101571280798386"
"Poor","2010","indirect migration background","Rural Area","19","","",""
"Bad ","2010","no migration background","Urban Area","436","0.0435675353813021","0.040021922044308","0.0471131487182963"
"Bad ","2010","no migration background","Rural Area","267","0.0437953557104552","0.0391738617613454","0.0484168496595651"
"Bad ","2010","direct migration background","Urban Area","103","0.0634530240345269","0.0534882019153821","0.0734178461536718"
"Bad ","2010","direct migration background","Rural Area","21","","",""
"Bad ","2010","indirect migration background","Urban Area","11","","",""
"Bad ","2010","indirect migration background","Rural Area","3","","",""
"Very good","2011","no migration background","Urban Area","1719","0.105844637083359","0.100937974892103","0.110751299274615"
"Very good","2011","no migration background","Rural Area","874","0.082570567932584","0.0769470776794162","0.0881940581857518"
"Very good","2011","direct migration background","Urban Area","332","0.119464360051249","0.106717510841165","0.132211209261332"
"Very good","2011","direct migration background","Rural Area","111","0.101377489305198","0.080276820034159","0.122478158576238"
"Very good","2011","indirect migration background","Urban Area","226","0.202688864507505","0.179383610781474","0.225994118233535"
"Very good","2011","indirect migration background","Rural Area","52","0.154694112010242","0.111237975587418","0.198150248433065"
"Good","2011","no migration background","Urban Area","6094","0.374475323009505","0.366756002686205","0.382194643332805"
"Good","2011","no migration background","Rural Area","3768","0.369158441536971","0.359298518466616","0.379018364607325"
"Good","2011","direct migration background","Urban Area","1014","0.3837646260789","0.364652192856207","0.402877059301593"
"Good","2011","direct migration background","Rural Area","280","0.354560104295935","0.321116763502036","0.388003445089834"
"Good","2011","indirect migration background","Urban Area","556","0.486723238849996","0.457747013007184","0.515699464692809"
"Good","2011","indirect migration background","Rural Area","114","0.379217229089861","0.320910170854864","0.437524287324859"
"Satisfactory","2011","no migration background","Urban Area","4666","0.319511426469464","0.31207440812273","0.326948444816197"
"Satisfactory","2011","no migration background","Rural Area","3003","0.359276147116606","0.349473201010479","0.369079093222733"
"Satisfactory","2011","direct migration background","Urban Area","685","0.283184786825452","0.265477632815152","0.300891940835752"
"Satisfactory","2011","direct migration background","Rural Area","237","0.331776810655965","0.298859783676072","0.364693837635857"
"Satisfactory","2011","indirect migration background","Urban Area","245","0.214273498847649","0.190486212141634","0.238060785553664"
"Satisfactory","2011","indirect migration background","Rural Area","71","0.342951391949012","0.285905771578599","0.399997012319424"
"Poor","2011","no migration background","Urban Area","2066","0.154984038234366","0.149212106581932","0.1607559698868"
"Poor","2011","no migration background","Rural Area","1221","0.148208110865052","0.140948560668915","0.155467661061189"
"Poor","2011","direct migration background","Urban Area","350","0.17103596658179","0.156237327939358","0.185834605224222"
"Poor","2011","direct migration background","Rural Area","124","0.159193448561175","0.133616574978965","0.184770322143384"
"Poor","2011","indirect migration background","Urban Area","97","0.0824578256032054","0.0665117458167083","0.0984039053897025"
"Poor","2011","indirect migration background","Rural Area","24","","",""
"Bad ","2011","no migration background","Urban Area","556","0.0451845752033058","0.0418717383237297","0.048497412082882"
"Bad ","2011","no migration background","Rural Area","336","0.0407867325487874","0.0367454052669171","0.0448280598306578"
"Bad ","2011","direct migration background","Urban Area","106","0.0425502604626091","0.0346175920237522","0.0504829289014659"
"Bad ","2011","direct migration background","Rural Area","34","0.0530921471817272","0.0374172095342926","0.0687670848291617"
"Bad ","2011","indirect migration background","Urban Area","19","","",""
"Bad ","2011","indirect migration background","Rural Area","5","","",""
"Very good","2012","no migration background","Urban Area","1555","0.0999600765882013","0.095110789220754","0.104809363955649"
"Very good","2012","no migration background","Rural Area","871","0.0879138433082157","0.082099034122192","0.0937286524942394"
"Very good","2012","direct migration background","Urban Area","276","0.0999426695347739","0.0876666767895729","0.112218662279975"
"Very good","2012","direct migration background","Rural Area","93","0.13207373154242","0.108267688077006","0.155879775007835"
"Very good","2012","indirect migration background","Urban Area","230","0.240074285698403","0.214969640363649","0.265178931033157"
"Very good","2012","indirect migration background","Rural Area","49","0.191085943220547","0.143388686811395","0.238783199629699"
"Good","2012","no migration background","Urban Area","6062","0.379168303064014","0.371324319095571","0.387012287032456"
"Good","2012","no migration background","Rural Area","3749","0.376300624855281","0.366352435874598","0.386248813835965"
"Good","2012","direct migration background","Urban Area","938","0.396095642826832","0.376077205269065","0.4161140803846"
"Good","2012","direct migration background","Rural Area","311","0.372493549006443","0.33849925258789","0.406487845424995"
"Good","2012","indirect migration background","Urban Area","523","0.459696686371318","0.430404607183399","0.488988765559238"
"Good","2012","indirect migration background","Rural Area","104","0.372111011884719","0.313469449626177","0.430752574143261"
"Satisfactory","2012","no migration background","Urban Area","4669","0.338203721532377","0.330555066122935","0.34585237694182"
"Satisfactory","2012","no migration background","Rural Area","3012","0.352735481441805","0.342923552903161","0.362547409980449"
"Satisfactory","2012","direct migration background","Urban Area","661","0.303203711105643","0.284390356802278","0.322017065409007"
"Satisfactory","2012","direct migration background","Rural Area","216","0.292029085777083","0.260057929456519","0.324000242097646"
"Satisfactory","2012","indirect migration background","Urban Area","241","0.209622288741927","0.185698400282169","0.233546177201685"
"Satisfactory","2012","indirect migration background","Rural Area","74","0.232848168585352","0.181573257770224","0.28412307940048"
"Poor","2012","no migration background","Urban Area","1923","0.144055394683632","0.138378362754582","0.149732426612682"
"Poor","2012","no migration background","Rural Area","1154","0.140956443216183","0.133810838941422","0.148102047490944"
"Poor","2012","direct migration background","Urban Area","319","0.15826366568968","0.143324556170585","0.173202775208775"
"Poor","2012","direct migration background","Rural Area","128","0.176190027800553","0.149401936771357","0.202978118829749"
"Poor","2012","indirect migration background","Urban Area","99","0.0770060099803664","0.0613364267830387","0.0926755931776941"
"Poor","2012","indirect migration background","Rural Area","29","","",""
"Bad ","2012","no migration background","Urban Area","488","0.0386125041317756","0.0354975836639549","0.0417274245995963"
"Bad ","2012","no migration background","Rural Area","324","0.0420936071785148","0.0379701782801077","0.0462170360769219"
"Bad ","2012","direct migration background","Urban Area","99","0.0424943108430712","0.0342380740472302","0.0507505476389123"
"Bad ","2012","direct migration background","Rural Area","29","","",""
"Bad ","2012","indirect migration background","Urban Area","19","","",""
"Bad ","2012","indirect migration background","Rural Area","5","","",""
"Very good","2013","no migration background","Urban Area","1474","0.0948611551131809","0.0900106007179763","0.0997117095083855"
"Very good","2013","no migration background","Rural Area","831","0.0874032845270566","0.0814398209206222","0.0933667481334911"
"Very good","2013","direct migration background","Urban Area","875","0.158406583593596","0.1481487607028","0.168664406484393"
"Very good","2013","direct migration background","Rural Area","262","0.152191428310923","0.134349253802014","0.170033602819832"
"Very good","2013","indirect migration background","Urban Area","456","0.251970358910642","0.23220318822453","0.271737529596754"
"Very good","2013","indirect migration background","Rural Area","108","0.250300785719185","0.206860662961347","0.293740908477024"
"Good","2013","no migration background","Urban Area","5549","0.36663268799579","0.358655809306078","0.374609566685502"
"Good","2013","no migration background","Rural Area","3446","0.369239326327555","0.359049154081582","0.379429498573528"
"Good","2013","direct migration background","Urban Area","1956","0.367177815216657","0.353635388863578","0.380720241569736"
"Good","2013","direct migration background","Rural Area","598","0.360254466464667","0.336408655162655","0.38410027776668"
"Good","2013","indirect migration background","Urban Area","811","0.436062050701993","0.413483285458168","0.458640815945818"
