"m11126","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Bad ","2016","Single parent ","indirect migration background","8","","","","5"
"Bad ","2016","Couple + C. LE 16 ","no migration background","45","0.0140358476775116","0.0102089692628281","0.017862726092195","5"
"Bad ","2016","Couple + C. LE 16 ","direct migration background","99","0.0270111410654318","0.0217366567384994","0.0322856253923642","5"
"Bad ","2016","Couple + C. LE 16 ","indirect migration background","6","","","","5"
"Bad ","2016","Couple + C. GT 16 ","no migration background","51","0.0234881079268694","0.0170924087750858","0.0298838070786529","5"
"Bad ","2016","Couple + C. GT 16 ","direct migration background","22","","","","5"
"Bad ","2016","Couple + C. GT 16 ","indirect migration background","4","","","","5"
"Bad ","2016","Couple + C. LE and GT 16","no migration background","29","","","","5"
"Bad ","2016","Couple + C. LE and GT 16","direct migration background","46","0.0475782572232246","0.0341751615357701","0.0609813529106791","5"
"Bad ","2016","Couple + C. LE and GT 16","indirect migration background","5","","","","5"
"Good","2016","1-pers.-HH","no migration background","880","0.309729375489362","0.292774528877665","0.32668422210106","2"
"Good","2016","1-pers.-HH","direct migration background","464","0.359824895516904","0.335364752133035","0.384285038900773","2"
"Good","2016","1-pers.-HH","indirect migration background","56","0.327973666567876","0.255679506406685","0.400267826729067","2"
"Good","2016","(Married) couple without C. ","no migration background","2102","0.343414359740474","0.331569778961165","0.355258940519783","2"
"Good","2016","(Married) couple without C. ","indirect migration background","91","0.529266045340736","0.457533474107816","0.600998616573656","2"
"Good","2016","Single parent ","no migration background","668","0.385597715540864","0.362896642896794","0.408298788184933","2"
"Good","2016","Single parent ","direct migration background","222","0.421763369853489","0.384229400280127","0.45929733942685","2"
"Good","2016","Single parent ","indirect migration background","107","0.518663765452657","0.455841703515963","0.581485827389351","2"
"Good","2016","Couple + C. GT 16 ","direct migration background","206","0.371623724169369","0.332262335242407","0.410985113096331","2"
"Good","2016","Couple + C. LE 16 ","no migration background","1790","0.503622518695346","0.487357544284495","0.519887493106197","2"
"Good","2016","Couple + C. LE 16 ","indirect migration background","211","0.428087402796725","0.383401689697033","0.472773115896417","2"
"Good","2016","Couple + C. GT 16 ","no migration background","925","0.437829631510581","0.41687829211843","0.458780970902733","2"
"Good","2016","(Married) couple without C. ","direct migration background","407","0.352687873210641","0.325471868275818","0.379903878145465","2"
"Good","2016","Couple + C. LE 16 ","direct migration background","1506","0.468300241986757","0.452065326606033","0.484535157367481","2"
"Good","2016","Couple + C. GT 16 ","indirect migration background","109","0.536943122895116","0.472780012321796","0.601106233468436","2"
"Good","2016","Couple + C. LE and GT 16","no migration background","702","0.51303321522925","0.487420929417515","0.538645501040985","2"
"Good","2016","Couple + C. LE and GT 16","direct migration background","364","0.387249916285572","0.356579225440886","0.417920607130258","2"
"Good","2016","Couple + C. LE and GT 16","indirect migration background","124","0.413036207432851","0.357411907075232","0.468660507790471","2"
"Poor","2016","1-pers.-HH","no migration background","566","0.202307907999654","0.187577423082041","0.217038392917268","4"
"Poor","2016","(Married) couple without C. ","no migration background","1073","0.17922162904123","0.16965469146018","0.188788566622279","4"
"Poor","2016","(Married) couple without C. ","direct migration background","205","0.181162919392929","0.159224484280212","0.203101354505647","4"
"Poor","2016","Single parent ","direct migration background","128","0.192496058435949","0.162530628415018","0.222461488456881","4"
"Poor","2016","Single parent ","indirect migration background","22","","","","4"
"Poor","2016","(Married) couple without C. ","indirect migration background","23","","","","4"
"Poor","2016","Couple + C. LE 16 ","no migration background","331","0.0919721525555865","0.0825711853463823","0.101373119764791","4"
"Poor","2016","Couple + C. GT 16 ","no migration background","239","0.110939535671017","0.0976767710393092","0.124202300302725","4"
"Poor","2016","Couple + C. GT 16 ","direct migration background","102","0.178967872466155","0.1477447435172","0.21019100141511","4"
"Poor","2016","Couple + C. LE and GT 16","direct migration background","107","0.114950818440741","0.0948679409599153","0.135033695921567","4"
"Poor","2016","1-pers.-HH","direct migration background","154","0.16912973673476","0.150025020193397","0.188234453276122","4"
"Poor","2016","1-pers.-HH","indirect migration background","22","","","","4"
"Poor","2016","Single parent ","no migration background","273","0.165095115593538","0.147779483305443","0.182410747881634","4"
"Poor","2016","Couple + C. LE 16 ","direct migration background","346","0.0862849710047608","0.0771495709659742","0.0954203710435474","4"
"Poor","2016","Couple + C. LE 16 ","indirect migration background","51","0.0861810355876765","0.0608371280760747","0.111524943099278","4"
"Poor","2016","Couple + C. LE and GT 16","no migration background","133","0.0781742977545962","0.0644186093767591","0.0919299861324332","4"
"Poor","2016","Couple + C. LE and GT 16","indirect migration background","25","","","","4"
"Poor","2016","Couple + C. GT 16 ","indirect migration background","14","","","","4"
"Satisfactory","2016","(Married) couple without C. ","indirect migration background","36","0.248880614979958","0.186744851391283","0.311016378568633","3"
"Satisfactory","2016","1-pers.-HH","no migration background","1037","0.351550797147542","0.334043262491535","0.369058331803549","3"
"Satisfactory","2016","1-pers.-HH","indirect migration background","51","0.363066050358042","0.289015105692252","0.437116995023833","3"
"Satisfactory","2016","(Married) couple without C. ","no migration background","2414","0.379983047354367","0.367875709229547","0.392090385479187","3"
"Satisfactory","2016","(Married) couple without C. ","direct migration background","339","0.298658306916716","0.27258930716513","0.324727306668302","3"
"Satisfactory","2016","Single parent ","no migration background","520","0.291240491416122","0.270050632353039","0.312430350479205","3"
"Satisfactory","2016","Single parent ","direct migration background","129","0.224113105204653","0.192419612434868","0.255806597974438","3"
"Satisfactory","2016","Single parent ","indirect migration background","55","0.188522686631029","0.13934535550714","0.237700017754918","3"
"Satisfactory","2016","Couple + C. LE 16 ","no migration background","1064","0.281998312357056","0.26736034529285","0.296636279421262","3"
"Satisfactory","2016","Couple + C. LE 16 ","direct migration background","670","0.224053344062101","0.210487517668299","0.237619170455902","3"
"Satisfactory","2016","Couple + C. LE 16 ","indirect migration background","151","0.341727684929767","0.298894485541908","0.384560884317625","3"
"Satisfactory","2016","Couple + C. GT 16 ","no migration background","678","0.310426072950465","0.290887413961486","0.329964731939445","3"
"Satisfactory","2016","Couple + C. GT 16 ","direct migration background","162","0.293015292112386","0.25594218701716","0.330088397207613","3"
"Satisfactory","2016","Couple + C. GT 16 ","indirect migration background","54","0.171786057777232","0.123249460768","0.220322654786463","3"
"Satisfactory","2016","Couple + C. LE and GT 16","no migration background","377","0.238303887679133","0.216472448760277","0.260135326597989","3"
"Satisfactory","2016","1-pers.-HH","direct migration background","256","0.272833279847182","0.250133080386564","0.295533479307799","3"
"Satisfactory","2016","Couple + C. LE and GT 16","direct migration background","229","0.31121243522684","0.282061175800986","0.340363694652693","3"
"Satisfactory","2016","Couple + C. LE and GT 16","indirect migration background","57","0.144199342011576","0.10451375664364","0.183884927379512","3"
"Very good","2016","1-pers.-HH","no migration background","192","0.0709517159947351","0.0615372960813855","0.0803661359080846","1"
"Very good","2016","1-pers.-HH","direct migration background","551","0.162867391440658","0.144049186067831","0.181685596813484","1"
"Very good","2016","1-pers.-HH","indirect migration background","28","","","","1"
"Very good","2016","(Married) couple without C. ","no migration background","319","0.0538322006042155","0.048202699259952","0.059461701948479","1"
"Very good","2016","Single parent ","no migration background","230","0.124773589696553","0.109361047330837","0.140186132062269","1"
"Very good","2016","Single parent ","direct migration background","142","0.103556965463839","0.0803996466481138","0.126714284279563","1"
"Very good","2016","Single parent ","indirect migration background","51","0.18465137543809","0.135865635184555","0.233437115691624","1"
"Very good","2016","Couple + C. LE 16 ","no migration background","400","0.1083711687145","0.0982590139313129","0.118483323497687","1"
"Very good","2016","Couple + C. LE 16 ","direct migration background","1008","0.19435030188095","0.181476099229073","0.207224504532827","1"
"Very good","2016","Couple + C. LE 16 ","indirect migration background","52","0.138777412361203","0.107555842511263","0.169998982211144","1"
"Very good","2016","Couple + C. GT 16 ","direct migration background","87","0.109562422194089","0.0841210013806816","0.135003843007496","1"
"Very good","2016","Couple + C. GT 16 ","indirect migration background","51","0.19381118117303","0.142947018675933","0.244675343670127","1"
"Very good","2016","(Married) couple without C. ","direct migration background","165","0.107491567783704","0.0898488453175336","0.125134290249874","1"
"Very good","2016","(Married) couple without C. ","indirect migration background","34","0.154178564894201","0.102281480234291","0.206075649554111","1"
"Very good","2016","Couple + C. GT 16 ","no migration background","261","0.117316651941067","0.103727024882447","0.130906278999687","1"
"Very good","2016","Couple + C. LE and GT 16","no migration background","222","0.150898851346389","0.132556770257104","0.169240932435673","1"
"Very good","2016","Couple + C. LE and GT 16","direct migration background","223","0.139008572823623","0.11722613874482","0.160791006902425","1"
"Very good","2016","Couple + C. LE and GT 16","indirect migration background","90","0.387734027087922","0.332691056625294","0.442776997550549","1"
"Bad ","2017","1-pers.-HH","no migration background","175","0.0524480195246195","0.044845459236222","0.060050579813017","5"
"Bad ","2017","1-pers.-HH","direct migration background","60","0.0637788804976549","0.0517452086246437","0.0758125523706661","5"
"Bad ","2017","1-pers.-HH","indirect migration background","7","","","","5"
"Bad ","2017","(Married) couple without C. ","no migration background","284","0.0459396849223782","0.0410353401542726","0.0508440296904838","5"
"Bad ","2017","(Married) couple without C. ","direct migration background","58","0.0320536337927934","0.0221533969145822","0.0419538706710045","5"
"Bad ","2017","(Married) couple without C. ","indirect migration background","4","","","","5"
"Bad ","2017","Single parent ","no migration background","67","0.0363685890715641","0.0278171363855192","0.0449200417576091","5"
"Bad ","2017","Single parent ","direct migration background","27","","","","5"
"Bad ","2017","Single parent ","indirect migration background","6","","","","5"
"Bad ","2017","Couple + C. LE 16 ","no migration background","47","0.0109827782502317","0.00770087089408716","0.0142646856063763","5"
"Bad ","2017","Couple + C. LE 16 ","direct migration background","68","0.0112695862607164","0.00795157469389767","0.0145875978275351","5"
"Bad ","2017","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Bad ","2017","Couple + C. GT 16 ","no migration background","59","0.0233168623697601","0.0174813641840902","0.02915236055543","5"
"Bad ","2017","Couple + C. GT 16 ","direct migration background","28","","","","5"
"Bad ","2017","Couple + C. GT 16 ","indirect migration background","5","","","","5"
"Bad ","2017","Couple + C. LE and GT 16","no migration background","34","0.0203315803832309","0.0135728393176132","0.0270903214488487","5"
"Bad ","2017","Couple + C. LE and GT 16","direct migration background","47","0.0259076722663577","0.0169307071824308","0.0348846373502846","5"
"Bad ","2017","Couple + C. LE and GT 16","indirect migration background","4","","","","5"
"Good","2017","1-pers.-HH","direct migration background","492","0.318020866428259","0.295086652775987","0.34095508008053","2"
"Good","2017","(Married) couple without C. ","no migration background","2520","0.343558324244493","0.332433391820863","0.354683256668122","2"
"Good","2017","(Married) couple without C. ","direct migration background","446","0.366142163598227","0.339065066192976","0.393219261003478","2"
"Good","2017","(Married) couple without C. ","indirect migration background","114","0.489698696223688","0.426189381693859","0.553208010753517","2"
"Good","2017","Single parent ","no migration background","690","0.359755479576042","0.33783258776349","0.381678371388594","2"
"Good","2017","Single parent ","direct migration background","244","0.327510079944269","0.292941090241672","0.362079069646867","2"
"Good","2017","Single parent ","indirect migration background","104","0.460869776281874","0.398325275346277","0.52341427721747","2"
"Good","2017","Couple + C. LE 16 ","no migration background","1869","0.497209048743012","0.481464452744072","0.512953644741951","2"
"Good","2017","Couple + C. LE 16 ","indirect migration background","207","0.430176914192059","0.385977334249972","0.474376494134145","2"
"Good","2017","Couple + C. GT 16 ","no migration background","1075","0.409790782513535","0.3907734269923","0.428808138034771","2"
"Good","2017","1-pers.-HH","no migration background","1064","0.313154763066822","0.297338540766031","0.328970985367614","2"
"Good","2017","1-pers.-HH","indirect migration background","69","0.432150451193955","0.35978255184494","0.504518350542971","2"
"Good","2017","Couple + C. LE 16 ","direct migration background","1641","0.472558163930676","0.456865383964584","0.488250943896768","2"
"Good","2017","Couple + C. LE and GT 16","indirect migration background","124","0.367979255807752","0.313945555133819","0.422012956481685","2"
"Good","2017","Couple + C. LE and GT 16","no migration background","759","0.504004364315419","0.480060361138397","0.52794836749244","2"
"Good","2017","Couple + C. GT 16 ","direct migration background","253","0.389145461767995","0.35189256648632","0.426398357049671","2"
"Good","2017","Couple + C. GT 16 ","indirect migration background","118","0.462875508604794","0.403289879377574","0.522461137832014","2"
"Good","2017","Couple + C. LE and GT 16","direct migration background","453","0.409511199508555","0.381723409925428","0.437298989091682","2"
"Poor","2017","1-pers.-HH","no migration background","639","0.207787013333364","0.193950585468649","0.221623441198078","4"
"Poor","2017","(Married) couple without C. ","no migration background","1122","0.165287516352235","0.156586148031622","0.173988884672848","4"
"Poor","2017","(Married) couple without C. ","direct migration background","201","0.185229585718808","0.1633945399513","0.207064631486315","4"
"Poor","2017","Single parent ","direct migration background","104","0.144899814838191","0.118971524709089","0.170828104967293","4"
"Poor","2017","Single parent ","indirect migration background","27","","","","4"
"Poor","2017","Couple + C. LE 16 ","no migration background","346","0.0935240082284707","0.0843553033980422","0.102692713058899","4"
"Poor","2017","Couple + C. LE 16 ","indirect migration background","54","0.096992821815731","0.070572386411171","0.123413257220291","4"
"Poor","2017","Couple + C. GT 16 ","no migration background","301","0.117573870200334","0.105118385694921","0.130029354705748","4"
"Poor","2017","1-pers.-HH","direct migration background","158","0.159244317685948","0.141225039910728","0.177263595461169","4"
"Poor","2017","1-pers.-HH","indirect migration background","26","","","","4"
"Poor","2017","(Married) couple without C. ","indirect migration background","19","","","","4"
"Poor","2017","Single parent ","no migration background","269","0.15472148365768","0.138202001738116","0.171240965577243","4"
"Poor","2017","Couple + C. LE 16 ","direct migration background","324","0.100690706423898","0.0912319466110193","0.110149466236777","4"
"Poor","2017","Couple + C. GT 16 ","direct migration background","108","0.164179831332405","0.135875593156074","0.192484069508737","4"
"Poor","2017","Couple + C. LE and GT 16","no migration background","149","0.0637025880866836","0.0520068903645055","0.0753982858088617","4"
"Poor","2017","Couple + C. GT 16 ","indirect migration background","19","","","","4"
"Poor","2017","Couple + C. LE and GT 16","indirect migration background","18","","","","4"
"Poor","2017","Couple + C. LE and GT 16","direct migration background","156","0.141116099869413","0.121443090860613","0.160789108878212","4"
"Satisfactory","2017","1-pers.-HH","indirect migration background","49","0.286656078632333","0.220595572213354","0.352716585051311","3"
"Satisfactory","2017","(Married) couple without C. ","no migration background","2651","0.378538037770134","0.367175872285963","0.389900203254305","3"
"Satisfactory","2017","(Married) couple without C. ","direct migration background","358","0.336260645660817","0.309707369694294","0.36281392162734","3"
"Satisfactory","2017","(Married) couple without C. ","indirect migration background","60","0.240865992421121","0.186540136241484","0.295191848600757","3"
"Satisfactory","2017","Single parent ","no migration background","567","0.318126929093177","0.296851752039318","0.339402106147037","3"
"Satisfactory","2017","Single parent ","direct migration background","174","0.323631216809425","0.289168584789462","0.358093848829388","3"
"Satisfactory","2017","Single parent ","indirect migration background","59","0.23338573434641","0.180312105948459","0.286459362744361","3"
"Satisfactory","2017","Couple + C. LE 16 ","no migration background","1143","0.282279323654107","0.268105548280098","0.296453099028116","3"
"Satisfactory","2017","Couple + C. LE 16 ","indirect migration background","166","0.326037982539391","0.284189821208012","0.36788614387077","3"
"Satisfactory","2017","Couple + C. GT 16 ","no migration background","795","0.32055453470609","0.302507979948552","0.338601089463627","3"
"Satisfactory","2017","Couple + C. GT 16 ","indirect migration background","43","0.138837688005951","0.0975169428231379","0.180158433188764","3"
"Satisfactory","2017","1-pers.-HH","no migration background","1169","0.356012653979661","0.339683443448276","0.372341864511046","3"
"Satisfactory","2017","1-pers.-HH","direct migration background","246","0.25413129777455","0.232691002039158","0.275571593509943","3"
"Satisfactory","2017","Couple + C. LE 16 ","direct migration background","738","0.219192451981697","0.206188667538188","0.232196236425207","3"
"Satisfactory","2017","Couple + C. GT 16 ","direct migration background","192","0.337412132780062","0.30128468921295","0.373539576347174","3"
"Satisfactory","2017","Couple + C. LE and GT 16","no migration background","436","0.242310478036039","0.221790711122787","0.262830244949291","3"
"Satisfactory","2017","Couple + C. LE and GT 16","direct migration background","266","0.310027619225867","0.283892088522025","0.336163149929709","3"
"Satisfactory","2017","Couple + C. LE and GT 16","indirect migration background","63","0.197652235068746","0.153033262441361","0.24227120769613","3"
"Very good","2017","1-pers.-HH","no migration background","256","0.0705975500955334","0.0618619946259065","0.0793331055651604","1"
"Very good","2017","1-pers.-HH","direct migration background","628","0.204824637613588","0.184950281941223","0.224698993285953","1"
"Very good","2017","1-pers.-HH","indirect migration background","29","","","","1"
"Very good","2017","(Married) couple without C. ","no migration background","423","0.06667643671076","0.060832555526244","0.072520317895276","1"
"Very good","2017","(Married) couple without C. ","direct migration background","153","0.0803139712293553","0.0650384285334248","0.0955895139252857","1"
"Very good","2017","(Married) couple without C. ","indirect migration background","41","0.207148618524548","0.155661744272209","0.258635492776886","1"
"Very good","2017","Single parent ","no migration background","248","0.131027518601537","0.115613869541005","0.146441167662069","1"
"Very good","2017","Single parent ","direct migration background","159","0.154852768347929","0.128205227557073","0.181500309138784","1"
"Very good","2017","Couple + C. LE 16 ","no migration background","469","0.116004841124179","0.105920877207883","0.126088805040475","1"
"Very good","2017","Couple + C. LE 16 ","direct migration background","1117","0.196289091403012","0.183804251525726","0.208773931280298","1"
"Very good","2017","Couple + C. LE 16 ","indirect migration background","54","0.145179923835265","0.113730317710623","0.176629529959908","1"
"Very good","2017","Couple + C. GT 16 ","indirect migration background","84","0.279152974677344","0.225546822318787","0.332759127035902","1"
"Very good","2017","Couple + C. LE and GT 16","no migration background","297","0.169650989178628","0.151676803665908","0.187625174691349","1"
"Very good","2017","Single parent ","indirect migration background","48","0.175893833796984","0.128122203005553","0.223665464588415","1"
"Very good","2017","Couple + C. GT 16 ","no migration background","339","0.12876395021028","0.115812121169939","0.141715779250622","1"
"Very good","2017","Couple + C. GT 16 ","direct migration background","77","0.0631313969881531","0.0445491945767703","0.0817135993995358","1"
"Very good","2017","Couple + C. LE and GT 16","indirect migration background","97","0.39334123221337","0.33860884962537","0.448073614801369","1"
"Very good","2017","Couple + C. LE and GT 16","direct migration background","281","0.113437409129807","0.0955169914499762","0.131357826809638","1"
"Bad ","2018","1-pers.-HH","no migration background","177","0.0522150918376205","0.0447691906920434","0.0596609929831976","5"
"Bad ","2018","1-pers.-HH","direct migration background","51","0.0625130157978364","0.0492767836344646","0.0757492479612082","5"
"Bad ","2018","1-pers.-HH","indirect migration background","9","","","","5"
"Bad ","2018","(Married) couple without C. ","no migration background","281","0.0430436170086668","0.0382158573908872","0.0478713766264463","5"
"Bad ","2018","(Married) couple without C. ","direct migration background","52","0.0467654648748874","0.0345784890568405","0.0589524406929343","5"
"Bad ","2018","(Married) couple without C. ","indirect migration background","10","","","","5"
"Bad ","2018","Single parent ","no migration background","66","0.0425638748880256","0.0332094217294604","0.0519183280465908","5"
"Bad ","2018","Single parent ","direct migration background","30","0.0406017155165161","0.025778371224376","0.0554250598086561","5"
"Bad ","2018","Single parent ","indirect migration background","7","","","","5"
"Bad ","2018","Couple + C. LE 16 ","no migration background","38","0.00827606196101384","0.00531295278542512","0.0112391711366026","5"
"Bad ","2018","Couple + C. LE 16 ","direct migration background","55","0.0140242166022278","0.00997521437678749","0.0180732188276681","5"
"Bad ","2018","Couple + C. LE 16 ","indirect migration background","6","","","","5"
"Bad ","2018","Couple + C. GT 16 ","no migration background","50","0.0212637187310985","0.0155029274005325","0.0270245100616644","5"
"Bad ","2018","Couple + C. GT 16 ","direct migration background","29","","","","5"
"Bad ","2018","Couple + C. GT 16 ","indirect migration background","11","","","","5"
"Bad ","2018","Couple + C. LE and GT 16","no migration background","23","","","","5"
"Bad ","2018","Couple + C. LE and GT 16","direct migration background","48","0.0248540141324479","0.0160785917409654","0.0336294365239305","5"
"Bad ","2018","Couple + C. LE and GT 16","indirect migration background","4","","","","5"
"Good","2018","1-pers.-HH","direct migration background","392","0.346083698732828","0.320073229864064","0.372094167601592","2"
"Good","2018","(Married) couple without C. ","no migration background","2400","0.343154282408699","0.331860963697962","0.354447601119436","2"
"Good","2018","(Married) couple without C. ","direct migration background","371","0.325453054082724","0.298408258498748","0.352497849666699","2"
"Good","2018","(Married) couple without C. ","indirect migration background","99","0.425752893289071","0.361288175866788","0.490217610711354","2"
"Good","2018","Single parent ","no migration background","684","0.364607857235962","0.34230416044268","0.386911554029243","2"
"Good","2018","1-pers.-HH","no migration background","1122","0.319729804237234","0.304120029663674","0.335339578810793","2"
"Good","2018","1-pers.-HH","indirect migration background","80","0.383625702306566","0.318475268331429","0.448776136281703","2"
"Good","2018","Single parent ","direct migration background","213","0.336732294254957","0.301237771122828","0.372226817387087","2"
"Good","2018","Single parent ","indirect migration background","97","0.447030971925766","0.384647091097908","0.509414852753625","2"
"Good","2018","Couple + C. LE 16 ","no migration background","1803","0.504962597574897","0.488609915225202","0.521315279924591","2"
"Good","2018","Couple + C. LE 16 ","direct migration background","1264","0.446314940522178","0.429197938542154","0.463431942502202","2"
"Good","2018","Couple + C. LE 16 ","indirect migration background","203","0.465087910162474","0.418745691983457","0.511430128341491","2"
"Good","2018","Couple + C. GT 16 ","direct migration background","210","0.317248184801508","0.279726238702777","0.354770130900239","2"
"Good","2018","Couple + C. LE and GT 16","no migration background","691","0.448315276552115","0.423508993719336","0.473121559384893","2"
"Good","2018","Couple + C. LE and GT 16","indirect migration background","144","0.382162423137916","0.330813656099339","0.433511190176493","2"
"Good","2018","Couple + C. GT 16 ","no migration background","1043","0.443612789105905","0.423773765715705","0.463451812496105","2"
"Good","2018","Couple + C. LE and GT 16","direct migration background","418","0.481644569080635","0.453479416976694","0.509809721184576","2"
"Good","2018","Couple + C. GT 16 ","indirect migration background","95","0.435098353036388","0.372635682498859","0.497561023573917","2"
"Poor","2018","1-pers.-HH","no migration background","627","0.191666078356605","0.178491631829692","0.204840524883519","4"
"Poor","2018","1-pers.-HH","indirect migration background","25","","","","4"
"Poor","2018","(Married) couple without C. ","no migration background","1087","0.159741864664116","0.151026994435716","0.168456734892515","4"
"Poor","2018","Single parent ","no migration background","255","0.15951232545775","0.142545299725663","0.176479351189836","4"
"Poor","2018","Single parent ","direct migration background","81","0.124228084910848","0.099455008792527","0.14900116102917","4"
"Poor","2018","1-pers.-HH","direct migration background","143","0.158925219751883","0.138935337181246","0.17891510232252","4"
"Poor","2018","(Married) couple without C. ","direct migration background","202","0.178387980678529","0.156290150891071","0.200485810465988","4"
"Poor","2018","(Married) couple without C. ","indirect migration background","19","","","","4"
"Poor","2018","Single parent ","indirect migration background","23","","","","4"
"Poor","2018","Couple + C. LE 16 ","no migration background","355","0.0958940208301212","0.0862635876199897","0.105524454040253","4"
"Poor","2018","Couple + C. LE 16 ","direct migration background","242","0.0742506695941489","0.0652230660896929","0.0832782730986048","4"
"Poor","2018","Couple + C. LE 16 ","indirect migration background","42","0.095144182030436","0.0678827355566334","0.122405628504239","4"
"Poor","2018","Couple + C. GT 16 ","no migration background","263","0.110682892243175","0.0981544157048711","0.12321136878148","4"
"Poor","2018","Couple + C. LE and GT 16","no migration background","117","0.0847322853804448","0.0708416223902128","0.0986229483706768","4"
"Poor","2018","Couple + C. LE and GT 16","direct migration background","139","0.139248738796366","0.119733700421035","0.158763777171697","4"
"Poor","2018","Couple + C. GT 16 ","indirect migration background","13","","","","4"
"Poor","2018","Couple + C. LE and GT 16","indirect migration background","18","","","","4"
"Poor","2018","Couple + C. GT 16 ","direct migration background","90","0.18683638936291","0.155411478729053","0.218261299996767","4"
"Satisfactory","2018","1-pers.-HH","indirect migration background","61","0.284266696171835","0.223832909348281","0.344700482995389","3"
"Satisfactory","2018","(Married) couple without C. ","no migration background","2568","0.383966665272417","0.372397712336154","0.395535618208679","3"
"Satisfactory","2018","(Married) couple without C. ","indirect migration background","52","0.276285360740974","0.217986980670377","0.334583740811571","3"
"Satisfactory","2018","Single parent ","no migration background","543","0.311315948147214","0.289859708145279","0.33277218814915","3"
"Satisfactory","2018","Single parent ","direct migration background","168","0.276923576547391","0.243315272178511","0.310531880916272","3"
"Satisfactory","2018","Single parent ","indirect migration background","60","0.207994402266386","0.15706798467411","0.258920819858661","3"
"Satisfactory","2018","1-pers.-HH","no migration background","1227","0.367362513302191","0.351226760630031","0.383498265974352","3"
"Satisfactory","2018","1-pers.-HH","direct migration background","218","0.252607659196836","0.228850521991835","0.276364796401837","3"
"Satisfactory","2018","(Married) couple without C. ","direct migration background","379","0.357742788573406","0.330075068312827","0.385410508833984","3"
"Satisfactory","2018","Couple + C. LE 16 ","no migration background","997","0.270096301507899","0.255574098977159","0.284618504038638","3"
"Satisfactory","2018","Couple + C. LE 16 ","direct migration background","680","0.249605682977607","0.234703579023849","0.264507786931365","3"
"Satisfactory","2018","Couple + C. LE 16 ","indirect migration background","132","0.275032677076327","0.233544968439969","0.316520385712684","3"
"Satisfactory","2018","Couple + C. GT 16 ","no migration background","736","0.293326665567557","0.275145789110797","0.311507542024317","3"
"Satisfactory","2018","Couple + C. GT 16 ","direct migration background","180","0.377481431247246","0.338399294296991","0.416563568197501","3"
"Satisfactory","2018","Couple + C. LE and GT 16","direct migration background","279","0.219133125303001","0.19581586843993","0.242450382166072","3"
"Satisfactory","2018","Couple + C. LE and GT 16","no migration background","424","0.272550514426681","0.25034047310223","0.294760555751132","3"
"Satisfactory","2018","Couple + C. GT 16 ","indirect migration background","43","0.155868487987133","0.110167601351036","0.201569374623231","3"
"Satisfactory","2018","Couple + C. LE and GT 16","indirect migration background","66","0.213073739615633","0.169802348940113","0.256345130291153","3"
"Very good","2018","1-pers.-HH","no migration background","276","0.0690265122663489","0.0605417247617595","0.0775112997709384","1"
"Very good","2018","1-pers.-HH","direct migration background","481","0.179870406520617","0.158870487167614","0.200870325873619","1"
"Very good","2018","1-pers.-HH","indirect migration background","39","0.160688471809345","0.111485066732552","0.209891876886138","1"
"Very good","2018","(Married) couple without C. ","no migration background","453","0.0700935706461022","0.0640205619374795","0.0761665793547248","1"
"Very good","2018","(Married) couple without C. ","direct migration background","149","0.0916507117904541","0.0749963575251942","0.108305066055714","1"
"Very good","2018","(Married) couple without C. ","indirect migration background","46","0.211766593880057","0.158500602373983","0.265032585386131","1"
"Very good","2018","Single parent ","no migration background","241","0.121999994271049","0.106834028018801","0.137165960523297","1"
"Very good","2018","Single parent ","direct migration background","189","0.221514328770287","0.190325378438341","0.252703279102233","1"
"Very good","2018","Couple + C. LE 16 ","no migration background","398","0.12077101812607","0.110113090916205","0.131428945335935","1"
"Very good","2018","Couple + C. LE 16 ","direct migration background","999","0.215804490303839","0.201639443952211","0.229969536655466","1"
"Very good","2018","Couple + C. LE 16 ","indirect migration background","62","0.157866970844709","0.12399003872138","0.191743902968039","1"
"Very good","2018","Single parent ","indirect migration background","57","0.21165802977848","0.160404016550966","0.262912043005993","1"
"Very good","2018","Couple + C. GT 16 ","no migration background","317","0.131113934352264","0.11763562152395","0.144592247180579","1"
"Very good","2018","Couple + C. GT 16 ","direct migration background","82","0.0782005192528173","0.0565545319904043","0.0998465065152303","1"
"Very good","2018","Couple + C. GT 16 ","indirect migration background","80","0.344945598919324","0.285055587404097","0.404835610434552","1"
"Very good","2018","Couple + C. LE and GT 16","no migration background","289","0.175434223070528","0.156463046995453","0.194405399145603","1"
"Very good","2018","Couple + C. LE and GT 16","indirect migration background","112","0.350442658325815","0.300024601820009","0.400860714831621","1"
"Very good","2018","Couple + C. LE and GT 16","direct migration background","325","0.13511955268755","0.115849980203154","0.154389125171946","1"
"Bad ","2019","1-pers.-HH","no migration background","171","0.044687332227985","0.0379361085944981","0.0514385558614718","5"
"Bad ","2019","1-pers.-HH","direct migration background","33","0.0494348117604012","0.036762019068545","0.0621076044522574","5"
"Bad ","2019","1-pers.-HH","indirect migration background","7","","","","5"
"Bad ","2019","(Married) couple without C. ","no migration background","267","0.044103787451066","0.039404619666298","0.0488029552358339","5"
"Bad ","2019","(Married) couple without C. ","direct migration background","50","0.0355159375724409","0.0244003491722915","0.0466315259725903","5"
"Bad ","2019","(Married) couple without C. ","indirect migration background","9","","","","5"
