"m11126","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1993","Couple + C. LE and GT 16","Male","","","",""
"Satisfactory","1993","Couple + C. LE and GT 16","Female","","","",""
"Poor","1993","1-pers.-HH","Male","","","",""
"Poor","1993","1-pers.-HH","Female","","","",""
"Poor","1993","(Married) couple without C. ","Male","","","",""
"Poor","1993","(Married) couple without C. ","Female","","","",""
"Poor","1993","Single parent ","Male","","","",""
"Poor","1993","Single parent ","Female","","","",""
"Poor","1993","Couple + C. LE 16 ","Male","","","",""
"Poor","1993","Couple + C. LE 16 ","Female","","","",""
"Poor","1993","Couple + C. GT 16 ","Male","","","",""
"Poor","1993","Couple + C. GT 16 ","Female","","","",""
"Poor","1993","Couple + C. LE and GT 16","Male","","","",""
"Poor","1993","Couple + C. LE and GT 16","Female","","","",""
"Bad ","1993","1-pers.-HH","Male","","","",""
"Bad ","1993","1-pers.-HH","Female","","","",""
"Bad ","1993","(Married) couple without C. ","Male","","","",""
"Bad ","1993","(Married) couple without C. ","Female","","","",""
"Bad ","1993","Single parent ","Male","","","",""
"Bad ","1993","Single parent ","Female","","","",""
"Bad ","1993","Couple + C. LE 16 ","Male","","","",""
"Bad ","1993","Couple + C. LE 16 ","Female","","","",""
"Bad ","1993","Couple + C. GT 16 ","Male","","","",""
"Bad ","1993","Couple + C. GT 16 ","Female","","","",""
"Bad ","1993","Couple + C. LE and GT 16","Male","","","",""
"Bad ","1993","Couple + C. LE and GT 16","Female","","","",""
"Very good","1994","1-pers.-HH","Male","51","0.0846950570436156","0.0606249252728508","0.10876518881438"
"Very good","1994","1-pers.-HH","Female","53","0.0540395000052357","0.0392352555313431","0.0688437444791283"
"Very good","1994","(Married) couple without C. ","Male","144","0.0687729066301499","0.0567146533163736","0.0808311599439261"
"Very good","1994","(Married) couple without C. ","Female","118","0.0567471663584275","0.0457718390733881","0.0677224936434669"
"Very good","1994","Single parent ","Male","29","","",""
"Very good","1994","Single parent ","Female","44","0.086666033286189","0.059163396789892","0.114168669782486"
"Very good","1994","Couple + C. LE 16 ","Male","169","0.108340353498453","0.0925640973270465","0.12411660966986"
"Very good","1994","Couple + C. LE 16 ","Female","165","0.106115870186162","0.0906834812932452","0.121548259079078"
"Very good","1994","Couple + C. GT 16 ","Male","183","0.121246852279788","0.103905310300417","0.138588394259159"
"Very good","1994","Couple + C. GT 16 ","Female","111","0.082910710585201","0.0666005570116578","0.0992208641587442"
"Very good","1994","Couple + C. LE and GT 16","Male","100","0.14542209752842","0.11721466893324","0.1736295261236"
"Very good","1994","Couple + C. LE and GT 16","Female","81","0.144061622438409","0.115508380502053","0.172614864374765"
"Good","1994","1-pers.-HH","Male","228","0.398426520554905","0.356102687573831","0.440750353535978"
"Good","1994","1-pers.-HH","Female","223","0.217872867972221","0.190843596682806","0.244902139261635"
"Good","1994","(Married) couple without C. ","Male","592","0.3343889836453","0.311909613269047","0.356868354021552"
"Good","1994","(Married) couple without C. ","Female","567","0.322570003466984","0.300394395692337","0.344745611241631"
"Good","1994","Single parent ","Male","79","0.417423270928266","0.344979177045574","0.489867364810958"
"Good","1994","Single parent ","Female","145","0.360510812751466","0.313574300522211","0.407447324980721"
"Good","1994","Couple + C. LE 16 ","Male","760","0.502629389697604","0.477250462004799","0.528008317390409"
"Good","1994","Couple + C. LE 16 ","Female","738","0.472567582278754","0.44755158918264","0.497583575374868"
"Good","1994","Couple + C. GT 16 ","Male","577","0.416696061253708","0.390503607811564","0.442888514695853"
"Good","1994","Couple + C. GT 16 ","Female","435","0.387831474016708","0.359010812499696","0.41665213553372"
"Good","1994","Couple + C. LE and GT 16","Male","285","0.50314847885018","0.46314167473923","0.543155282961129"
"Good","1994","Couple + C. LE and GT 16","Female","257","0.450135009758636","0.409681197427913","0.490588822089359"
"Satisfactory","1994","1-pers.-HH","Male","164","0.343424635943705","0.302373559815133","0.384475712072277"
"Satisfactory","1994","1-pers.-HH","Female","311","0.349946572578115","0.318716752326346","0.381176392829884"
"Satisfactory","1994","(Married) couple without C. ","Male","606","0.364243725268165","0.341314505398617","0.387172945137713"
"Satisfactory","1994","(Married) couple without C. ","Female","617","0.373892832627545","0.35094037268281","0.396845292572279"
"Satisfactory","1994","Single parent ","Male","41","0.220433246275003","0.159535209402061","0.281331283147945"
"Satisfactory","1994","Single parent ","Female","139","0.361632489328212","0.314664261630118","0.408600717026306"
"Satisfactory","1994","Couple + C. LE 16 ","Male","414","0.291154502139877","0.268095165106394","0.314213839173361"
"Satisfactory","1994","Couple + C. LE 16 ","Female","438","0.300438505020107","0.277466805846447","0.323410204193768"
"Satisfactory","1994","Couple + C. GT 16 ","Male","406","0.310720024959878","0.286133254837039","0.335306795082716"
"Satisfactory","1994","Couple + C. GT 16 ","Female","364","0.363509291278036","0.335058083121005","0.391960499435066"
"Satisfactory","1994","Couple + C. LE and GT 16","Male","159","0.265355070104882","0.230026594067668","0.300683546142096"
"Satisfactory","1994","Couple + C. LE and GT 16","Female","165","0.27371560898741","0.23746100528091","0.309970212693911"
"Poor","1994","1-pers.-HH","Male","54","0.131895192346293","0.102642415713693","0.161147968978894"
"Poor","1994","1-pers.-HH","Female","219","0.26017858626467","0.231451385486408","0.288905787042932"
"Poor","1994","(Married) couple without C. ","Male","261","0.174199061870782","0.156126966760279","0.192271156981286"
"Poor","1994","(Married) couple without C. ","Female","328","0.195326774673113","0.176519667677104","0.214133881669122"
"Poor","1994","Single parent ","Male","18","","",""
"Poor","1994","Single parent ","Female","61","0.157532208462452","0.121920205701884","0.193144211223019"
"Poor","1994","Couple + C. LE 16 ","Male","132","0.0870979878311634","0.0727851611462605","0.101410814516066"
"Poor","1994","Couple + C. LE 16 ","Female","162","0.10426224925696","0.088949387582494","0.119575110931425"
"Poor","1994","Couple + C. GT 16 ","Male","151","0.121960087629289","0.104574674264551","0.139345500994027"
"Poor","1994","Couple + C. GT 16 ","Female","152","0.137198447260251","0.116847858507114","0.157549036013389"
"Poor","1994","Couple + C. LE and GT 16","Male","47","0.0778459527026972","0.0564075599383732","0.0992843454670213"
"Poor","1994","Couple + C. LE and GT 16","Female","69","0.113877921096851","0.0880477924717722","0.13970804972193"
"Bad ","1994","1-pers.-HH","Male","17","","",""
"Bad ","1994","1-pers.-HH","Female","90","0.117962473179759","0.0968417126609629","0.139083233698555"
"Bad ","1994","(Married) couple without C. ","Male","89","0.0583953225856034","0.0472222853473471","0.0695683598238597"
"Bad ","1994","(Married) couple without C. ","Female","77","0.051463222873931","0.0409821218327805","0.0619443239150814"
"Bad ","1994","Single parent ","Male","11","","",""
"Bad ","1994","Single parent ","Female","13","","",""
"Bad ","1994","Couple + C. LE 16 ","Male","16","","",""
"Bad ","1994","Couple + C. LE 16 ","Female","27","","",""
"Bad ","1994","Couple + C. GT 16 ","Male","44","0.0293769738773371","0.0204058293794275","0.0383481183752467"
"Bad ","1994","Couple + C. GT 16 ","Female","36","0.0285500768598038","0.0186995202549473","0.0384006334646604"
"Bad ","1994","Couple + C. LE and GT 16","Male","9","","",""
"Bad ","1994","Couple + C. LE and GT 16","Female","9","","",""
"Very good","1995","1-pers.-HH","Male","55","0.07683745908637","0.0542481448497959","0.0994267733229441"
"Very good","1995","1-pers.-HH","Female","57","0.0514549161458198","0.0371792427484875","0.065730589543152"
"Very good","1995","(Married) couple without C. ","Male","121","0.0549872050725233","0.0442978548679335","0.0656765552771131"
"Very good","1995","(Married) couple without C. ","Female","104","0.0509349649531789","0.040683502888829","0.0611864270175287"
"Very good","1995","Single parent ","Male","43","0.266993053312895","0.204417960438193","0.329568146187597"
"Very good","1995","Single parent ","Female","50","0.0974246602690186","0.069199179732333","0.125650140805704"
"Very good","1995","Couple + C. LE 16 ","Male","170","0.102589708462915","0.0875038508449554","0.117675566080875"
"Very good","1995","Couple + C. LE 16 ","Female","167","0.0923567492672473","0.0781612191963865","0.106552279338108"
"Very good","1995","Couple + C. GT 16 ","Male","183","0.121684570198546","0.104347897357506","0.139021243039586"
"Very good","1995","Couple + C. GT 16 ","Female","106","0.0792571062933742","0.0635204242004848","0.0949937883862637"
"Very good","1995","Couple + C. LE and GT 16","Male","104","0.154965202482561","0.126885523257888","0.183044881707234"
"Very good","1995","Couple + C. LE and GT 16","Female","65","0.102987331378103","0.0788278564030502","0.127146806353156"
"Good","1995","1-pers.-HH","Male","224","0.402790651705952","0.361191885261539","0.444389418150364"
"Good","1995","1-pers.-HH","Female","252","0.24549393789243","0.217683621469169","0.273304254315692"
"Good","1995","(Married) couple without C. ","Male","604","0.335082712498869","0.312948633176974","0.357216791820764"
"Good","1995","(Married) couple without C. ","Female","599","0.333699429572901","0.311713610944788","0.355685248201015"
"Good","1995","Single parent ","Male","90","0.439392869939832","0.369190255226545","0.509595484653118"
"Good","1995","Single parent ","Female","166","0.373351737228457","0.327311646481247","0.419391827975668"
"Good","1995","Couple + C. LE 16 ","Male","804","0.495497194329269","0.470638691041357","0.520355697617182"
"Good","1995","Couple + C. LE 16 ","Female","804","0.483635712346734","0.459133969142164","0.508137455551303"
"Good","1995","Couple + C. GT 16 ","Male","575","0.410324239913883","0.384239112286511","0.436409367541255"
"Good","1995","Couple + C. GT 16 ","Female","443","0.385593092980497","0.357238883395902","0.413947302565091"
"Good","1995","Couple + C. LE and GT 16","Male","300","0.487068992839222","0.448284111254859","0.525853874423586"
"Good","1995","Couple + C. LE and GT 16","Female","290","0.508232316296905","0.468494185713293","0.547970446880517"
"Satisfactory","1995","1-pers.-HH","Male","171","0.330594398606548","0.290694675759364","0.370494121453732"
"Satisfactory","1995","1-pers.-HH","Female","333","0.367427649101962","0.336274984664999","0.398580313538924"
"Satisfactory","1995","(Married) couple without C. ","Male","664","0.390251342060054","0.367376965421862","0.413125718698246"
"Satisfactory","1995","(Married) couple without C. ","Female","625","0.345319934071118","0.32315046973741","0.367489398404825"
"Satisfactory","1995","Single parent ","Male","35","0.167608973213944","0.114775421811628","0.22044252461626"
"Satisfactory","1995","Single parent ","Female","130","0.356377755411052","0.310791283752495","0.401964227069608"
"Satisfactory","1995","Couple + C. LE 16 ","Male","451","0.320771805216067","0.297564296058277","0.343979314373857"
"Satisfactory","1995","Couple + C. LE 16 ","Female","457","0.320619961330063","0.297737044957184","0.343502877702941"
"Satisfactory","1995","Couple + C. GT 16 ","Male","407","0.315077152755712","0.29044218352564","0.339712121985784"
"Satisfactory","1995","Couple + C. GT 16 ","Female","368","0.328224526111975","0.300870423951695","0.355578628272255"
"Satisfactory","1995","Couple + C. LE and GT 16","Male","163","0.256984331660686","0.223077277477045","0.290891385844327"
"Satisfactory","1995","Couple + C. LE and GT 16","Female","166","0.240272334779095","0.206311593883973","0.274233075674217"
"Poor","1995","1-pers.-HH","Male","58","0.140333296005035","0.110873965117988","0.169792626892082"
"Poor","1995","1-pers.-HH","Female","201","0.239895796024225","0.212302596372947","0.267488995675503"
"Poor","1995","(Married) couple without C. ","Male","279","0.166491167063791","0.149022798736812","0.183959535390771"
"Poor","1995","(Married) couple without C. ","Female","349","0.211988180085986","0.192931291040203","0.231045069131769"
"Poor","1995","Single parent ","Male","21","","",""
"Poor","1995","Single parent ","Female","60","0.126547074716081","0.0949016470130118","0.15819250241915"
"Poor","1995","Couple + C. LE 16 ","Male","114","0.0732054366908628","0.0602549529678991","0.0861559204138265"
"Poor","1995","Couple + C. LE 16 ","Female","142","0.0878166428537781","0.0739398472690576","0.101693438438499"
"Poor","1995","Couple + C. GT 16 ","Male","160","0.12436281395507","0.106863133851461","0.14186249405868"
"Poor","1995","Couple + C. GT 16 ","Female","175","0.170112793223537","0.148224953478908","0.192000632968166"
"Poor","1995","Couple + C. LE and GT 16","Male","60","0.0850223068723591","0.0633797061711585","0.10666490757356"
"Poor","1995","Couple + C. LE and GT 16","Female","72","0.116874369435594","0.0913375276144405","0.142411211256748"
"Bad ","1995","1-pers.-HH","Male","26","","",""
"Bad ","1995","1-pers.-HH","Female","77","0.0957277008355635","0.0767159284976828","0.114739473173444"
"Bad ","1995","(Married) couple without C. ","Male","79","0.0531875733047626","0.0426645943660637","0.0637105522434615"
"Bad ","1995","(Married) couple without C. ","Female","90","0.058057491316816","0.0471538602726851","0.0689611223609468"
"Bad ","1995","Single parent ","Male","3","","",""
"Bad ","1995","Single parent ","Female","18","","",""
"Bad ","1995","Couple + C. LE 16 ","Male","15","","",""
"Bad ","1995","Couple + C. LE 16 ","Female","28","","",""
"Bad ","1995","Couple + C. GT 16 ","Male","41","0.0285512231767884","0.01971950801945","0.0373829383341268"
"Bad ","1995","Couple + C. GT 16 ","Female","40","0.0368124813906172","0.0258432083459594","0.047781754435275"
"Bad ","1995","Couple + C. LE and GT 16","Male","11","","",""
"Bad ","1995","Couple + C. LE and GT 16","Female","15","","",""
"Very good","1996","1-pers.-HH","Male","49","0.0583732010454416","0.0387260045904117","0.0780203975004716"
"Very good","1996","1-pers.-HH","Female","57","0.0524923782822847","0.0381898065724846","0.0667949499920849"
"Very good","1996","(Married) couple without C. ","Male","108","0.053362468031418","0.0428859545999557","0.0638389814628803"
"Very good","1996","(Married) couple without C. ","Female","124","0.0625478370589156","0.0513551605201904","0.0737405135976407"
"Very good","1996","Single parent ","Male","48","0.204058762596988","0.151516109444853","0.256601415749123"
"Very good","1996","Single parent ","Female","45","0.11053201241583","0.0807918488195016","0.140272176012158"
"Very good","1996","Couple + C. LE 16 ","Male","155","0.0908241036344094","0.0761592883259895","0.105488918942829"
"Very good","1996","Couple + C. LE 16 ","Female","169","0.116576666825226","0.100480634993266","0.132672698657186"
"Very good","1996","Couple + C. GT 16 ","Male","169","0.118535101185869","0.10088904608086","0.136181156290878"
"Very good","1996","Couple + C. GT 16 ","Female","123","0.108067253842442","0.0896023823057186","0.126532125379166"
"Very good","1996","Couple + C. LE and GT 16","Male","98","0.151033768525885","0.123505832510768","0.178561704541001"
"Very good","1996","Couple + C. LE and GT 16","Female","69","0.0897385132064903","0.0669076482953634","0.112569378117617"
"Good","1996","1-pers.-HH","Male","228","0.394211635914113","0.353259212101458","0.435164059726767"
"Good","1996","1-pers.-HH","Female","254","0.250615948513269","0.222823217231848","0.27840867979469"
"Good","1996","(Married) couple without C. ","Male","607","0.323202644520571","0.301401778795916","0.345003510245225"
"Good","1996","(Married) couple without C. ","Female","566","0.300315707791086","0.27912754341313","0.321503872169042"
"Good","1996","Single parent ","Male","99","0.428856314816546","0.364332139010889","0.493380490622203"
"Good","1996","Single parent ","Female","185","0.400240251477132","0.353769125782362","0.446711377171903"
"Good","1996","Couple + C. LE 16 ","Male","765","0.525878469235465","0.500396111114059","0.551360827356871"
"Good","1996","Couple + C. LE 16 ","Female","762","0.476639442174714","0.451588500481462","0.501690383867967"
"Good","1996","Couple + C. GT 16 ","Male","509","0.378220261221474","0.351746703412741","0.404693819030208"
"Good","1996","Couple + C. GT 16 ","Female","412","0.363523149006879","0.334914949838482","0.392131348175275"
"Good","1996","Couple + C. LE and GT 16","Male","305","0.486059435911787","0.447636322702493","0.524482549121081"
"Good","1996","Couple + C. LE and GT 16","Female","248","0.428081944770683","0.388556187025559","0.467607702515808"
"Satisfactory","1996","1-pers.-HH","Male","197","0.384639415133527","0.343868903797268","0.425409926469786"
"Satisfactory","1996","1-pers.-HH","Female","331","0.356157524477589","0.325447120654191","0.386867928300987"
"Satisfactory","1996","(Married) couple without C. ","Male","692","0.403690474959719","0.380820426484292","0.426560523435145"
"Satisfactory","1996","(Married) couple without C. ","Female","695","0.385057473249971","0.36256520317451","0.407549743325431"
"Satisfactory","1996","Single parent ","Male","51","0.242299720552681","0.186437389811771","0.298162051293591"
"Satisfactory","1996","Single parent ","Female","122","0.308650084524677","0.264835740831206","0.352464428218149"
"Satisfactory","1996","Couple + C. LE 16 ","Male","431","0.300006834093477","0.276620370482701","0.323393297704254"
"Satisfactory","1996","Couple + C. LE 16 ","Female","448","0.317303693479832","0.293959444163851","0.340647942795813"
"Satisfactory","1996","Couple + C. GT 16 ","Male","419","0.335434523810625","0.309659777459985","0.361209270161265"
"Satisfactory","1996","Couple + C. GT 16 ","Female","363","0.356394843047764","0.327910340348781","0.384879345746747"
"Satisfactory","1996","Couple + C. LE and GT 16","Male","188","0.274908215975881","0.240585490672414","0.309230941279347"
"Satisfactory","1996","Couple + C. LE and GT 16","Female","207","0.332682242840687","0.295043856439244","0.37032062924213"
"Poor","1996","1-pers.-HH","Male","46","0.096735220002452","0.0719636074887905","0.121506832516113"
"Poor","1996","1-pers.-HH","Female","216","0.255526740977924","0.22755513626512","0.283498345690727"
"Poor","1996","(Married) couple without C. ","Male","274","0.16957931485302","0.152087193642232","0.187071436063807"
"Poor","1996","(Married) couple without C. ","Female","334","0.199208211039262","0.180746724383812","0.217669697694712"
"Poor","1996","Single parent ","Male","26","","",""
"Poor","1996","Single parent ","Female","59","0.132101169989681","0.0999851265251179","0.164217213454244"
"Poor","1996","Couple + C. LE 16 ","Male","102","0.0672570738230055","0.054474978644085","0.0800391690019261"
"Poor","1996","Couple + C. LE 16 ","Female","130","0.078070074693005","0.0646139554815935","0.0915261939044165"
"Poor","1996","Couple + C. GT 16 ","Male","148","0.129154522140437","0.110846265514511","0.147462778766364"
"Poor","1996","Couple + C. GT 16 ","Female","152","0.134458701671573","0.114169192904175","0.15474821043897"
"Poor","1996","Couple + C. LE and GT 16","Male","49","0.0743956178453868","0.0542222786343238","0.0945689570564499"
"Poor","1996","Couple + C. LE and GT 16","Female","69","0.133508685274473","0.106338868356732","0.160678502192215"
"Bad ","1996","1-pers.-HH","Male","27","","",""
"Bad ","1996","1-pers.-HH","Female","76","0.0852074077489334","0.0673023944055909","0.103112421092276"
"Bad ","1996","(Married) couple without C. ","Male","87","0.0501650976352732","0.0399901577134405","0.0603400375571058"
"Bad ","1996","(Married) couple without C. ","Female","79","0.0528707708607659","0.0425273144566052","0.0632142272649265"
"Bad ","1996","Single parent ","Male","2","","",""
"Bad ","1996","Single parent ","Female","16","","",""
"Bad ","1996","Couple + C. LE 16 ","Male","22","","",""
"Bad ","1996","Couple + C. LE 16 ","Female","18","","",""
"Bad ","1996","Couple + C. GT 16 ","Male","44","0.0386555916415944","0.0281319198017086","0.0491792634814802"
"Bad ","1996","Couple + C. GT 16 ","Female","36","0.0375560524313427","0.0262487015361557","0.0488634033265296"
"Bad ","1996","Couple + C. LE and GT 16","Male","10","","",""
"Bad ","1996","Couple + C. LE and GT 16","Female","9","","",""
"Very good","1997","1-pers.-HH","Male","53","0.0802930081533103","0.0573304345328657","0.103255581773755"
"Very good","1997","1-pers.-HH","Female","50","0.0499902182592368","0.0359312388306025","0.0640491976878712"
"Very good","1997","(Married) couple without C. ","Male","129","0.057474946894231","0.0467257263025911","0.068224167485871"
"Very good","1997","(Married) couple without C. ","Female","103","0.0536689764481982","0.0432867140998523","0.064051238796544"
"Very good","1997","Single parent ","Male","47","0.2140327051154","0.160201020962036","0.267864389268764"
"Very good","1997","Single parent ","Female","50","0.120793759946883","0.0894398523981226","0.152147667495643"
"Very good","1997","Couple + C. LE 16 ","Male","145","0.0956784334521073","0.0802591931286275","0.111097673775587"
"Very good","1997","Couple + C. LE 16 ","Female","131","0.103575982535424","0.0878813886296845","0.119270576441163"
"Very good","1997","Couple + C. GT 16 ","Male","159","0.125912696096056","0.107864952491643","0.14396043970047"
"Very good","1997","Couple + C. GT 16 ","Female","92","0.102202536550977","0.0841200256769117","0.120285047425043"
"Very good","1997","Couple + C. LE and GT 16","Male","95","0.157498893541861","0.128825688537137","0.186172098546585"
"Very good","1997","Couple + C. LE and GT 16","Female","70","0.114137501425865","0.0885230784545549","0.139751924397174"
"Good","1997","1-pers.-HH","Male","223","0.392736856174642","0.351470488375118","0.434003223974166"
"Good","1997","1-pers.-HH","Female","265","0.244071734094385","0.216361111956189","0.271782356232581"
"Good","1997","(Married) couple without C. ","Male","612","0.313300500569682","0.2918787408141","0.334722260325264"
"Good","1997","(Married) couple without C. ","Female","591","0.304643702164564","0.283440151024736","0.325847253304391"
"Good","1997","Single parent ","Male","112","0.458021537313741","0.392628783921831","0.523414290705651"
"Good","1997","Single parent ","Female","154","0.357950707767775","0.311827464179691","0.404073951355859"
