"m11126","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Bad ","1992","Part Time","inadequately","2","","","","5"
"Bad ","1992","Part Time","general elemantary","10","","","","5"
"Bad ","1992","Not Working","in school","1","","","","5"
"Bad ","1992","Not Working","inadequately","29","","","","5"
"Bad ","1992","Not Working","general elemantary","109","0.102410469824626","0.0858075452672663","0.119013394381986","5"
"Bad ","1992","Not Working","middle vocational","159","0.0972556572719137","0.0840840193103817","0.110427295233446","5"
"Bad ","1992","Not Working","vocational + Abi","9","","","","5"
"Bad ","1992","Not Working","higher vocational","13","","","","5"
"Bad ","1992","Part Time","in school","1","","","","5"
"Bad ","1992","Part Time","middle vocational","31","0.0274805233073296","0.0185456322833891","0.03641541433127","5"
"Bad ","1992","Part Time","vocational + Abi","1","","","","5"
"Bad ","1992","Part Time","higher vocational","5","","","","5"
"Bad ","1992","Part Time","higher education","8","","","","5"
"Bad ","1992","Not Working","higher education","25","","","","5"
"Bad ","1992","Full Time","in school","","","","","5"
"Bad ","1992","Full Time","inadequately","10","","","","5"
"Bad ","1992","Full Time","general elemantary","24","","","","5"
"Bad ","1992","Full Time","middle vocational","40","0.0122732890688208","0.00863032164487731","0.0159162564927644","5"
"Bad ","1992","Full Time","vocational + Abi","3","","","","5"
"Bad ","1992","Full Time","higher vocational","10","","","","5"
"Bad ","1992","Full Time","higher education","5","","","","5"
"Good","1992","Not Working","inadequately","76","0.304533076700032","0.25004163673655","0.359024516663514","2"
"Good","1992","Not Working","middle vocational","596","0.284889559531844","0.26482522376333","0.304953895300358","2"
"Good","1992","Not Working","general elemantary","318","0.204368778958309","0.182286865189107","0.226450692727511","2"
"Good","1992","Not Working","in school","62","0.415020040121677","0.338191147102113","0.491848933141241","2"
"Good","1992","Not Working","vocational + Abi","46","0.45165805764028","0.354603034286918","0.548713080993642","2"
"Good","1992","Not Working","higher education","89","0.311397051466793","0.256467196225752","0.366326906707835","2"
"Good","1992","Not Working","higher vocational","44","0.224390962162705","0.161863018450089","0.28691890587532","2"
"Good","1992","Part Time","in school","10","","","","2"
"Good","1992","Part Time","inadequately","36","0.280066854469728","0.193767337952947","0.366366370986509","2"
"Good","1992","Part Time","general elemantary","215","0.399373091269046","0.357987539886931","0.44075864265116","2"
"Good","1992","Part Time","middle vocational","597","0.452774834030954","0.425569643139781","0.479980024922126","2"
"Good","1992","Part Time","vocational + Abi","37","0.500613678670397","0.38965265187441","0.611574705466383","2"
"Good","1992","Part Time","higher vocational","52","0.436595754365841","0.348225680579967","0.524965828151714","2"
"Good","1992","Part Time","higher education","161","0.485129395626005","0.431125139780553","0.539133651471457","2"
"Good","1992","Full Time","in school","5","","","","2"
"Good","1992","Full Time","inadequately","94","0.349744909419932","0.2909817129119","0.408508105927963","2"
"Good","1992","Full Time","general elemantary","433","0.410387997840094","0.37965315299889","0.441122842681299","2"
"Good","1992","Full Time","middle vocational","1701","0.476143937719347","0.459619316107859","0.492668559330835","2"
"Good","1992","Full Time","vocational + Abi","98","0.510355819203235","0.442256973183858","0.578454665222613","2"
"Good","1992","Full Time","higher vocational","227","0.452114680427067","0.407497381087215","0.496731979766919","2"
"Good","1992","Full Time","higher education","576","0.515480536845481","0.485295225816612","0.545665847874349","2"
"Poor","1992","Full Time","in school","","","","","4"
"Poor","1992","Full Time","vocational + Abi","13","","","","4"
"Poor","1992","Full Time","higher vocational","25","","","","4"
"Poor","1992","Full Time","higher education","49","0.0576412411303864","0.0435642867585835","0.0717181955021894","4"
"Poor","1992","Part Time","in school","1","","","","4"
"Poor","1992","Part Time","inadequately","18","","","","4"
"Poor","1992","Not Working","in school","2","","","","4"
"Poor","1992","Not Working","inadequately","64","0.198673355139618","0.151429273154592","0.245917437124644","4"
"Poor","1992","Not Working","general elemantary","246","0.223136261001615","0.200336461532432","0.245936060470799","4"
"Poor","1992","Full Time","inadequately","45","0.152706383322436","0.108382950031388","0.197029816613484","4"
"Poor","1992","Full Time","general elemantary","102","0.100844715558477","0.0820301382864676","0.119659292830486","4"
"Poor","1992","Full Time","middle vocational","235","0.0760538000113492","0.0672829798162548","0.0848246202064436","4"
"Poor","1992","Part Time","general elemantary","56","0.115900123656332","0.0888512261818042","0.14294902113086","4"
"Poor","1992","Part Time","middle vocational","112","0.0806921824335269","0.0658063264080213","0.0955780384590324","4"
"Poor","1992","Part Time","vocational + Abi","6","","","","4"
"Poor","1992","Part Time","higher vocational","4","","","","4"
"Poor","1992","Part Time","higher education","16","","","","4"
"Poor","1992","Not Working","middle vocational","336","0.196422735789065","0.178761964804452","0.214083506773678","4"
"Poor","1992","Not Working","vocational + Abi","9","","","","4"
"Poor","1992","Not Working","higher vocational","43","0.285709147012763","0.217999639886719","0.353418654138807","4"
"Poor","1992","Not Working","higher education","41","0.150324425264947","0.107930062616814","0.19271878791308","4"
"Satisfactory","1992","Full Time","inadequately","72","0.289193524848549","0.233326209726536","0.345060839970562","3"
"Satisfactory","1992","Part Time","vocational + Abi","15","","","","3"
"Satisfactory","1992","Part Time","in school","1","","","","3"
"Satisfactory","1992","Full Time","general elemantary","241","0.300785782423541","0.272131844273711","0.329439720573372","3"
"Satisfactory","1992","Not Working","vocational + Abi","21","","","","3"
"Satisfactory","1992","Not Working","higher vocational","67","0.386586399636059","0.313598641908653","0.459574157363465","3"
"Satisfactory","1992","Part Time","inadequately","38","0.388224969892264","0.294561762122957","0.481888177661571","3"
"Satisfactory","1992","Part Time","general elemantary","153","0.312081333515679","0.272928842665473","0.351233824365885","3"
"Satisfactory","1992","Part Time","middle vocational","334","0.277305260130825","0.25283806940292","0.30177245085873","3"
"Satisfactory","1992","Part Time","higher vocational","36","0.308799352515909","0.226481190592076","0.391117514439742","3"
"Satisfactory","1992","Part Time","higher education","75","0.22499108483417","0.179869312898174","0.270112856770166","3"
"Satisfactory","1992","Full Time","in school","1","","","","3"
"Satisfactory","1992","Not Working","in school","18","","","","3"
"Satisfactory","1992","Not Working","inadequately","74","0.234331742765999","0.184177382852749","0.284486102679248","3"
"Satisfactory","1992","Not Working","general elemantary","467","0.403575787820291","0.376709125888601","0.430442449751982","3"
"Satisfactory","1992","Not Working","middle vocational","654","0.349387265499821","0.328193175396092","0.37058135560355","3"
"Satisfactory","1992","Full Time","middle vocational","920","0.268633984673813","0.253968234862967","0.283299734484659","3"
"Satisfactory","1992","Full Time","vocational + Abi","53","0.227493812769235","0.170385583249979","0.28460204228849","3"
"Satisfactory","1992","Full Time","higher vocational","141","0.302455416757256","0.261278785673515","0.343632047840997","3"
"Satisfactory","1992","Full Time","higher education","237","0.244767273590522","0.218798527440762","0.270736019740282","3"
"Satisfactory","1992","Not Working","higher education","84","0.327920894838826","0.272232909111824","0.383608880565828","3"
"Very good","1992","Full Time","in school","3","","","","1"
"Very good","1992","Full Time","inadequately","32","0.1830719467893","0.135418904168231","0.230724989410369","1"
"Very good","1992","Full Time","general elemantary","184","0.165868499524292","0.14262776975474","0.189109229293843","1"
"Very good","1992","Full Time","middle vocational","613","0.16689498852667","0.154557466859502","0.179232510193838","1"
"Very good","1992","Full Time","vocational + Abi","40","0.186738819055051","0.133650956044293","0.239826682065809","1"
"Very good","1992","Full Time","higher vocational","75","0.157750045453874","0.125073255434931","0.190426835472817","1"
