"m11126","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very good","1999","66 and older","inadequately","2","","",""
"Very good","1999","66 and older","general elemantary","10","","",""
"Very good","1999","66 and older","middle vocational","18","","",""
"Very good","1999","66 and older","vocational + Abi","","","",""
"Very good","1999","66 and older","higher vocational","3","","",""
"Very good","1999","66 and older","higher education","4","","",""
"Good","1999","16-34 y.","in school","163","0.490310639283709","0.435452484925657","0.545168793641762"
"Good","1999","16-34 y.","inadequately","45","0.432621876724359","0.325388076636946","0.539855676811773"
"Good","1999","16-34 y.","general elemantary","453","0.512521763408531","0.479571739799953","0.545471787017109"
"Good","1999","16-34 y.","middle vocational","1246","0.54602677155544","0.525339406751767","0.566714136359113"
"Good","1999","16-34 y.","vocational + Abi","151","0.592748734547694","0.533369204548138","0.652128264547249"
"Good","1999","16-34 y.","higher vocational","124","0.527838011674367","0.462461774050859","0.593214249297875"
"Good","1999","16-34 y.","higher education","246","0.571561802872098","0.524065943086392","0.619057662657805"
"Good","1999","35-65 y.","in school","1","","",""
"Good","1999","35-65 y.","inadequately","95","0.343951259034679","0.288801684544846","0.399100833524513"
"Good","1999","35-65 y.","general elemantary","319","0.291370035603133","0.263277091186605","0.319462980019661"
"Good","1999","35-65 y.","middle vocational","1512","0.381722713906496","0.366377131573538","0.397068296239455"
"Good","1999","35-65 y.","vocational + Abi","93","0.413374035200274","0.347396901798383","0.479351168602165"
"Good","1999","35-65 y.","higher vocational","202","0.401397171593575","0.359020868346336","0.443773474840813"
"Good","1999","35-65 y.","higher education","618","0.473600272511368","0.446975603578479","0.500224941444257"
"Good","1999","66 and older","in school","","","",""
"Good","1999","66 and older","inadequately","5","","",""
"Good","1999","66 and older","general elemantary","79","0.122455550608532","0.0954014974819603","0.149509603735103"
"Good","1999","66 and older","middle vocational","162","0.187728516709423","0.161942998462322","0.213514034956524"
"Good","1999","66 and older","vocational + Abi","9","","",""
"Good","1999","66 and older","higher vocational","17","","",""
"Good","1999","66 and older","higher education","47","0.239156939223808","0.179740785956467","0.298573092491149"
"Satisfactory","1999","16-34 y.","in school","46","0.139731471712015","0.101684781374686","0.177778162049344"
"Satisfactory","1999","16-34 y.","inadequately","16","","",""
"Satisfactory","1999","16-34 y.","general elemantary","193","0.225054767882154","0.197525061918241","0.252584473846067"
"Satisfactory","1999","16-34 y.","middle vocational","499","0.233658202777883","0.216075531532153","0.251240874023614"
"Satisfactory","1999","16-34 y.","vocational + Abi","49","0.141074904642924","0.0990048820390555","0.183144927246792"
"Satisfactory","1999","16-34 y.","higher vocational","48","0.196696025062555","0.144641099280783","0.248750950844326"
"Satisfactory","1999","16-34 y.","higher education","84","0.198702997297093","0.160404738304305","0.23700125628988"
"Satisfactory","1999","35-65 y.","in school","","","",""
"Satisfactory","1999","35-65 y.","inadequately","100","0.333718899070689","0.278973855034187","0.388463943107191"
"Satisfactory","1999","35-65 y.","general elemantary","371","0.383697846366004","0.353633166510682","0.413762526221326"
"Satisfactory","1999","35-65 y.","middle vocational","1457","0.374263663163189","0.358977367829311","0.389549958497067"
"Satisfactory","1999","35-65 y.","vocational + Abi","69","0.326826362620493","0.263982438643473","0.389670286597513"
"Satisfactory","1999","35-65 y.","higher vocational","209","0.365935245435184","0.324292873528328","0.40757761734204"
"Satisfactory","1999","35-65 y.","higher education","465","0.328823574614297","0.303772853243219","0.353874295985375"
"Satisfactory","1999","66 and older","in school","","","",""
"Satisfactory","1999","66 and older","inadequately","23","","",""
"Satisfactory","1999","66 and older","general elemantary","252","0.436182806993314","0.395255613184304","0.477110000802325"
"Satisfactory","1999","66 and older","middle vocational","399","0.423860801968985","0.391229419286395","0.456492184651576"
"Satisfactory","1999","66 and older","vocational + Abi","14","","",""
"Satisfactory","1999","66 and older","higher vocational","34","0.356662481179437","0.254829893153555","0.458495069205319"
"Satisfactory","1999","66 and older","higher education","79","0.372927301818284","0.305569713113354","0.440284890523214"
"Poor","1999","16-34 y.","in school","11","","",""
"Poor","1999","16-34 y.","inadequately","5","","",""
"Poor","1999","16-34 y.","general elemantary","51","0.0564993559252","0.0412793504904479","0.0717193613599521"
"Poor","1999","16-34 y.","middle vocational","117","0.0522016618693755","0.0429592946622798","0.0614440290764712"
"Poor","1999","16-34 y.","vocational + Abi","14","","",""
"Poor","1999","16-34 y.","higher vocational","8","","",""
"Poor","1999","16-34 y.","higher education","12","","",""
"Poor","1999","35-65 y.","in school","1","","",""
"Poor","1999","35-65 y.","inadequately","56","0.226409600259493","0.177821645802246","0.27499755471674"
"Poor","1999","35-65 y.","general elemantary","215","0.227309129489548","0.201398593913405","0.253219665065692"
"Poor","1999","35-65 y.","middle vocational","558","0.153843113535313","0.142446332527015","0.165239894543611"
"Poor","1999","35-65 y.","vocational + Abi","23","","",""
"Poor","1999","35-65 y.","higher vocational","66","0.151843980727296","0.12081959465926","0.182868366795333"
"Poor","1999","35-65 y.","higher education","124","0.0879006825518603","0.0728020503635133","0.102999314740207"
"Poor","1999","66 and older","in school","","","",""
"Poor","1999","66 and older","inadequately","18","","",""
"Poor","1999","66 and older","general elemantary","148","0.264787740813437","0.22837412161966","0.301201360007215"
"Poor","1999","66 and older","middle vocational","206","0.259520323839979","0.230573401528925","0.288467246151033"
"Poor","1999","66 and older","vocational + Abi","6","","",""
"Poor","1999","66 and older","higher vocational","22","","",""
"Poor","1999","66 and older","higher education","47","0.234610731916679","0.175586462895929","0.293635000937429"
"Bad ","1999","16-34 y.","in school","3","","",""
"Bad ","1999","16-34 y.","inadequately","2","","",""
"Bad ","1999","16-34 y.","general elemantary","7","","",""
"Bad ","1999","16-34 y.","middle vocational","16","","",""
"Bad ","1999","16-34 y.","vocational + Abi","3","","",""
"Bad ","1999","16-34 y.","higher vocational","2","","",""
"Bad ","1999","16-34 y.","higher education","2","","",""
"Bad ","1999","35-65 y.","in school","","","",""
"Bad ","1999","35-65 y.","inadequately","25","","",""
"Bad ","1999","35-65 y.","general elemantary","50","0.048980311689491","0.0356367862995138","0.0623238370794683"
"Bad ","1999","35-65 y.","middle vocational","124","0.0338134126891299","0.0281039829752101","0.0395228424030496"
"Bad ","1999","35-65 y.","vocational + Abi","4","","",""
"Bad ","1999","35-65 y.","higher vocational","13","","",""
"Bad ","1999","35-65 y.","higher education","32","0.0221516428672124","0.0143036401951022","0.0299996455393225"
"Bad ","1999","66 and older","in school","","","",""
"Bad ","1999","66 and older","inadequately","9","","",""
"Bad ","1999","66 and older","general elemantary","75","0.155714349168326","0.125790492862759","0.185638205473893"
"Bad ","1999","66 and older","middle vocational","96","0.109040535532456","0.0884587476737342","0.129622323391178"
"Bad ","1999","66 and older","vocational + Abi","3","","",""
"Bad ","1999","66 and older","higher vocational","9","","",""
"Bad ","1999","66 and older","higher education","21","","",""
"Very good","2000","16-34 y.","in school","189","0.38457154548776","0.34145231306062","0.427690777914899"
"Very good","2000","16-34 y.","inadequately","11","","",""
"Very good","2000","16-34 y.","general elemantary","274","0.230372680672319","0.207150545890898","0.253594815453739"
"Very good","2000","16-34 y.","middle vocational","741","0.227529999615366","0.213768097387342","0.24129190184339"
"Very good","2000","16-34 y.","vocational + Abi","111","0.225175608204242","0.1892051868286","0.261146029579883"
"Very good","2000","16-34 y.","higher vocational","88","0.201727976961465","0.163486344044601","0.239969609878329"
"Very good","2000","16-34 y.","higher education","163","0.257623552287646","0.226511255154843","0.288735849420449"
"Very good","2000","35-65 y.","in school","","","",""
"Very good","2000","35-65 y.","inadequately","8","","",""
"Very good","2000","35-65 y.","general elemantary","62","0.0497563506235005","0.0383006463564141","0.0612120548905868"
"Very good","2000","35-65 y.","middle vocational","516","0.0709623220037446","0.0651185427379434","0.0768061012695458"
"Very good","2000","35-65 y.","vocational + Abi","49","0.0917259699471422","0.0666508046470348","0.11680113524725"
"Very good","2000","35-65 y.","higher vocational","86","0.0684287061659011","0.0543016060603071","0.0825558062714952"
"Very good","2000","35-65 y.","higher education","316","0.123717995062765","0.111193673442992","0.136242316682538"
"Very good","2000","66 and older","in school","","","",""
"Very good","2000","66 and older","inadequately","1","","",""
"Very good","2000","66 and older","general elemantary","12","","",""
"Very good","2000","66 and older","middle vocational","37","0.0188126379512094","0.0126630180055368","0.0249622578968821"
"Very good","2000","66 and older","vocational + Abi","3","","",""
"Very good","2000","66 and older","higher vocational","12","","",""
"Very good","2000","66 and older","higher education","14","","",""
"Good","2000","16-34 y.","in school","217","0.45731859419046","0.413164034123928","0.501473154256993"
"Good","2000","16-34 y.","inadequately","52","0.489210763407217","0.391721615492705","0.586699911321729"
"Good","2000","16-34 y.","general elemantary","657","0.509175871229747","0.481605457994756","0.536746284464738"
"Good","2000","16-34 y.","middle vocational","1914","0.508238304541992","0.491827519026002","0.524649090057983"
"Good","2000","16-34 y.","vocational + Abi","272","0.524719747159062","0.481714465076117","0.567725029242008"
"Good","2000","16-34 y.","higher vocational","219","0.507495823986034","0.459852823768929","0.55513882420314"
"Good","2000","16-34 y.","higher education","435","0.522640862035731","0.487106256063124","0.558175468008337"
"Good","2000","35-65 y.","in school","2","","",""
"Good","2000","35-65 y.","inadequately","69","0.275923314369543","0.219491235308846","0.332355393430239"
"Good","2000","35-65 y.","general elemantary","403","0.28038648744279","0.256721393063431","0.304051581822149"
"Good","2000","35-65 y.","middle vocational","2880","0.385289845986464","0.374213609854707","0.396366082118221"
"Good","2000","35-65 y.","vocational + Abi","247","0.455930490565713","0.412662601030821","0.499198380100605"
"Good","2000","35-65 y.","higher vocational","516","0.417486612419118","0.38989354120018","0.445079683638056"
"Good","2000","35-65 y.","higher education","1254","0.463732792794237","0.444763971168239","0.482701614420235"
"Good","2000","66 and older","in school","1","","",""
"Good","2000","66 and older","inadequately","8","","",""
"Good","2000","66 and older","general elemantary","116","0.114466964604392","0.0939607704655644","0.13497315874322"
"Good","2000","66 and older","middle vocational","360","0.189012224359672","0.171290762046286","0.206733686673058"
"Good","2000","66 and older","vocational + Abi","14","","",""
"Good","2000","66 and older","higher vocational","54","0.184226061318999","0.13558381474722","0.232868307890777"
"Good","2000","66 and older","higher education","100","0.235800940973756","0.195203424937058","0.276398457010455"
"Satisfactory","2000","16-34 y.","in school","64","0.121099095829229","0.0921833720557255","0.150014819602733"
"Satisfactory","2000","16-34 y.","inadequately","20","","",""
"Satisfactory","2000","16-34 y.","general elemantary","241","0.183293574333797","0.16195560816802","0.204631540499574"
"Satisfactory","2000","16-34 y.","middle vocational","710","0.208290516152728","0.194960336708893","0.221620695596562"
"Satisfactory","2000","16-34 y.","vocational + Abi","100","0.180666137589837","0.147533802632862","0.213798472546812"
"Satisfactory","2000","16-34 y.","higher vocational","97","0.256960057192595","0.215319474549798","0.298600639835392"
"Satisfactory","2000","16-34 y.","higher education","127","0.172984790991704","0.146076388704963","0.199893193278444"
"Satisfactory","2000","35-65 y.","in school","4","","",""
"Satisfactory","2000","35-65 y.","inadequately","91","0.375830801474508","0.314682144709659","0.436979458239356"
"Satisfactory","2000","35-65 y.","general elemantary","539","0.40520841326608","0.379344056549344","0.431072769982816"
"Satisfactory","2000","35-65 y.","middle vocational","2793","0.377307744063612","0.366275907420433","0.388339580706792"
"Satisfactory","2000","35-65 y.","vocational + Abi","139","0.283152797238934","0.244013508831686","0.322292085646182"
"Satisfactory","2000","35-65 y.","higher vocational","447","0.35523443611327","0.328456058808112","0.382012813418429"
"Satisfactory","2000","35-65 y.","higher education","806","0.309339129994532","0.291757234922543","0.326921025066521"
"Satisfactory","2000","66 and older","in school","1","","",""
"Satisfactory","2000","66 and older","inadequately","24","","",""
"Satisfactory","2000","66 and older","general elemantary","417","0.448284460410804","0.416252977265775","0.480315943555834"
"Satisfactory","2000","66 and older","middle vocational","857","0.457597461613149","0.435047276310196","0.480147646916101"
"Satisfactory","2000","66 and older","vocational + Abi","47","0.464512412164021","0.366268904580916","0.562755919747126"
"Satisfactory","2000","66 and older","higher vocational","110","0.476721518058754","0.414052629334293","0.539390406783216"
"Satisfactory","2000","66 and older","higher education","205","0.480449556583523","0.432667899827025","0.528231213340022"
"Poor","2000","16-34 y.","in school","17","","",""
"Poor","2000","16-34 y.","inadequately","14","","",""
"Poor","2000","16-34 y.","general elemantary","75","0.0649664080507441","0.0513737481598477","0.0785590679416406"
"Poor","2000","16-34 y.","middle vocational","177","0.0494569975189641","0.0423396514675225","0.0565743435704057"
"Poor","2000","16-34 y.","vocational + Abi","34","0.0680004899113495","0.0463210991212634","0.0896798807014356"
"Poor","2000","16-34 y.","higher vocational","15","","",""
"Poor","2000","16-34 y.","higher education","33","0.0449658375850371","0.0302231045840113","0.0597085705860629"
"Poor","2000","35-65 y.","in school","","","",""
"Poor","2000","35-65 y.","inadequately","59","0.230693833902941","0.177506628768096","0.283881039037786"
"Poor","2000","35-65 y.","general elemantary","288","0.202090562666873","0.18093474266118","0.223246382672566"
"Poor","2000","35-65 y.","middle vocational","982","0.131592586902931","0.12389879024874","0.139286383557122"
"Poor","2000","35-65 y.","vocational + Abi","63","0.13455542537469","0.10490988053102","0.164200970218359"
"Poor","2000","35-65 y.","higher vocational","145","0.127071960038347","0.108436509535845","0.145707410540849"
"Poor","2000","35-65 y.","higher education","233","0.0866023019260196","0.0759041070991943","0.0973004967528449"
"Poor","2000","66 and older","in school","","","",""
"Poor","2000","66 and older","inadequately","17","","",""
"Poor","2000","66 and older","general elemantary","261","0.286506439080542","0.257385537256739","0.315627340904346"
"Poor","2000","66 and older","middle vocational","444","0.238491333071593","0.219201823731155","0.257780842412032"
"Poor","2000","66 and older","vocational + Abi","27","","",""
"Poor","2000","66 and older","higher vocational","50","0.216709046917999","0.165013485736791","0.268404608099206"
"Poor","2000","66 and older","higher education","74","0.16845980280097","0.132665557182488","0.204254048419451"
"Bad ","2000","16-34 y.","in school","2","","",""
"Bad ","2000","16-34 y.","inadequately","4","","",""
"Bad ","2000","16-34 y.","general elemantary","16","","",""
"Bad ","2000","16-34 y.","middle vocational","23","","",""
"Bad ","2000","16-34 y.","vocational + Abi","1","","",""
"Bad ","2000","16-34 y.","higher vocational","4","","",""
"Bad ","2000","16-34 y.","higher education","1","","",""
"Bad ","2000","35-65 y.","in school","1","","",""
"Bad ","2000","35-65 y.","inadequately","14","","",""
"Bad ","2000","35-65 y.","general elemantary","92","0.0625581860007564","0.0497998428162953","0.0753165291852174"
"Bad ","2000","35-65 y.","middle vocational","245","0.0348475010432479","0.0306735531792248","0.039021448907271"
"Bad ","2000","35-65 y.","vocational + Abi","11","","",""
"Bad ","2000","35-65 y.","higher vocational","33","0.0317782852633632","0.0219635531901076","0.0415930173366188"
"Bad ","2000","35-65 y.","higher education","46","0.0166077802224463","0.0117466751679817","0.0214688852769109"
"Bad ","2000","66 and older","in school","","","",""
"Bad ","2000","66 and older","inadequately","13","","",""
"Bad ","2000","66 and older","general elemantary","120","0.134660370255801","0.112673885626196","0.156646854885406"
"Bad ","2000","66 and older","middle vocational","177","0.0960863430043762","0.0827467751233593","0.109425910885393"
"Bad ","2000","66 and older","vocational + Abi","8","","",""
"Bad ","2000","66 and older","higher vocational","18","","",""
"Bad ","2000","66 and older","higher education","27","","",""
"Very good","2001","16-34 y.","in school","220","0.400978241331487","0.35990716067153","0.442049321991444"
"Very good","2001","16-34 y.","inadequately","14","","",""
"Very good","2001","16-34 y.","general elemantary","279","0.2603079885861","0.234824701823049","0.285791275349152"
"Very good","2001","16-34 y.","middle vocational","624","0.216413939172682","0.201797036850646","0.231030841494718"
"Very good","2001","16-34 y.","vocational + Abi","99","0.245842880969459","0.206191462710312","0.285494299228606"
"Very good","2001","16-34 y.","higher vocational","72","0.176082015449424","0.134671951403767","0.217492079495081"
"Very good","2001","16-34 y.","higher education","135","0.260481637585708","0.226290836700889","0.294672438470527"
"Very good","2001","35-65 y.","in school","","","",""
"Very good","2001","35-65 y.","inadequately","11","","",""
"Very good","2001","35-65 y.","general elemantary","53","0.0446769858534682","0.0327831093188486","0.0565708623880879"
"Very good","2001","35-65 y.","middle vocational","465","0.0714738038146448","0.0653485528302036","0.077599054799086"
"Very good","2001","35-65 y.","vocational + Abi","42","0.0756594933871675","0.0529733565879323","0.0983456301864028"
"Very good","2001","35-65 y.","higher vocational","71","0.0647366337809915","0.0503389151914356","0.0791343523705474"
"Very good","2001","35-65 y.","higher education","255","0.117443049582566","0.104830505537458","0.130055593627674"
"Very good","2001","66 and older","in school","","","",""
"Very good","2001","66 and older","inadequately","","","",""
"Very good","2001","66 and older","general elemantary","11","","",""
"Very good","2001","66 and older","middle vocational","32","0.0193169230590688","0.0129550270950885","0.025678819023049"
"Very good","2001","66 and older","vocational + Abi","3","","",""
"Very good","2001","66 and older","higher vocational","13","","",""
"Very good","2001","66 and older","higher education","15","","",""
"Good","2001","16-34 y.","in school","240","0.440980622603279","0.399372548705952","0.482588696500606"
"Good","2001","16-34 y.","inadequately","35","0.444713454737549","0.330718568158835","0.558708341316263"
"Good","2001","16-34 y.","general elemantary","552","0.475446419718906","0.44644415264951","0.504448686788302"
"Good","2001","16-34 y.","middle vocational","1638","0.523071292214686","0.505342605981819","0.540799978447553"
"Good","2001","16-34 y.","vocational + Abi","227","0.467102617268601","0.42115881501771","0.513046419519492"
"Good","2001","16-34 y.","higher vocational","164","0.493497018288348","0.439141995744942","0.547852040831754"
"Good","2001","16-34 y.","higher education","367","0.532460423590502","0.493591806224318","0.571329040956685"
"Good","2001","35-65 y.","in school","","","",""
"Good","2001","35-65 y.","inadequately","44","0.215633391990012","0.156047958702266","0.275218825277758"
"Good","2001","35-65 y.","general elemantary","353","0.300535981979532","0.27414003179297","0.326931932166093"
"Good","2001","35-65 y.","middle vocational","2702","0.392228379471752","0.380619425858384","0.40383733308512"
"Good","2001","35-65 y.","vocational + Abi","237","0.427952101328217","0.385507093459752","0.470397109196682"
"Good","2001","35-65 y.","higher vocational","465","0.401153845316082","0.372474794404422","0.429832896227742"
"Good","2001","35-65 y.","higher education","1154","0.45164337625773","0.432147308041354","0.471139444474106"
"Good","2001","66 and older","in school","","","",""
"Good","2001","66 and older","inadequately","5","","",""
"Good","2001","66 and older","general elemantary","113","0.125688868585921","0.10298564362857","0.148392093543272"
"Good","2001","66 and older","middle vocational","327","0.178587478869606","0.16088396767851","0.196290990060702"
"Good","2001","66 and older","vocational + Abi","19","","",""
"Good","2001","66 and older","higher vocational","51","0.178667302841018","0.129480088514974","0.227854517167062"
"Good","2001","66 and older","higher education","104","0.22923090162651","0.189268428741238","0.269193374511783"
"Satisfactory","2001","16-34 y.","in school","65","0.113135151303454","0.0865902001972068","0.139680102409701"
"Satisfactory","2001","16-34 y.","inadequately","15","","",""
"Satisfactory","2001","16-34 y.","general elemantary","239","0.2071762284595","0.183639585357115","0.230712871561884"
"Satisfactory","2001","16-34 y.","middle vocational","605","0.201184948812782","0.186955429092566","0.215414468532997"
"Satisfactory","2001","16-34 y.","vocational + Abi","103","0.234520196858834","0.195503007325612","0.273537386392055"
"Satisfactory","2001","16-34 y.","higher vocational","68","0.253252471504607","0.205973267768929","0.300531675240285"
"Satisfactory","2001","16-34 y.","higher education","103","0.157671107179914","0.129281254197895","0.186060960161933"
"Satisfactory","2001","35-65 y.","in school","1","","",""
"Satisfactory","2001","35-65 y.","inadequately","67","0.386779695822588","0.316219034417468","0.457340357227707"
"Satisfactory","2001","35-65 y.","general elemantary","456","0.398393265823704","0.370208222163192","0.426578309484216"
"Satisfactory","2001","35-65 y.","middle vocational","2470","0.362213381814549","0.350785300880044","0.373641462749055"
"Satisfactory","2001","35-65 y.","vocational + Abi","172","0.335802161557867","0.295288330556934","0.3763159925588"
"Satisfactory","2001","35-65 y.","higher vocational","419","0.360444080747547","0.332350320430554","0.388537841064539"
"Satisfactory","2001","35-65 y.","higher education","796","0.302633401909578","0.284636130458227","0.320630673360929"
"Satisfactory","2001","66 and older","in school","","","",""
"Satisfactory","2001","66 and older","inadequately","19","","",""
"Satisfactory","2001","66 and older","general elemantary","367","0.445397588347363","0.411359046482977","0.479436130211748"
"Satisfactory","2001","66 and older","middle vocational","846","0.466581130828937","0.443521570620277","0.489640691037596"
"Satisfactory","2001","66 and older","vocational + Abi","50","0.506061444066693","0.409508044900069","0.602614843233316"
"Satisfactory","2001","66 and older","higher vocational","106","0.498792872501046","0.434592304684186","0.562993440317906"
"Satisfactory","2001","66 and older","higher education","200","0.465413792144944","0.417991545443201","0.512836038846688"
"Poor","2001","16-34 y.","in school","20","","",""
"Poor","2001","16-34 y.","inadequately","8","","",""
"Poor","2001","16-34 y.","general elemantary","60","0.0500071557776713","0.0373492320897724","0.0626650794655702"
"Poor","2001","16-34 y.","middle vocational","160","0.0530818825404278","0.0451239775430052","0.0610397875378503"
"Poor","2001","16-34 y.","vocational + Abi","21","","",""
"Poor","2001","16-34 y.","higher vocational","17","","",""
"Poor","2001","16-34 y.","higher education","24","","",""
"Poor","2001","35-65 y.","in school","","","",""
"Poor","2001","35-65 y.","inadequately","53","0.28130391135219","0.216158613779457","0.346449208924923"
"Poor","2001","35-65 y.","general elemantary","231","0.197673276042754","0.174745814061415","0.220600738024094"
"Poor","2001","35-65 y.","middle vocational","906","0.134707798286844","0.1265901332973","0.142825463276388"
"Poor","2001","35-65 y.","vocational + Abi","60","0.137110937432094","0.107603848087913","0.166618026776274"
"Poor","2001","35-65 y.","higher vocational","130","0.133907548903255","0.113980805909075","0.153834291897435"
"Poor","2001","35-65 y.","higher education","254","0.108899888748911","0.0966961013507962","0.121103676147025"
"Poor","2001","66 and older","in school","","","",""
"Poor","2001","66 and older","inadequately","23","","",""
"Poor","2001","66 and older","general elemantary","233","0.293522170958891","0.262335008384874","0.324709333532908"
"Poor","2001","66 and older","middle vocational","425","0.238028360306901","0.218343288494668","0.257713432119134"
"Poor","2001","66 and older","vocational + Abi","23","","",""
"Poor","2001","66 and older","higher vocational","49","0.212256316059747","0.159752253765857","0.264760378353638"
"Poor","2001","66 and older","higher education","71","0.180062291838254","0.143531806467371","0.216592777209137"
"Bad ","2001","16-34 y.","in school","2","","",""
"Bad ","2001","16-34 y.","inadequately","1","","",""
"Bad ","2001","16-34 y.","general elemantary","9","","",""
"Bad ","2001","16-34 y.","middle vocational","22","","",""
"Bad ","2001","16-34 y.","vocational + Abi","3","","",""
"Bad ","2001","16-34 y.","higher vocational","4","","",""
"Bad ","2001","16-34 y.","higher education","4","","",""
"Bad ","2001","35-65 y.","in school","","","",""
"Bad ","2001","35-65 y.","inadequately","8","","",""
"Bad ","2001","35-65 y.","general elemantary","66","0.0587204903005416","0.0451854201179276","0.0722555604831556"
"Bad ","2001","35-65 y.","middle vocational","252","0.0393766366122099","0.0347523021046093","0.0440009711198105"
"Bad ","2001","35-65 y.","vocational + Abi","11","","",""
"Bad ","2001","35-65 y.","higher vocational","37","0.0397578912521245","0.0283250622815679","0.051190720222681"
"Bad ","2001","35-65 y.","higher education","44","0.0193802835012151","0.0139796085465489","0.0247809584558813"
"Bad ","2001","66 and older","in school","","","",""
"Bad ","2001","66 and older","inadequately","9","","",""
"Bad ","2001","66 and older","general elemantary","95","0.121622345876652","0.0992375330406825","0.144007158712621"
"Bad ","2001","66 and older","middle vocational","168","0.0974861069354876","0.0837756616792466","0.111196552191728"
"Bad ","2001","66 and older","vocational + Abi","8","","",""
"Bad ","2001","66 and older","higher vocational","14","","",""
"Bad ","2001","66 and older","higher education","35","0.0844696918966872","0.0580309707670037","0.110908413026371"
"Very good","2002","16-34 y.","in school","228","0.382781833958878","0.344397611796442","0.421166056121315"
"Very good","2002","16-34 y.","inadequately","9","","",""
"Very good","2002","16-34 y.","general elemantary","223","0.220155639561023","0.194985153530944","0.245326125591102"
"Very good","2002","16-34 y.","middle vocational","588","0.195350444015031","0.180938048744519","0.209762839285544"
"Very good","2002","16-34 y.","vocational + Abi","95","0.249461128533511","0.209919257849337","0.289002999217685"
"Very good","2002","16-34 y.","higher vocational","48","0.132731202063137","0.0949015605291695","0.170560843597104"
"Very good","2002","16-34 y.","higher education","106","0.170972739412913","0.141550846585707","0.200394632240119"
"Very good","2002","35-65 y.","in school","","","",""
"Very good","2002","35-65 y.","inadequately","9","","",""
"Very good","2002","35-65 y.","general elemantary","35","0.0350721276853204","0.024070056950406","0.0460741984202348"
"Very good","2002","35-65 y.","middle vocational","411","0.0603773642787471","0.0547385232455662","0.066016205311928"
"Very good","2002","35-65 y.","vocational + Abi","55","0.0854344429779741","0.0633783072358084","0.10749057872014"
"Very good","2002","35-65 y.","higher vocational","77","0.0571918553007047","0.0440371909501903","0.0703465196512191"
"Very good","2002","35-65 y.","higher education","355","0.093688568324841","0.0838779961579141","0.103499140491768"
"Very good","2002","66 and older","in school","","","",""
"Very good","2002","66 and older","inadequately","1","","",""
"Very good","2002","66 and older","general elemantary","11","","",""
"Very good","2002","66 and older","middle vocational","30","0.0171335861698793","0.0112566552443306","0.023010517095428"
"Very good","2002","66 and older","vocational + Abi","3","","",""
"Very good","2002","66 and older","higher vocational","8","","",""
"Very good","2002","66 and older","higher education","24","","",""
"Good","2002","16-34 y.","in school","291","0.44434574566829","0.405106507216976","0.483584984119604"
"Good","2002","16-34 y.","inadequately","29","","",""
"Good","2002","16-34 y.","general elemantary","536","0.494011878762194","0.463640704557532","0.524383052966855"
"Good","2002","16-34 y.","middle vocational","1554","0.530922713809247","0.512781621637704","0.549063805980789"
"Good","2002","16-34 y.","vocational + Abi","240","0.471136925138055","0.425521222420394","0.516752627855715"
"Good","2002","16-34 y.","higher vocational","176","0.531756030914812","0.476119356922498","0.587392704907125"
"Good","2002","16-34 y.","higher education","381","0.580002365330892","0.541431349851436","0.618573380810347"
"Good","2002","35-65 y.","in school","","","",""
"Good","2002","35-65 y.","inadequately","36","0.217973045393394","0.154590956821191","0.281355133965597"
"Good","2002","35-65 y.","general elemantary","333","0.308639860399812","0.281013471215684","0.336266249583939"
"Good","2002","35-65 y.","middle vocational","2743","0.386868337408916","0.375338199375059","0.398398475442772"
"Good","2002","35-65 y.","vocational + Abi","286","0.41853401199762","0.379608615460767","0.457459408534472"
"Good","2002","35-65 y.","higher vocational","501","0.404501948101317","0.376698318314367","0.432305577888268"
"Good","2002","35-65 y.","higher education","1654","0.470513374263002","0.453708866706043","0.48731788181996"
"Good","2002","66 and older","in school","","","",""
"Good","2002","66 and older","inadequately","7","","",""
"Good","2002","66 and older","general elemantary","106","0.125901750663233","0.102942541922178","0.148860959404289"
"Good","2002","66 and older","middle vocational","339","0.181152498032755","0.16371023304351","0.198594763022"
"Good","2002","66 and older","vocational + Abi","21","","",""
"Good","2002","66 and older","higher vocational","64","0.229162966779642","0.176427028002101","0.281898905557183"
"Good","2002","66 and older","higher education","139","0.209742099170078","0.175624249110388","0.243859949229767"
"Satisfactory","2002","16-34 y.","in school","81","0.147682058137007","0.119665007284798","0.175699108989216"
"Satisfactory","2002","16-34 y.","inadequately","17","","",""
"Satisfactory","2002","16-34 y.","general elemantary","205","0.215765422172492","0.190777126076694","0.24075371826829"
"Satisfactory","2002","16-34 y.","middle vocational","595","0.218401348434883","0.203382206082778","0.233420490786988"
"Satisfactory","2002","16-34 y.","vocational + Abi","103","0.225278710394555","0.187101692967353","0.263455727821757"
"Satisfactory","2002","16-34 y.","higher vocational","67","0.251794683443187","0.203399457233649","0.300189909652726"
"Satisfactory","2002","16-34 y.","higher education","106","0.176254143414522","0.146476586905039","0.206031699924004"
"Satisfactory","2002","35-65 y.","in school","","","",""
"Satisfactory","2002","35-65 y.","inadequately","61","0.425024848378069","0.349134597662908","0.500915099093229"
"Satisfactory","2002","35-65 y.","general elemantary","417","0.401539788667749","0.37222222451272","0.430857352822777"
"Satisfactory","2002","35-65 y.","middle vocational","2555","0.378123641548925","0.366643559811059","0.389603723286791"
"Satisfactory","2002","35-65 y.","vocational + Abi","201","0.337095909252239","0.299796015077059","0.374395803427419"
