"m11126","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Poor","2012","Single parent ","general elemantary","85","0.188097216907522","0.152804845791408","0.223389588023637","4"
"Poor","2012","Single parent ","middle vocational","196","0.1511602448619","0.131747995202401","0.170572494521399","4"
"Poor","2012","Single parent ","vocational + Abi","32","0.121974954992972","0.0809966647551677","0.162953245230776","4"
"Poor","2012","Single parent ","higher vocational","7","","","","4"
"Poor","2012","Single parent ","higher education","56","0.124945589890127","0.0931710390212761","0.156720140758978","4"
"Poor","2012","Couple + C. LE 16 ","in school","","","","","4"
"Poor","2012","Couple + C. LE 16 ","inadequately","13","","","","4"
"Poor","2012","Couple + C. LE 16 ","general elemantary","62","0.111652593418725","0.085235952270616","0.138069234566834","4"
"Poor","2012","Couple + C. LE 16 ","middle vocational","293","0.0811769797125196","0.0720131722048411","0.0903407872201981","4"
"Poor","2012","Couple + C. LE 16 ","vocational + Abi","72","0.0739677036774654","0.0555059234945116","0.0924294838604191","4"
"Poor","2012","Couple + C. LE 16 ","higher vocational","45","0.0852459560207917","0.0609388545904894","0.109553057451094","4"
"Poor","2012","Couple + C. LE 16 ","higher education","122","0.0631933176425457","0.0523411243062215","0.0740455109788699","4"
"Poor","2012","Couple + C. GT 16 ","in school","6","","","","4"
"Poor","2012","Couple + C. GT 16 ","inadequately","8","","","","4"
"Poor","2012","Couple + C. GT 16 ","general elemantary","41","0.101969260756984","0.0691707253224037","0.134767796191564","4"
"Poor","2012","Couple + C. GT 16 ","middle vocational","171","0.104864299026475","0.0897811602784338","0.119947437774515","4"
"Poor","2012","Couple + C. GT 16 ","vocational + Abi","13","","","","4"
"Poor","2012","Couple + C. GT 16 ","higher vocational","26","","","","4"
"Poor","2012","Couple + C. GT 16 ","higher education","36","0.0808529607373171","0.0582744892528966","0.103431432221738","4"
"Poor","2012","Couple + C. LE and GT 16","in school","13","","","","4"
"Poor","2012","Couple + C. LE and GT 16","inadequately","8","","","","4"
"Poor","2012","Couple + C. LE and GT 16","general elemantary","30","0.0880420473218088","0.0581852984251062","0.117898796218511","4"
"Poor","2012","Couple + C. LE and GT 16","middle vocational","88","0.0965019726961907","0.0766164007861569","0.116387544606225","4"
"Poor","2012","Couple + C. LE and GT 16","vocational + Abi","11","","","","4"
"Poor","2012","Couple + C. LE and GT 16","higher vocational","11","","","","4"
"Poor","2012","Couple + C. LE and GT 16","higher education","21","","","","4"
"Satisfactory","2012","1-pers.-HH","in school","1","","","","3"
"Satisfactory","2012","1-pers.-HH","inadequately","14","","","","3"
"Satisfactory","2012","(Married) couple without C. ","inadequately","27","","","","3"
"Satisfactory","2012","(Married) couple without C. ","general elemantary","284","0.41426334866311","0.378004464980986","0.450522232345234","3"
"Satisfactory","2012","(Married) couple without C. ","middle vocational","1637","0.374404696744389","0.359866395960293","0.388942997528486","3"
"Satisfactory","2012","1-pers.-HH","general elemantary","190","0.374662790749603","0.331935825366576","0.417389756132629","3"
"Satisfactory","2012","1-pers.-HH","middle vocational","716","0.381518579611182","0.359773639810693","0.403263519411671","3"
"Satisfactory","2012","1-pers.-HH","vocational + Abi","62","0.310768077877294","0.249612279054411","0.371923876700177","3"
"Satisfactory","2012","1-pers.-HH","higher vocational","82","0.365787800907077","0.301850875411385","0.429724726402769","3"
"Satisfactory","2012","1-pers.-HH","higher education","244","0.276232929772625","0.245684752080373","0.306781107464876","3"
"Satisfactory","2012","(Married) couple without C. ","in school","1","","","","3"
"Satisfactory","2012","(Married) couple without C. ","vocational + Abi","117","0.292358120143583","0.247672180035176","0.33704406025199","3"
"Satisfactory","2012","(Married) couple without C. ","higher vocational","258","0.399378795842178","0.361552136429619","0.437205455254737","3"
"Satisfactory","2012","(Married) couple without C. ","higher education","716","0.329808106419461","0.309608528294028","0.350007684544895","3"
"Satisfactory","2012","Single parent ","in school","43","0.178467280991601","0.133046091497841","0.223888470485362","3"
"Satisfactory","2012","Single parent ","inadequately","17","","","","3"
"Satisfactory","2012","Single parent ","general elemantary","135","0.258680928988311","0.219133119822726","0.298228738153897","3"
"Satisfactory","2012","Single parent ","middle vocational","414","0.33793790064011","0.312304157197367","0.363571644082852","3"
"Satisfactory","2012","Single parent ","vocational + Abi","78","0.304087694022787","0.246485141365946","0.361690246679629","3"
"Satisfactory","2012","Single parent ","higher vocational","25","","","","3"
"Satisfactory","2012","Single parent ","higher education","100","0.198248488918202","0.15993724421229","0.236559733624114","3"
"Satisfactory","2012","Couple + C. LE 16 ","in school","","","","","3"
"Satisfactory","2012","Couple + C. LE 16 ","inadequately","41","0.31712264624683","0.235868075173012","0.398377217320647","3"
"Satisfactory","2012","Couple + C. LE 16 ","general elemantary","176","0.293317481111905","0.255128953226435","0.331506008997374","3"
"Satisfactory","2012","Couple + C. LE 16 ","middle vocational","1013","0.312894356945152","0.297336341339072","0.328452372551232","3"
"Satisfactory","2012","Couple + C. LE 16 ","vocational + Abi","164","0.221496858818875","0.192204563006026","0.250789154631725","3"
"Satisfactory","2012","Couple + C. LE 16 ","higher vocational","150","0.296159564684971","0.256418078919971","0.335901050449971","3"
"Satisfactory","2012","Couple + C. LE 16 ","higher education","390","0.195311084867069","0.177628961768018","0.212993207966119","3"
"Satisfactory","2012","Couple + C. GT 16 ","in school","19","","","","3"
"Satisfactory","2012","Couple + C. GT 16 ","inadequately","12","","","","3"
"Satisfactory","2012","Couple + C. GT 16 ","general elemantary","106","0.377389048962968","0.324850601003756","0.42992749692218","3"
"Satisfactory","2012","Couple + C. GT 16 ","middle vocational","525","0.332971852311575","0.309770713670618","0.356172990952532","3"
"Satisfactory","2012","Couple + C. GT 16 ","vocational + Abi","58","0.388767880087107","0.314834914361268","0.462700845812945","3"
"Satisfactory","2012","Couple + C. GT 16 ","higher vocational","80","0.449619017521493","0.381522452381484","0.517715582661501","3"
"Satisfactory","2012","Couple + C. GT 16 ","higher education","182","0.301887122639456","0.263864751555733","0.339909493723179","3"
"Satisfactory","2012","Couple + C. LE and GT 16","in school","47","0.178364420411882","0.139772541515865","0.2169562993079","3"
"Satisfactory","2012","Couple + C. LE and GT 16","inadequately","14","","","","3"
"Satisfactory","2012","Couple + C. LE and GT 16","general elemantary","72","0.220271084536471","0.176603355516636","0.263938813556306","3"
"Satisfactory","2012","Couple + C. LE and GT 16","middle vocational","268","0.299754015607837","0.268899821724138","0.330608209491536","3"
"Satisfactory","2012","Couple + C. LE and GT 16","vocational + Abi","37","0.178264695388475","0.117015398824019","0.239513991952931","3"
"Satisfactory","2012","Couple + C. LE and GT 16","higher vocational","35","0.321064244146523","0.237875279798252","0.404253208494794","3"
"Satisfactory","2012","Couple + C. LE and GT 16","higher education","80","0.286427033426398","0.235097637204837","0.337756429647959","3"
"Very good","2012","Couple + C. GT 16 ","inadequately","2","","","","1"
"Very good","2012","(Married) couple without C. ","inadequately","3","","","","1"
"Very good","2012","Couple + C. LE and GT 16","vocational + Abi","23","","","","1"
"Very good","2012","1-pers.-HH","in school","3","","","","1"
"Very good","2012","1-pers.-HH","inadequately","4","","","","1"
"Very good","2012","1-pers.-HH","general elemantary","22","","","","1"
"Very good","2012","1-pers.-HH","middle vocational","152","0.0854208303855958","0.072908748386935","0.0979329123842567","1"
"Very good","2012","1-pers.-HH","vocational + Abi","17","","","","1"
"Very good","2012","1-pers.-HH","higher vocational","9","","","","1"
"Very good","2012","1-pers.-HH","higher education","111","0.152236689342392","0.127692700348923","0.176780678335861","1"
"Very good","2012","(Married) couple without C. ","in school","4","","","","1"
"Very good","2012","(Married) couple without C. ","general elemantary","27","","","","1"
"Very good","2012","(Married) couple without C. ","middle vocational","214","0.0635664116425912","0.0562373461041116","0.0708954771810709","1"
"Very good","2012","(Married) couple without C. ","vocational + Abi","36","0.106341586171843","0.0760554482180441","0.136627724125641","1"
"Very good","2012","(Married) couple without C. ","higher vocational","32","0.0552133809104715","0.037573559054049","0.072853202766894","1"
"Very good","2012","(Married) couple without C. ","higher education","172","0.0981764522961631","0.0853921655346507","0.110960739057676","1"
"Very good","2012","Single parent ","in school","86","0.292335213098442","0.2383815263606","0.346288899836284","1"
"Very good","2012","Single parent ","inadequately","6","","","","1"
"Very good","2012","Single parent ","general elemantary","70","0.184032738035977","0.149036484960062","0.219028991111892","1"
"Very good","2012","Single parent ","middle vocational","137","0.122411124303585","0.104648782738587","0.140173465868583","1"
"Very good","2012","Single parent ","vocational + Abi","19","","","","1"
"Very good","2012","Single parent ","higher vocational","13","","","","1"
"Very good","2012","Single parent ","higher education","55","0.164025965325866","0.128442018128741","0.199609912522992","1"
"Very good","2012","Couple + C. LE 16 ","in school","1","","","","1"
"Very good","2012","Couple + C. LE 16 ","inadequately","16","","","","1"
"Very good","2012","Couple + C. LE 16 ","general elemantary","73","0.120274590311697","0.0929903239367204","0.147558856686673","1"
"Very good","2012","Couple + C. LE 16 ","middle vocational","377","0.102002935248918","0.0918477611578867","0.112158109339949","1"
"Very good","2012","Couple + C. LE 16 ","vocational + Abi","97","0.108794540655636","0.0868295050596499","0.130759576251623","1"
"Very good","2012","Couple + C. LE 16 ","higher vocational","56","0.102894158684589","0.0764480782885214","0.129340239080656","1"
"Very good","2012","Couple + C. LE 16 ","higher education","335","0.177410975714925","0.160372189590434","0.194449761839416","1"
"Very good","2012","Couple + C. GT 16 ","in school","91","0.378131646462261","0.315867093900223","0.440396199024299","1"
"Very good","2012","Couple + C. GT 16 ","general elemantary","41","0.106280479985189","0.0728762403898092","0.139684719580569","1"
"Very good","2012","Couple + C. GT 16 ","middle vocational","152","0.104739172977195","0.0896639821290495","0.11981436382534","1"
"Very good","2012","Couple + C. GT 16 ","vocational + Abi","21","","","","1"
"Very good","2012","Couple + C. GT 16 ","higher vocational","12","","","","1"
"Very good","2012","Couple + C. GT 16 ","higher education","45","0.10819070010575","0.0824639432773986","0.133917456934102","1"
"Very good","2012","Couple + C. LE and GT 16","in school","159","0.427018901727569","0.377153894252732","0.476883909202406","1"
"Very good","2012","Couple + C. LE and GT 16","inadequately","6","","","","1"
"Very good","2012","Couple + C. LE and GT 16","general elemantary","80","0.184525872960479","0.143652190264057","0.2253995556569","1"
"Very good","2012","Couple + C. LE and GT 16","middle vocational","95","0.120539763769629","0.0986127414880172","0.142466786051241","1"
"Very good","2012","Couple + C. LE and GT 16","higher vocational","15","","","","1"
"Very good","2012","Couple + C. LE and GT 16","higher education","38","0.138681941381124","0.0994416980576206","0.177922184704627","1"
"Bad ","2013","1-pers.-HH","in school","","","","","5"
"Bad ","2013","1-pers.-HH","inadequately","11","","","","5"
"Bad ","2013","1-pers.-HH","general elemantary","49","0.102353365878955","0.0762000350150311","0.128506696742878","5"
"Bad ","2013","1-pers.-HH","middle vocational","111","0.0622074833790106","0.051434607610379","0.0729803591476422","5"
"Bad ","2013","1-pers.-HH","vocational + Abi","9","","","","5"
"Bad ","2013","1-pers.-HH","higher vocational","11","","","","5"
"Bad ","2013","1-pers.-HH","higher education","28","","","","5"
"Bad ","2013","(Married) couple without C. ","in school","","","","","5"
"Bad ","2013","(Married) couple without C. ","inadequately","8","","","","5"
"Bad ","2013","(Married) couple without C. ","general elemantary","63","0.0822833286369086","0.0628359689968227","0.101730688276994","5"
"Bad ","2013","(Married) couple without C. ","middle vocational","218","0.0557601121023501","0.0488542652150971","0.0626659589896031","5"
"Bad ","2013","(Married) couple without C. ","vocational + Abi","21","","","","5"
"Bad ","2013","(Married) couple without C. ","higher vocational","25","","","","5"
"Bad ","2013","(Married) couple without C. ","higher education","62","0.0273479533585375","0.020676763249718","0.0340191434673571","5"
"Bad ","2013","Single parent ","in school","1","","","","5"
"Bad ","2013","Single parent ","inadequately","8","","","","5"
"Bad ","2013","Single parent ","general elemantary","30","0.0739675768973821","0.0515802504709314","0.0963549033238328","5"
"Bad ","2013","Single parent ","middle vocational","50","0.0367829956643156","0.0267938919049244","0.0467720994237067","5"
"Bad ","2013","Single parent ","vocational + Abi","13","","","","5"
"Bad ","2013","Single parent ","higher vocational","2","","","","5"
"Bad ","2013","Single parent ","higher education","10","","","","5"
"Bad ","2013","Couple + C. LE 16 ","in school","","","","","5"
"Bad ","2013","Couple + C. LE 16 ","inadequately","12","","","","5"
"Bad ","2013","Couple + C. LE 16 ","general elemantary","25","","","","5"
"Bad ","2013","Couple + C. LE 16 ","middle vocational","72","0.0210210108222312","0.0163113164331413","0.025730705211321","5"
"Bad ","2013","Couple + C. LE 16 ","vocational + Abi","14","","","","5"
"Bad ","2013","Couple + C. LE 16 ","higher vocational","10","","","","5"
"Bad ","2013","Couple + C. LE 16 ","higher education","22","","","","5"
"Bad ","2013","Couple + C. GT 16 ","in school","1","","","","5"
"Bad ","2013","Couple + C. GT 16 ","inadequately","4","","","","5"
"Bad ","2013","Couple + C. GT 16 ","general elemantary","13","","","","5"
"Bad ","2013","Couple + C. GT 16 ","middle vocational","49","0.0322658215192437","0.0237857508534359","0.0407458921850515","5"
"Bad ","2013","Couple + C. GT 16 ","vocational + Abi","1","","","","5"
"Bad ","2013","Couple + C. GT 16 ","higher vocational","6","","","","5"
"Bad ","2013","Couple + C. GT 16 ","higher education","16","","","","5"
"Bad ","2013","Couple + C. LE and GT 16","in school","2","","","","5"
"Bad ","2013","Couple + C. LE and GT 16","inadequately","5","","","","5"
"Bad ","2013","Couple + C. LE and GT 16","general elemantary","9","","","","5"
"Bad ","2013","Couple + C. LE and GT 16","middle vocational","20","","","","5"
"Bad ","2013","Couple + C. LE and GT 16","vocational + Abi","2","","","","5"
"Bad ","2013","Couple + C. LE and GT 16","higher vocational","2","","","","5"
"Bad ","2013","Couple + C. LE and GT 16","higher education","5","","","","5"
"Good","2013","Single parent ","higher education","188","0.466860085890224","0.419316506080523","0.514403665699925","2"
"Good","2013","(Married) couple without C. ","inadequately","22","","","","2"
"Good","2013","Couple + C. GT 16 ","higher vocational","78","0.403977457509055","0.333076991748635","0.474877923269475","2"
"Good","2013","1-pers.-HH","in school","3","","","","2"
"Good","2013","1-pers.-HH","vocational + Abi","117","0.427855785134008","0.367831182023586","0.48788038824443","2"
"Good","2013","1-pers.-HH","higher vocational","65","0.308135533262976","0.245538124978773","0.370732941547179","2"
"Good","2013","1-pers.-HH","higher education","334","0.395340099636413","0.363573669468987","0.427106529803838","2"
"Good","2013","(Married) couple without C. ","in school","2","","","","2"
"Good","2013","(Married) couple without C. ","general elemantary","203","0.24827128324228","0.217697849049027","0.278844717435532","2"
"Good","2013","(Married) couple without C. ","middle vocational","1368","0.311185229151184","0.2972512656777","0.325119192624667","2"
"Good","2013","(Married) couple without C. ","vocational + Abi","209","0.430874419724688","0.386893630415415","0.474855209033961","2"
"Good","2013","(Married) couple without C. ","higher vocational","206","0.344911614385112","0.307221162434622","0.382602066335601","2"
"Good","2013","(Married) couple without C. ","higher education","915","0.395961554726651","0.375957365681287","0.415965743772016","2"
"Good","2013","Single parent ","vocational + Abi","101","0.38480063359636","0.324728418051345","0.444872849141376","2"
"Good","2013","Single parent ","higher vocational","36","0.409897060359251","0.305952885432176","0.513841235286326","2"
"Good","2013","Couple + C. LE 16 ","in school","1","","","","2"
"Good","2013","Couple + C. LE 16 ","inadequately","77","0.459382726186035","0.388892360088734","0.529873092283336","2"
"Good","2013","Couple + C. LE 16 ","general elemantary","350","0.428453926143096","0.394269535940705","0.462638316345486","2"
"Good","2013","Couple + C. LE 16 ","middle vocational","1677","0.46060795964083","0.444243667300744","0.476972251980915","2"
"Good","2013","Couple + C. LE 16 ","vocational + Abi","475","0.560723807962974","0.528227245928666","0.593220369997283","2"
"Good","2013","Couple + C. LE 16 ","higher vocational","238","0.590525251064796","0.546488716663126","0.634561785466466","2"
"Good","2013","Couple + C. LE 16 ","higher education","1135","0.495730655386023","0.474819111636371","0.516642199135676","2"
"Good","2013","Couple + C. GT 16 ","in school","123","0.48887438567659","0.428802711315263","0.548946060037917","2"
"Good","2013","Couple + C. GT 16 ","inadequately","17","","","","2"
"Good","2013","Couple + C. GT 16 ","general elemantary","166","0.349387645337795","0.305039901438962","0.393735389236628","2"
"Good","2013","Couple + C. GT 16 ","middle vocational","695","0.39588925815679","0.372420224600861","0.419358291712719","2"
"Good","2013","Couple + C. GT 16 ","vocational + Abi","97","0.440066658451737","0.373403530697059","0.506729786206415","2"
"Good","2013","Couple + C. GT 16 ","higher education","264","0.46807597626367","0.427641377636612","0.508510574890727","2"
"Good","2013","Couple + C. LE and GT 16","in school","170","0.356791080120858","0.311030653307925","0.40255150693379","2"
"Good","2013","Couple + C. LE and GT 16","inadequately","33","0.328362982378164","0.233427497641504","0.423298467114824","2"
"Good","2013","Couple + C. LE and GT 16","general elemantary","215","0.45860279766292","0.414211099006592","0.502994496319248","2"
"Good","2013","Couple + C. LE and GT 16","middle vocational","433","0.446988064543289","0.416095656233139","0.477880472853439","2"
"Good","2013","Couple + C. LE and GT 16","vocational + Abi","76","0.386905941227194","0.316533043755685","0.457278838698704","2"
"Good","2013","Couple + C. LE and GT 16","higher vocational","61","0.418710394232078","0.336988726128705","0.500432062335451","2"
"Good","2013","Couple + C. LE and GT 16","higher education","181","0.547036434055886","0.494886491957402","0.59918637615437","2"
"Good","2013","Single parent ","in school","123","0.407675528083302","0.35358071567333","0.461770340493274","2"
"Good","2013","Single parent ","inadequately","16","","","","2"
"Good","2013","Single parent ","general elemantary","190","0.346013725464578","0.305322626482197","0.386704824446959","2"
"Good","2013","Single parent ","middle vocational","522","0.389306521385054","0.363430447268514","0.415182595501594","2"
"Good","2013","1-pers.-HH","inadequately","13","","","","2"
"Good","2013","1-pers.-HH","general elemantary","108","0.212554411295951","0.177254909275411","0.24785391331649","2"
"Good","2013","1-pers.-HH","middle vocational","599","0.31705885153989","0.296304052363758","0.337813650716023","2"
"Poor","2013","Couple + C. GT 16 ","higher vocational","20","","","","4"
"Poor","2013","Couple + C. GT 16 ","higher education","57","0.104841654878403","0.0800167825249543","0.129666527231851","4"
"Poor","2013","Couple + C. LE and GT 16","in school","11","","","","4"
"Poor","2013","1-pers.-HH","vocational + Abi","36","0.154691525288429","0.110821416664866","0.198561633911991","4"
"Poor","2013","1-pers.-HH","higher vocational","38","0.19041670388875","0.137186486592595","0.243646921184905","4"
"Poor","2013","1-pers.-HH","higher education","134","0.145599087034496","0.122683152514571","0.168515021554421","4"
"Poor","2013","(Married) couple without C. ","in school","1","","","","4"
"Poor","2013","(Married) couple without C. ","vocational + Abi","68","0.140311444745112","0.109465311432145","0.171157578058079","4"
"Poor","2013","Single parent ","in school","22","","","","4"
"Poor","2013","Single parent ","inadequately","17","","","","4"
"Poor","2013","Single parent ","vocational + Abi","32","0.115352954513377","0.0759120199073075","0.154793889119447","4"
"Poor","2013","Single parent ","higher vocational","14","","","","4"
"Poor","2013","Couple + C. LE 16 ","middle vocational","384","0.1026114166369","0.0926489391012089","0.112573894172592","4"
"Poor","2013","Couple + C. LE 16 ","vocational + Abi","77","0.0600276543813022","0.0444741838317997","0.0755811249308048","4"
"Poor","2013","Couple + C. LE 16 ","higher vocational","32","0.064658194742528","0.0426351533727721","0.086681236112284","4"
"Poor","2013","Couple + C. LE 16 ","higher education","141","0.0601160712150485","0.0501742870583693","0.0700578553717277","4"
"Poor","2013","Couple + C. GT 16 ","in school","6","","","","4"
"Poor","2013","Couple + C. GT 16 ","middle vocational","209","0.119086218210591","0.103542764578219","0.134629671842964","4"
"Poor","2013","Couple + C. GT 16 ","vocational + Abi","17","","","","4"
"Poor","2013","Couple + C. LE and GT 16","general elemantary","47","0.0900662048709197","0.0645620322390709","0.115570377502768","4"
"Poor","2013","Couple + C. LE and GT 16","middle vocational","111","0.121614989823765","0.101306736951517","0.141923242696012","4"
"Poor","2013","Couple + C. LE and GT 16","vocational + Abi","22","","","","4"
"Poor","2013","1-pers.-HH","in school","","","","","4"
"Poor","2013","1-pers.-HH","inadequately","13","","","","4"
"Poor","2013","(Married) couple without C. ","middle vocational","716","0.172157634055085","0.160795735124909","0.18351953298526","4"
"Poor","2013","(Married) couple without C. ","higher vocational","100","0.136041117700108","0.108857383280238","0.163224852119977","4"
"Poor","2013","(Married) couple without C. ","higher education","299","0.139333276641205","0.125168586445793","0.153497966836617","4"
"Poor","2013","Couple + C. LE 16 ","inadequately","30","0.166921888327772","0.114174983167728","0.219668793487816","4"
"Poor","2013","Couple + C. LE 16 ","general elemantary","108","0.129374417508898","0.106190326832055","0.152558508185742","4"
"Poor","2013","Couple + C. LE and GT 16","inadequately","28","","","","4"
"Poor","2013","1-pers.-HH","general elemantary","131","0.255600343517155","0.217964033363753","0.293236653670556","4"
"Poor","2013","(Married) couple without C. ","inadequately","32","0.358058442854026","0.25955484354207","0.456562042165983","4"
"Poor","2013","(Married) couple without C. ","general elemantary","164","0.233483691488373","0.203544547132199","0.263422835844548","4"
"Poor","2013","Single parent ","higher education","58","0.123250314175972","0.0919239686167729","0.154576659735171","4"
"Poor","2013","Couple + C. LE 16 ","in school","","","","","4"
"Poor","2013","Couple + C. LE and GT 16","higher vocational","17","","","","4"
"Poor","2013","Single parent ","general elemantary","84","0.144902036842146","0.114791838215237","0.175012235469055","4"
"Poor","2013","Single parent ","middle vocational","210","0.126422248751537","0.108786112566847","0.144058384936227","4"
"Poor","2013","Couple + C. GT 16 ","inadequately","11","","","","4"
"Poor","2013","Couple + C. GT 16 ","general elemantary","70","0.167671949154848","0.132923607888388","0.202420290421308","4"
"Poor","2013","1-pers.-HH","middle vocational","389","0.198213734689424","0.180432859536856","0.215994609841993","4"
"Poor","2013","Couple + C. LE and GT 16","higher education","32","0.123686564251572","0.0891956213594701","0.158177507143673","4"
"Satisfactory","2013","Couple + C. GT 16 ","higher education","181","0.290561255836394","0.253769843367841","0.327352668304947","3"
"Satisfactory","2013","Single parent ","higher education","106","0.242939588694438","0.202070747719657","0.283808429669219","3"
"Satisfactory","2013","Couple + C. LE 16 ","in school","1","","","","3"
"Satisfactory","2013","Couple + C. GT 16 ","higher vocational","68","0.415101158647184","0.343905004801069","0.486297312493299","3"
"Satisfactory","2013","1-pers.-HH","inadequately","24","","","","3"
"Satisfactory","2013","1-pers.-HH","vocational + Abi","70","0.297776508583411","0.242299794327899","0.353253222838924","3"
"Satisfactory","2013","1-pers.-HH","higher vocational","84","0.382149894630575","0.316272959983744","0.448026829277406","3"
"Satisfactory","2013","1-pers.-HH","higher education","279","0.285780705784463","0.256427223093617","0.315134188475309","3"
"Satisfactory","2013","(Married) couple without C. ","middle vocational","1696","0.404351812744589","0.3895815383251","0.419122087164079","3"
"Satisfactory","2013","(Married) couple without C. ","vocational + Abi","151","0.310931452088902","0.269821482871613","0.352041421306192","3"
"Satisfactory","2013","(Married) couple without C. ","higher vocational","247","0.407722882743349","0.368758077851877","0.44668768763482","3"
"Satisfactory","2013","(Married) couple without C. ","higher education","777","0.320304302568144","0.301218923254439","0.339389681881848","3"
"Satisfactory","2013","Single parent ","in school","50","0.137241124618685","0.0993615309381787","0.175120718299191","3"
"Satisfactory","2013","Single parent ","vocational + Abi","74","0.30142918011061","0.244773209111289","0.358085151109931","3"
"Satisfactory","2013","Single parent ","higher vocational","27","","","","3"
"Satisfactory","2013","Couple + C. LE 16 ","inadequately","51","0.200822464488491","0.144156112275379","0.257488816701603","3"
"Satisfactory","2013","Couple + C. LE 16 ","general elemantary","208","0.276854464686556","0.245945193050438","0.307763736322675","3"
"Satisfactory","2013","Couple + C. LE 16 ","middle vocational","999","0.300691954955503","0.285637175076533","0.315746734834472","3"
"Satisfactory","2013","Couple + C. LE 16 ","vocational + Abi","197","0.223477633773465","0.196201167678534","0.250754099868396","3"
"Satisfactory","2013","Couple + C. LE 16 ","higher vocational","146","0.234920722071445","0.196954776787872","0.272886667355018","3"
"Satisfactory","2013","Couple + C. LE 16 ","higher education","469","0.231097561628237","0.213467037484254","0.248728085772219","3"
"Satisfactory","2013","Couple + C. GT 16 ","middle vocational","524","0.335828476690396","0.313163830013356","0.358493123367437","3"
"Satisfactory","2013","Couple + C. GT 16 ","vocational + Abi","71","0.395888643744873","0.33021315533539","0.461564132154356","3"
"Satisfactory","2013","Couple + C. LE and GT 16","in school","47","0.108925519875479","0.0791657980940363","0.138685241656921","3"
"Satisfactory","2013","Couple + C. LE and GT 16","inadequately","20","","","","3"
"Satisfactory","2013","Couple + C. LE and GT 16","general elemantary","100","0.210949169779926","0.174602317075479","0.247296022484374","3"
"Satisfactory","2013","Couple + C. LE and GT 16","middle vocational","295","0.277129281621736","0.249318827850527","0.304939735392945","3"
"Satisfactory","2013","1-pers.-HH","in school","1","","","","3"
"Satisfactory","2013","(Married) couple without C. ","in school","1","","","","3"
"Satisfactory","2013","(Married) couple without C. ","inadequately","24","","","","3"
"Satisfactory","2013","(Married) couple without C. ","general elemantary","292","0.392259012750728","0.357705187064899","0.426812838436557","3"
"Satisfactory","2013","Couple + C. LE and GT 16","vocational + Abi","59","0.310905534136445","0.244026069670385","0.377784998602505","3"
"Satisfactory","2013","Couple + C. LE and GT 16","higher vocational","50","0.387448099444623","0.306750189553514","0.468146009335732","3"
"Satisfactory","2013","Couple + C. LE and GT 16","higher education","81","0.170231215022526","0.130856972237753","0.209605457807299","3"
"Satisfactory","2013","Single parent ","inadequately","24","","","","3"
"Satisfactory","2013","Single parent ","general elemantary","150","0.290923774591304","0.252072568255986","0.329774980926621","3"
"Satisfactory","2013","Single parent ","middle vocational","434","0.309535221277642","0.285001314685048","0.334069127870235","3"
"Satisfactory","2013","Couple + C. GT 16 ","in school","24","","","","3"
"Satisfactory","2013","Couple + C. GT 16 ","inadequately","18","","","","3"
"Satisfactory","2013","Couple + C. GT 16 ","general elemantary","106","0.264184407534332","0.223173942873131","0.305194872195534","3"
"Satisfactory","2013","1-pers.-HH","general elemantary","194","0.373177705913695","0.331447233350233","0.414908178477157","3"
"Satisfactory","2013","1-pers.-HH","middle vocational","673","0.351500162608752","0.330205309188399","0.372795016029106","3"
"Very good","2013","1-pers.-HH","vocational + Abi","29","","","","1"
"Very good","2013","1-pers.-HH","higher vocational","11","","","","1"
"Very good","2013","1-pers.-HH","higher education","135","0.136087493283921","0.113809740373657","0.158365246194185","1"
"Very good","2013","(Married) couple without C. ","in school","5","","","","1"
"Very good","2013","(Married) couple without C. ","inadequately","5","","","","1"
"Very good","2013","(Married) couple without C. ","general elemantary","45","0.0437026838817109","0.0292349360044621","0.0581704317589596","1"
"Very good","2013","(Married) couple without C. ","middle vocational","243","0.0565452119467922","0.049593809709158","0.0634966141844264","1"
"Very good","2013","(Married) couple without C. ","vocational + Abi","38","0.0845241346294065","0.0598184196560299","0.109229849602783","1"
"Very good","2013","(Married) couple without C. ","higher vocational","33","0.0617106178745894","0.04263072929711","0.0807905064520687","1"
"Very good","2013","(Married) couple without C. ","higher education","243","0.117052912705463","0.1039030687035","0.130202756707426","1"
"Very good","2013","Single parent ","in school","121","0.386592382512038","0.332985606547959","0.440199158476118","1"
"Very good","2013","Single parent ","inadequately","12","","","","1"
"Very good","2013","Single parent ","general elemantary","71","0.144192886204591","0.114144005271032","0.17424176713815","1"
"Very good","2013","Single parent ","middle vocational","148","0.137953012921452","0.119652133061629","0.156253892781275","1"
"Very good","2013","Single parent ","vocational + Abi","32","0.163832396786974","0.118134692648998","0.20953010092495","1"
"Very good","2013","Single parent ","higher vocational","7","","","","1"
"Very good","2013","Single parent ","higher education","61","0.132258481031733","0.0999746651746367","0.16454229688883","1"
"Very good","2013","Couple + C. LE 16 ","in school","","","","","1"
"Very good","2013","Couple + C. LE 16 ","inadequately","22","","","","1"
"Very good","2013","Couple + C. LE 16 ","general elemantary","114","0.129175850095544","0.10600691637216","0.152344783818928","1"
"Very good","2013","Couple + C. LE 16 ","middle vocational","432","0.115067657944536","0.104591285874699","0.125544030014373","1"
