"m11126","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very good","2002","East Germany","429","0.0746344690217238","0.0676560679771261","0.0816128700663215","1"
"Bad ","2003","West Germany","581","0.0420260193934782","0.0390010020068282","0.0450510367801283","5"
"Bad ","2003","East Germany","208","0.0540223394519002","0.0479687299607517","0.0600759489430486","5"
"Good","2003","West Germany","7082","0.392659809211534","0.385297464857831","0.400022153565236","2"
"Good","2003","East Germany","2225","0.386015796264508","0.372979074242787","0.39905251828623","2"
"Poor","2003","West Germany","2142","0.142382858613908","0.137114595334478","0.147651121893339","4"
"Poor","2003","East Germany","715","0.139203256393869","0.129933629094526","0.148472883693211","4"
"Satisfactory","2003","West Germany","5233","0.325760553343148","0.31869496687042","0.332826139815876","3"
"Satisfactory","2003","East Germany","1815","0.352540805303737","0.339747046309502","0.365334564297973","3"
"Very good","2003","West Germany","1863","0.0971707594379317","0.0927053375495969","0.101636181326266","1"
"Very good","2003","East Germany","394","0.0682178025859857","0.0614664104256761","0.0749691947462953","1"
"Bad ","2004","West Germany","622","0.0480269613068248","0.0447595273442522","0.0512943952693974","5"
"Bad ","2004","East Germany","204","0.0495923861332899","0.0437147395748785","0.0554700326917014","5"
"Good","2004","West Germany","6836","0.376667347929691","0.369262930992863","0.384071764866519","2"
"Good","2004","East Germany","2150","0.376398840439484","0.363282321018542","0.389515359860427","2"
"Poor","2004","West Germany","2139","0.152544528817453","0.147050275214382","0.158038782420524","4"
"Poor","2004","East Germany","719","0.159341989706773","0.149433309620893","0.169250669792654","4"
"Satisfactory","2004","West Germany","5022","0.318059241808012","0.310942531734109","0.325175951881916","3"
"Satisfactory","2004","East Germany","1792","0.347343849976797","0.334453549666258","0.360234150287336","3"
"Very good","2004","West Germany","1832","0.104701920138019","0.100023350592355","0.109380489683684","1"
"Very good","2004","East Germany","376","0.0673229337436555","0.0605388972313005","0.0741069702560105","1"
"Bad ","2005","West Germany","594","0.044856570359061","0.0416192157243147","0.0480939249938074","5"
"Bad ","2005","East Germany","197","0.0499661271686539","0.0439498699061646","0.0559823844311433","5"
"Good","2005","West Germany","6342","0.37381481211314","0.366247831942622","0.381381792283658","2"
"Good","2005","East Germany","1993","0.377191494420749","0.363807762703608","0.39057522613789","2"
"Poor","2005","West Germany","2149","0.15373417525337","0.148092844539165","0.159375505967574","4"
"Poor","2005","East Germany","722","0.167275405920553","0.156969510018702","0.177581301822404","4"
"Satisfactory","2005","West Germany","5052","0.334394625453137","0.327015905935937","0.341773344970338","3"
"Satisfactory","2005","East Germany","1741","0.335922612304271","0.322880498811279","0.348964725797262","3"
"Very good","2005","West Germany","1567","0.0931998168212919","0.088653012367807","0.0977466212747768","1"
"Very good","2005","East Germany","385","0.069644360185774","0.0626154744513183","0.0766732459202296","1"
"Bad ","2006","West Germany","675","0.0468439938873394","0.0436640569029747","0.0500239308717042","5"
"Bad ","2006","East Germany","238","0.058157592452434","0.0519060397628422","0.0644091451420258","5"
"Good","2006","West Germany","6809","0.376572509889228","0.369280842628013","0.383864177150442","2"
"Good","2006","East Germany","2188","0.371473367744364","0.358566488429153","0.384380247059575","2"
"Poor","2006","West Germany","2235","0.142658292694321","0.137395272354782","0.14792131303386","4"
"Poor","2006","East Germany","741","0.152174209637901","0.142579774647677","0.161768644628125","4"
"Satisfactory","2006","West Germany","5542","0.336342676977635","0.329232629590016","0.343452724365253","3"
"Satisfactory","2006","East Germany","1794","0.334551265648958","0.321947967631185","0.34715456366673","3"
"Very good","2006","West Germany","1701","0.0975825265514771","0.0931167258379483","0.102048327265006","1"
"Very good","2006","East Germany","423","0.0836435645163437","0.0762484645584244","0.0910386644742629","1"
"Bad ","2007","West Germany","587","0.0412446569482332","0.0381453472854856","0.0443439666109809","5"
"Bad ","2007","East Germany","202","0.0480903933223019","0.0422177637941635","0.0539630228504404","5"
"Good","2007","West Germany","6421","0.377013492350324","0.369460048751838","0.38456693594881","2"
"Good","2007","East Germany","2040","0.389318557994003","0.375935187545199","0.402701928442806","2"
"Poor","2007","West Germany","2183","0.151092174178269","0.145510320115232","0.156674028241305","4"
"Poor","2007","East Germany","695","0.15365198603266","0.143753946961239","0.163550025104081","4"
"Satisfactory","2007","West Germany","5124","0.340194022010831","0.332809903033227","0.347578140988435","3"
"Satisfactory","2007","East Germany","1777","0.33153760926511","0.318616182374784","0.344459036155435","3"
"Very good","2007","West Germany","1499","0.0904556545123436","0.0859851450019016","0.0949261640227856","1"
"Very good","2007","East Germany","385","0.0774014533859254","0.0700666829485593","0.0847362238232915","1"
"Bad ","2008","West Germany","556","0.0418104241261403","0.0385888004387997","0.0450320478134809","5"
"Bad ","2008","East Germany","188","0.0437634262390825","0.0379930677720646","0.0495337847061005","5"
"Good","2008","West Germany","5961","0.377461887388965","0.369659521217634","0.385264253560297","2"
"Good","2008","East Germany","1901","0.38390617046554","0.370187866039872","0.397624474891207","2"
"Poor","2008","West Germany","2108","0.147618715782278","0.141909263252805","0.153328168311751","4"
"Poor","2008","East Germany","696","0.157358217467899","0.14708679318818","0.167629641747618","4"
"Satisfactory","2008","West Germany","4772","0.338537697602089","0.330921067416469","0.346154327787708","3"
"Satisfactory","2008","East Germany","1672","0.33143263858587","0.318154576866433","0.344710700305308","3"
"Very good","2008","West Germany","1431","0.0945712751005273","0.0898613547927629","0.0992811954082918","1"
"Very good","2008","East Germany","371","0.0835395472416079","0.0757346465167603","0.0913444479664556","1"
"Bad ","2009","West Germany","515","0.0401307309351625","0.0368484304424263","0.0434130314278986","5"
"Bad ","2009","East Germany","185","0.0462622925930407","0.0401822520779421","0.0523423331081394","5"
"Good","2009","East Germany","1792","0.381648417253621","0.367587038960497","0.395709795546745","2"
"Good","2009","West Germany","5380","0.369713010986776","0.361640004573639","0.377786017399914","2"
"Poor","2009","East Germany","691","0.161049063130372","0.150409450800683","0.17168867546006","4"
"Poor","2009","West Germany","1887","0.143656707232195","0.137790996211926","0.149522418252464","4"
"Satisfactory","2009","East Germany","1627","0.344526597821981","0.330771384323941","0.358281811320021","3"
"Satisfactory","2009","West Germany","4673","0.355349476757146","0.347345169173397","0.363353784340894","3"
"Very good","2009","East Germany","290","0.0665136292009854","0.0593010975122958","0.073726160889675","1"
"Very good","2009","West Germany","1280","0.0911500740887203","0.0863366030823581","0.0959635450950824","1"
"Bad ","2010","East Germany","217","0.0440394741221022","0.038633066361295","0.0494458818829094","5"
"Bad ","2010","West Germany","624","0.0448646565293493","0.0419116375742632","0.0478176754844353","5"
"Good","2010","East Germany","2300","0.381262994792917","0.368465259328903","0.394060730256932","2"
"Good","2010","West Germany","7661","0.367393737889425","0.360516497244191","0.374270978534659","2"
"Poor","2010","East Germany","749","0.164200030344526","0.154438777824568","0.173961282864484","4"
"Poor","2010","West Germany","2396","0.14914995969235","0.144068134929354","0.154231784455346","4"
"Satisfactory","2010","East Germany","1746","0.335557653163215","0.323115945811634","0.347999360514796","3"
"Satisfactory","2010","West Germany","5732","0.334385269926923","0.327655245596734","0.341115294257112","3"
"Very good","2010","East Germany","521","0.0749398475772393","0.0680022493446247","0.0818774458098539","1"
"Very good","2010","West Germany","2464","0.104206375961953","0.0998479192913258","0.10856483263258","1"
"Bad ","2011","East Germany","267","0.0439328426598811","0.0389160742285187","0.0489496110912436","5"
"Bad ","2011","West Germany","789","0.0424047522877949","0.0397760458604975","0.0450334587150924","5"
"Good","2011","East Germany","2559","0.348970357411458","0.337302802504538","0.360637912318378","2"
"Good","2011","West Germany","9267","0.383631791802915","0.377288404321137","0.389975179284692","2"
"Poor","2011","East Germany","892","0.153523731714569","0.144699429871486","0.162348033557652","4"
"Poor","2011","West Germany","2990","0.151352540154344","0.146677316995483","0.156027763313204","4"
"Satisfactory","2011","East Germany","2116","0.363397508583085","0.351623879699399","0.37517113746677","3"
"Satisfactory","2011","West Germany","6791","0.315106049562804","0.309045892692092","0.321166206433515","3"
"Very good","2011","East Germany","577","0.0901755596310077","0.0831641002051286","0.0971870190568867","1"
"Very good","2011","West Germany","2737","0.107504866192143","0.103464126994435","0.111545605389852","1"
"Bad ","2012","East Germany","240","0.0441854128198864","0.0391006873303526","0.0492701383094202","5"
"Bad ","2012","West Germany","724","0.0374144607112224","0.0349053313033492","0.0399235901190956","5"
"Good","2012","East Germany","2601","0.373110213444317","0.361144037289693","0.385076389598941","2"
"Good","2012","West Germany","9086","0.384941047498081","0.378507668556242","0.39137442643992","2"
"Poor","2012","East Germany","883","0.155677890618725","0.146707553266883","0.164648227970567","4"
"Poor","2012","West Germany","2769","0.140789094100695","0.136190574448467","0.145387613752923","4"
"Satisfactory","2012","West Germany","6814","0.327495573515574","0.321290685612851","0.333700461418296","3"
"Satisfactory","2012","East Germany","2059","0.350312168479716","0.338508385832112","0.362115951127319","3"
"Very good","2012","East Germany","492","0.0767143146373558","0.0701294404470387","0.0832991888276729","1"
"Very good","2012","West Germany","2582","0.109359824174428","0.105233496698745","0.11348615165011","1"
"Bad ","2013","East Germany","251","0.050357591676393","0.0449304301764775","0.0557847531763084","5"
"Bad ","2013","West Germany","852","0.0417789443471455","0.039301550010407","0.044256338683884","5"
"Good","2013","East Germany","2421","0.358352697102088","0.346452237229178","0.370253156974998","2"
"Good","2013","West Germany","10107","0.373428319888796","0.367439068245407","0.379417571532185","2"
"Poor","2013","East Germany","912","0.154518528578239","0.145548319861921","0.163488737294557","4"
"Poor","2013","West Germany","3262","0.147241887640716","0.142854437718218","0.151629337563214","4"
"Satisfactory","2013","East Germany","2109","0.356827116911174","0.344937906657536","0.368716327164813","3"
"Satisfactory","2013","West Germany","7374","0.322132589469462","0.316346658286487","0.327918520652437","3"
"Very good","2013","East Germany","544","0.0799440657321062","0.0732133623769177","0.0866747690872948","1"
"Very good","2013","West Germany","3462","0.11541825865388","0.111461953345046","0.119374563962715","1"
"Bad ","2014","East Germany","225","0.0453306863346806","0.0399278245744416","0.0507335480949195","5"
"Bad ","2014","West Germany","729","0.0381765406237983","0.0356481047970727","0.0407049764505239","5"
"Good","2014","East Germany","2280","0.367834352005093","0.355310359016407","0.380358344993779","2"
"Good","2014","West Germany","8875","0.374875991112273","0.368488462337244","0.381263519887301","2"
"Poor","2014","East Germany","839","0.16368215489122","0.154072947301339","0.173291362481102","4"
"Poor","2014","West Germany","3028","0.153233177455402","0.148480216059211","0.157986138851594","4"
"Satisfactory","2014","East Germany","1893","0.346256736727994","0.333899995383874","0.358613478072114","3"
"Satisfactory","2014","West Germany","6834","0.32369630957735","0.317522606771271","0.32987001238343","3"
"Very good","2014","East Germany","458","0.0768960700410124","0.069976508134832","0.0838156319471929","1"
"Very good","2014","West Germany","2598","0.110017981231176","0.10588913776087","0.114146824701482","1"
"Bad ","2015","East Germany","234","0.0526855364388028","0.0467989904248246","0.0585720824527811","5"
"Bad ","2015","West Germany","672","0.039199205553882","0.0366313227931001","0.0417670883146638","5"
"Good","2015","East Germany","2143","0.361666740867562","0.34900638892402","0.374327092811103","2"
"Good","2015","West Germany","8917","0.37791051770852","0.371494865672572","0.384326169744468","2"
"Poor","2015","East Germany","805","0.15849583544762","0.14887296102307","0.16811870987217","4"
"Poor","2015","West Germany","2945","0.150709054835371","0.145975168757585","0.155442940913157","4"
"Satisfactory","2015","East Germany","1900","0.349912149676889","0.337345101157692","0.362479198196086","3"
"Satisfactory","2015","West Germany","6599","0.321141754294024","0.314963613250495","0.327319895337553","3"
"Very good","2015","West Germany","2808","0.111039467608203","0.106882278242842","0.115196656973564","1"
"Very good","2015","East Germany","451","0.0772397375691267","0.0702052479573823","0.0842742271808711","1"
"Bad ","2016","West Germany","808","0.0399870786633342","0.0374772938544335","0.0424968634722349","5"
"Bad ","2016","East Germany","251","0.0422850959788606","0.0371709349975452","0.0473992569601761","5"
"Good","2016","West Germany","9070","0.382762675904189","0.376536390998522","0.388988960809857","2"
"Good","2016","East Germany","2295","0.377172314094855","0.36485498715628","0.389489641033429","2"
"Poor","2016","West Germany","3079","0.152836182187881","0.148226883007116","0.157445481368646","4"
"Poor","2016","East Germany","878","0.164030105070511","0.154619453118561","0.173440757022461","4"
"Satisfactory","2016","West Germany","6709","0.322073282873206","0.316087694690049","0.328058871056363","3"
"Satisfactory","2016","East Germany","1832","0.333088076171745","0.321110294424531","0.345065857918959","3"
"Very good","2016","West Germany","3745","0.102340780371389","0.0984582199903175","0.106223340752461","1"
"Very good","2016","East Germany","692","0.0834244086840288","0.0763970305424694","0.0904517868255882","1"
"Bad ","2017","West Germany","797","0.0344358579247779","0.0322357240858398","0.0366359917637159","5"
"Bad ","2017","East Germany","254","0.049764598723554","0.0444675056994128","0.0550616917476951","5"
"Good","2017","West Germany","10217","0.370668838918495","0.364841292528241","0.37649638530875","2"
"Good","2017","East Germany","2574","0.40005051747793","0.388116779356571","0.411984255599288","2"
"Poor","2017","West Germany","3357","0.153696894208517","0.149345297940116","0.158048490476918","4"
"Poor","2017","East Germany","880","0.1495470857289","0.140859964994043","0.158234206463757","4"
"Satisfactory","2017","West Germany","7495","0.328432279416091","0.322765700957158","0.334098857875023","3"
"Satisfactory","2017","East Germany","2042","0.329596508022088","0.318146094311635","0.341046921732541","3"
"Very good","2017","West Germany","4521","0.112766129532119","0.108949662843259","0.116582596220978","1"
"Very good","2017","East Germany","724","0.0710412900475288","0.0647835809726686","0.077298999122389","1"
"Bad ","2018","West Germany","763","0.0364792384711216","0.0341271524118517","0.0388313245303915","5"
"Bad ","2018","East Germany","237","0.0402877349845386","0.0354097196952317","0.0451657502738455","5"
"Good","2018","West Germany","9310","0.370687975882826","0.364628472225927","0.376747479539725","2"
"Good","2018","East Germany","2447","0.404926743280453","0.392749200732738","0.417104285828168","2"
"Poor","2018","West Germany","3068","0.147609601917289","0.143159434327325","0.152059769507254","4"
"Poor","2018","East Germany","817","0.140432096228191","0.131813044375679","0.149051148080703","4"
"Satisfactory","2018","West Germany","7090","0.330235698828074","0.324335416474617","0.336135981181531","3"
"Satisfactory","2018","East Germany","2004","0.332275148565006","0.32059000885293","0.343960288277081","3"
"Very good","2018","West Germany","4175","0.114987484900689","0.110985275745868","0.11898969405551","1"
"Very good","2018","East Germany","737","0.0820782769418114","0.0752689662856467","0.0888875875979761","1"
"Bad ","2019","West Germany","700","0.0342238528958746","0.0319209287389724","0.0365267770527769","5"
"Bad ","2019","East Germany","216","0.0394408196136216","0.034584127884176","0.0442975113430671","5"
"Good","2019","West Germany","9576","0.387793152528674","0.381621149830758","0.393965155226589","2"
"Good","2019","East Germany","2527","0.400214265972415","0.387989238110621","0.412439293834209","2"
"Poor","2019","West Germany","2907","0.146530461346628","0.142050905876559","0.151010016816697","4"
"Poor","2019","East Germany","860","0.152050096987051","0.143090593204085","0.161009600770017","4"
"Satisfactory","2019","West Germany","6842","0.320311279682296","0.314400863058058","0.326221696306534","3"
"Satisfactory","2019","East Germany","1900","0.330278087219529","0.318542829169977","0.342013345269081","3"
"Very good","2019","West Germany","3916","0.111141253546528","0.107159897952519","0.115122609140537","1"
"Very good","2019","East Germany","667","0.0780167302073834","0.0713246536374552","0.0847088067773116","1"
