"m11126","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Satisfactory","1994","East Germany","Male","636","0.372206155840987","0.349862535178088","0.394549776503886","3"
"Very good","1994","West Germany","Male","550","0.102613176430012","0.0936742628205247","0.1115520900395","1"
"Very good","1994","West Germany","Female","465","0.076763720866333","0.0691560997667107","0.0843713419659553","1"
"Very good","1994","East Germany","Female","153","0.0699971996969848","0.0587844233267816","0.0812099760671881","1"
"Very good","1994","East Germany","Male","176","0.0907744198725861","0.0774952535293059","0.104053586215866","1"
"Bad ","1995","West Germany","Female","219","0.0541117360219942","0.0478206887351462","0.0604027833088421","5"
"Bad ","1995","West Germany","Male","152","0.0364952512409836","0.0311153500518047","0.0418751524301625","5"
"Bad ","1995","East Germany","Male","39","0.0288551207687727","0.0210076295701768","0.0367026119673686","5"
"Bad ","1995","East Germany","Female","75","0.0563551877733101","0.0461093399321089","0.0666010356145113","5"
"Good","1995","East Germany","Female","732","0.342178806750558","0.321099459541753","0.363258153959362","2"
"Good","1995","West Germany","Male","2001","0.407023968154284","0.392929205978434","0.421118730330134","2"
"Good","1995","West Germany","Female","1979","0.360253346492263","0.346903836624122","0.373602856360404","2"
"Good","1995","East Germany","Male","771","0.428987249028297","0.405785406661537","0.452189091395058","2"
"Poor","1995","West Germany","Male","553","0.130695748239054","0.12102531742467","0.140366179053438","4"
"Poor","1995","West Germany","Female","775","0.178582107022855","0.167931892682353","0.189232321363357","4"
"Poor","1995","East Germany","Male","184","0.110816324800001","0.096100825966002","0.125531823634","4"
"Poor","1995","East Germany","Female","291","0.167159871542328","0.15058220083758","0.183737542247077","4"
"Satisfactory","1995","West Germany","Male","1388","0.325668610531347","0.312223826534492","0.339113394528202","3"
"Satisfactory","1995","East Germany","Female","708","0.374243158557591","0.352742269849299","0.395744047265883","3"
"Satisfactory","1995","West Germany","Female","1542","0.336337168188635","0.32319949431056","0.34947484206671","3"
"Satisfactory","1995","East Germany","Male","608","0.358828894612618","0.336343109719622","0.381314679505615","3"
"Very good","1995","West Germany","Male","573","0.100116421834331","0.0915049970310903","0.108727846637572","1"
"Very good","1995","West Germany","Female","453","0.0707156422742528","0.0635872866821253","0.0778439978663803","1"
"Very good","1995","East Germany","Female","140","0.0600629753762125","0.0495062439521288","0.0706197068002963","1"
"Very good","1995","East Germany","Male","146","0.0725124107903105","0.0603550976686033","0.0846697239120177","1"
"Bad ","1996","West Germany","Female","197","0.0503889701443869","0.0442384016708061","0.0565395386179677","5"
"Bad ","1996","West Germany","Male","160","0.041578825933283","0.0357752528453714","0.0473823990211947","5"
"Bad ","1996","East Germany","Male","47","0.0318471546361641","0.0236343192783686","0.0400599899939596","5"
"Bad ","1996","East Germany","Female","61","0.0435486093768502","0.0344599070881635","0.0526373116655369","5"
"Good","1996","East Germany","Female","738","0.344197522008496","0.323039567597625","0.365355476419367","2"
"Good","1996","East Germany","Male","760","0.421955457076305","0.39885610533954","0.445054808813069","2"
"Good","1996","West Germany","Female","1844","0.342991552503571","0.329643994087017","0.356339110920126","2"
"Good","1996","West Germany","Male","1918","0.403201218773827","0.388940020132627","0.417462417415027","2"
"Poor","1996","East Germany","Male","154","0.0938764722859341","0.0802351044602877","0.10751784011158","4"
"Poor","1996","East Germany","Female","289","0.170268535065635","0.153529930092612","0.187007140038658","4"
"Poor","1996","West Germany","Male","532","0.125948672206798","0.116302690979467","0.13559465343413","4"
"Poor","1996","West Germany","Female","734","0.173666947999322","0.163015447559387","0.184318448439258","4"
"Satisfactory","1996","East Germany","Female","720","0.386913216672201","0.365223641775071","0.40860279156933","3"
"Satisfactory","1996","East Germany","Male","672","0.394637895619113","0.371777020888692","0.417498770349534","3"
"Satisfactory","1996","West Germany","Male","1394","0.335715353233906","0.321986196710985","0.349444509756827","3"
"Satisfactory","1996","West Germany","Female","1585","0.346631541567492","0.333250566445579","0.360012516689405","3"
"Very good","1996","West Germany","Male","541","0.0935559298521854","0.0850897534520305","0.10202210625234","1"
"Very good","1996","East Germany","Female","129","0.0550721168768183","0.0449131744743242","0.0652310592793124","1"
"Very good","1996","West Germany","Female","499","0.0863209877852275","0.07842457820583","0.094217397364625","1"
"Very good","1996","East Germany","Male","123","0.0576830203824841","0.046778455523475","0.0685875852414932","1"
"Bad ","1997","West Germany","Male","140","0.0394086177880287","0.0337093444242714","0.045107891151786","5"
"Bad ","1997","West Germany","Female","195","0.0473401196662992","0.0413141492330452","0.0533660900995532","5"
"Bad ","1997","East Germany","Male","52","0.0334368774487811","0.0250140668664881","0.0418596880310741","5"
"Bad ","1997","East Germany","Female","73","0.0549335443272384","0.0446829281631182","0.0651841604913587","5"
"Good","1997","East Germany","Female","763","0.357935453833574","0.336368356883268","0.37950255078388","2"
"Good","1997","East Germany","Male","784","0.415609419866703","0.392519450257993","0.438699389475414","2"
"Good","1997","West Germany","Male","1998","0.409789638688929","0.395383803390982","0.424195473986877","2"
"Good","1997","West Germany","Female","1911","0.348896329615354","0.335371971723893","0.362420687506816","2"
"Poor","1997","East Germany","Female","239","0.138468962218889","0.122930369997045","0.154007554440734","4"
"Poor","1997","West Germany","Male","490","0.119701513100055","0.110192852597649","0.12921017360246","4"
"Poor","1997","West Germany","Female","706","0.174117166661682","0.163356890986327","0.184877442337036","4"
"Poor","1997","East Germany","Male","178","0.109469287137799","0.0948407916283391","0.124097782647258","4"
"Satisfactory","1997","East Germany","Female","704","0.391423654164446","0.369466247033815","0.413381061295077","3"
"Satisfactory","1997","East Germany","Male","602","0.365037644999121","0.342481136177494","0.387594153820747","3"
"Satisfactory","1997","West Germany","Male","1327","0.334276725981771","0.32045843021905","0.348095021744491","3"
"Satisfactory","1997","West Germany","Female","1555","0.349708781726471","0.336177136700555","0.363240426752388","3"
"Very good","1997","West Germany","Male","522","0.0968235044412167","0.0881612436239747","0.105485765258459","1"
"Very good","1997","East Germany","Male","134","0.0764467705475964","0.0639976232901767","0.0888959178050161","1"
"Very good","1997","East Germany","Female","119","0.0572383854558516","0.0467877037627508","0.0676890671489524","1"
"Very good","1997","West Germany","Female","404","0.0799376023301935","0.0722422664117063","0.0876329382486806","1"
"Bad ","1998","West Germany","Male","162","0.0366409014612734","0.0314477901301676","0.0418340127923791","5"
"Bad ","1998","West Germany","Female","222","0.0532945986200651","0.0472958047109973","0.0592933925291329","5"
"Bad ","1998","East Germany","Male","47","0.0268014331565713","0.0194951635503006","0.034107702762842","5"
"Bad ","1998","East Germany","Female","94","0.0589624999003911","0.0486493663469727","0.0692756334538095","5"
"Good","1998","East Germany","Male","836","0.418531279112866","0.396213904991962","0.440848653233769","2"
"Good","1998","East Germany","Female","819","0.37630507237872","0.355094354151213","0.397515790606227","2"
"Good","1998","West Germany","Female","2211","0.366757596169162","0.353887272476247","0.379627919862077","2"
"Good","1998","West Germany","Male","2252","0.424320659891451","0.410659490785209","0.437981828997694","2"
"Poor","1998","East Germany","Female","250","0.136473854387751","0.121443760036248","0.151503948739254","4"
"Poor","1998","West Germany","Female","750","0.157638811449826","0.147906955616655","0.167370667282996","4"
"Poor","1998","East Germany","Male","200","0.111894407807484","0.0976333267563574","0.126155488858611","4"
"Poor","1998","West Germany","Male","551","0.123488831471227","0.114395081188226","0.132582581754228","4"
"Satisfactory","1998","East Germany","Female","691","0.3584790745524","0.337483075196314","0.379475073908486","3"
"Satisfactory","1998","East Germany","Male","638","0.360973853280773","0.3392461840307","0.382701522530845","3"
"Satisfactory","1998","West Germany","Female","1671","0.329040961183533","0.316492574216895","0.34158934815017","3"
"Satisfactory","1998","West Germany","Male","1421","0.299780642773219","0.28711668930902","0.312444596237417","3"
"Very good","1998","East Germany","Male","156","0.0817990266423063","0.0694008192423791","0.0941972340422334","1"
"Very good","1998","East Germany","Female","150","0.0697794987807379","0.0586248446544654","0.0809341529070104","1"
"Very good","1998","West Germany","Male","642","0.11576896440283","0.10692535795281","0.124612570852849","1"
"Very good","1998","West Germany","Female","532","0.0932680325774139","0.0855016140980124","0.101034451056815","1"
"Bad ","1999","West Germany","Male","155","0.0379517494690126","0.0325495510050165","0.0433539479330087","5"
"Bad ","1999","West Germany","Female","211","0.0513274074007817","0.0452901789753845","0.057364635826179","5"
"Bad ","1999","East Germany","Male","61","0.0370803867626636","0.0284087152528945","0.0457520582724328","5"
"Bad ","1999","East Germany","Female","77","0.0558266397502386","0.0457038262339511","0.0659494532665262","5"
"Good","1999","East Germany","Male","771","0.426092985115978","0.403399111454277","0.448786858777679","2"
"Good","1999","East Germany","Female","768","0.356509717996577","0.335391303797979","0.377628132195174","2"
"Good","1999","West Germany","Female","2052","0.358863723326148","0.345740373014716","0.371987073637581","2"
"Good","1999","West Germany","Male","2125","0.414690785906937","0.400762069979267","0.428619501834608","2"
"Poor","1999","East Germany","Female","276","0.148405870478137","0.132731269619001","0.164080471337273","4"
"Poor","1999","East Germany","Male","200","0.116886275377085","0.102141921318918","0.131630629435252","4"
"Poor","1999","West Germany","Male","517","0.120863273479292","0.111647504151408","0.130079042807177","4"
"Poor","1999","West Germany","Female","740","0.171028250670401","0.16072655871797","0.181329942622831","4"
"Satisfactory","1999","East Germany","Female","726","0.374752816260227","0.353409940041031","0.396095692479423","3"
"Satisfactory","1999","East Germany","Male","669","0.360925641567787","0.338885202647453","0.382966080488122","3"
"Satisfactory","1999","West Germany","Female","1626","0.327075931993904","0.314240452659911","0.339911411327897","3"
"Satisfactory","1999","West Germany","Male","1457","0.324650227601505","0.311412042705044","0.337888412497966","3"
"Very good","1999","West Germany","Male","552","0.101843963543252","0.0932933013223533","0.110394625764151","1"
"Very good","1999","West Germany","Female","503","0.0917046866087653","0.0838085606174905","0.09960081260004","1"
"Very good","1999","East Germany","Male","123","0.0590147111764858","0.0482001915305902","0.0698292308223813","1"
"Very good","1999","East Germany","Female","129","0.0645049555148215","0.0536738719494487","0.0753360390801943","1"
"Bad ","2000","West Germany","Male","274","0.0345031667742691","0.0306953939064988","0.0383109396420393","5"
"Bad ","2000","West Germany","Female","369","0.0460413375077461","0.0418334592020349","0.0502492158134573","5"
"Bad ","2000","East Germany","Male","94","0.0354226872981678","0.0285833577282914","0.0422620168680441","5"
"Bad ","2000","East Germany","Female","124","0.052145730297005","0.0442737522739873","0.0600177083200228","5"
"Good","2000","East Germany","Female","1179","0.354709947099807","0.337769772603469","0.371650121596145","2"
"Good","2000","West Germany","Female","3706","0.356633140345265","0.347015586652033","0.366250694038497","2"
"Good","2000","East Germany","Male","1195","0.402661971281746","0.384515814971715","0.420808127591777","2"
"Good","2000","West Germany","Male","3722","0.406231248546159","0.39598508078593","0.416477416306389","2"
"Poor","2000","East Germany","Female","439","0.155533109671056","0.142700752136461","0.168365467205652","4"
"Poor","2000","East Germany","Male","317","0.117213764716273","0.105311726467048","0.129115802965498","4"
"Poor","2000","West Germany","Male","977","0.115540288419381","0.108871116995996","0.122209459842766","4"
"Poor","2000","West Germany","Female","1285","0.14681846944085","0.139712301019076","0.153924637862624","4"
"Satisfactory","2000","East Germany","Female","1081","0.364468265082707","0.347426985912285","0.381509544253129","3"
"Satisfactory","2000","East Germany","Male","957","0.352761937744644","0.335082146125493","0.370441729363794","3"
"Satisfactory","2000","West Germany","Female","3097","0.343131233308317","0.333599017651552","0.352663448965083","3"
"Satisfactory","2000","West Germany","Male","2715","0.317948496107788","0.308233265753552","0.327663726462024","3"
"Very good","2000","West Germany","Male","1138","0.125776800152403","0.118858847837917","0.132694752466888","1"
"Very good","2000","East Germany","Female","241","0.0731429478494247","0.0639236824021433","0.0823622132967061","1"
"Very good","2000","West Germany","Female","1072","0.107375819397822","0.101159805214268","0.113591833581375","1"
"Very good","2000","East Germany","Male","243","0.0919396389591692","0.0812487698177359","0.102630508100602","1"
"Bad ","2001","West Germany","Female","327","0.0471249358379604","0.0426572325063171","0.0515926391696036","5"
"Bad ","2001","West Germany","Male","254","0.0340274229736292","0.0300375996320682","0.0380172463151903","5"
"Bad ","2001","East Germany","Male","97","0.0366724014385268","0.0294890536599388","0.0438557492171148","5"
"Bad ","2001","East Germany","Female","118","0.0556176794675965","0.0471709468842403","0.0640644120509526","5"
"Good","2001","West Germany","Female","3402","0.364285018549665","0.354139065725162","0.374430971374169","2"
"Good","2001","East Germany","Male","1132","0.415973411278695","0.397136082736386","0.434810739821004","2"
"Good","2001","East Germany","Female","1056","0.33744820466276","0.320021235328858","0.354875173996663","2"
"Good","2001","West Germany","Male","3250","0.391685547977504","0.380943438373539","0.402427657581469","2"
"Poor","2001","East Germany","Male","307","0.13105769684753","0.118160451757959","0.1439549419371","4"
"Poor","2001","East Germany","Female","408","0.157159034845177","0.143745263997778","0.170572805692577","4"
"Poor","2001","West Germany","Female","1176","0.151840796656943","0.144274665135033","0.159406928178853","4"
"Poor","2001","West Germany","Male","895","0.119156757884812","0.112027154177319","0.126286361592305","4"
"Satisfactory","2001","East Germany","Male","887","0.340058577860087","0.321953525795345","0.358163629924829","3"
"Satisfactory","2001","East Germany","Female","1041","0.386712641829478","0.368763876495168","0.404661407163788","3"
"Satisfactory","2001","West Germany","Female","2775","0.332767565195377","0.322832973345581","0.342702157045173","3"
"Satisfactory","2001","West Germany","Male","2477","0.321759664098224","0.311479161543433","0.332040166653015","3"
"Very good","2001","West Germany","Male","1056","0.13337060706583","0.12588885160047","0.140852362531191","1"
"Very good","2001","East Germany","Female","205","0.0630624391949882","0.054103654575666","0.0720212238143105","1"
"Very good","2001","West Germany","Female","962","0.103981683760054","0.0975462499684321","0.110417117551676","1"
"Very good","2001","East Germany","Male","207","0.0762379125751615","0.0660956282279182","0.0863801969224048","1"
"Bad ","2002","West Germany","Female","323","0.0466709225009318","0.042348476011875","0.0509933689899885","5"
"Bad ","2002","West Germany","Male","264","0.0368257435801074","0.0328264620498504","0.0408250251103645","5"
"Bad ","2002","East Germany","Male","90","0.0383038623974293","0.0309839798828014","0.0456237449120571","5"
"Bad ","2002","East Germany","Female","102","0.0460086827558279","0.0382583741570467","0.0537589913546091","5"
"Good","2002","East Germany","Male","1117","0.405731030370842","0.38700375790214","0.424458302839544","2"
"Good","2002","East Germany","Female","1091","0.348225241040205","0.330601188559297","0.365849293521113","2"
"Good","2002","West Germany","Male","3660","0.403054200504682","0.392638152854865","0.413470248154499","2"
"Good","2002","West Germany","Female","3642","0.359109112888874","0.349278280893261","0.368939944884487","2"
"Poor","2002","East Germany","Female","408","0.166185857016342","0.152415076897248","0.179956637135437","4"
"Poor","2002","East Germany","Male","314","0.128341411865758","0.115585235843224","0.141097587888292","4"
"Poor","2002","West Germany","Female","1266","0.155857366748294","0.148424495711947","0.163290237784641","4"
"Poor","2002","West Germany","Male","928","0.121490674386773","0.114553247145992","0.128428101627554","4"
"Satisfactory","2002","East Germany","Male","909","0.34897776709503","0.330799156766477","0.367156377423584","3"
"Satisfactory","2002","East Germany","Female","988","0.368797421675089","0.350948778600815","0.386646064749363","3"
"Satisfactory","2002","West Germany","Female","2995","0.351396571510592","0.341613541337444","0.361179601683739","3"
"Satisfactory","2002","West Germany","Male","2665","0.330833380143846","0.320841997827326","0.340824762460365","3"
"Very good","2002","West Germany","Male","1002","0.107796001384592","0.101210525098827","0.114381477670357","1"
"Very good","2002","East Germany","Male","211","0.0786459282709406","0.0683795965808165","0.0889122599610647","1"
"Very good","2002","East Germany","Female","218","0.0707827975125355","0.0612953504241221","0.0802702446009489","1"
"Very good","2002","West Germany","Female","922","0.0869660263513086","0.0811916738100088","0.0927403788926084","1"
"Bad ","2003","West Germany","Female","327","0.0478003280663465","0.0433370443515524","0.0522636117811405","5"
"Bad ","2003","West Germany","Male","254","0.0358500009688649","0.0318072217735196","0.0398927801642102","5"
"Bad ","2003","East Germany","Male","93","0.0438524922845119","0.0359588506404126","0.0517461339286113","5"
"Bad ","2003","East Germany","Female","115","0.0639303044905536","0.0548236479520401","0.073036961029067","5"
"Good","2003","West Germany","Male","3531","0.415500087173644","0.404783884502793","0.426216289844495","2"
"Good","2003","West Germany","Female","3551","0.371305142489407","0.361197253166981","0.381413031811833","2"
"Good","2003","East Germany","Male","1077","0.395872690345913","0.377020586523421","0.414724794168405","2"
"Good","2003","East Germany","Female","1148","0.376412725506332","0.358377056821812","0.394448394190851","2"
"Poor","2003","West Germany","Female","1237","0.164029956697862","0.156282984731131","0.171776928664594","4"
"Poor","2003","East Germany","Male","307","0.121616993978526","0.109017389500466","0.134216598456586","4"
"Poor","2003","East Germany","Female","408","0.156336657742372","0.142816975661388","0.169856339823356","4"
"Poor","2003","West Germany","Male","905","0.119229805290989","0.112183087877069","0.12627652270491","4"
"Satisfactory","2003","West Germany","Female","2806","0.334344790682367","0.324475248901782","0.344214332462952","3"
"Satisfactory","2003","East Germany","Male","912","0.363533069842015","0.344990167934704","0.382075971749326","3"
"Satisfactory","2003","West Germany","Male","2427","0.316579123847115","0.306464531346271","0.326693716347958","3"
"Satisfactory","2003","East Germany","Female","903","0.341831600834064","0.324174227652366","0.359488974015763","3"
"Very good","2003","West Germany","Male","1007","0.112840982719387","0.105960842346042","0.119721123092732","1"
"Very good","2003","East Germany","Male","196","0.075124753549034","0.0649634148988646","0.0852860921992034","1"
"Very good","2003","East Germany","Female","198","0.0614887114266786","0.0525460060183965","0.0704314168349608","1"
"Very good","2003","West Germany","Female","856","0.0825197820640172","0.0767633626058755","0.0882762015221588","1"
"Bad ","2004","West Germany","Male","282","0.0448348594681922","0.0402738402812571","0.0493958786551273","5"
"Bad ","2004","West Germany","Female","340","0.0510304776547662","0.0463640575251239","0.0556968977844085","5"
"Bad ","2004","East Germany","Male","93","0.0417241416466668","0.0338953175196548","0.0495529657736788","5"
"Bad ","2004","East Germany","Female","111","0.0572122224156889","0.0485081838491613","0.0659162609822165","5"
"Good","2004","West Germany","Female","3458","0.359374182029794","0.349199553947307","0.369548810112281","2"
"Good","2004","East Germany","Male","1060","0.403109486385801","0.383904393794967","0.422314578976636","2"
"Good","2004","East Germany","Female","1090","0.350531475812714","0.332649644630754","0.368413306994673","2"
"Good","2004","West Germany","Male","3378","0.395046321196367","0.384271754033303","0.405820888359431","2"
"Poor","2004","East Germany","Male","296","0.135551317833706","0.122149026999022","0.148953608668389","4"
"Poor","2004","East Germany","Female","423","0.182381566708892","0.167909344111432","0.196853789306353","4"
"Poor","2004","West Germany","Female","1248","0.174112790626636","0.166071632617836","0.182153948635437","4"
"Poor","2004","West Germany","Male","891","0.129622033914306","0.122219027585533","0.13702504024308","4"
"Satisfactory","2004","West Germany","Female","2651","0.323798395972649","0.313875959372069","0.333720832573229","3"
"Satisfactory","2004","East Germany","Male","874","0.345591437053892","0.326972129272171","0.364210744835612","3"
"Satisfactory","2004","West Germany","Male","2371","0.311959736282201","0.301748673186137","0.322170799378265","3"
"Satisfactory","2004","East Germany","Female","918","0.349040937503043","0.331176701493863","0.366905173512222","3"
"Very good","2004","West Germany","Male","986","0.118537049138933","0.111412722088156","0.12566137618971","1"
"Very good","2004","West Germany","Female","846","0.0916841537161549","0.0855647589097334","0.0978035485225764","1"
"Very good","2004","East Germany","Male","183","0.074023617079935","0.0637731733940417","0.0842740607658282","1"
"Very good","2004","East Germany","Female","193","0.0608337975596626","0.051875755082319","0.0697918400370062","1"
"Bad ","2005","West Germany","Male","270","0.0415215869276782","0.0370055088481346","0.0460376650072218","5"
"Bad ","2005","West Germany","Female","324","0.0479750961153285","0.0433516957980096","0.0525984964326474","5"
"Bad ","2005","East Germany","Male","92","0.0497004953978023","0.0410364568459363","0.0583645339496683","5"
"Bad ","2005","East Germany","Female","105","0.0502250507775923","0.0418635327946862","0.0585865687604984","5"
"Good","2005","East Germany","Female","1057","0.375330520232705","0.356793212280458","0.393867828184951","2"
"Good","2005","West Germany","Male","3090","0.387934695884363","0.376903781988939","0.398965609779787","2"
"Good","2005","West Germany","Female","3252","0.360611381834687","0.350223390403738","0.370999373265635","2"
"Good","2005","East Germany","Male","936","0.379100682505629","0.359758849016445","0.398442515994812","2"
"Poor","2005","West Germany","Male","931","0.140562513080157","0.132694316441647","0.148430709718667","4"
"Poor","2005","West Germany","Female","1218","0.166050928420262","0.158000484371365","0.174101372469159","4"
"Poor","2005","East Germany","Male","318","0.148094725234526","0.133934335237012","0.162255115232041","4"
"Poor","2005","East Germany","Female","404","0.185971705121505","0.171076113146292","0.200867297096719","4"
"Satisfactory","2005","West Germany","Male","2412","0.330000184078034","0.319355623574489","0.340644744581579","3"
"Satisfactory","2005","West Germany","Female","2640","0.338503844852462","0.328266793491286","0.348740896213639","3"
"Satisfactory","2005","East Germany","Male","877","0.343829163903669","0.324893105543494","0.362765222263843","3"
"Satisfactory","2005","East Germany","Female","864","0.328215729698285","0.310239061968121","0.346192397428448","3"
"Very good","2005","West Germany","Male","793","0.0999810200297682","0.0931902672865086","0.106771772773028","1"
"Very good","2005","West Germany","Female","774","0.0868587487772602","0.0807661134707747","0.0929513840837457","1"
"Very good","2005","East Germany","Male","194","0.0792749329583743","0.0685042636716341","0.0900456022451146","1"
"Very good","2005","East Germany","Female","191","0.060256994169913","0.0511469000581956","0.0693670882816305","1"
"Bad ","2006","West Germany","Male","297","0.0440164703202325","0.0395414982798084","0.0484914423606567","5"
"Bad ","2006","West Germany","Female","378","0.0495017984601234","0.0449927661315123","0.0540108307887346","5"
"Bad ","2006","East Germany","Male","106","0.0518167980517799","0.0432720505801651","0.0603615455233947","5"
"Bad ","2006","East Germany","Female","132","0.0643499338826076","0.0552596505340361","0.0734402172311792","5"
"Good","2006","West Germany","Male","3355","0.398733009923919","0.388051508795837","0.409414511052001","2"
"Good","2006","West Germany","Female","3454","0.35574216951203","0.345790527655291","0.36569381136877","2"
"Good","2006","East Germany","Male","1091","0.397253286025467","0.378389928675295","0.416116643375639","2"
"Good","2006","East Germany","Female","1097","0.346297018228583","0.328670714443688","0.363923322013479","2"
"Poor","2006","West Germany","Female","1303","0.163641722912144","0.155951473735948","0.17133197208834","4"
"Poor","2006","East Germany","Male","325","0.134751808975087","0.121588791152105","0.147914826798068","4"
"Poor","2006","East Germany","Female","416","0.169188710758818","0.155299309428527","0.183078112089108","4"
"Poor","2006","West Germany","Male","932","0.120334926985951","0.113237318519989","0.127432535451912","4"
"Satisfactory","2006","West Germany","Male","2618","0.331829496998061","0.321557410720754","0.342101583275367","3"
"Satisfactory","2006","West Germany","Female","2924","0.340584958289469","0.330733753052237","0.350436163526702","3"
"Satisfactory","2006","East Germany","Male","841","0.320856426417319","0.302861337946462","0.338851514888176","3"
"Satisfactory","2006","East Germany","Female","953","0.347925476354307","0.330279797398636","0.365571155309978","3"
"Very good","2006","West Germany","Male","870","0.105086095771837","0.0983961781368547","0.111776013406819","1"
"Very good","2006","West Germany","Female","831","0.0905293508262333","0.0845646830711522","0.0964940185813143","1"
"Very good","2006","East Germany","Male","222","0.0953216805303474","0.084001307088253","0.106642053972442","1"
"Very good","2006","East Germany","Female","201","0.0722388607756845","0.0626481636823055","0.0818295578690636","1"
"Bad ","2007","West Germany","Male","257","0.0379673328529433","0.0336469148168792","0.0422877508890074","5"
"Bad ","2007","West Germany","Female","330","0.0443150593721671","0.039886927101386","0.0487431916429482","5"
"Bad ","2007","East Germany","Male","104","0.0470997412350413","0.03871268763727","0.0554867948328126","5"
"Bad ","2007","East Germany","Female","98","0.0490517923640297","0.0408256736371899","0.0572779110908696","5"
"Good","2007","East Germany","Female","1047","0.373810331617393","0.355382777308062","0.392237885926725","2"
"Good","2007","East Germany","Male","993","0.40529866215771","0.385862367329422","0.424734956985998","2"
"Good","2007","West Germany","Male","3183","0.401924336763417","0.390840859541832","0.413007813985001","2"
