"m11126","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very good","2011","middle vocational","1274","0.087274876932112","0.0825916577690456","0.0919580960951784","1"
"Very good","2011","general elemantary","307","0.0802061043417074","0.0705966523865752","0.0898155562968396","1"
"Very good","2011","in school","343","0.393844384601624","0.361780210418231","0.425908558785017","1"
"Bad ","2012","higher vocational","50","0.0320818310453843","0.0239614258136614","0.0402022362771071","5"
"Bad ","2012","higher education","125","0.021746823025911","0.0181041806749529","0.025389465376869","5"
"Bad ","2012","middle vocational","550","0.0458210529981759","0.042305434107708","0.0493366718886438","5"
"Bad ","2012","vocational + Abi","43","0.018518336027473","0.0125650458254595","0.0244716262294866","5"
"Bad ","2012","in school","6","","","","5"
"Bad ","2012","inadequately","29","","","","5"
"Bad ","2012","general elemantary","144","0.0505237489616149","0.0426875594450956","0.0583599384781341","5"
"Good","2012","higher vocational","756","0.391374279092756","0.368883727912481","0.413864830273032","2"
"Good","2012","vocational + Abi","969","0.448424929367236","0.426463420917769","0.470386437816703","2"
"Good","2012","inadequately","101","0.21129168995815","0.170672463839807","0.251910916076492","2"
"Good","2012","general elemantary","997","0.310627209844183","0.294070962347493","0.327183457340873","2"
"Good","2012","higher education","2932","0.458364168430416","0.445920397361777","0.470807939499055","2"
"Good","2012","in school","407","0.441008228403881","0.408766749358199","0.473249707449563","2"
"Good","2012","middle vocational","5348","0.362105791728189","0.354025139674138","0.37018644378224","2"
"Poor","2012","higher vocational","231","0.13926170287404","0.12330731222955","0.15521609351853","4"
"Poor","2012","higher education","614","0.106932343222161","0.0992146109033345","0.114650075540988","4"
"Poor","2012","vocational + Abi","218","0.126051921631732","0.111395345466772","0.140708497796691","4"
"Poor","2012","middle vocational","1886","0.149858242808571","0.143857011949255","0.155859473667888","4"
"Poor","2012","general elemantary","543","0.200226495854321","0.185909253620845","0.214543738087797","4"
"Poor","2012","in school","36","0.0404081440692733","0.0276212039553076","0.0531950841832391","4"
"Poor","2012","inadequately","89","0.269949052055262","0.225776782247479","0.314121321863045","4"
"Satisfactory","2012","vocational + Abi","524","0.293440174681381","0.27333308410924","0.313547265253523","3"
"Satisfactory","2012","inadequately","130","0.355058342240228","0.30744350506676","0.402673179413696","3"
"Satisfactory","2012","higher vocational","633","0.373768567166022","0.35147407281734","0.396063061514703","3"
"Satisfactory","2012","middle vocational","4659","0.357579112997951","0.349520686677832","0.36563753931807","3"
"Satisfactory","2012","higher education","1726","0.281414637044035","0.270183970992425","0.292645303095644","3"
"Satisfactory","2012","in school","113","0.13284372737029","0.11080390379047","0.15488355095011","3"
"Satisfactory","2012","general elemantary","994","0.353370081849687","0.336267649580856","0.370472514118518","3"
"Very good","2012","inadequately","39","0.074386680982198","0.0482774177598459","0.10049594420455","1"
"Very good","2012","vocational + Abi","216","0.113564638292177","0.0995539305083071","0.127575346076048","1"
"Very good","2012","higher vocational","139","0.0635136198217982","0.052275000188367","0.0747522394552294","1"
"Very good","2012","higher education","762","0.131542028277477","0.123100916349387","0.139983140205567","1"
"Very good","2012","in school","349","0.378737677434804","0.347238757227594","0.410236597642015","1"
"Very good","2012","general elemantary","323","0.0852524634901941","0.0752612282066252","0.0952436987737629","1"
"Very good","2012","middle vocational","1146","0.0846357994671126","0.0799559880368861","0.0893156108973391","1"
"Bad ","2013","in school","4","","","","5"
"Bad ","2013","inadequately","57","0.0943727757044207","0.0716344057867942","0.117111145622047","5"
"Bad ","2013","higher vocational","57","0.0409396577468116","0.0316023836062756","0.0502769318873475","5"
"Bad ","2013","higher education","149","0.0257461919018616","0.0220027360643734","0.0294896477393497","5"
"Bad ","2013","general elemantary","204","0.0698486289872254","0.0617677517715879","0.0779295062028629","5"
"Bad ","2013","middle vocational","549","0.0475421225623403","0.0440450922895857","0.051039152835095","5"
"Bad ","2013","vocational + Abi","63","0.0248174788019918","0.0185569281626721","0.0310780294413115","5"
"Good","2013","inadequately","200","0.30048358224636","0.264824467421074","0.336142697071646","2"
"Good","2013","general elemantary","1326","0.294098874615759","0.279653747494054","0.308544001737465","2"
"Good","2013","vocational + Abi","1104","0.454286707536242","0.434249461557463","0.474323953515021","2"
"Good","2013","in school","436","0.416744078367266","0.387272176934815","0.446215979799717","2"
"Good","2013","middle vocational","5462","0.352929290828401","0.345075904871394","0.360782676785407","2"
"Good","2013","higher vocational","690","0.385991853129243","0.363051443133627","0.408932263124858","2"
"Good","2013","higher education","3068","0.428067015520394","0.416371789715472","0.439762241325316","2"
"Poor","2013","vocational + Abi","266","0.117895305230755","0.104917565174235","0.130873045287274","4"
"Poor","2013","inadequately","143","0.254765953783433","0.220875431094247","0.288656476472619","4"
"Poor","2013","general elemantary","644","0.204091199224581","0.191313680033307","0.216868718415856","4"
"Poor","2013","middle vocational","2069","0.155781477758484","0.149821802894144","0.161741152622823","4"
"Poor","2013","higher vocational","225","0.13363845993834","0.117604516292938","0.149672403583741","4"
"Poor","2013","higher education","732","0.122095817080485","0.114357364798145","0.129834269362825","4"
"Poor","2013","in school","41","0.0383832986712684","0.0268986951881675","0.0498679021543692","4"
"Satisfactory","2013","inadequately","176","0.267819215714586","0.233376986016438","0.302261445412734","3"
"Satisfactory","2013","vocational + Abi","640","0.294606529597367","0.276261109958204","0.31295194923653","3"
"Satisfactory","2013","in school","135","0.122913064455859","0.103285599832845","0.142540529078874","3"
"Satisfactory","2013","general elemantary","1118","0.33053072864873","0.315617420418432","0.345444036879028","3"
"Satisfactory","2013","middle vocational","4738","0.357159178047444","0.349284734923744","0.365033621171143","3"
"Satisfactory","2013","higher vocational","627","0.372179968546167","0.349401783275286","0.394958153817048","3"
"Satisfactory","2013","higher education","1917","0.284904249118334","0.27423554381544","0.295572954421229","3"
"Very good","2013","vocational + Abi","299","0.108393978833644","0.0958833302799554","0.120904627387333","1"
"Very good","2013","higher vocational","131","0.0672500606394392","0.0554481045534834","0.079052016725395","1"
"Very good","2013","higher education","1010","0.139186726378925","0.131005214885263","0.147368237872588","1"
"Very good","2013","inadequately","59","0.0825584725511999","0.0611526830595071","0.103964262042893","1"
"Very good","2013","general elemantary","530","0.101430568523704","0.0918594432718929","0.111001693775515","1"
"Very good","2013","middle vocational","1406","0.0865879308033316","0.0819662571811398","0.0912096044255234","1"
"Very good","2013","in school","459","0.417659773155807","0.38817868029887","0.447140866012743","1"
"Bad ","2014","in school","4","","","","5"
"Bad ","2014","inadequately","47","0.11327039567755","0.0856292388648675","0.140911552490232","5"
"Bad ","2014","higher vocational","41","0.0282141593583969","0.0200981469921091","0.0363301717246848","5"
"Bad ","2014","higher education","129","0.024702815116596","0.0208503674560932","0.0285552627770988","5"
"Bad ","2014","general elemantary","169","0.0623938028073487","0.0540693522286832","0.0707182533860142","5"
"Bad ","2014","middle vocational","505","0.0441112188155339","0.0405270704431065","0.0476953671879614","5"
"Bad ","2014","vocational + Abi","48","0.0240031337142617","0.0173855360147682","0.0306207314137551","5"
"Good","2014","inadequately","157","0.296885860638728","0.257037535254248","0.336734186023208","2"
"Good","2014","vocational + Abi","924","0.433069259504793","0.411645984650006","0.45449253435958","2"
"Good","2014","general elemantary","1091","0.27892392946513","0.263488879281522","0.294358979648738","2"
"Good","2014","higher vocational","654","0.402663277741842","0.378624937461787","0.426701618021898","2"
"Good","2014","higher education","2895","0.432785568694433","0.420488402032051","0.445082735356815","2"
"Good","2014","in school","377","0.424696198899047","0.392074873138378","0.457317524659716","2"
"Good","2014","middle vocational","4784","0.356309274873591","0.347950166455872","0.36466838329131","2"
"Poor","2014","vocational + Abi","232","0.107138285401606","0.0937659696005547","0.120510601202657","4"
"Poor","2014","inadequately","112","0.263693517177943","0.225262538830793","0.302124495525093","4"
"Poor","2014","general elemantary","580","0.203403097001969","0.189549176088703","0.217257017915235","4"
"Poor","2014","higher vocational","216","0.14624933086073","0.128929791722347","0.163568869999112","4"
"Poor","2014","middle vocational","1940","0.171372312453811","0.164794858484367","0.177949766423255","4"
"Poor","2014","higher education","684","0.117398217205801","0.109408927148281","0.125387507263322","4"
"Poor","2014","in school","26","","","","4"
"Satisfactory","2014","inadequately","147","0.246922764407698","0.209312816920459","0.284532711894936","3"
"Satisfactory","2014","vocational + Abi","617","0.310125285433174","0.290126856451014","0.330123714415335","3"
"Satisfactory","2014","in school","119","0.149018093590951","0.125516708269494","0.172519478912408","3"
"Satisfactory","2014","middle vocational","4353","0.350140293796789","0.341814251371421","0.358466336222157","3"
"Satisfactory","2014","higher education","1754","0.291396440203926","0.280118265346459","0.302674615061392","3"
"Satisfactory","2014","general elemantary","999","0.345311029233269","0.328946732197753","0.361675326268785","3"
"Satisfactory","2014","higher vocational","587","0.365799823845087","0.342191846251169","0.389407801439004","3"
"Very good","2014","vocational + Abi","234","0.125664035946165","0.111332694240424","0.139995377651906","1"
"Very good","2014","higher vocational","101","0.0570734081939444","0.0457029044699354","0.0684439119179534","1"
"Very good","2014","higher education","774","0.133716958779244","0.125269653504628","0.14216426405386","1"
"Very good","2014","inadequately","42","0.079227462098081","0.0556706535079015","0.10278427068826","1"
"Very good","2014","general elemantary","404","0.109968141492283","0.0992007417766171","0.120735541207949","1"
"Very good","2014","middle vocational","1027","0.0780669000602753","0.0733842582376121","0.0827495418829386","1"
"Very good","2014","in school","356","0.397968798249007","0.365665429842582","0.430272166655433","1"
"Bad ","2015","in school","3","","","","5"
"Bad ","2015","inadequately","39","0.127404777404652","0.0992040558598709","0.155605498949432","5"
"Bad ","2015","general elemantary","151","0.0625492604308309","0.0540510844316699","0.0710474364299919","5"
"Bad ","2015","middle vocational","467","0.045138986342415","0.0414606063393076","0.0488173663455223","5"
"Bad ","2015","vocational + Abi","46","0.0259495091338189","0.0192572344168034","0.0326417838508344","5"
"Bad ","2015","higher vocational","57","0.0514125870257834","0.0403650031187999","0.0624601709327669","5"
"Bad ","2015","higher education","126","0.0236787904795665","0.019967037551661","0.027390543407472","5"
"Good","2015","general elemantary","1108","0.320765245445456","0.304384109791087","0.337146381099825","2"
"Good","2015","higher vocational","610","0.374571849863186","0.350358761811773","0.398784937914599","2"
"Good","2015","inadequately","169","0.251263102697054","0.214577984300854","0.287948221093253","2"
"Good","2015","vocational + Abi","980","0.423180562511821","0.402383535725457","0.443977589298185","2"
"Good","2015","higher education","2947","0.434547137293528","0.42244618383514","0.446648090751916","2"
"Good","2015","in school","359","0.447193474404804","0.412233436816527","0.482153511993082","2"
"Good","2015","middle vocational","4595","0.352357096047806","0.343893207659554","0.360820984436058","2"
"Poor","2015","vocational + Abi","233","0.107668507814445","0.0946210497591305","0.12071596586976","4"
"Poor","2015","inadequately","126","0.239048790093622","0.202975759585659","0.275121820601585","4"
"Poor","2015","general elemantary","524","0.192152254622523","0.178325256477524","0.205979252767523","4"
"Poor","2015","middle vocational","1892","0.172114228195494","0.165426105877414","0.178802350513574","4"
"Poor","2015","higher vocational","213","0.140414755602665","0.123034956532587","0.157794554672743","4"
"Poor","2015","higher education","666","0.112185172268667","0.104480895658839","0.119889448878495","4"
"Poor","2015","in school","29","","","","4"
"Satisfactory","2015","inadequately","134","0.291964503029012","0.253509443280239","0.330419562777785","3"
"Satisfactory","2015","vocational + Abi","637","0.313685122680126","0.294154003975959","0.333216241384292","3"
"Satisfactory","2015","middle vocational","4191","0.351305755514863","0.342847646744279","0.359763864285447","3"
"Satisfactory","2015","in school","96","0.0988785490828043","0.0778901028945636","0.119866995271045","3"
"Satisfactory","2015","general elemantary","942","0.33119272223134","0.31467571757466","0.34770972688802","3"
"Satisfactory","2015","higher vocational","570","0.380217581370734","0.355933055722279","0.40450210701919","3"
"Satisfactory","2015","higher education","1794","0.289035163709558","0.277968866192369","0.300101461226746","3"
"Very good","2015","vocational + Abi","272","0.129516297859789","0.115382431350394","0.143650164369184","1"
"Very good","2015","higher vocational","85","0.053383226137631","0.0421376060621612","0.0646288462131008","1"
"Very good","2015","higher education","913","0.140553736248681","0.132069094653893","0.149038377843469","1"
"Very good","2015","general elemantary","394","0.0933405172698496","0.0831311786311169","0.103549855908582","1"
"Very good","2015","inadequately","69","0.0903188267756607","0.0660753615665334","0.114562291984788","1"
"Very good","2015","in school","290","0.411627352633476","0.377024179001424","0.446230526265528","1"
"Very good","2015","middle vocational","1092","0.0790839338994218","0.0743024272062179","0.0838654405926257","1"
"Bad ","2016","in school","4","","","","5"
"Bad ","2016","inadequately","112","0.0659198583048489","0.0551254143886553","0.0767143022210424","5"
"Bad ","2016","general elemantary","190","0.0660981449890138","0.0579515366459135","0.0742447533321141","5"
"Bad ","2016","middle vocational","469","0.0449130827753715","0.0411846740952541","0.0486414914554888","5"
"Bad ","2016","vocational + Abi","61","0.0348220862219558","0.0270583738261284","0.0425857986177833","5"
"Bad ","2016","higher vocational","43","0.0317076997638064","0.0225715624575509","0.040843837070062","5"
"Bad ","2016","higher education","146","0.0242614993739667","0.0205726756712346","0.0279503230766988","5"
"Good","2016","general elemantary","1209","0.316680863915463","0.301427898518804","0.331933829312123","2"
"Good","2016","higher vocational","570","0.418376885374117","0.392656250740798","0.444097520007436","2"
"Good","2016","inadequately","610","0.277821800028588","0.258336575268489","0.297307024788688","2"
"Good","2016","vocational + Abi","921","0.438078522739449","0.417067259949229","0.459089785529668","2"
"Good","2016","higher education","2934","0.437840716964166","0.425946109156647","0.449735324771685","2"
"Good","2016","in school","343","0.463587781156924","0.427707035503385","0.499468526810463","2"
"Good","2016","middle vocational","4404","0.35481256224354","0.346199490299601","0.363425634187479","2"
"Poor","2016","vocational + Abi","247","0.115223771254934","0.101702232305573","0.128745310204296","4"
"Poor","2016","inadequately","285","0.243203020304715","0.224540330004255","0.261865710605175","4"
"Poor","2016","general elemantary","548","0.197584132105161","0.184528215453205","0.210640048757117","4"
"Poor","2016","middle vocational","1790","0.171364376263664","0.164580815776151","0.178147936751176","4"
"Poor","2016","higher vocational","219","0.152749942723011","0.133992512413672","0.171507373032349","4"
"Poor","2016","higher education","741","0.119475955768449","0.111699651825664","0.127252259711234","4"
"Poor","2016","in school","28","","","","4"
"Satisfactory","2016","inadequately","399","0.28582490023498","0.266170832230184","0.305478968239776","3"
"Satisfactory","2016","vocational + Abi","619","0.289903166346476","0.270688908022802","0.30911742467015","3"
"Satisfactory","2016","higher vocational","500","0.346620022923736","0.32180659621232","0.371433449635152","3"
"Satisfactory","2016","higher education","1821","0.296307508030757","0.285359751079636","0.307255264981877","3"
"Satisfactory","2016","middle vocational","3953","0.35368382357876","0.345076943716453","0.362290703441067","3"
"Satisfactory","2016","in school","90","0.102482143543512","0.0806602824176987","0.124304004669325","3"
"Satisfactory","2016","general elemantary","952","0.32258237927364","0.3072545678777","0.33791019066958","3"
"Very good","2016","vocational + Abi","294","0.121972453437185","0.108113727443557","0.135831179430813","1"
"Very good","2016","higher vocational","81","0.05054544921533","0.039123107971457","0.0619677904592029","1"
"Very good","2016","higher education","1041","0.122114319862661","0.114264410533903","0.12996422919142","1"
"Very good","2016","general elemantary","674","0.0970544797167217","0.0873478122957423","0.106761147137701","1"
"Very good","2016","inadequately","624","0.127230421126867","0.112734515448917","0.141726326804818","1"
"Very good","2016","in school","277","0.380493258763101","0.345559715319451","0.415426802206751","1"
"Very good","2016","middle vocational","1238","0.0752261551386655","0.0704780772860385","0.0799742329912925","1"
"Bad ","2017","in school","5","","","","5"
"Bad ","2017","inadequately","122","0.0603493238449791","0.0513235009158654","0.0693751467740927","5"
"Bad ","2017","general elemantary","167","0.0516187567149708","0.0447655109774856","0.058472002452456","5"
"Bad ","2017","middle vocational","479","0.043810106091293","0.0402954315827568","0.0473247805998292","5"
"Bad ","2017","vocational + Abi","57","0.025298051871747","0.0189613455935212","0.0316347581499728","5"
"Bad ","2017","higher vocational","50","0.032921465874092","0.0240242464119209","0.0418186853362631","5"
"Bad ","2017","higher education","143","0.0229404603596221","0.0195472019058182","0.0263337188134261","5"
"Good","2017","general elemantary","1388","0.315966586257178","0.30156665914034","0.330366513374016","2"
"Good","2017","higher vocational","609","0.382294549338391","0.3580634220535","0.406525676623282","2"
"Good","2017","inadequately","845","0.27201264076484","0.255146184207127","0.288879097322553","2"
"Good","2017","vocational + Abi","1030","0.440645098561593","0.420610884194961","0.460679312928226","2"
"Good","2017","higher education","3363","0.437818114369533","0.426573601453601","0.449062627285464","2"
"Good","2017","in school","357","0.419802529774015","0.386064274232042","0.453540785315988","2"
"Good","2017","middle vocational","4826","0.35112850060637","0.342931815049769","0.359325186162971","2"
"Poor","2017","vocational + Abi","262","0.115373834742881","0.102481912577921","0.12826575690784","4"
"Poor","2017","inadequately","337","0.217392370100491","0.201758677184332","0.23302606301665","4"
"Poor","2017","general elemantary","599","0.199280724929725","0.186907758194281","0.211653691665169","4"
"Poor","2017","middle vocational","1932","0.172794581410284","0.166302295615679","0.179286867204888","4"
"Poor","2017","higher vocational","206","0.151952089161638","0.134052322023424","0.169851856299852","4"
"Poor","2017","higher education","756","0.108671512180286","0.101617566525646","0.115725457834926","4"
"Poor","2017","in school","34","0.0300930053400339","0.0184138883441549","0.041772122335913","4"
"Satisfactory","2017","inadequately","512","0.292001710857081","0.274768103589981","0.309235318124181","3"
"Satisfactory","2017","vocational + Abi","690","0.296904904319862","0.278467497410318","0.315342311229405","3"
"Satisfactory","2017","higher vocational","567","0.36147340945163","0.337517563006364","0.385429255896895","3"
"Satisfactory","2017","higher education","1994","0.292051578536352","0.281745677958775","0.302357479113928","3"
"Satisfactory","2017","middle vocational","4402","0.358981605544322","0.350744071389648","0.367219139698996","3"
"Satisfactory","2017","in school","104","0.158630510879561","0.133655888910774","0.183605132848347","3"
"Satisfactory","2017","general elemantary","1077","0.33798707170889","0.323335495909899","0.352638647507881","3"
"Very good","2017","vocational + Abi","320","0.121778110503918","0.10858124273827","0.134974978269566","1"
"Very good","2017","higher vocational","113","0.0713584861742498","0.0585224565591274","0.0841945157893723","1"
"Very good","2017","higher education","1222","0.138518334554207","0.130688870929724","0.14634779817869","1"
"Very good","2017","inadequately","858","0.158243954432609","0.144410709226372","0.172077199638846","1"
"Very good","2017","general elemantary","773","0.0951468603892365","0.0860584624083387","0.104235258370134","1"
"Very good","2017","middle vocational","1388","0.0732852063477313","0.0688100615702914","0.0777603511251711","1"
"Very good","2017","in school","322","0.386899403958313","0.353604552493812","0.420194255422815","1"
"Bad ","2018","in school","5","","","","5"
"Bad ","2018","inadequately","96","0.0821004986271982","0.0705715522914843","0.0936294449629121","5"
"Bad ","2018","general elemantary","166","0.0555363624673351","0.048129761232324","0.0629429637023462","5"
"Bad ","2018","middle vocational","474","0.0424675873993368","0.0388950181136863","0.0460401566849873","5"
"Bad ","2018","vocational + Abi","46","0.0263735100026058","0.0196956749571836","0.0330513450480281","5"
"Bad ","2018","higher vocational","46","0.0381507960054037","0.0283045386111184","0.0479970533996889","5"
"Bad ","2018","higher education","125","0.0192134754450024","0.0160079605277684","0.0224189903622365","5"
"Good","2018","general elemantary","1217","0.306526734687462","0.29161642486753","0.321437044507394","2"
"Good","2018","higher vocational","580","0.39400659631406","0.368890532228549","0.419122660399571","2"
"Good","2018","inadequately","629","0.282323974502876","0.263419820255638","0.301228128750113","2"
"Good","2018","vocational + Abi","962","0.418588368720402","0.398029890423694","0.439146847017109","2"
"Good","2018","middle vocational","4482","0.351573592803224","0.343114698588328","0.360032487018121","2"
"Good","2018","higher education","3171","0.438935246858587","0.427347091371951","0.450523402345223","2"
"Good","2018","in school","279","0.421535956628349","0.385007188034528","0.458064725222169","2"
"Poor","2018","vocational + Abi","269","0.132004590704263","0.117898432142591","0.146110749265936","4"
"Poor","2018","inadequately","245","0.204602259661341","0.187660186897255","0.221544332425426","4"
"Poor","2018","general elemantary","534","0.193873747803063","0.18108880875064","0.206658686855485","4"
"Poor","2018","middle vocational","1801","0.159264372092374","0.152781549059616","0.165747195125133","4"
"Poor","2018","higher vocational","192","0.149061023399088","0.130754867972205","0.167367178825972","4"
"Poor","2018","higher education","708","0.10963170401473","0.102336112354828","0.116927295674632","4"
"Poor","2018","in school","24","","","","4"
"Satisfactory","2018","higher vocational","551","0.354974153777265","0.330378814790535","0.379569492763995","3"
"Satisfactory","2018","higher education","1904","0.293072499849178","0.282443740724609","0.303701258973748","3"
"Satisfactory","2018","inadequately","469","0.276148225051584","0.257371705093516","0.294924745009653","3"
"Satisfactory","2018","in school","94","0.1285161681146","0.10375973420055","0.153272602028651","3"
"Satisfactory","2018","vocational + Abi","640","0.309884525786119","0.290612988592309","0.32915606297993","3"
"Satisfactory","2018","middle vocational","4147","0.365167842663694","0.35663780703002","0.373697878297368","3"
"Satisfactory","2018","general elemantary","1037","0.338589261626567","0.323285089631757","0.353893433621376","3"
"Very good","2018","vocational + Abi","295","0.11314900478661","0.0999480231241287","0.126349986449092","1"
"Very good","2018","higher vocational","85","0.0638074305041829","0.0512446980514661","0.0763701629568997","1"
"Very good","2018","higher education","1137","0.139147073832502","0.131065254991375","0.14722889267363","1"
"Very good","2018","inadequately","739","0.154825042157001","0.139633108083271","0.170016976230732","1"
"Very good","2018","general elemantary","719","0.105473893415574","0.095540294387426","0.115407492443722","1"
"Very good","2018","middle vocational","1335","0.0815266050413708","0.0766786554786127","0.0863745546041288","1"
"Very good","2018","in school","300","0.408545651397744","0.372182589461862","0.444908713333627","1"
"Bad ","2019","in school","4","","","","5"
"Bad ","2019","inadequately","98","0.0738239375144882","0.0622477531697286","0.0854001218592479","5"
"Bad ","2019","general elemantary","146","0.0544967748977934","0.0467508400216676","0.0622427097739192","5"
"Bad ","2019","middle vocational","434","0.0401881103735442","0.0366364906221816","0.0437397301249067","5"
"Bad ","2019","vocational + Abi","50","0.0244343787743885","0.0180704295704414","0.0307983279783356","5"
"Bad ","2019","higher vocational","42","0.0350229276290722","0.0262084904516034","0.0438373648065409","5"
"Bad ","2019","higher education","121","0.0174791140693928","0.0145407635973827","0.0204174645414029","5"
"Good","2019","higher vocational","703","0.412275099296521","0.3886735526345","0.435876645958542","2"
"Good","2019","inadequately","615","0.229641743234192","0.211021221574942","0.248262264893441","2"
"Good","2019","vocational + Abi","1012","0.412126043380053","0.391837309291981","0.432414777468125","2"
"Good","2019","general elemantary","1182","0.337512951027693","0.321377138082499","0.353648763972886","2"
"Good","2019","middle vocational","4386","0.360381081674906","0.351698952378259","0.369063210971552","2"
"Good","2019","in school","269","0.471906207917415","0.432160049854264","0.511652365980566","2"
"Good","2019","higher education","3527","0.457318946219263","0.446148901339729","0.468488991098797","2"
"Poor","2019","vocational + Abi","276","0.159073103986816","0.143997479572258","0.174148728401374","4"
"Poor","2019","inadequately","256","0.244304168788192","0.22528204482883","0.263326292747553","4"
"Poor","2019","general elemantary","510","0.194006707711664","0.180513008661031","0.207500406762298","4"
"Poor","2019","middle vocational","1696","0.160505006477089","0.153866995692972","0.167143017261206","4"
"Poor","2019","higher vocational","201","0.125654291311964","0.109761868160933","0.141546714462994","4"
"Poor","2019","higher education","707","0.103405369458146","0.0965781698067987","0.110232569109493","4"
"Poor","2019","in school","24","","","","4"
"Satisfactory","2019","inadequately","395","0.264229648389076","0.244709551427756","0.283749745350397","3"
"Satisfactory","2019","in school","80","0.11530066001287","0.0898718798509545","0.140729440174785","3"
"Satisfactory","2019","vocational + Abi","637","0.276405686164988","0.25797171647506","0.294839655854916","3"
"Satisfactory","2019","higher vocational","582","0.357572157654994","0.334591953058191","0.380552362251797","3"
"Satisfactory","2019","higher education","1971","0.273698975142703","0.263702016273665","0.283695934011742","3"
"Satisfactory","2019","middle vocational","4022","0.367207140168283","0.358490061801259","0.375924218535307","3"
"Satisfactory","2019","general elemantary","874","0.323684608864192","0.307718738695604","0.339650479032779","3"
"Very good","2019","vocational + Abi","286","0.127960787693755","0.114191728428698","0.141729846958811","1"
"Very good","2019","higher vocational","143","0.0694755241074498","0.0572845142503944","0.0816665339645051","1"
"Very good","2019","higher education","1315","0.148097595110495","0.140133399534142","0.156061790686848","1"
"Very good","2019","inadequately","596","0.188000502074052","0.170703237024845","0.205297767123259","1"
"Very good","2019","middle vocational","1209","0.0717186613061781","0.0670527067593371","0.0763846158530192","1"
"Very good","2019","general elemantary","587","0.0902989574986579","0.0805187594875568","0.100079155509759","1"
"Very good","2019","in school","229","0.355443450100005","0.31733445036406","0.393552449835949","1"
