"m11126","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Very good","1992","Schleswig-Holstein","47","0.157983412226036","0.114639340387778","0.201327484064294"
"Very good","1992","Hamburg","21","","",""
"Very good","1992","Lower Saxony","157","0.13954072045395","0.117768269914878","0.161313170993022"
"Very good","1992","Bremen","12","","",""
"Very good","1992","North Rhine-Westphalia","439","0.143156944873402","0.129520485058202","0.156793404688601"
"Very good","1992","Hesse","156","0.133844953459469","0.112272927080259","0.15541697983868"
"Very good","1992","Rhineland-Palatinate,Saarland","92","0.117081554885336","0.0925525088189922","0.141610600951681"
"Very good","1992","Baden-Württemberg","271","0.125853851490508","0.110410501574319","0.141297201406697"
"Very good","1992","Bavaria","273","0.143359473520939","0.126424768088728","0.160294178953149"
"Very good","1992","Berlin","94","0.123499525423313","0.0972393177013995","0.149759733145227"
"Very good","1992","Brandenburg","114","0.144239624861022","0.117556950557192","0.170922299164852"
"Very good","1992","Mecklenburg-Western Pomerania","63","0.131576629916238","0.099132570062502","0.164020689769974"
"Very good","1992","Saxony","163","0.126963946223341","0.107813086420972","0.146114806025711"
"Very good","1992","Saxony-Anhalt","128","0.171842751484801","0.145317494861857","0.198368008107745"
"Very good","1992","Thuringia","103","0.134368810109032","0.108754054367528","0.159983565850536"
"Good","1992","Schleswig-Holstein","104","0.371446585545467","0.314023976753843","0.428869194337091"
"Good","1992","Hamburg","58","0.311911071083671","0.238503634979704","0.385318507187638"
"Good","1992","Lower Saxony","363","0.351865912127764","0.32185959462649","0.381872229629038"
"Good","1992","Bremen","36","0.374669923927199","0.276294709636763","0.473045138217634"
"Good","1992","North Rhine-Westphalia","1023","0.39305288621421","0.374035724224346","0.412070048204074"
"Good","1992","Hesse","400","0.394716373880718","0.363748302723418","0.425684445038017"
"Good","1992","Rhineland-Palatinate,Saarland","251","0.360639541325315","0.32400542828703","0.3972736543636"
"Good","1992","Baden-Württemberg","722","0.39265717607301","0.369919820476418","0.415394531669602"
"Good","1992","Bavaria","668","0.387195362604588","0.363656187745403","0.410734537463774"
"Good","1992","Berlin","244","0.372562411006229","0.333972460705274","0.411152361307183"
"Good","1992","Brandenburg","284","0.41264081503435","0.375251375943979","0.450030254124722"
"Good","1992","Mecklenburg-Western Pomerania","207","0.483827911249718","0.435863095416427","0.531792727083009"
"Good","1992","Saxony","526","0.406764082340474","0.378507671358674","0.435020493322274"
"Good","1992","Saxony-Anhalt","333","0.376284538364938","0.34222105765676","0.410348019073117"
"Good","1992","Thuringia","325","0.425316107566936","0.388184396475859","0.462447818658014"
"Satisfactory","1992","Schleswig-Holstein","71","0.269102484889309","0.216397616191903","0.321807353586715"
"Satisfactory","1992","Hamburg","44","0.279627545130946","0.208510959154889","0.350744131107004"
"Satisfactory","1992","Lower Saxony","293","0.324008940904334","0.294602623262801","0.353415258545867"
"Satisfactory","1992","Bremen","28","","",""
"Satisfactory","1992","North Rhine-Westphalia","696","0.301686493665099","0.283815531289786","0.319557456040411"
"Satisfactory","1992","Hesse","245","0.278472601930486","0.250073162222816","0.306872041638157"
"Satisfactory","1992","Rhineland-Palatinate,Saarland","208","0.333840613995335","0.297862799006649","0.36981842898402"
"Satisfactory","1992","Baden-Württemberg","491","0.301586690419965","0.280217967317396","0.322955413522534"
"Satisfactory","1992","Bavaria","479","0.311344677620377","0.288968452792166","0.333720902448588"
"Satisfactory","1992","Berlin","156","0.284691239079372","0.24867293515393","0.320709543004814"
"Satisfactory","1992","Brandenburg","198","0.323145235112609","0.287626491117222","0.358663979107996"
"Satisfactory","1992","Mecklenburg-Western Pomerania","107","0.273563970177582","0.230777328446019","0.316350611909144"
"Satisfactory","1992","Saxony","350","0.330178930955331","0.303127760455993","0.357230101454668"
"Satisfactory","1992","Saxony-Anhalt","209","0.28036033453044","0.248777332162168","0.311943336898712"
"Satisfactory","1992","Thuringia","170","0.266963367245159","0.233738503382672","0.300188231107647"
"Poor","1992","Schleswig-Holstein","42","0.164183978447494","0.120160498198906","0.208207458696082"
"Poor","1992","Hamburg","20","","",""
"Poor","1992","Lower Saxony","115","0.129744922271377","0.10863142682244","0.150858417720313"
"Poor","1992","Bremen","10","","",""
"Poor","1992","North Rhine-Westphalia","293","0.125221371710779","0.112334927547605","0.138107815873953"
"Poor","1992","Hesse","108","0.136491255194321","0.114740321425932","0.15824218896271"
"Poor","1992","Rhineland-Palatinate,Saarland","80","0.133907865068631","0.107926544967909","0.159889185169353"
"Poor","1992","Baden-Württemberg","219","0.12797724203185","0.11242308370992","0.143531400353779"
"Poor","1992","Bavaria","154","0.10576708200195","0.0909054765401858","0.120628687463714"
"Poor","1992","Berlin","86","0.158203988623782","0.129076597933272","0.187331379314292"
"Poor","1992","Brandenburg","51","0.0923983318947419","0.0704050173975437","0.11439164639194"
"Poor","1992","Mecklenburg-Western Pomerania","28","","",""
"Poor","1992","Saxony","97","0.107231669261708","0.0894340094005675","0.125029329122849"
"Poor","1992","Saxony-Anhalt","75","0.109005000369977","0.0870921725969113","0.130917828143042"
"Poor","1992","Thuringia","63","0.122409991387045","0.0977933497231051","0.147026633050986"
"Bad ","1992","Schleswig-Holstein","8","","",""
"Bad ","1992","Hamburg","10","","",""
"Bad ","1992","Lower Saxony","45","0.0548395042425746","0.0405343939153755","0.0691446145697737"
"Bad ","1992","Bremen","7","","",""
"Bad ","1992","North Rhine-Westphalia","83","0.0368823035365104","0.0295440369316126","0.0442205701414082"
"Bad ","1992","Hesse","48","0.0564748155350057","0.0418498018527674","0.071099829217244"
"Bad ","1992","Rhineland-Palatinate,Saarland","29","","",""
"Bad ","1992","Baden-Württemberg","69","0.0519250399846674","0.0415944294174833","0.0622556505518515"
"Bad ","1992","Bavaria","71","0.0523334042521461","0.0415716661405751","0.0630951423637171"
"Bad ","1992","Berlin","23","","",""
"Bad ","1992","Brandenburg","19","","",""
"Bad ","1992","Mecklenburg-Western Pomerania","12","","",""
"Bad ","1992","Saxony","25","","",""
"Bad ","1992","Saxony-Anhalt","32","0.0625073752498437","0.0454862940738039","0.0795284564258836"
"Bad ","1992","Thuringia","20","","",""
"Very good","1993","Schleswig-Holstein","","","",""
"Very good","1993","Hamburg","","","",""
"Very good","1993","Lower Saxony","","","",""
"Very good","1993","Bremen","","","",""
"Very good","1993","North Rhine-Westphalia","","","",""
"Very good","1993","Hesse","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","","","",""
"Very good","1993","Baden-Württemberg","","","",""
"Very good","1993","Bavaria","","","",""
"Very good","1993","Berlin","","","",""
"Very good","1993","Brandenburg","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","","","",""
"Very good","1993","Saxony","","","",""
"Very good","1993","Saxony-Anhalt","","","",""
"Very good","1993","Thuringia","","","",""
"Good","1993","Schleswig-Holstein","","","",""
"Good","1993","Hamburg","","","",""
"Good","1993","Lower Saxony","","","",""
"Good","1993","Bremen","","","",""
"Good","1993","North Rhine-Westphalia","","","",""
"Good","1993","Hesse","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","","","",""
"Good","1993","Baden-Württemberg","","","",""
"Good","1993","Bavaria","","","",""
"Good","1993","Berlin","","","",""
"Good","1993","Brandenburg","","","",""
"Good","1993","Mecklenburg-Western Pomerania","","","",""
"Good","1993","Saxony","","","",""
"Good","1993","Saxony-Anhalt","","","",""
"Good","1993","Thuringia","","","",""
"Satisfactory","1993","Schleswig-Holstein","","","",""
"Satisfactory","1993","Hamburg","","","",""
"Satisfactory","1993","Lower Saxony","","","",""
"Satisfactory","1993","Bremen","","","",""
"Satisfactory","1993","North Rhine-Westphalia","","","",""
"Satisfactory","1993","Hesse","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","","","",""
"Satisfactory","1993","Baden-Württemberg","","","",""
"Satisfactory","1993","Bavaria","","","",""
"Satisfactory","1993","Berlin","","","",""
"Satisfactory","1993","Brandenburg","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","","","",""
"Satisfactory","1993","Saxony","","","",""
"Satisfactory","1993","Saxony-Anhalt","","","",""
"Satisfactory","1993","Thuringia","","","",""
"Poor","1993","Schleswig-Holstein","","","",""
"Poor","1993","Hamburg","","","",""
"Poor","1993","Lower Saxony","","","",""
"Poor","1993","Bremen","","","",""
"Poor","1993","North Rhine-Westphalia","","","",""
"Poor","1993","Hesse","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","","","",""
"Poor","1993","Baden-Württemberg","","","",""
"Poor","1993","Bavaria","","","",""
"Poor","1993","Berlin","","","",""
"Poor","1993","Brandenburg","","","",""
"Poor","1993","Mecklenburg-Western Pomerania","","","",""
"Poor","1993","Saxony","","","",""
"Poor","1993","Saxony-Anhalt","","","",""
"Poor","1993","Thuringia","","","",""
"Bad ","1993","Schleswig-Holstein","","","",""
"Bad ","1993","Hamburg","","","",""
"Bad ","1993","Lower Saxony","","","",""
"Bad ","1993","Bremen","","","",""
"Bad ","1993","North Rhine-Westphalia","","","",""
"Bad ","1993","Hesse","","","",""
"Bad ","1993","Rhineland-Palatinate,Saarland","","","",""
"Bad ","1993","Baden-Württemberg","","","",""
"Bad ","1993","Bavaria","","","",""
"Bad ","1993","Berlin","","","",""
"Bad ","1993","Brandenburg","","","",""
"Bad ","1993","Mecklenburg-Western Pomerania","","","",""
"Bad ","1993","Saxony","","","",""
"Bad ","1993","Saxony-Anhalt","","","",""
"Bad ","1993","Thuringia","","","",""
"Very good","1994","Schleswig-Holstein","36","0.111270533467536","0.0749521322446417","0.14758893469043"
"Very good","1994","Hamburg","11","","",""
"Very good","1994","Lower Saxony","96","0.0818317905880939","0.0645908629519323","0.0990727182242555"
"Very good","1994","Bremen","9","","",""
"Very good","1994","North Rhine-Westphalia","275","0.0901371801948713","0.0788204625407038","0.101453897849039"
"Very good","1994","Hesse","104","0.0861459250303726","0.0680350920179215","0.104256758042824"
"Very good","1994","Rhineland-Palatinate,Saarland","63","0.0804389734556848","0.0592686740540092","0.10160927285736"
"Very good","1994","Baden-Württemberg","192","0.0787846751938771","0.0661191076171166","0.0914502427706375"
"Very good","1994","Bavaria","204","0.105646774991707","0.0905521313724404","0.120741418610974"
"Very good","1994","Berlin","53","0.0923031212387899","0.0682218053858129","0.116384437091767"
"Very good","1994","Brandenburg","57","0.0818178528924714","0.0600493828772293","0.103586322907714"
"Very good","1994","Mecklenburg-Western Pomerania","34","0.0818844325742331","0.0554407209280028","0.108328144220463"
"Very good","1994","Saxony","95","0.0684489853237435","0.0537390180505112","0.0831589525969758"
"Very good","1994","Saxony-Anhalt","62","0.0808571663078676","0.0607621137957119","0.100952218820023"
"Very good","1994","Thuringia","53","0.0862256063594687","0.0648914787326887","0.107559733986249"
"Good","1994","Schleswig-Holstein","113","0.369903566569489","0.314146538497693","0.425660594641285"
"Good","1994","Hamburg","61","0.419246764199008","0.338088154694805","0.50040537370321"
"Good","1994","Lower Saxony","377","0.381398817785587","0.350847248681954","0.41195038688922"
"Good","1994","Bremen","33","0.363550059738933","0.263615127368744","0.463484992109123"
"Good","1994","North Rhine-Westphalia","976","0.371405346576869","0.35231165273765","0.390499040416087"
"Good","1994","Hesse","407","0.411582378812637","0.379817013668638","0.443347743956635"
"Good","1994","Rhineland-Palatinate,Saarland","263","0.372052135657946","0.334427945835268","0.409676325480623"
"Good","1994","Baden-Württemberg","713","0.379237918260007","0.356427057561051","0.402048778958963"
"Good","1994","Bavaria","638","0.366471559727901","0.342809998353409","0.390133121102394"
"Good","1994","Berlin","199","0.313363586399852","0.27477229787004","0.351954874929664"
"Good","1994","Brandenburg","225","0.332903890920395","0.295476195719351","0.370331586121439"
"Good","1994","Mecklenburg-Western Pomerania","180","0.427395190285271","0.379684535569201","0.475105845001341"
"Good","1994","Saxony","472","0.383633101480963","0.355305972001943","0.411960230959984"
"Good","1994","Saxony-Anhalt","305","0.39681315368953","0.360750527912928","0.432875779466132"
"Good","1994","Thuringia","273","0.372414491771404","0.335670443086167","0.409158540456641"
"Satisfactory","1994","Schleswig-Holstein","85","0.32024898096555","0.266363637047156","0.374134324883944"
"Satisfactory","1994","Hamburg","35","0.221089579653865","0.152834997425097","0.289344161882634"
"Satisfactory","1994","Lower Saxony","327","0.319751723215201","0.290417226059952","0.349086220370449"
"Satisfactory","1994","Bremen","29","","",""
"Satisfactory","1994","North Rhine-Westphalia","741","0.323178739544251","0.304697166841382","0.34166031224712"
"Satisfactory","1994","Hesse","240","0.28530504757468","0.25615778888013","0.314452306269229"
"Satisfactory","1994","Rhineland-Palatinate,Saarland","181","0.321699989405618","0.28533864792402","0.358061330887217"
"Satisfactory","1994","Baden-Württemberg","534","0.345689810035682","0.323330503195603","0.368049116875762"
"Satisfactory","1994","Bavaria","495","0.351259521483941","0.327817786370185","0.374701256597697"
"Satisfactory","1994","Berlin","180","0.350254868560874","0.310566320906003","0.389943416215745"
"Satisfactory","1994","Brandenburg","234","0.409712708953112","0.370654630000675","0.44877078790555"
"Satisfactory","1994","Mecklenburg-Western Pomerania","137","0.334440388538198","0.288938868548624","0.379941908527771"
"Satisfactory","1994","Saxony","403","0.38111560395621","0.352823971379872","0.409407236532548"
"Satisfactory","1994","Saxony-Anhalt","224","0.350500523133803","0.315330543066599","0.385670503201006"
"Satisfactory","1994","Thuringia","248","0.379491174380725","0.34260937595302","0.41637297280843"
"Poor","1994","Schleswig-Holstein","47","0.167653812388082","0.124510790506561","0.210796834269604"
"Poor","1994","Hamburg","25","","",""
"Poor","1994","Lower Saxony","127","0.159109453392029","0.136102654141355","0.182116252642703"
"Poor","1994","Bremen","9","","",""
"Poor","1994","North Rhine-Westphalia","382","0.174721228936583","0.159715616953997","0.189726840919168"
"Poor","1994","Hesse","127","0.161652177031065","0.137890038150493","0.185414315911637"
"Poor","1994","Rhineland-Palatinate,Saarland","102","0.183890869115968","0.153735985041991","0.214045753189945"
"Poor","1994","Baden-Württemberg","239","0.145019897783011","0.128465438267168","0.161574357298854"
"Poor","1994","Bavaria","198","0.136026607025231","0.119192025704825","0.152861188345637"
"Poor","1994","Berlin","102","0.190901614012379","0.158204677277458","0.2235985507473"
"Poor","1994","Brandenburg","75","0.147184682088254","0.119046356667705","0.175323007508803"
"Poor","1994","Mecklenburg-Western Pomerania","49","0.108900161735361","0.0788566628155574","0.138943660655165"
"Poor","1994","Saxony","123","0.122925927449418","0.103798138957959","0.142053715940878"
"Poor","1994","Saxony-Anhalt","95","0.134768917670237","0.109597984843284","0.15993985049719"
"Poor","1994","Thuringia","68","0.110651264548187","0.0868087802625986","0.134493748833775"
"Bad ","1994","Schleswig-Holstein","7","","",""
"Bad ","1994","Hamburg","10","","",""
"Bad ","1994","Lower Saxony","44","0.0579082150190892","0.0432170859718563","0.0725993440663221"
"Bad ","1994","Bremen","9","","",""
"Bad ","1994","North Rhine-Westphalia","86","0.040557504747426","0.0327623341100961","0.0483526753847559"
"Bad ","1994","Hesse","44","0.0553144715512463","0.0405592530331497","0.0700696900693429"
"Bad ","1994","Rhineland-Palatinate,Saarland","25","","",""
"Bad ","1994","Baden-Württemberg","60","0.0512676987274232","0.0408991741772921","0.0616362232775542"
"Bad ","1994","Bavaria","58","0.04059553677122","0.0309042774547818","0.0502867960876581"
"Bad ","1994","Berlin","21","","",""
"Bad ","1994","Brandenburg","18","","",""
"Bad ","1994","Mecklenburg-Western Pomerania","13","","",""
"Bad ","1994","Saxony","39","0.043876381789665","0.0319448197389779","0.0558079438403521"
"Bad ","1994","Saxony-Anhalt","21","","",""
"Bad ","1994","Thuringia","23","","",""
"Very good","1995","Schleswig-Holstein","20","","",""
"Very good","1995","Hamburg","14","","",""
"Very good","1995","Lower Saxony","99","0.0705358950559409","0.0550190418798563","0.0860527482320255"
"Very good","1995","Bremen","8","","",""
"Very good","1995","North Rhine-Westphalia","286","0.0856265662237852","0.0748504002196769","0.0964027322278936"
"Very good","1995","Hesse","90","0.0839768092383265","0.0663678146612337","0.101585803815419"
"Very good","1995","Rhineland-Palatinate,Saarland","77","0.0936339570899963","0.0722056718595616","0.115062242320431"
"Very good","1995","Baden-Württemberg","196","0.0785571049125628","0.0661521279367956","0.0909620818883299"
"Very good","1995","Bavaria","210","0.105590978780598","0.0909566475242767","0.12022531003692"
"Very good","1995","Berlin","44","0.0714637295608152","0.050297951740877","0.0926295073807533"
"Very good","1995","Brandenburg","51","0.0690608213889448","0.0486011521271453","0.0895204906507442"
"Very good","1995","Mecklenburg-Western Pomerania","39","0.0966966427675445","0.0682962768354586","0.12509700869963"
"Very good","1995","Saxony","81","0.0598890751019218","0.0458541443618803","0.0739240058419632"
"Very good","1995","Saxony-Anhalt","44","0.0458258780314116","0.0302347232963843","0.0614170327664388"
"Very good","1995","Thuringia","53","0.0723744099294745","0.0525010920721347","0.0922477277868142"
"Good","1995","Schleswig-Holstein","118","0.383147126486235","0.326606254306525","0.439687998665945"
"Good","1995","Hamburg","55","0.373932427483316","0.291391699520757","0.456473155445876"
"Good","1995","Lower Saxony","435","0.393374202870263","0.363770528110697","0.422977877629829"
