"m11126","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1999","Hesse","Not Employed","120","0.380596539993917","0.32844763356055","0.432745446427285"
"Satisfactory","1999","Hesse","Employed","156","0.306209300914792","0.268170049238512","0.344248552591073"
"Satisfactory","1999","Rhineland-Palatinate,Saarland","Not Employed","119","0.42420154324619","0.368369153938464","0.480033932553916"
"Satisfactory","1999","Rhineland-Palatinate,Saarland","Employed","153","0.323991689670187","0.281771513171135","0.366211866169238"
"Satisfactory","1999","Baden-Württemberg","Not Employed","182","0.319047346690554","0.282505195580837","0.355589497800272"
"Satisfactory","1999","Baden-Württemberg","Employed","297","0.296505099872504","0.269685514704153","0.323324685040854"
"Satisfactory","1999","Bavaria","Not Employed","225","0.360391004198241","0.322353095423589","0.398428912972892"
"Satisfactory","1999","Bavaria","Employed","309","0.286541366889132","0.260808758582371","0.312273975195893"
"Satisfactory","1999","Berlin","Not Employed","66","0.385341787254107","0.316140975549917","0.454542598958297"
"Satisfactory","1999","Berlin","Employed","105","0.301177090383419","0.251223107622907","0.351131073143932"
"Satisfactory","1999","Brandenburg","Not Employed","97","0.448355542125357","0.383942879676871","0.512768204573842"
"Satisfactory","1999","Brandenburg","Employed","146","0.369939987182378","0.320945155214693","0.418934819150064"
"Satisfactory","1999","Mecklenburg-Western Pomerania","Not Employed","41","0.363822803670971","0.282365562169006","0.445280045172936"
"Satisfactory","1999","Mecklenburg-Western Pomerania","Employed","86","0.303468996962487","0.248425237977622","0.358512755947353"
"Satisfactory","1999","Saxony","Not Employed","174","0.424320016303411","0.376244672528716","0.472395360078105"
"Satisfactory","1999","Saxony","Employed","248","0.320541728875189","0.287164382560017","0.35391907519036"
"Satisfactory","1999","Saxony-Anhalt","Not Employed","102","0.393224800403511","0.334634352026059","0.451815248780963"
"Satisfactory","1999","Saxony-Anhalt","Employed","143","0.338005579246982","0.293086340192105","0.382924818301858"
"Satisfactory","1999","Thuringia","Not Employed","110","0.424984388651191","0.365240082311659","0.484728694990724"
"Satisfactory","1999","Thuringia","Employed","170","0.35685426833713","0.313027253384045","0.400681283290215"
"Poor","1999","Schleswig-Holstein","Not Employed","15","","",""
"Poor","1999","Schleswig-Holstein","Employed","11","","",""
"Poor","1999","Hamburg","Not Employed","7","","",""
"Poor","1999","Hamburg","Employed","8","","",""
"Poor","1999","Lower Saxony","Not Employed","75","0.213205388099322","0.173512178856429","0.252898597342216"
"Poor","1999","Lower Saxony","Employed","60","0.0831553437249548","0.0635889704699559","0.102721716979954"
"Poor","1999","Bremen","Not Employed","11","","",""
"Poor","1999","Bremen","Employed","6","","",""
"Poor","1999","North Rhine-Westphalia","Not Employed","176","0.217089635489386","0.191317708160641","0.242861562818132"
"Poor","1999","North Rhine-Westphalia","Employed","173","0.105582115854952","0.0911013858153515","0.120062845894552"
"Poor","1999","Hesse","Not Employed","63","0.220421725573147","0.175898867334363","0.26494458381193"
"Poor","1999","Hesse","Employed","53","0.0890577702740076","0.0655511676519708","0.112564372896044"
"Poor","1999","Rhineland-Palatinate,Saarland","Not Employed","55","0.164435048524818","0.122560306353843","0.206309790695793"
"Poor","1999","Rhineland-Palatinate,Saarland","Employed","45","0.0891475269667338","0.0634402685879133","0.114854785345554"
"Poor","1999","Baden-Württemberg","Not Employed","134","0.24386148736153","0.210196351548617","0.277526623174443"
"Poor","1999","Baden-Württemberg","Employed","99","0.106673115530907","0.0885456041106087","0.124800626951206"
"Poor","1999","Bavaria","Not Employed","121","0.241862551534586","0.20793670683749","0.275788396231683"
"Poor","1999","Bavaria","Employed","104","0.0951038599221546","0.0784081770755014","0.111799542768808"
"Poor","1999","Berlin","Not Employed","46","0.242158292027871","0.18124526043925","0.303071323616493"
"Poor","1999","Berlin","Employed","34","0.123278573418046","0.087481279608399","0.159075867227693"
"Poor","1999","Brandenburg","Not Employed","43","0.172970852272012","0.123984260958751","0.221957443585273"
"Poor","1999","Brandenburg","Employed","39","0.116267404415558","0.083737476519494","0.148797332311622"
"Poor","1999","Mecklenburg-Western Pomerania","Not Employed","25","","",""
"Poor","1999","Mecklenburg-Western Pomerania","Employed","23","","",""
"Poor","1999","Saxony","Not Employed","85","0.209365820658525","0.169790380055485","0.248941261261564"
"Poor","1999","Saxony","Employed","57","0.0710447161965404","0.0526712362784402","0.0894181961146406"
"Poor","1999","Saxony-Anhalt","Not Employed","53","0.169528166260889","0.124521603499034","0.214534729022745"
"Poor","1999","Saxony-Anhalt","Employed","33","0.0804660659172269","0.0546355217039241","0.10629661013053"
"Poor","1999","Thuringia","Not Employed","45","0.17211393910419","0.126493073200049","0.217734805008332"
"Poor","1999","Thuringia","Employed","34","0.103176286538687","0.0753480788262122","0.131004494251162"
"Bad ","1999","Schleswig-Holstein","Not Employed","6","","",""
"Bad ","1999","Schleswig-Holstein","Employed","3","","",""
"Bad ","1999","Hamburg","Not Employed","7","","",""
"Bad ","1999","Hamburg","Employed","","","",""
"Bad ","1999","Lower Saxony","Not Employed","24","","",""
"Bad ","1999","Lower Saxony","Employed","13","","",""
"Bad ","1999","Bremen","Not Employed","6","","",""
"Bad ","1999","Bremen","Employed","","","",""
"Bad ","1999","North Rhine-Westphalia","Not Employed","73","0.0814070460852296","0.0643122515551625","0.0985018406152967"
"Bad ","1999","North Rhine-Westphalia","Employed","28","","",""
"Bad ","1999","Hesse","Not Employed","23","","",""
"Bad ","1999","Hesse","Employed","8","","",""
"Bad ","1999","Rhineland-Palatinate,Saarland","Not Employed","18","","",""
"Bad ","1999","Rhineland-Palatinate,Saarland","Employed","6","","",""
"Bad ","1999","Baden-Württemberg","Not Employed","57","0.0928281488867008","0.0700775564502954","0.115578741323106"
"Bad ","1999","Baden-Württemberg","Employed","20","","",""
"Bad ","1999","Bavaria","Not Employed","47","0.1068706918589","0.0823936539240284","0.131347729793773"
"Bad ","1999","Bavaria","Employed","15","","",""
"Bad ","1999","Berlin","Not Employed","12","","",""
"Bad ","1999","Berlin","Employed","5","","",""
"Bad ","1999","Brandenburg","Not Employed","18","","",""
"Bad ","1999","Brandenburg","Employed","1","","",""
"Bad ","1999","Mecklenburg-Western Pomerania","Not Employed","14","","",""
"Bad ","1999","Mecklenburg-Western Pomerania","Employed","2","","",""
"Bad ","1999","Saxony","Not Employed","22","","",""
"Bad ","1999","Saxony","Employed","5","","",""
"Bad ","1999","Saxony-Anhalt","Not Employed","27","","",""
"Bad ","1999","Saxony-Anhalt","Employed","9","","",""
"Bad ","1999","Thuringia","Not Employed","25","","",""
"Bad ","1999","Thuringia","Employed","10","","",""
"Very good","2000","Schleswig-Holstein","Not Employed","28","","",""
"Very good","2000","Schleswig-Holstein","Employed","111","0.230187229998774","0.191119891039998","0.269254568957549"
"Very good","2000","Hamburg","Not Employed","10","","",""
"Very good","2000","Hamburg","Employed","28","","",""
"Very good","2000","Lower Saxony","Not Employed","69","0.0738301409086509","0.0552878418169656","0.0923724400003362"
"Very good","2000","Lower Saxony","Employed","146","0.121590243855888","0.103623339504147","0.139557148207629"
"Very good","2000","Bremen","Not Employed","6","","",""
"Very good","2000","Bremen","Employed","17","","",""
"Very good","2000","North Rhine-Westphalia","Not Employed","164","0.0717460232630728","0.0603761003518665","0.0831159461742791"
"Very good","2000","North Rhine-Westphalia","Employed","361","0.113565026841472","0.102556468864355","0.124573584818589"
"Very good","2000","Hesse","Not Employed","51","0.0712285377988928","0.0510961277906948","0.0913609478070908"
"Very good","2000","Hesse","Employed","154","0.145554475009732","0.124304411710843","0.166804538308621"
"Very good","2000","Rhineland-Palatinate,Saarland","Not Employed","38","0.0659343191719978","0.0459603113687383","0.0859083269752572"
"Very good","2000","Rhineland-Palatinate,Saarland","Employed","96","0.110855118423381","0.0900172164790361","0.131693020367726"
"Very good","2000","Baden-Württemberg","Not Employed","105","0.083960484590784","0.0672099574896335","0.100711011691934"
"Very good","2000","Baden-Württemberg","Employed","296","0.162940278818631","0.146386521013384","0.179494036623878"
"Very good","2000","Bavaria","Not Employed","103","0.0728354045118312","0.0580208348419032","0.0876499741817592"
"Very good","2000","Bavaria","Employed","358","0.169102671426789","0.153467686313508","0.184737656540069"
"Very good","2000","Berlin","Not Employed","30","0.0842845609548109","0.0525283477899825","0.116040774119639"
"Very good","2000","Berlin","Employed","79","0.16656952655498","0.1347284544255","0.19841059868446"
"Very good","2000","Brandenburg","Not Employed","14","","",""
"Very good","2000","Brandenburg","Employed","65","0.109735900358892","0.0854061721150193","0.134065628602764"
"Very good","2000","Mecklenburg-Western Pomerania","Not Employed","12","","",""
"Very good","2000","Mecklenburg-Western Pomerania","Employed","47","0.145809128977452","0.110089883384756","0.181528374570148"
"Very good","2000","Saxony","Not Employed","43","0.0546828854712767","0.037669117527207","0.0716966534153465"
"Very good","2000","Saxony","Employed","116","0.108233588753988","0.0898574819830016","0.126609695524973"
"Very good","2000","Saxony-Anhalt","Not Employed","16","","",""
"Very good","2000","Saxony-Anhalt","Employed","48","0.0878599626818742","0.0657892773671273","0.109930647996621"
"Very good","2000","Thuringia","Not Employed","24","","",""
"Very good","2000","Thuringia","Employed","59","0.0927982520476046","0.0705779847919765","0.115018519303233"
"Good","2000","Schleswig-Holstein","Not Employed","89","0.316837281065509","0.261136547850135","0.372538014280883"
"Good","2000","Schleswig-Holstein","Employed","181","0.394948722740437","0.349580986484228","0.440316458996646"
"Good","2000","Hamburg","Not Employed","39","0.330564126775585","0.243443411750913","0.417684841800257"
"Good","2000","Hamburg","Employed","95","0.478922762438376","0.407323082947021","0.550522441929731"
"Good","2000","Lower Saxony","Not Employed","220","0.268207907316285","0.236793341855713","0.299622472776858"
"Good","2000","Lower Saxony","Employed","616","0.468480670091436","0.441047203790348","0.495914136392525"
"Good","2000","Bremen","Not Employed","25","","",""
"Good","2000","Bremen","Employed","49","0.477300759518652","0.381762914994318","0.572838604042985"
"Good","2000","North Rhine-Westphalia","Not Employed","577","0.267045600442709","0.24755360120916","0.286537599676257"
"Good","2000","North Rhine-Westphalia","Employed","1479","0.447108158630659","0.429857285667387","0.46435903159393"
"Good","2000","Hesse","Not Employed","189","0.2895778286751","0.254075631830797","0.325080025519404"
"Good","2000","Hesse","Employed","483","0.443858228115227","0.413920409496722","0.473796046733732"
"Good","2000","Rhineland-Palatinate,Saarland","Not Employed","174","0.253895164729596","0.218864539666585","0.288925789792606"
"Good","2000","Rhineland-Palatinate,Saarland","Employed","424","0.479418565125096","0.446260314448936","0.512576815801257"
"Good","2000","Baden-Württemberg","Not Employed","340","0.285083527470761","0.257815883221091","0.31235117172043"
"Good","2000","Baden-Württemberg","Employed","952","0.462784613715829","0.440435113070627","0.485134114361031"
"Good","2000","Bavaria","Not Employed","329","0.263558284771647","0.2384424926738","0.288674076869495"
"Good","2000","Bavaria","Employed","1022","0.45165473616329","0.430897052500921","0.472412419825659"
"Good","2000","Berlin","Not Employed","76","0.232572752601459","0.184281057535528","0.28086444766739"
"Good","2000","Berlin","Employed","220","0.398973992578409","0.357126046745584","0.440821938411234"
"Good","2000","Brandenburg","Not Employed","100","0.24608856825726","0.203229955243523","0.288947181270998"
"Good","2000","Brandenburg","Employed","282","0.432678630370957","0.394112971397394","0.471244289344519"
"Good","2000","Mecklenburg-Western Pomerania","Not Employed","53","0.239880507986121","0.179480653640849","0.300280362331392"
"Good","2000","Mecklenburg-Western Pomerania","Employed","177","0.442873360495183","0.392598693976496","0.493148027013871"
"Good","2000","Saxony","Not Employed","177","0.224638574385882","0.19340797669672","0.255869172075043"
"Good","2000","Saxony","Employed","566","0.518821972847536","0.489268467845496","0.548375477849577"
"Good","2000","Saxony-Anhalt","Not Employed","110","0.253396462009843","0.212285356214986","0.294507567804699"
"Good","2000","Saxony-Anhalt","Employed","298","0.447544748574016","0.408778271348641","0.48631122579939"
"Good","2000","Thuringia","Not Employed","120","0.282962059088835","0.238984538595874","0.326939579581797"
"Good","2000","Thuringia","Employed","339","0.497542257247382","0.459251654871659","0.535832859623105"
"Satisfactory","2000","Schleswig-Holstein","Not Employed","92","0.367089058281333","0.309380833361333","0.424797283201333"
"Satisfactory","2000","Schleswig-Holstein","Employed","110","0.26141928873706","0.220639172743057","0.302199404731063"
"Satisfactory","2000","Hamburg","Not Employed","32","0.255336461229749","0.174580323109192","0.336092599350305"
"Satisfactory","2000","Hamburg","Employed","45","0.261364990356506","0.19839031478524","0.324339665927771"
"Satisfactory","2000","Lower Saxony","Not Employed","304","0.413502297431081","0.378582353897115","0.448422240965047"
"Satisfactory","2000","Lower Saxony","Employed","403","0.320845018550628","0.295182019292658","0.346508017808597"
"Satisfactory","2000","Bremen","Not Employed","30","0.382780555123242","0.277575671908162","0.487985438338323"
"Satisfactory","2000","Bremen","Employed","24","","",""
"Satisfactory","2000","North Rhine-Westphalia","Not Employed","742","0.389460032093579","0.367976103940556","0.410943960246602"
"Satisfactory","2000","North Rhine-Westphalia","Employed","1005","0.32668297644452","0.310410346873378","0.342955606015661"
"Satisfactory","2000","Hesse","Not Employed","199","0.321687337043199","0.285123962963233","0.358250711123166"
"Satisfactory","2000","Hesse","Employed","310","0.299638279597509","0.272034719032426","0.327241840162591"
"Satisfactory","2000","Rhineland-Palatinate,Saarland","Not Employed","216","0.397668207889217","0.358277020361911","0.437059395416522"
"Satisfactory","2000","Rhineland-Palatinate,Saarland","Employed","259","0.298828392639048","0.268446631928414","0.329210153349683"
"Satisfactory","2000","Baden-Württemberg","Not Employed","340","0.376704545384216","0.347437335934598","0.405971754833835"
"Satisfactory","2000","Baden-Württemberg","Employed","482","0.273937103597377","0.25394692387247","0.293927283322283"
"Satisfactory","2000","Bavaria","Not Employed","455","0.389949231228724","0.362144008621779","0.41775445383567"
"Satisfactory","2000","Bavaria","Employed","614","0.277937352989834","0.25925164943416","0.296623056545508"
"Satisfactory","2000","Berlin","Not Employed","115","0.424426162635376","0.367929080100837","0.480923245169915"
"Satisfactory","2000","Berlin","Employed","168","0.311089236507596","0.271527149242995","0.350651323772196"
"Satisfactory","2000","Brandenburg","Not Employed","152","0.407577329352828","0.358683610304301","0.456471048401354"
"Satisfactory","2000","Brandenburg","Employed","217","0.341463499862675","0.304551673741229","0.378375325984122"
"Satisfactory","2000","Mecklenburg-Western Pomerania","Not Employed","82","0.453080755135793","0.382668721583775","0.523492788687811"
"Satisfactory","2000","Mecklenburg-Western Pomerania","Employed","121","0.339479505040326","0.291552268762272","0.38740674131838"
"Satisfactory","2000","Saxony","Not Employed","277","0.424233667940603","0.38724985089031","0.461217484990895"
"Satisfactory","2000","Saxony","Employed","346","0.30470159210492","0.277476465993033","0.331926718216806"
"Satisfactory","2000","Saxony-Anhalt","Not Employed","159","0.378827430350715","0.33297728602964","0.42467757467179"
"Satisfactory","2000","Saxony-Anhalt","Employed","214","0.343708963688245","0.306680711117771","0.380737216258718"
"Satisfactory","2000","Thuringia","Not Employed","146","0.373314026378194","0.326090576706199","0.420537476050189"
"Satisfactory","2000","Thuringia","Employed","190","0.300448441884827","0.265339132790207","0.335557750979447"
"Poor","2000","Schleswig-Holstein","Not Employed","38","0.151254472959598","0.108357805262212","0.194151140656983"
"Poor","2000","Schleswig-Holstein","Employed","39","0.102475956011111","0.0743300847501647","0.130621827272057"
"Poor","2000","Hamburg","Not Employed","18","","",""
"Poor","2000","Hamburg","Employed","17","","",""
"Poor","2000","Lower Saxony","Not Employed","130","0.189075590338746","0.161309845330733","0.21684133534676"
"Poor","2000","Lower Saxony","Employed","90","0.0750316771717063","0.0605485923963629","0.0895147619470497"
"Poor","2000","Bremen","Not Employed","13","","",""
"Poor","2000","Bremen","Employed","12","","",""
"Poor","2000","North Rhine-Westphalia","Not Employed","354","0.190776163173787","0.173465186047881","0.208087140299693"
"Poor","2000","North Rhine-Westphalia","Employed","299","0.0961123358097608","0.0858857307423362","0.106338940877185"
"Poor","2000","Hesse","Not Employed","133","0.236800359695888","0.203524860611873","0.270075858779903"
"Poor","2000","Hesse","Employed","99","0.0975726644454339","0.0796923373019136","0.115452991588954"
"Poor","2000","Rhineland-Palatinate,Saarland","Not Employed","125","0.206391792027872","0.173817871630304","0.23896571242544"
"Poor","2000","Rhineland-Palatinate,Saarland","Employed","80","0.0975340315396498","0.0778423250670916","0.117225738012208"
"Poor","2000","Baden-Württemberg","Not Employed","190","0.17199181782072","0.149198627702859","0.194785007938582"
"Poor","2000","Baden-Württemberg","Employed","155","0.080176826386018","0.0680042992522246","0.0923493535198114"
"Poor","2000","Bavaria","Not Employed","226","0.202987177982826","0.180057058919814","0.225917297045838"
"Poor","2000","Bavaria","Employed","178","0.0842224871516029","0.0726385131219579","0.095806461181248"
"Poor","2000","Berlin","Not Employed","54","0.201326806023965","0.155490481897373","0.247163130150557"
"Poor","2000","Berlin","Employed","49","0.102927631849079","0.0769598443175471","0.12889541938061"
"Poor","2000","Brandenburg","Not Employed","87","0.225604046240756","0.184014210221067","0.267193882260445"
"Poor","2000","Brandenburg","Employed","67","0.113088880618434","0.0884368065096379","0.137740954727231"
"Poor","2000","Mecklenburg-Western Pomerania","Not Employed","38","0.213656162336683","0.155678402329","0.271633922344365"
"Poor","2000","Mecklenburg-Western Pomerania","Employed","25","","",""
"Poor","2000","Saxony","Not Employed","146","0.224384899022384","0.193166834485467","0.255602963559302"
"Poor","2000","Saxony","Employed","62","0.0620132680162687","0.0477477489705952","0.0762787870619422"
"Poor","2000","Saxony-Anhalt","Not Employed","97","0.220764931620868","0.181562486876988","0.259967376364748"
"Poor","2000","Saxony-Anhalt","Employed","59","0.0987582584718851","0.0754989438998678","0.122017573043902"
"Poor","2000","Thuringia","Not Employed","79","0.182739302109593","0.145008863308398","0.220469740910788"
"Poor","2000","Thuringia","Employed","59","0.0917182239842636","0.069614494362936","0.113821953605591"
"Bad ","2000","Schleswig-Holstein","Not Employed","21","","",""
"Bad ","2000","Schleswig-Holstein","Employed","5","","",""
"Bad ","2000","Hamburg","Not Employed","13","","",""
"Bad ","2000","Hamburg","Employed","2","","",""
"Bad ","2000","Lower Saxony","Not Employed","41","0.0553840640052361","0.0391651617691365","0.0716029662413357"
"Bad ","2000","Lower Saxony","Employed","16","","",""
"Bad ","2000","Bremen","Not Employed","8","","",""
"Bad ","2000","Bremen","Employed","3","","",""
"Bad ","2000","North Rhine-Westphalia","Not Employed","142","0.0809721810268529","0.0689534825045544","0.0929908795491513"
"Bad ","2000","North Rhine-Westphalia","Employed","47","0.016531502273589","0.0121074415828772","0.0209555629643008"
"Bad ","2000","Hesse","Not Employed","55","0.0807059367869193","0.0593855887557753","0.102026284818063"
"Bad ","2000","Hesse","Employed","12","","",""
"Bad ","2000","Rhineland-Palatinate,Saarland","Not Employed","40","0.0761105161813175","0.0547676328729081","0.0974533994897268"
"Bad ","2000","Rhineland-Palatinate,Saarland","Employed","13","","",""
"Bad ","2000","Baden-Württemberg","Not Employed","78","0.0822596247335188","0.0656642452924476","0.0988550041745899"
"Bad ","2000","Baden-Württemberg","Employed","27","","",""
"Bad ","2000","Bavaria","Not Employed","69","0.0706699015049714","0.0560601914408548","0.0852796115690881"
"Bad ","2000","Bavaria","Employed","36","0.0170827522684838","0.0116778735160409","0.0224876310209268"
"Bad ","2000","Berlin","Not Employed","19","","",""
"Bad ","2000","Berlin","Employed","10","","",""
"Bad ","2000","Brandenburg","Not Employed","35","0.0917033194431913","0.0629863490828301","0.120420289803552"
"Bad ","2000","Brandenburg","Employed","3","","",""
"Bad ","2000","Mecklenburg-Western Pomerania","Not Employed","7","","",""
"Bad ","2000","Mecklenburg-Western Pomerania","Employed","5","","",""
"Bad ","2000","Saxony","Not Employed","43","0.0720599731798545","0.052709435565968","0.091410510793741"
"Bad ","2000","Saxony","Employed","8","","",""
"Bad ","2000","Saxony-Anhalt","Not Employed","48","0.124947730454301","0.0936944904534211","0.156200970455181"
"Bad ","2000","Saxony-Anhalt","Employed","13","","",""
"Bad ","2000","Thuringia","Not Employed","34","0.104507673311665","0.0746400550576348","0.134375291565695"
"Bad ","2000","Thuringia","Employed","8","","",""
"Very good","2001","Schleswig-Holstein","Not Employed","36","0.106867900952272","0.067368032563419","0.146367769341125"
"Very good","2001","Schleswig-Holstein","Employed","99","0.196094557808286","0.158032242297666","0.234156873318906"
"Very good","2001","Hamburg","Not Employed","12","","",""
"Very good","2001","Hamburg","Employed","41","0.212609104828926","0.151104199535354","0.274114010122498"
"Very good","2001","Lower Saxony","Not Employed","57","0.0655797768089778","0.0471092353294895","0.0840503182884662"
"Very good","2001","Lower Saxony","Employed","123","0.118142347459598","0.0996472253879986","0.136637469531197"
"Very good","2001","Bremen","Not Employed","3","","",""
"Very good","2001","Bremen","Employed","12","","",""
"Very good","2001","North Rhine-Westphalia","Not Employed","133","0.0614499101624148","0.0502871506978058","0.0726126696270237"
"Very good","2001","North Rhine-Westphalia","Employed","355","0.116060218305283","0.104394758980928","0.127725677629637"
"Very good","2001","Hesse","Not Employed","33","0.0569894634254977","0.0371215250984692","0.0768574017525263"
"Very good","2001","Hesse","Employed","118","0.124076703231284","0.103276738632091","0.144876667830477"
"Very good","2001","Rhineland-Palatinate,Saarland","Not Employed","42","0.0715826135687595","0.0499985495876701","0.0931666775498488"
"Very good","2001","Rhineland-Palatinate,Saarland","Employed","91","0.125828256401942","0.102917595239759","0.148738917564126"
"Very good","2001","Baden-Württemberg","Not Employed","77","0.0720886027346667","0.0551348482330092","0.0890423572363241"
"Very good","2001","Baden-Württemberg","Employed","268","0.172183388056917","0.15438261287798","0.189984163235853"
"Very good","2001","Bavaria","Not Employed","106","0.0887698266051508","0.0714007708021209","0.106138882408181"
"Very good","2001","Bavaria","Employed","364","0.198096704863179","0.180732997346669","0.215460412379689"
"Very good","2001","Berlin","Not Employed","28","","",""
"Very good","2001","Berlin","Employed","59","0.113122670595137","0.0858723878051679","0.140372953385107"
"Very good","2001","Brandenburg","Not Employed","15","","",""
"Very good","2001","Brandenburg","Employed","46","0.0948711179340502","0.0708145934432151","0.118927642424885"
"Very good","2001","Mecklenburg-Western Pomerania","Not Employed","9","","",""
"Very good","2001","Mecklenburg-Western Pomerania","Employed","39","0.139371585745918","0.102826119712689","0.175917051779147"
"Very good","2001","Saxony","Not Employed","36","0.0425929654198682","0.0269357362638187","0.0582501945759177"
"Very good","2001","Saxony","Employed","93","0.0874191291436852","0.0700172257566895","0.104821032530681"
"Very good","2001","Saxony-Anhalt","Not Employed","19","","",""
"Very good","2001","Saxony-Anhalt","Employed","35","0.0561709529762833","0.0376232640648371","0.0747186418877295"
"Very good","2001","Thuringia","Not Employed","25","","",""
"Very good","2001","Thuringia","Employed","56","0.0928967760316614","0.0694733314484141","0.116320220614909"
"Good","2001","Schleswig-Holstein","Not Employed","74","0.32637305942415","0.266424184771423","0.386321934076878"
"Good","2001","Schleswig-Holstein","Employed","167","0.396571327312388","0.349675567499294","0.443467087125481"
"Good","2001","Hamburg","Not Employed","32","0.299080523776734","0.211085208526822","0.387075839026645"
"Good","2001","Hamburg","Employed","77","0.412332404573957","0.338335554034242","0.486329255113672"
"Good","2001","Lower Saxony","Not Employed","182","0.226919507646117","0.195667939146702","0.258171076145533"
"Good","2001","Lower Saxony","Employed","559","0.441701914666547","0.413247289416599","0.470156539916495"
"Good","2001","Bremen","Not Employed","12","","",""
"Good","2001","Bremen","Employed","50","0.52091679025648","0.423490300049374","0.618343280463587"
"Good","2001","North Rhine-Westphalia","Not Employed","499","0.250591226562025","0.230448209054666","0.270734244069383"
"Good","2001","North Rhine-Westphalia","Employed","1402","0.479304348514365","0.461109582612888","0.497499114415842"
"Good","2001","Hesse","Not Employed","154","0.265338670836923","0.227499543553239","0.303177798120606"
"Good","2001","Hesse","Employed","439","0.455314848357597","0.423894347093636","0.486735349621558"
"Good","2001","Rhineland-Palatinate,Saarland","Not Employed","141","0.24592368506777","0.209868673371201","0.281978696764338"
"Good","2001","Rhineland-Palatinate,Saarland","Employed","376","0.460690414693523","0.426257498260955","0.49512333112609"
"Good","2001","Baden-Württemberg","Not Employed","282","0.281351181742513","0.251875621986473","0.310826741498552"
"Good","2001","Baden-Württemberg","Employed","838","0.461057475795983","0.437554384794237","0.484560566797728"
"Good","2001","Bavaria","Not Employed","274","0.24637034110412","0.220055383061596","0.272685299146644"
"Good","2001","Bavaria","Employed","926","0.435344924457481","0.413745051448668","0.456944797466294"
"Good","2001","Berlin","Not Employed","74","0.274699759496382","0.2220396690956","0.327359849897164"
"Good","2001","Berlin","Employed","230","0.44636557396486","0.403597341505502","0.489133806424217"
"Good","2001","Brandenburg","Not Employed","103","0.256132115643608","0.212811391226341","0.299452840060876"
"Good","2001","Brandenburg","Employed","250","0.415851651231478","0.375390200049916","0.45631310241304"
"Good","2001","Mecklenburg-Western Pomerania","Not Employed","34","0.170280591686764","0.113943005483442","0.226618177890087"
"Good","2001","Mecklenburg-Western Pomerania","Employed","176","0.456896802151646","0.404332756636997","0.509460847666296"
"Good","2001","Saxony","Not Employed","155","0.222176616258254","0.189944610375109","0.2544086221414"
"Good","2001","Saxony","Employed","527","0.514961322788495","0.484169646950875","0.545752998626116"
"Good","2001","Saxony-Anhalt","Not Employed","112","0.26029580643093","0.217976777730943","0.302614835130916"
"Good","2001","Saxony-Anhalt","Employed","296","0.494992873500237","0.454717881369566","0.535267865630908"
"Good","2001","Thuringia","Not Employed","102","0.202624169173539","0.162156737377633","0.243091600969446"
"Good","2001","Thuringia","Employed","297","0.503812466261901","0.463468418962821","0.544156513560982"
"Satisfactory","2001","Schleswig-Holstein","Not Employed","67","0.301225834461808","0.242567640390806","0.35988402853281"
"Satisfactory","2001","Schleswig-Holstein","Employed","116","0.295836832768332","0.252082332845655","0.33959133269101"
"Satisfactory","2001","Hamburg","Not Employed","23","","",""
"Satisfactory","2001","Hamburg","Employed","39","0.259509633597134","0.193613477917849","0.325405789276418"
"Satisfactory","2001","Lower Saxony","Not Employed","284","0.449716944806183","0.412598801739497","0.486835087872868"
"Satisfactory","2001","Lower Saxony","Employed","369","0.314316583600642","0.287715420205549","0.340917746995735"
"Satisfactory","2001","Bremen","Not Employed","25","","",""
"Satisfactory","2001","Bremen","Employed","28","","",""
"Satisfactory","2001","North Rhine-Westphalia","Not Employed","662","0.38731069523208","0.364667792172327","0.409953598291832"
"Satisfactory","2001","North Rhine-Westphalia","Employed","860","0.302756623689004","0.286023083250545","0.319490164127463"
"Satisfactory","2001","Hesse","Not Employed","194","0.373648795429199","0.332187964819077","0.415109626039322"
"Satisfactory","2001","Hesse","Employed","307","0.307277104519749","0.278167969119301","0.336386239920197"
"Satisfactory","2001","Rhineland-Palatinate,Saarland","Not Employed","224","0.411107287579568","0.369911435556452","0.452303139602685"
"Satisfactory","2001","Rhineland-Palatinate,Saarland","Employed","261","0.320656761815791","0.288415280975138","0.352898242656445"
"Satisfactory","2001","Baden-Württemberg","Not Employed","290","0.376892835565372","0.34512631525854","0.408659355872203"
"Satisfactory","2001","Baden-Württemberg","Employed","453","0.275733942658054","0.254663657968871","0.296804227347237"
"Satisfactory","2001","Bavaria","Not Employed","372","0.35897338894121","0.329678042677231","0.388268735205188"
"Satisfactory","2001","Bavaria","Employed","529","0.258989196567624","0.239904031039531","0.278074362095717"
"Satisfactory","2001","Berlin","Not Employed","108","0.396714822916979","0.338999106449366","0.454430539384593"
"Satisfactory","2001","Berlin","Employed","162","0.311266611987025","0.271432398198943","0.351100825775108"
"Satisfactory","2001","Brandenburg","Not Employed","157","0.405350896423298","0.35662478649488","0.454077006351716"
"Satisfactory","2001","Brandenburg","Employed","217","0.369559111099395","0.329933606427534","0.409184615771256"
"Satisfactory","2001","Mecklenburg-Western Pomerania","Not Employed","72","0.453758487805752","0.379138569780508","0.528378405830996"
"Satisfactory","2001","Mecklenburg-Western Pomerania","Employed","103","0.314691497140344","0.265688334744712","0.363694659535976"
