"m11126","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Poor","1993","Full Time","direct migration background","","","","","4"
"Poor","1993","Full Time","no migration background","","","","","4"
"Poor","1993","Part Time","direct migration background","","","","","4"
"Poor","1993","Part Time","indirect migration background","","","","","4"
"Poor","1993","Not Working","direct migration background","","","","","4"
"Poor","1993","Not Working","indirect migration background","","","","","4"
"Poor","1993","Part Time","no migration background","","","","","4"
"Poor","1993","Not Working","no migration background","","","","","4"
"Satisfactory","1993","Full Time","direct migration background","","","","","3"
"Satisfactory","1993","Full Time","no migration background","","","","","3"
"Satisfactory","1993","Full Time","indirect migration background","","","","","3"
"Satisfactory","1993","Part Time","no migration background","","","","","3"
"Satisfactory","1993","Part Time","direct migration background","","","","","3"
"Satisfactory","1993","Part Time","indirect migration background","","","","","3"
"Satisfactory","1993","Not Working","no migration background","","","","","3"
"Satisfactory","1993","Not Working","indirect migration background","","","","","3"
"Satisfactory","1993","Not Working","direct migration background","","","","","3"
"Very good","1993","Full Time","no migration background","","","","","1"
"Very good","1993","Full Time","direct migration background","","","","","1"
"Very good","1993","Full Time","indirect migration background","","","","","1"
"Very good","1993","Part Time","no migration background","","","","","1"
"Very good","1993","Part Time","direct migration background","","","","","1"
"Very good","1993","Part Time","indirect migration background","","","","","1"
"Very good","1993","Not Working","no migration background","","","","","1"
"Very good","1993","Not Working","direct migration background","","","","","1"
"Very good","1993","Not Working","indirect migration background","","","","","1"
"Bad ","1994","Full Time","no migration background","58","0.0135457411551606","0.0102257659950682","0.016865716315253","5"
"Bad ","1994","Full Time","direct migration background","30","0.022607538451359","0.0138430195162242","0.0313720573864938","5"
"Bad ","1994","Full Time","indirect migration background","2","","","","5"
"Bad ","1994","Part Time","no migration background","34","0.0228780565973089","0.0160390078260971","0.0297171053685206","5"
"Bad ","1994","Part Time","direct migration background","14","","","","5"
"Bad ","1994","Part Time","indirect migration background","1","","","","5"
"Bad ","1994","Not Working","no migration background","272","0.0926250079861707","0.0831098730035256","0.102140142968816","5"
"Bad ","1994","Not Working","direct migration background","63","0.0788123734627302","0.0605693283138087","0.0970554186116517","5"
"Bad ","1994","Not Working","indirect migration background","4","","","","5"
"Good","1994","Full Time","direct migration background","495","0.434175573218336","0.404951517229944","0.463399629206728","2"
"Good","1994","Full Time","no migration background","2209","0.467642127484469","0.453311882128165","0.481972372840773","2"
"Good","1994","Full Time","indirect migration background","85","0.359737460394439","0.295437147983891","0.424037772804987","2"
"Good","1994","Part Time","no migration background","803","0.413668892803241","0.391141566359008","0.436196219247474","2"
"Good","1994","Part Time","direct migration background","172","0.410695055821858","0.363757373075244","0.457632738568472","2"
"Good","1994","Part Time","indirect migration background","49","0.398453364505023","0.306544321884962","0.490362407125085","2"
"Good","1994","Not Working","no migration background","1072","0.267062450770732","0.252541424120214","0.28158347742125","2"
"Good","1994","Not Working","indirect migration background","75","0.407139134542598","0.333501835217363","0.480776433867833","2"
"Good","1994","Not Working","direct migration background","275","0.282729075364943","0.25223939079312","0.313218759936765","2"
"Poor","1994","Full Time","indirect migration background","10","","","","4"
"Poor","1994","Full Time","direct migration background","141","0.126192208899115","0.106613178551074","0.145771239247156","4"
"Poor","1994","Full Time","no migration background","424","0.102428649318636","0.0937202128867002","0.111137085750571","4"
"Poor","1994","Part Time","no migration background","233","0.132138670079825","0.116648653339357","0.147628686820294","4"
"Poor","1994","Part Time","direct migration background","72","0.138884349122216","0.10588926341658","0.171879434827852","4"
"Poor","1994","Part Time","indirect migration background","7","","","","4"
"Poor","1994","Not Working","direct migration background","190","0.248306311973513","0.219055332491573","0.277557291455453","4"
"Poor","1994","Not Working","indirect migration background","14","","","","4"
"Poor","1994","Not Working","no migration background","677","0.21209885841545","0.198681641162634","0.225516075668266","4"
"Satisfactory","1994","Full Time","direct migration background","298","0.29331233522531","0.266468419223048","0.320156251227573","3"
"Satisfactory","1994","Full Time","no migration background","1453","0.315995870242729","0.302643294893408","0.32934844559205","3"
"Satisfactory","1994","Full Time","indirect migration background","47","0.249860525098303","0.191856111770981","0.307864938425624","3"
"Satisfactory","1994","Part Time","no migration background","570","0.324977273009845","0.303553426649318","0.346401119370372","3"
"Satisfactory","1994","Part Time","direct migration background","122","0.286144100305867","0.243023029182936","0.329265171428797","3"
"Satisfactory","1994","Part Time","indirect migration background","22","","","","3"
"Satisfactory","1994","Not Working","no migration background","1327","0.379307696979242","0.363382257377265","0.395233136581219","3"
"Satisfactory","1994","Not Working","indirect migration background","18","","","","3"
"Satisfactory","1994","Not Working","direct migration background","236","0.318799455605216","0.287247784918173","0.35035112629226","3"
"Very good","1994","Full Time","no migration background","513","0.100387611799005","0.0917565793973617","0.109018644200649","1"
"Very good","1994","Full Time","direct migration background","141","0.123712344205879","0.104299158137545","0.143125530274214","1"
"Very good","1994","Full Time","indirect migration background","70","0.316776205079094","0.254445940288136","0.379106469870052","1"
"Very good","1994","Part Time","no migration background","196","0.10633710750978","0.0922363957002041","0.120437819319355","1"
"Very good","1994","Part Time","direct migration background","42","0.121538989848646","0.0903636697068743","0.152714309990418","1"
"Very good","1994","Part Time","indirect migration background","30","0.281066119075948","0.196677561048743","0.365454677103152","1"
"Very good","1994","Not Working","no migration background","218","0.0489059858484051","0.041827340488535","0.0559846312082751","1"
"Very good","1994","Not Working","direct migration background","74","0.0713527835935975","0.0539244075260781","0.0887811596611168","1"
"Very good","1994","Not Working","indirect migration background","60","0.320835399085254","0.250870744145326","0.390800054025183","1"
"Bad ","1995","Full Time","direct migration background","31","0.0165660642140476","0.00921773443183169","0.0239143939962636","5"
"Bad ","1995","Part Time","direct migration background","16","","","","5"
"Bad ","1995","Not Working","direct migration background","83","0.0851653510024535","0.0686927147823533","0.101637987222554","5"
"Bad ","1995","Not Working","indirect migration background","2","","","","5"
"Bad ","1995","Full Time","no migration background","51","0.0133005523658629","0.0099682266407487","0.0166328780909771","5"
"Bad ","1995","Part Time","no migration background","38","0.0202377173019286","0.0139522771274722","0.0265231574763849","5"
"Bad ","1995","Not Working","no migration background","258","0.086549040515482","0.0772932457059105","0.0958048353250535","5"
"Bad ","1995","Full Time","indirect migration background","2","","","","5"
"Bad ","1995","Part Time","indirect migration background","4","","","","5"
"Good","1995","Full Time","direct migration background","534","0.458740924320947","0.430053423753688","0.487428424888206","2"
"Good","1995","Part Time","indirect migration background","69","0.49047215686788","0.406454652637309","0.574489661098452","2"
"Good","1995","Not Working","no migration background","1030","0.255127433176266","0.240777180735426","0.269477685617106","2"
"Good","1995","Full Time","no migration background","2164","0.473200108111502","0.458676804355349","0.487723411867656","2"
"Good","1995","Full Time","indirect migration background","87","0.368148752191917","0.302126512849671","0.434170991534163","2"
"Good","1995","Part Time","direct migration background","238","0.414284684163746","0.372814002214742","0.45575536611275","2"
"Good","1995","Not Working","indirect migration background","79","0.487500820191296","0.412583143891151","0.562418496491442","2"
"Good","1995","Part Time","no migration background","912","0.463902914215737","0.441642673835321","0.486163154596153","2"
"Good","1995","Not Working","direct migration background","370","0.319721041750893","0.292198441426497","0.34724364207529","2"
"Poor","1995","Full Time","direct migration background","121","0.0954714208032459","0.0785532185500077","0.112389623056484","4"
"Poor","1995","Part Time","indirect migration background","6","","","","4"
"Poor","1995","Not Working","no migration background","689","0.221259845980265","0.207595540628598","0.234924151331931","4"
"Poor","1995","Full Time","no migration background","425","0.0956679242992892","0.087111992625055","0.104223855973523","4"
"Poor","1995","Part Time","direct migration background","78","0.13661927439104","0.107705445306184","0.165533103475896","4"
"Poor","1995","Not Working","indirect migration background","15","","","","4"
"Poor","1995","Full Time","indirect migration background","18","","","","4"
"Poor","1995","Part Time","no migration background","222","0.129907131896446","0.114900132056102","0.14491413173679","4"
"Poor","1995","Not Working","direct migration background","229","0.204727890829968","0.180915296317542","0.228540485342395","4"
"Satisfactory","1995","Full Time","direct migration background","316","0.284182406996351","0.258216341318693","0.310148472674009","3"
"Satisfactory","1995","Full Time","indirect migration background","41","0.25606864780027","0.196321690164559","0.31581560543598","3"
"Satisfactory","1995","Part Time","indirect migration background","25","","","","3"
"Satisfactory","1995","Part Time","direct migration background","139","0.251197406385343","0.214685064168215","0.287709748602471","3"
"Satisfactory","1995","Not Working","indirect migration background","17","","","","3"
"Satisfactory","1995","Full Time","no migration background","1466","0.331689020726686","0.317993611598546","0.345384429854827","3"
"Satisfactory","1995","Part Time","no migration background","580","0.310409484938855","0.289757694592183","0.331061275285528","3"
"Satisfactory","1995","Not Working","no migration background","1329","0.383127160357447","0.367123870693159","0.399130450021734","3"
"Satisfactory","1995","Not Working","direct migration background","333","0.312339160837176","0.284988948598981","0.33968937307537","3"
"Very good","1995","Full Time","no migration background","434","0.0861423944966593","0.0779809336838371","0.0943038553094815","1"
"Very good","1995","Full Time","direct migration background","157","0.145039183665409","0.124765990802437","0.165312376528381","1"
"Very good","1995","Full Time","indirect migration background","57","0.24427258884994","0.185457180650185","0.303087997049694","1"
"Very good","1995","Part Time","no migration background","176","0.0755427516470327","0.0637467617423728","0.0873387415516927","1"
"Very good","1995","Part Time","direct migration background","71","0.171319543951173","0.139598647607644","0.203040440294703","1"
"Very good","1995","Part Time","indirect migration background","32","0.276058863834218","0.200925797702807","0.351191929965629","1"
"Very good","1995","Not Working","no migration background","239","0.0539365199705403","0.0465004824693068","0.0613725574717738","1"
"Very good","1995","Not Working","direct migration background","88","0.0780465555795091","0.0622161624220216","0.0938769487369966","1"
"Very good","1995","Not Working","indirect migration background","58","0.243942789538988","0.179574590448838","0.308310988629139","1"
"Bad ","1996","Full Time","no migration background","50","0.012875885393148","0.00958741719974511","0.0161643535865508","5"
"Bad ","1996","Full Time","direct migration background","21","","","","5"
"Bad ","1996","Full Time","indirect migration background","3","","","","5"
"Bad ","1996","Part Time","no migration background","50","0.0247064314306745","0.0178395328715855","0.0315733299897635","5"
"Bad ","1996","Part Time","direct migration background","20","","","","5"
"Bad ","1996","Not Working","no migration background","225","0.0795727919730001","0.0705474441771698","0.0885981397688305","5"
"Bad ","1996","Not Working","direct migration background","95","0.10561919131215","0.0867943741174841","0.124444008506816","5"
"Bad ","1996","Not Working","indirect migration background","1","","","","5"
"Bad ","1996","Part Time","indirect migration background","","","","","5"
"Good","1996","Full Time","direct migration background","458","0.466376070896025","0.435548814224419","0.497203327567631","2"
"Good","1996","Full Time","no migration background","2194","0.484466827927757","0.469889445606495","0.499044210249018","2"
"Good","1996","Part Time","no migration background","862","0.418334144261434","0.396512554684368","0.440155733838501","2"
"Good","1996","Part Time","direct migration background","233","0.401215465755084","0.361530738203597","0.44090019330657","2"
"Good","1996","Part Time","indirect migration background","62","0.432216468055701","0.352406105370546","0.512026830740857","2"
"Good","1996","Not Working","no migration background","963","0.249824127024758","0.235386837701412","0.264261416348105","2"
"Good","1996","Not Working","indirect migration background","79","0.35813348126144","0.288285537268189","0.427981425254692","2"
"Good","1996","Full Time","indirect migration background","102","0.392965957170872","0.328427179080752","0.457504735260992","2"
"Good","1996","Not Working","direct migration background","307","0.259974795285114","0.233109786246842","0.286839804323387","2"
"Poor","1996","Full Time","direct migration background","101","0.0994356626346416","0.0809439319738704","0.117927393295413","4"
"Poor","1996","Full Time","no migration background","385","0.089715798920729","0.0813800969121596","0.0980515009292983","4"
"Poor","1996","Part Time","no migration background","200","0.102889410328514","0.0894495030686984","0.116329317588329","4"
"Poor","1996","Part Time","direct migration background","88","0.138729682203113","0.110742851618487","0.16671651278774","4"
"Poor","1996","Part Time","indirect migration background","11","","","","4"
"Poor","1996","Not Working","no migration background","708","0.228582379360393","0.214578347946289","0.242586410774496","4"
"Poor","1996","Not Working","indirect migration background","9","","","","4"
"Poor","1996","Full Time","indirect migration background","10","","","","4"
"Poor","1996","Not Working","direct migration background","197","0.185591884923311","0.16177973269687","0.209404037149753","4"
"Satisfactory","1996","Full Time","no migration background","1449","0.322018325067155","0.308389184057656","0.335647466076653","3"
"Satisfactory","1996","Full Time","direct migration background","297","0.292403503098182","0.264295290906439","0.320511715289924","3"
"Satisfactory","1996","Full Time","indirect migration background","50","0.297823349174433","0.237395197003937","0.358251501344928","3"
"Satisfactory","1996","Part Time","no migration background","652","0.35466523721802","0.333501625612339","0.375828848823701","3"
"Satisfactory","1996","Part Time","direct migration background","177","0.302023596067792","0.264849527934066","0.339197664201519","3"
"Satisfactory","1996","Part Time","indirect migration background","33","0.245166987128219","0.175860534381269","0.314473439875169","3"
"Satisfactory","1996","Not Working","indirect migration background","33","0.209120644249885","0.149874188183274","0.268367100316497","3"
"Satisfactory","1996","Not Working","no migration background","1332","0.391371930211307","0.375095552839664","0.407648307582951","3"
"Satisfactory","1996","Not Working","direct migration background","348","0.370405771863957","0.34082787063098","0.399983673096933","3"
"Very good","1996","Full Time","no migration background","437","0.0909231626912115","0.0825371256407932","0.0993091997416298","1"
"Very good","1996","Full Time","direct migration background","129","0.115387482060502","0.0956448528416858","0.135130111279317","1"
"Very good","1996","Full Time","indirect migration background","55","0.239173498213046","0.182805048017738","0.295541948408354","1"
"Very good","1996","Part Time","no migration background","199","0.0994047767613571","0.0861687880541977","0.112640765468517","1"
"Very good","1996","Part Time","direct migration background","68","0.131474254425221","0.104114575928373","0.158833932922069","1"
"Very good","1996","Part Time","indirect migration background","42","0.268822553293294","0.197395706580509","0.340249400006078","1"
"Very good","1996","Not Working","no migration background","226","0.0506487714305415","0.0433359521590889","0.0579615907019941","1"
"Very good","1996","Not Working","direct migration background","77","0.0784083566154676","0.0619438563867125","0.0948728568442227","1"
"Very good","1996","Not Working","indirect migration background","59","0.308191963386599","0.240923383430847","0.375460543342352","1"
"Bad ","1997","Full Time","no migration background","44","0.0117238692050093","0.00855020681136819","0.0148975315986504","5"
"Bad ","1997","Full Time","direct migration background","15","","","","5"
"Bad ","1997","Full Time","indirect migration background","2","","","","5"
"Bad ","1997","Part Time","no migration background","49","0.023972791893292","0.0170766298346004","0.0308689539519836","5"
"Bad ","1997","Part Time","direct migration background","20","","","","5"
"Bad ","1997","Not Working","no migration background","248","0.0834184862579581","0.0742902845202587","0.0925466879956575","5"
"Bad ","1997","Not Working","direct migration background","79","0.0815494877483722","0.0647212074924036","0.0983777680043408","5"
"Bad ","1997","Not Working","indirect migration background","","","","","5"
"Bad ","1997","Part Time","indirect migration background","3","","","","5"
"Good","1997","Full Time","no migration background","2254","0.494587709419592","0.479846583716367","0.509328835122818","2"
"Good","1997","Full Time","direct migration background","459","0.436246646449188","0.404777531879962","0.467715761018414","2"
"Good","1997","Full Time","indirect migration background","121","0.494188052830694","0.429291544613135","0.559084561048252","2"
"Good","1997","Part Time","no migration background","868","0.440993640614008","0.418609432932097","0.463377848295918","2"
"Good","1997","Part Time","direct migration background","230","0.428599433374409","0.385982780137933","0.471216086610886","2"
"Good","1997","Part Time","indirect migration background","78","0.510169871413915","0.42852159978832","0.591818143039509","2"
"Good","1997","Not Working","no migration background","1014","0.243005232497393","0.228846551997928","0.257163912996858","2"
"Good","1997","Not Working","indirect migration background","93","0.44524062172473","0.376704090053398","0.513777153396063","2"
"Good","1997","Not Working","direct migration background","339","0.288109608205959","0.260262078641679","0.315957137770239","2"
"Poor","1997","Full Time","no migration background","334","0.0814382497235311","0.0733741760959404","0.0895023233511218","4"
"Poor","1997","Full Time","direct migration background","105","0.128186915111721","0.106973653729301","0.14940017649414","4"
"Poor","1997","Full Time","indirect migration background","12","","","","4"
"Poor","1997","Part Time","no migration background","192","0.111720658750976","0.0975183577178396","0.125922959784112","4"
"Poor","1997","Part Time","direct migration background","72","0.144313541874729","0.114051788783993","0.174575294965466","4"
"Poor","1997","Part Time","indirect migration background","9","","","","4"
"Poor","1997","Not Working","no migration background","667","0.210231944545997","0.196780539021248","0.223683350070746","4"
"Poor","1997","Not Working","indirect migration background","13","","","","4"
"Poor","1997","Not Working","direct migration background","209","0.213849624582094","0.188637566659408","0.239061682504779","4"
"Satisfactory","1997","Full Time","no migration background","1370","0.318501324299558","0.30476488347534","0.332237765123776","3"
"Satisfactory","1997","Full Time","direct migration background","264","0.299318297404731","0.270257941752771","0.328378653056692","3"
"Satisfactory","1997","Full Time","indirect migration background","38","0.237900321616866","0.182631007985905","0.293169635247827","3"
"Satisfactory","1997","Part Time","no migration background","609","0.325678849036376","0.304551482969026","0.346806215103725","3"
"Satisfactory","1997","Part Time","direct migration background","146","0.286175635147997","0.24725362848807","0.325097641807923","3"
"Satisfactory","1997","Part Time","indirect migration background","21","","","","3"
"Satisfactory","1997","Not Working","indirect migration background","28","","","","3"
"Satisfactory","1997","Not Working","no migration background","1385","0.413390415668303","0.39713405562924","0.429646775707365","3"
"Satisfactory","1997","Not Working","direct migration background","327","0.331673061253668","0.302722911132561","0.360623211374775","3"
"Very good","1997","Full Time","no migration background","417","0.0937488473523096","0.0851548870231407","0.102342807681479","1"
"Very good","1997","Full Time","direct migration background","111","0.123480818957945","0.102604478714058","0.144357159201832","1"
"Very good","1997","Full Time","indirect migration background","55","0.213316018056639","0.16014284768021","0.266489188433067","1"
"Very good","1997","Part Time","no migration background","172","0.0976340597053487","0.0842524237684131","0.111015695642284","1"
"Very good","1997","Part Time","direct migration background","50","0.111140251706333","0.0840735386384897","0.138206964774177","1"
"Very good","1997","Part Time","indirect migration background","33","0.286618196981199","0.212763224887343","0.360473169075054","1"
"Very good","1997","Not Working","no migration background","211","0.049953921030349","0.0427623188275324","0.0571455232331656","1"
"Very good","1997","Not Working","direct migration background","62","0.0848182182099073","0.0676865563982082","0.101949880021606","1"
"Very good","1997","Not Working","indirect migration background","68","0.273048955589815","0.21160979853196","0.33448811264767","1"
"Bad ","1998","Full Time","no migration background","50","0.010991878874491","0.00806264995073816","0.0139211077982437","5"
"Bad ","1998","Part Time","no migration background","44","0.0273557886546027","0.0205550892792156","0.0341564880299897","5"
"Bad ","1998","Part Time","direct migration background","12","","","","5"
"Bad ","1998","Not Working","no migration background","324","0.0854988318269994","0.0770452527639599","0.093952410890039","5"
"Bad ","1998","Not Working","direct migration background","75","0.0745141261005303","0.0583187287611901","0.0907095234398705","5"
"Bad ","1998","Not Working","indirect migration background","2","","","","5"
"Bad ","1998","Full Time","direct migration background","15","","","","5"
"Bad ","1998","Full Time","indirect migration background","2","","","","5"
"Bad ","1998","Part Time","indirect migration background","1","","","","5"
"Good","1998","Full Time","no migration background","2552","0.504992027955005","0.490945603893724","0.519038452016286","2"
"Good","1998","Part Time","direct migration background","243","0.428177141277141","0.385441820141799","0.470912462412483","2"
"Good","1998","Part Time","indirect migration background","70","0.504277676858333","0.424530792007088","0.584024561709578","2"
"Good","1998","Not Working","indirect migration background","82","0.331298320578492","0.267179025010879","0.395417616146104","2"
"Good","1998","Full Time","indirect migration background","126","0.465500526722926","0.402784478789289","0.528216574656562","2"
"Good","1998","Not Working","direct migration background","348","0.324282374268722","0.295413376969789","0.353151371567654","2"
"Good","1998","Full Time","direct migration background","428","0.46962235263949","0.436815528035881","0.502429177243099","2"
"Good","1998","Part Time","no migration background","1045","0.466969884217015","0.446169456558797","0.487770311875232","2"
"Good","1998","Not Working","no migration background","1224","0.26315130743918","0.249838785984513","0.276463828893847","2"
"Poor","1998","Full Time","no migration background","349","0.0818521076722263","0.0741503708860153","0.0895538444584374","4"
"Poor","1998","Part Time","direct migration background","66","0.0942862279679167","0.0690476958207629","0.119524760115071","4"
"Poor","1998","Part Time","indirect migration background","12","","","","4"
"Poor","1998","Not Working","indirect migration background","18","","","","4"
"Poor","1998","Full Time","indirect migration background","13","","","","4"
"Poor","1998","Full Time","direct migration background","90","0.101018720590291","0.0812092227550536","0.120828218425529","4"
"Poor","1998","Part Time","no migration background","208","0.0986698941230901","0.0862365995272311","0.111103188718949","4"
"Poor","1998","Not Working","no migration background","789","0.205622480684837","0.193404001149133","0.21784096022054","4"
"Poor","1998","Not Working","direct migration background","206","0.211021439750055","0.185857230031312","0.236185649468798","4"
"Satisfactory","1998","Full Time","direct migration background","253","0.27698690265733","0.247569799070709","0.306404006243952","3"
"Satisfactory","1998","Full Time","no migration background","1373","0.28716207102094","0.274451169435649","0.299872972606231","3"
"Satisfactory","1998","Part Time","direct migration background","141","0.309487281522585","0.269561656763828","0.349412906281342","3"
"Satisfactory","1998","Not Working","indirect migration background","28","","","","3"
"Satisfactory","1998","Full Time","indirect migration background","43","0.226751843863792","0.174104094001895","0.279399593725689","3"
"Satisfactory","1998","Part Time","no migration background","681","0.303383879611618","0.284217284674816","0.322550474548421","3"
"Satisfactory","1998","Part Time","indirect migration background","26","","","","3"
"Satisfactory","1998","Not Working","no migration background","1553","0.380174617937336","0.365499059588153","0.394850176286519","3"
"Satisfactory","1998","Not Working","direct migration background","323","0.323771563414559","0.294914411207838","0.35262871562128","3"
"Very good","1998","Full Time","no migration background","543","0.115001914477338","0.106039167863583","0.123964661091093","1"
"Very good","1998","Full Time","direct migration background","103","0.128185516805562","0.106210524603004","0.15016050900812","1"
"Very good","1998","Full Time","indirect migration background","59","0.242141513500498","0.188280609337297","0.2960024176637","1"
"Very good","1998","Part Time","no migration background","232","0.103620553393674","0.0909142022565997","0.116326904530749","1"
"Very good","1998","Part Time","direct migration background","53","0.152026488642484","0.121016953780701","0.183036023504268","1"
"Very good","1998","Part Time","indirect migration background","42","0.25235084350359","0.18307035814173","0.32163132886545","1"
"Very good","1998","Not Working","no migration background","313","0.0655527621116474","0.0580703558255352","0.0730351683977596","1"
"Very good","1998","Not Working","direct migration background","58","0.0664104964661342","0.0510542968923371","0.0817666960399314","1"
"Very good","1998","Not Working","indirect migration background","77","0.346038206948943","0.281234308505646","0.41084210539224","1"
"Bad ","1999","Full Time","no migration background","60","0.0154050171550695","0.0119037593801591","0.01890627492998","5"
"Bad ","1999","Full Time","direct migration background","11","","","","5"
"Bad ","1999","Full Time","indirect migration background","3","","","","5"
"Bad ","1999","Part Time","no migration background","41","0.0196306368723003","0.0139684982227648","0.0252927755218357","5"
"Bad ","1999","Part Time","direct migration background","9","","","","5"
"Bad ","1999","Not Working","no migration background","308","0.0908675600141788","0.0817921428503214","0.0999429771780362","5"
"Bad ","1999","Not Working","direct migration background","69","0.0806648823114842","0.0629521995637042","0.0983775650592642","5"
"Bad ","1999","Not Working","indirect migration background","2","","","","5"
"Bad ","1999","Part Time","indirect migration background","1","","","","5"
"Good","1999","Full Time","no migration background","2359","0.48356714522779","0.46936023916788","0.4977740512877","2"
"Good","1999","Full Time","indirect migration background","122","0.502361431469083","0.439625212819752","0.565097650118414","2"
"Good","1999","Part Time","no migration background","1086","0.452269028638934","0.431954791726325","0.472583265551542","2"
"Good","1999","Part Time","direct migration background","226","0.501834506920253","0.456241925285221","0.547427088555285","2"
"Good","1999","Part Time","indirect migration background","86","0.483710055694995","0.409457251774047","0.557962859615944","2"
