"m11126","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1999","higher education","Male","342","0.308326203227817","0.280822590648686","0.335829815806948"
"Satisfactory","1999","higher education","Female","286","0.314636554045519","0.284007555553805","0.345265552537232"
"Poor","1999","in school","Male","2","","",""
"Poor","1999","in school","Female","10","","",""
"Poor","1999","inadequately","Male","36","0.270423059930626","0.204234573471591","0.336611546389661"
"Poor","1999","inadequately","Female","43","0.161302252050113","0.115799864594333","0.206804639505894"
"Poor","1999","general elemantary","Male","109","0.143081772118401","0.119959953898287","0.166203590338514"
"Poor","1999","general elemantary","Female","305","0.219890537170987","0.19941652942458","0.240364544917394"
"Poor","1999","middle vocational","Male","389","0.125461290281111","0.114446465892747","0.136476114669475"
"Poor","1999","middle vocational","Female","492","0.17008020420013","0.157601236695038","0.182559171705221"
"Poor","1999","vocational + Abi","Male","16","","",""
"Poor","1999","vocational + Abi","Female","27","","",""
"Poor","1999","higher vocational","Male","61","0.140614428548444","0.109803652766649","0.171425204330238"
"Poor","1999","higher vocational","Female","35","0.141150026919837","0.103810054446307","0.178489999393367"
"Poor","1999","higher education","Male","94","0.0944640904396759","0.0770452165499806","0.111882964329371"
"Poor","1999","higher education","Female","89","0.0998887990080647","0.0801111703656535","0.119666427650476"
"Bad ","1999","in school","Male","","","",""
"Bad ","1999","in school","Female","3","","",""
"Bad ","1999","inadequately","Male","13","","",""
"Bad ","1999","inadequately","Female","23","","",""
"Bad ","1999","general elemantary","Male","30","0.0393368346940856","0.0265003705622907","0.0521732988258806"
"Bad ","1999","general elemantary","Female","102","0.0924402537053744","0.0781220018581774","0.106758505552571"
"Bad ","1999","middle vocational","Male","120","0.0420783988647041","0.0354022229703609","0.0487545747590473"
"Bad ","1999","middle vocational","Female","116","0.041166085924786","0.0345671305864427","0.0477650412631293"
"Bad ","1999","vocational + Abi","Male","5","","",""
"Bad ","1999","vocational + Abi","Female","5","","",""
"Bad ","1999","higher vocational","Male","14","","",""
"Bad ","1999","higher vocational","Female","10","","",""
"Bad ","1999","higher education","Male","31","0.032376922968108","0.0218353660655126","0.0429184798707035"
"Bad ","1999","higher education","Female","24","","",""
"Very good","2000","in school","Male","111","0.47902255221471","0.415688601082345","0.542356503347075"
"Very good","2000","in school","Female","78","0.278154022510649","0.223582866754468","0.33272517826683"
"Very good","2000","inadequately","Male","11","","",""
"Very good","2000","inadequately","Female","9","","",""
"Very good","2000","general elemantary","Male","165","0.140493519035596","0.120470289091184","0.160516748980008"
"Very good","2000","general elemantary","Female","183","0.0694467469440323","0.0593100562359437","0.0795834376521208"
"Very good","2000","middle vocational","Male","636","0.102204190757763","0.0947200428116797","0.109688338703846"
"Very good","2000","middle vocational","Female","658","0.0978670277893881","0.0906783276804926","0.105055727898284"
"Very good","2000","vocational + Abi","Male","81","0.153411334137584","0.122103418985649","0.184719249289519"
"Very good","2000","vocational + Abi","Female","82","0.134133687939186","0.107243126905906","0.161024248972465"
"Very good","2000","higher vocational","Male","92","0.0788954408711704","0.0628180106659267","0.0949728710764141"
"Very good","2000","higher vocational","Female","94","0.108408200413442","0.0870507213719817","0.129765679454902"
"Very good","2000","higher education","Male","285","0.140273312180678","0.125665475341507","0.154881149019849"
"Very good","2000","higher education","Female","208","0.132895184633046","0.116589787025737","0.149200582240355"
"Good","2000","in school","Male","96","0.402576125299257","0.34040131978697","0.464750930811543"
"Good","2000","in school","Female","124","0.509193270667602","0.448310446328459","0.570076095006745"
"Good","2000","inadequately","Male","59","0.335617442582319","0.264634335861149","0.406600549303488"
"Good","2000","inadequately","Female","70","0.282276328128317","0.224728355976359","0.339824300280275"
"Good","2000","general elemantary","Male","490","0.393680549817038","0.365528881244293","0.421832218389782"
"Good","2000","general elemantary","Female","686","0.245137239894189","0.22798431159062","0.262290168197758"
"Good","2000","middle vocational","Male","2537","0.38450038881691","0.372481024249286","0.396519753384534"
"Good","2000","middle vocational","Female","2617","0.372195802276238","0.360500950229187","0.383890654323288"
"Good","2000","vocational + Abi","Male","248","0.483830831209548","0.44041661150745","0.527245050911647"
"Good","2000","vocational + Abi","Female","285","0.423853974248816","0.384861578106453","0.462846370391179"
"Good","2000","higher vocational","Male","458","0.415774471994247","0.386380695435015","0.445168248553478"
"Good","2000","higher vocational","Female","331","0.367878878361511","0.334751393328283","0.401006363394739"
"Good","2000","higher education","Male","1023","0.452341431619812","0.431404824340544","0.47327803889908"
"Good","2000","higher education","Female","767","0.428690218497491","0.404919156260588","0.452461280734394"
"Satisfactory","2000","in school","Male","24","","",""
"Satisfactory","2000","in school","Female","45","0.169827083889871","0.124098688156946","0.215555479622796"
"Satisfactory","2000","inadequately","Male","56","0.317346815594552","0.247380216741684","0.387313414447419"
"Satisfactory","2000","inadequately","Female","79","0.3317122703298","0.271515017546445","0.391909523113155"
"Satisfactory","2000","general elemantary","Male","319","0.294755845792846","0.268484496869279","0.321027194716413"
"Satisfactory","2000","general elemantary","Female","878","0.381416783994095","0.362048167854464","0.400785400133726"
"Satisfactory","2000","middle vocational","Male","2139","0.348931496612279","0.337155364891412","0.360707628333146"
"Satisfactory","2000","middle vocational","Female","2221","0.352150240428489","0.34059449317342","0.363705987683558"
"Satisfactory","2000","vocational + Abi","Male","122","0.221574673620255","0.185495403959296","0.257653943281215"
"Satisfactory","2000","vocational + Abi","Female","164","0.291674174977539","0.255809158382443","0.327539191572636"
"Satisfactory","2000","higher vocational","Male","375","0.355840892990273","0.327287303163594","0.384394482816953"
"Satisfactory","2000","higher vocational","Female","279","0.356900439101716","0.323988873948276","0.389812004255156"
"Satisfactory","2000","higher education","Male","634","0.303034648912223","0.283702954667804","0.322366343156643"
"Satisfactory","2000","higher education","Female","505","0.313999353225152","0.291706399658793","0.336292306791512"
"Poor","2000","in school","Male","7","","",""
"Poor","2000","in school","Female","10","","",""
"Poor","2000","inadequately","Male","33","0.181712924055134","0.123747450959833","0.239678397150435"
"Poor","2000","inadequately","Female","57","0.241456697501652","0.186739483436149","0.296173911567154"
"Poor","2000","general elemantary","Male","135","0.129521551373392","0.11017375793962","0.148869344807163"
"Poor","2000","general elemantary","Female","489","0.21778138680869","0.201323499717793","0.234239273899587"
"Poor","2000","middle vocational","Male","750","0.124022335648953","0.115878749510754","0.132165921787152"
"Poor","2000","middle vocational","Female","853","0.139040248534156","0.130669610137076","0.147410886931237"
"Poor","2000","vocational + Abi","Male","51","0.119286932875551","0.0911288647131548","0.147445001037948"
"Poor","2000","vocational + Abi","Female","73","0.125344172954054","0.0992179769636256","0.151470368944482"
"Poor","2000","higher vocational","Male","123","0.117472486842931","0.0982695160483229","0.136675457637538"
"Poor","2000","higher vocational","Female","87","0.129803971903576","0.10671585951652","0.152892084290632"
"Poor","2000","higher education","Male","192","0.0863991118411521","0.0745809189275824","0.0982173047547219"
"Poor","2000","higher education","Female","148","0.0956090466413642","0.0814846933936994","0.109733399889029"
"Bad ","2000","in school","Male","1","","",""
"Bad ","2000","in school","Female","2","","",""
"Bad ","2000","inadequately","Male","11","","",""
"Bad ","2000","inadequately","Female","20","","",""
"Bad ","2000","general elemantary","Male","48","0.0415485339811285","0.0300499509178819","0.0530471170443751"
"Bad ","2000","general elemantary","Female","180","0.0862178423589933","0.0750255373193596","0.097410147398627"
"Bad ","2000","middle vocational","Male","231","0.0403415881640949","0.0354802698617725","0.0452029064664173"
"Bad ","2000","middle vocational","Female","214","0.0387466809717288","0.0340775821217563","0.0434157798217014"
"Bad ","2000","vocational + Abi","Male","7","","",""
"Bad ","2000","vocational + Abi","Female","13","","",""
"Bad ","2000","higher vocational","Male","32","0.0320167073013791","0.0215174524679646","0.0425159621347936"
"Bad ","2000","higher vocational","Female","23","","",""
"Bad ","2000","higher education","Male","37","0.017951495446135","0.0123663438538918","0.0235366470383782"
"Bad ","2000","higher education","Female","37","0.0288061970029463","0.02077210341187","0.0368402905940226"
"Very good","2001","in school","Male","121","0.462584083308222","0.402553058255911","0.522615108360533"
"Very good","2001","in school","Female","99","0.32720698475333","0.272542294298651","0.38187167520801"
"Very good","2001","inadequately","Male","15","","",""
"Very good","2001","inadequately","Female","10","","",""
"Very good","2001","general elemantary","Male","175","0.168453304178739","0.14537146067086","0.191535147686618"
"Very good","2001","general elemantary","Female","168","0.0692047237171791","0.0583676811785665","0.0800417662557917"
"Very good","2001","middle vocational","Male","558","0.0968193042107254","0.0891195279113012","0.10451908051015"
"Very good","2001","middle vocational","Female","563","0.0934574259389313","0.0860776392876019","0.100837212590261"
"Very good","2001","vocational + Abi","Male","74","0.165628070217711","0.13247518431144","0.198780956123982"
"Very good","2001","vocational + Abi","Female","70","0.11372298221058","0.0882136862856073","0.139232278135553"
"Very good","2001","higher vocational","Male","77","0.0811587837493567","0.0639114111164726","0.0984061563822408"
"Very good","2001","higher vocational","Female","79","0.0850479798789718","0.064629675455951","0.105466284301993"
"Very good","2001","higher education","Male","235","0.141797169893548","0.126508776620002","0.157085563167093"
"Very good","2001","higher education","Female","170","0.119424118689577","0.103337081898567","0.135511155480586"
"Good","2001","in school","Male","115","0.419174767016776","0.359766695114692","0.478582838918859"
"Good","2001","in school","Female","125","0.46616740026875","0.408047030494816","0.524287770042683"
"Good","2001","inadequately","Male","42","0.301816753938708","0.223506702558641","0.380126805318775"
"Good","2001","inadequately","Female","42","0.2026731897737","0.143947493641198","0.261398885906203"
"Good","2001","general elemantary","Male","405","0.381696646762823","0.351736262626462","0.411657030899183"
"Good","2001","general elemantary","Female","613","0.254534143444461","0.235934581096272","0.27313370579265"
"Good","2001","middle vocational","Male","2293","0.38644089277306","0.37376205200191","0.39911973354421"
"Good","2001","middle vocational","Female","2374","0.374577333894046","0.362305757594433","0.386848910193658"
"Good","2001","vocational + Abi","Male","213","0.424169090869128","0.380094172022772","0.468244009715483"
"Good","2001","vocational + Abi","Female","270","0.396946205440044","0.357633451984913","0.436258958895176"
"Good","2001","higher vocational","Male","383","0.378005381644845","0.347380300191983","0.408630463097706"
"Good","2001","higher vocational","Female","297","0.375506821235088","0.340061307278252","0.410952335191924"
"Good","2001","higher education","Male","908","0.433774939445806","0.412054937213535","0.455494941678077"
"Good","2001","higher education","Female","717","0.432876224680235","0.408297042230489","0.457455407129981"
"Satisfactory","2001","in school","Male","23","","",""
"Satisfactory","2001","in school","Female","43","0.14664985431712","0.105434472765317","0.187865235868922"
"Satisfactory","2001","inadequately","Male","36","0.249029017319662","0.175255977152158","0.322802057487167"
"Satisfactory","2001","inadequately","Female","65","0.352490274104724","0.282697806162549","0.422282742046898"
"Satisfactory","2001","general elemantary","Male","277","0.290176648589355","0.262187236546185","0.318166060632526"
"Satisfactory","2001","general elemantary","Female","785","0.385680143889766","0.364896258450948","0.406464029328584"
"Satisfactory","2001","middle vocational","Male","1888","0.342497840330096","0.330141572412246","0.354854108247946"
"Satisfactory","2001","middle vocational","Female","2033","0.347802280006916","0.335726960047317","0.359877599966514"
"Satisfactory","2001","vocational + Abi","Male","140","0.296522961429224","0.255791625607894","0.337254297250554"
"Satisfactory","2001","vocational + Abi","Female","185","0.338626525387626","0.300601152479919","0.376651898295333"
"Satisfactory","2001","higher vocational","Male","361","0.386219556271989","0.355468601739336","0.416970510804643"
"Satisfactory","2001","higher vocational","Female","232","0.339784569689402","0.305116219504699","0.374452919874105"
"Satisfactory","2001","higher education","Male","632","0.30519007964143","0.285008678969789","0.325371480313071"
"Satisfactory","2001","higher education","Female","467","0.293140235460993","0.270558829079101","0.315721641842885"
"Poor","2001","in school","Male","4","","",""
"Poor","2001","in school","Female","16","","",""
"Poor","2001","inadequately","Male","32","0.27658485950824","0.200277025945574","0.352892693070905"
"Poor","2001","inadequately","Female","52","0.317609620397874","0.249599254624029","0.385619986171718"
"Poor","2001","general elemantary","Male","116","0.123595434902345","0.103298010400217","0.143892859404473"
"Poor","2001","general elemantary","Female","408","0.21326809610398","0.195778001834252","0.230758190373707"
"Poor","2001","middle vocational","Male","718","0.134398314646409","0.125517235018841","0.143279394273978"
"Poor","2001","middle vocational","Female","773","0.137779770393918","0.129041114685892","0.146518426101944"
"Poor","2001","vocational + Abi","Male","47","0.100246495294249","0.073462775165774","0.127030215422723"
"Poor","2001","vocational + Abi","Female","57","0.11731962231863","0.091462709427827","0.143176535209433"
"Poor","2001","higher vocational","Male","107","0.118574109524827","0.0981556588685057","0.138992560181148"
"Poor","2001","higher vocational","Female","89","0.161609911411587","0.134666934619702","0.188552888203473"
"Poor","2001","higher education","Male","174","0.092760679724292","0.0800468618273174","0.105474497621267"
"Poor","2001","higher education","Female","175","0.125247721184189","0.108827685477835","0.141667756890542"
"Bad ","2001","in school","Male","2","","",""
"Bad ","2001","in school","Female","","","",""
"Bad ","2001","inadequately","Male","7","","",""
"Bad ","2001","inadequately","Female","11","","",""
"Bad ","2001","general elemantary","Male","37","0.0360779655667381","0.0245771304284179","0.0475788007050582"
"Bad ","2001","general elemantary","Female","133","0.0773128928446143","0.0659085829212981","0.0887172027679306"
"Bad ","2001","middle vocational","Male","209","0.0398436480397094","0.0347508045118506","0.0449364915675682"
"Bad ","2001","middle vocational","Female","233","0.0463831897661894","0.041050945308015","0.0517154342243637"
"Bad ","2001","vocational + Abi","Male","9","","",""
"Bad ","2001","vocational + Abi","Female","13","","",""
"Bad ","2001","higher vocational","Male","35","0.0360421688089827","0.0242696491698239","0.0478146884481414"
"Bad ","2001","higher vocational","Female","20","","",""
"Bad ","2001","higher education","Male","51","0.0264771312949243","0.0194408752201093","0.0335133873697393"
"Bad ","2001","higher education","Female","32","0.0293116999850074","0.0209439818930221","0.0376794180769927"
"Very good","2002","in school","Male","121","0.406313591940484","0.350550199424911","0.462076984456056"
"Very good","2002","in school","Female","107","0.356300893046082","0.303664703791199","0.408937082300965"
"Very good","2002","inadequately","Male","13","","",""
"Very good","2002","inadequately","Female","6","","",""
"Very good","2002","general elemantary","Male","151","0.145600842787332","0.123231215131648","0.167970470443017"
"Very good","2002","general elemantary","Female","118","0.0564479452415137","0.0462360678747954","0.066659822608232"
"Very good","2002","middle vocational","Male","500","0.0824185223371778","0.0752056189132963","0.0896314257610592"
"Very good","2002","middle vocational","Female","529","0.0806546377757992","0.0737930531968345","0.0875162223547639"
"Very good","2002","vocational + Abi","Male","69","0.15488070982472","0.123137160054613","0.186624259594826"
"Very good","2002","vocational + Abi","Female","84","0.129209726012803","0.103979706203351","0.154439745822254"
"Very good","2002","higher vocational","Male","75","0.0727402736194018","0.0567393151241578","0.0887412321146457"
"Very good","2002","higher vocational","Female","58","0.0524793095150976","0.0363910776272534","0.0685675414029417"
"Very good","2002","higher education","Male","264","0.0995031561674589","0.0880060874586066","0.111000224876311"
"Very good","2002","higher education","Female","221","0.0963606470862756","0.0833002399363299","0.109421054236221"
"Good","2002","in school","Male","134","0.423153259098325","0.367058921273567","0.479247596923083"
"Good","2002","in school","Female","157","0.468194239482189","0.413350875882441","0.523037603081936"
"Good","2002","inadequately","Male","33","0.261262063498517","0.181657395122459","0.340866731874575"
"Good","2002","inadequately","Female","39","0.224541483782583","0.161063718958179","0.288019248606986"
"Good","2002","general elemantary","Male","375","0.366843216581938","0.336276957937618","0.397409475226258"
"Good","2002","general elemantary","Female","600","0.270496545428589","0.250840636674028","0.290152454183149"
"Good","2002","middle vocational","Male","2273","0.38952954360575","0.376739326605747","0.402319760605753"
"Good","2002","middle vocational","Female","2363","0.363837109526105","0.351714166449849","0.375960052602361"
"Good","2002","vocational + Abi","Male","236","0.433003348493454","0.389528938907387","0.476477758079522"
"Good","2002","vocational + Abi","Female","311","0.402066544070034","0.365186740488249","0.43894634765182"
"Good","2002","higher vocational","Male","408","0.393037005514155","0.362944686114733","0.423129324913577"
"Good","2002","higher vocational","Female","333","0.392629375927526","0.357397302976973","0.427861448878079"
"Good","2002","higher education","Male","1272","0.462973906502417","0.443822373093638","0.482125439911196"
"Good","2002","higher education","Female","902","0.424914369122628","0.403035429931703","0.446793308313553"
"Satisfactory","2002","in school","Male","33","0.135826287409108","0.0969278281377554","0.17472474668046"
"Satisfactory","2002","in school","Female","48","0.161023686262138","0.120626207319293","0.201421165204983"
"Satisfactory","2002","inadequately","Male","36","0.386409906901931","0.298179464701462","0.474640349102399"
"Satisfactory","2002","inadequately","Female","59","0.33276326418854","0.2610826513939","0.404443876983181"
"Satisfactory","2002","general elemantary","Male","279","0.339409714741076","0.309378380271475","0.369441049210676"
"Satisfactory","2002","general elemantary","Female","694","0.369866825065772","0.34850504440282","0.391228605728725"
"Satisfactory","2002","middle vocational","Male","1895","0.347932536210111","0.33543946622103","0.360425606199193"
"Satisfactory","2002","middle vocational","Female","2118","0.368869420683127","0.356711303021462","0.381027538344792"
"Satisfactory","2002","vocational + Abi","Male","136","0.279992629537038","0.240597767045368","0.319387492028709"
"Satisfactory","2002","vocational + Abi","Female","205","0.298413587796732","0.263997374419064","0.3328298011744"
"Satisfactory","2002","higher vocational","Male","365","0.357760515522217","0.328227857278377","0.387293173766058"
"Satisfactory","2002","higher vocational","Female","237","0.35273414424687","0.31826067352568","0.387207614968061"
"Satisfactory","2002","higher education","Male","812","0.320877265054598","0.302947639923165","0.33880689018603"
"Satisfactory","2002","higher education","Female","599","0.333398837340759","0.312533550085525","0.354264124595992"
"Poor","2002","in school","Male","9","","",""
"Poor","2002","in school","Female","6","","",""
"Poor","2002","inadequately","Male","26","","",""
"Poor","2002","inadequately","Female","49","0.30126496122181","0.231469911681239","0.37106001076238"
"Poor","2002","general elemantary","Male","106","0.10939382018781","0.0895974461093937","0.129190194266227"
"Poor","2002","general elemantary","Female","418","0.224828423097497","0.206356031919721","0.243300814275273"
"Poor","2002","middle vocational","Male","698","0.134274378545984","0.125331813719299","0.14321694337267"
"Poor","2002","middle vocational","Female","828","0.143804810979412","0.134962953646924","0.1526466683119"
"Poor","2002","vocational + Abi","Male","46","0.107753668686327","0.0805481984815866","0.134959138891068"
"Poor","2002","vocational + Abi","Female","66","0.144631998919217","0.118176138055919","0.171087859782514"
"Poor","2002","higher vocational","Male","137","0.146062306485169","0.124303252785344","0.167821360184994"
"Poor","2002","higher vocational","Female","87","0.161973194458648","0.135392248097663","0.188554140819633"
"Poor","2002","higher education","Male","215","0.0964778265066213","0.0851378863132571","0.107817766699985"
"Poor","2002","higher education","Female","208","0.119256703026988","0.104912534903298","0.133600871150677"
"Bad ","2002","in school","Male","1","","",""
"Bad ","2002","in school","Female","","","",""
"Bad ","2002","inadequately","Male","9","","",""
"Bad ","2002","inadequately","Female","13","","",""
"Bad ","2002","general elemantary","Male","44","0.0387524057018439","0.0265115050760396","0.0509933063276483"
"Bad ","2002","general elemantary","Female","132","0.0783602611666286","0.0664690217566167","0.0902515005766405"
"Bad ","2002","middle vocational","Male","218","0.0458450193009764","0.0403593335286067","0.0513307050733462"
"Bad ","2002","middle vocational","Female","212","0.0428340210355567","0.0377318095807853","0.0479362324903281"
"Bad ","2002","vocational + Abi","Male","12","","",""
"Bad ","2002","vocational + Abi","Female","13","","",""
"Bad ","2002","higher vocational","Male","27","","",""
"Bad ","2002","higher vocational","Female","23","","",""
"Bad ","2002","higher education","Male","41","0.0201678457689045","0.0147685987098185","0.0255670928279904"
"Bad ","2002","higher education","Female","31","0.0260694434233505","0.0190170071633908","0.0331218796833102"
"Very good","2003","in school","Male","116","0.391614288960762","0.336380322591036","0.446848255330488"
"Very good","2003","in school","Female","98","0.325047078352839","0.273239518050112","0.376854638655566"
"Very good","2003","inadequately","Male","10","","",""
"Very good","2003","inadequately","Female","3","","",""
"Very good","2003","general elemantary","Male","148","0.15758715212679","0.134030518374297","0.181143785879284"
"Very good","2003","general elemantary","Female","101","0.0493818510402712","0.0394981642132517","0.0592655378672908"
"Very good","2003","middle vocational","Male","481","0.0841871888871223","0.0767370127256998","0.0916373650485447"
"Very good","2003","middle vocational","Female","464","0.0721414642138826","0.0654962642199694","0.0787866642077957"
"Very good","2003","vocational + Abi","Male","59","0.126145522720361","0.0965972090965878","0.155693836344135"
"Very good","2003","vocational + Abi","Female","79","0.0945995054289354","0.0725703401807441","0.116628670677127"
"Very good","2003","higher vocational","Male","66","0.0702340630991157","0.0542186046157923","0.0862495215824391"
"Very good","2003","higher vocational","Female","66","0.0748920566147609","0.0555715989606375","0.0942125142688843"
"Very good","2003","higher education","Male","289","0.108924435220291","0.0966182345564983","0.121230635884084"
"Very good","2003","higher education","Female","209","0.0995750074895956","0.0861075828819938","0.113042432097197"
"Good","2003","in school","Male","138","0.501232686307359","0.444653571550021","0.557811801064696"
"Good","2003","in school","Female","155","0.514353117190691","0.459072325020164","0.569633909361219"
"Good","2003","inadequately","Male","30","0.250313806013511","0.169360627231811","0.331266984795211"
"Good","2003","inadequately","Female","35","0.153368141693664","0.0973582916497523","0.209377991737576"
"Good","2003","general elemantary","Male","369","0.374269104735469","0.342981225704403","0.405556983766535"
"Good","2003","general elemantary","Female","567","0.279033364461576","0.25857278665198","0.299493942271172"
"Good","2003","middle vocational","Male","2182","0.39554472180102","0.382425137801258","0.408664305800781"
"Good","2003","middle vocational","Female","2383","0.380777990053877","0.368306055969653","0.393249924138102"
"Good","2003","vocational + Abi","Male","248","0.474156004983504","0.429716797152626","0.518595212814383"
"Good","2003","vocational + Abi","Female","320","0.448344332273985","0.410909738185484","0.485778926362485"
"Good","2003","higher vocational","Male","407","0.397477928391433","0.366807372125316","0.428148484657551"
"Good","2003","higher vocational","Female","295","0.379908840088617","0.344282533929809","0.415535146247425"
"Good","2003","higher education","Male","1180","0.468264218249339","0.448553724830446","0.487974711668232"
"Good","2003","higher education","Female","899","0.435696609972572","0.413395112334239","0.457998107610904"
"Satisfactory","2003","in school","Male","37","0.0830104191290247","0.0517901985208367","0.114230639737213"
"Satisfactory","2003","in school","Female","50","0.142789457703129","0.104092654320354","0.181486261085904"
"Satisfactory","2003","inadequately","Male","38","0.355597185135895","0.266141155230902","0.445053215040888"
"Satisfactory","2003","inadequately","Female","57","0.351402117594231","0.277196039474566","0.425608195713895"
"Satisfactory","2003","general elemantary","Male","254","0.296759634509513","0.26722411293424","0.326295156084786"
"Satisfactory","2003","general elemantary","Female","650","0.357409872778756","0.335548242791404","0.379271502766108"
"Satisfactory","2003","middle vocational","Male","1786","0.350797213006431","0.33799283651047","0.363601589502392"
"Satisfactory","2003","middle vocational","Female","1938","0.343460446177122","0.331263713403104","0.355657178951139"
"Satisfactory","2003","vocational + Abi","Male","119","0.276462281682932","0.236658370022086","0.316266193343778"
"Satisfactory","2003","vocational + Abi","Female","193","0.307754676059569","0.273011814189686","0.342497537929452"
"Satisfactory","2003","higher vocational","Male","359","0.366674611254389","0.336472831725183","0.396876390783596"
"Satisfactory","2003","higher vocational","Female","254","0.354753570399663","0.319635591084947","0.389871549714379"
"Satisfactory","2003","higher education","Male","721","0.290236195704253","0.272307992040605","0.308164399367901"
"Satisfactory","2003","higher education","Female","538","0.30874906693297","0.287970944507715","0.329527189358226"
"Poor","2003","in school","Male","9","","",""
"Poor","2003","in school","Female","11","","",""
"Poor","2003","inadequately","Male","22","","",""
"Poor","2003","inadequately","Female","45","0.282986356514136","0.212970567471584","0.353002145556688"
"Poor","2003","general elemantary","Male","108","0.120307376594607","0.0992743418708419","0.141340411318372"
"Poor","2003","general elemantary","Female","399","0.239481799182354","0.220013710995184","0.258949887369524"
"Poor","2003","middle vocational","Male","683","0.127262659243755","0.118320704726822","0.136204613760687"
"Poor","2003","middle vocational","Female","816","0.153350334690428","0.144095494357819","0.162605175023036"
"Poor","2003","vocational + Abi","Male","51","0.1121015829431","0.0840236756891533","0.140179490197046"
"Poor","2003","vocational + Abi","Female","77","0.134805748562454","0.109099170879051","0.160512326245856"
"Poor","2003","higher vocational","Male","112","0.128260695589665","0.107304194568531","0.1492171966108"
"Poor","2003","higher vocational","Female","73","0.140021623132707","0.114550702316146","0.165492543949269"
"Poor","2003","higher education","Male","222","0.106320062433392","0.0941441173000129","0.118496007566772"
"Poor","2003","higher education","Female","218","0.127691768436985","0.112681030434293","0.142702506439677"
"Bad ","2003","in school","Male","","","",""
"Bad ","2003","in school","Female","","","",""
"Bad ","2003","inadequately","Male","10","","",""
"Bad ","2003","inadequately","Female","19","","",""
"Bad ","2003","general elemantary","Male","40","0.0510767320336212","0.0368430442747765","0.0653104197924658"
"Bad ","2003","general elemantary","Female","129","0.0746931125370428","0.062700455369576","0.0866857697045097"
"Bad ","2003","middle vocational","Male","204","0.0422082170616721","0.0368134308650012","0.047603003258343"
"Bad ","2003","middle vocational","Female","222","0.0502697648646905","0.0446576279839283","0.0558819017454526"
"Bad ","2003","vocational + Abi","Male","8","","",""
"Bad ","2003","vocational + Abi","Female","9","","",""
"Bad ","2003","higher vocational","Male","34","0.0373527016653962","0.0254684108316313","0.0492369924991611"
"Bad ","2003","higher vocational","Female","25","","",""
"Bad ","2003","higher education","Male","50","0.0262550883927244","0.0199392150855536","0.0325709616998951"
"Bad ","2003","higher education","Female","35","0.0282875471678771","0.0208307532898533","0.035744341045901"
"Very good","2004","in school","Male","118","0.390982531404844","0.336574576327617","0.445390486482072"
"Very good","2004","in school","Female","102","0.303013591114905","0.25343041643576","0.352596765794051"
"Very good","2004","inadequately","Male","13","","",""
"Very good","2004","inadequately","Female","7","","",""
"Very good","2004","general elemantary","Male","155","0.186284033455178","0.16000202570958","0.212566041200776"
"Very good","2004","general elemantary","Female","107","0.0604574048476286","0.0493101270856079","0.0716046826096493"
"Very good","2004","middle vocational","Male","471","0.085953588283153","0.0783160920551699","0.0935910845111362"
"Very good","2004","middle vocational","Female","478","0.0838393024015717","0.0766139893096385","0.0910646154935049"
"Very good","2004","vocational + Abi","Male","63","0.125786313096276","0.0963346987410406","0.155237927451511"
"Very good","2004","vocational + Abi","Female","81","0.116886390300585","0.0927382385148271","0.141034542086342"
"Very good","2004","higher vocational","Male","63","0.0691101072812446","0.0528783098993362","0.085341904663153"
"Very good","2004","higher vocational","Female","57","0.0652641623302272","0.0470321181936833","0.0834962064667711"
"Very good","2004","higher education","Male","244","0.105391135743845","0.0931700199099814","0.117612251577708"
"Very good","2004","higher education","Female","183","0.0896879283209657","0.0767683943509464","0.102607462290985"
"Good","2004","in school","Male","151","0.439817602070364","0.384473686306814","0.495161517833913"
"Good","2004","in school","Female","167","0.505224135926627","0.451280847366335","0.559167424486919"
"Good","2004","inadequately","Male","28","","",""
"Good","2004","inadequately","Female","36","0.169187349313244","0.10918918609925","0.229185512527239"
"Good","2004","general elemantary","Male","336","0.351536206941885","0.319306066269201","0.38376634761457"
"Good","2004","general elemantary","Female","516","0.2663694327487","0.245693422570921","0.28704544292648"
"Good","2004","middle vocational","Male","2085","0.385762943617463","0.372499290995779","0.399026596239146"
"Good","2004","middle vocational","Female","2232","0.351336657145402","0.338890983036345","0.363782331254458"
"Good","2004","vocational + Abi","Male","241","0.456759090973307","0.412518242853119","0.500999939093494"
"Good","2004","vocational + Abi","Female","325","0.461778279617742","0.424307649583085","0.499248909652399"
"Good","2004","higher vocational","Male","382","0.392262687015907","0.361016781010243","0.42350859302157"
"Good","2004","higher vocational","Female","302","0.396342168346959","0.36023577635982","0.432448560334098"
"Good","2004","higher education","Male","1159","0.435833992441872","0.416098124660318","0.455569860223427"
"Good","2004","higher education","Female","907","0.435674816583549","0.413255072795402","0.458094560371697"
"Satisfactory","2004","in school","Male","33","0.136592366228034","0.0983019570233995","0.174882775432669"
"Satisfactory","2004","in school","Female","50","0.161164808941957","0.12149459425146","0.200835023632455"
"Satisfactory","2004","inadequately","Male","32","0.301432635973519","0.212379895882981","0.390485376064056"
"Satisfactory","2004","inadequately","Female","55","0.40447595041856","0.325934581594388","0.483017319242733"
"Satisfactory","2004","general elemantary","Male","210","0.274236308445621","0.244120508775126","0.304352108116116"
