"ple0044_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1993","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","1993","16-34 y.","Single parent ","","","","","1"
"Yes","1993","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","1993","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","1993","35-65 y.","Single parent ","","","","","1"
"Yes","1993","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","1993","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","1993","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","1993","66 and older","1-pers.-HH","","","","","1"
"Yes","1993","66 and older","(Married) couple without C. ","","","","","1"
"Yes","1993","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","1993","35-65 y.","1-pers.-HH","","","","","1"
"Yes","1993","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","1993","66 and older","Single parent ","","","","","1"
"Yes","1993","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1993","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","1993","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","1994","16-34 y.","1-pers.-HH","257","0.651949462006686","0.604428791587037","0.699470132426336","2"
"No","1994","16-34 y.","(Married) couple without C. ","576","0.678015682738482","0.646932501712129","0.709098863764835","2"
"No","1994","16-34 y.","Single parent ","211","0.780428669060484","0.731413869135905","0.829443468985063","2"
"No","1994","16-34 y.","Couple + C. LE 16 ","1028","0.694640067553002","0.671425631598582","0.717854503507423","2"
"No","1994","16-34 y.","Couple + C. GT 16 ","610","0.675502465628171","0.645331000881756","0.705673930374585","2"
"No","1994","16-34 y.","Couple + C. LE and GT 16","344","0.790327456503276","0.752799649165703","0.827855263840849","2"
"No","1994","35-65 y.","(Married) couple without C. ","1270","0.713929093147833","0.692999312127435","0.73485887416823","2"
"No","1994","35-65 y.","Single parent ","167","0.604851280205002","0.545426715551247","0.664275844858757","2"
"No","1994","35-65 y.","Couple + C. LE 16 ","842","0.589725047785033","0.564690496913334","0.614759598656731","2"
"No","1994","35-65 y.","1-pers.-HH","348","0.692437907877295","0.651535348624995","0.733340467129595","2"
"No","1994","35-65 y.","Couple + C. GT 16 ","891","0.625044281245495","0.59988236706849","0.6502061954225","2"
"No","1994","35-65 y.","Couple + C. LE and GT 16","428","0.588954741868624","0.552890164036174","0.625019319701075","2"
"No","1994","66 and older","1-pers.-HH","523","0.985856894377777","0.975804037777876","0.995909750977678","2"
"No","1994","66 and older","(Married) couple without C. ","719","0.987988157784253","0.980074758482864","0.995901557085642","2"
"No","1994","66 and older","Couple + C. LE 16 ","1","","","","2"
"No","1994","66 and older","Couple + C. GT 16 ","88","0.950746002315526","0.906527179759439","0.994964824871612","2"
"No","1994","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","1994","66 and older","Single parent ","41","1","1","1","2"
"Yes","1994","16-34 y.","1-pers.-HH","129","0.348050537993313","0.300529867573664","0.395571208412963","1"
"Yes","1994","16-34 y.","(Married) couple without C. ","292","0.321984317261518","0.290901136235165","0.35306749828787","1"
"Yes","1994","16-34 y.","Single parent ","63","0.219571330939516","0.170556531014937","0.268586130864095","1"
"Yes","1994","16-34 y.","Couple + C. LE 16 ","484","0.305359932446998","0.282145496492577","0.328574368401418","1"
"Yes","1994","16-34 y.","Couple + C. GT 16 ","315","0.324497534371829","0.294326069625415","0.354668999118244","1"
"Yes","1994","35-65 y.","Single parent ","93","0.395148719794998","0.335724155141243","0.454573284448753","1"
"Yes","1994","35-65 y.","Couple + C. LE 16 ","641","0.410274952214967","0.385240401343268","0.435309503086666","1"
"Yes","1994","35-65 y.","Couple + C. GT 16 ","531","0.374955718754505","0.3497938045775","0.400117632931509","1"
"Yes","1994","35-65 y.","Couple + C. LE and GT 16","287","0.411045258131376","0.374980680298925","0.447109835963826","1"
"Yes","1994","66 and older","1-pers.-HH","7","","","","1"
"Yes","1994","66 and older","(Married) couple without C. ","9","","","","1"
"Yes","1994","16-34 y.","Couple + C. LE and GT 16","108","0.209672543496724","0.172144736159151","0.247200350834297","1"
"Yes","1994","35-65 y.","1-pers.-HH","141","0.307562092122705","0.266659532870405","0.348464651375005","1"
"Yes","1994","35-65 y.","(Married) couple without C. ","521","0.286070906852167","0.26514112583177","0.307000687872565","1"
"Yes","1994","66 and older","Single parent ","","","","","1"
"Yes","1994","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1994","66 and older","Couple + C. GT 16 ","4","","","","1"
"Yes","1994","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","1995","16-34 y.","1-pers.-HH","269","0.671812291862107","0.625447842271771","0.718176741452443","2"
"No","1995","16-34 y.","(Married) couple without C. ","585","0.67158374058136","0.640624922644025","0.702542558518696","2"
"No","1995","16-34 y.","Single parent ","220","0.751032097092608","0.701178086775274","0.800886107409943","2"
"No","1995","16-34 y.","Couple + C. LE 16 ","995","0.663111331896117","0.639144577877631","0.687078085914604","2"
"No","1995","16-34 y.","Couple + C. GT 16 ","619","0.685498852249273","0.655609073019366","0.71538863147918","2"
"No","1995","16-34 y.","Couple + C. LE and GT 16","362","0.784549184237881","0.747845578522488","0.821252789953274","2"
"No","1995","35-65 y.","(Married) couple without C. ","1258","0.714384339640667","0.693464552127134","0.735304127154201","2"
"No","1995","35-65 y.","Single parent ","162","0.60355063137488","0.544206393486407","0.662894869263353","2"
"No","1995","35-65 y.","Couple + C. LE 16 ","925","0.600440019631146","0.576141912290656","0.624738126971637","2"
"No","1995","35-65 y.","1-pers.-HH","337","0.720523308630688","0.680627546092396","0.760419071168979","2"
"No","1995","35-65 y.","Couple + C. GT 16 ","875","0.627402054876358","0.60206638276385","0.652737726988866","2"
"No","1995","35-65 y.","Couple + C. LE and GT 16","436","0.592010424702374","0.556407820941339","0.627613028463409","2"
"No","1995","66 and older","1-pers.-HH","529","0.98157897993885","0.9702058392707","0.992952120607001","2"
"No","1995","66 and older","(Married) couple without C. ","736","0.981667948061594","0.972067194889032","0.991268701234156","2"
"No","1995","66 and older","Couple + C. LE 16 ","1","","","","2"
"No","1995","66 and older","Couple + C. GT 16 ","93","0.972048305651376","0.939245558450104","1.00485105285265","2"
"No","1995","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","1995","66 and older","Single parent ","40","1","1","1","2"
"Yes","1995","16-34 y.","1-pers.-HH","125","0.328187708137893","0.281823258547557","0.374552157728229","1"
"Yes","1995","16-34 y.","(Married) couple without C. ","299","0.32841625941864","0.297457441481304","0.359375077355975","1"
"Yes","1995","16-34 y.","Single parent ","69","0.248967902907392","0.199113892590057","0.298821913224726","1"
"Yes","1995","16-34 y.","Couple + C. LE 16 ","499","0.336888668103883","0.312921914085396","0.360855422122369","1"
"Yes","1995","16-34 y.","Couple + C. GT 16 ","308","0.314501147750727","0.28461136852082","0.344390926980634","1"
"Yes","1995","35-65 y.","Single parent ","99","0.39644936862512","0.337105130736647","0.455793606513593","1"
"Yes","1995","35-65 y.","Couple + C. LE 16 ","636","0.399559980368854","0.375261873028363","0.423858087709344","1"
"Yes","1995","35-65 y.","Couple + C. GT 16 ","524","0.372597945123642","0.347262273011134","0.39793361723615","1"
"Yes","1995","35-65 y.","Couple + C. LE and GT 16","296","0.407989575297626","0.372386971536591","0.443592179058661","1"
"Yes","1995","66 and older","1-pers.-HH","8","","","","1"
"Yes","1995","66 and older","(Married) couple without C. ","14","","","","1"
"Yes","1995","16-34 y.","Couple + C. LE and GT 16","120","0.215450815762119","0.178747210046726","0.252154421477512","1"
"Yes","1995","35-65 y.","1-pers.-HH","149","0.279476691369312","0.23958092883102","0.319372453907604","1"
"Yes","1995","35-65 y.","(Married) couple without C. ","533","0.285615660359333","0.264695872845799","0.306535447872866","1"
"Yes","1995","66 and older","Single parent ","","","","","1"
"Yes","1995","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1995","66 and older","Couple + C. GT 16 ","4","","","","1"
"Yes","1995","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","1996","16-34 y.","1-pers.-HH","276","0.689979273281698","0.645694495785003","0.734264050778394","2"
"No","1996","16-34 y.","(Married) couple without C. ","574","0.681842141083271","0.650549187333647","0.713135094832896","2"
"No","1996","16-34 y.","Couple + C. GT 16 ","592","0.697693749336771","0.66701748334423","0.728370015329312","2"
"No","1996","35-65 y.","Single parent ","191","0.703408713978362","0.649424745199322","0.757392682757402","2"
"No","1996","35-65 y.","Couple + C. LE 16 ","893","0.594003109424927","0.569034497508868","0.618971721340985","2"
"No","1996","16-34 y.","Couple + C. LE 16 ","967","0.693512805258092","0.669336869262163","0.717688741254022","2"
"No","1996","35-65 y.","(Married) couple without C. ","1280","0.70408861174794","0.68312971566486","0.72504750783102","2"
"No","1996","16-34 y.","Single parent ","220","0.711588566583786","0.660325075234912","0.762852057932661","2"
"No","1996","16-34 y.","Couple + C. LE and GT 16","351","0.793507029841832","0.755897655351814","0.83111640433185","2"
"No","1996","35-65 y.","1-pers.-HH","357","0.682338740619818","0.64165262396612","0.723024857273515","2"
"No","1996","35-65 y.","Couple + C. GT 16 ","833","0.632333008976279","0.606262431234618","0.65840358671794","2"
"No","1996","35-65 y.","Couple + C. LE and GT 16","451","0.597176548626827","0.562098383526649","0.632254713727005","2"
"No","1996","66 and older","1-pers.-HH","521","0.984101274251516","0.973421948366654","0.994780600136378","2"
"No","1996","66 and older","(Married) couple without C. ","774","0.979874466216294","0.970088160612821","0.989660771819767","2"
"No","1996","66 and older","Single parent ","41","0.970484167132346","0.919298874052841","1.02166946021185","2"
"No","1996","66 and older","Couple + C. LE 16 ","1","","","","2"
"No","1996","66 and older","Couple + C. GT 16 ","97","0.925559268938486","0.875590046633783","0.975528491243189","2"
"No","1996","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","1996","16-34 y.","1-pers.-HH","143","0.310020726718302","0.265735949221606","0.354305504214997","1"
"Yes","1996","16-34 y.","(Married) couple without C. ","277","0.318157858916728","0.286864905167104","0.349450812666353","1"
"Yes","1996","16-34 y.","Single parent ","80","0.288411433416214","0.237147942067339","0.339674924765088","1"
"Yes","1996","16-34 y.","Couple + C. LE 16 ","430","0.306487194741908","0.282311258745978","0.330663130737837","1"
"Yes","1996","16-34 y.","Couple + C. GT 16 ","269","0.302306250663229","0.271629984670688","0.33298251665577","1"
"Yes","1996","35-65 y.","Single parent ","84","0.296591286021638","0.242607317242598","0.350575254800678","1"
"Yes","1996","35-65 y.","Couple + C. LE 16 ","593","0.405996890575073","0.381028278659015","0.430965502491132","1"
"Yes","1996","35-65 y.","Couple + C. GT 16 ","481","0.367666991023721","0.34159641328206","0.393737568765382","1"
"Yes","1996","35-65 y.","Couple + C. LE and GT 16","300","0.402823451373173","0.367745286272995","0.437901616473351","1"
"Yes","1996","66 and older","1-pers.-HH","6","","","","1"
"Yes","1996","66 and older","(Married) couple without C. ","17","","","","1"
"Yes","1996","66 and older","Single parent ","1","","","","1"
"Yes","1996","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1996","66 and older","Couple + C. GT 16 ","9","","","","1"
"Yes","1996","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","16-34 y.","Couple + C. LE and GT 16","94","0.206492970158168","0.16888359566815","0.244102344648186","1"
"Yes","1996","35-65 y.","1-pers.-HH","146","0.317661259380182","0.276975142726485","0.358347376033879","1"
"Yes","1996","35-65 y.","(Married) couple without C. ","542","0.29591138825206","0.27495249216898","0.31687028433514","1"
"No","1997","16-34 y.","1-pers.-HH","253","0.598495459540812","0.550812770999696","0.646178148081928","2"
"No","1997","16-34 y.","(Married) couple without C. ","540","0.662006031667164","0.629688839425595","0.694323223908733","2"
"No","1997","16-34 y.","Single parent ","196","0.710258412658399","0.656148127869135","0.764368697447663","2"
"No","1997","16-34 y.","Couple + C. LE 16 ","898","0.690363840147556","0.665459849033754","0.715267831261357","2"
"No","1997","16-34 y.","Couple + C. GT 16 ","621","0.7174701314335","0.687689429509576","0.747250833357425","2"
"No","1997","35-65 y.","(Married) couple without C. ","1340","0.741490577124919","0.721513087535953","0.761468066713885","2"
"No","1997","35-65 y.","Single parent ","187","0.62966868248575","0.574470383731568","0.684866981239933","2"
"No","1997","35-65 y.","Couple + C. LE 16 ","823","0.578148549547593","0.552297773946995","0.603999325148191","2"
"No","1997","16-34 y.","Couple + C. LE and GT 16","341","0.819426778218259","0.782812800556478","0.85604075588004","2"
"No","1997","35-65 y.","1-pers.-HH","340","0.709523353320673","0.668653989395118","0.750392717246228","2"
"No","1997","35-65 y.","Couple + C. GT 16 ","805","0.639381184332967","0.61337859719451","0.665383771471425","2"
"No","1997","35-65 y.","Couple + C. LE and GT 16","420","0.575295047852922","0.539584364228017","0.611005731477828","2"
"No","1997","66 and older","1-pers.-HH","522","0.988829627792995","0.979856634546557","0.997802621039432","2"
"No","1997","66 and older","(Married) couple without C. ","818","0.986284117263355","0.978380983558999","0.994187250967711","2"
"No","1997","66 and older","Single parent ","37","0.967080512825394","0.910350335729927","1.02381068992086","2"
"No","1997","66 and older","Couple + C. LE 16 ","1","","","","2"
"No","1997","66 and older","Couple + C. GT 16 ","94","0.929152867627858","0.879361652045562","0.978944083210154","2"
"No","1997","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","1997","16-34 y.","1-pers.-HH","153","0.401504540459188","0.353821851918071","0.449187229000304","1"
"Yes","1997","16-34 y.","(Married) couple without C. ","283","0.337993968332836","0.305676776091267","0.370311160574405","1"
"Yes","1997","16-34 y.","Single parent ","74","0.289741587341601","0.235631302552337","0.343851872130865","1"
"Yes","1997","16-34 y.","Couple + C. LE 16 ","426","0.309636159852444","0.284732168738643","0.334540150966246","1"
"Yes","1997","16-34 y.","Couple + C. GT 16 ","257","0.2825298685665","0.252749166642575","0.312310570490424","1"
"Yes","1997","35-65 y.","Single parent ","107","0.37033131751425","0.315133018760067","0.425529616268432","1"
"Yes","1997","35-65 y.","Couple + C. LE 16 ","579","0.421851450452407","0.396000674851809","0.447702226053005","1"
"Yes","1997","35-65 y.","Couple + C. GT 16 ","505","0.360618815667033","0.334616228528575","0.38662140280549","1"
"Yes","1997","35-65 y.","Couple + C. LE and GT 16","316","0.424704952147078","0.388994268522173","0.460415635771983","1"
"Yes","1997","66 and older","1-pers.-HH","5","","","","1"
"Yes","1997","66 and older","(Married) couple without C. ","14","","","","1"
"Yes","1997","66 and older","Single parent ","1","","","","1"
"Yes","1997","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1997","66 and older","Couple + C. GT 16 ","8","","","","1"
"Yes","1997","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","16-34 y.","Couple + C. LE and GT 16","83","0.180573221781741","0.14395924411996","0.217187199443522","1"
"Yes","1997","35-65 y.","1-pers.-HH","134","0.290476646679327","0.249607282753772","0.331346010604882","1"
"Yes","1997","35-65 y.","(Married) couple without C. ","505","0.258509422875081","0.238531933286115","0.278486912464047","1"
"No","1998","16-34 y.","1-pers.-HH","320","0.685009604028181","0.643583746036594","0.726435462019768","2"
"No","1998","16-34 y.","(Married) couple without C. ","563","0.629597530600018","0.597799540137208","0.661395521062827","2"
"No","1998","16-34 y.","Single parent ","207","0.709765364214","0.657346951284307","0.762183777143694","2"
"No","1998","16-34 y.","Couple + C. LE 16 ","963","0.705414352994182","0.681423935934844","0.72940477005352","2"
"No","1998","16-34 y.","Couple + C. GT 16 ","650","0.726334629260834","0.697287574763894","0.755381683757773","2"
"No","1998","35-65 y.","(Married) couple without C. ","1541","0.704008850466276","0.684929486253752","0.723088214678799","2"
"No","1998","35-65 y.","Single parent ","214","0.632897560740993","0.580891798382802","0.684903323099183","2"
"No","1998","35-65 y.","Couple + C. LE 16 ","896","0.581057888370327","0.556558735152142","0.605557041588513","2"
"No","1998","16-34 y.","Couple + C. LE and GT 16","353","0.81415268135119","0.778092707453345","0.850212655249035","2"
"No","1998","35-65 y.","1-pers.-HH","429","0.689971161479165","0.653388068436165","0.726554254522165","2"
"No","1998","35-65 y.","Couple + C. GT 16 ","863","0.613471878246986","0.588090730094088","0.638853026399885","2"
"No","1998","35-65 y.","Couple + C. LE and GT 16","396","0.549869966885044","0.514048944083253","0.585690989686835","2"
"No","1998","66 and older","1-pers.-HH","613","0.995822214273917","0.99073278017881","1.00091164836902","2"
"No","1998","66 and older","(Married) couple without C. ","971","0.98425979531478","0.976494650216924","0.992024940412636","2"
"No","1998","66 and older","Single parent ","49","0.980033072004766","0.941259208196956","1.01880693581258","2"
"No","1998","66 and older","Couple + C. LE 16 ","","","","","2"
"No","1998","66 and older","Couple + C. GT 16 ","100","0.92306400240171","0.873035725593992","0.973092279209428","2"
"No","1998","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Yes","1998","16-34 y.","1-pers.-HH","163","0.314990395971819","0.273564537980232","0.356416253963407","1"
"Yes","1998","16-34 y.","(Married) couple without C. ","323","0.370402469399982","0.338604478937173","0.402200459862792","1"
"Yes","1998","16-34 y.","Single parent ","81","0.290234635786","0.237816222856306","0.342653048715693","1"
"Yes","1998","16-34 y.","Couple + C. LE 16 ","424","0.294585647005818","0.270595229946479","0.318576064065156","1"
"Yes","1998","16-34 y.","Couple + C. GT 16 ","255","0.273665370739166","0.244618316242227","0.302712425236106","1"
"Yes","1998","35-65 y.","Single parent ","116","0.367102439259007","0.315096676900817","0.419108201617198","1"
"Yes","1998","35-65 y.","Couple + C. LE 16 ","662","0.418942111629673","0.394442958411487","0.443441264847858","1"
"Yes","1998","35-65 y.","Couple + C. GT 16 ","551","0.386528121753014","0.361146973600115","0.411909269905912","1"
"Yes","1998","35-65 y.","Couple + C. LE and GT 16","345","0.450130033114956","0.414309010313165","0.485951055916746","1"
"Yes","1998","66 and older","1-pers.-HH","4","","","","1"
"Yes","1998","66 and older","(Married) couple without C. ","16","","","","1"
"Yes","1998","66 and older","Single parent ","1","","","","1"
"Yes","1998","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1998","66 and older","Couple + C. GT 16 ","9","","","","1"
"Yes","1998","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","1998","16-34 y.","Couple + C. LE and GT 16","94","0.18584731864881","0.149787344750965","0.221907292546655","1"
"Yes","1998","35-65 y.","1-pers.-HH","185","0.310028838520835","0.273445745477835","0.346611931563835","1"
"Yes","1998","35-65 y.","(Married) couple without C. ","658","0.295991149533724","0.276911785321201","0.315070513746248","1"
"No","1999","16-34 y.","1-pers.-HH","268","0.582240000376407","0.536365531168732","0.628114469584082","2"
"No","1999","16-34 y.","(Married) couple without C. ","590","0.655595218360838","0.624499231479339","0.686691205242338","2"
"No","1999","16-34 y.","Single parent ","197","0.665270733714953","0.611421052693095","0.719120414736811","2"
"No","1999","16-34 y.","Couple + C. LE 16 ","853","0.664340774164435","0.638661173616597","0.690020374712274","2"
"No","1999","16-34 y.","Couple + C. GT 16 ","599","0.676694502186184","0.645982218690768","0.707406785681599","2"
"No","1999","35-65 y.","(Married) couple without C. ","1530","0.706298015951111","0.687045996385755","0.725550035516467","2"
"No","1999","35-65 y.","Single parent ","220","0.671998328831836","0.621112560143187","0.722884097520485","2"
"No","1999","35-65 y.","Couple + C. LE 16 ","926","0.593928746842855","0.569925313551014","0.617932180134695","2"
"No","1999","35-65 y.","Couple + C. GT 16 ","816","0.589576332858352","0.563632300895559","0.615520364821146","2"
"No","1999","35-65 y.","Couple + C. LE and GT 16","389","0.548954537634466","0.512171399576651","0.585737675692281","2"
"No","1999","66 and older","1-pers.-HH","576","0.975624285726454","0.963170241027343","0.988078330425565","2"
"No","1999","66 and older","(Married) couple without C. ","933","0.976859297777494","0.96732363949553","0.986394956059459","2"
"No","1999","16-34 y.","Couple + C. LE and GT 16","295","0.694092060020837","0.649758974813319","0.738425145228354","2"
"No","1999","35-65 y.","1-pers.-HH","413","0.686810499830479","0.649669230700489","0.723951768960469","2"
"No","1999","66 and older","Single parent ","47","0.965268179633655","0.913469911394801","1.01706644787251","2"
"No","1999","66 and older","Couple + C. LE 16 ","","","","","2"
"No","1999","66 and older","Couple + C. GT 16 ","105","0.963518173028302","0.928481731294336","0.998554614762267","2"
"No","1999","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Yes","1999","16-34 y.","1-pers.-HH","176","0.417759999623593","0.371885530415918","0.463634468831268","1"
"Yes","1999","16-34 y.","(Married) couple without C. ","307","0.344404781639162","0.313308794757662","0.375500768520661","1"
"Yes","1999","16-34 y.","Single parent ","98","0.334729266285047","0.280879585263189","0.388578947306905","1"
"Yes","1999","16-34 y.","Couple + C. LE 16 ","446","0.335659225835565","0.309979625287726","0.361338826383403","1"
"Yes","1999","35-65 y.","Single parent ","107","0.328001671168164","0.277115902479515","0.378887439856813","1"
"Yes","1999","16-34 y.","Couple + C. GT 16 ","292","0.323305497813816","0.292593214318401","0.354017781309232","1"
"Yes","1999","16-34 y.","Couple + C. LE and GT 16","120","0.305907939979163","0.261574854771646","0.350241025186681","1"
"Yes","1999","35-65 y.","1-pers.-HH","186","0.313189500169521","0.276048231039531","0.350330769299511","1"
"Yes","1999","35-65 y.","(Married) couple without C. ","620","0.293701984048889","0.274449964483533","0.312954003614246","1"
"Yes","1999","35-65 y.","Couple + C. LE 16 ","682","0.406071253157145","0.382067819865305","0.430074686448986","1"
"Yes","1999","35-65 y.","Couple + C. GT 16 ","565","0.410423667141648","0.384479635178855","0.436367699104441","1"
"Yes","1999","35-65 y.","Couple + C. LE and GT 16","314","0.451045462365534","0.414262324307719","0.487828600423349","1"
"Yes","1999","66 and older","1-pers.-HH","13","","","","1"
"Yes","1999","66 and older","(Married) couple without C. ","22","","","","1"
"Yes","1999","66 and older","Single parent ","1","","","","1"
"Yes","1999","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1999","66 and older","Couple + C. GT 16 ","5","","","","1"
"Yes","1999","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2000","16-34 y.","1-pers.-HH","502","0.591262653555361","0.557858627596503","0.624666679514219","2"
"No","2000","16-34 y.","(Married) couple without C. ","806","0.670289663912294","0.643866863406618","0.696712464417969","2"
"No","2000","16-34 y.","Single parent ","342","0.692015109611085","0.650843578364699","0.73318664085747","2"
"No","2000","16-34 y.","Couple + C. LE 16 ","1301","0.673671723335226","0.652764515185304","0.694578931485149","2"
"No","2000","16-34 y.","Couple + C. GT 16 ","968","0.688153419670209","0.663982247416922","0.712324591923495","2"
"No","2000","35-65 y.","(Married) couple without C. ","2925","0.709976915238486","0.696112499617705","0.723841330859268","2"
"No","2000","35-65 y.","Single parent ","380","0.637831111594503","0.599373626052909","0.676288597136098","2"
"No","2000","35-65 y.","Couple + C. LE 16 ","1833","0.580542974002268","0.563191419538856","0.59789452846568","2"
"No","2000","35-65 y.","Couple + C. GT 16 ","1365","0.601813008321392","0.581536397590988","0.622089619051797","2"
"No","2000","35-65 y.","Couple + C. LE and GT 16","625","0.542674555023508","0.513956727278591","0.571392382768425","2"
"No","2000","66 and older","1-pers.-HH","1115","0.976083674690274","0.967202741370867","0.984964608009682","2"
"No","2000","66 and older","(Married) couple without C. ","2016","0.973052170248223","0.966066256732937","0.980038083763509","2"
"No","2000","16-34 y.","Couple + C. LE and GT 16","528","0.772896993265451","0.741860594586916","0.803933391943987","2"
"No","2000","35-65 y.","1-pers.-HH","859","0.644972020233045","0.61894974635226","0.670994294113829","2"
"No","2000","66 and older","Single parent ","72","1","1","1","2"
"No","2000","66 and older","Couple + C. LE 16 ","3","","","","2"
"No","2000","66 and older","Couple + C. GT 16 ","148","0.954053287827259","0.921303250373052","0.986803325281466","2"
"No","2000","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Yes","2000","16-34 y.","1-pers.-HH","330","0.408737346444639","0.375333320485781","0.442141372403497","1"
"Yes","2000","16-34 y.","(Married) couple without C. ","410","0.329710336087706","0.303287535582031","0.356133136593382","1"
"Yes","2000","16-34 y.","Single parent ","141","0.307984890388915","0.26681335914253","0.349156421635301","1"
"Yes","2000","16-34 y.","Couple + C. LE 16 ","631","0.326328276664773","0.305421068514851","0.347235484814696","1"
"Yes","2000","35-65 y.","Single parent ","220","0.362168888405497","0.323711402863903","0.400626373947091","1"
"Yes","2000","16-34 y.","Couple + C. GT 16 ","443","0.311846580329791","0.287675408076505","0.336017752583078","1"
"Yes","2000","16-34 y.","Couple + C. LE and GT 16","172","0.227103006734549","0.196066608056013","0.258139405413084","1"
"Yes","2000","35-65 y.","1-pers.-HH","440","0.355027979766955","0.329005705886171","0.38105025364774","1"
"Yes","2000","35-65 y.","(Married) couple without C. ","1190","0.290023084761513","0.276158669140732","0.303887500382295","1"
"Yes","2000","35-65 y.","Couple + C. LE 16 ","1274","0.419457025997732","0.40210547153432","0.436808580461144","1"
"Yes","2000","35-65 y.","Couple + C. GT 16 ","874","0.398186991678608","0.377910380948203","0.418463602409013","1"
"Yes","2000","35-65 y.","Couple + C. LE and GT 16","531","0.457325444976492","0.428607617231575","0.486043272721409","1"
"Yes","2000","66 and older","1-pers.-HH","22","","","","1"
"Yes","2000","66 and older","(Married) couple without C. ","48","0.026947829751777","0.0199619162364912","0.0339337432670627","1"
"Yes","2000","66 and older","Single parent ","","","","","1"
"Yes","2000","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2000","66 and older","Couple + C. GT 16 ","9","","","","1"
"Yes","2000","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2001","16-34 y.","1-pers.-HH","446","0.62005741191045","0.584152449620261","0.655962374200639","2"
"No","2001","16-34 y.","(Married) couple without C. ","694","0.630945361416801","0.60186857092466","0.660022151908942","2"
"No","2001","16-34 y.","Single parent ","328","0.700501691296497","0.658507253431743","0.742496129161251","2"
"No","2001","16-34 y.","Couple + C. LE 16 ","1113","0.66352095868107","0.640906411743899","0.68613550561824","2"
"No","2001","16-34 y.","Couple + C. GT 16 ","887","0.659718961004691","0.633992843946336","0.685445078063045","2"
"No","2001","35-65 y.","(Married) couple without C. ","2591","0.695699311728199","0.680919672702443","0.710478950753955","2"
"No","2001","35-65 y.","Single parent ","344","0.610753798447009","0.569930970019124","0.651576626874895","2"
"No","2001","35-65 y.","Couple + C. LE 16 ","1733","0.591581297525432","0.573758822547755","0.60940377250311","2"
"No","2001","35-65 y.","Couple + C. GT 16 ","1252","0.593554607439451","0.572359778309681","0.61474943656922","2"
"No","2001","35-65 y.","Couple + C. LE and GT 16","577","0.545516002434613","0.515512752294804","0.575519252574422","2"
"No","2001","66 and older","1-pers.-HH","1020","0.976665208501713","0.967485790679465","0.985844626323961","2"
"No","2001","66 and older","(Married) couple without C. ","1924","0.966242842730333","0.958289825346155","0.97419586011451","2"
"No","2001","16-34 y.","Couple + C. LE and GT 16","461","0.724698190541171","0.689957027787115","0.759439353295228","2"
"No","2001","35-65 y.","1-pers.-HH","801","0.650274115515098","0.623269885152998","0.677278345877197","2"
"No","2001","66 and older","Single parent ","73","0.955068920680255","0.907870984019412","1.0022668573411","2"
"No","2001","66 and older","Couple + C. LE 16 ","2","","","","2"
"No","2001","66 and older","Couple + C. GT 16 ","150","0.94508714321456","0.909565545288109","0.980608741141012","2"
"No","2001","66 and older","Couple + C. LE and GT 16","2","","","","2"
"Yes","2001","16-34 y.","1-pers.-HH","256","0.37994258808955","0.344037625799361","0.415847550379738","1"
"Yes","2001","16-34 y.","(Married) couple without C. ","364","0.369054638583199","0.339977848091058","0.39813142907534","1"
"Yes","2001","16-34 y.","Single parent ","129","0.299498308703503","0.257503870838749","0.341492746568257","1"
"Yes","2001","16-34 y.","Couple + C. LE 16 ","564","0.33647904131893","0.31386449438176","0.359093588256101","1"
"Yes","2001","35-65 y.","Single parent ","204","0.38924620155299","0.348423373125105","0.430069029980876","1"
