"ple0044_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Yes","1987","16-34 y.","Employed","1236","0.427882506549908","0.409653636350469","0.446111376749347","1"
"Yes","1987","35-65 y.","Not Employed","22","","","","1"
"Yes","1987","35-65 y.","Employed","1804","0.520290652877057","0.504063218788293","0.536518086965821","1"
"Yes","1987","66 and older","Not Employed","1","","","","1"
"Yes","1987","66 and older","Employed","26","","","","1"
"No","1988","16-34 y.","Not Employed","1029","0.975627604266726","0.966309418344434","0.984945790189018","2"
"No","1988","16-34 y.","Employed","1497","0.541313040457193","0.52261104429716","0.560015036617226","2"
"No","1988","35-65 y.","Not Employed","1491","0.99307873640629","0.988883204794154","0.997274268018425","2"
"No","1988","35-65 y.","Employed","1768","0.480084716707277","0.463537869660089","0.496631563754466","2"
"No","1988","66 and older","Not Employed","1002","0.996293840148273","0.992535145628432","1.00005253466811","2"
"No","1988","66 and older","Employed","19","","","","2"
"Yes","1988","16-34 y.","Not Employed","23","","","","1"
"Yes","1988","16-34 y.","Employed","1230","0.458686959542807","0.439984963382774","0.47738895570284","1"
"Yes","1988","35-65 y.","Not Employed","9","","","","1"
"Yes","1988","35-65 y.","Employed","1734","0.519915283292723","0.503368436245534","0.536462130339911","1"
"Yes","1988","66 and older","Not Employed","2","","","","1"
"Yes","1988","66 and older","Employed","28","","","","1"
"No","1989","16-34 y.","Not Employed","980","0.968288045460809","0.957481143931412","0.979094946990207","2"
"No","1989","16-34 y.","Employed","1604","0.592598389616177","0.574187208570264","0.61100957066209","2"
"No","1989","35-65 y.","Not Employed","1436","0.995029340378404","0.991400733818828","0.998657946937979","2"
"No","1989","35-65 y.","Employed","1764","0.489417886719314","0.47264221386431","0.506193559574317","2"
"No","1989","66 and older","Not Employed","977","0.998376506821249","0.995854599306899","1.0008984143356","2"
"No","1989","66 and older","Employed","24","","","","2"
"Yes","1989","16-34 y.","Not Employed","30","0.0317119545391904","0.0209050530097931","0.0425188560685877","1"
"Yes","1989","16-34 y.","Employed","1132","0.407401610383823","0.38899042933791","0.425812791429736","1"
"Yes","1989","35-65 y.","Not Employed","7","","","","1"
"Yes","1989","35-65 y.","Employed","1647","0.510582113280686","0.493806440425683","0.52735778613569","1"
"Yes","1989","66 and older","Not Employed","2","","","","1"
"Yes","1989","66 and older","Employed","22","","","","1"
"No","1990","16-34 y.","Not Employed","","","","","2"
"No","1990","16-34 y.","Employed","","","","","2"
"No","1990","35-65 y.","Not Employed","","","","","2"
"No","1990","35-65 y.","Employed","","","","","2"
"No","1990","66 and older","Not Employed","","","","","2"
"No","1990","66 and older","Employed","","","","","2"
"Yes","1990","16-34 y.","Not Employed","","","","","1"
"Yes","1990","16-34 y.","Employed","","","","","1"
"Yes","1990","35-65 y.","Not Employed","","","","","1"
"Yes","1990","35-65 y.","Employed","","","","","1"
"Yes","1990","66 and older","Not Employed","","","","","1"
"Yes","1990","66 and older","Employed","","","","","1"
"No","1991","16-34 y.","Not Employed","869","0.955718563532713","0.942278457422674","0.969158669642751","2"
"No","1991","16-34 y.","Employed","1658","0.610143349772298","0.591750280207901","0.628536419336695","2"
"No","1991","35-65 y.","Not Employed","1322","0.996266848059795","0.992989308494236","0.999544387625354","2"
"No","1991","35-65 y.","Employed","1805","0.523797701084046","0.507017596847105","0.540577805320988","2"
"No","1991","66 and older","Not Employed","1032","0.999151582279849","0.997377807516185","1.00092535704351","2"
"No","1991","66 and older","Employed","21","","","","2"
"Yes","1991","16-34 y.","Not Employed","31","0.0442814364672874","0.0308413303572492","0.0577215425773256","1"
"Yes","1991","16-34 y.","Employed","1043","0.389856650227702","0.371463580663305","0.408249719792099","1"
"Yes","1991","35-65 y.","Not Employed","8","","","","1"
"Yes","1991","35-65 y.","Employed","1598","0.476202298915954","0.459422194679012","0.492982403152895","1"
"Yes","1991","66 and older","Not Employed","3","","","","1"
"Yes","1991","66 and older","Employed","20","","","","1"
"No","1992","16-34 y.","Not Employed","1106","0.963637239976022","0.952789974074768","0.974484505877275","2"
"No","1992","16-34 y.","Employed","2159","0.574322657725097","0.558587361907429","0.590057953542765","2"
"No","1992","35-65 y.","Not Employed","1663","0.990047193486497","0.985299053963652","0.994795333009343","2"
"No","1992","35-65 y.","Employed","2496","0.489230125070812","0.475576251465327","0.502883998676298","2"
"No","1992","66 and older","Not Employed","1437","0.998196546534964","0.996005117826439","1.00038797524349","2"
"No","1992","66 and older","Employed","23","","","","2"
"Yes","1992","16-34 y.","Not Employed","38","0.0363627600239783","0.0255154941227249","0.0472100259252318","1"
"Yes","1992","35-65 y.","Not Employed","16","","","","1"
"Yes","1992","35-65 y.","Employed","2653","0.510769874929188","0.497116001323702","0.524423748534673","1"
"Yes","1992","66 and older","Not Employed","3","","","","1"
"Yes","1992","16-34 y.","Employed","1634","0.425677342274903","0.409942046457235","0.441412638092571","1"
"Yes","1992","66 and older","Employed","15","","","","1"
"No","1993","16-34 y.","Not Employed","","","","","2"
"No","1993","16-34 y.","Employed","","","","","2"
"No","1993","35-65 y.","Not Employed","","","","","2"
"No","1993","35-65 y.","Employed","","","","","2"
"No","1993","66 and older","Not Employed","","","","","2"
"No","1993","66 and older","Employed","","","","","2"
"Yes","1993","16-34 y.","Not Employed","","","","","1"
"Yes","1993","16-34 y.","Employed","","","","","1"
"Yes","1993","35-65 y.","Not Employed","","","","","1"
"Yes","1993","35-65 y.","Employed","","","","","1"
"Yes","1993","66 and older","Not Employed","","","","","1"
"Yes","1993","66 and older","Employed","","","","","1"
"No","1994","16-34 y.","Not Employed","1177","0.963403891461004","0.952871865749887","0.973935917172121","2"
"No","1994","16-34 y.","Employed","2097","0.608659474659368","0.592611689834361","0.624707259484374","2"
"No","1994","35-65 y.","Not Employed","1850","0.980427048592333","0.97417181628915","0.986682280895517","2"
"No","1994","35-65 y.","Employed","2362","0.514158412129177","0.499805363194581","0.528511461063774","2"
"No","1994","66 and older","Not Employed","1478","0.996340602888841","0.993265361247524","0.999415844530157","2"
"No","1994","66 and older","Employed","16","","","","2"
"Yes","1994","16-34 y.","Not Employed","44","0.036596108538996","0.026064082827879","0.0471281342501129","1"
"Yes","1994","16-34 y.","Employed","1456","0.391340525340632","0.375292740515626","0.407388310165639","1"
"Yes","1994","35-65 y.","Not Employed","34","0.0195729514076667","0.0133177191044833","0.02582818371085","1"
"Yes","1994","35-65 y.","Employed","2296","0.485841587870823","0.471488538936226","0.500194636805419","1"
"Yes","1994","66 and older","Not Employed","3","","","","1"
"Yes","1994","66 and older","Employed","19","","","","1"
"No","1995","16-34 y.","Not Employed","1333","0.971464010679501","0.962628111926253","0.980299909432748","2"
"No","1995","16-34 y.","Employed","1946","0.575883614939977","0.559361402134728","0.592405827745226","2"
"No","1995","35-65 y.","Not Employed","1938","0.993587702761824","0.990046766486291","0.997128639037357","2"
"No","1995","35-65 y.","Employed","2327","0.505626200238108","0.491276002301671","0.519976398174545","2"
"No","1995","66 and older","Not Employed","1509","0.999258683639567","0.997886359771709","1.00063100750743","2"
"No","1995","66 and older","Employed","5","","","","2"
"Yes","1995","16-34 y.","Not Employed","31","0.0285359893204995","0.0197000905672522","0.0373718880737468","1"
"Yes","1995","16-34 y.","Employed","1491","0.424116385060023","0.407594172254774","0.440638597865272","1"
"Yes","1995","35-65 y.","Not Employed","14","","","","1"
"Yes","1995","35-65 y.","Employed","2336","0.494373799761892","0.480023601825455","0.508723997698329","1"
"Yes","1995","66 and older","Not Employed","2","","","","1"
"Yes","1995","66 and older","Employed","27","","","","1"
"No","1996","16-34 y.","Not Employed","1219","0.991045516339953","0.985783088675396","0.99630794400451","2"
"No","1996","16-34 y.","Employed","1956","0.594287676260526","0.577607576046193","0.610967776474858","2"
"No","1996","35-65 y.","Not Employed","1804","0.996698314331006","0.99405554944482","0.999341079217192","2"
"No","1996","35-65 y.","Employed","2449","0.508992455373211","0.494680453993186","0.523304456753236","2"
"No","1996","66 and older","Not Employed","1527","1","1","1","2"
"No","1996","66 and older","Employed","7","","","","2"
"Yes","1996","16-34 y.","Not Employed","12","","","","1"
"Yes","1996","16-34 y.","Employed","1373","0.405712323739474","0.389032223525142","0.422392423953807","1"
"Yes","1996","35-65 y.","Not Employed","6","","","","1"
"Yes","1996","35-65 y.","Employed","2238","0.491007544626789","0.476695543246764","0.505319546006814","1"
"Yes","1996","66 and older","Not Employed","","","","","1"
"Yes","1996","66 and older","Employed","34","0.848650480480914","0.73894934656003","0.958351614401798","1"
"No","1997","16-34 y.","Not Employed","1262","0.987757958349131","0.981738515803677","0.993777400894585","2"
"No","1997","16-34 y.","Employed","1790","0.565966626055651","0.548594973922935","0.583338278188367","2"
"No","1997","35-65 y.","Not Employed","1842","0.998401273181639","0.996579248161223","1.00022329820205","2"
"No","1997","35-65 y.","Employed","2303","0.516092812881621","0.501568927772458","0.530616697990784","2"
"No","1997","66 and older","Not Employed","1559","1","1","1","2"
"No","1997","66 and older","Employed","11","","","","2"
"Yes","1997","16-34 y.","Not Employed","20","","","","1"
"Yes","1997","16-34 y.","Employed","1337","0.434033373944349","0.416661721811633","0.451405026077065","1"
"Yes","1997","35-65 y.","Not Employed","5","","","","1"
"Yes","1997","35-65 y.","Employed","2245","0.483907187118379","0.469383302009216","0.498431072227542","1"
"Yes","1997","66 and older","Not Employed","","","","","1"
"Yes","1997","66 and older","Employed","29","","","","1"
"No","1998","16-34 y.","Not Employed","1358","0.997145071338676","0.994313563882069","0.999976578795283","2"
"No","1998","16-34 y.","Employed","1870","0.576943926017923","0.56001327768338","0.593874574352466","2"
"No","1998","35-65 y.","Not Employed","2147","0.99845924176854","0.996802485986265","1.00011599755082","2"
"No","1998","35-65 y.","Employed","2423","0.482349641839503","0.468558416756069","0.496140866922938","2"
"No","1998","66 and older","Not Employed","1832","1","1","1","2"
"No","1998","66 and older","Employed","9","","","","2"
"Yes","1998","16-34 y.","Not Employed","6","","","","1"
"Yes","1998","16-34 y.","Employed","1401","0.423056073982077","0.406125425647534","0.43998672231662","1"
"Yes","1998","35-65 y.","Not Employed","6","","","","1"
"Yes","1998","35-65 y.","Employed","2620","0.517650358160497","0.503859133077062","0.531441583243931","1"
"Yes","1998","66 and older","Not Employed","","","","","1"
"Yes","1998","66 and older","Employed","32","0.704698138070182","0.56506425440462","0.844332021735744","1"
"No","1999","16-34 y.","Not Employed","1078","0.910216871948489","0.893843450135711","0.926590293761266","2"
"No","1999","16-34 y.","Employed","1828","0.564148903425234","0.547042950456504","0.581254856393965","2"
"No","1999","66 and older","Not Employed","1729","0.991460700611329","0.987139813818144","0.995781587404515","2"
"No","1999","35-65 y.","Not Employed","1901","0.979384301490389","0.973069439195025","0.985699163785754","2"
"No","1999","35-65 y.","Employed","2550","0.513587637530687","0.499797009303868","0.527378265757507","2"
"No","1999","66 and older","Employed","25","","","","2"
"Yes","1999","16-34 y.","Not Employed","93","0.0897831280515113","0.0734097062387341","0.106156549864289","1"
"Yes","1999","35-65 y.","Not Employed","44","0.0206156985096107","0.014300836214246","0.0269305608049755","1"
"Yes","1999","16-34 y.","Employed","1400","0.435851096574766","0.418745143606035","0.452957049543496","1"
"Yes","1999","35-65 y.","Employed","2496","0.486412362469313","0.472621734242493","0.500202990696132","1"
"Yes","1999","66 and older","Not Employed","13","","","","1"
"Yes","1999","66 and older","Employed","31","0.559653460727899","0.429633219304996","0.689673702150801","1"
"No","2000","16-34 y.","Not Employed","1792","0.979100816186095","0.972536128896697","0.985665503475494","2"
"No","2000","16-34 y.","Employed","2828","0.566397318575861","0.552677475823416","0.580117161328306","2"
"No","2000","66 and older","Not Employed","3494","0.999476477339641","0.998718328794538","1.00023462588474","2"
"No","2000","35-65 y.","Not Employed","3708","0.99173162229399","0.988828309844128","0.994634934743853","2"
"No","2000","35-65 y.","Employed","4596","0.501091072648085","0.490885719203576","0.511296426092594","2"
"No","2000","66 and older","Employed","44","0.313509202927648","0.23282495833547","0.394193447519825","2"
"Yes","2000","16-34 y.","Not Employed","32","0.0208991838139048","0.0143344965245066","0.0274638711033031","1"
"Yes","2000","35-65 y.","Not Employed","29","","","","1"
"Yes","2000","16-34 y.","Employed","2184","0.433602681424139","0.419882838671694","0.447322524176584","1"
"Yes","2000","35-65 y.","Employed","4625","0.498908927351915","0.488703573907406","0.509114280796424","1"
"Yes","2000","66 and older","Not Employed","3","","","","1"
"Yes","2000","66 and older","Employed","83","0.686490797072352","0.605806552480175","0.76717504166453","1"
"No","2001","16-34 y.","Not Employed","1577","0.988662494174586","0.983471596180318","0.993853392168855","2"
"No","2001","16-34 y.","Employed","2509","0.553528144489256","0.538946575501775","0.568109713476737","2"
"No","2001","66 and older","Not Employed","3286","0.998734413575643","0.997519383395727","0.99994944375556","2"
"No","2001","35-65 y.","Not Employed","3229","0.998814975984242","0.997629250424015","1.00000070154447","2"
"No","2001","35-65 y.","Employed","4346","0.50310696272673","0.492583708173805","0.513630217279655","2"
"No","2001","66 and older","Employed","54","0.342691621801411","0.263506265500965","0.421876978101858","2"
"Yes","2001","16-34 y.","Not Employed","21","","","","1"
"Yes","2001","35-65 y.","Not Employed","5","","","","1"
"Yes","2001","16-34 y.","Employed","1956","0.446471855510744","0.431890286523263","0.461053424498225","1"
"Yes","2001","35-65 y.","Employed","4326","0.49689303727327","0.486369782720345","0.507416291826195","1"
"Yes","2001","66 and older","Not Employed","3","","","","1"
"Yes","2001","66 and older","Employed","84","0.657308378198589","0.578123021898142","0.736493734499035","1"
"No","2002","16-34 y.","Not Employed","1622","0.982157025134114","0.975765660681226","0.988548389587001","2"
"No","2002","66 and older","Not Employed","3437","1","1","1","2"
"No","2002","16-34 y.","Employed","2423","0.569392941300833","0.554586095062045","0.58419978753962","2"
"No","2002","35-65 y.","Not Employed","3195","0.994232152391615","0.991612891679335","0.996851413103896","2"
"No","2002","35-65 y.","Employed","4719","0.497872245751729","0.487881358553765","0.507863132949693","2"
"No","2002","66 and older","Employed","53","0.329264562700963","0.260226878974853","0.398302246427074","2"
"Yes","2002","16-34 y.","Not Employed","26","","","","1"
"Yes","2002","35-65 y.","Not Employed","16","","","","1"
"Yes","2002","35-65 y.","Employed","4902","0.502127754248271","0.492136867050307","0.512118641446235","1"
"Yes","2002","66 and older","Not Employed","","","","","1"
"Yes","2002","16-34 y.","Employed","1873","0.430607058699167","0.41580021246038","0.445413904937955","1"
"Yes","2002","66 and older","Employed","125","0.670735437299037","0.601697753572926","0.739773121025147","1"
"No","2003","16-34 y.","Not Employed","1614","0.978309229767486","0.971269747775521","0.985348711759451","2"
"No","2003","16-34 y.","Employed","2290","0.577243600262263","0.561982360781725","0.592504839742801","2"
"No","2003","35-65 y.","Not Employed","3048","0.993575526356692","0.990746591615345","0.996404461098038","2"
"No","2003","66 and older","Not Employed","3493","0.999755470422148","0.999237103722103","1.00027383712219","2"
"No","2003","35-65 y.","Employed","4558","0.494975174132672","0.484764219461622","0.505186128803722","2"
"No","2003","66 and older","Employed","69","0.400515516831509","0.328531390795589","0.472499642867429","2"
"Yes","2003","16-34 y.","Not Employed","31","0.0216907702325138","0.0146512882405486","0.0287302522244789","1"
"Yes","2003","35-65 y.","Not Employed","16","","","","1"
"Yes","2003","35-65 y.","Employed","4652","0.505024825867328","0.494813871196278","0.515235780538378","1"
"Yes","2003","16-34 y.","Employed","1735","0.422756399737737","0.407495160257199","0.438017639218275","1"
"Yes","2003","66 and older","Not Employed","2","","","","1"
"Yes","2003","66 and older","Employed","109","0.599484483168491","0.527500357132571","0.671468609204411","1"
"No","2004","16-34 y.","Not Employed","1660","0.982835866684041","0.976643506968429","0.989028226399653","2"
"No","2004","16-34 y.","Employed","2086","0.546341557111492","0.530456041878173","0.562227072344811","2"
"No","2004","35-65 y.","Not Employed","2916","0.994427438553206","0.991732926748863","0.997121950357549","2"
"No","2004","66 and older","Not Employed","3584","0.997962516308839","0.996487266567612","0.999437766050065","2"
"No","2004","35-65 y.","Employed","4368","0.501402761245671","0.491036539200368","0.511768983290974","2"
"No","2004","66 and older","Employed","66","0.359203813794045","0.293042695852386","0.425364931735704","2"
"Yes","2004","16-34 y.","Not Employed","30","0.017164133315959","0.0109717736003472","0.0233564930315708","1"
"Yes","2004","35-65 y.","Not Employed","16","","","","1"
"Yes","2004","35-65 y.","Employed","4569","0.498597238754329","0.488231016709026","0.508963460799632","1"
"Yes","2004","16-34 y.","Employed","1687","0.453658442888508","0.437772927655189","0.469543958121827","1"
"Yes","2004","66 and older","Not Employed","5","","","","1"
"Yes","2004","66 and older","Employed","136","0.640796186205955","0.574635068264296","0.706957304147614","1"
"No","2005","16-34 y.","Not Employed","1610","0.991583107775064","0.987139911262516","0.996026304287611","2"
"No","2005","16-34 y.","Employed","1987","0.549069846184052","0.532722301514621","0.565417390853482","2"
"No","2005","35-65 y.","Not Employed","2698","0.995321600347123","0.992752424565184","0.997890776129061","2"
"No","2005","66 and older","Not Employed","3591","1","1","1","2"
"No","2005","35-65 y.","Employed","4202","0.501851216356329","0.491283871194109","0.512418561518549","2"
"No","2005","66 and older","Employed","85","0.422420529968434","0.355454688488873","0.489386371447995","2"
"Yes","2005","16-34 y.","Not Employed","14","","","","1"
"Yes","2005","35-65 y.","Not Employed","12","","","","1"
"Yes","2005","35-65 y.","Employed","4398","0.498148783643671","0.487581438481451","0.508716128805891","1"
"Yes","2005","16-34 y.","Employed","1572","0.450930153815948","0.434582609146518","0.467277698485379","1"
"Yes","2005","66 and older","Not Employed","","","","","1"
"Yes","2005","66 and older","Employed","124","0.577579470031566","0.510613628552005","0.644545311511127","1"
"No","2006","16-34 y.","Not Employed","1479","0.991555914932562","0.986912915996428","0.996198913868696","2"
"No","2006","16-34 y.","Employed","1926","0.553165923328993","0.536621684404316","0.56971016225367","2"
"No","2006","35-65 y.","Not Employed","2888","0.996998574679794","0.995006595095188","0.9989905542644","2"
"No","2006","35-65 y.","Employed","4435","0.489376216883323","0.479167606032006","0.49958482773464","2"
"No","2006","66 and older","Not Employed","4201","1","1","1","2"
"No","2006","66 and older","Employed","89","0.383141374744616","0.324828452241142","0.44145429724809","2"
"Yes","2006","16-34 y.","Not Employed","13","","","","1"
"Yes","2006","16-34 y.","Employed","1543","0.446834076671007","0.43028983774633","0.463378315595684","1"
"Yes","2006","35-65 y.","Not Employed","9","","","","1"
"Yes","2006","35-65 y.","Employed","4776","0.510623783116677","0.50041517226536","0.520832393967994","1"
"Yes","2006","66 and older","Not Employed","","","","","1"
"Yes","2006","66 and older","Employed","178","0.616858625255384","0.55854570275191","0.675171547758858","1"
"No","2007","16-34 y.","Not Employed","1319","0.983792611742358","0.977013991367337","0.990571232117378","2"
"No","2007","16-34 y.","Employed","1799","0.546612744190625","0.529420710271615","0.563804778109635","2"
"No","2007","35-65 y.","Not Employed","2527","0.994793927614148","0.991996351045396","0.9975915041829","2"
"No","2007","35-65 y.","Employed","4215","0.505926196781194","0.495353988049271","0.516498405513116","2"
"No","2007","66 and older","Not Employed","4128","0.99958124939215","0.998957284950601","1.0002052138337","2"
"No","2007","66 and older","Employed","84","0.302978441708071","0.24555231741621","0.360404565999932","2"
"Yes","2007","16-34 y.","Not Employed","14","","","","1"
"Yes","2007","16-34 y.","Employed","1422","0.453387255809375","0.436195221890365","0.470579289728385","1"
"Yes","2007","35-65 y.","Not Employed","15","","","","1"
"Yes","2007","35-65 y.","Employed","4376","0.494073803218806","0.483501594486884","0.504646011950729","1"
"Yes","2007","66 and older","Not Employed","2","","","","1"
"Yes","2007","66 and older","Employed","162","0.697021558291929","0.639595434000068","0.75444768258379","1"
"No","2008","16-34 y.","Not Employed","1178","0.989122683228333","0.98324661290412","0.994998753552547","2"
"No","2008","16-34 y.","Employed","1787","0.581244285334565","0.563809578589006","0.598678992080125","2"
"No","2008","35-65 y.","Not Employed","2204","0.989148517004104","0.984844630499885","0.993452403508322","2"
"No","2008","35-65 y.","Employed","4226","0.522568120511279","0.511753761690898","0.53338247933166","2"
"No","2008","66 and older","Not Employed","4070","0.999699698685897","0.999167519844987","1.00023187752681","2"
"No","2008","66 and older","Employed","100","0.397095608530404","0.339265566248686","0.454925650812121","2"
"Yes","2008","16-34 y.","Not Employed","19","","","","1"
"Yes","2008","16-34 y.","Employed","1289","0.418755714665435","0.401321007919875","0.436190421410994","1"
"Yes","2008","35-65 y.","Not Employed","22","","","","1"
"Yes","2008","35-65 y.","Employed","3969","0.477431879488721","0.46661752066834","0.488246238309102","1"
"Yes","2008","66 and older","Not Employed","2","","","","1"
"Yes","2008","66 and older","Employed","175","0.602904391469596","0.545074349187879","0.660734433751314","1"
"No","2009","16-34 y.","Not Employed","1015","0.972573612600036","0.962642775420855","0.982504449779217","2"
"No","2009","16-34 y.","Employed","1719","0.607491465448134","0.589635846028299","0.625347084867968","2"
"No","2009","35-65 y.","Not Employed","1927","0.997421788355319","0.995162319732652","0.999681256977987","2"
"No","2009","35-65 y.","Employed","4126","0.539315251313321","0.528178281377057","0.550452221249586","2"
"No","2009","66 and older","Not Employed","3901","0.999497184075287","0.99879396849246","1.00020039965811","2"
"No","2009","66 and older","Employed","115","0.419419073491052","0.36281963331398","0.476018513668124","2"
"Yes","2009","16-34 y.","Not Employed","24","","","","1"
"Yes","2009","16-34 y.","Employed","1154","0.392508534551866","0.374652915132032","0.410364153971701","1"
"Yes","2009","35-65 y.","Not Employed","8","","","","1"
"Yes","2009","35-65 y.","Employed","3569","0.460684748686679","0.449547778750414","0.471821718622943","1"
"Yes","2009","66 and older","Not Employed","3","","","","1"
"Yes","2009","66 and older","Employed","177","0.580580926508948","0.523981486331876","0.63718036668602","1"
"No","2010","16-34 y.","Not Employed","2034","0.980750457567537","0.974825675264915","0.98667523987016","2"
"No","2010","16-34 y.","Employed","2628","0.605173429009605","0.590795388008509","0.619551470010702","2"
"No","2010","35-65 y.","Not Employed","2598","0.994116545939667","0.991185334959263","0.997047756920071","2"
"No","2010","35-65 y.","Employed","5700","0.541120484867299","0.531632511889713","0.550608457844885","2"
"No","2010","66 and older","Not Employed","3768","0.999964885800473","0.999775708604705","1.00015406299624","2"
"No","2010","66 and older","Employed","113","0.46233851541136","0.40554003248106","0.51913699834166","2"
"Yes","2010","16-34 y.","Not Employed","32","0.0192495424324625","0.0133247601298401","0.025174324735085","1"
"Yes","2010","16-34 y.","Employed","1812","0.394826570990395","0.380448529989298","0.409204611991491","1"
"Yes","2010","35-65 y.","Not Employed","17","","","","1"
"Yes","2010","35-65 y.","Employed","4896","0.458879515132701","0.449391542155115","0.468367488110287","1"
"Yes","2010","66 and older","Not Employed","1","","","","1"
"Yes","2010","66 and older","Employed","183","0.53766148458864","0.48086300165834","0.59445996751894","1"
"No","2011","16-34 y.","Not Employed","2047","0.967765250940138","0.96021289893444","0.975317602945836","2"
"No","2011","16-34 y.","Employed","1658","0.625594289457598","0.607558314523794","0.643630264391402","2"
"No","2011","35-65 y.","Not Employed","3130","0.992009544035764","0.988912695729884","0.995106392341643","2"
"No","2011","35-65 y.","Employed","4351","0.541116002733751","0.530158848231448","0.552073157236054","2"
"No","2011","66 and older","Not Employed","4820","0.999672253025701","0.99916135684916","1.00018314920224","2"
"No","2011","66 and older","Employed","133","0.608024925838555","0.545205492321404","0.670844359355707","2"
"Yes","2011","16-34 y.","Not Employed","54","0.0322347490598623","0.0246823970541643","0.0397871010655603","1"
"Yes","2011","16-34 y.","Employed","1108","0.374405710542402","0.356369735608598","0.392441685476206","1"
"Yes","2011","35-65 y.","Not Employed","45","0.00799045596423633","0.00489360765835679","0.0110873042701159","1"
"Yes","2011","35-65 y.","Employed","3594","0.458883997266249","0.447926842763946","0.469841151768552","1"
"Yes","2011","66 and older","Not Employed","2","","","","1"
"Yes","2011","66 and older","Employed","99","0.391975074161445","0.329155640644293","0.454794507678596","1"
"No","2012","16-34 y.","Not Employed","1833","0.974407655320631","0.967280723099438","0.981534587541824","2"
"No","2012","66 and older","Not Employed","4837","0.99868991339571","0.997670979793678","0.999708846997741","2"
"No","2012","16-34 y.","Employed","2735","0.638811304275228","0.624631159358137","0.652991449192319","2"
"No","2012","35-65 y.","Not Employed","3016","0.973869461784265","0.968243928634529","0.979494994934002","2"
"No","2012","35-65 y.","Employed","7288","0.571019681742709","0.562439570733442","0.579599792751977","2"
"No","2012","66 and older","Employed","164","0.430384534017227","0.381801922335934","0.478967145698519","2"
"Yes","2012","16-34 y.","Not Employed","53","0.0255923446793687","0.0184654124581756","0.0327192769005619","1"
"Yes","2012","16-34 y.","Employed","1673","0.361188695724772","0.347008550807681","0.375368840641863","1"
"Yes","2012","35-65 y.","Not Employed","73","0.0261305382157346","0.0205050050659979","0.0317560713654712","1"
"Yes","2012","35-65 y.","Employed","5494","0.428980318257291","0.420400207248023","0.437560429266558","1"
"Yes","2012","66 and older","Not Employed","4","","","","1"
"Yes","2012","66 and older","Employed","235","0.569615465982773","0.521032854301481","0.618198077664066","1"
"No","2013","16-34 y.","Not Employed","3160","0.850967394300241","0.839561764078297","0.862373024522186","2"
