"ple0044_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","1985","Schleswig-Holstein","(Married) couple without C. ","33","0.384669820379458","0.280003438850643","0.489336201908273","2"
"No","1985","Bremen","Couple + C. LE and GT 16","4","","","","2"
"No","1985","Lower Saxony","Couple + C. LE and GT 16","44","0.347140762470648","0.263349288200044","0.430932236741251","2"
"No","1985","Lower Saxony","Single parent ","24","","","","2"
"No","1985","Schleswig-Holstein","Single parent ","11","","","","2"
"No","1985","Bremen","Single parent ","","","","","2"
"No","1985","Schleswig-Holstein","1-pers.-HH","16","","","","2"
"No","1985","Bremen","(Married) couple without C. ","14","","","","2"
"No","1985","Bremen","1-pers.-HH","9","","","","2"
"No","1985","Bremen","Couple + C. GT 16 ","2","","","","2"
"No","1985","Hesse","Couple + C. LE 16 ","114","0.400071331505217","0.341634759343329","0.458507903667105","2"
"No","1985","Hesse","(Married) couple without C. ","125","0.421838794319301","0.363576003705743","0.480101584932859","2"
"No","1985","Rhineland-Palatinate,Saarland","1-pers.-HH","27","","","","2"
"No","1985","North Rhine-Westphalia","1-pers.-HH","148","0.444913112608645","0.391537353917968","0.498288871299322","2"
"No","1985","Schleswig-Holstein","Couple + C. LE 16 ","45","0.464176626900183","0.363358964068193","0.564994289732174","2"
"No","1985","Hesse","Single parent ","24","","","","2"
"No","1985","Rhineland-Palatinate,Saarland","(Married) couple without C. ","68","0.376489688299504","0.305313217061317","0.447666159537692","2"
"No","1985","Schleswig-Holstein","Couple + C. GT 16 ","32","0.647838293280344","0.521605812021139","0.774070774539549","2"
"No","1985","Schleswig-Holstein","Couple + C. LE and GT 16","8","","","","2"
"No","1985","Hamburg","1-pers.-HH","22","","","","2"
"No","1985","Hamburg","(Married) couple without C. ","41","0.469191113661168","0.366656292957334","0.571725934365002","2"
"No","1985","Hamburg","Single parent ","6","","","","2"
"No","1985","Hamburg","Couple + C. LE and GT 16","10","","","","2"
"No","1985","Lower Saxony","1-pers.-HH","40","0.379195127545927","0.286392050968755","0.471998204123098","2"
"No","1985","Lower Saxony","(Married) couple without C. ","103","0.389026908158094","0.330217475433087","0.447836340883101","2"
"No","1985","Lower Saxony","Couple + C. LE 16 ","97","0.423769017036364","0.36150984921211","0.486028184860618","2"
"No","1985","Lower Saxony","Couple + C. GT 16 ","81","0.389714446818241","0.323754812219833","0.455674081416649","2"
"No","1985","Bremen","Couple + C. LE 16 ","2","","","","2"
"No","1985","North Rhine-Westphalia","(Married) couple without C. ","245","0.369222360300594","0.331357362305569","0.40708735829562","2"
"No","1985","North Rhine-Westphalia","Single parent ","63","0.498693914538056","0.41466143866495","0.582726390411163","2"
"No","1985","North Rhine-Westphalia","Couple + C. LE 16 ","304","0.402569641052809","0.36742481110959","0.437714470996028","2"
"No","1985","North Rhine-Westphalia","Couple + C. GT 16 ","190","0.366144077101955","0.325661334777487","0.406626819426423","2"
"No","1985","North Rhine-Westphalia","Couple + C. LE and GT 16","164","0.380281362732764","0.333909254325602","0.426653471139926","2"
"No","1985","Hesse","1-pers.-HH","43","0.329422706921053","0.239523754925351","0.419321658916755","2"
"No","1985","Hesse","Couple + C. GT 16 ","94","0.436490236319288","0.368928483599896","0.504051989038679","2"
"No","1985","Hesse","Couple + C. LE and GT 16","56","0.365639951512013","0.286426551969037","0.444853351054989","2"
"No","1985","Hamburg","Couple + C. LE 16 ","31","0.636148710966459","0.510141510687945","0.762155911244973","2"
"No","1985","Hamburg","Couple + C. GT 16 ","15","","","","2"
"No","1985","Rhineland-Palatinate,Saarland","Single parent ","12","","","","2"
"No","1985","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","70","0.456018206800177","0.376046156548271","0.535990257052082","2"
"No","1985","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","60","0.350002528288242","0.27766206597777","0.422342990598714","2"
"No","1985","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","43","0.41952010385246","0.321315419445655","0.517724788259264","2"
"No","1985","Baden-Württemberg","1-pers.-HH","66","0.315916327100749","0.249640090859069","0.382192563342429","2"
"No","1985","Baden-Württemberg","(Married) couple without C. ","155","0.428651722009104","0.377244298286005","0.480059145732204","2"
"No","1985","Baden-Württemberg","Single parent ","34","0.329620777628787","0.236552298780946","0.422689256476628","2"
"No","1985","Baden-Württemberg","Couple + C. LE 16 ","204","0.357673817267521","0.317724725254572","0.397622909280471","2"
"No","1985","Baden-Württemberg","Couple + C. GT 16 ","166","0.356301021244886","0.310554614538789","0.402047427950984","2"
"No","1985","Baden-Württemberg","Couple + C. LE and GT 16","116","0.379516573525192","0.326431057806212","0.432602089244172","2"
"No","1985","Bavaria","1-pers.-HH","82","0.420086524994835","0.347780822293751","0.492392227695919","2"
"No","1985","Bavaria","(Married) couple without C. ","168","0.37295776579429","0.327720738813968","0.418194792774612","2"
"No","1985","Bavaria","Single parent ","35","0.38873130257315","0.288022444555229","0.48944016059107","2"
"No","1985","Berlin","Couple + C. GT 16 ","17","","","","2"
"No","1985","Berlin","Couple + C. LE and GT 16","19","","","","2"
"No","1985","Brandenburg","Couple + C. LE 16 ","","","","","2"
"No","1985","Bavaria","Couple + C. LE 16 ","190","0.411221608932108","0.366877961168302","0.455565256695915","2"
"No","1985","Bavaria","Couple + C. GT 16 ","138","0.422799448256794","0.369899376367222","0.475699520146366","2"
"No","1985","Bavaria","Couple + C. LE and GT 16","128","0.420505182386501","0.362787964940173","0.47822239983283","2"
"No","1985","Berlin","1-pers.-HH","35","0.501740341995865","0.387820439468264","0.615660244523466","2"
"No","1985","Berlin","(Married) couple without C. ","43","0.493492744938345","0.386576999236977","0.600408490639713","2"
"No","1985","Berlin","Single parent ","13","","","","2"
"No","1985","Berlin","Couple + C. LE 16 ","37","0.471017020434068","0.358794389881196","0.583239650986939","2"
"No","1985","Brandenburg","1-pers.-HH","","","","","2"
"No","1985","Brandenburg","(Married) couple without C. ","","","","","2"
"No","1985","Brandenburg","Single parent ","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","1985","Saxony","1-pers.-HH","","","","","2"
"No","1985","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","1985","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","1985","Saxony","(Married) couple without C. ","","","","","2"
"No","1985","Saxony","Single parent ","","","","","2"
"No","1985","Saxony","Couple + C. LE 16 ","","","","","2"
"No","1985","Saxony","Couple + C. GT 16 ","","","","","2"
"No","1985","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","1985","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","1985","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","1985","Saxony-Anhalt","Single parent ","","","","","2"
"No","1985","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","1985","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","1985","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","1985","Thuringia","1-pers.-HH","","","","","2"
"No","1985","Thuringia","(Married) couple without C. ","","","","","2"
"No","1985","Thuringia","Single parent ","","","","","2"
"No","1985","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","1985","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","1985","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","1985","Schleswig-Holstein","1-pers.-HH","29","","","","1"
"Yes","1985","Schleswig-Holstein","(Married) couple without C. ","50","0.615330179620542","0.510663798091727","0.719996561149357","1"
"Yes","1985","Schleswig-Holstein","Single parent ","13","","","","1"
"Yes","1985","Schleswig-Holstein","Couple + C. LE 16 ","49","0.535823373099817","0.435005710267826","0.636641035931808","1"
"Yes","1985","Schleswig-Holstein","Couple + C. GT 16 ","23","","","","1"
"Yes","1985","Schleswig-Holstein","Couple + C. LE and GT 16","27","","","","1"
"Yes","1985","Hamburg","1-pers.-HH","36","0.631808028382221","0.507681725062807","0.755934331701634","1"
"Yes","1985","Hamburg","(Married) couple without C. ","50","0.530808886338832","0.428274065634998","0.633343707042666","1"
"Yes","1985","Hamburg","Single parent ","7","","","","1"
"Yes","1985","Hamburg","Couple + C. LE 16 ","25","","","","1"
"Yes","1985","Hamburg","Couple + C. GT 16 ","17","","","","1"
"Yes","1985","Hamburg","Couple + C. LE and GT 16","13","","","","1"
"Yes","1985","Lower Saxony","1-pers.-HH","65","0.620804872454073","0.528001795876902","0.713607949031245","1"
"Yes","1985","Lower Saxony","(Married) couple without C. ","161","0.610973091841906","0.552163659116899","0.669782524566913","1"
"Yes","1985","Lower Saxony","Single parent ","35","0.613162668284362","0.488890428030249","0.737434908538475","1"
"Yes","1985","Lower Saxony","Couple + C. LE 16 ","145","0.576230982963636","0.513971815139382","0.63849015078789","1"
"Yes","1985","Lower Saxony","Couple + C. GT 16 ","129","0.610285553181759","0.544325918583351","0.676245187780167","1"
"Yes","1985","Lower Saxony","Couple + C. LE and GT 16","80","0.652859237529352","0.569067763258749","0.736650711799956","1"
"Yes","1985","Bremen","1-pers.-HH","14","","","","1"
"Yes","1985","Bremen","(Married) couple without C. ","26","","","","1"
"Yes","1985","Bremen","Single parent ","4","","","","1"
"Yes","1985","Bremen","Couple + C. LE 16 ","19","","","","1"
"Yes","1985","Bremen","Couple + C. GT 16 ","9","","","","1"
"Yes","1985","Bremen","Couple + C. LE and GT 16","7","","","","1"
"Yes","1985","North Rhine-Westphalia","1-pers.-HH","185","0.555086887391355","0.501711128700678","0.608462646082032","1"
"Yes","1985","North Rhine-Westphalia","(Married) couple without C. ","379","0.630777639699406","0.59291264170438","0.668642637694431","1"
"Yes","1985","North Rhine-Westphalia","Single parent ","73","0.501306085461944","0.417273609588837","0.58533856133505","1"
"Yes","1985","North Rhine-Westphalia","Couple + C. LE 16 ","444","0.597430358947191","0.562285529003972","0.63257518889041","1"
"Yes","1985","North Rhine-Westphalia","Couple + C. GT 16 ","354","0.633855922898045","0.593373180573577","0.674338665222513","1"
"Yes","1985","North Rhine-Westphalia","Couple + C. LE and GT 16","257","0.619718637267236","0.573346528860074","0.666090745674398","1"
"Yes","1985","Hesse","1-pers.-HH","62","0.670577293078947","0.580678341083245","0.760476245074649","1"
"Yes","1985","Hesse","(Married) couple without C. ","151","0.578161205680699","0.519898415067141","0.636423996294257","1"
"Yes","1985","Hesse","Single parent ","24","","","","1"
