"ple0044_h","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","1998","Not Employed","5337","0.998898081009781","0.998008987959973","0.999787174059589","2"
"No","1998","Employed","4302","0.514254943556358","0.503538065322994","0.524971821789723","2"
"Yes","1998","Not Employed","12","","","","1"
"Yes","1998","Employed","4053","0.485745056443642","0.475028178210277","0.496461934677006","1"
"No","1999","Not Employed","4708","0.973361483833593","0.968833431587193","0.977889536079993","2"
"No","1999","Employed","4403","0.530094481314299","0.519376635512605","0.540812327115992","2"
"Yes","1999","Not Employed","150","0.0266385161664072","0.0221104639200074","0.0311665684128069","1"
"Yes","1999","Employed","3927","0.469905518685701","0.459187672884008","0.480623364487395","1"
"No","2000","Not Employed","8994","0.993399573444888","0.991732019397222","0.995067127492555","2"
"No","2000","Employed","7468","0.520578279835529","0.512407326203764","0.528749233467294","2"
"Yes","2000","Not Employed","64","0.00660042655511161","0.00493287250744513","0.00826798060277809","1"
"Yes","2000","Employed","6892","0.479421720164471","0.471250766532706","0.487592673796237","1"
"No","2001","Not Employed","8092","0.997230036574432","0.996086952883065","0.998373120265798","2"
"No","2001","Employed","6909","0.516923044761751","0.50842239871599","0.525423690807511","2"
"Yes","2001","Not Employed","29","","","","1"
"Yes","2001","Employed","6366","0.483076955238249","0.474576309192489","0.49157760128401","1"
"No","2002","Not Employed","8254","0.995258584187449","0.993780375646556","0.996736792728343","2"
"No","2002","Employed","7195","0.517868207073006","0.50961907871862","0.526117335427392","2"
"Yes","2002","Not Employed","42","0.00474141581255061","0.00326320727165712","0.0062196243534441","1"
"Yes","2002","Employed","6900","0.482131792926994","0.473882664572608","0.49038092128138","1"
"No","2003","Not Employed","8155","0.994223720681474","0.992583880898249","0.9958635604647","2"
"No","2003","Employed","6917","0.518699322139422","0.510243590220584","0.52715505405826","2"
"Yes","2003","Not Employed","49","0.0057762793185258","0.00413643953530018","0.00741611910175142","1"
"Yes","2003","Employed","6496","0.481300677860578","0.47284494594174","0.489756409779416","1"
"No","2004","Not Employed","8160","0.994333817973354","0.992710283812025","0.995957352134684","2"
"No","2004","Employed","6520","0.512278797630919","0.503657148573861","0.520900446687977","2"
"Yes","2004","Not Employed","51","0.00566618202664563","0.00404264786531592","0.00728971618797533","1"
"Yes","2004","Employed","6392","0.487721202369081","0.479099553312023","0.496342851426139","1"
"No","2005","Not Employed","7899","0.997088911340738","0.995902751776489","0.998275070904987","2"
"No","2005","Employed","6274","0.514918212736909","0.506110260237906","0.523726165235911","2"
"Yes","2005","Not Employed","26","","","","1"
"Yes","2005","Employed","6094","0.485081787263091","0.476273834764089","0.493889739762094","1"
"No","2006","Not Employed","8568","0.997744083273244","0.996740802194452","0.998747364352036","2"
"No","2006","Employed","6450","0.50581852790394","0.49720652608155","0.514430529726331","2"
"Yes","2006","Not Employed","22","","","","1"
"Yes","2006","Employed","6497","0.49418147209606","0.485569470273669","0.502793473918451","1"
"No","2007","Not Employed","7974","0.995776184980881","0.994355490361391","0.997196879600371","2"
"No","2007","Employed","6098","0.513328250721366","0.504406992651095","0.522249508791638","2"
"Yes","2007","Not Employed","31","0.00422381501911893","0.00280312039962917","0.00564450963860869","1"
"Yes","2007","Employed","5960","0.486671749278634","0.477750491208362","0.495593007348905","1"
"No","2008","Not Employed","7452","0.995099459918862","0.993518512264708","0.996680407573016","2"
"No","2008","Employed","6113","0.53639848830011","0.5273025289929","0.545494447607321","2"
"Yes","2008","Not Employed","43","0.00490054008113782","0.0033195924269836","0.00648148773529203","1"
"Yes","2008","Employed","5433","0.46360151169989","0.454505552392679","0.4726974710071","1"
"No","2009","Not Employed","6843","0.994891780999937","0.993207014645472","0.996576547354401","2"
"No","2009","Employed","5960","0.55644515003932","0.547101468557644","0.565788831520996","2"
"Yes","2009","Not Employed","35","0.00510821900006342","0.00342345264559896","0.00679298535452787","1"
"Yes","2009","Employed","4900","0.44355484996068","0.434211168479004","0.452898531442356","1"
"No","2010","Not Employed","8400","0.995488621459208","0.994059752106098","0.996917490812318","2"
"No","2010","Employed","8441","0.55754845747382","0.549686641898426","0.565410273049213","2"
"Yes","2010","Not Employed","50","0.00451137854079182","0.0030825091876817","0.00594024789390195","1"
"Yes","2010","Employed","6891","0.442451542526181","0.434589726950787","0.450313358101574","1"
"No","2011","Not Employed","9997","0.993070249153427","0.991452246596521","0.994688251710333","2"
"No","2011","Employed","6142","0.567459781623514","0.55817737300884","0.576742190238187","2"
"Yes","2011","Not Employed","101","0.00692975084657316","0.00531174828966731","0.008547753403479","1"
"Yes","2011","Employed","4801","0.432540218376486","0.423257809761813","0.44182262699116","1"
"No","2012","Not Employed","9686","0.988723967676853","0.986635169387068","0.990812765966637","2"
"No","2012","Employed","10187","0.586791087197571","0.579514058104624","0.594068116290519","2"
"Yes","2012","Not Employed","130","0.0112760323231472","0.00918723403336263","0.0133648306129317","1"
"Yes","2012","Employed","7402","0.413208912802429","0.405931883709482","0.420485941895376","1"
"No","2013","Not Employed","12121","0.936568182897951","0.932494636702285","0.940641729093617","2"
"No","2013","Employed","10016","0.60987765759578","0.602469493661108","0.617285821530453","2"
"Yes","2013","Not Employed","1632","0.0634318171020492","0.0593582709063831","0.0675053632977153","1"
"Yes","2013","Employed","6638","0.390122342404219","0.382714178469547","0.397530506338892","1"
"No","2014","Not Employed","8396","0.947120541639193","0.942574402717274","0.951666680561113","2"
"No","2014","Employed","10275","0.590979649785068","0.58369930150102","0.598259998069116","2"
"Yes","2014","Not Employed","913","0.0528794583608067","0.0483333194388875","0.0574255972827259","1"
"Yes","2014","Employed","7244","0.409020350214932","0.401740001930884","0.41630069849898","1"
"No","2015","Not Employed","9488","0.969520527987693","0.96619653166545","0.972844524309936","2"
"No","2015","Employed","9940","0.606363773079613","0.598873064016323","0.613854482142903","2"
"Yes","2015","Not Employed","786","0.0304794720123074","0.0271554756900644","0.0338034683345503","1"
"Yes","2015","Employed","6401","0.393636226920387","0.386145517857098","0.401126935983677","1"
"No","2016","Not Employed","8143","0.986857588888327","0.984400578825107","0.989314598951546","2"
"No","2016","Employed","9578","0.605667821480715","0.5980603432098","0.613275299751629","2"
"Yes","2016","Not Employed","110","0.0131424111116734","0.0106854010484538","0.0155994211748931","1"
"Yes","2016","Employed","6275","0.394332178519285","0.386724700248371","0.4019396567902","1"
"No","2017","Not Employed","8499","0.989570519164186","0.987425656124023","0.991715382204349","2"
"No","2017","Employed","11273","0.628266828090212","0.621165963591665","0.635367692588758","2"
"Yes","2017","Not Employed","119","0.0104294808358141","0.00828461779565097","0.0125743438759772","1"
"Yes","2017","Employed","6520","0.371733171909788","0.364632307411242","0.378834036408335","1"
"No","2018","Not Employed","8208","0.991348330927855","0.98935487002252","0.993341791833189","2"
"No","2018","Employed","11013","0.646578036593635","0.639436117968683","0.653719955218587","2"
"Yes","2018","Not Employed","83","0.00865166907214533","0.00665820816681063","0.01064512997748","1"
"Yes","2018","Employed","6197","0.353421963406365","0.346280044781413","0.360563882031317","1"
"No","2019","Not Employed","7798","0.972941395817317","0.969403772617178","0.976479019017456","2"
"No","2019","Employed","11054","0.659200060838626","0.652168584201423","0.666231537475828","2"
"Yes","2019","Not Employed","283","0.0270586041826828","0.0235209809825435","0.0305962273828221","1"
"Yes","2019","Employed","6401","0.340799939161374","0.333768462524172","0.347831415798577","1"
