"ple0044_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1987","Single parent ","174","0.346833930364576","0.305806396158237","0.387861464570916","1"
"Yes","1987","Couple + C. LE 16 ","794","0.351403620020875","0.331968745054056","0.370838494987693","1"
"Yes","1987","Couple + C. GT 16 ","688","0.327247666331982","0.307232008878399","0.347263323785566","1"
"Yes","1987","Couple + C. LE and GT 16","382","0.339744706422724","0.313383241311682","0.366106171533766","1"
"No","1988","1-pers.-HH","818","0.804550314227179","0.780667021389694","0.828433607064664","2"
"No","1988","(Married) couple without C. ","1661","0.765063485118247","0.747576694076339","0.782550276160154","2"
"No","1988","Single parent ","318","0.613900284015101","0.571311534293066","0.656489033737136","2"
"No","1988","Couple + C. LE 16 ","1402","0.624819979707516","0.604504923728652","0.64513503568638","2"
"No","1988","Couple + C. GT 16 ","1467","0.667274647294971","0.647412989020108","0.687136305569834","2"
"No","1988","Couple + C. LE and GT 16","701","0.624837115143605","0.595690474862645","0.653983755424564","2"
"Yes","1988","1-pers.-HH","241","0.195449685772821","0.171566392935336","0.219332978610306","1"
"Yes","1988","(Married) couple without C. ","597","0.234936514881753","0.217449723839845","0.252423305923661","1"
"Yes","1988","Single parent ","184","0.386099715984899","0.343510966262864","0.428688465706934","1"
"Yes","1988","Couple + C. LE 16 ","780","0.375180020292484","0.35486496431362","0.395495076271347","1"
"Yes","1988","Couple + C. GT 16 ","695","0.332725352705029","0.312863694430165","0.352587010979892","1"
"Yes","1988","Couple + C. LE and GT 16","359","0.375162884856395","0.346016244575436","0.404309525137355","1"
"No","1989","1-pers.-HH","828","0.812360262800783","0.788889986490618","0.835830539110948","2"
"No","1989","(Married) couple without C. ","1658","0.760219421833744","0.742589760198777","0.777849083468712","2"
"No","1989","Single parent ","335","0.714127405848163","0.673060146014692","0.755194665681634","2"
"No","1989","Couple + C. LE 16 ","1407","0.652440943985635","0.632199039598775","0.672682848372496","2"
"No","1989","Couple + C. GT 16 ","1434","0.666564677989516","0.646510722614894","0.686618633364139","2"
"No","1989","Couple + C. LE and GT 16","676","0.664698360607828","0.635201167998023","0.694195553217632","2"
"Yes","1989","1-pers.-HH","235","0.187639737199217","0.164169460889052","0.211110013509382","1"
"Yes","1989","(Married) couple without C. ","595","0.239780578166256","0.222150916531288","0.257410239801223","1"
"Yes","1989","Single parent ","130","0.285872594151837","0.244805334318366","0.326939853985309","1"
"Yes","1989","Couple + C. LE 16 ","719","0.347559056014365","0.327317151627504","0.367800960401225","1"
"Yes","1989","Couple + C. GT 16 ","689","0.333435322010484","0.313381366635861","0.353489277385106","1"
"Yes","1989","Couple + C. LE and GT 16","308","0.335301639392172","0.305804446782368","0.364798832001977","1"
"No","1990","1-pers.-HH","","","","","2"
"No","1990","(Married) couple without C. ","","","","","2"
"No","1990","Single parent ","","","","","2"
"No","1990","Couple + C. LE 16 ","","","","","2"
"No","1990","Couple + C. GT 16 ","","","","","2"
"No","1990","Couple + C. LE and GT 16","","","","","2"
"Yes","1990","1-pers.-HH","","","","","1"
"Yes","1990","(Married) couple without C. ","","","","","1"
"Yes","1990","Single parent ","","","","","1"
"Yes","1990","Couple + C. LE 16 ","","","","","1"
"Yes","1990","Couple + C. GT 16 ","","","","","1"
"Yes","1990","Couple + C. LE and GT 16","","","","","1"
"No","1991","1-pers.-HH","1119","0.849492211415722","0.830368628080077","0.868615794751366","2"
"No","1991","(Married) couple without C. ","2684","0.834277453911522","0.821436455843313","0.84711845197973","2"
"No","1991","Single parent ","521","0.763467211647149","0.730948222115561","0.795986201178738","2"
"No","1991","Couple + C. LE 16 ","2748","0.7372665649588","0.722567609931511","0.751965519986089","2"
"No","1991","Couple + C. GT 16 ","2129","0.719507061052007","0.702870251954426","0.736143870149588","2"
"No","1991","Couple + C. LE and GT 16","929","0.723710084297255","0.698514743626","0.74890542496851","2"
"Yes","1991","1-pers.-HH","224","0.150507788584278","0.131384205248634","0.169631371919923","1"
"Yes","1991","(Married) couple without C. ","537","0.165722546088478","0.15288154802027","0.178563544156687","1"
"Yes","1991","Single parent ","135","0.236532788352851","0.204013798821262","0.269051777884439","1"
"Yes","1991","Couple + C. LE 16 ","696","0.2627334350412","0.248034480013911","0.277432390068489","1"
"Yes","1991","Couple + C. GT 16 ","672","0.280492938947993","0.263856129850412","0.297129748045574","1"
"Yes","1991","Couple + C. LE and GT 16","281","0.276289915702745","0.25109457503149","0.301485256374","1"
"No","1992","1-pers.-HH","1046","0.797156659851003","0.775626467597129","0.818686852104877","2"
"No","1992","(Married) couple without C. ","2405","0.764489894684204","0.749917535758528","0.779062253609881","2"
"No","1992","Single parent ","427","0.681877817982939","0.645537922902861","0.718217713063016","2"
"No","1992","Couple + C. LE 16 ","1934","0.60912379185261","0.592371342616717","0.625876241088503","2"
"No","1992","Couple + C. GT 16 ","1718","0.639762503528079","0.621691295665651","0.657833711390508","2"
"No","1992","Couple + C. LE and GT 16","738","0.639877128593771","0.612048063181332","0.66770619400621","2"
"Yes","1992","1-pers.-HH","294","0.202843340148997","0.181313147895123","0.224373532402871","1"
"Yes","1992","Single parent ","204","0.318122182017061","0.281782286936984","0.354462077097139","1"
"Yes","1992","Couple + C. LE 16 ","1325","0.39087620814739","0.374123758911497","0.407628657383283","1"
"Yes","1992","Couple + C. GT 16 ","993","0.360237496471921","0.342166288609493","0.378308704334349","1"
"Yes","1992","(Married) couple without C. ","852","0.235510105315796","0.220937746390119","0.250082464241472","1"
"Yes","1992","Couple + C. LE and GT 16","405","0.360122871406229","0.332293805993789","0.387951936818668","1"
"No","1993","1-pers.-HH","","","","","2"
"No","1993","(Married) couple without C. ","","","","","2"
"No","1993","Single parent ","","","","","2"
"No","1993","Couple + C. LE 16 ","","","","","2"
"No","1993","Couple + C. GT 16 ","","","","","2"
"No","1993","Couple + C. LE and GT 16","","","","","2"
"Yes","1993","1-pers.-HH","","","","","1"
"Yes","1993","(Married) couple without C. ","","","","","1"
"Yes","1993","Single parent ","","","","","1"
"Yes","1993","Couple + C. LE 16 ","","","","","1"
"Yes","1993","Couple + C. GT 16 ","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","","","","","1"
"No","1994","1-pers.-HH","1128","0.817658089982022","0.797467963120642","0.837848216843403","2"
"No","1994","(Married) couple without C. ","2565","0.779939039153185","0.765986850988608","0.793891227317763","2"
"No","1994","Single parent ","419","0.716139729258999","0.679287364688493","0.752992093829504","2"
"No","1994","Couple + C. LE 16 ","1871","0.636813898958366","0.619593307514179","0.654034490402553","2"
"No","1994","Couple + C. GT 16 ","1589","0.657681092818366","0.638850442754988","0.676511742881744","2"
"No","1994","Couple + C. LE and GT 16","773","0.666514100571868","0.639476379821139","0.693551821322596","2"
"Yes","1994","1-pers.-HH","277","0.182341910017978","0.162151783156597","0.202532036879358","1"
"Yes","1994","(Married) couple without C. ","822","0.220060960846815","0.206108772682237","0.234013149011392","1"
"Yes","1994","Single parent ","156","0.283860270741001","0.247007906170496","0.320712635311507","1"
"Yes","1994","Couple + C. LE 16 ","1125","0.363186101041634","0.345965509597447","0.380406692485821","1"
"Yes","1994","Couple + C. GT 16 ","850","0.342318907181634","0.323488257118256","0.361149557245012","1"
"Yes","1994","Couple + C. LE and GT 16","395","0.333485899428132","0.306448178677404","0.360523620178861","1"
"No","1995","1-pers.-HH","1135","0.829141657248705","0.809544384893454","0.848738929603956","2"
"No","1995","(Married) couple without C. ","2579","0.780210570746312","0.766342146494632","0.794078994997993","2"
"No","1995","Single parent ","422","0.701525516123097","0.664602478219038","0.738448554027155","2"
"No","1995","Couple + C. LE 16 ","1921","0.627073787618921","0.609928601861158","0.644218973376684","2"
"No","1995","Couple + C. GT 16 ","1587","0.665178760555819","0.646387882655125","0.683969638456512","2"
"No","1995","Couple + C. LE and GT 16","798","0.666374786185662","0.639851492246034","0.692898080125289","2"
"Yes","1995","1-pers.-HH","282","0.170858342751295","0.151261070396044","0.190455615106546","1"
"Yes","1995","(Married) couple without C. ","846","0.219789429253688","0.205921005002007","0.233657853505368","1"
"Yes","1995","Single parent ","168","0.298474483876903","0.261551445972845","0.335397521780962","1"
"Yes","1995","Couple + C. LE 16 ","1135","0.372926212381079","0.355781026623316","0.390071398138842","1"
"Yes","1995","Couple + C. GT 16 ","836","0.334821239444181","0.316030361543488","0.353612117344874","1"
"Yes","1995","Couple + C. LE and GT 16","416","0.333625213814338","0.307101919874711","0.360148507753966","1"
"No","1996","1-pers.-HH","1154","0.815631289897626","0.795664674799831","0.835597904995421","2"
"No","1996","(Married) couple without C. ","2628","0.781393759424572","0.76763037005387","0.795157148795274","2"
"No","1996","Single parent ","452","0.727555434387429","0.692425476573361","0.762685392201498","2"
"No","1996","Couple + C. LE 16 ","1861","0.636722210002532","0.619169471373217","0.654274948631848","2"
"No","1996","Couple + C. GT 16 ","1522","0.671091858066165","0.651811559919578","0.690372156212751","2"
"No","1996","Couple + C. LE and GT 16","802","0.669821469335834","0.643169061621741","0.696473877049927","2"
"Yes","1996","1-pers.-HH","295","0.184368710102374","0.164402095004579","0.204335325200169","1"
"Yes","1996","(Married) couple without C. ","836","0.218606240575428","0.204842851204727","0.23236962994613","1"
"Yes","1996","Single parent ","165","0.272444565612571","0.237314607798502","0.307574523426639","1"
"Yes","1996","Couple + C. LE 16 ","1023","0.363277789997467","0.345725051368152","0.380830528626783","1"
"Yes","1996","Couple + C. GT 16 ","759","0.328908141933835","0.309627843787249","0.348188440080422","1"
"Yes","1996","Couple + C. LE and GT 16","394","0.330178530664166","0.303526122950073","0.356830938378259","1"
"No","1997","1-pers.-HH","1115","0.810087221595226","0.789592405442399","0.830582037748052","2"
"No","1997","(Married) couple without C. ","2698","0.801705863619639","0.788496663039639","0.814915064199639","2"
"No","1997","Single parent ","420","0.685548405102957","0.648459346625944","0.72263746357997","2"
"No","1997","Couple + C. LE 16 ","1722","0.625514556307455","0.607349292766325","0.643679819848586","2"
"No","1997","Couple + C. GT 16 ","1520","0.682493227700698","0.663427384390203","0.701559071011192","2"
"No","1997","Couple + C. LE and GT 16","761","0.667573724673927","0.640464544402202","0.694682904945653","2"
"Yes","1997","1-pers.-HH","292","0.189912778404774","0.169417962251948","0.210407594557601","1"
"Yes","1997","(Married) couple without C. ","802","0.198294136380361","0.185084935800361","0.211503336960361","1"
"Yes","1997","Single parent ","182","0.314451594897043","0.27736253642003","0.351540653374056","1"
"Yes","1997","Couple + C. LE 16 ","1005","0.374485443692545","0.356320180151414","0.392650707233676","1"
"Yes","1997","Couple + C. GT 16 ","770","0.317506772299302","0.298440928988808","0.336572615609797","1"
"Yes","1997","Couple + C. LE and GT 16","399","0.332426275326073","0.305317095054347","0.359535455597798","1"
"No","1998","1-pers.-HH","1362","0.822011473479417","0.8039031757742","0.840119771184634","2"
"No","1998","(Married) couple without C. ","3075","0.775944692188436","0.763137993018127","0.788751391358745","2"
"No","1998","Single parent ","470","0.694239669691686","0.659301098363044","0.729178241020327","2"
"No","1998","Couple + C. LE 16 ","1859","0.632331268162042","0.614916964270956","0.649745572053128","2"
"No","1998","Couple + C. GT 16 ","1613","0.669284774033234","0.650571218194417","0.687998329872051","2"
"No","1998","Couple + C. LE and GT 16","750","0.652852494742509","0.625792872964532","0.679912116520487","2"
"Yes","1998","1-pers.-HH","352","0.177988526520583","0.159880228815366","0.1960968242258","1"
"Yes","1998","(Married) couple without C. ","997","0.224055307811564","0.211248608641255","0.236862006981873","1"
"Yes","1998","Single parent ","198","0.305760330308314","0.270821758979673","0.340698901636956","1"
"Yes","1998","Couple + C. LE 16 ","1086","0.367668731837958","0.350254427946872","0.385083035729044","1"
"Yes","1998","Couple + C. GT 16 ","815","0.330715225966766","0.312001670127948","0.349428781805583","1"
"Yes","1998","Couple + C. LE and GT 16","439","0.347147505257491","0.320087883479513","0.374207127035468","1"
"No","1999","1-pers.-HH","1257","0.792787561924733","0.773123449972244","0.812451673877221","2"
"No","1999","(Married) couple without C. ","3053","0.779630905979382","0.766789002084069","0.792472809874695","2"
"No","1999","Couple + C. GT 16 ","1520","0.640060657516328","0.620785300152122","0.659336014880535","2"
"No","1999","Single parent ","464","0.691070183247678","0.656083588000128","0.726056778495228","2"
"No","1999","Couple + C. LE 16 ","1779","0.621739978738587","0.60411107958232","0.639368877894853","2"
"No","1999","Couple + C. LE and GT 16","685","0.606406497409886","0.577781930073366","0.635031064746406","2"
"Yes","1999","1-pers.-HH","375","0.207212438075267","0.187548326122779","0.226876550027756","1"
"Yes","1999","Single parent ","206","0.308929816752322","0.273943221504773","0.343916411999872","1"
"Yes","1999","(Married) couple without C. ","949","0.220369094020618","0.207527190125305","0.233210997915931","1"
"Yes","1999","Couple + C. LE 16 ","1128","0.378260021261413","0.360631122105147","0.395888920417679","1"
"Yes","1999","Couple + C. GT 16 ","862","0.359939342483672","0.340663985119465","0.379214699847879","1"
"Yes","1999","Couple + C. LE and GT 16","434","0.393593502590114","0.364968935253594","0.422218069926634","1"
"No","2000","1-pers.-HH","2476","0.764942358419811","0.750404226359821","0.779480490479802","2"
"No","2000","(Married) couple without C. ","5747","0.789001196879322","0.779701734780124","0.79830065897852","2"
"No","2000","Couple + C. GT 16 ","2481","0.650693011546118","0.635548740945704","0.665837282146532","2"
"No","2000","Single parent ","794","0.684632955322126","0.657835463116935","0.711430447527316","2"
"No","2000","Couple + C. LE 16 ","3137","0.61512255024757","0.601693488700054","0.628551611795086","2"
"No","2000","Couple + C. LE and GT 16","1154","0.634614580514612","0.612713135551588","0.656516025477636","2"
"Yes","2000","1-pers.-HH","792","0.235057641580189","0.220519509520198","0.249595773640179","1"
"Yes","2000","Single parent ","361","0.315367044677874","0.288569552472684","0.342164536883065","1"
"Yes","2000","(Married) couple without C. ","1648","0.210998803120678","0.20169934102148","0.220298265219876","1"
"Yes","2000","Couple + C. LE 16 ","1906","0.38487744975243","0.371448388204914","0.398306511299945","1"
"Yes","2000","Couple + C. GT 16 ","1326","0.349306988453882","0.334162717853468","0.364451259054296","1"
"Yes","2000","Couple + C. LE and GT 16","703","0.365385419485388","0.343483974522364","0.387286864448412","1"
"No","2001","1-pers.-HH","2267","0.772396889974371","0.757238340265779","0.787555439682963","2"
"No","2001","(Married) couple without C. ","5209","0.77681991540345","0.766895649263227","0.786744181543674","2"
"No","2001","Couple + C. GT 16 ","2289","0.636148847569874","0.620264426501602","0.652033268638146","2"
"No","2001","Single parent ","745","0.672743420416184","0.644746756000785","0.700740084831584","2"
"No","2001","Couple + C. LE 16 ","2848","0.616755582732322","0.602709046391984","0.63080211907266","2"
"No","2001","Couple + C. LE and GT 16","1040","0.616306065718573","0.593155909414957","0.639456222022189","2"
"Yes","2001","1-pers.-HH","672","0.227603110025629","0.212444560317037","0.242761659734221","1"
"Yes","2001","Single parent ","334","0.327256579583816","0.299259915168416","0.355253243999215","1"
"Yes","2001","(Married) couple without C. ","1553","0.22318008459655","0.213255818456326","0.233104350736773","1"
"Yes","2001","Couple + C. LE 16 ","1754","0.383244417267678","0.36919788092734","0.397290953608016","1"
"Yes","2001","Couple + C. GT 16 ","1235","0.363851152430126","0.347966731361853","0.379735573498398","1"
"Yes","2001","Couple + C. LE and GT 16","655","0.383693934281427","0.360543777977811","0.406844090585043","1"
"No","2002","1-pers.-HH","2236","0.771346470938849","0.756163316807437","0.786529625070261","2"
"No","2002","Couple + C. GT 16 ","2467","0.642989474712082","0.627911929369695","0.658067020054469","2"
"No","2002","(Married) couple without C. ","5462","0.783649943597613","0.774183645173991","0.793116242021234","2"
"No","2002","Single parent ","770","0.717076584427899","0.690226079267196","0.743927089588602","2"
"No","2002","Couple + C. LE 16 ","2748","0.607651422089983","0.593527420903963","0.621775423276004","2"
"No","2002","Couple + C. LE and GT 16","1203","0.636891876927109","0.615165409505171","0.658618344349047","2"
"Yes","2002","1-pers.-HH","703","0.228653529061151","0.213470374929739","0.243836683192563","1"
"Yes","2002","Single parent ","311","0.282923415572101","0.256072910411398","0.309773920732804","1"
"Yes","2002","Couple + C. LE 16 ","1843","0.392348577910017","0.378224576723996","0.406472579096037","1"
"Yes","2002","Couple + C. GT 16 ","1412","0.357010525287918","0.341932979945531","0.372088070630305","1"
"Yes","2002","(Married) couple without C. ","1806","0.216350056402387","0.206883757978766","0.225816354826009","1"
"Yes","2002","Couple + C. LE and GT 16","679","0.363108123072891","0.341381655650953","0.384834590494829","1"
"No","2003","1-pers.-HH","2237","0.775297763252907","0.760182129224974","0.790413397280841","2"
"No","2003","(Married) couple without C. ","5452","0.786869067569028","0.777386750508877","0.79635138462918","2"
"No","2003","Single parent ","757","0.720713655590671","0.6939066576138","0.747520653567542","2"
"No","2003","Couple + C. GT 16 ","2482","0.650982559104928","0.63586500598264","0.666100112227215","2"
"No","2003","Couple + C. LE 16 ","2560","0.616339193381593","0.601681547936655","0.63099683882653","2"
"No","2003","Couple + C. LE and GT 16","1119","0.625169242322911","0.60261761584273","0.647720868803093","2"
"Yes","2003","1-pers.-HH","692","0.224702236747093","0.209586602719159","0.239817870775026","1"
"Yes","2003","Single parent ","319","0.279286344409329","0.252479346432458","0.3060933423862","1"
"Yes","2003","Couple + C. LE 16 ","1668","0.383660806618407","0.36900316117347","0.398318452063345","1"
"Yes","2003","(Married) couple without C. ","1713","0.213130932430972","0.20364861537082","0.222613249491123","1"
"Yes","2003","Couple + C. GT 16 ","1337","0.349017440895072","0.333899887772785","0.36413499401736","1"
"Yes","2003","Couple + C. LE and GT 16","651","0.374830757677089","0.352279131196907","0.39738238415727","1"
"No","2004","1-pers.-HH","2193","0.778323669263205","0.76314291217035","0.79350442635606","2"
"No","2004","(Married) couple without C. ","5426","0.7861892956698","0.776662673876156","0.795715917463444","2"
"No","2004","Single parent ","760","0.717877829804223","0.690760361840055","0.744995297768391","2"
"No","2004","Couple + C. GT 16 ","2430","0.649561169655383","0.634403590750581","0.664718748560185","2"
"No","2004","Couple + C. LE 16 ","2351","0.609706017196602","0.594485629360025","0.62492640503318","2"
"No","2004","Couple + C. LE and GT 16","1095","0.61869500723128","0.595853606486049","0.641536407976511","2"
"Yes","2004","1-pers.-HH","683","0.221676330736795","0.20649557364394","0.23685708782965","1"
"Yes","2004","Single parent ","298","0.282122170195777","0.255004702231609","0.309239638159945","1"
"Yes","2004","Couple + C. LE 16 ","1595","0.390293982803398","0.37507359496682","0.405514370639975","1"
"Yes","2004","(Married) couple without C. ","1689","0.2138107043302","0.204284082536556","0.223337326123845","1"
"Yes","2004","Couple + C. GT 16 ","1376","0.350438830344617","0.335281251439815","0.365596409249419","1"
"Yes","2004","Couple + C. LE and GT 16","642","0.38130499276872","0.358463592023489","0.404146393513951","1"
"No","2005","1-pers.-HH","2228","0.77360439055407","0.758406919959093","0.788801861149047","2"
"No","2005","(Married) couple without C. ","5237","0.771843615056706","0.761949201952078","0.781738028161334","2"
"No","2005","Single parent ","771","0.737236988356753","0.710852728721058","0.763621247992447","2"
"No","2005","Couple + C. GT 16 ","2260","0.623160541444494","0.607228642690321","0.639092440198667","2"
"No","2005","Couple + C. LE 16 ","2191","0.617729573669046","0.601914950045829","0.633544197292263","2"
"No","2005","Couple + C. LE and GT 16","1083","0.655710835593756","0.632929576486899","0.678492094700614","2"
"Yes","2005","1-pers.-HH","685","0.22639560944593","0.211198138850953","0.241593080040907","1"
"Yes","2005","Single parent ","298","0.262763011643247","0.236378752007553","0.289147271278942","1"
"Yes","2005","Couple + C. LE 16 ","1436","0.382270426330954","0.366455802707737","0.398085049954171","1"
"Yes","2005","(Married) couple without C. ","1673","0.228156384943294","0.218261971838666","0.238050798047922","1"
"Yes","2005","Couple + C. GT 16 ","1294","0.376839458555506","0.360907559801333","0.392771357309679","1"
"Yes","2005","Couple + C. LE and GT 16","588","0.344289164406244","0.321507905299386","0.367070423513101","1"
"No","2006","1-pers.-HH","2524","0.775663221477775","0.761391852259793","0.789934590695756","2"
"No","2006","(Married) couple without C. ","5902","0.775630818597237","0.766329946664369","0.784931690530104","2"
"No","2006","Single parent ","768","0.680739764713792","0.65352220980197","0.707957319625614","2"
"No","2006","Couple + C. LE 16 ","2297","0.604345742212043","0.588853313190089","0.619838171233997","2"
"No","2006","Couple + C. GT 16 ","2259","0.637946222050205","0.622183480941216","0.653708963159194","2"
"No","2006","Couple + C. LE and GT 16","884","0.602940859677968","0.577868749659451","0.628012969696484","2"
"Yes","2006","1-pers.-HH","758","0.224336778522225","0.210065409304244","0.238608147740207","1"
"Yes","2006","(Married) couple without C. ","1826","0.224369181402763","0.215068309469896","0.233670053335631","1"
"Yes","2006","Single parent ","359","0.319260235286208","0.292042680374386","0.34647779019803","1"
"Yes","2006","Couple + C. LE 16 ","1530","0.395654257787957","0.380161828766003","0.411146686809911","1"
"Yes","2006","Couple + C. GT 16 ","1312","0.362053777949795","0.346291036840806","0.377816519058784","1"
"Yes","2006","Couple + C. LE and GT 16","579","0.397059140322032","0.371987030303516","0.422131250340549","1"
"No","2007","1-pers.-HH","2399","0.769617873413708","0.754811816026672","0.784423930800744","2"
"No","2007","(Married) couple without C. ","5540","0.776869336321628","0.767255765789369","0.786482906853888","2"
"No","2007","Single parent ","732","0.699102902554315","0.671453220021889","0.726752585086741","2"
"No","2007","Couple + C. LE 16 ","2082","0.613346520769341","0.59718531472912","0.629507726809561","2"
"No","2007","Couple + C. GT 16 ","2189","0.64238734863236","0.626370620769407","0.658404076495314","2"
"No","2007","Couple + C. LE and GT 16","783","0.604797222272965","0.578221118984489","0.631373325561442","2"
"Yes","2007","1-pers.-HH","708","0.230382126586292","0.215576069199256","0.245188183973328","1"
"Yes","2007","(Married) couple without C. ","1665","0.223130663678372","0.213517093146112","0.232744234210631","1"
"Yes","2007","Single parent ","325","0.300897097445685","0.273247414913259","0.328546779978111","1"
"Yes","2007","Couple + C. LE 16 ","1406","0.386653479230659","0.370492273190439","0.40281468527088","1"
"Yes","2007","Couple + C. GT 16 ","1251","0.35761265136764","0.341595923504686","0.373629379230593","1"
"Yes","2007","Couple + C. LE and GT 16","517","0.395202777727035","0.368626674438558","0.421778881015511","1"
"No","2008","1-pers.-HH","2331","0.768510925115404","0.753397685465681","0.783624164765128","2"
"No","2008","(Married) couple without C. ","5413","0.788634076278917","0.779036099340998","0.798232053216836","2"
"No","2008","Single parent ","743","0.711813097272956","0.684534614071115","0.739091580474796","2"
"No","2008","Couple + C. LE 16 ","1939","0.617810634168872","0.600844188192212","0.634777080145532","2"
"No","2008","Couple + C. GT 16 ","2111","0.642866901563249","0.626528722342203","0.659205080784296","2"
"No","2008","Couple + C. LE and GT 16","735","0.617378842472512","0.589845345261003","0.644912339684022","2"
"Yes","2008","1-pers.-HH","661","0.231489074884596","0.216375835234872","0.246602314534319","1"
"Yes","2008","(Married) couple without C. ","1538","0.211365923721083","0.201767946783164","0.220963900659002","1"
"Yes","2008","Single parent ","316","0.288186902727044","0.260908419525204","0.315465385928884","1"
"Yes","2008","Couple + C. LE 16 ","1212","0.382189365831128","0.365222919854468","0.399155811807788","1"
"Yes","2008","Couple + C. GT 16 ","1193","0.357133098436751","0.340794919215704","0.373471277657797","1"
"Yes","2008","Couple + C. LE and GT 16","462","0.382621157527488","0.355087660315978","0.410154654738997","1"
"No","2009","1-pers.-HH","2229","0.771975745797867","0.756588484127281","0.787363007468453","2"
"No","2009","(Married) couple without C. ","5154","0.783223955867197","0.773257373129527","0.793190538604868","2"
"No","2009","Single parent ","655","0.701544090299724","0.672643778779202","0.730444401820247","2"
"No","2009","Couple + C. LE 16 ","1786","0.647720536596524","0.629960603958504","0.665480469234544","2"
"No","2009","Couple + C. GT 16 ","1997","0.650715980852263","0.633917383114183","0.667514578590342","2"
"No","2009","Couple + C. LE and GT 16","736","0.643556975007658","0.615899634752433","0.671214315262884","2"
"Yes","2009","1-pers.-HH","627","0.228024254202133","0.212636992531547","0.243411515872719","1"
"Yes","2009","(Married) couple without C. ","1412","0.216776044132803","0.206809461395132","0.226742626870473","1"
"Yes","2009","Single parent ","308","0.298455909700276","0.269555598179753","0.327356221220798","1"
"Yes","2009","Couple + C. LE 16 ","993","0.352279463403476","0.334519530765456","0.370039396041496","1"
"Yes","2009","Couple + C. GT 16 ","1097","0.349284019147737","0.332485421409658","0.366082616885817","1"
"Yes","2009","Couple + C. LE and GT 16","416","0.356443024992342","0.328785684737116","0.384100365247567","1"
"No","2010","1-pers.-HH","2140","0.775348991771841","0.759696263710218","0.791001719833464","2"
"No","2010","(Married) couple without C. ","4911","0.779346871468095","0.769079167505082","0.789614575431107","2"
"No","2010","Single parent ","1568","0.691281869658326","0.672189404164468","0.710374335152183","2"
"No","2010","Couple + C. LE 16 ","5004","0.634272034644381","0.623518519392368","0.645025549896394","2"
