"ple0044_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Not Employed","Couple + C. LE 16 ","1609","0.972715732594812","0.964836015354201","0.980595449835423","2"
"No","2011","Not Employed","Couple + C. GT 16 ","849","0.980863926576391","0.971707423174836","0.990020429977946","2"
"No","2011","Not Employed","Couple + C. LE and GT 16","557","0.971696037667348","0.958105428878251","0.985286646456446","2"
"No","2011","Employed","1-pers.-HH","457","0.568780166369434","0.53471647868821","0.602843854050658","2"
"No","2011","Employed","(Married) couple without C. ","970","0.5723308147705","0.549044482572159","0.59561714696884","2"
"No","2011","Employed","Couple + C. LE and GT 16","534","0.563128683784141","0.532106459218651","0.594150908349631","2"
"Yes","2011","Not Employed","1-pers.-HH","5","","","","1"
"Yes","2011","Not Employed","(Married) couple without C. ","6","","","","1"
"Yes","2011","Not Employed","Single parent ","29","","","","1"
"Yes","2011","Not Employed","Couple + C. LE 16 ","33","0.0272842674051878","0.019404550164577","0.0351639846457985","1"
"Yes","2011","Not Employed","Couple + C. LE and GT 16","15","","","","1"
"Yes","2011","Employed","1-pers.-HH","355","0.431219833630566","0.397156145949342","0.46528352131179","1"
"Yes","2011","Employed","(Married) couple without C. ","764","0.427669185229501","0.40438285303116","0.450955517427841","1"
"Yes","2011","Employed","Couple + C. LE 16 ","2152","0.457887351610138","0.443669327494544","0.472105375725732","1"
"Yes","2011","Not Employed","Couple + C. GT 16 ","11","","","","1"
"Yes","2011","Employed","Single parent ","603","0.35274150852498","0.329401429868284","0.376081587181677","1"
"Yes","2011","Employed","Couple + C. LE and GT 16","448","0.436871316215859","0.405849091650369","0.467893540781349","1"
"Yes","2011","Employed","Couple + C. GT 16 ","408","0.448315361014508","0.415932050223758","0.480698671805258","1"
"No","2012","Employed","Single parent ","1240","0.619055320540766","0.597649077953606","0.640461563127925","2"
"No","2012","Employed","Couple + C. LE 16 ","3368","0.569208225295441","0.556530786714034","0.581885663876849","2"
"No","2012","Not Employed","1-pers.-HH","1864","0.990921249302453","0.98663034754994","0.995212151054966","2"
"No","2012","Not Employed","(Married) couple without C. ","4213","0.995814620038882","0.993868644861929","0.997760595215835","2"
"No","2012","Employed","Couple + C. GT 16 ","1244","0.559842996427908","0.53938614816661","0.580299844689206","2"
"No","2012","Not Employed","Single parent ","756","0.982134368185214","0.972814454836782","0.991454281533645","2"
"No","2012","Not Employed","Couple + C. LE 16 ","1324","0.964329857343772","0.954516078536559","0.974143636150985","2"
"No","2012","Not Employed","Couple + C. GT 16 ","782","0.974678750181892","0.963785737249793","0.985571763113991","2"
"No","2012","Not Employed","Couple + C. LE and GT 16","527","0.962451651935333","0.94643269119122","0.978470612679446","2"
"No","2012","Employed","1-pers.-HH","1096","0.602169235808407","0.579841704514993","0.624496767101821","2"
"No","2012","Employed","(Married) couple without C. ","2262","0.600732502121442","0.585332346006898","0.616132658235986","2"
"No","2012","Employed","Couple + C. LE and GT 16","810","0.549198345763741","0.523857102234234","0.574539589293248","2"
"Yes","2012","Not Employed","1-pers.-HH","13","","","","1"
"Yes","2012","Not Employed","(Married) couple without C. ","15","","","","1"
"Yes","2012","Not Employed","Single parent ","20","","","","1"
"Yes","2012","Not Employed","Couple + C. LE 16 ","48","0.0356701426562283","0.0258563638490153","0.0454839214634412","1"
"Yes","2012","Not Employed","Couple + C. LE and GT 16","14","","","","1"
"Yes","2012","Employed","1-pers.-HH","750","0.397830764191593","0.375503232898179","0.420158295485007","1"
"Yes","2012","Employed","(Married) couple without C. ","1623","0.399267497878558","0.383867341764013","0.414667653993102","1"
"Yes","2012","Employed","Single parent ","737","0.380944679459234","0.359538436872075","0.402350922046394","1"
"Yes","2012","Employed","Couple + C. LE 16 ","2493","0.430791774704559","0.418114336123151","0.443469213285966","1"
"Yes","2012","Not Employed","Couple + C. GT 16 ","17","","","","1"
"Yes","2012","Employed","Couple + C. LE and GT 16","671","0.450801654236259","0.425460410706752","0.476142897765766","1"
"Yes","2012","Employed","Couple + C. GT 16 ","1018","0.440157003572092","0.419700155310794","0.46061385183339","1"
"No","2013","Not Employed","1-pers.-HH","1999","0.962691362485707","0.954631658953508","0.970751066017906","2"
"No","2013","Employed","Single parent ","1214","0.619569797771483","0.597808401341572","0.641331194201394","2"
"No","2013","Employed","Couple + C. LE 16 ","3247","0.612234279512619","0.599217013726061","0.625251545299177","2"
"No","2013","Not Employed","(Married) couple without C. ","4485","0.970614660030626","0.965814939496557","0.975414380564695","2"
"No","2013","Not Employed","Single parent ","931","0.928668214455437","0.912865458356307","0.944470970554567","2"
"No","2013","Not Employed","Couple + C. LE 16 ","2129","0.790666346278585","0.775385745685775","0.805946946871394","2"
"No","2013","Not Employed","Couple + C. GT 16 ","1072","0.906831840803795","0.890951641257444","0.922712040350146","2"
"No","2013","Not Employed","Couple + C. LE and GT 16","866","0.889289558270384","0.870182927916574","0.908396188624194","2"
"No","2013","Employed","1-pers.-HH","1113","0.626933359826171","0.604460206501028","0.649406513151314","2"
"No","2013","Employed","(Married) couple without C. ","2259","0.636873330289365","0.621365349648635","0.652381310930094","2"
"No","2013","Employed","Couple + C. GT 16 ","1148","0.540755470975153","0.51948215237365","0.562028789576656","2"
"No","2013","Employed","Couple + C. LE and GT 16","854","0.578842486116843","0.5539058377201","0.603779134513586","2"
"Yes","2013","Not Employed","1-pers.-HH","125","0.0373086375142928","0.0292489339820939","0.0453683410464918","1"
"Yes","2013","Not Employed","(Married) couple without C. ","271","0.0293853399693738","0.024585619435305","0.0341850605034427","1"
"Yes","2013","Not Employed","Single parent ","88","0.0713317855445627","0.0555290294454328","0.0871345416436926","1"
"Yes","2013","Not Employed","Couple + C. LE 16 ","594","0.209333653721415","0.194053053128605","0.224614254314225","1"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","170","0.110710441729616","0.0916038113758055","0.129817072083426","1"
"Yes","2013","Employed","1-pers.-HH","666","0.373066640173829","0.350593486848686","0.395539793498971","1"
"Yes","2013","Employed","(Married) couple without C. ","1435","0.363126669710635","0.347618689069906","0.378634650351365","1"
"Yes","2013","Employed","Single parent ","698","0.380430202228517","0.358668805798606","0.402191598658428","1"
"Yes","2013","Employed","Couple + C. LE 16 ","2135","0.387765720487381","0.374748454700823","0.400782986273939","1"
"Yes","2013","Not Employed","Couple + C. GT 16 ","215","0.0931681591962051","0.0772879596498543","0.109048358742556","1"
"Yes","2013","Employed","Couple + C. LE and GT 16","652","0.421157513883157","0.396220865486414","0.4460941622799","1"
"Yes","2013","Employed","Couple + C. GT 16 ","960","0.459244529024847","0.437971210423344","0.48051784762635","1"
"No","2014","Not Employed","1-pers.-HH","1703","0.986446041506024","0.981022340822548","0.9918697421895","2"
"No","2014","Not Employed","(Married) couple without C. ","3796","0.979786114501438","0.975390132309244","0.984182096693633","2"
"No","2014","Employed","Single parent ","1096","0.64353663093713","0.620681451267418","0.666391810606842","2"
"No","2014","Employed","Couple + C. LE 16 ","3268","0.593128767970141","0.580228922787455","0.606028613152828","2"
"No","2014","Not Employed","Single parent ","618","0.873946184509318","0.849566480005712","0.898325889012923","2"
"No","2014","Not Employed","Couple + C. LE 16 ","897","0.758891065080685","0.734597649343498","0.783184480817872","2"
"No","2014","Not Employed","Couple + C. GT 16 ","686","0.913499338329999","0.894164795402409","0.932833881257589","2"
"No","2014","Not Employed","Couple + C. LE and GT 16","467","0.798393479309591","0.765657829783154","0.831129128836029","2"
"No","2014","Employed","1-pers.-HH","1098","0.595222213239188","0.573040167618205","0.617404258860172","2"
"No","2014","Employed","(Married) couple without C. ","2371","0.605296916916477","0.590111523592139","0.620482310240814","2"
"No","2014","Employed","Couple + C. GT 16 ","1197","0.542040641680319","0.521421867192135","0.562659416168502","2"
"No","2014","Employed","Couple + C. LE and GT 16","929","0.556694380237956","0.532614781279718","0.580773979196194","2"
"Yes","2014","Not Employed","1-pers.-HH","43","0.013553958493976","0.00813025781050018","0.0189776591774519","1"
"Yes","2014","Not Employed","(Married) couple without C. ","141","0.0202138854985616","0.0158179033063667","0.0246098676907564","1"
"Yes","2014","Not Employed","Single parent ","94","0.126053815490682","0.101674110987077","0.150433519994288","1"
"Yes","2014","Not Employed","Couple + C. LE 16 ","294","0.241108934919315","0.216815519182128","0.265402350656502","1"
"Yes","2014","Not Employed","Couple + C. LE and GT 16","110","0.201606520690409","0.168870871163971","0.234342170216846","1"
"Yes","2014","Employed","1-pers.-HH","783","0.404777786760812","0.382595741139828","0.426959832381795","1"
"Yes","2014","Employed","(Married) couple without C. ","1609","0.394703083083523","0.379517689759186","0.409888476407861","1"
"Yes","2014","Employed","Couple + C. LE 16 ","2303","0.406871232029859","0.393971386847172","0.419771077212546","1"
"Yes","2014","Employed","Single parent ","591","0.35646336906287","0.333608189393158","0.379318548732582","1"
"Yes","2014","Not Employed","Couple + C. GT 16 ","126","0.0865006616700014","0.0671661187424115","0.105835204597591","1"
"Yes","2014","Employed","Couple + C. GT 16 ","1046","0.457959358319681","0.437340583831497","0.478578132807865","1"
"Yes","2014","Employed","Couple + C. LE and GT 16","706","0.443305619762044","0.419226020803806","0.467385218720282","1"
"No","2015","Not Employed","1-pers.-HH","1798","0.975016978660461","0.96802673570427","0.982007221616651","2"
"No","2015","Not Employed","(Married) couple without C. ","3928","0.977687225071462","0.973186504057514","0.982187946085409","2"
"No","2015","Employed","Single parent ","1062","0.638764605392087","0.6152053693693","0.662323841414875","2"
"No","2015","Employed","Couple + C. LE 16 ","3194","0.64508160244215","0.63192884218219","0.658234362702109","2"
"No","2015","Not Employed","Single parent ","734","0.982734389020018","0.973527901396886","0.99194087664315","2"
"No","2015","Not Employed","Couple + C. LE 16 ","1326","0.883894396049927","0.868270526332181","0.899518265767674","2"
"No","2015","Not Employed","Couple + C. GT 16 ","762","0.985107165290417","0.976666235790529","0.993548094790305","2"
"No","2015","Not Employed","Couple + C. LE and GT 16","573","0.958023690179893","0.942122935454552","0.973924444905233","2"
"No","2015","Employed","1-pers.-HH","1074","0.610191099695424","0.587508886920816","0.632873312470032","2"
"No","2015","Employed","(Married) couple without C. ","2272","0.603611927809553","0.587943718437033","0.619280137182074","2"
"No","2015","Employed","Couple + C. GT 16 ","1175","0.545680109364206","0.52454004508468","0.566820173643731","2"
"No","2015","Employed","Couple + C. LE and GT 16","900","0.577306451237926","0.55311661934413","0.601496283131722","2"
"Yes","2015","Not Employed","1-pers.-HH","117","0.0249830213395393","0.0179927783833488","0.0319732642957297","1"
"Yes","2015","Not Employed","(Married) couple without C. ","209","0.0223127749285385","0.0178120539145905","0.0268134959424865","1"
"Yes","2015","Not Employed","Single parent ","35","0.0172656109799819","0.00805912335685023","0.0264720986031136","1"
"Yes","2015","Not Employed","Couple + C. LE 16 ","289","0.116105603950073","0.100481734232326","0.131729473667819","1"
"Yes","2015","Not Employed","Couple + C. LE and GT 16","38","0.0419763098201073","0.0260755550947665","0.0578770645454481","1"
"Yes","2015","Employed","1-pers.-HH","702","0.389808900304575","0.367126687529967","0.412491113079184","1"
"Yes","2015","Employed","(Married) couple without C. ","1472","0.396388072190447","0.380719862817926","0.412056281562967","1"
"Yes","2015","Employed","Couple + C. LE 16 ","1890","0.354918397557851","0.341765637297891","0.36807115781781","1"
"Yes","2015","Employed","Single parent ","535","0.361235394607913","0.337676158585125","0.3847946306307","1"
"Yes","2015","Not Employed","Couple + C. GT 16 ","29","","","","1"
"Yes","2015","Employed","Couple + C. LE and GT 16","702","0.422693548762074","0.398503716868278","0.44688338065587","1"
"Yes","2015","Employed","Couple + C. GT 16 ","956","0.454319890635794","0.433179826356269","0.47545995491532","1"
"No","2016","Not Employed","1-pers.-HH","1638","0.995794550658153","0.992668296724475","0.998920804591832","2"
"No","2016","Not Employed","(Married) couple without C. ","3488","0.986758985911354","0.98298289077012","0.990535081052588","2"
"No","2016","Employed","Single parent ","1003","0.660476551217535","0.636512179352015","0.684440923083055","2"
"No","2016","Employed","Couple + C. LE 16 ","2930","0.628234039141846","0.614582217948521","0.641885860335171","2"
"No","2016","Employed","Couple + C. GT 16 ","1121","0.562130324163951","0.54050035620625","0.583760292121652","2"
"No","2016","Employed","Couple + C. LE and GT 16","884","0.594733328562753","0.570276834686464","0.619189822439043","2"
"No","2016","Not Employed","Single parent ","613","0.993208349341519","0.98674868217901","0.999668016504028","2"
"No","2016","Not Employed","Couple + C. LE 16 ","911","0.953086388205296","0.939590302948738","0.966582473461853","2"
"No","2016","Not Employed","Couple + C. GT 16 ","697","0.978007871497256","0.967243017759222","0.98877272523529","2"
"No","2016","Not Employed","Couple + C. LE and GT 16","517","0.981656947816585","0.970156548511927","0.993157347121243","2"
"No","2016","Employed","1-pers.-HH","1106","0.588543839091715","0.56583572758508","0.61125195059835","2"
"No","2016","Employed","(Married) couple without C. ","2320","0.616101934662976","0.60061661993878","0.631587249387172","2"
"Yes","2016","Not Employed","1-pers.-HH","8","","","","1"
"Yes","2016","Not Employed","(Married) couple without C. ","32","0.0132410140886461","0.00946491894741194","0.0170171092298802","1"
"Yes","2016","Not Employed","Single parent ","8","","","","1"
"Yes","2016","Not Employed","Couple + C. LE 16 ","32","0.0469136117947045","0.0334175265381469","0.0604096970512621","1"
"Yes","2016","Not Employed","Couple + C. LE and GT 16","6","","","","1"
"Yes","2016","Not Employed","Couple + C. GT 16 ","16","","","","1"
"Yes","2016","Employed","1-pers.-HH","698","0.411456160908285","0.38874804940165","0.43416427241492","1"
"Yes","2016","Employed","(Married) couple without C. ","1469","0.383898065337024","0.368412750612828","0.39938338006122","1"
"Yes","2016","Employed","Couple + C. LE 16 ","1884","0.371765960858154","0.358114139664829","0.385417782051479","1"
"Yes","2016","Employed","Single parent ","497","0.339523448782465","0.315559076916945","0.363487820647985","1"
"Yes","2016","Employed","Couple + C. GT 16 ","900","0.437869675836049","0.416239707878348","0.45949964379375","1"
"Yes","2016","Employed","Couple + C. LE and GT 16","664","0.405266671437247","0.380810177560957","0.429723165313536","1"
"No","2017","Not Employed","1-pers.-HH","1725","0.997254014731016","0.994788818158055","0.999719211303977","2"
"No","2017","Not Employed","(Married) couple without C. ","3685","0.992240828958507","0.989419297534497","0.995062360382516","2"
"No","2017","Employed","Single parent ","1062","0.676461548062102","0.653246461840392","0.699676634283811","2"
"No","2017","Employed","Couple + C. LE 16 ","3234","0.66830732076962","0.655310240692094","0.681304400847146","2"
"No","2017","Employed","Couple + C. GT 16 ","1470","0.592812429407996","0.573237675322215","0.612387183493778","2"
"No","2017","Employed","Couple + C. LE and GT 16","1013","0.600651028760736","0.577154304504086","0.624147753017385","2"
"No","2017","Not Employed","Single parent ","647","0.980653334780038","0.970112937400001","0.991193732160076","2"
"No","2017","Not Employed","Couple + C. LE 16 ","815","0.951748418001957","0.9373673733186","0.966129462685314","2"
"No","2017","Not Employed","Couple + C. GT 16 ","785","0.980651135569447","0.971123715212933","0.990178555925962","2"
"No","2017","Not Employed","Couple + C. LE and GT 16","538","0.979544980504557","0.967725879822979","0.991364081186135","2"
"No","2017","Employed","1-pers.-HH","1385","0.615236442136166","0.594817264362633","0.635655619909699","2"
"No","2017","Employed","(Married) couple without C. ","2807","0.622248586827816","0.607997487397392","0.63649968625824","2"
"Yes","2017","Not Employed","1-pers.-HH","6","","","","1"
"Yes","2017","Not Employed","(Married) couple without C. ","30","0.00775917104149336","0.00493763961748383","0.0105807024655029","1"
"Yes","2017","Not Employed","Single parent ","9","","","","1"
"Yes","2017","Not Employed","Couple + C. LE 16 ","38","0.0482515819980432","0.0338705373146862","0.0626326266814003","1"
"Yes","2017","Not Employed","Couple + C. LE and GT 16","13","","","","1"
"Yes","2017","Employed","1-pers.-HH","796","0.384763557863834","0.364344380090301","0.405182735637367","1"
"Yes","2017","Employed","(Married) couple without C. ","1639","0.377751413172184","0.36350031374176","0.392002512602608","1"
"Yes","2017","Not Employed","Couple + C. GT 16 ","18","","","","1"
"Yes","2017","Employed","Couple + C. LE 16 ","1807","0.33169267923038","0.318695599152854","0.344689759307906","1"
"Yes","2017","Employed","Single parent ","498","0.323538451937898","0.300323365716189","0.346753538159607","1"
"Yes","2017","Employed","Couple + C. GT 16 ","950","0.407187570592004","0.387612816506222","0.426762324677785","1"
"Yes","2017","Employed","Couple + C. LE and GT 16","656","0.399348971239264","0.375852246982615","0.422845695495914","1"
"No","2018","Not Employed","1-pers.-HH","1781","0.990219688074226","0.985668371376884","0.994771004771569","2"
"No","2018","Not Employed","(Married) couple without C. ","3603","0.995384038320307","0.993176235610114","0.997591841030501","2"
"No","2018","Not Employed","Single parent ","644","0.983106335101632","0.973206686440888","0.993005983762376","2"
"No","2018","Not Employed","Couple + C. LE 16 ","695","0.974694223397734","0.96318253299461","0.986205913800859","2"
"No","2018","Not Employed","Couple + C. GT 16 ","687","0.987667588485817","0.97948011729628","0.995855059675355","2"
"No","2018","Not Employed","Couple + C. LE and GT 16","515","0.995247753863546","0.98934808133955","1.00114742638754","2"
"No","2018","Employed","1-pers.-HH","1508","0.650347861344744","0.630825527417442","0.669870195272047","2"
"No","2018","Employed","(Married) couple without C. ","2725","0.641769023176098","0.627459363471866","0.65607868288033","2"
"No","2018","Employed","Single parent ","1058","0.663871365525873","0.640293709463888","0.687449021587858","2"
"No","2018","Employed","Couple + C. LE 16 ","3068","0.676177264730047","0.662802359014634","0.689552170445459","2"
"No","2018","Employed","Couple + C. GT 16 ","1382","0.614279670182749","0.594290693237797","0.634268647127702","2"
"No","2018","Employed","Couple + C. LE and GT 16","999","0.614411710397267","0.590940540900253","0.637882879894281","2"
"Yes","2018","Not Employed","1-pers.-HH","15","","","","1"
"Yes","2018","Not Employed","(Married) couple without C. ","18","","","","1"
"Yes","2018","Not Employed","Single parent ","7","","","","1"
"Yes","2018","Not Employed","Couple + C. LE and GT 16","7","","","","1"
"Yes","2018","Not Employed","Couple + C. LE 16 ","20","","","","1"
"Yes","2018","Employed","1-pers.-HH","784","0.349652138655256","0.330129804727953","0.369174472582558","1"
"Yes","2018","Not Employed","Couple + C. GT 16 ","11","","","","1"
"Yes","2018","Employed","(Married) couple without C. ","1588","0.358230976823902","0.34392131711967","0.372540636528134","1"
"Yes","2018","Employed","Single parent ","484","0.336128634474127","0.312550978412142","0.359706290536112","1"
"Yes","2018","Employed","Couple + C. LE 16 ","1634","0.323822735269953","0.310447829554541","0.337197640985365","1"
"Yes","2018","Employed","Couple + C. GT 16 ","896","0.385720329817251","0.365731352872298","0.405709306762203","1"
"Yes","2018","Employed","Couple + C. LE and GT 16","653","0.385588289602733","0.362117120105718","0.409059459099747","1"
"No","2019","Not Employed","1-pers.-HH","1785","0.984118719739309","0.978389338261516","0.989848101217101","2"
"No","2019","Not Employed","(Married) couple without C. ","3521","0.976060982282281","0.971079421016154","0.981042543548408","2"
"No","2019","Not Employed","Single parent ","575","0.981839046356962","0.971073307891259","0.992604784822664","2"
"No","2019","Not Employed","Couple + C. LE 16 ","585","0.925992544084122","0.905485531076037","0.946499557092208","2"
"No","2019","Not Employed","Couple + C. GT 16 ","650","0.949957036688","0.93373550545146","0.96617856792454","2"
"No","2019","Not Employed","Couple + C. LE and GT 16","468","0.957533229081318","0.939875665657","0.975190792505637","2"
"No","2019","Employed","1-pers.-HH","1561","0.665218372059293","0.646259061588519","0.684177682530067","2"
"No","2019","Employed","(Married) couple without C. ","2951","0.653520603651546","0.64010784219064","0.666933365112452","2"
"No","2019","Employed","Single parent ","977","0.684595798526133","0.660620403176839","0.708571193875426","2"
"No","2019","Employed","Couple + C. LE 16 ","2925","0.673706031869175","0.660013346132214","0.687398717606137","2"
"No","2019","Employed","Couple + C. GT 16 ","1369","0.638986442858559","0.619092144728587","0.658880740988532","2"
"No","2019","Employed","Couple + C. LE and GT 16","1019","0.64294645120482","0.619869841572112","0.666023060837528","2"
"Yes","2019","Not Employed","1-pers.-HH","44","0.0158812802606911","0.0101518987828985","0.0216106617384836","1"
"Yes","2019","Not Employed","(Married) couple without C. ","96","0.023939017717719","0.018957456451592","0.0289205789838459","1"
"Yes","2019","Not Employed","Single parent ","16","","","","1"
"Yes","2019","Not Employed","Couple + C. LE 16 ","41","0.0740074559158775","0.0535004429077923","0.0945144689239627","1"
"Yes","2019","Not Employed","Couple + C. LE and GT 16","33","0.0424667709186818","0.0248092074943633","0.0601243343430002","1"
"Yes","2019","Employed","1-pers.-HH","819","0.334781627940707","0.315822317469933","0.353740938411481","1"
"Yes","2019","Employed","(Married) couple without C. ","1884","0.346479396348454","0.333066634887548","0.35989215780936","1"
"Yes","2019","Employed","Single parent ","466","0.315404201473867","0.291428806124574","0.339379596823161","1"
"Yes","2019","Not Employed","Couple + C. GT 16 ","44","0.0500429633119999","0.0338214320754594","0.0662644945485404","1"
"Yes","2019","Employed","Couple + C. LE 16 ","1579","0.326293968130825","0.312601282393864","0.339986653867786","1"
"Yes","2019","Employed","Couple + C. GT 16 ","870","0.361013557141441","0.341119259011468","0.380907855271413","1"
"Yes","2019","Employed","Couple + C. LE and GT 16","637","0.35705354879518","0.333976939162472","0.380130158427888","1"
