"ple0044_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1985","16-34 y.","Male","870","0.416804175704211","0.395722346122797","0.437886005285625","2"
"No","1985","16-34 y.","Female","854","0.438912556918518","0.417596247969725","0.460228865867311","2"
"No","1985","35-65 y.","Male","1275","0.42315225787738","0.405192333447801","0.441112182306959","2"
"No","1985","35-65 y.","Female","1082","0.365722995168529","0.348129874726829","0.38331611561023","2"
"No","1985","66 and older","Male","140","0.319900560304891","0.27666032602343","0.363140794586353","2"
"No","1985","66 and older","Female","224","0.336609510570746","0.300854686731886","0.372364334409606","2"
"Yes","1985","16-34 y.","Male","1231","0.583195824295789","0.562113994714375","0.604277653877203","1"
"Yes","1985","16-34 y.","Female","1228","0.561087443081482","0.539771134132689","0.582403752030275","1"
"Yes","1985","35-65 y.","Male","1632","0.57684774212262","0.558887817693042","0.594807666552199","1"
"Yes","1985","35-65 y.","Female","1797","0.634277004831471","0.61668388438977","0.651870125273171","1"
"Yes","1985","66 and older","Male","307","0.680099439695109","0.636859205413647","0.723339673976571","1"
"Yes","1985","66 and older","Female","447","0.663390489429254","0.627635665590394","0.699145313268114","1"
"No","1986","16-34 y.","Female","1360","0.684999687964908","0.664549516920807","0.705449859009009","2"
"No","1986","16-34 y.","Male","1226","0.599046590483852","0.57783132766466","0.620261853303044","2"
"No","1986","35-65 y.","Female","1943","0.723906100740553","0.707071101078963","0.740741100402144","2"
"No","1986","35-65 y.","Male","1414","0.508769323809387","0.489947285880241","0.527591361738533","2"
"No","1986","66 and older","Male","389","0.924629925761089","0.899502464800892","0.949757386721287","2"
"No","1986","66 and older","Female","579","0.937391925233097","0.918307523712889","0.956476326753304","2"
"Yes","1986","16-34 y.","Male","824","0.400953409516148","0.379738146696956","0.422168672335341","1"
"Yes","1986","16-34 y.","Female","622","0.315000312035092","0.294550140990991","0.335450483079193","1"
"Yes","1986","35-65 y.","Male","1296","0.491230676190613","0.472408638261467","0.510052714119759","1"
"Yes","1986","35-65 y.","Female","766","0.276093899259447","0.259258899597856","0.292928898921037","1"
"Yes","1986","66 and older","Male","35","0.0753700742389106","0.050242613278713","0.100497535199108","1"
"Yes","1986","66 and older","Female","40","0.0626080747669035","0.0435236732466962","0.0816924762871108","1"
"No","1987","16-34 y.","Male","1278","0.617893635084287","0.596756356621461","0.639030913547113","2"
"No","1987","16-34 y.","Female","1430","0.730994077662847","0.711246168059259","0.750741987266435","2"
"No","1987","35-65 y.","Female","1995","0.759734449227595","0.743424520964382","0.776044377490809","2"
"No","1987","35-65 y.","Male","1438","0.532181552370746","0.513086646340147","0.551276458401346","2"
"No","1987","66 and older","Male","413","0.969417348843574","0.953123923154541","0.985710774532606","2"
"No","1987","66 and older","Female","642","0.986352846039912","0.977454102371635","0.995251589708188","2"
"Yes","1987","16-34 y.","Male","752","0.382106364915713","0.360969086452886","0.403243643378539","1"
"Yes","1987","16-34 y.","Female","507","0.269005922337153","0.249258012733565","0.288753831940741","1"
"Yes","1987","35-65 y.","Male","1185","0.467818447629254","0.448723541598654","0.486913353659853","1"
"Yes","1987","35-65 y.","Female","641","0.240265550772405","0.223955622509191","0.256575479035618","1"
"Yes","1987","66 and older","Male","16","","","","1"
"Yes","1987","66 and older","Female","11","","","","1"
"No","1988","16-34 y.","Male","1198","0.605931221018443","0.584141974656605","0.627720467380281","2"
"No","1988","16-34 y.","Female","1328","0.698529329098994","0.677601243654068","0.719457414543921","2"
"No","1988","35-65 y.","Male","1388","0.536363946719726","0.516831829690442","0.555896063749011","2"
"No","1988","35-65 y.","Female","1871","0.749937163230823","0.732955161194205","0.766919165267441","2"
"No","1988","66 and older","Male","402","0.965568749917792","0.948110163549303","0.983027336286281","2"
"No","1988","66 and older","Female","619","0.980315782844892","0.969485703884898","0.991145861804887","2"
"Yes","1988","16-34 y.","Male","734","0.394068778981557","0.372279532619719","0.415858025343394","1"
"Yes","1988","16-34 y.","Female","519","0.301470670901006","0.280542585456079","0.322398756345932","1"
"Yes","1988","35-65 y.","Male","1116","0.463636053280274","0.44410393625099","0.483168170309558","1"
"Yes","1988","35-65 y.","Female","627","0.250062836769177","0.233080834732559","0.267044838805795","1"
"Yes","1988","66 and older","Male","17","","","","1"
"Yes","1988","66 and older","Female","13","","","","1"
"No","1989","16-34 y.","Male","1241","0.667263752927633","0.646165370381924","0.688362135473341","2"
"No","1989","16-34 y.","Female","1343","0.710982898513009","0.690213979439662","0.731751817586355","2"
"No","1989","35-65 y.","Male","1388","0.552183999359656","0.532392261412843","0.57197573730647","2"
"No","1989","35-65 y.","Female","1812","0.744808307531879","0.727470672530704","0.762145942533055","2"
"No","1989","66 and older","Male","383","0.967279591311184","0.949801583581701","0.984757599040667","2"
"No","1989","66 and older","Female","618","0.988052062742833","0.979547525215967","0.996556600269699","2"
"Yes","1989","16-34 y.","Male","675","0.332736247072367","0.311637864526659","0.353834629618076","1"
"Yes","1989","16-34 y.","Female","487","0.289017101486991","0.268248182413645","0.309786020560337","1"
"Yes","1989","35-65 y.","Male","1037","0.447816000640344","0.42802426269353","0.467607738587157","1"
"Yes","1989","35-65 y.","Female","617","0.255191692468121","0.237854057466945","0.272529327469296","1"
"Yes","1989","66 and older","Male","15","","","","1"
"Yes","1989","66 and older","Female","9","","","","1"
"No","1990","16-34 y.","Male","","","","","2"
"No","1990","16-34 y.","Female","","","","","2"
"No","1990","35-65 y.","Male","","","","","2"
"No","1990","35-65 y.","Female","","","","","2"
"No","1990","66 and older","Male","","","","","2"
"No","1990","66 and older","Female","","","","","2"
"Yes","1990","16-34 y.","Male","","","","","1"
"Yes","1990","16-34 y.","Female","","","","","1"
"Yes","1990","35-65 y.","Male","","","","","1"
"Yes","1990","35-65 y.","Female","","","","","1"
"Yes","1990","66 and older","Male","","","","","1"
"Yes","1990","66 and older","Female","","","","","1"
"No","1991","16-34 y.","Male","1968","0.722135357921169","0.704877300748159","0.73939341509418","2"
"No","1991","16-34 y.","Female","2111","0.789241136109151","0.773457677080524","0.805024595137778","2"
"No","1991","35-65 y.","Male","2513","0.67388438215815","0.658304585080882","0.689464179235418","2"
"No","1991","35-65 y.","Female","2856","0.792623561414986","0.77918621635183","0.806060906478143","2"
"No","1991","66 and older","Male","542","0.973462783470993","0.960127005633987","0.986798561307998","2"
"No","1991","66 and older","Female","919","0.992619218361952","0.987106254878732","0.998132181845171","2"
"Yes","1991","16-34 y.","Male","620","0.277864642078831","0.26060658490582","0.295122699251841","1"
"Yes","1991","16-34 y.","Female","454","0.210758863890849","0.194975404862222","0.226542322919476","1"
"Yes","1991","35-65 y.","Male","965","0.32611561784185","0.310535820764582","0.341695414919118","1"
"Yes","1991","35-65 y.","Female","641","0.207376438585014","0.193939093521857","0.22081378364817","1"
"Yes","1991","66 and older","Male","16","","","","1"
"Yes","1991","66 and older","Female","7","","","","1"
"No","1992","16-34 y.","Male","1502","0.60173546563122","0.582417911502708","0.621053019759731","2"
"No","1992","16-34 y.","Female","1763","0.721091707298416","0.703405871907202","0.73877754268963","2"
"No","1992","35-65 y.","Male","1854","0.555262423036097","0.538578454861778","0.571946391210416","2"
"No","1992","35-65 y.","Female","2305","0.695309047127876","0.679883031832351","0.710735062423401","2"
"No","1992","66 and older","Male","543","0.978592424271019","0.966561600522889","0.990623248019148","2"
"No","1992","66 and older","Female","917","0.995830734717508","0.991671579214337","0.999989890220679","2"
"Yes","1992","16-34 y.","Male","965","0.398264534368781","0.378946980240269","0.417582088497292","1"
"Yes","1992","35-65 y.","Male","1554","0.444737576963903","0.428053608789584","0.461421545138222","1"
"Yes","1992","35-65 y.","Female","1115","0.304690952872124","0.289264937576599","0.320116968167649","1"
"Yes","1992","66 and older","Male","13","","","","1"
"Yes","1992","16-34 y.","Female","707","0.278908292701584","0.26122245731037","0.296594128092798","1"
"Yes","1992","66 and older","Female","5","","","","1"
"No","1993","16-34 y.","Male","","","","","2"
"No","1993","16-34 y.","Female","","","","","2"
"No","1993","35-65 y.","Male","","","","","2"
"No","1993","35-65 y.","Female","","","","","2"
"No","1993","66 and older","Male","","","","","2"
"No","1993","66 and older","Female","","","","","2"
"Yes","1993","16-34 y.","Male","","","","","1"
"Yes","1993","16-34 y.","Female","","","","","1"
"Yes","1993","35-65 y.","Male","","","","","1"
"Yes","1993","35-65 y.","Female","","","","","1"
"Yes","1993","66 and older","Male","","","","","1"
"Yes","1993","66 and older","Female","","","","","1"
"No","1994","16-34 y.","Male","1474","0.629211580070138","0.609720066925504","0.648703093214771","2"
"No","1994","16-34 y.","Female","1800","0.767362298716075","0.750511138744892","0.784213458687258","2"
"No","1994","35-65 y.","Male","1841","0.571676049845499","0.55470269554488","0.588649404146118","2"
"No","1994","35-65 y.","Female","2371","0.737806988145284","0.722748138098332","0.752865838192235","2"
"No","1994","66 and older","Male","554","0.977689963189795","0.965533498767332","0.989846427612258","2"
"No","1994","66 and older","Female","940","0.989780498018087","0.983381686805131","0.996179309231044","2"
"Yes","1994","16-34 y.","Male","885","0.370788419929862","0.351296906785229","0.390279933074496","1"
"Yes","1994","16-34 y.","Female","615","0.232637701283925","0.215786541312742","0.249488861255108","1"
"Yes","1994","35-65 y.","Male","1424","0.428323950154501","0.411350595853882","0.44529730445512","1"
"Yes","1994","35-65 y.","Female","906","0.262193011854716","0.247134161807765","0.277251861901668","1"
"Yes","1994","66 and older","Male","13","","","","1"
"Yes","1994","66 and older","Female","9","","","","1"
"No","1995","16-34 y.","Male","1476","0.630418005544564","0.611013472023639","0.649822539065489","2"
"No","1995","16-34 y.","Female","1803","0.74037011403458","0.722916572478751","0.757823655590409","2"
"No","1995","35-65 y.","Male","1906","0.58625493929261","0.569413078531132","0.603096800054088","2"
"No","1995","35-65 y.","Female","2359","0.735201771406729","0.720215734962851","0.750187807850607","2"
"No","1995","66 and older","Male","566","0.967042263257901","0.952575493302578","0.981509033213225","2"
"No","1995","66 and older","Female","948","0.989193430355613","0.982646316755536","0.99574054395569","2"
"Yes","1995","16-34 y.","Male","901","0.369581994455436","0.350177460934511","0.388986527976362","1"
"Yes","1995","16-34 y.","Female","621","0.25962988596542","0.242176344409591","0.277083427521249","1"
"Yes","1995","35-65 y.","Male","1379","0.41374506070739","0.396903199945912","0.430586921468868","1"
"Yes","1995","35-65 y.","Female","971","0.264798228593271","0.249812192149393","0.279784265037149","1"
"Yes","1995","66 and older","Male","19","","","","1"
"Yes","1995","66 and older","Female","10","","","","1"
