"ple0044_h","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","1996","West Germany","2579","0.266035234761859","0.25695630657822","0.275114162945498","1"
"Yes","1996","East Germany","1084","0.268161080901292","0.253536812307347","0.282785349495237","1"
"No","1997","West Germany","6398","0.738309373729216","0.729186073178624","0.747432674279808","2"
"No","1997","East Germany","2369","0.725761689328332","0.710952015902135","0.740571362754529","2"
"Yes","1997","West Germany","2519","0.261690626270784","0.252567325720192","0.270813926821376","1"
"Yes","1997","East Germany","1117","0.274238310671668","0.259428637245471","0.289047984097865","1"
"No","1998","West Germany","7133","0.735195086136553","0.726546286370946","0.74384388590216","2"
"No","1998","East Germany","2506","0.712602653605631","0.698032622528681","0.727172684682582","2"
"Yes","1998","West Germany","2865","0.264804913863447","0.25615611409784","0.273453713629055","1"
"Yes","1998","East Germany","1200","0.287397346394369","0.272827315317418","0.301967377471319","1"
"No","1999","West Germany","6653","0.719097345528538","0.710080499783146","0.728114191273929","2"
"No","1999","East Germany","2458","0.703776065701958","0.688951355026187","0.718600776377728","2"
"Yes","1999","West Germany","2891","0.280902654471462","0.271885808726071","0.289919500216854","1"
"Yes","1999","East Germany","1186","0.296223934298042","0.281399223622272","0.311048644973813","1"
"No","2000","West Germany","12554","0.718231890928268","0.711610899889701","0.724852881966835","2"
"No","2000","East Germany","3908","0.711027823435062","0.699243833341786","0.722811813528338","2"
"Yes","2000","West Germany","5180","0.281768109071732","0.275147118033165","0.288389100110299","1"
"Yes","2000","East Germany","1776","0.288972176564938","0.277188186471662","0.300756166658214","1"
"No","2001","West Germany","11297","0.709349074951544","0.702335748768566","0.716362401134522","2"
"No","2001","East Germany","3704","0.722517050784831","0.710455634033126","0.734578467536536","2"
"Yes","2001","West Germany","4805","0.290650925048456","0.283637598865478","0.297664251231434","1"
"Yes","2001","East Germany","1590","0.277482949215169","0.265421532463464","0.289544365966874","1"
"No","2002","West Germany","11826","0.715520248719724","0.708764782078163","0.722275715361285","2"
"No","2002","East Germany","3623","0.721366875537915","0.709247686129823","0.733486064946008","2"
"Yes","2002","West Germany","5308","0.284479751280276","0.277724284638715","0.291235217921837","1"
"Yes","2002","East Germany","1634","0.278633124462085","0.266513935053993","0.290752313870177","1"
"No","2003","West Germany","11432","0.719606838731209","0.712731659894218","0.7264820175682","2"
"No","2003","East Germany","3640","0.726390805155952","0.714295830693992","0.738485779617913","2"
"Yes","2003","West Germany","4966","0.280393161268791","0.2735179824318","0.287268340105782","1"
"Yes","2003","East Germany","1579","0.273609194844048","0.261514220382087","0.285704169306008","1"
"No","2004","West Germany","11133","0.718489333855709","0.711529208890256","0.725449458821162","2"
"No","2004","East Germany","3547","0.726000437301413","0.713740487383921","0.738260387218906","2"
"Yes","2004","West Germany","4906","0.281510666144291","0.274550541178838","0.288470791109744","1"
"Yes","2004","East Germany","1537","0.273999562698587","0.261739612781095","0.286259512616079","1"
"No","2005","West Germany","10738","0.714209735015467","0.707069134103177","0.721350335927758","2"
"No","2005","East Germany","3435","0.724760040275746","0.712273584222752","0.73724649632874","2"
"Yes","2005","West Germany","4640","0.285790264984532","0.278649664072242","0.292930865896823","1"
"Yes","2005","East Germany","1480","0.275239959724254","0.26275350367126","0.287726415777248","1"
"No","2006","West Germany","11459","0.715031853958145","0.708123512742923","0.721940195173366","2"
"No","2006","East Germany","3559","0.706518576409557","0.694065183668494","0.71897196915062","2"
"Yes","2006","West Germany","4942","0.284968146041855","0.278059804826633","0.291876487257077","1"
"Yes","2006","East Germany","1577","0.293481423590443","0.28102803084938","0.305934816331506","1"
"No","2007","West Germany","10670","0.716906819669773","0.709743367232988","0.724070272106558","2"
"No","2007","East Germany","3402","0.709179875545846","0.696425064184755","0.721934686906937","2"
"Yes","2007","West Germany","4523","0.283093180330227","0.275929727893442","0.290256632767012","1"
"Yes","2007","East Germany","1468","0.290820124454154","0.278065313093063","0.303574935815245","1"
"No","2008","West Germany","10262","0.723797342868593","0.71648768926708","0.731106996470105","2"
"No","2008","East Germany","3303","0.717501948674229","0.704586724820927","0.730417172527531","2"
"Yes","2008","West Germany","4111","0.276202657131407","0.268893003529895","0.28351231073292","1"
"Yes","2008","East Germany","1365","0.282498051325771","0.269582827472469","0.295413275179073","1"
"No","2009","West Germany","9576","0.729449628926262","0.721898544802385","0.737000713050139","2"
"No","2009","East Germany","3227","0.72893918752005","0.71586731418399","0.74201106085611","2"
"Yes","2009","West Germany","3720","0.270550371073738","0.262999286949861","0.278101455197615","1"
"Yes","2009","East Germany","1215","0.27106081247995","0.25798893914389","0.28413268581601","1"
"No","2010","West Germany","13035","0.729416295327204","0.722991028396977","0.73584156225743","2"
"No","2010","East Germany","3806","0.71930051986741","0.707334639281362","0.731266400453459","2"
"Yes","2010","West Germany","5330","0.270583704672796","0.26415843774257","0.277008971603023","1"
"Yes","2010","East Germany","1611","0.28069948013259","0.268733599546541","0.292665360718638","1"
"No","2011","West Germany","12724","0.802554424490302","0.796513394139753","0.808595454840852","2"
"No","2011","East Germany","3415","0.816627872056836","0.805142797749639","0.828112946364032","2"
"Yes","2011","West Germany","3956","0.197445575509698","0.191404545159148","0.203486605860247","1"
"Yes","2011","East Germany","946","0.183372127943165","0.171887053635968","0.194857202250361","1"
"No","2012","West Germany","15497","0.744096211405758","0.738233825948127","0.749958596863389","2"
"No","2012","East Germany","4376","0.721248474196215","0.71001567535316","0.73248127303927","2"
"Yes","2012","West Germany","5787","0.255903788594242","0.250041403136611","0.261766174051873","1"
"Yes","2012","East Germany","1745","0.278751525803785","0.26751872696073","0.28998432464684","1"
"No","2013","West Germany","17751","0.757394221650775","0.752008499061604","0.762779944239945","2"
"No","2013","East Germany","4386","0.732099075682951","0.720959869443856","0.743238281922045","2"
"Yes","2013","West Germany","6584","0.242605778349225","0.237220055760055","0.247991500938396","1"
"Yes","2013","East Germany","1686","0.26790092431705","0.256761718077956","0.279040130556144","1"
"No","2014","West Germany","14675","0.725377943618576","0.719383217495769","0.731372669741383","2"
"No","2014","East Germany","3996","0.729809376760493","0.718109847992323","0.741508905528663","2"
"Yes","2014","West Germany","6619","0.274622056381424","0.268627330258617","0.280616782504231","1"
"Yes","2014","East Germany","1538","0.270190623239507","0.258491094471337","0.281890152007677","1"
"No","2015","West Germany","15505","0.752006403929601","0.746199281967767","0.757813525891436","2"
"No","2015","East Germany","3923","0.728513983983761","0.716620387683644","0.740407580283877","2"
"Yes","2015","West Germany","5739","0.247993596070399","0.242186474108564","0.253800718032233","1"
"Yes","2015","East Germany","1448","0.271486016016239","0.259592419716123","0.283379612316356","1"
"No","2016","West Germany","14006","0.747776726758671","0.741621757048413","0.75393169646893","2"
"No","2016","East Germany","3715","0.738079122262997","0.725868822126927","0.750289422399067","2"
"Yes","2016","West Germany","5119","0.252223273241329","0.24606830353107","0.258378242951587","1"
"Yes","2016","East Germany","1266","0.261920877737003","0.249710577600933","0.274131177873073","1"
"No","2017","West Germany","15571","0.757834084977215","0.75202034860224","0.763647821352191","2"
"No","2017","East Germany","4201","0.76491129827138","0.753757939536984","0.776064657005776","2"
"Yes","2017","West Germany","5287","0.242165915022785","0.236352178647809","0.24797965139776","1"
"Yes","2017","East Germany","1352","0.23508870172862","0.223935342994224","0.246242060463016","1"
"No","2018","West Germany","15051","0.768561076671387","0.762722706580585","0.77439944676219","2"
"No","2018","East Germany","4170","0.763466280358559","0.752189316864586","0.774743243852532","2"
"Yes","2018","West Germany","4995","0.231438923328613","0.22560055323781","0.237277293419415","1"
"Yes","2018","East Germany","1285","0.23653371964144","0.225256756147467","0.247810683135413","1"
"No","2019","West Germany","14754","0.768020608484131","0.762166665992616","0.773874550975645","2"
"No","2019","East Germany","4034","0.78199080928474","0.771063883311749","0.792917735257732","2"
"Yes","2019","West Germany","5218","0.231979391515869","0.226125449024355","0.237833334007384","1"
"Yes","2019","East Germany","1451","0.21800919071526","0.207082264742268","0.228936116688251","1"
