"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","direct migration background","936.28","920","1853","511","716","1048","1329","2352","917.76","954.8","0","9715","869","869"
"1984","Full Time","indirect migration background","757.22","669.51","47","264","409","1074","1217","1636","610.51","903.93","153","2812","511","665"
"1984","Full Time","no migration background","1057.25","971","3565","475","741","1278","1738","2863","1038.59","1075.91","0","6135","970","993"
"1984","Not Working","direct migration background","550.38","511","52","199","281","754","1023","1023","472.59","628.17","0","1023","435","614"
"1984","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1984","Not Working","no migration background","487.4","445.81","123","102","204","652","869","2350","422.33","552.47","0","2350","327","515"
"1984","Part Time","direct migration background","643.56","509.24","385","179","296","777","1227","6135","598.14","688.98","0","6135","460","562"
"1984","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1984","Part Time","no migration background","533.28","398.5","1116","153","219","716","1023","2045","502.61","563.95","0","10737","370","409"
"1985","Full Time","direct migration background","958.49","920","1535","511","716","1099","1432","2301","939.82","977.16","0","6647","869","895"
"1985","Full Time","indirect migration background","779.91","711.52","46","235","562","920","1534","1585","672.96","886.86","131","1585","409","690"
"1985","Full Time","no migration background","1074.77","971","3247","481","762","1278","1774","2888","1052.66","1096.88","0","17895","971","1012"
"1985","Not Working","direct migration background","449.19","454.78","58","199","217","614","716","992","377.82","520.56","0","1125","358","614"
"1985","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1985","Not Working","no migration background","403.21","272.49","122","56","165","614","920","1312","336.14","470.28","0","2555","238","409"
"1985","Part Time","direct migration background","599.46","511","367","193","256","844","1023","2253","560.35","638.57","0","2599","511","639"
"1985","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1985","Part Time","no migration background","551.67","419","1133","160","230","741","1053","2095","523.41","579.93","0","6647","409","460"
"1986","Full Time","direct migration background","991.04","920","1494","516","767","1125","1534","2556","972.34","1009.74","0","4090","895","920"
"1986","Full Time","indirect migration background","800.37","767","54","230","614","920","1380","1636","657.37","943.37","49","3477","557","818"
"1986","Full Time","no migration background","1114.54","1012","3178","511","767","1329","1815","3068","1091.51","1137.57","0","16361","997","1023"
"1986","Not Working","direct migration background","420.74","261.73","43","148","215","562","869","1432","328.38","513.1","0","1432","256","562"
"1986","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Working","no migration background","487.73","435","106","99","202","702","937","1432","421.49","553.97","0","1432","318","562"
"1986","Part Time","direct migration background","559.47","486","347","199","256","818","1023","1432","514.96","603.98","0","5113","511","639"
"1986","Part Time","indirect migration background","707.37","525.31","33","179","256","1023","1687","1687","585.65","829.09","102","1687","252","535"
"1986","Part Time","no migration background","551.13","419","1050","184","238","767","1074","2114","525.63","576.63","0","2991","399","447"
"1987","Full Time","direct migration background","1007.58","945.63","1490","562","767","1176","1483","2301","988.97","1026.19","102","5113","920","920"
"1987","Full Time","indirect migration background","869.56","869","61","281","654","1074","1329","1636","744.31","994.81","143","3359","511","769"
"1987","Full Time","no migration background","1132.62","1023","3209","511","777","1380","1866","3068","1111.14","1154.1","0","7449","1023","1026"
"1987","Not Working","direct migration background","601.33","510.81","37","164","258","767","1176","1787","483.97","718.69","31","1787","205","549"
"1987","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Working","no migration background","472.95","406.49","69","129","205","716","920","1810","391.11","554.79","19","1810","220","603"
"1987","Part Time","direct migration background","580.94","456.09","346","202","256","818","1074","2096","539.45","622.43","51","3458","450","562"
"1987","Part Time","indirect migration background","494.05","395.85","30","205","303","723","767","1046","405.39","582.71","118","1046","303","460"
"1987","Part Time","no migration background","523.89","419","1054","168","233","704","1023","2045","499.83","547.95","0","3579","409","446"
"1988","Full Time","direct migration background","1066.68","971","1367","613","818","1176","1534","2812","1045.6","1087.76","80","6647","920","971"
"1988","Full Time","indirect migration background","879.62","869","72","294","536","1074","1326","1636","766.32","992.92","103","3474","536","792"
"1988","Full Time","no migration background","1168.33","1074","3032","511","818","1432","1943","3230","1146.06","1190.6","0","6647","1033","1074"
"1988","Not Working","direct migration background","510.84","434.35","31","205","210","767","869","1125","408.05","613.63","102","1125","228","634"
"1988","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1988","Not Working","no migration background","490.89","424","77","72","189","716","1061","1713","403.12","578.66","0","1713","281","511"
"1988","Part Time","direct migration background","616.25","460","349","199","251","818","1278","2045","573.69","658.81","0","2045","460","571"
"1988","Part Time","indirect migration background","457.64","376.56","43","153","240","767","818","920","380.66","534.62","0","1017","251","511"
"1988","Part Time","no migration background","576.16","447","1011","179","243","767","1125","2316","546.29","606.03","0","4090","409","460"
"1989","Full Time","direct migration background","1115.12","1023","1335","665","859","1278","1612","2659","1093.73","1136.51","0","5113","971","1023"
"1989","Full Time","indirect migration background","823.71","782","94","281","409","1023","1391","2301","723.06","924.36","184","3471","639","869"
"1989","Full Time","no migration background","1219.94","1081.09","3007","613","869","1433","1994","3521","1195.89","1243.99","0","10226","1074","1125"
"1989","Not Working","direct migration background","661.64","435.6","42","184","256","1176","1380","1432","542.55","780.73","0","1432","358","716"
"1989","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Working","no migration background","601.95","562","79","181","265","828","1125","1780","519.25","684.65","0","1780","388","649"
"1989","Part Time","direct migration background","605.28","460","322","205","286","818","1125","2045","563.44","647.12","0","2340","476","614"
