"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","561.66","511","1644","179","245","818","1023","1483","544.69","578.63","0","2812","614","665"
"1984","higher education","1517.07","1483","623","636","1023","1943","2468","3594","1457.8","1576.34","0","5157","1334","1508"
"1984","higher vocational","1120.71","1028.61","455","435","767","1478","1790","2845","1066.06","1175.36","0","6135","1023","1125"
"1984","in school","","","","","","","","","","","","","",""
"1984","inadequately","712.53","716","598","205","511","920","1043","1432","687.91","737.15","0","4090","767","818"
"1984","middle vocational","905.6","869","3588","307","614","1125","1432","2454","888.55","922.65","0","10737","869","892"
"1984","vocational + Abi","1023.89","892.66","213","473","689","1183","1687","2812","951.21","1096.57","51","5113","818","971"
"1985","general elemantary","568.06","511","1492","179","243","818","1023","1611","548.38","587.74","0","6647","588","639"
"1985","higher education","1511.51","1435.53","594","614","978","1994","2455","3606","1450.8","1572.22","62","5113","1400","1534"
"1985","higher vocational","1122.15","1074","429","480","792","1483","1790","2556","1070.3","1174","0","4090","1023","1135"
"1985","in school","","","","","","","","","","","","","",""
"1985","inadequately","707.52","716.3","474","225","530","920","1074","1577","680.26","734.78","31","2555","767","818"
"1985","middle vocational","915.39","881.95","3281","307","614","1125","1483","2556","895.92","934.86","0","17895","869","895"
"1985","vocational + Abi","952.85","885.27","190","256","690","1089","1432","2888","878.82","1026.88","102","4602","869","920"
"1986","general elemantary","592.39","553.07","1447","199","257","869","1034","1585","573.03","611.75","0","3477","614","665"
"1986","higher education","1627.16","1534","587","757","1099","2045","2556","3579","1564.83","1689.49","0","5624","1483","1635"
"1986","higher vocational","1153.04","1089.97","395","431","792","1483","1892","2863","1096.47","1209.61","58","3325","1023","1135"
"1986","in school","","","","","","","","","","","","","",""
"1986","inadequately","733.6","767","439","243","511","930","1150","1790","703.46","763.74","31","2601","767","818"
"1986","middle vocational","939.92","920","3171","307","623","1125","1515","2478","920.25","959.59","0","16361","900","920"
"1986","vocational + Abi","1004.96","921.87","192","358","739","1227","1534","2969","935.45","1074.47","15","4193","859","997"
"1987","general elemantary","609.32","562","1439","205","275","869","1074","1687","589.7","628.94","0","3359","614","716"
"1987","higher education","1643.91","1585","583","665","1074","2147","2556","4090","1576.99","1710.83","42","6033","1534","1659"
"1987","higher vocational","1173.24","1125","379","460","818","1534","1943","2556","1116.48","1230","46","3579","1034","1202"
"1987","in school","","","","","","","","","","","","","",""
"1987","inadequately","734.84","767","421","199","511","920","1176","1534","696.84","772.84","31","5113","767","818"
"1987","middle vocational","954.9","920","3194","332","639","1176","1529","2556","937.76","972.04","0","7449","920","920"
"1987","vocational + Abi","946.9","920","191","220","614","1125","1636","2965","874.39","1019.41","36","4346","869","971"
"1988","general elemantary","648.44","614","1403","205","273","920","1125","1736","625.71","671.17","0","6647","658","716"
"1988","higher education","1690.56","1636","555","716","1125","2199","2556","4090","1620.51","1760.61","0","6647","1534","1738"
"1988","higher vocational","1215.53","1155.95","372","439","818","1544","2020","3068","1147.79","1283.27","0","5624","1074","1227"
"1988","in school","","","","","","","","","","","","","",""
"1988","inadequately","770.23","818","374","209","562","1023","1227","1534","736.63","803.83","0","1890","818","869"
"1988","middle vocational","981.23","971","3001","332","665","1227","1534","2556","963.47","998.99","0","5113","946","971"
"1988","vocational + Abi","925.73","893.22","183","291","612","1176","1595","2556","850.96","1000.5","0","3732","869","1023"
"1989","general elemantary","660.31","631.66","1355","210","285","971","1176","1687","638.54","682.08","0","3471","712","767"
"1989","higher education","1782.54","1670.63","555","767","1176","2250","2768","4985","1701.49","1863.59","0","10226","1556","1763"
"1989","higher vocational","1239.7","1125","357","451","869","1585","2045","2662","1174.79","1304.61","0","5113","1074","1278"
"1989","in school","","","","","","","","","","","","","",""
"1989","inadequately","820.47","818","346","230","584","1023","1278","1678","780.22","860.72","0","3066","818","920"
"1989","middle vocational","1022.53","986.58","2978","348","716","1278","1585","2746","1003.67","1041.39","0","5113","971","1012"
"1989","vocational + Abi","1025.77","997.82","189","432","741","1227","1534","2812","957.76","1093.78","179","3906","971","1071"
"1990","general elemantary","665.09","562","1567","179","281","997","1227","1790","638.38","691.8","0","8181","562","665"
