"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","670.13","665","539","205","351","894","1074","1790","631.8","708.46","0","6647","639","716"
"1985","16-34 y.","Urban Area","749.86","767","2151","227","460","964","1194","2045","732.18","767.54","0","5113","716","767"
"1985","35-65 y.","Rural Area","1016.59","946","745","216","562","1278","1738","2710","955.11","1078.07","0","17895","893","971"
"1985","35-65 y.","Urban Area","1076.44","1008.69","3046","332","665","1362","1866","3068","1055.71","1097.17","0","6647","920","971"
"1985","66 and older","Rural Area","","","","","","","","","","","","","",""
"1985","66 and older","Urban Area","475.42","230.08","39","77","157","716","1380","2556","280.26","670.58","15","2556","205","614"
"1986","16-34 y.","Rural Area","660.5","665","561","205","291","920","1125","1738","628.42","692.58","0","2914","639","716"
"1986","16-34 y.","Urban Area","787.73","784.63","2117","245","504","1004","1278","2045","769.32","806.14","0","7669","767","787"
"1986","35-65 y.","Rural Area","1024.29","985.96","704","256","614","1351","1784","2556","983.81","1064.77","0","3579","920","1023"
"1986","35-65 y.","Urban Area","1133.41","1023","2896","357","716","1406","1994","3325","1108.45","1158.37","0","16361","971","1023"
"1986","66 and older","Rural Area","","","","","","","","","","","","","",""
"1986","66 and older","Urban Area","","","","","","","","","","","","","",""
"1987","16-34 y.","Rural Area","705.46","716","570","230","354","956","1176","1943","672.54","738.38","36","2556","665","741"
"1987","16-34 y.","Urban Area","804.89","812.92","2114","255","511","1023","1278","2301","785.59","824.19","0","5113","767","812"
"1987","35-65 y.","Rural Area","1009.22","971","725","254","555","1311","1790","2626","965.96","1052.48","0","5113","920","1012"
"1987","35-65 y.","Urban Area","1140.33","1033","2852","359","716","1432","2045","3135","1117.35","1163.31","31","7449","1012","1023"
"1987","66 and older","Rural Area","","","","","","","","","","","","","",""
"1987","66 and older","Urban Area","","","","","","","","","","","","","",""
"1988","16-34 y.","Rural Area","732.88","716","525","228","357","1023","1222","2045","696.45","769.31","0","2556","665","767"
"1988","16-34 y.","Urban Area","835.36","818","2035","256","511","1048","1380","2302","815.48","855.24","0","5624","782","818"
"1988","35-65 y.","Rural Area","1031.83","1023","668","220","562","1380","1800","2863","987.02","1076.64","0","3579","964","1023"
"1988","35-65 y.","Urban Area","1180.87","1074","2725","357","767","1483","2045","3443","1156.3","1205.44","0","6647","1023","1074"
"1988","66 and older","Rural Area","","","","","","","","","","","","","",""
"1988","66 and older","Urban Area","","","","","","","","","","","","","",""
"1989","16-34 y.","Rural Area","806.29","807.7","505","276","511","1074","1278","2045","770.45","842.13","92","2487","762","818"
"1989","16-34 y.","Urban Area","854.75","856.72","2077","256","525","1074","1380","2505","834.55","874.95","0","5113","818","869"
"1989","35-65 y.","Rural Area","1089.64","1023","642","239","644","1432","1866","3075","1041.96","1137.32","0","4090","971","1038"
"1989","35-65 y.","Urban Area","1234.53","1125","2620","381","818","1534","2096","3732","1207.58","1261.48","0","10226","1074","1125"
"1989","66 and older","Rural Area","","","","","","","","","","","","","",""
"1989","66 and older","Urban Area","","","","","","","","","","","","","",""
