"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","direct migration background","872.79","865.88","2238","358","588","1023","1278","2352","855.04","890.54","0","9715","818","861"
"1984","Employed","indirect migration background","693.3","614","60","244","307","1074","1217","1636","570.11","816.49","61","2812","345","614"
"1984","Employed","no migration background","933.25","869","4681","245","555","1176","1590","2812","916.02","950.48","0","10737","869","895"
"1984","Not Employed","direct migration background","550.38","511","52","199","281","754","1023","1023","472.59","628.17","0","1023","435","614"
"1984","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1984","Not Employed","no migration background","487.4","445.81","123","102","204","652","869","2350","422.33","552.47","0","2350","327","515"
"1985","Employed","direct migration background","875.27","869","1902","358","614","1074","1340","2253","857.7","892.84","0","6647","818","869"
"1985","Employed","indirect migration background","640.42","614","64","196","260","792","1109","1585","554.75","726.09","85","1585","266","614"
"1985","Employed","no migration background","941.06","869","4380","245","542","1176","1636","2761","921.83","960.29","0","17895","869","920"
"1985","Not Employed","direct migration background","449.19","454.78","58","199","217","614","716","992","377.82","520.56","0","1125","358","614"
"1985","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1985","Not Employed","no migration background","403.21","272.49","122","56","165","614","920","1312","336.14","470.28","0","2555","238","409"
"1986","Employed","direct migration background","897.99","869.42","1841","307","614","1074","1380","2454","879.74","916.24","0","5113","859","869"
"1986","Employed","indirect migration background","764.26","702.19","87","225","343","1023","1432","1687","663.36","865.16","49","3477","343","665"
"1986","Employed","no migration background","977.87","920","4228","256","562","1227","1713","2991","957.93","997.81","0","16361","920","920"
"1986","Not Employed","direct migration background","420.74","261.73","43","148","215","562","869","1432","328.38","513.1","0","1432","256","562"
"1986","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Employed","no migration background","487.73","435","106","99","202","702","937","1432","421.49","553.97","0","1432","318","562"
"1987","Employed","direct migration background","913.92","915.38","1836","322","614","1125","1432","2289","895.71","932.13","51","5113","869","920"
"1987","Employed","indirect migration background","702","716","91","233","383","920","1125","1636","611.23","792.77","118","3359","399","665"
"1987","Employed","no migration background","985.75","920","4263","256","562","1278","1738","2965","966.75","1004.75","0","7449","920","920"
"1987","Not Employed","direct migration background","601.33","510.81","37","164","258","767","1176","1787","483.97","718.69","31","1787","205","549"
"1987","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Employed","no migration background","472.95","406.49","69","129","205","716","920","1810","391.11","554.79","19","1810","220","603"
"1988","Employed","direct migration background","959.44","920","1716","307","639","1125","1501","2556","939.24","979.64","0","6647","897","920"
"1988","Employed","indirect migration background","688.45","716","115","194","332","971","1176","1636","608.61","768.29","0","3474","409","665"
"1988","Employed","no migration background","1023.49","971","4043","261","614","1278","1790","3111","1003.55","1043.43","0","6647","921","971"
"1988","Not Employed","direct migration background","510.84","434.35","31","205","210","767","869","1125","408.05","613.63","102","1125","228","634"
"1988","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1988","Not Employed","no migration background","490.89","424","77","72","189","716","1061","1713","403.12","578.66","0","1713","281","511"
"1989","Employed","direct migration background","1006.41","971","1657","383","716","1227","1534","2556","985.71","1027.11","0","5113","920","971"
"1989","Employed","indirect migration background","742.86","665","132","275","358","971","1534","1764","662.6","823.12","102","3471","522","767"
"1989","Employed","no migration background","1068.86","997","3965","274","647","1350","1841","3221","1047.34","1090.38","0","10226","971","1018"
"1989","Not Employed","direct migration background","661.64","435.6","42","184","256","1176","1380","1432","542.55","780.73","0","1432","358","716"
"1989","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Employed","no migration background","601.95","562","79","181","265","828","1125","1780","519.25","684.65","0","1780","388","649"
"1990","Employed","direct migration background","1059.42","1023","1621","409","741","1278","1649","2659","1034.61","1084.23","0","8181","971","1023"
"1990","Employed","indirect migration background","679.98","579.66","163","206","286","952","1278","1943","596.43","763.53","0","5113","489","767"
"1990","Employed","no migration background","1127.62","1061.71","3884","307","665","1432","1943","3384","1104.6","1150.64","0","10226","1023","1074"
"1990","Not Employed","direct migration background","491.17","374.39","38","41","199","807","1176","1702","356.57","625.77","0","1702","409","767"
"1990","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1990","Not Employed","no migration background","463.59","382.47","60","73","204","639","971","1534","374.91","552.27","0","1534","240","460"
"1991","Employed","direct migration background","1099.22","1023.86","1622","343","716","1329","1764","3170","1075.3","1123.14","0","6902","1023","1074"
"1991","Employed","indirect migration background","690.56","537.87","197","245","309","979","1227","2045","619.47","761.65","26","4090","465","716"
"1991","Employed","no migration background","1176.14","1111.03","3900","307","680","1508","2045","3579","1152.49","1199.79","0","8896","1074","1125"
"1991","Not Employed","direct migration background","542.68","511","48","194","278","690","920","1483","439.27","646.09","28","1534","307","690"
"1991","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1991","Not Employed","no migration background","585.68","480.4","77","77","194","869","1176","1763","477.13","694.23","0","2454","281","665"
"1992","Employed","direct migration background","1125.6","1074","1600","378","741","1380","1790","3323","1100.74","1150.46","61","6391","1048","1125"
"1992","Employed","indirect migration background","755.48","635.39","228","261","358","1023","1432","2301","684.4","826.56","0","4090","562","792"
"1992","Employed","no migration background","1138.66","1023","6184","358","665","1454","1997","3477","1122.27","1155.05","0","8692","920","924"
"1992","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1992","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1992","Not Employed","no migration background","596.44","562","102","148","256","767","1227","1943","518.06","674.82","0","1943","327","562"
"1993","Employed","direct migration background","1234.53","1125","1499","460","869","1473","2045","3835","1206.67","1262.39","0","6135","1099","1125"
"1993","Employed","indirect migration background","741.5","512.36","276","297","360","1023","1278","2301","681.09","801.91","77","4090","530","818"
"1993","Employed","no migration background","1250.07","1125","5952","394","756","1569","2147","3835","1230.07","1270.07","0","20452","1023","1074"
"1993","Not Employed","direct migration background","554.17","363.49","32","26","205","869","1432","1552","412.01","696.33","26","1552","307","869"
"1993","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1993","Not Employed","no migration background","560.45","487.94","146","112","247","818","1125","1687","497.17","623.73","0","2079","409","527"
