"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","871.77","818","1293","205","460","1074","1534","2563","831.99","911.55","0","17895","767","844"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","933.12","869","5236","251","562","1176","1636","2756","918.42","947.82","0","6647","869","869"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","861.29","819.18","1270","210","473","1125","1543","2326","832.89","889.69","0","3579","794","869"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","983.68","920","5039","275","597","1227","1687","3068","966.78","1000.58","0","16361","869","920"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","877.51","818","1302","230","446","1160","1549","2556","847.92","907.1","0","5113","818","869"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","995.22","920","4995","266","614","1253","1738","2965","979.11","1011.33","0","7449","900","920"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","899.36","869","1201","220","460","1176","1636","2556","868.56","930.16","0","3579","840","920"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","1034.12","971","4787","281","614","1278","1790","3117","1017.07","1051.17","0","6647","920","955"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","965.24","920","1159","256","562","1238","1738","2659","933.42","997.06","0","4090","869","920"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","1073.28","997","4721","281","665","1329","1841","3323","1054.98","1091.58","0","10226","971","971"
"1990","Rural Area","East Germany","464.1","460","2162","230","353","562","669","1073","455.64","472.56","12","2045","450","465"
"1990","Rural Area","West Germany","1004.69","958.93","1171","269","562","1289","1790","3068","971.94","1037.44","0","5113","920","971"
"1990","Urban Area","East Germany","495.87","486","1206","275","375","598","721","1176","485.03","506.71","51","1636","470","491"
"1990","Urban Area","West Germany","1133.62","1059.47","4598","307","665","1432","1943","3579","1113.44","1153.8","0","10226","1023","1023"
"1991","Rural Area","East Germany","571.77","552","1798","275","412","675","835","1483","559.36","584.18","0","2914","541","562"
"1991","Rural Area","West Germany","1039.46","1005.14","1211","256","562","1380","1836","3068","1005.68","1073.24","0","5113","920","1023"
"1991","Urban Area","East Germany","617.07","562","978","332","460","716","971","1751","598.51","635.63","77","2687","562","597"
"1991","Urban Area","West Germany","1180.02","1106.47","4678","312","704","1483","2045","3579","1159.74","1200.3","0","8896","1023","1074"
