"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Employed","748.81","741","2800","223","434","971","1227","2045","733.2","764.42","0","5113","716","767"
"1984","16-34 y.","Not Employed","509.7","472.79","134","138","244","665","869","2350","455.85","563.55","0","2350","327","511"
"1984","35-65 y.","Employed","1050.52","971","4132","332","695","1278","1790","2967","1032.18","1068.86","0","10737","920","966"
"1984","35-65 y.","Not Employed","464.68","325.17","46","102","183","639","990","1994","346.17","583.19","0","1994","284","694"
"1984","66 and older","Employed","564.86","345.48","47","77","153","767","1319","3323","360.19","769.53","31","3323","205","639"
"1984","66 and older","Not Employed","","","","","","","","","","","","","",""
"1985","16-34 y.","Employed","744.84","763.88","2564","230","460","946","1178","2045","728.35","761.33","0","6647","716","767"
"1985","16-34 y.","Not Employed","416.84","329.71","126","56","199","614","869","1585","361.49","472.19","0","1585","271","511"
"1985","35-65 y.","Employed","1072.39","997","3741","317","665","1350","1823","3068","1051.72","1093.06","0","17895","920","971"
"1985","35-65 y.","Not Employed","426.27","205.86","50","62","164","665","956","2555","298.28","554.26","0","2555","199","590"
"1985","66 and older","Employed","544.98","256","41","77","179","818","1380","2556","356.04","733.92","15","2556","230","717"
"1985","66 and older","Not Employed","","","","","","","","","","","","","",""
"1986","16-34 y.","Employed","766.85","767","2573","238","452","984","1263","1994","750.4","783.3","0","7669","755","767"
"1986","16-34 y.","Not Employed","518.75","511","105","112","205","767","924","1432","454.64","582.86","0","1432","409","614"
"1986","35-65 y.","Employed","1118.56","1023","3556","353","716","1406","1945","3178","1096.85","1140.27","0","16361","971","1023"
"1986","35-65 y.","Not Employed","432.55","305.21","44","82","199","614","1023","1093","329.73","535.37","0","1278","256","511"
"1986","66 and older","Employed","","","","","","","","","","","","","",""
"1986","66 and older","Not Employed","","","","","","","","","","","","","",""
"1987","16-34 y.","Employed","787.69","770.79","2617","251","460","1023","1278","2199","770.72","804.66","0","5113","767","777"
"1987","16-34 y.","Not Employed","508.93","460.68","67","135","220","716","869","1810","420.2","597.66","19","1810","256","552"
"1987","35-65 y.","Employed","1117.34","1023","3538","336","706","1421","1990","3068","1096.94","1137.74","0","7449","997","1023"
"1987","35-65 y.","Not Employed","471.87","426.94","39","102","194","723","971","1023","372.48","571.26","31","1023","205","511"
"1987","66 and older","Employed","713.21","205.76","35","102","171","1023","1792","3170","419.36","1007.06","51","3170","205","971"
"1987","66 and older","Not Employed","","","","","","","","","","","","","",""
