"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","565.69","562","1248","199","307","767","920","1483","549.35","582.03","0","2045","542","589"
"1984","16-34 y.","Male","866.64","866.81","1686","251","614","1059","1380","2301","844.78","888.5","0","5113","818","869"
"1984","35-65 y.","Female","603","523.55","1406","192","307","820","1074","1856","584.71","621.29","0","2601","537","594"
"1984","35-65 y.","Male","1279.33","1125","2772","767","920","1508","1974","3170","1257.03","1301.63","0","10737","1023","1074"
"1984","66 and older","Female","","","","","","","","","","","","","",""
"1984","66 and older","Male","742.92","539.38","31","174","348","966","1534","3323","464.76","1021.08","77","3323","405","966"
"1985","16-34 y.","Female","581.3","588","1167","197","307","783","946","1432","563.98","598.62","0","2045","562","608"
"1985","16-34 y.","Male","855.39","869","1523","245","614","1048","1329","2379","831.79","878.99","0","6647","818","869"
"1985","35-65 y.","Female","618.45","553.11","1328","189","307","859","1101","1841","598.73","638.17","0","2556","550","614"
"1985","35-65 y.","Male","1314.59","1176","2463","767","920","1534","2045","3375","1288.78","1340.4","0","17895","1074","1125"
"1985","66 and older","Female","","","","","","","","","","","","","",""
"1985","66 and older","Male","","","","","","","","","","","","","",""
"1986","16-34 y.","Female","614.97","614","1152","205","327","818","971","1682","592.89","637.05","0","7669","562","614"
"1986","16-34 y.","Male","871.61","889.1","1526","256","614","1116","1380","2045","850.52","892.7","0","4090","869","895"
"1986","35-65 y.","Female","656.38","569.11","1269","199","338","920","1176","1866","635.53","677.23","0","2608","562","614"
"1986","35-65 y.","Male","1363.42","1176","2331","818","971","1585","2114","3451","1336.32","1390.52","0","16361","1125","1135"
"1986","66 and older","Female","","","","","","","","","","","","","",""
"1986","66 and older","Male","","","","","","","","","","","","","",""
"1987","16-34 y.","Female","614.77","614","1143","215","343","818","971","1585","596.29","633.25","0","3323","568","614"
"1987","16-34 y.","Male","913.51","920","1541","264","665","1125","1432","2454","889.55","937.47","31","5113","869","920"
