"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","no migration background","1458.85","1300","11482","325","769","1850","2569","5001","1429.58","1488.12","0","80000","1330","1395"
"2003","direct migration background","1263.19","1200","1411","320","609","1607","2100","5000","1212.15","1314.23","0","12500","1210","1300"
"2003","indirect migration background","1132.58","1075.69","482","295","450","1500","2000","4199","1014.09","1251.07","0","20000","999","1150"
"2003","no migration background","1475.75","1323.97","10899","325","788","1900","2600","5447","1449.06","1502.44","0","59000","1340","1400"
"2004","direct migration background","1297.19","1200","1337","350","685","1685","2200","5000","1244.06","1350.32","0","9000","1250","1350"
"2004","indirect migration background","1084.51","1000","479","310","490","1500","2000","3700","1005.61","1163.41","16","6500","1000","1200"
"2004","no migration background","1493.18","1327","10588","351","780","1900","2636","5500","1466.25","1520.11","0","30214","1350","1400"
"2005","direct migration background","1273.13","1200","1236","300","600","1700","2100","5020","1215.91","1330.35","0","10000","1244","1340"
"2005","indirect migration background","1141.85","1080.77","479","300","488","1644","2100","3500","1059.66","1224.04","0","6900","1000","1200"
"2005","no migration background","1509.37","1370","10034","360","780","1950","2730","5100","1483.2","1535.54","0","20000","1359","1400"
"2006","direct migration background","1328.2","1250","1258","340","570","1700","2340","5451","1271.54","1384.86","0","10000","1250","1350"
"2006","indirect migration background","1148.74","1024.85","491","300","490","1600","2100","3500","1068.57","1228.91","0","7043","1000","1200"
"2006","no migration background","1524.83","1379.57","10638","350","770","1984","2756","5195","1491.95","1557.71","0","84300","1350","1400"
"2007","direct migration background","1328.81","1218.59","1112","330","640","1720","2200","5000","1264.81","1392.81","0","12000","1261","1400"
"2007","indirect migration background","1177.4","1045.65","509","296","500","1600","2100","3550","1089.83","1264.97","0","10000","1100","1247"
"2007","no migration background","1531.43","1382.82","10189","380","780","1999","2800","5442","1505.26","1557.6","0","25000","1358","1400"
"2008","direct migration background","1345.17","1245.42","1040","320","588","1750","2300","5915","1277.46","1412.88","0","11877","1210","1400"
"2008","indirect migration background","1202.63","1100.9","508","300","500","1700","2200","3600","1121.6","1283.66","0","6643","1040","1233"
"2008","no migration background","1554","1400","9640","380","790","2000","2800","5999","1527.46","1580.54","0","22000","1375","1400"
"2009","direct migration background","1334.92","1200","899","310","500","1710","2387","5700","1261.8","1408.04","0","12975","1200","1370"
"2009","indirect migration background","1286.45","1179.23","466","350","549","1800","2300","4100","1189.51","1383.39","0","8000","1100","1300"
"2009","no migration background","1588.17","1442","9063","388","800","2000","2900","6000","1560","1616.34","0","24399","1400","1460"
"2010","direct migration background","1415.68","1200","1499","319","550","1850","2500","6000","1349.78","1481.58","0","24385","1250","1390"
"2010","indirect migration background","1291.58","1200","677","300","520","1800","2400","4000","1202.85","1380.31","0","11692","1200","1400"
"2010","no migration background","1625.22","1450","11937","375","800","2050","2900","6100","1599.41","1651.03","0","30000","1400","1452"
"2011","direct migration background","1470.14","1350","1789","384","650","1900","2600","5200","1416.74","1523.54","0","16800","1266","1400"
"2011","indirect migration background","1389.81","1200","836","340","612","1800","2600","4800","1305.81","1473.81","0","13000","1200","1400"
"2011","no migration background","1654.25","1500","14405","400","870","2100","3000","6000","1630.95","1677.55","0","35000","1420","1500"
"2012","direct migration background","1470.78","1350","1792","376","680","1900","2600","5000","1404.07","1537.49","0","30000","1250","1400"
"2012","indirect migration background","1444.51","1326.99","855","360","621","1900","2700","4700","1365.2","1523.82","0","10000","1200","1400"
"2012","no migration background","1681.78","1500","14120","400","870","2140","3023","5600","1658.16","1705.4","0","36000","1450","1500"
"2013","direct migration background","1439.25","1300","4051","380","700","1900","2500","5300","1407.58","1470.92","0","13000","1200","1300"
"2013","indirect migration background","1488.14","1300","1407","360","600","2000","2751","5600","1420.93","1555.35","0","18000","1150","1300"
"2013","no migration background","1717.82","1500","13664","400","863","2200","3200","6000","1693.02","1742.62","0","37000","1495","1500"
"2014","direct migration background","1497.3","1300.32","3241","400","678","2000","2760","5600","1459.19","1535.41","0","15000","1200","1300"
"2014","indirect migration background","1521.18","1300","1204","360","645","2000","2900","6000","1438","1604.36","0","20000","1200","1300"
"2014","no migration background","1751.28","1600","12412","403","900","2250","3200","5987","1725.39","1777.17","0","25000","1500","1570"
"2015","direct migration background","1541.03","1400","3770","400","708","2000","2700","5800","1505.93","1576.13","0","15000","1280","1350"
"2015","indirect migration background","1586.88","1411.11","1120","360","639","2024","2900","6300","1497.26","1676.5","0","30000","1250","1400"
"2015","no migration background","1789.87","1600","11743","431","900","2300","3300","6000","1762.47","1817.27","0","29040","1530","1600"
"2016","direct migration background","1571.04","1400","3649","400","680","2000","2800","7000","1533.47","1608.61","0","20000","1200","1300"
"2016","indirect migration background","1667","1459.54","1101","382","700","2100","3000","6700","1569.71","1764.29","0","32000","1200","1350"
"2016","no migration background","1805.61","1615","11051","442","945","2300","3300","6000","1777.81","1833.41","0","32000","1550","1600"
"2017","direct migration background","1596.63","1450","3902","406","700","2100","2900","6500","1562.67","1630.59","0","12000","1200","1236"
"2017","indirect migration background","1596.78","1446.04","1206","318","700","2100","3000","6200","1515.68","1677.88","0","20000","1200","1378"
"2017","no migration background","1841.68","1668","12952","450","970","2400","3346","6000","1816.38","1866.98","0","36600","1600","1645"
"2018","direct migration background","1653.1","1495.48","4042","430","800","2200","3000","6200","1619.13","1687.07","0","15000","1200","1250"
"2018","indirect migration background","1649.78","1450","1224","350","702","2223","3000","6500","1572.14","1727.42","0","17546","1250","1376"
"2018","no migration background","1908.64","1700","12369","450","1000","2500","3500","6500","1882.31","1934.97","0","40000","1600","1700"
"2019","direct migration background","1745.15","1600","3842","450","900","2200","3000","7000","1698.63","1791.67","0","45000","1300","1377"
"2019","indirect migration background","1840.7","1664.31","1261","433","870","2400","3175","6700","1659.88","2021.52","0","80000","1500","1700"
"2019","no migration background","2038.71","1800","13330","450","1090","2500","3500","7000","1784.13","2293.29","0","1700000","1800","1866"
