"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","general elemantary","666.63","665","248","220","409","895","1023","1350","628.83","704.43","102","1962","665","767"
"1984","(Married) couple without C.","higher education","1348.01","1278","145","409","920","1662","2147","3579","1224.43","1471.59","0","5062","1197","1380"
"1984","(Married) couple without C.","higher vocational","1120.28","985.77","92","410","767","1408","1534","6135","975.21","1265.35","173","6135","905","1125"
"1984","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","inadequately","737.28","745.02","80","496","614","869","1023","1278","687.56","787","102","1278","690","818"
"1984","(Married) couple without C.","middle vocational","896.95","869","756","409","667","1074","1329","2199","866.86","927.04","0","6135","844","894"
"1984","(Married) couple without C.","vocational + Abi","1010.61","938.97","51","511","767","1125","1534","2045","902.38","1118.84","286","2045","817","1010"
"1984","1-pers.-HH","general elemantary","649.65","700.42","112","205","435","861","971","1176","599.64","699.66","51","1636","703","818"
"1984","1-pers.-HH","higher education","1276.63","1125","83","767","971","1534","1943","3323","1163.68","1389.58","367","3323","1046","1227"
"1984","1-pers.-HH","higher vocational","1075.95","980.34","42","563","818","1074","1432","4090","876.06","1275.84","196","4090","869","1023"
"1984","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1984","1-pers.-HH","inadequately","806.31","767","50","510","665","971","1125","1483","738.3","874.32","153","1483","767","920"
"1984","1-pers.-HH","middle vocational","887.98","869","310","307","665","1023","1278","2301","812.87","963.09","31","10737","839","895"
"1984","1-pers.-HH","vocational + Abi","1005.79","853.75","30","473","689","1023","1176","5113","697.29","1314.29","256","5113","755","996"
"1984","Couple + C. GT 16 ","general elemantary","483.67","353","313","179","228","716","971","1534","446.96","520.38","0","1687","353","562"
"1984","Couple + C. GT 16 ","higher education","1705.67","1738","82","614","1278","2250","2742","3323","1541.91","1869.43","233","3323","1329","1790"
"1984","Couple + C. GT 16 ","higher vocational","1102.19","1023","78","471","675","1533","1790","2556","978.19","1226.19","148","2737","971","1173"
"1984","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1984","Couple + C. GT 16 ","inadequately","538.29","603.08","85","171","200","767","937","1278","477.29","599.29","31","1534","614","767"
"1984","Couple + C. GT 16 ","middle vocational","829.54","818","659","266","511","1074","1329","2458","795.49","863.59","0","3867","767","835"
"1984","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","general elemantary","688.1","763.93","387","194","353","971","1125","1534","651.81","724.39","0","2812","767","859"
"1984","Couple + C. LE 16","higher education","1686.5","1687","223","741","1227","2045","2582","5113","1582.81","1790.19","0","5157","1501","1738"
"1984","Couple + C. LE 16","higher vocational","1128.21","1125","162","358","716","1499","1806","2454","1040.63","1215.79","0","3068","1059","1217"
"1984","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","inadequately","821.6","869","190","409","665","1023","1125","1534","770.39","872.81","115","4090","818","920"
"1984","Couple + C. LE 16","middle vocational","1005.49","983.97","1038","322","741","1227","1534","2608","969.88","1041.1","0","9715","946","997"
"1984","Couple + C. LE 16","vocational + Abi","1081.07","1053.81","66","358","690","1380","1790","2812","965.08","1197.06","51","2812","805","1101"
"1984","Couple + C. LE and GT 16","general elemantary","443.02","289.46","353","153","205","614","1023","1411","406.1","479.94","12","1554","307","435"
"1984","Couple + C. LE and GT 16","higher education","1794.01","1790","53","818","1432","2147","2659","3835","1586.65","2001.37","194","3835","1534","2045"
"1984","Couple + C. LE and GT 16","higher vocational","1224.61","1278","43","259","895","1636","1943","2732","1042.33","1406.89","121","2732","920","1534"
"1984","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1984","Couple + C. LE and GT 16","inadequately","657.18","665","123","194","457","920","1023","1329","603.26","711.1","0","1790","614","767"
