"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","Female","654.86","665","582","256","435","818","1023","1534","631.96","677.76","0","1790","639","690"
"1984","(Married) couple without C.","Male","1127.33","1023","797","690","859","1329","1738","2967","1090.05","1164.61","0","6135","971","1023"
"1984","1-pers.-HH","Female","757.4","767","251","199","532","971","1176","1841","712.89","801.91","31","2454","716","818"
"1984","1-pers.-HH","Male","1074.88","942.42","378","614","792","1176","1534","4090","1004.86","1144.9","51","10737","920","957"
"1984","Couple + C. GT 16 ","Female","490.2","448.99","465","184","256","665","818","1278","463.4","517","31","2601","451","537"
"1984","Couple + C. GT 16 ","Male","1019.77","946.21","784","273","716","1278","1764","3006","981.79","1057.75","0","3867","900","948"
"1984","Couple + C. LE 16","Female","525.2","453.06","647","158","256","725","982","1569","500.01","550.39","0","2045","460","542"
"1984","Couple + C. LE 16","Male","1290.63","1125","1436","818","920","1508","1943","3579","1260.5","1320.76","0","9715","1036","1091"
"1984","Couple + C. LE and GT 16","Female","415.03","354.42","369","153","206","562","767","1329","387.07","442.99","0","1539","358","438"
"1984","Couple + C. LE and GT 16","Male","1058.99","1023","711","246","665","1347","1821","2812","1015.55","1102.43","0","6135","913","971"
"1984","Single parent","Female","683.68","665","192","199","409","869","1125","2045","629.41","737.95","92","2352","614","716"
"1984","Single parent","Male","855.61","790.24","134","307","562","1023","1380","2199","785.11","926.11","0","2199","767","869"
"1985","(Married) couple without C.","Female","681.99","666.09","544","266","481","869","1025","1578","656.18","707.8","0","2555","665","716"
"1985","(Married) couple without C.","Male","1144.42","1023","715","684","869","1339","1790","2556","1105.43","1183.41","31","6647","971","1023"
"1985","1-pers.-HH","Female","768.95","771.33","245","225","562","971","1125","1813","723.81","814.09","0","2045","741","818"
"1985","1-pers.-HH","Male","997.73","946","333","511","767","1125","1483","2556","948.82","1046.64","0","4090","920","971"
"1985","Couple + C. GT 16 ","Female","505.26","462.21","499","179","256","690","869","1299","479.69","530.83","0","2458","483","562"
"1985","Couple + C. GT 16 ","Male","1082.24","971","778","256","706","1329","1871","3375","1022.36","1142.12","0","17895","905","971"
"1985","Couple + C. LE 16","Female","516.52","409","591","164","205","688","971","1892","487.48","545.56","0","2080","458","511"
"1985","Couple + C. LE 16","Male","1323.64","1176","1235","818","946","1534","2045","3835","1291.87","1355.41","62","6647","1074","1125"
"1985","Couple + C. LE and GT 16","Female","427.33","383.81","299","164","205","562","767","1432","396.29","458.37","0","1534","409","460"
"1985","Couple + C. LE and GT 16","Male","1067.35","1000.57","615","245","642","1380","1821","3068","1021.25","1113.45","0","4397","920","971"
"1985","Single parent","Female","648.39","614","197","179","365","861","1125","1841","597.23","699.55","26","2556","614","716"
"1985","Single parent","Male","867.83","869","119","237","614","1125","1432","2301","792.16","943.5","127","2301","767","920"
"1986","(Married) couple without C.","Female","711.5","690","568","256","460","920","1038","1636","676.25","746.75","0","7669","665","716"
"1986","(Married) couple without C.","Male","1176.14","1048.19","712","690","869","1329","1819","3068","1135.95","1216.33","61","5113","997","1048"
"1986","1-pers.-HH","Female","815.74","767.97","233","291","612","997","1329","1945","764.65","866.83","69","2301","739","844"
"1986","1-pers.-HH","Male","1053.28","959.84","327","614","818","1227","1585","2751","1007.64","1098.92","65","3068","920","971"
"1986","Couple + C. GT 16 ","Female","516.71","460","512","194","256","706","920","1483","489.22","544.2","0","2608","460","537"
"1986","Couple + C. GT 16 ","Male","1096.23","1007","814","266","741","1356","1994","3507","1053.41","1139.05","0","5113","920","997"
"1986","Couple + C. LE 16","Female","554.56","460","521","194","256","767","1023","1861","523.46","585.66","15","2045","486","562"
"1986","Couple + C. LE 16","Male","1343.2","1227","1118","864","1023","1558","2035","3131","1312.61","1373.79","0","5113","1125","1176"
"1986","Couple + C. LE and GT 16","Female","459.09","403.23","291","158","230","614","861","1432","424.65","493.53","0","1720","399","486"
"1986","Couple + C. LE and GT 16","Male","1150.89","1023","564","256","767","1483","2045","2991","1096.92","1204.86","0","6135","951","1023"
"1986","Single parent","Female","716.97","665.91","187","215","383","975","1227","1841","659.72","774.22","0","2489","614","767"
"1986","Single parent","Male","835.04","826.83","118","228","307","1023","1336","2556","729.82","940.26","72","4602","716","895"
"1987","(Married) couple without C.","Female","704.97","716","561","256","471","920","1074","1790","679.39","730.55","42","2147","690","767"
"1987","(Married) couple without C.","Male","1189.16","1074","711","716","895","1365","1892","3017","1149.21","1229.11","128","5113","1023","1074"
"1987","1-pers.-HH","Female","830.25","799.45","230","233","608","1023","1278","2045","773.46","887.04","31","3323","767","869"
"1987","1-pers.-HH","Male","1105.47","997","317","639","818","1278","1738","2812","1053.08","1157.86","46","3170","920","1023"
"1987","Couple + C. GT 16 ","Female","528.22","466.53","532","199","266","716","920","1534","501.27","555.17","0","2556","460","535"
"1987","Couple + C. GT 16 ","Male","1136.37","1023","846","293","767","1380","1943","3579","1091.9","1180.84","0","6033","946","1023"
"1987","Couple + C. LE 16","Female","545.91","455","518","184","256","767","942","2045","515.11","576.71","0","2147","486","562"
"1987","Couple + C. LE 16","Male","1371.32","1278","1106","869","1023","1585","2060","3323","1338.66","1403.98","42","5113","1176","1227"
"1987","Couple + C. LE and GT 16","Female","470.87","409","286","185","225","639","841","1534","434.71","507.03","19","2505","409","511"
"1987","Couple + C. LE and GT 16","Male","1168.97","1023","508","264","716","1534","2147","3132","1111","1226.94","41","7449","946","1023"
"1987","Single parent","Female","711.24","665","188","254","358","941","1278","1738","657.17","765.31","46","1953","633","767"
"1987","Single parent","Male","832.19","837.28","119","223","326","1074","1508","2556","738.61","925.77","36","2965","716","869"
"1988","(Married) couple without C.","Female","746.53","741","556","256","460","971","1176","1892","716.9","776.16","0","2556","716","767"
"1988","(Married) couple without C.","Male","1251.47","1125","689","767","920","1429","2045","3117","1211.81","1291.13","0","4109","1074","1125"
