"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","general elemantary","569.47","511","1583","184","256","839","1023","1483","552.17","586.77","0","2812","614","665"
"1984","Employed","higher education","1537.42","1483","607","689","1023","1943","2505","3594","1477.95","1596.89","0","5157","1380","1534"
"1984","Employed","higher vocational","1133.53","1074","444","460","777","1483","1790","2845","1078.35","1188.71","0","6135","1023","1125"
"1984","Employed","in school","","","","","","","","","","","","","",""
"1984","Employed","inadequately","719.65","748","590","224","511","920","1048","1432","694.95","744.35","0","4090","767","818"
"1984","Employed","middle vocational","914.05","879","3514","322","620","1125","1432","2454","896.83","931.27","0","10737","869","895"
"1984","Employed","vocational + Abi","1041.07","916.81","203","473","689","1227","1687","2812","965.29","1116.85","51","5113","818","971"
"1984","Not Employed","general elemantary","360.74","300.17","61","102","183","515","639","1227","299.23","422.25","0","1227","220","435"
"1984","Not Employed","higher education","","","","","","","","","","","","","",""
"1984","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1984","Not Employed","in school","","","","","","","","","","","","","",""
"1984","Not Employed","inadequately","","","","","","","","","","","","","",""
"1984","Not Employed","middle vocational","488.17","460","74","123","239","703","869","1278","417.98","558.36","0","1278","307","511"
"1984","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1985","Employed","general elemantary","579.25","522.4","1429","187","251","844","1023","1611","559.12","599.38","0","6647","614","665"
"1985","Employed","higher education","1536.29","1483","578","654","1023","1994","2533","3606","1475.74","1596.84","77","5113","1432","1544"
"1985","Employed","higher vocational","1130.24","1074","424","484","805","1483","1790","2556","1078.31","1182.17","0","4090","1023","1165"
"1985","Employed","in school","","","","","","","","","","","","","",""
"1985","Employed","inadequately","714.53","718.64","469","225","530","920","1074","1577","687.32","741.74","31","2555","767","818"
"1985","Employed","middle vocational","924.15","895","3199","327","614","1125","1483","2556","904.4","943.9","0","17895","869","920"
"1985","Employed","vocational + Abi","971.29","891.4","184","322","716","1099","1483","2888","896.39","1046.19","102","4602","869","925"
"1985","Not Employed","general elemantary","312.66","217.97","63","0","128","487","680","946","244.5","380.82","0","1023","206","414"
"1985","Not Employed","higher education","","","","","","","","","","","","","",""
"1985","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1985","Not Employed","in school","","","","","","","","","","","","","",""
"1985","Not Employed","inadequately","","","","","","","","","","","","","",""
"1985","Not Employed","middle vocational","511.29","409","82","136","200","716","969","1585","431.74","590.84","0","1585","358","614"
"1985","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1986","Employed","general elemantary","597.9","561.09","1401","201","260","869","1061","1585","578.21","617.59","0","3477","614","690"
"1986","Employed","higher education","1645.37","1585","576","767","1125","2045","2556","3579","1582.75","1707.99","0","5624","1483","1636"
"1986","Employed","higher vocational","1169.12","1125","386","464","818","1483","1939","2863","1112.13","1226.11","58","3325","1063","1166"
"1986","Employed","in school","","","","","","","","","","","","","",""
"1986","Employed","inadequately","742.37","767","428","243","511","946","1166","2045","712.14","772.6","31","2601","767","818"
"1986","Employed","middle vocational","950.59","920","3105","332","641","1145","1529","2478","930.71","970.47","0","16361","920","920"
"1986","Employed","vocational + Abi","1023.25","946","188","452","741","1253","1534","2969","953.92","1092.58","15","4193","869","997"
"1986","Not Employed","general elemantary","423.38","411.45","46","102","205","614","716","1278","335.42","511.34","0","1278","242","562"
"1986","Not Employed","higher education","","","","","","","","","","","","","",""
"1986","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1986","Not Employed","in school","","","","","","","","","","","","","",""
"1986","Not Employed","inadequately","","","","","","","","","","","","","",""
"1986","Not Employed","middle vocational","487.67","359.81","66","102","202","716","1063","1432","397.54","577.8","0","1432","281","614"
"1986","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1987","Employed","general elemantary","616.43","562","1404","205","277","882","1081","1687","596.6","636.26","0","3359","665","716"
"1987","Employed","higher education","1660.91","1585","573","714","1109","2147","2562","4090","1593.88","1727.94","42","6033","1534","1687"
"1987","Employed","higher vocational","1176.11","1125","376","484","818","1534","1943","2556","1119.33","1232.89","46","3579","1042","1213"
"1987","Employed","in school","","","","","","","","","","","","","",""
"1987","Employed","inadequately","735.38","767","419","199","511","920","1176","1534","697.36","773.4","31","5113","767","818"
"1987","Employed","middle vocational","960.13","920","3147","344","665","1181","1534","2556","942.89","977.37","0","7449","920","936"
"1987","Employed","vocational + Abi","960.44","943.85","186","220","614","1150","1636","2965","887.15","1033.73","36","4346","869","997"
"1987","Not Employed","general elemantary","291.65","205","35","118","163","409","614","820","221.06","362.24","46","820","166","409"
"1987","Not Employed","higher education","","","","","","","","","","","","","",""
"1987","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1987","Not Employed","in school","","","","","","","","","","","","","",""
"1987","Not Employed","inadequately","","","","","","","","","","","","","",""
"1987","Not Employed","middle vocational","575.96","501.78","47","179","307","818","971","1810","472.12","679.8","31","1810","307","665"
"1987","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1988","Employed","general elemantary","655.25","614","1371","205","279","920","1138","1738","632.21","678.29","0","6647","665","725"
"1988","Employed","higher education","1705.49","1636","544","716","1125","2199","2556","4090","1635.08","1775.9","0","6647","1534","1738"
"1988","Employed","higher vocational","1227.7","1176","367","461","837","1559","2020","3068","1159.92","1295.48","0","5624","1074","1273"
"1988","Employed","in school","","","","","","","","","","","","","",""
"1988","Employed","inadequately","796.86","839.79","364","256","614","1023","1227","1534","764.01","829.71","0","1890","818","869"
"1988","Employed","middle vocational","988.78","971","2957","346","699","1227","1534","2572","970.94","1006.62","0","5113","961","971"
"1988","Employed","vocational + Abi","936.3","920","177","281","607","1176","1636","2556","859.66","1012.94","0","3732","869","1023"
"1988","Not Employed","general elemantary","376.06","337.88","32","72","144","562","767","782","288.76","463.36","61","818","207","511"
"1988","Not Employed","higher education","","","","","","","","","","","","","",""
"1988","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1988","Not Employed","in school","","","","","","","","","","","","","",""
"1988","Not Employed","inadequately","","","","","","","","","","","","","",""
"1988","Not Employed","middle vocational","482.69","413.34","44","107","226","665","954","1713","378.71","586.67","0","1713","307","613"
"1988","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1989","Employed","general elemantary","664.77","660.74","1315","210","286","971","1176","1700","642.61","686.93","0","3471","716","767"
"1989","Employed","higher education","1801.32","1687","545","818","1207","2250","2812","5113","1719.28","1883.36","0","10226","1585","1790"
"1989","Employed","higher vocational","1240.88","1125","355","451","885","1585","2045","2662","1175.72","1306.04","0","5113","1074","1278"
"1989","Employed","in school","","","","","","","","","","","","","",""
"1989","Employed","inadequately","836.28","828","337","273","614","1023","1278","1687","796.06","876.5","0","3066","818","920"
"1989","Employed","middle vocational","1031.08","997","2924","358","726","1278","1598","2761","1012.11","1050.05","0","5113","971","1023"
"1989","Employed","vocational + Abi","1032.15","1000.8","185","450","741","1236","1534","2812","963.7","1100.6","179","3906","971","1074"
"1989","Not Employed","general elemantary","514.56","434.4","40","205","265","767","971","1432","411.09","618.03","0","1432","349","614"
"1989","Not Employed","higher education","","","","","","","","","","","","","",""
"1989","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1989","Not Employed","in school","","","","","","","","","","","","","",""
