"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","925.63","869","6979","256","562","1155","1574","2801","912.64","938.62","0","10737","861","869"
"1984","Not Employed","493.27","459.65","183","111","205","665","869","2350","444.09","542.45","0","2350","343","511"
"1985","Employed","932.5","869","6346","251","562","1176","1611","2717","918.12","946.88","0","17895","869","869"
"1985","Not Employed","420.33","316.22","183","62","179","614","920","1585","367.37","473.29","0","2555","271","487"
"1986","Employed","967.68","920","6156","256","562","1227","1687","2965","952.79","982.57","0","16361","869","920"
"1986","Not Employed","486.93","435","153","102","205","716","937","1432","434.26","539.6","0","1432","358","539"
"1987","Employed","975.74","920","6190","257","562","1227","1687","2817","961.44","990.04","0","7449","895","920"
"1987","Not Employed","491.57","425.74","107","129","205","716","920","1810","425.99","557.15","19","1810","225","491"
"1988","Employed","1014.06","965.46","5874","264","614","1278","1790","3078","998.93","1029.19","0","6647","920","935"
"1988","Not Employed","489.77","424","114","77","189","716","981","1713","424.09","555.45","0","1713","307","496"
"1989","Employed","1059.28","988","5754","282","665","1329","1798","3170","1043.09","1075.47","0","10226","956","971"
"1989","Not Employed","610.35","558.57","126","184","261","831","1176","1780","543.61","677.09","0","1780","392","614"
"1990","Employed","1115.23","1043","5668","307","665","1391","1934","3272","1097.64","1132.82","0","10226","1023","1023"
"1990","Not Employed","468.05","388.24","101","60","204","639","971","1534","393.51","542.59","0","1702","352","524"
"1991","Employed","1159.91","1074","5719","307","672","1483","2045","3432","1142.07","1177.75","0","8896","1023","1074"
"1991","Not Employed","586.23","511","140","82","210","869","1176","1763","512.53","659.93","0","2454","312","665"
"1992","Employed","1132.31","1023","8012","358","665","1432","1988","3426","1118.53","1146.09","0","8692","924","971"
"1992","Not Employed","593.47","562","133","145","256","818","1227","1943","521.91","665.03","0","1943","325","562"
"1993","Employed","1239.03","1125","7727","391","756","1534","2147","3835","1222.48","1255.58","0","20452","1023","1074"
"1993","Not Employed","560.5","473.31","191","102","247","818","1125","1585","506.12","614.88","0","2079","409","530"
"1994","Employed","1273.2","1176","7421","409","792","1552","2193","3886","1256.77","1289.63","0","12271","1074","1125"
"1994","Not Employed","599.48","538.09","161","124","286","841","1171","1698","532.11","666.85","0","2654","409","562"
"1995","Employed","1296.97","1176","7696","405","786","1585","2255","4141","1278.13","1315.81","0","25565","1120","1125"
"1995","Not Employed","581.28","487.76","189","118","281","844","1189","1534","521.57","640.99","0","1994","435","576"
"1996","Employed","1329.97","1227","7502","409","818","1636","2301","4121","1312.72","1347.22","26","14316","1125","1176"
"1996","Not Employed","646.32","510.07","155","235","302","869","1176","1891","579.56","713.08","20","2058","409","614"
"1997","Employed","1334.07","1227","7299","409","818","1687","2301","4090","1316.47","1351.67","19","15339","1125","1176"
"1997","Not Employed","650.32","614","131","256","312","878","1125","1585","585.47","715.17","82","1994","460","649"
"1998","Employed","1339.35","1227","8021","389","818","1687","2352","4090","1322.64","1356.06","0","7669","1133","1176"
"1998","Not Employed","630.78","460","137","164","287","920","1483","1885","544.87","716.69","0","2579","399","660"
"1999","Employed","1351.5","1227","7944","332","801","1687","2352","4423","1334.03","1368.97","0","10397","1130","1176"
"1999","Not Employed","634.76","582.49","145","56","240","920","1278","2199","554.73","714.79","0","2556","409","614"
"2000","Employed","1366.98","1274.89","13577","322","767","1738","2454","4550","1351.89","1382.07","0","12782","1227","1243"
"2000","Not Employed","610.84","465.52","266","153","256","869","1253","2502","549.14","672.54","0","2824","383","562"
"2001","Employed","1388.88","1278","12403","322","767","1790","2505","4550","1372.98","1404.78","0","12782","1241","1278"
"2001","Not Employed","615.9","483.76","229","135","307","869","1227","2301","556.64","675.16","0","2433","409","562"
"2002","Employed","1436.31","1300","13244","325","759","1800","2500","5000","1409.86","1462.76","0","80000","1314","1380"
"2002","Not Employed","771.84","603.23","260","82","288","1097","1800","2805","668.75","874.93","0","9000","350","600"
"2003","Employed","1457.57","1300","12521","325","776","1850","2500","5318","1433.31","1481.83","0","59000","1315","1393"
"2003","Not Employed","739.36","539.2","271","165","322","1032","1482","3050","651.82","826.9","0","5174","457","600"
"2004","Employed","1469.66","1300","12134","365","768","1892","2593","5205","1445.35","1493.97","0","30214","1341","1400"
"2004","Not Employed","892.17","700","270","112","320","1200","1750","4000","792.31","992.03","0","5000","480","750"
"2005","Employed","1482.5","1344","11500","357","760","1900","2625","5100","1458.73","1506.27","0","20000","1350","1400"
"2005","Not Employed","710.85","536.73","249","80","250","1000","1580","2700","606.2","815.5","0","6000","412","613"
"2006","Employed","1500","1350","12106","350","750","1900","2700","5200","1470.43","1529.57","0","84300","1350","1400"
"2006","Not Employed","849.33","601.96","281","90","227","1179","1800","4999","754.09","944.57","0","5100","481","800"
"2007","Employed","1512.52","1350","11481","383","778","1945","2740","5200","1488.36","1536.68","0","25000","1360","1400"
"2007","Not Employed","810.38","568.86","329","120","260","1200","1800","3400","722.81","897.95","0","4700","516","800"
"2008","Employed","1527.2","1380","10934","380","750","1970","2799","5837","1502.86","1551.54","0","22000","1369","1400"
"2008","Not Employed","820.95","596.49","254","52","179","1320","1850","2950","686.35","955.55","0","10000","400","707"
"2009","Employed","1553.85","1400","10242","380","770","2000","2800","5800","1527.86","1579.84","0","24399","1400","1440"
"2009","Not Employed","809.5","468.29","186","150","275","1100","1700","6000","675.58","943.42","0","6000","400","788"
"2010","Employed","1596.71","1400","13724","370","786","2000","2850","6100","1572.93","1620.49","0","30000","1400","1450"
"2010","Not Employed","911.4","710.86","389","112","300","1252","2000","2900","828.18","994.62","0","8500","430","700"
"2011","Employed","1636.14","1500","16556","400","850","2060","3000","5904","1614.81","1657.47","0","35000","1422","1500"
"2011","Not Employed","820.58","598.27","474","100","263","1300","1800","3100","754.42","886.74","0","4900","436","637"
"2012","Employed","1656.49","1500","16274","400","848","2100","3000","5500","1634.53","1678.45","0","36000","1450","1500"
"2012","Not Employed","991.76","900","493","65","280","1500","2100","3300","907.66","1075.86","0","12000","600","900"
"2013","Employed","1706.56","1500","15414","400","854","2200","3151","6000","1683.61","1729.51","0","37000","1480","1500"
"2013","Not Employed","1331.41","1200","3708","300","550","1800","2500","4900","1298.38","1364.44","0","18000","1100","1200"
"2014","Employed","1718.54","1550","16185","405","850","2200","3100","6000","1696.75","1740.33","0","25000","1500","1500"
"2014","Not Employed","1209.06","950","672","121","408","1700","2300","4698","1107.81","1310.31","0","25000","700","900"
"2015","Employed","1769.8","1600","15071","440","900","2265","3237","6000","1746.27","1793.33","0","30000","1500","1550"
"2015","Not Employed","1177.08","1000","1562","161","450","1700","2340","4300","1130.14","1224.02","0","7000","1090","1200"
"2016","Employed","1795.76","1600","14703","450","927","2300","3225","6200","1772.21","1819.31","0","32000","1500","1600"
"2016","Not Employed","715.56","450","1095","34","200","1050","1697","3580","675.4","755.72","0","7000","450","493"
"2017","Employed","1824.12","1650","16703","450","950","2300","3300","6200","1802.59","1845.65","0","36600","1592","1600"
"2017","Not Employed","811.63","450","1357","50","200","1180","1900","3700","773.73","849.53","0","7000","500","600"
"2018","Employed","1882.1","1700","16290","450","1000","2442","3400","6500","1860.03","1904.17","0","40000","1600","1600"
"2018","Not Employed","824.99","616.18","1345","100","200","1150","1800","3500","787.03","862.95","0","7000","600","693"
"2019","Employed","1976.02","1800","16989","450","1100","2500","3500","7000","1934.65","2017.39","0","2e+05","1750","1800"
