"year","e11102","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(0) in school","","","","","","","","","","","","","",""
"1984","Employed","(1a) inadequately completed","750.06","767","659","307","562","946","1074","1534","726.18","773.94","0","4090","767","818"
"1984","Employed","(1b) general elementary school","599.72","585.8","1377","189","281","869","1023","1483","581.5","617.94","0","2812","665","716"
"1984","Employed","(1c) basic vocational qualification","935.7","920","2695","358","690","1125","1432","2454","916.38","955.02","0","10737","895","920"
"1984","Employed","(2a) intermediate vocational","973.04","869","935","344","634","1227","1590","2812","934.27","1011.81","12","6135","848","920"
"1984","Employed","(2b) intermediate general qualification","439.34","286.36","217","153","221","665","920","1687","395.3","483.38","0","1962","256","321"
"1984","Employed","(2c_gen) general maturity certificate","498.31","327","144","179","226","716","1023","1873","436.31","560.31","0","1873","358","665"
"1984","Employed","(2c_voc) vocational maturity certificate","1131.09","1023","291","511","767","1432","1819","2812","1067.7","1194.48","51","5113","920","1023"
"1984","Employed","(3a) lower tertiary education","1473.61","1431.56","197","573","1023","1841","2301","3579","1372.61","1574.61","0","5113","1291","1534"
"1984","Employed","(3b) higher tertiary education","1572.24","1534","410","716","1046","2045","2556","3835","1498.58","1645.9","0","5157","1370","1539"
"1984","Not Employed","(0) in school","","","","","","","","","","","","","",""
"1984","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","Not Employed","(1b) general elementary school","334.35","302.56","48","102","153","515","614","716","273.09","395.61","0","741","205","460"
"1984","Not Employed","(1c) basic vocational qualification","533.34","515.98","49","102","239","788","920","1278","442.04","624.64","0","1278","281","639"
"1984","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1984","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1985","Employed","(0) in school","","","","","","","","","","","","","",""
"1985","Employed","(1a) inadequately completed","761.17","767","516","256","614","920","1088","1577","736.01","786.33","31","2555","767","823"
"1985","Employed","(1b) general elementary school","607.66","588","1227","192","266","869","1046","1738","585.95","629.37","0","6647","641","716"
"1985","Employed","(1c) basic vocational qualification","938.41","920","2418","404","665","1127","1457","2334","920.45","956.37","0","6647","920","920"
"1985","Employed","(2a) intermediate vocational","1024.04","906.32","896","389","659","1278","1687","2815","970.2","1077.88","0","17895","869","921"
"1985","Employed","(2b) intermediate general qualification","455.13","284.38","216","180","228","662","964","1406","411.25","499.01","0","1790","256","327"
"1985","Employed","(2c_gen) general maturity certificate","454.34","294.28","142","153","230","562","946","2045","390.83","517.85","51","2045","307","562"
"1985","Employed","(2c_voc) vocational maturity certificate","1028.15","948.27","275","256","717","1278","1749","2556","963.85","1092.45","0","4602","869","1012"
"1985","Employed","(3a) lower tertiary education","1492.15","1432","182","562","1023","1943","2379","3477","1389.7","1594.6","87","3594","1320","1534"
"1985","Employed","(3b) higher tertiary education","1558.75","1534","396","698","1023","2045","2556","4090","1483.72","1633.78","77","5113","1432","1585"
"1985","Not Employed","(0) in school","","","","","","","","","","","","","",""
"1985","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","Not Employed","(1b) general elementary school","316.7","219.6","49","0","116","511","772","946","238.08","395.32","0","971","206","487"
"1985","Not Employed","(1c) basic vocational qualification","475.49","409","48","148","199","685","869","1312","388.28","562.7","0","1312","316","614"
"1985","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1985","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1985","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
