"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","914.65","869","7162","244","537","1125","1542","2768","901.84","927.46","0","10737","843","869"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","919.29","869","6529","239","527","1152","1585","2710","905.11","933.47","0","17895","844","869"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","955.6","920","6309","256","562","1196","1647","2965","940.92","970.28","0","16361","869","910"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","968.06","920","6297","256","562","1227","1687","2817","953.87","982.25","0","7449","869","920"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","1004.14","938.56","5988","256","598","1278","1790","3068","989.15","1019.13","0","6647","920","920"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","1049.82","971","5880","276","638","1329","1790","3170","1033.83","1065.81","0","10226","946","971"
"1990","East Germany","476.2","460.67","3437","251","358","574","690","1125","469.56","482.84","12","2045","460","472"
"1990","West Germany","1105.26","1023","5769","303","639","1380","1917","3262","1087.82","1122.7","0","10226","1012","1023"
"1991","East Germany","590.21","562","2835","307","435","690","871","1636","579.86","600.56","0","2914","562","562"
"1991","West Germany","1148.04","1074","5892","307","665","1457","2006","3426","1130.47","1165.61","0","8896","1023","1074"
"1992","East Germany","756.93","716","2438","385","562","908","1125","1892","743.19","770.67","0","4090","716","734"
"1992","West Germany","1214.32","1125","5707","337","747","1534","2045","3579","1196.62","1232.02","0","8692","1074","1125"
"1993","East Germany","908.79","860.05","2273","432","660","1108","1372","2147","887.27","930.31","0","12578","844","875"
"1993","West Germany","1296.52","1176","5645","358","767","1636","2250","3992","1275.79","1317.25","0","20452","1125","1176"
"1994","East Germany","986.78","971","2218","435","716","1202","1483","2301","965.4","1008.16","0","9715","920","971"
"1994","West Germany","1323.71","1227","5364","396","818","1636","2301","4039","1302.88","1344.54","0","12271","1176","1196"
"1995","East Germany","1025.19","981.96","2213","435","716","1227","1534","2659","997.07","1053.31","0","20452","951","999"
"1995","West Germany","1339.47","1227","5672","358","780","1687","2352","4197","1316.39","1362.55","0","25565","1176","1211"
"1996","East Germany","1051.39","1023","2138","457","763","1278","1615","3068","1029.4","1073.38","36","8227","982","1023"
"1996","West Germany","1373.91","1278","5519","383","823","1728","2454","4244","1352.14","1395.68","20","14316","1202","1227"
"1997","East Germany","1064.16","1023","2077","435","767","1278","1636","2761","1038.33","1089.99","51","14316","993","1023"
"1997","West Germany","1379.3","1278","5353","383","818","1758","2454","4244","1357.59","1401.01","19","15339","1217","1237"
"1998","East Germany","1051.05","1023","2167","394","757","1278","1662","2812","1028.75","1073.35","0","6340","997","1023"
"1998","West Germany","1386.08","1278","5991","358","818","1759","2531","4331","1365.34","1406.82","0","7669","1227","1278"
"1999","East Germany","1057.11","1023","2175","396","767","1278","1637","2556","1034.86","1079.36","0","5429","994","1023"
"1999","West Germany","1398.48","1278","5914","322","767","1790","2505","4602","1376.57","1420.39","0","10397","1227","1278"
"2000","East Germany","1086.54","1023","3216","337","728","1341","1789","3323","1064.97","1108.11","0","6647","1023","1048"
"2000","West Germany","1407.42","1278","10629","322","767","1790","2556","4602","1389.31","1425.53","0","12782","1278","1304"
"2001","East Germany","1128.42","1048","2974","358","767","1432","1790","3221","1106.08","1150.76","0","6342","1023","1074"
"2001","West Germany","1426.29","1329","9658","322","767","1835","2556","4602","1407.07","1445.51","0","12782","1278","1329"
"2002","East Germany","1139.09","1073","2958","350","760","1448","1802","3393","1108.26","1169.92","0","12000","1100","1150"
"2002","West Germany","1478.85","1350","10546","325","721","1900","2600","5300","1446.79","1510.91","0","80000","1400","1450"
"2003","East Germany","1172.22","1100","2834","325","730","1500","1934","4000","1139.77","1204.67","0","10000","1100","1173"
"2003","West Germany","1488.96","1377.38","9958","325","737","1900","2620","5447","1459.89","1518.03","0","59000","1400","1450"
"2004","East Germany","1158.94","1100","2787","300","700","1500","1946","3633","1126.41","1191.47","0","11000","1100","1182"
"2004","West Germany","1511.19","1370","9617","360","750","1950","2700","5700","1482.01","1540.37","0","30214","1400","1500"
"2005","East Germany","1183.1","1100","2634","317","711","1514","2000","3600","1148.86","1217.34","0","12000","1100","1199"
"2005","West Germany","1519.36","1400","9115","350","730","1983","2790","5500","1491.03","1547.69","0","20000","1410","1500"
"2006","East Germany","1172.98","1100","2769","282","705","1500","2000","4000","1138.52","1207.44","0","13000","1106","1200"
"2006","West Germany","1545.7","1400","9618","350","720","2000","2800","5500","1509.82","1581.58","0","84300","1410","1500"
"2007","East Germany","1180.74","1100","2699","300","707","1500","2000","3800","1144.91","1216.57","0","13000","1100","1200"
"2007","West Germany","1554.03","1400","9111","380","749","2000","2850","5500","1525.43","1582.63","0","25000","1440","1500"
"2008","East Germany","1205.61","1156.18","2585","330","748","1550","2000","3550","1171.27","1239.95","0","10000","1160","1200"
"2008","West Germany","1571.17","1400","8603","366","703","2000","2900","5999","1541.87","1600.47","0","22000","1450","1500"
"2009","East Germany","1261.09","1166.94","2462","314","740","1620","2100","3900","1221.54","1300.64","0","20000","1198","1226"
"2009","West Germany","1598.63","1475.43","7966","380","748","2000","2940","6000","1567.52","1629.74","0","24399","1499","1500"
"2010","East Germany","1294.74","1200","3078","316","720","1700","2200","4400","1254.46","1335.02","0","20000","1173","1200"
"2010","West Germany","1643.17","1480","11035","370","780","2100","3000","6100","1615.68","1670.66","0","30000","1500","1500"
"2011","East Germany","1311.05","1200","3610","360","796","1700","2200","4200","1278.84","1343.26","0","13800","1200","1250"
"2011","West Germany","1683.75","1500","13420","400","850","2100","3100","6000","1658.79","1708.71","0","35000","1500","1500"
"2012","East Germany","1383.78","1257.06","3538","350","836","1763","2300","4500","1348.4","1419.16","0","21000","1200","1300"
"2012","West Germany","1692.89","1548.54","13229","398","802","2200","3100","5600","1667.39","1718.39","0","36000","1500","1500"
"2013","East Germany","1391.76","1270","3590","400","850","1780","2300","4600","1357.68","1425.84","0","18000","1220","1300"
"2013","West Germany","1722.08","1550","15532","400","800","2200","3200","6000","1699.19","1744.97","0","37000","1450","1500"
"2014","East Germany","1444.46","1300","3226","430","850","1854","2500","4681","1407.43","1481.49","0","19357","1300","1348"
"2014","West Germany","1753.74","1600","13631","400","800","2300","3200","6000","1728.85","1778.63","0","25000","1500","1519"
"2015","East Germany","1470.32","1300","3124","430","900","1868","2500","4900","1433.88","1506.76","0","18000","1300","1380"
"2015","West Germany","1795.34","1600","13509","416","850","2300","3300","6000","1769.81","1820.87","0","30000","1500","1550"
"2016","East Germany","1527.93","1400","3031","450","945","1900","2590","5000","1488.22","1567.64","0","20800","1310","1400"
"2016","West Germany","1807.57","1650","12770","420","850","2300","3300","6300","1781.38","1833.76","0","32000","1500","1500"
"2017","East Germany","1541.44","1400","3468","450","1000","1958","2530","5000","1505.18","1577.7","0","17000","1400","1449"
"2017","West Germany","1836.58","1670","14592","430","880","2400","3400","6294","1812.73","1860.43","0","36600","1500","1570"
"2018","East Germany","1606.32","1500","3439","450","1000","2005","2800","5000","1569.52","1643.12","0","18400","1400","1500"
"2018","West Germany","1897.35","1700","14196","442","922","2500","3500","6840","1872.89","1921.81","0","40000","1500","1600"
"2019","East Germany","1689.5","1600","3620","461","1100","2100","2855","5150","1639.19","1739.81","0","23000","1600","1684"
"2019","West Germany","2033.83","1800","14758","450","1000","2520","3512","7000","1803.32","2264.34","0","1700000","1700","1740"
