"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","531.03","483.54","497","179","246","736","936","1771","501.19","560.87","0","2458","460","562"
"1985","Rural Area","Male","1089.18","975.43","796","409","767","1278","1713","2812","1031.64","1146.72","0","17895","946","1012"
"1985","Urban Area","Female","614.93","602","2017","197","327","842","1024","1646","600.21","629.65","0","2556","562","614"
"1985","Urban Area","Male","1147.08","1023","3219","511","818","1380","1892","3183","1127.7","1166.46","0","6647","987","1023"
"1986","Rural Area","Female","551.83","511","495","174","245","741","1023","1718","520.65","583.01","0","2608","497","537"
"1986","Rural Area","Male","1065.02","1023","775","307","767","1329","1738","2556","1029.12","1100.92","0","3579","971","1023"
"1986","Urban Area","Female","656.92","614","1939","205","353","869","1075","1841","639.69","674.15","0","7669","588","614"
"1986","Urban Area","Male","1199.61","1074","3100","562","869","1432","1994","3325","1176.88","1222.34","0","16361","1023","1023"
"1987","Rural Area","Female","551.89","509.97","526","184","266","767","971","1673","522.33","581.45","0","2556","465","562"
"1987","Rural Area","Male","1102.3","1023","776","368","818","1380","1790","2626","1063.55","1141.05","0","5113","1000","1023"
"1987","Urban Area","Female","662.65","629.5","1931","210","358","869","1107","2045","646.58","678.72","0","3323","614","639"
"1987","Urban Area","Male","1216.56","1099","3064","542","869","1432","2045","3247","1195.12","1238","31","7449","1023","1074"
"1988","Rural Area","Female","549.28","511","489","169","256","767","1023","1733","518.54","580.02","0","1968","486","562"
"1988","Rural Area","Male","1138.88","1074","712","435","868","1432","1831","2812","1099.31","1178.45","0","3579","1023","1076"
"1988","Urban Area","Female","698.91","665","1870","205","358","920","1156","2147","679.84","717.98","0","6647","614","665"
"1988","Urban Area","Male","1260.95","1125","2917","614","920","1534","2045","3426","1238.86","1283.04","0","6647","1074","1112"
"1989","Rural Area","Female","619.82","585.09","468","205","317","818","1058","1790","585.84","653.8","0","3835","532","614"
"1989","Rural Area","Male","1192.86","1125","691","516","902","1432","1892","3068","1152.56","1233.16","0","4090","1074","1125"
"1989","Urban Area","Female","725.55","716","1875","220","383","971","1227","2114","707.05","744.05","0","3886","661","714"
"1989","Urban Area","Male","1314.02","1176","2846","665","946","1534","2131","3906","1289.35","1338.69","0","10226","1125","1149"
"1990","Rural Area","Female","515.63","437.04","1497","199","307","654","920","1585","501.99","529.27","0","2045","406","429"
"1990","Rural Area","Male","933.33","777","1836","363","500","1227","1738","2812","910.11","956.55","0","5113","596","633"
"1990","Urban Area","Female","718.9","639","2428","232","383","971","1278","2045","700.33","737.47","0","8181","562","603"
"1990","Urban Area","Male","1290.72","1176","3376","470","869","1585","2147","3646","1266.61","1314.83","0","10226","1074","1125"
"1991","Rural Area","Female","569.73","511","1307","215","332","716","995","1636","553.4","586.06","0","2587","496","511"
"1991","Rural Area","Male","1032.27","920","1702","409","588","1329","1790","3068","1006.79","1057.75","0","5113","733","798"
"1991","Urban Area","Female","759.59","699.79","2387","241","419","1023","1329","2250","742.51","776.67","0","6647","614","665"
"1991","Urban Area","Male","1376.11","1278","3269","537","920","1687","2301","4091","1351.04","1401.18","0","8896","1176","1227"
"1992","Rural Area","Female","683.86","638.79","1136","251","409","869","1125","2039","664.27","703.45","39","2806","614","665"
"1992","Rural Area","Male","1163.86","1074","1533","511","748","1483","1943","3068","1136.77","1190.95","0","5113","920","1007"
"1992","Urban Area","Female","828.25","767.93","2270","256","483","1074","1381","2301","810.14","846.36","0","6135","716","767"
"1992","Urban Area","Male","1454.46","1329","3125","644","1023","1790","2403","4064","1429.76","1479.16","0","8692","1265","1278"
"1993","Rural Area","Female","755.58","740.73","1128","256","437","1022","1227","1899","733.1","778.06","0","2912","716","767"
"1993","Rural Area","Male","1280.16","1150","1481","531","844","1552","2144","3579","1244.13","1316.19","0","12578","1048","1125"
