"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","direct migration background","896.85","818","322","358","562","1023","1236","6135","843.73","949.97","102","6135","767","844"
"1984","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","no migration background","933.79","869","1053","383","665","1125","1534","2710","903.62","963.96","0","6135","869","910"
"1984","1-pers.-HH","direct migration background","858.43","818","182","562","690","1023","1176","1790","818.7","898.16","153","2045","818","920"
"1984","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1984","1-pers.-HH","no migration background","936.34","869","444","343","665","1074","1432","3068","872.22","1000.46","31","10737","861","920"
"1984","Couple + C. GT 16 ","direct migration background","801.83","818","323","264","486","1012","1278","2208","760.77","842.89","51","3068","741","818"
"1984","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1984","Couple + C. GT 16 ","no migration background","832.95","767","901","217","403","1074","1534","2737","796.32","869.58","0","3867","716","818"
"1984","Couple + C. LE 16","direct migration background","957.47","920","807","378","677","1125","1534","2812","923.21","991.73","0","9715","869","920"
"1984","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","no migration background","1081.45","1023","1265","291","716","1380","1806","3068","1045.38","1117.52","0","5624","971","1023"
"1984","Couple + C. LE and GT 16","direct migration background","725.22","716","420","205","409","971","1176","2160","692.1","758.34","0","2160","716","767"
"1984","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"1984","Couple + C. LE and GT 16","no migration background","855.98","756.51","643","199","307","1217","1636","2812","804.62","907.34","0","6135","665","837"
"1984","Single parent","direct migration background","774.25","719.06","88","445","562","920","1028","2352","713.38","835.12","205","2352","665","767"
"1984","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1984","Single parent","no migration background","757.16","743.91","231","205","460","971","1298","2045","700.31","814.01","0","2199","697","772"
"1985","(Married) couple without C.","direct migration background","861.89","808.07","280","394","562","1023","1278","2556","798.66","925.12","153","6647","767","869"
"1985","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","no migration background","956.55","895","975","384","665","1125","1534","2556","926.19","986.91","0","4090","869","920"
"1985","1-pers.-HH","direct migration background","889.89","869","152","511","699","1048","1178","1866","842.31","937.47","0","2045","818","895"
"1985","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1985","1-pers.-HH","no migration background","890.62","869","420","271","665","1074","1329","2556","845.7","935.54","0","4090","869","920"
"1985","Couple + C. GT 16 ","direct migration background","741.93","767","286","205","486","971","1109","2066","703.02","780.84","0","2366","726","818"
"1985","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","no migration background","868.46","767","970","216","398","1076","1598","3068","817.31","919.61","0","17895","716","791"
"1985","Couple + C. LE 16","direct migration background","963.45","920","665","409","695","1176","1534","2599","934.43","992.47","72","2608","895","920"
"1985","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","no migration background","1085.29","1023","1152","245","614","1403","1907","3579","1044.79","1125.79","0","6647","971","1048"
"1985","Couple + C. LE and GT 16","direct migration background","796.11","792","384","215","460","1023","1320","2173","759.29","832.93","37","2173","767","844"
"1985","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE and GT 16","no migration background","862.26","716","512","199","297","1176","1738","2888","804.32","920.2","0","4397","665","869"
"1985","Single parent","direct migration background","705.13","687.71","80","256","602","869","964","1278","643.15","767.11","135","2045","665","767"
"1985","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1985","Single parent","no migration background","736.84","716","228","194","383","971","1278","1841","680.27","793.41","26","2556","665","792"
"1986","(Married) couple without C.","direct migration background","853.74","818","265","320","537","1023","1278","2914","797.43","910.05","0","5113","767","869"
"1986","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","no migration background","987.03","920","1008","383","668","1175","1534","3068","952.7","1021.36","61","7669","885","930"
"1986","1-pers.-HH","direct migration background","924.6","869","137","537","741","1023","1481","2045","875.82","973.38","92","2045","818","920"
"1986","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
