"year","e11102","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","college entrance qualification","1334.82","1278","770","358","818","1790","2199","3579","1281.27","1388.37","0","5157","1176","1278"
"1984","Employed","lower secondary degree","845.71","865.69","3211","251","511","1074","1357","2162","828.62","862.8","0","10737","818","869"
"1984","Employed","no degree/no degree yet","745.36","767","663","256","562","936","1074","1534","721.51","769.21","0","4090","767","818"
"1984","Employed","Other degree","888","869","1076","486","690","1023","1278","2055","861.81","914.19","0","9715","869","890"
"1984","Employed","secondary school degree","902.97","818","1208","224","486","1161","1622","2862","867.52","938.42","0","6135","767","843"
"1984","Not Employed","college entrance qualification","590.19","491","41","148","284","716","1023","2350","444.7","735.68","0","2350","435","652"
"1984","Not Employed","lower secondary degree","444.69","440.39","87","102","199","639","869","1278","385.68","503.7","0","1278","239","497"
"1984","Not Employed","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Not Employed","Other degree","","","","","","","","","","","","","",""
"1984","Not Employed","secondary school degree","","","","","","","","","","","","","",""
"1985","Employed","college entrance qualification","1276.76","1176","765","256","741","1790","2250","3579","1222.44","1331.08","0","4602","1125","1278"
"1985","Employed","lower secondary degree","849.44","862.78","2917","245","511","1074","1380","2103","832.4","866.48","0","6647","818","869"
"1985","Employed","no degree/no degree yet","742.16","767","520","242","588","920","1074","1577","716.71","767.61","31","2555","767","818"
"1985","Employed","Other degree","876.93","869","904","460","665","1023","1253","2301","851.01","902.85","0","6647","869","910"
"1985","Employed","secondary school degree","944.89","844","1164","243","511","1207","1687","3068","898.86","990.92","0","17895","818","869"
"1985","Not Employed","college entrance qualification","452.29","294.47","34","72","205","614","969","2555","281.12","623.46","31","2555","231","614"
"1985","Not Employed","lower secondary degree","389.77","316.68","82","51","157","629","818","1312","326.71","452.83","0","1312","225","460"
"1985","Not Employed","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Not Employed","Other degree","","","","","","","","","","","","","",""
"1985","Not Employed","secondary school degree","500.56","354.33","31","147","205","680","956","1585","350.47","650.65","41","1585","220","614"
"1986","Employed","college entrance qualification","1352.25","1278","781","322","777","1841","2301","3579","1296.73","1407.77","0","5624","1176","1329"
"1986","Employed","lower secondary degree","879.85","869","2806","256","537","1116","1432","2301","859.51","900.19","0","16361","844","869"
"1986","Employed","no degree/no degree yet","777.83","818","475","371","562","971","1125","1611","749.67","805.99","31","2556","818","869"
"1986","Employed","Other degree","907.62","895","865","373","690","1073","1329","2601","881.96","933.28","0","5113","895","920"
"1986","Employed","secondary school degree","955.96","869","1142","245","529","1227","1687","3131","917.89","994.03","0","7669","823","920"
"1986","Not Employed","college entrance qualification","","","","","","","","","","","","","",""
"1986","Not Employed","lower secondary degree","399.16","302.79","71","102","199","588","818","1074","330.31","468.01","0","1278","236","460"
