"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1987","indirect migration background","Male","909.19","869","50","271","716","1074","1483","1636","757.52","1060.86","143","3359","303","818"
"1987","no migration background","Female","639.64","614","1763","205","317","869","1088","2032","621.77","657.51","0","3323","562","614"
"1987","no migration background","Male","1208.97","1099","2569","491","869","1478","2045","3135","1183.44","1234.5","0","7449","1074","1125"
"1988","direct migration background","Female","683.42","614","621","205","332","818","1063","6647","651.92","714.92","0","6647","614","665"
"1988","direct migration background","Male","1114.31","1023","1126","716","869","1278","1636","2556","1092.64","1135.98","61","3284","1023","1023"
"1988","indirect migration background","Female","512.66","460","53","133","296","782","818","1023","439.44","585.88","0","1023","358","613"
"1988","indirect migration background","Male","830.06","869","68","210","470","1074","1326","1636","706.39","953.73","103","3474","383","767"
"1988","no migration background","Female","664.9","639","1685","199","312","920","1125","2045","645.1","684.7","0","4090","576","639"
"1988","no migration background","Male","1252.27","1125","2435","514","920","1534","2045","3323","1226.01","1278.53","0","6647","1125","1176"
"1989","direct migration background","Female","667.96","665","605","225","399","869","1102","1738","644.07","691.85","0","1790","614","690"
"1989","direct migration background","Male","1191.71","1118.98","1094","798","920","1329","1738","2812","1167.23","1216.19","0","5113","1023","1074"
"1989","indirect migration background","Female","630.07","463.34","66","267","358","782","1329","1534","550.36","709.78","128","1534","388","665"
"1989","indirect migration background","Male","869.96","869","71","256","496","1125","1534","2301","738.14","1001.78","0","3471","527","895"
"1989","no migration background","Female","708.12","665","1672","215","358","954","1218","2096","687.18","729.06","0","3886","614","690"
"1989","no migration background","Male","1303.14","1176","2372","614","921","1534","2096","3732","1274.14","1332.14","0","10226","1173","1207"
"1990","direct migration background","Female","684.78","665","642","256","409","869","1109","1979","647.43","722.13","0","8181","614","690"
"1990","direct migration background","Male","1199.29","1125","1114","562","920","1401","1838","2710","1172.48","1226.1","0","6647","1074","1125"
"1990","indirect migration background","Female","514.81","431.82","79","118","240","818","971","1227","447.68","581.94","0","1278","382","614"
"1990","indirect migration background","Male","828.24","767","89","235","286","1176","1478","1943","690.4","966.08","133","5113","512","895"
"1990","no migration background","Female","650.17","543","3240","222","341","895","1193","1966","636.47","663.87","0","6639","450","475"
"1990","no migration background","Male","1177.65","1074","4042","409","614","1534","2045","3579","1155.4","1199.9","12","10226","818","895"
"1991","direct migration background","Female","688.11","665","651","245","409","920","1150","1551","663","713.22","0","2025","665","741"
"1991","direct migration background","Male","1276.98","1202.94","1096","614","946","1483","2035","3323","1248.33","1305.63","28","6902","1135","1176"
"1991","indirect migration background","Female","565.1","485.2","100","245","317","818","1023","1176","495.06","635.14","51","2556","383","665"
"1991","indirect migration background","Male","811.34","687.1","114","274","307","1176","1534","2403","701.77","920.91","26","4090","460","818"
"1991","no migration background","Female","703.69","614","2972","240","383","946","1278","2147","689.07","718.31","0","6647","537","562"
"1991","no migration background","Male","1269.21","1176","3794","466","724","1597","2147","3579","1245.6","1292.82","0","8896","1023","1048"
"1992","direct migration background","Female","750.45","741","589","281","460","971","1206","1943","723.17","777.73","0","2072","716","798"
"1992","direct migration background","Male","1342.98","1278","1034","716","1023","1534","2045","3579","1312.79","1373.17","61","6391","1227","1278"
"1992","indirect migration background","Female","538.65","439.13","113","215","307","767","936","1150","470.2","607.1","0","2556","409","690"
"1992","indirect migration background","Male","919.79","846.64","123","307","369","1278","1738","2301","807.24","1032.34","77","4090","716","971"
"1992","no migration background","Female","794.52","739.35","2740","256","460","1023","1364","2275","778.58","810.46","0","6135","672","716"
"1992","no migration background","Male","1373.75","1278","3546","588","920","1687","2301","3732","1350.31","1397.19","0","8692","1125","1176"
"1993","direct migration background","Female","801.59","818","578","266","511","1023","1232","1851","772.03","831.15","0","2301","750","818"
"1993","direct migration background","Male","1472.08","1329","953","894","1074","1636","2352","4397","1437.81","1506.35","77","6135","1278","1309"
"1993","indirect migration background","Female","608.28","460","131","256","358","869","1023","1227","545.7","670.86","0","2556","447","762"
"1993","indirect migration background","Male","841.53","767","158","298","383","1227","1585","2301","751.01","932.05","163","4090","562","971"
"1993","no migration background","Female","862.27","818","2678","256","491","1125","1483","2454","843.91","880.63","0","8835","767","818"
"1993","no migration background","Male","1509.31","1355","3420","665","1023","1841","2505","4167","1479.89","1538.73","0","20452","1227","1278"
"1994","direct migration background","Female","815.97","818","525","266","472","1074","1329","2096","783.28","848.66","0","3190","767","869"
"1994","direct migration background","Male","1519.18","1329","844","920","1125","1687","2258","4617","1475.51","1562.85","0","12271","1278","1329"
"1994","indirect migration background","Female","664.05","511","135","266","358","920","1176","1841","603.2","724.9","51","2045","506","665"
"1994","indirect migration background","Male","921.17","920","159","286","409","1278","1534","2556","825.47","1016.87","110","4090","869","1074"
"1994","no migration background","Female","901.12","869","2593","271","511","1176","1483","2556","881.15","921.09","0","9715","818","869"
"1994","no migration background","Male","1542.45","1380","3326","716","1056","1891","2556","4193","1515.35","1569.55","0","10226","1278","1329"
"1995","direct migration background","Female","803.36","799.14","598","281","460","1074","1286","2045","768.42","838.3","0","5113","726","818"
"1995","direct migration background","Male","1517.88","1329","964","780","1074","1687","2429","4868","1445.87","1589.89","0","25565","1314","1355"
"1995","indirect migration background","Female","643.84","600.86","143","256","339","920","1150","1534","581.84","705.84","0","2045","562","767"
"1995","indirect migration background","Male","872.3","767","169","307","432","1244","1534","2965","770.36","974.24","118","4602","731","1079"
"1995","no migration background","Female","903.54","869","2646","286","511","1176","1515","2556","883.24","923.84","0","9715","818","869"
"1995","no migration background","Male","1581.96","1432","3365","695","1074","1943","2608","4442","1552.04","1611.88","0","20452","1319","1368"
"1996","direct migration background","Female","820.76","813.87","566","297","459","1095","1380","2091","782.1","859.42","36","5113","716","844"
"1996","direct migration background","Male","1499.36","1380","872","805","1125","1636","2250","5113","1461.76","1536.96","20","5113","1329","1406"
"1996","indirect migration background","Female","680.49","598.21","145","256","368","971","1176","1329","617.18","743.8","26","2199","562","889"
"1996","indirect migration background","Male","1117.88","818","175","312","409","1380","2056","8692","986.68","1249.08","51","8692","849","1125"
"1996","no migration background","Female","945.53","921","2604","297","511","1227","1571","2633","925.05","966.01","44","7669","869","920"
"1996","no migration background","Male","1623.08","1457","3295","767","1101","1976","2659","4346","1593.77","1652.39","61","14316","1348","1406"
"1997","direct migration background","Female","834.95","818","507","297","490","1074","1355","2403","792.73","877.17","56","5113","741","869"
"1997","direct migration background","Male","1562.41","1380","820","882","1125","1738","2556","4960","1523.95","1600.87","193","5624","1355","1432"
"1997","indirect migration background","Female","647.21","510.49","161","282","386","920","1074","1406","592.36","702.06","46","1636","486","767"
"1997","indirect migration background","Male","1101.34","1013.92","193","307","409","1534","1790","7506","997.77","1204.91","19","7506","971","1125"
"1997","no migration background","Female","949.94","920","2552","302","511","1228","1574","2767","929.35","970.53","24","5624","890","933"
"1997","no migration background","Male","1629.27","1483","3197","746","1074","1994","2710","4602","1599","1659.54","61","15339","1380","1432"
"1998","direct migration background","Female","853.31","844","494","307","483","1099","1432","2199","808.86","897.76","0","5113","763","869"
"1998","direct migration background","Male","1588.93","1432","790","781","1125","1738","2556","5113","1541.76","1636.1","0","7669","1380","1432"
"1998","indirect migration background","Female","729.98","756.32","167","291","400","1023","1176","1699","668.21","791.75","51","2301","562","866"
"1998","indirect migration background","Male","1090.4","1074","191","307","424","1585","1790","6135","984.8","1196","0","6135","997","1191"
"1998","no migration background","Female","965.1","966.37","2872","312","521","1278","1585","2611","945.36","984.84","0","6340","910","956"
"1998","no migration background","Male","1615","1483","3644","614","1068","2020","2710","4602","1587.79","1642.21","0","7158","1380","1432"
"1999","direct migration background","Female","854.57","869","464","302","507","1125","1389","2301","810.65","898.49","23","4602","716","854"
"1999","direct migration background","Male","1721.18","1432","728","818","1125","1841","2812","10226","1665.11","1777.25","0","10397","1380","1470"
"1999","indirect migration background","Female","807.62","844","168","317","446","1023","1309","1636","746.58","868.66","61","2096","665","920"
"1999","indirect migration background","Male","994.63","928.18","213","259","383","1380","1841","2761","905.47","1083.79","97","3579","920","1125"
"1999","no migration background","Female","955.32","920","2928","281","494","1278","1636","2659","934.89","975.75","0","6819","874","920"
"1999","no migration background","Male","1642.94","1483","3588","619","1074","2045","2761","4704","1614.5","1671.38","0","10226","1380","1432"
"2000","direct migration background","Female","893.61","854","751","307","409","1125","1506","3068","849.87","937.35","0","6653","767","869"
"2000","direct migration background","Male","1547.79","1432","1058","716","1125","1790","2556","4596","1501","1594.58","0","8181","1432","1483"
"2000","indirect migration background","Female","820.9","858.41","218","220","460","1074","1329","2045","761.89","879.91","0","2556","742","971"
"2000","indirect migration background","Male","1122.13","1125","280","315","455","1534","1943","3528","1037.09","1207.17","26","5113","1023","1227"
"2000","no migration background","Female","936.88","877.29","5171","281","461","1278","1636","2710","920.47","953.29","0","8478","859","896"
"2000","no migration background","Male","1708.08","1534","6367","685","1125","2045","2863","5113","1683.78","1732.38","0","12782","1534","1534"
"2001","direct migration background","Female","884.65","818","689","314","399","1176","1534","2863","842.31","926.99","0","5113","767","869"
"2001","direct migration background","Male","1565.74","1483","938","521","1125","1790","2659","5113","1513.19","1618.29","0","8308","1483","1534"
"2001","indirect migration background","Female","891.81","847.58","202","312","486","1176","1498","2659","822.04","961.58","26","3579","722","920"
"2001","indirect migration background","Male","1327.38","1278","265","322","501","1790","2301","4550","1223.92","1430.84","0","6647","1125","1329"
"2001","no migration background","Female","975.49","920","4811","296","486","1329","1713","2925","958.48","992.5","0","5726","869","920"
"2001","no migration background","Male","1727.55","1555","5727","661","1140","2096","2914","5113","1701.65","1753.45","0","12782","1534","1585"
"2002","direct migration background","Female","878.99","800","661","290","325","1200","1530","3500","823.52","934.46","0","7000","767","900"
"2002","direct migration background","Male","1529.85","1500","883","570","1093","1800","2304.42","5000","1439.86","1619.84","0","25000","1500","1600"
"2002","indirect migration background","Female","915.68","884.42","219","275","439","1227","1600","3100","835.05","996.31","0","4000","730","1000"
"2002","indirect migration background","Male","1348.06","1234.54","259","310","460","1780","2300","4500","1191.95","1504.17","0","15000","1200","1500"
"2002","no migration background","Female","1005.97","920","5285","300","457","1395","1800","3034","969.26","1042.68","0","80000","931","1000"
"2002","no migration background","Male","1815.46","1600","6197","665","1155","2200","3000","6005","1774.44","1856.48","0","50000","1700","1780"
"2003","direct migration background","Female","875.8","800","630","300","373","1200","1500","3700","822.28","929.32","0","5793","760","900"
"2003","direct migration background","Male","1582.2","1500","781","500","1100","1850","2500","5100","1509.65","1654.75","0","12500","1500","1600"
"2003","indirect migration background","Female","878.65","800","229","250","400","1200","1633","2800","791.48","965.82","57","5600","663","900"
"2003","indirect migration background","Male","1354.92","1300","253","300","550","1800","2200","4199","1150.57","1559.27","0","20000","1230","1500"
"2003","no migration background","Female","1025.97","940","5055","299","480","1400","1800","3250","1002.36","1049.58","0","20000","948","1000"
"2003","no migration background","Male","1832.88","1617.62","5844","613","1200","2200","3000","6000","1790.7","1875.06","0","59000","1700","1788"
"2004","direct migration background","Female","916.19","878.37","591","300","400","1200","1600","2845","861.63","970.75","0","5930","800","904"
"2004","direct migration background","Male","1615.46","1500","746","563","1134","1903","2500","5300","1540.22","1690.7","0","9000","1600","1650"
"2004","indirect migration background","Female","876.67","700","223","313","409","1230","1500","2900","789.42","963.92","67","6000","667","990"
"2004","indirect migration background","Male","1262.34","1200","256","310","530","1800","2100","4000","1142.91","1381.77","16","6500","1200","1500"
"2004","no migration background","Female","1023.25","950","4952","299","476","1400","1800","3200","997.85","1048.65","0","30214","950","1000"
"2004","no migration background","Male","1870.8","1700","5636","600","1200","2300","3133","6200","1828.93","1912.67","0","30000","1750","1800"
"2005","direct migration background","Female","900.08","810.66","570","260","400","1200","1540","3150","845.03","955.13","0","5986","723","881"
"2005","direct migration background","Male","1612.92","1560","666","400","1150","1950","2500","5628","1528.91","1696.93","0","10000","1600","1700"
"2005","indirect migration background","Female","920.9","650","222","285","410","1300","1730","2700","830.99","1010.81","50","5500","635","936"
"2005","indirect migration background","Male","1325.83","1250","257","310","621","1839","2200","3500","1202.63","1449.03","0","6900","1275","1548"
"2005","no migration background","Female","1066.65","950","4736","290","474","1464","1960","3500","1042.19","1091.11","0","12000","950","1000"
"2005","no migration background","Male","1863.69","1700","5298","570","1200","2298","3100","6000","1822.82","1904.56","0","20000","1761","1800"
"2006","direct migration background","Female","904.53","813","580","250","400","1270","1550","4000","847.68","961.38","0","5451","710","900"
"2006","direct migration background","Male","1673.56","1600","678","400","1120","1950","2800","6000","1590.73","1756.39","0","10000","1600","1700"
"2006","indirect migration background","Female","935.42","801.52","237","270","430","1300","1660","3586","837.14","1033.7","0","7000","680","955"
"2006","indirect migration background","Male","1340.18","1300","254","323","800","1850","2253","3500","1222.39","1457.97","80","7043","1230","1560"
"2006","no migration background","Female","1073.36","960","5049","300","480","1500","1950","3625","1049.96","1096.76","0","13000","950","1000"
"2006","no migration background","Male","1884.51","1700","5589","530","1200","2300","3200","6500","1828.38","1940.64","0","84300","1765","1800"
"2007","direct migration background","Female","861.76","775.65","516","280","400","1200","1500","2700","805.87","917.65","0","4600","720","850"
"2007","direct migration background","Male","1721.52","1600","596","500","1159","2000","2800","5400","1625.21","1817.83","0","12000","1600","1750"
"2007","indirect migration background","Female","918.4","800","245","280","400","1300","1600","2300","826.62","1010.18","0","6500","780","1040"
"2007","indirect migration background","Male","1411.07","1325.3","264","309","700","1980","2500","3750","1273.35","1548.79","68","10000","1300","1600"
"2007","no migration background","Female","1085.63","990","4847","300","500","1500","1986","3964","1062.09","1109.17","0","12000","970","1000"
"2007","no migration background","Male","1893.67","1700","5342","550","1200","2300","3201","6052","1852.21","1935.13","0","25000","1770","1800"
"2008","direct migration background","Female","841.74","705.2","502","200","390","1240","1500","2450","784.22","899.26","0","6000","700","850"
"2008","direct migration background","Male","1784.47","1600","538","582","1200","2027","2900","5915","1680.05","1888.89","0","11877","1654","1787"
"2008","indirect migration background","Female","932.01","780","239","250","400","1300","1800","2830","838.04","1025.98","0","6000","700","1000"
"2008","indirect migration background","Male","1426.56","1400","269","360","662","1980","2300","3700","1305.87","1547.25","0","6643","1300","1600"
"2008","no migration background","Female","1100.16","1000","4627","300","507","1500","2000","3800","1075.86","1124.46","0","12300","997","1025"
"2008","no migration background","Male","1927.18","1700","5013","533","1200","2400","3300","7000","1885.08","1969.28","0","22000","1800","1800"
"2009","direct migration background","Female","852.49","678.44","451","240","391","1280","1576","2670","789.42","915.56","0","5000","700","900"
"2009","direct migration background","Male","1822.03","1659.62","448","460","1200","2100","3300","5700","1705.76","1938.3","146","12975","1640","1800"
"2009","indirect migration background","Female","1032.7","913.7","222","310","400","1400","1800","6851","907.03","1158.37","0","8000","750","1050"
"2009","indirect migration background","Male","1495.59","1500","244","390","670","2000","2500","4002","1357.73","1633.45","0","7355","1300","1650"
"2009","no migration background","Female","1152","1030","4394","311","529","1580","2052","4000","1124.38","1179.62","0","20000","1000","1071"
"2009","no migration background","Male","1952.15","1750","4669","560","1200","2400","3300","6898","1907.74","1996.56","0","24399","1800","1851"
"2010","direct migration background","Female","868","705.42","620","250","400","1200","1700","2800","807.33","928.67","0","9000","630","800"
"2010","direct migration background","Male","1946.6","1700","879","432","1200","2200","3000","8100","1850.61","2042.59","0","24385","1600","1700"
"2010","indirect migration background","Female","1015.37","898.08","303","250","400","1370","1953","2800","924.06","1106.68","0","7000","700","1000"
"2010","indirect migration background","Male","1532.9","1473.72","374","319","650","2000","2700","4328","1402.73","1663.07","0","11692","1600","1800"
"2010","no migration background","Female","1226.46","1093.39","5797","312","568","1630","2142","4500","1201.46","1251.46","0","20000","970","1000"
"2010","no migration background","Male","1966.43","1800","6140","517","1200","2400","3400","6500","1925.78","2007.08","0","30000","1850","1900"
"2011","direct migration background","Female","963.45","867.57","828","300","400","1365","1753","3100","913.21","1013.69","0","8000","740","850"
"2011","direct migration background","Male","1927.97","1800","961","600","1250","2200","3300","5952","1848.56","2007.38","0","16800","1700","1800"
"2011","indirect migration background","Female","1100.83","1047.17","410","300","480","1419","1901","3900","1007.22","1194.44","0","12000","720","1000"
"2011","indirect migration background","Male","1619.48","1500","426","400","730","2119","3100","5000","1494.15","1744.81","0","13000","1612","1800"
"2011","no migration background","Female","1225.82","1100","7263","345","600","1700","2169","4000","1205.97","1245.67","0","10000","1000","1050"
"2011","no migration background","Male","2023.91","1800","7142","600","1244","2500","3500","7000","1985.25","2062.57","0","35000","1900","2000"
"2012","direct migration background","Female","978.7","846","848","300","400","1300","1800","3000","907.31","1050.09","0","24000","760","875"
"2012","direct migration background","Male","1900.21","1800","944","600","1250","2300","3100","5601","1799.61","2000.81","0","30000","1750","1800"
"2012","indirect migration background","Female","1112.14","961.43","412","330","450","1540","2100","2995","1023.11","1201.17","0","10000","772","1000"
"2012","indirect migration background","Male","1714.53","1520.86","443","400","1000","2200","3100","4800","1595.48","1833.58","0","10000","1600","1800"
"2012","no migration background","Female","1267.99","1150","7211","350","600","1700","2261","4139","1246.7","1289.28","0","21000","1000","1080"
"2012","no migration background","Male","2043.07","1850","6909","503","1250","2500","3500","6500","2003.81","2082.33","0","36000","1900","2000"
"2013","direct migration background","Female","994.54","824","1970","300","420","1380","1900","3647","961.6","1027.48","0","11500","750","800"
"2013","direct migration background","Male","1826.53","1700","2081","600","1200","2150","3000","6100","1778.99","1874.07","0","13000","1600","1700"
"2013","indirect migration background","Female","1151.76","1000","660","301","490","1600","2160","3799","1078.37","1225.15","0","11025","784","980"
"2013","indirect migration background","Male","1748.51","1600","747","400","800","2300","3095","6997","1645.39","1851.63","0","18000","1500","1700"
"2013","no migration background","Female","1287.58","1180","7038","354","620","1710","2300","4300","1265.99","1309.17","0","18000","1050","1100"
"2013","no migration background","Male","2102.23","1866.62","6626","535","1250","2600","3650","7000","2060.17","2144.29","0","37000","1950","2000"
"2014","direct migration background","Female","1003.14","811.92","1567","300","450","1350","1942","3500","966.19","1040.09","0","7000","796","848"
"2014","direct migration background","Male","1909.7","1780","1674","500","1200","2300","3050","7000","1851.11","1968.29","0","15000","1699","1780"
"2014","indirect migration background","Female","1087.94","876.33","603","250","450","1500","2000","3400","994.3","1181.58","0","20000","800","940"
"2014","indirect migration background","Male","1883.86","1700","601","450","900","2500","3400","7000","1754.7","2013.02","0","19800","1600","1800"
"2014","no migration background","Female","1329.54","1200","6382","370","630","1791","2408","4500","1305.81","1353.27","0","18000","1100","1130"
"2014","no migration background","Male","2126.18","1900","6030","550","1300","2600","3700","6500","2082.93","2169.43","0","25000","2000","2014"
"2015","direct migration background","Female","1130.76","900","1782","330","500","1500","2100","4200","1091.34","1170.18","0","11090","840","900"
"2015","direct migration background","Male","1905.75","1749.98","1988","620","1200","2300","3000","6500","1854.48","1957.02","0","15000","1650","1700"
"2015","indirect migration background","Female","1180.35","1051.01","551","214","450","1700","2025","4100","1098.67","1262.03","0","12500","823","1014"
"2015","indirect migration background","Male","1906.69","1700","569","460","910","2450","3500","7000","1756.62","2056.76","0","30000","1617","1850"
"2015","no migration background","Female","1379.36","1200","6069","400","700","1850","2487","4500","1354.35","1404.37","0","24000","1100","1200"
"2015","no migration background","Male","2158.35","1950","5674","500","1300","2700","3900","7000","2112.1","2204.6","0","29040","2000","2100"
"2016","direct migration background","Female","1138.55","960.25","1636","350","450","1510","2100","4500","1093.75","1183.35","0","10082","830","938"
"2016","direct migration background","Male","1963.84","1800","2013","450","1155","2300","3300","8000","1908.66","2019.02","0","20000","1500","1600"
"2016","indirect migration background","Female","1320.41","1200","568","330","600","1800","2554","4200","1239.36","1401.46","0","12200","850","1030"
"2016","indirect migration background","Male","1969.55","1861.78","533","390","900","2400","3500","9700","1795.1","2144","0","32000","1600","1900"
"2016","no migration background","Female","1410.65","1275","5753","400","700","1900","2500","4460","1384.5","1436.8","0","20800","1200","1200"
"2016","no migration background","Male","2156.23","2000","5298","500","1300","2700","3800","7000","2109.18","2203.28","0","32000","2000","2072"
"2017","direct migration background","Female","1169.31","960","1636","350","450","1600","2200","4500","1126.9","1211.72","0","10000","800","900"
"2017","direct migration background","Male","2004.33","1800","2266","560","1200","2400","3500","7400","1956.46","2052.2","0","12000","1400","1500"
"2017","indirect migration background","Female","1262.31","1099.47","620","280","600","1700","2300","4500","1183.26","1341.36","0","12670","900","1073"
"2017","indirect migration background","Male","1884.86","1700","586","350","800","2500","3500","8998","1747.58","2022.14","0","20000","1600","1900"
"2017","no migration background","Female","1438.13","1300","6679","400","735","1900","2600","4600","1413.64","1462.62","0","17000","1200","1260"
"2017","no migration background","Male","2195.19","2000","6273","545","1300","2750","3800","7000","2153","2237.38","0","36600","2000","2100"
"2018","direct migration background","Female","1258.72","1100","1625","390","600","1700","2400","4500","1215.52","1301.92","0","10000","900","1000"
"2018","direct migration background","Male","2002.14","1800","2417","558","1200","2500","3500","7750","1954.72","2049.56","0","15000","1400","1500"
"2018","indirect migration background","Female","1312.64","1193.89","630","323","600","1800","2500","4000","1240.44","1384.84","0","8500","1000","1147"
"2018","indirect migration background","Male","1929.12","1800","594","376","820","2500","3313","10500","1794.03","2064.21","0","17546","1600","1859"
"2018","no migration background","Female","1485.95","1350","6391","400","780","1990","2700","4600","1461.35","1510.55","0","18400","1252","1300"
"2018","no migration background","Male","2280.38","2094.23","5978","550","1400","2850","4000","7200","2235.69","2325.07","0","40000","2050","2100"
"2019","direct migration background","Female","1311.84","1154.58","1486","400","611","1800","2400","4500","1259.84","1363.84","0","10000","960","1050"
"2019","direct migration background","Male","2138.64","1900","2356","598","1300","2540","3500","9000","2071.43","2205.85","0","45000","1499","1550"
"2019","indirect migration background","Female","1467.06","1300.01","639","437","800","1900","2500","4100","1371.2","1562.92","0","16000","1139","1300"
"2019","indirect migration background","Male","2161.53","1956.46","621","433","1004","2700","3500","11000","1814.75","2508.31","0","80000","1900","2200"
"2019","no migration background","Female","1534.19","1400","6595","449","820","2000","2750","4500","1495.71","1572.67","0","75000","1385","1438"
"2019","no migration background","Male","2484.38","2100","6731","602","1500","3000","4000","8000","1982.26","2986.5","0","1700000","2300","2400"
