"year","age_gr","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Full Time","827.97","818","2118","282","588","1023","1278","2045","810.66","845.28","22","5113","767","818"
"1984","16-34 y.","Not Working","509.7","472.79","134","138","244","665","869","2350","455.85","563.55","0","2350","327","511"
"1984","16-34 y.","Part Time","518.29","409","682","158","225","743","971","1534","488.89","547.69","0","5113","376","460"
"1984","35-65 y.","Full Time","1177.97","1037.91","3329","614","869","1387","1866","3046","1159.07","1196.87","0","9715","997","1023"
"1984","35-65 y.","Not Working","464.68","325.17","46","102","183","639","990","1994","346.17","583.19","0","1994","284","694"
"1984","35-65 y.","Part Time","577","409","803","170","235","757","1125","2235","536.31","617.69","0","10737","409","445"
"1984","66 and older","Full Time","","","","","","","","","","","","","",""
"1984","66 and older","Not Working","","","","","","","","","","","","","",""
"1984","66 and older","Part Time","","","","","","","","","","","","","",""
"1985","16-34 y.","Full Time","824.13","818","1868","276","609","1021","1278","2103","806.42","841.84","0","4090","812","818"
"1985","16-34 y.","Not Working","416.84","329.71","126","56","199","614","869","1585","361.49","472.19","0","1585","271","511"
"1985","16-34 y.","Part Time","530.73","460","696","179","230","716","946","1738","497.34","564.12","0","6647","409","511"
"1985","35-65 y.","Full Time","1221.2","1074","2944","642","869","1483","1943","3272","1198.25","1244.15","0","17895","1023","1023"
"1985","35-65 y.","Not Working","426.27","205.86","50","62","164","665","956","2555","298.28","554.26","0","2555","199","590"
"1985","35-65 y.","Part Time","587.09","435","797","179","247","777","1227","2301","554.38","619.8","0","3272","429","484"
"1985","66 and older","Full Time","","","","","","","","","","","","","",""
"1985","66 and older","Not Working","","","","","","","","","","","","","",""
"1985","66 and older","Part Time","","","","","","","","","","","","","",""
"1986","16-34 y.","Full Time","850.16","843.08","1892","281","614","1023","1301","2045","831.25","869.07","0","7669","818","847"
"1986","16-34 y.","Not Working","518.75","511","105","112","205","767","924","1432","454.64","582.86","0","1432","409","614"
"1986","16-34 y.","Part Time","533.41","435","681","194","238","767","1023","1811","506.91","559.91","0","2045","393","476"
"1986","35-65 y.","Full Time","1269.2","1114.85","2824","689","920","1534","2045","3325","1245.51","1292.89","0","16361","1023","1074"
"1986","35-65 y.","Not Working","432.55","305.21","44","82","199","614","1023","1093","329.73","535.37","0","1278","256","511"
"1986","35-65 y.","Part Time","577.93","435","732","184","256","767","1171","2413","543.55","612.31","0","5113","413","465"
"1986","66 and older","Full Time","","","","","","","","","","","","","",""
"1986","66 and older","Not Working","","","","","","","","","","","","","",""
"1986","66 and older","Part Time","","","","","","","","","","","","","",""
"1987","16-34 y.","Full Time","877.73","869","1917","285","639","1073","1329","2301","858.19","897.27","51","5113","818","869"
"1987","16-34 y.","Not Working","508.93","460.68","67","135","220","716","869","1810","420.2","597.66","19","1810","256","552"
"1987","16-34 y.","Part Time","529.84","438.47","700","176","251","767","971","1671","503.6","556.08","0","3458","394","460"
"1987","35-65 y.","Full Time","1281.48","1125","2828","701","920","1534","2045","3135","1259.84","1303.12","0","7449","1074","1109"
"1987","35-65 y.","Not Working","471.87","426.94","39","102","194","723","971","1023","372.48","571.26","31","1023","205","511"
"1987","35-65 y.","Part Time","537.31","418","710","179","245","665","1074","2096","505.48","569.14","0","3579","409","460"
"1987","66 and older","Full Time","","","","","","","","","","","","","",""
"1987","66 and older","Not Working","","","","","","","","","","","","","",""
"1987","66 and older","Part Time","","","","","","","","","","","","","",""
"1988","16-34 y.","Full Time","911.51","895","1866","307","665","1116","1432","2403","891.29","931.73","0","5624","869","895"
"1988","16-34 y.","Not Working","490.46","378.47","78","72","189","665","1125","1713","406.78","574.14","0","1713","291","511"
"1988","16-34 y.","Part Time","537.48","501","616","179","248","767","1023","1595","509.44","565.52","0","1994","383","511"
"1988","35-65 y.","Full Time","1330.3","1176","2591","755","964","1585","2147","3443","1307.29","1353.31","0","6647","1125","1125"
"1988","35-65 y.","Not Working","488.6","449.96","36","112","220","767","981","1074","381","596.2","0","1074","225","562"
"1988","35-65 y.","Part Time","610.74","440.54","766","179","245","767","1278","2556","573.52","647.96","0","4090","429","479"
"1988","66 and older","Full Time","","","","","","","","","","","","","",""
"1988","66 and older","Not Working","","","","","","","","","","","","","",""
"1988","66 and older","Part Time","","","","","","","","","","","","","",""
"1989","16-34 y.","Full Time","952.42","920","1887","354","716","1125","1432","2505","932.34","972.5","0","5113","869","920"
"1989","16-34 y.","Not Working","615.81","562","90","220","327","828","1125","1483","542.18","689.44","0","1483","383","614"
"1989","16-34 y.","Part Time","546.47","409","605","197","251","767","1125","1764","515.55","577.39","0","2901","388","511"
"1989","35-65 y.","Full Time","1380.86","1227","2533","767","971","1636","2186","3732","1355.61","1406.11","0","10226","1150","1176"
"1989","35-65 y.","Not Working","640.97","499.21","33","0","194","971","1380","1780","480.7","801.24","0","1780","261","818"
"1989","35-65 y.","Part Time","607.67","460","696","205","246","792","1273","2250","568.47","646.87","0","6033","436","505"
"1989","66 and older","Full Time","","","","","","","","","","","","","",""
"1989","66 and older","Not Working","","","","","","","","","","","","","",""
"1989","66 and older","Part Time","","","","","","","","","","","","","",""
"1990","16-34 y.","Full Time","1004.47","971","1845","388","762","1212","1534","2505","981.49","1027.45","0","6135","946","976"
"1990","16-34 y.","Not Working","500.92","369.01","66","66","204","706","971","1534","403.8","598.04","0","1702","307","613"
"1990","16-34 y.","Part Time","572.05","460","606","205","265","826","1099","1534","540.13","603.97","0","3396","410","512"
"1990","35-65 y.","Full Time","1475.49","1294.1","2474","818","1030","1779","2310","3858","1447.26","1503.72","0","10226","1227","1278"
"1990","35-65 y.","Not Working","422.33","420.46","33","105","225","530","807","1176","308.37","536.29","60","1380","307","511"
"1990","35-65 y.","Part Time","602.9","488.13","717","194","256","792","1219","2045","569.75","636.05","0","3579","460","511"
"1990","66 and older","Full Time","","","","","","","","","","","","","",""
"1990","66 and older","Not Working","","","","","","","","","","","","","",""
"1990","66 and older","Part Time","","","","","","","","","","","","","",""
"1991","16-34 y.","Full Time","1055.46","1023","1827","383","767","1278","1636","2556","1032.75","1078.17","0","5323","1012","1023"
"1991","16-34 y.","Not Working","611.07","437.98","96","82","227","946","1278","1763","522.77","699.37","0","1763","307","716"
"1991","16-34 y.","Part Time","637.54","486","601","194","281","844","1329","2659","601.72","673.36","26","4091","435","511"
"1991","35-65 y.","Full Time","1514.48","1329","2502","818","1052","1790","2454","4090","1486.69","1542.27","0","8181","1278","1329"
"1991","35-65 y.","Not Working","568.41","544.89","41","107","205","844","920","2454","426.45","710.37","0","2454","240","665"
"1991","35-65 y.","Part Time","663.27","475.4","761","206","256","818","1380","2556","621.24","705.3","0","8896","460","511"
"1991","66 and older","Full Time","","","","","","","","","","","","","",""
"1991","66 and older","Not Working","","","","","","","","","","","","","",""
"1991","66 and older","Part Time","","","","","","","","","","","","","",""
"1992","16-34 y.","Full Time","1039.09","1023","2527","400","716","1278","1636","2556","1020.76","1057.42","0","4260","924","971"
"1992","16-34 y.","Not Working","616.74","562","96","205","294","818","1227","1636","533.78","699.7","0","1636","307","562"
"1992","16-34 y.","Part Time","632.09","537","800","230","307","859","1176","1994","604.02","660.16","36","3579","511","562"
"1992","35-65 y.","Full Time","1411.56","1278","3710","665","920","1718","2350","3801","1389.66","1433.46","0","8692","1125","1176"
"1992","35-65 y.","Not Working","470.8","441.49","36","61","153","767","1023","1278","342.91","598.69","0","1278","202","662"
"1992","35-65 y.","Part Time","711.57","554.61","950","230","308","869","1534","2812","676.6","746.54","0","4269","511","562"
"1992","66 and older","Full Time","","","","","","","","","","","","","",""
"1992","66 and older","Not Working","","","","","","","","","","","","","",""
"1992","66 and older","Part Time","","","","","","","","","","","","","",""
"1993","16-34 y.","Full Time","1119.14","1074","2487","445","818","1380","1748","2659","1097.88","1140.4","0","12578","1023","1066"
"1993","16-34 y.","Not Working","611.08","511","137","179","271","920","1125","2079","547.7","674.46","0","2079","409","578"
"1993","16-34 y.","Part Time","672.95","562","739","240","332","949","1227","2045","644.31","701.59","0","2505","511","574"
"1993","35-65 y.","Full Time","1569.59","1380","3518","767","1023","1892","2556","4193","1541.86","1597.32","0","20452","1227","1278"
"1993","35-65 y.","Not Working","481.85","446.18","53","26","169","693","1057","1483","372.39","591.31","0","1687","359","614"
"1993","35-65 y.","Part Time","780.75","614","957","245","332","1023","1688","2710","746.77","814.73","41","3835","562","614"
"1993","66 and older","Full Time","","","","","","","","","","","","","",""
"1993","66 and older","Not Working","","","","","","","","","","","","","",""
"1993","66 and older","Part Time","","","","","","","","","","","","","",""
"1994","16-34 y.","Full Time","1170.81","1125","2363","511","890","1425","1790","2812","1149.76","1191.86","0","5113","1058","1111"
"1994","16-34 y.","Not Working","640.94","566.62","104","205","306","949","1176","1698","561.17","720.71","0","1698","409","665"
"1994","16-34 y.","Part Time","694.77","583","731","256","383","963","1227","2258","665.2","724.34","0","2556","531","614"
"1994","35-65 y.","Full Time","1607.35","1416","3356","829","1098","1938","2556","4346","1580.26","1634.44","0","12271","1278","1329"
"1994","35-65 y.","Not Working","539.59","496.86","56","0","230","665","1125","2654","415.27","663.91","0","2654","286","511"
"1994","35-65 y.","Part Time","766.7","614","947","256","322","1014","1493","3058","732.26","801.14","0","4602","613","665"
"1994","66 and older","Full Time","","","","","","","","","","","","","",""
"1994","66 and older","Not Working","","","","","","","","","","","","","",""
"1994","66 and older","Part Time","","","","","","","","","","","","","",""
"1995","16-34 y.","Full Time","1192.34","1125","2335","486","895","1432","1790","3068","1164.5","1220.18","0","20452","1076","1125"
"1995","16-34 y.","Not Working","616.14","545.81","125","205","303","844","1175","1483","547.94","684.34","0","1487","440","614"
"1995","16-34 y.","Part Time","718.57","614","845","256","358","997","1329","2045","687.68","749.46","0","3064","596","665"
"1995","35-65 y.","Full Time","1657.2","1432","3367","869","1125","1994","2659","4646","1625.53","1688.87","0","25565","1329","1380"
"1995","35-65 y.","Not Working","555.54","330.06","60","41","226","920","1196","1994","432.57","678.51","0","1994","297","767"
"1995","35-65 y.","Part Time","843.53","665","1121","245","358","1109","1636","3068","804.82","882.24","0","10226","614","683"
"1995","66 and older","Full Time","","","","","","","","","","","","","",""
"1995","66 and older","Not Working","","","","","","","","","","","","","",""
"1995","66 and older","Part Time","","","","","","","","","","","","","",""
"1996","16-34 y.","Full Time","1257.9","1176","2254","511","927","1509","1892","3579","1231.03","1284.77","52","14316","1125","1176"
"1996","16-34 y.","Not Working","539.75","383","104","202","266","767","1017","1636","459.47","620.03","20","2058","358","639"
"1996","16-34 y.","Part Time","729.2","614","779","256","379","1023","1380","1894","697.29","761.11","26","2684","535","665"
"1996","35-65 y.","Full Time","1688.96","1474","3226","920","1125","2014","2761","4653","1661.55","1716.37","200","10226","1343","1393"
"1996","35-65 y.","Not Working","751.15","564.38","48","302","350","1074","1534","1891","624.82","877.48","61","1891","409","654"
"1996","35-65 y.","Part Time","853.3","716","1208","256","383","1133","1636","2699","818.64","887.96","44","8254","665","741"
"1996","66 and older","Full Time","","","","","","","","","","","","","",""
"1996","66 and older","Not Working","","","","","","","","","","","","","",""
"1996","66 and older","Part Time","","","","","","","","","","","","","",""
"1997","16-34 y.","Full Time","1226.65","1176","2179","486","920","1523","1892","2965","1203.77","1249.53","61","4922","1125","1170"
"1997","16-34 y.","Not Working","634.69","614","88","235","312","878","1023","1534","554.9","714.48","82","1994","435","614"
"1997","16-34 y.","Part Time","740.47","588","760","281","358","1002","1375","2037","704.23","776.71","19","7506","511","635"
"1997","35-65 y.","Full Time","1714.08","1510.65","3184","895","1130","2045","2812","4653","1684.41","1743.75","51","15339","1380","1432"
"1997","35-65 y.","Not Working","677.59","594.16","43","302","312","946","1227","1585","562.1","793.08","128","1585","450","767"
"1997","35-65 y.","Part Time","827.14","713.74","1139","276","380","1125","1534","2556","795.89","858.39","24","3550","665","767"
"1997","66 and older","Full Time","","","","","","","","","","","","","",""
"1997","66 and older","Not Working","","","","","","","","","","","","","",""
"1997","66 and older","Part Time","","","","","","","","","","","","","",""
"1998","16-34 y.","Full Time","1241.62","1176","2239","496","920","1534","1841","3477","1217.31","1265.93","51","7669","1125","1176"
"1998","16-34 y.","Not Working","569.76","391.63","83","143","297","767","1186","2300","456.16","683.36","0","2579","358","614"
"1998","16-34 y.","Part Time","730.74","659.66","835","256","358","1013","1278","1994","697.47","764.01","0","6135","555","716"
"1998","35-65 y.","Full Time","1711.8","1534","3525","895","1163","2045","2781","4653","1685.05","1738.55","0","7158","1406","1440"
"1998","35-65 y.","Not Working","744.26","611.49","53","183","294","1125","1534","1885","610.12","878.4","0","1885","389","971"
"1998","35-65 y.","Part Time","869.04","716","1382","297","383","1188","1619","2812","838.05","900.03","0","5113","671","766"
"1998","66 and older","Full Time","","","","","","","","","","","","","",""
"1998","66 and older","Not Working","","","","","","","","","","","","","",""
"1998","66 and older","Part Time","","","","","","","","","","","","","",""
"1999","16-34 y.","Full Time","1263.04","1184.98","2133","501","920","1508","1943","3579","1238.47","1287.61","45","7669","1125","1176"
"1999","16-34 y.","Not Working","602.85","484.23","87","61","240","887","1278","2199","507.35","698.35","0","2199","322","653"
"1999","16-34 y.","Part Time","666.64","511","895","244","322","971","1278","2045","635.93","697.35","0","3579","484","562"
"1999","35-65 y.","Full Time","1758.84","1534","3502","913","1176","2076","2914","4704","1730.61","1787.07","0","10397","1432","1483"
"1999","35-65 y.","Not Working","684.91","614","57","0","307","920","1534","2556","541.37","828.45","0","2556","460","767"
"1999","35-65 y.","Part Time","851.1","716","1370","256","332","1161","1733","2687","820.36","881.84","0","6135","665","741"
"1999","66 and older","Full Time","","","","","","","","","","","","","",""
"1999","66 and older","Not Working","","","","","","","","","","","","","",""
"1999","66 and older","Part Time","711.69","339.89","34","213","297","910","1636","4092","444.15","979.23","84","4092","256","677"
"2000","16-34 y.","Full Time","1256.11","1210.76","3220","470","920","1534","1917","3477","1233.74","1278.48","0","8278","1176","1217"
"2000","16-34 y.","Not Working","603.22","435","148","153","252","869","1253","2638","517.73","688.71","0","2824","322","511"
"2000","16-34 y.","Part Time","697.9","562","1332","210","322","971","1380","2429","672.02","723.78","0","3579","486","562"
"2000","35-65 y.","Full Time","1772.29","1534","6490","887","1176","2096","2921","5113","1749.12","1795.46","0","12782","1534","1534"
"2000","35-65 y.","Not Working","636.14","552.34","116","153","286","869","1176","2502","545.76","726.52","0","2502","409","690"
"2000","35-65 y.","Part Time","801.75","653.33","2445","245","322","1074","1534","2904","778","825.5","0","5624","614","665"
"2000","66 and older","Full Time","1918.8","1699.11","34","312","1023","2555","3579","4632","1500.92","2336.68","0","4632","1381","2301"
"2000","66 and older","Not Working","","","","","","","","","","","","","",""
"2000","66 and older","Part Time","626.48","307","56","83","205","716","1801","6039","366.72","886.24","0","6039","256","322"
"2001","16-34 y.","Full Time","1286.51","1271.88","2780","460","920","1585","1994","3323","1262.34","1310.68","45","7669","1186","1237"
"2001","16-34 y.","Not Working","651.5","460","134","153","320","920","1278","2301","575.97","727.03","0","2301","390","579"
"2001","16-34 y.","Part Time","669.65","511","1224","205","317","920","1380","2096","642.69","696.61","0","4090","460","511"
"2001","35-65 y.","Full Time","1803.28","1585","5970","920","1227","2129","2965","5113","1779.36","1827.2","0","12782","1534","1585"
"2001","35-65 y.","Not Working","583.07","511","90","135","322","767","1074","2301","484.12","682.02","0","2433","364","614"
"2001","35-65 y.","Part Time","817.04","688.95","2343","256","322","1125","1585","2812","793.52","840.56","0","5979","639","706"
"2001","66 and older","Full Time","","","","","","","","","","","","","",""
"2001","66 and older","Not Working","","","","","","","","","","","","","",""
"2001","66 and older","Part Time","514.79","322","59","128","256","589","1227","2045","364.81","664.77","0","2814","297","322"
"2002","16-34 y.","Full Time","1283.25","1230.23","2615","400","895","1600","2000","3200","1253.91","1312.59","0","9000","1200","1280"
"2002","16-34 y.","Not Working","584.03","398.55","127","150","288","850","1200","1900","498.16","669.9","0","3000","325","481"
"2002","16-34 y.","Part Time","656.21","505.99","1207","200","317","931","1269","2000","628.5","683.92","0","3500","480","530"
"2002","35-65 y.","Full Time","1906.94","1638.43","6625","946","1250","2200","3000","6144","1861.76","1952.12","0","80000","1750","1800"
"2002","35-65 y.","Not Working","868.93","796.24","109","0","260","1171","2036","3100","675","1062.86","0","9000","400","807"
"2002","35-65 y.","Part Time","832.86","668.11","2681","250","325","1100","1600","3000","802.13","863.59","0","12000","700","750"
"2002","66 and older","Full Time","2604.53","2000","37","400","767","4000","5001","7500","1971.6","3237.46","0","7500","1800","3550"
"2002","66 and older","Not Working","","","","","","","","","","","","","",""
"2002","66 and older","Part Time","587.45","316.72","79","100","200","500","1250","6000","248","926.9","0","9000","310","400"
"2003","16-34 y.","Full Time","1301.04","1270","2397","420","915","1609","2050","3200","1269.71","1332.37","0","20000","1200","1290"
"2003","16-34 y.","Not Working","491.88","386.11","111","79","226","650","1000","1758","411.02","572.74","0","1900","340","480"
"2003","16-34 y.","Part Time","711.83","554.5","1164","238","320","1000","1460","2300","677.32","746.34","0","10000","476","540"
"2003","35-65 y.","Full Time","1921.11","1680","6204","976","1291","2204","3100","6008","1881.68","1960.54","0","59000","1760","1800"
"2003","35-65 y.","Not Working","884.35","665.35","109","165","322","1200","1765","4166","702.48","1066.22","0","5174","500","860"
"2003","35-65 y.","Part Time","879.05","700","2628","250","325","1150","1700","3500","845.92","912.18","0","12000","700","771"
"2003","66 and older","Full Time","2683.62","2000","42","415","859","4000","5447","9000","1974.12","3393.12","300","9000","1000","4000"
"2003","66 and older","Not Working","820.24","633.23","51","325","439","1158","1445","2409","665.58","974.9","0","2409","541","980"
"2003","66 and older","Part Time","586.06","317","86","148","230","500","1800","3602","369.2","802.92","0","5768","315","400"
