"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","Female","726.62","716","1555","295","511","895","1099","1805","711.42","741.82","0","2458","665","716"
"1984","Full Time","Male","1167.07","1023","3910","665","869","1380","1827","3046","1149.85","1184.29","0","9715","1012","1023"
"1984","Not Working","Female","391.77","405.8","89","111","199","563","700","1176","341.16","442.38","0","1176","256","460"
"1984","Not Working","Male","582.04","518.26","94","102","239","818","1023","2350","501.91","662.17","0","2350","460","615"
"1984","Part Time","Female","403.01","347.96","1029","153","199","511","767","1483","386","420.02","0","2601","345","372"
"1984","Part Time","Male","861.22","818","485","205","405","1036","1483","2556","797.23","925.21","0","10737","767","859"
"1985","Full Time","Female","749.52","741","1395","305","562","920","1125","1790","733.38","765.66","0","2556","716","726"
"1985","Full Time","Male","1189.63","1056","3433","665","869","1417","1892","3183","1169.02","1210.24","0","17895","1023","1023"
"1985","Not Working","Female","363.75","251.77","104","72","165","511","685","1312","297.07","430.43","0","2555","205","409"
"1985","Not Working","Male","507.65","444.22","79","56","205","818","969","1585","424.9","590.4","0","1585","409","665"
"1985","Part Time","Female","426.56","358","1015","153","205","552","775","1534","408.32","444.8","0","2301","355","404"
"1985","Part Time","Male","842.01","800.84","503","205","373","1053","1483","2599","789.71","894.31","0","6647","767","861"
"1986","Full Time","Female","793.61","767","1358","322","562","963","1207","1945","773.15","814.07","31","7669","716","767"
"1986","Full Time","Male","1225.33","1074","3368","684","895","1478","1994","3323","1204.4","1246.26","0","16361","1023","1074"
"1986","Not Working","Female","406.34","306.59","84","74","199","614","869","1093","343.61","469.07","0","1278","245","493"
"1986","Not Working","Male","599.09","583.22","69","153","283","886","1063","1432","514.93","683.25","0","1432","460","702"
"1986","Part Time","Female","442.62","367.16","992","179","215","562","830","1636","424.72","460.52","0","1943","358","409"
"1986","Part Time","Male","822.62","818","438","215","332","1074","1432","2659","772.03","873.21","0","5113","767","869"
"1987","Full Time","Female","802.14","767","1376","302","606","971","1202","2045","784.13","820.15","51","3323","757","767"
"1987","Full Time","Male","1248.42","1125","3384","705","920","1483","2045","3135","1228.71","1268.13","0","7449","1073","1089"
"1987","Not Working","Female","427.09","321.58","74","102","174","658","844","1810","355.21","498.97","19","1810","205","379"
"1987","Not Working","Male","602.63","618.24","33","153","326","716","971","1787","472.9","732.36","55","1787","409","716"
"1987","Part Time","Female","435.08","377.79","1007","176","220","562","767","1585","417.39","452.77","0","2096","361","409"
"1987","Part Time","Male","776.14","767","423","184","285","1023","1380","2593","726.8","825.48","31","3579","675","803"
"1988","Full Time","Female","849.35","818","1293","307","614","1023","1253","2301","827","871.7","0","6647","767","808"
"1988","Full Time","Male","1281.55","1136","3178","716","920","1534","2045","3323","1261.33","1301.77","0","6647","1078","1125"
"1988","Not Working","Female","377.5","256","65","70","153","612","767","954","308.78","446.22","0","1125","210","424"
"1988","Not Working","Male","632.1","557.52","49","107","319","920","1278","1713","516.87","747.33","0","1713","358","716"
"1988","Part Time","Female","459.38","383","1001","153","220","614","844","1712","439.68","479.08","0","2556","358","409"
"1988","Part Time","Male","916.39","818","402","235","437","1176","1738","3078","857.18","975.6","0","4090","767","887"
"1989","Full Time","Female","882.32","844","1319","399","665","1053","1309","2199","861.61","903.03","0","3886","790","818"
"1989","Full Time","Male","1342.78","1176","3117","785","971","1547","2096","3681","1320.46","1365.1","0","10226","1126","1176"
"1989","Not Working","Female","477.35","425.17","65","184","256","614","818","1380","410.8","543.9","0","1380","345","477"
"1989","Not Working","Male","770.83","787.98","61","181","327","1076","1381","1780","661.05","880.61","0","1780","517","869"
"1989","Part Time","Female","484.4","409","959","184","230","614","895","1738","463.16","505.64","0","3835","378","419"
"1989","Part Time","Male","876.66","827.2","359","230","289","1176","1636","3068","810.12","943.2","0","6033","773","920"
"1990","Full Time","Female","943.45","910","1281","460","705","1125","1380","2199","916.36","970.54","0","8181","844","869"
"1990","Full Time","Male","1427.77","1278","3050","818","1023","1695","2275","3646","1403.45","1452.09","74","10226","1227","1231"
"1990","Not Working","Female","329.48","307","54","60","199","486","578","767","269.48","389.48","0","920","240","440"
"1990","Not Working","Male","622.23","605.29","47","98","268","920","1278","1534","492.42","752.04","0","1702","409","869"
"1990","Part Time","Female","509.99","435.19","996","184","240","652","971","1841","487.66","532.32","0","3396","409","460"
"1990","Part Time","Male","841.89","869","341","220","358","1125","1483","2633","786.9","896.88","0","3579","826","946"
"1991","Full Time","Female","971.71","920","1307","468","719","1176","1457","2250","948.9","994.52","0","6647","869","920"
"1991","Full Time","Male","1488.67","1329","3031","818","1074","1790","2402","4090","1464.28","1513.06","74","8181","1278","1304"
"1991","Not Working","Female","420.46","272.34","75","65","133","614","869","1406","329.66","511.26","0","2454","240","511"
"1991","Not Working","Male","751.83","825.61","65","189","307","1074","1278","1763","640.98","862.68","0","1763","511","920"
"1991","Part Time","Female","525.38","435","1013","194","245","665","950","2096","503.92","546.84","0","2556","409","460"
"1991","Part Time","Male","1000.84","920","368","235","358","1343","1790","4091","921.94","1079.74","26","8896","767","971"
