"pli0165","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2013","16-34 y.","(0) in school","369","0.852827192832219","0.82002118451541","0.885633201149028"
"Daily","2013","16-34 y.","(1a) inadequately completed","50","0.40993041451838","0.315407281698142","0.504453547338618"
"Daily","2013","16-34 y.","(1b) general elementary school","277","0.543999696386173","0.499209477916125","0.588789914856222"
"Daily","2013","16-34 y.","(1c) basic vocational qualification","271","0.509156360088792","0.466795148740777","0.551517571436807"
"Daily","2013","16-34 y.","(2b) intermediate general qualification","311","0.659553194941088","0.615575728352941","0.703530661529234"
"Daily","2013","16-34 y.","(2a) intermediate vocational","578","0.566627099440587","0.537356340875794","0.595897858005381"
"Daily","2013","16-34 y.","(2c_gen) general maturity certificate","515","0.736354046513661","0.704035421242054","0.768672671785269"
"Daily","2013","16-34 y.","(2c_voc) vocational maturity certificate","271","0.655856431109619","0.613132076992491","0.698580785226747"
"Daily","2013","16-34 y.","(3a) lower tertiary education","106","0.457464685962285","0.392940409548238","0.521988962376332"
"Daily","2013","16-34 y.","(3b) higher tertiary education","270","0.561309204891155","0.520749525656288","0.601868884126023"
"Daily","2013","35-65 y.","(0) in school","","","",""
"Daily","2013","35-65 y.","(1a) inadequately completed","46","0.197717414813318","0.140936376061808","0.254498453564828"
"Daily","2013","35-65 y.","(1b) general elementary school","188","0.216804602394297","0.187978722375475","0.245630482413119"
"Daily","2013","35-65 y.","(1c) basic vocational qualification","677","0.180627545115233","0.167423549805134","0.193831540425331"
"Daily","2013","35-65 y.","(2b) intermediate general qualification","78","0.320159484167648","0.256604498413355","0.383714469921942"
"Daily","2013","35-65 y.","(2a) intermediate vocational","1055","0.207416440167795","0.195743847248495","0.219089033087094"
"Daily","2013","35-65 y.","(2c_gen) general maturity certificate","82","0.324746032230229","0.269298999615552","0.380193064844907"
"Daily","2013","35-65 y.","(2c_voc) vocational maturity certificate","365","0.199739957531115","0.180020041151595","0.219459873910635"
"Daily","2013","35-65 y.","(3a) lower tertiary education","229","0.136553698121696","0.118404136408807","0.154703259834584"
"Daily","2013","35-65 y.","(3b) higher tertiary education","467","0.183934360957247","0.168710777833378","0.199157944081116"
"Daily","2013","66 and older","(0) in school","","","",""
"Daily","2013","66 and older","(1a) inadequately completed","1","","",""
"Daily","2013","66 and older","(1b) general elementary school","10","","",""
"Daily","2013","66 and older","(1c) basic vocational qualification","82","0.0350987619245922","0.0270172846780956","0.0431802391710888"
"Daily","2013","66 and older","(2b) intermediate general qualification","5","","",""
"Daily","2013","66 and older","(2a) intermediate vocational","64","0.0751470982001299","0.0560230821186703","0.0942711142815895"
"Daily","2013","66 and older","(2c_gen) general maturity certificate","2","","",""
"Daily","2013","66 and older","(2c_voc) vocational maturity certificate","16","","",""
"Daily","2013","66 and older","(3a) lower tertiary education","38","0.0658973039244226","0.0434910747591768","0.0883035330896685"
"Daily","2013","66 and older","(3b) higher tertiary education","83","0.125801654878505","0.100821109037127","0.150782200719882"
"Min 1x per week","2013","16-34 y.","(0) in school","48","0.0920136456434833","0.0652481762604785","0.118779115026488"
"Min 1x per week","2013","16-34 y.","(1a) inadequately completed","12","","",""
"Min 1x per week","2013","16-34 y.","(1b) general elementary school","71","0.12747597724221","0.0974840649269912","0.157467889557428"
"Min 1x per week","2013","16-34 y.","(1c) basic vocational qualification","78","0.166494037505459","0.134927648948372","0.198060426062547"
"Min 1x per week","2013","16-34 y.","(2b) intermediate general qualification","63","0.162274862495866","0.128056670380191","0.196493054611541"
"Min 1x per week","2013","16-34 y.","(2a) intermediate vocational","166","0.169760934165123","0.1475853590411","0.191936509289146"
"Min 1x per week","2013","16-34 y.","(2c_gen) general maturity certificate","78","0.117539863662726","0.0939166420345447","0.141163085290907"
"Min 1x per week","2013","16-34 y.","(2c_voc) vocational maturity certificate","58","0.0948396542908344","0.0684909643373043","0.121188344244365"
"Min 1x per week","2013","16-34 y.","(3a) lower tertiary education","32","0.126136494805876","0.08313609136996","0.169136898241792"
"Min 1x per week","2013","16-34 y.","(3b) higher tertiary education","107","0.166326235525303","0.135889882338284","0.196762588712321"
"Min 1x per week","2013","35-65 y.","(0) in school","","","",""
"Min 1x per week","2013","35-65 y.","(1a) inadequately completed","23","","",""
"Min 1x per week","2013","35-65 y.","(1b) general elementary school","81","0.0575482042396138","0.0412567923502034","0.0738396161290243"
"Min 1x per week","2013","35-65 y.","(1c) basic vocational qualification","418","0.12912004093677","0.117610747377788","0.140629334495751"
"Min 1x per week","2013","35-65 y.","(2b) intermediate general qualification","22","","",""
"Min 1x per week","2013","35-65 y.","(2a) intermediate vocational","614","0.139429676260794","0.129457406592971","0.149401945928617"
"Min 1x per week","2013","35-65 y.","(2c_gen) general maturity certificate","29","","",""
