"pli0165","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2013","lower secondary degree","West Germany","1182","0.159119776609517","0.149705202334923","0.168534350884111"
"Daily","2013","lower secondary degree","East Germany","169","0.100474358418944","0.0839532595554723","0.116995457282417"
"Daily","2013","secondary school degree","West Germany","1603","0.285614446261222","0.273347757980179","0.297881134542265"
"Daily","2013","secondary school degree","East Germany","599","0.1986420404904","0.183457201459328","0.213826879521472"
"Daily","2013","college entrance qualification","West Germany","1675","0.304752172400285","0.293070029915012","0.316434314885557"
"Daily","2013","college entrance qualification","East Germany","357","0.292072706146255","0.268388639201739","0.315756773090771"
"Daily","2013","Other degree","West Germany","378","0.192489692857547","0.172383232574109","0.212596153140985"
"Daily","2013","Other degree","East Germany","47","0.334654777185005","0.252909034825762","0.416400519544247"
"Daily","2013","no degree/no degree yet","West Germany","407","0.47319422460988","0.436339046533267","0.510049402686494"
"Daily","2013","no degree/no degree yet","East Germany","60","0.46420184875383","0.369706541726299","0.558697155781361"
"Min 1x per week","2013","lower secondary degree","West Germany","562","0.0873900381380228","0.0801215329685529","0.0946585433074928"
"Min 1x per week","2013","lower secondary degree","East Germany","73","0.043061290665239","0.0319057629880027","0.0542168183424754"
"Min 1x per week","2013","secondary school degree","West Germany","658","0.131389771003129","0.122215656424632","0.140563885581625"
"Min 1x per week","2013","secondary school degree","East Germany","316","0.121436636502891","0.109005159223016","0.133868113782766"
"Min 1x per week","2013","college entrance qualification","West Germany","735","0.117693567291207","0.109515223561447","0.125871911020966"
"Min 1x per week","2013","college entrance qualification","East Germany","183","0.118581508461769","0.10174251887386","0.135420498049679"
"Min 1x per week","2013","Other degree","West Germany","213","0.0988076704221432","0.0835895184513255","0.114025822392961"
"Min 1x per week","2013","Other degree","East Germany","10","","",""
"Min 1x per week","2013","no degree/no degree yet","West Germany","76","0.116583856287109","0.0928943829031539","0.140273329671064"
"Min 1x per week","2013","no degree/no degree yet","East Germany","11","","",""
"Min 1x per month","2013","lower secondary degree","West Germany","145","0.0241444309734097","0.0201937423990233","0.028095119547796"
"Min 1x per month","2013","lower secondary degree","East Germany","17","","",""
"Min 1x per month","2013","secondary school degree","West Germany","150","0.027163748511542","0.0227492066886215","0.0315782903344625"
"Min 1x per month","2013","secondary school degree","East Germany","87","0.0280716502808159","0.0217850994919779","0.0343582010696539"
"Min 1x per month","2013","college entrance qualification","West Germany","204","0.0378270449157497","0.0329852425984328","0.0426688472330665"
"Min 1x per month","2013","college entrance qualification","East Germany","38","0.0270688819150422","0.0186162361256075","0.035521527704477"
"Min 1x per month","2013","Other degree","West Germany","44","0.0306769304370108","0.0218826953982879","0.0394711654757337"
"Min 1x per month","2013","Other degree","East Germany","2","","",""
"Min 1x per month","2013","no degree/no degree yet","West Germany","13","","",""
"Min 1x per month","2013","no degree/no degree yet","East Germany","2","","",""
"Rarely","2013","lower secondary degree","West Germany","443","0.0704799551059673","0.0638922564342106","0.0770676537777241"
"Rarely","2013","lower secondary degree","East Germany","51","0.0425775477135273","0.0314820532407283","0.0536730421863263"
"Rarely","2013","secondary school degree","West Germany","400","0.0745213728422876","0.0673896487582809","0.0816530969262942"
"Rarely","2013","secondary school degree","East Germany","233","0.0925258077244272","0.0814974736065284","0.103554141842326"
"Rarely","2013","college entrance qualification","West Germany","561","0.086220058882386","0.0790963815245547","0.0933437362402172"
"Rarely","2013","college entrance qualification","East Germany","131","0.0879400825377814","0.0731890784337735","0.102691086641789"
"Rarely","2013","Other degree","West Germany","110","0.0634794949035196","0.0510448548008887","0.0759141350061504"
"Rarely","2013","Other degree","East Germany","5","","",""
"Rarely","2013","no degree/no degree yet","West Germany","22","","",""
"Rarely","2013","no degree/no degree yet","East Germany","5","","",""
"Never","2013","lower secondary degree","West Germany","3467","0.658865799173083","0.64666375339326","0.671067844952906"
"Never","2013","lower secondary degree","East Germany","962","0.803167730146145","0.781317510287883","0.825017950004407"
"Never","2013","secondary school degree","West Germany","2398","0.481310661381819","0.467741990331156","0.494879332432483"
"Never","2013","secondary school degree","East Germany","1417","0.559323865001466","0.540428609359921","0.578219120643012"
"Never","2013","college entrance qualification","West Germany","2789","0.453507156510373","0.440872495752266","0.46614181726848"
"Never","2013","college entrance qualification","East Germany","707","0.474336820939152","0.448328419358196","0.500345222520108"
"Never","2013","Other degree","West Germany","732","0.614546211379779","0.589725097019824","0.639367325739735"
"Never","2013","Other degree","East Germany","64","0.575370880680295","0.489741671729187","0.661000089631402"
"Never","2013","no degree/no degree yet","West Germany","187","0.371810060337245","0.336135421153135","0.407484699521356"
"Never","2013","no degree/no degree yet","East Germany","29","","",""
"Daily","2014","lower secondary degree","West Germany","","","",""
"Daily","2014","lower secondary degree","East Germany","","","",""
"Daily","2014","secondary school degree","West Germany","","","",""
"Daily","2014","secondary school degree","East Germany","","","",""
"Daily","2014","college entrance qualification","West Germany","","","",""
"Daily","2014","college entrance qualification","East Germany","","","",""
"Daily","2014","Other degree","West Germany","","","",""
"Daily","2014","Other degree","East Germany","","","",""
"Daily","2014","no degree/no degree yet","West Germany","","","",""
"Daily","2014","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","2014","lower secondary degree","West Germany","","","",""
"Min 1x per week","2014","lower secondary degree","East Germany","","","",""
"Min 1x per week","2014","secondary school degree","West Germany","","","",""
"Min 1x per week","2014","secondary school degree","East Germany","","","",""
"Min 1x per week","2014","college entrance qualification","West Germany","","","",""
"Min 1x per week","2014","college entrance qualification","East Germany","","","",""
"Min 1x per week","2014","Other degree","West Germany","","","",""
"Min 1x per week","2014","Other degree","East Germany","","","",""
"Min 1x per week","2014","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","2014","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","2014","lower secondary degree","West Germany","","","",""
"Min 1x per month","2014","lower secondary degree","East Germany","","","",""
"Min 1x per month","2014","secondary school degree","West Germany","","","",""
"Min 1x per month","2014","secondary school degree","East Germany","","","",""
"Min 1x per month","2014","college entrance qualification","West Germany","","","",""
"Min 1x per month","2014","college entrance qualification","East Germany","","","",""
"Min 1x per month","2014","Other degree","West Germany","","","",""
"Min 1x per month","2014","Other degree","East Germany","","","",""
"Min 1x per month","2014","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","2014","no degree/no degree yet","East Germany","","","",""
"Rarely","2014","lower secondary degree","West Germany","","","",""
"Rarely","2014","lower secondary degree","East Germany","","","",""
"Rarely","2014","secondary school degree","West Germany","","","",""
"Rarely","2014","secondary school degree","East Germany","","","",""
"Rarely","2014","college entrance qualification","West Germany","","","",""
"Rarely","2014","college entrance qualification","East Germany","","","",""
"Rarely","2014","Other degree","West Germany","","","",""
"Rarely","2014","Other degree","East Germany","","","",""
"Rarely","2014","no degree/no degree yet","West Germany","","","",""
"Rarely","2014","no degree/no degree yet","East Germany","","","",""
