"pli0165","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","Couple + C. LE and GT 16","Urban Area","51","0.138482518459742","0.103708249424792","0.173256787494691","5"
"Never","2018","Couple + C. LE and GT 16","Rural Area","16","","","","5"
"Never","2018","1-pers.-HH","Rural Area","17","","","","5"
"Never","2018","(Married) couple without C. ","Urban Area","8","","","","5"
"Never","2018","(Married) couple without C. ","Rural Area","3","","","","5"
"Never","2018","Single parent ","Urban Area","34","0.103682050358202","0.0655874543025779","0.141776646413827","5"
"Never","2018","Single parent ","Rural Area","17","","","","5"
"Never","2018","Couple + C. LE 16 ","Urban Area","109","0.114464273478709","0.0965106279826435","0.132417918974775","5"
"Rarely","2018","1-pers.-HH","Urban Area","24","","","","4"
"Rarely","2018","1-pers.-HH","Rural Area","13","","","","4"
"Rarely","2018","(Married) couple without C. ","Urban Area","9","","","","4"
"Rarely","2018","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2018","Single parent ","Rural Area","2","","","","4"
"Rarely","2018","Single parent ","Urban Area","11","","","","4"
"Rarely","2018","Couple + C. LE 16 ","Urban Area","75","0.0682972383735721","0.05407215282649","0.0825223239206542","4"
"Rarely","2018","Couple + C. LE and GT 16","Rural Area","4","","","","4"
"Rarely","2018","Couple + C. LE 16 ","Rural Area","15","","","","4"
"Rarely","2018","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2018","Couple + C. LE and GT 16","Urban Area","23","","","","4"
"Rarely","2018","Couple + C. GT 16 ","Urban Area","4","","","","4"
"Daily","2019","1-pers.-HH","Urban Area","366","0.763737853102335","0.725334566529326","0.802141139675345","1"
"Daily","2019","1-pers.-HH","Rural Area","150","0.737793970563008","0.675417572129049","0.800170368996967","1"
"Daily","2019","Couple + C. LE and GT 16","Rural Area","104","0.686243048914391","0.611232027208333","0.761254070620448","1"
"Daily","2019","Single parent ","Urban Area","116","0.59857095293399","0.528313968691197","0.668827937176783","1"
"Daily","2019","Single parent ","Rural Area","50","0.710609171421861","0.607287834522394","0.813930508321327","1"
"Daily","2019","Couple + C. LE 16 ","Urban Area","729","0.670506029186492","0.642250298761033","0.69876175961195","1"
"Daily","2019","Couple + C. LE 16 ","Rural Area","279","0.639798754499347","0.593387695271255","0.68620981372744","1"
"Daily","2019","Couple + C. LE and GT 16","Urban Area","277","0.649382374832411","0.602853288038113","0.695911461626708","1"
"Daily","2019","(Married) couple without C. ","Rural Area","23","","","","1"
"Daily","2019","Couple + C. GT 16 ","Urban Area","43","0.687261878123368","0.584376814889433","0.790146941357304","1"
"Daily","2019","Couple + C. GT 16 ","Rural Area","12","","","","1"
"Daily","2019","(Married) couple without C. ","Urban Area","64","0.700472368013398","0.600720845713899","0.800223890312898","1"
"Min 1x per month","2019","Couple + C. LE and GT 16","Urban Area","9","","","","3"
"Min 1x per month","2019","1-pers.-HH","Urban Area","3","","","","3"
"Min 1x per month","2019","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2019","Single parent ","Urban Area","3","","","","3"
"Min 1x per month","2019","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2019","Couple + C. LE 16 ","Urban Area","18","","","","3"
"Min 1x per month","2019","Couple + C. LE 16 ","Rural Area","8","","","","3"
"Min 1x per month","2019","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2019","1-pers.-HH","Rural Area","6","","","","3"
"Min 1x per month","2019","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"Min 1x per month","2019","Couple + C. GT 16 ","Urban Area","3","","","","3"
"Min 1x per month","2019","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per week","2019","1-pers.-HH","Urban Area","59","0.125582559408566","0.0956238408856888","0.155541277931444","2"
"Min 1x per week","2019","1-pers.-HH","Rural Area","26","","","","2"
"Min 1x per week","2019","(Married) couple without C. ","Urban Area","9","","","","2"
"Min 1x per week","2019","(Married) couple without C. ","Rural Area","5","","","","2"
"Min 1x per week","2019","Single parent ","Urban Area","24","","","","2"
"Min 1x per week","2019","Single parent ","Rural Area","12","","","","2"
"Min 1x per week","2019","Couple + C. LE 16 ","Urban Area","175","0.1741069964562","0.151311373553072","0.196902619359329","2"
"Min 1x per week","2019","Couple + C. LE 16 ","Rural Area","72","0.155973697254587","0.120896017888812","0.191051376620362","2"
"Min 1x per week","2019","Couple + C. LE and GT 16","Rural Area","18","","","","2"
"Min 1x per week","2019","Couple + C. GT 16 ","Urban Area","14","","","","2"
"Min 1x per week","2019","Couple + C. LE and GT 16","Urban Area","57","0.173441269240933","0.136520521436326","0.21036201704554","2"
"Min 1x per week","2019","Couple + C. GT 16 ","Rural Area","2","","","","2"
"Never","2019","1-pers.-HH","Urban Area","24","","","","5"
"Never","2019","1-pers.-HH","Rural Area","6","","","","5"
"Never","2019","(Married) couple without C. ","Urban Area","5","","","","5"
"Never","2019","(Married) couple without C. ","Rural Area","1","","","","5"
"Never","2019","Single parent ","Urban Area","25","","","","5"
"Never","2019","Single parent ","Rural Area","8","","","","5"
"Never","2019","Couple + C. LE 16 ","Urban Area","87","0.0907542871999256","0.0734857454544458","0.108022828945405","5"
"Never","2019","Couple + C. LE 16 ","Rural Area","28","","","","5"
"Never","2019","Couple + C. GT 16 ","Urban Area","11","","","","5"
"Never","2019","Couple + C. GT 16 ","Rural Area","3","","","","5"
"Never","2019","Couple + C. LE and GT 16","Urban Area","42","0.100208986415883","0.0709282787363704","0.129489694095396","5"
"Never","2019","Couple + C. LE and GT 16","Rural Area","15","","","","5"
"Rarely","2019","1-pers.-HH","Urban Area","18","","","","4"
"Rarely","2019","1-pers.-HH","Rural Area","3","","","","4"
"Rarely","2019","(Married) couple without C. ","Urban Area","3","","","","4"
"Rarely","2019","(Married) couple without C. ","Rural Area","3","","","","4"
"Rarely","2019","Single parent ","Rural Area","4","","","","4"
"Rarely","2019","Couple + C. LE and GT 16","Rural Area","7","","","","4"
"Rarely","2019","Single parent ","Urban Area","19","","","","4"
"Rarely","2019","Couple + C. LE and GT 16","Urban Area","19","","","","4"
"Rarely","2019","Couple + C. GT 16 ","Urban Area","7","","","","4"
"Rarely","2019","Couple + C. LE 16 ","Urban Area","54","0.0464790230398681","0.0338236462475447","0.0591343998321915","4"
"Rarely","2019","Couple + C. LE 16 ","Rural Area","24","","","","4"
"Rarely","2019","Couple + C. GT 16 ","Rural Area","2","","","","4"
