"pli0165","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2018","Employed","(Married) couple without C. ","3","","","","4"
"Rarely","2018","Employed","Couple + C. LE 16 ","10","","","","4"
"Rarely","2018","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2018","Employed","Single parent ","","","","","4"
"Daily","2019","Not Employed","1-pers.-HH","264","0.688729527209689","0.641032960408629","0.73642609401075","1"
"Daily","2019","Not Employed","(Married) couple without C. ","64","0.695687960541244","0.599554723556481","0.791821197526007","1"
"Daily","2019","Employed","Couple + C. LE and GT 16","61","0.668660612154009","0.561416950277435","0.775904274030583","1"
"Daily","2019","Not Employed","Couple + C. GT 16 ","46","0.657129896099089","0.55738770896154","0.756872083236637","1"
"Daily","2019","Not Employed","Couple + C. LE and GT 16","331","0.646965211839603","0.604990991738777","0.688939431940429","1"
"Daily","2019","Employed","1-pers.-HH","270","0.823353132108528","0.781890921606549","0.864815342610507","1"
"Daily","2019","Employed","(Married) couple without C. ","23","","","","1"
"Daily","2019","Employed","Couple + C. GT 16 ","9","","","","1"
"Daily","2019","Not Employed","Couple + C. LE 16 ","805","0.654267142216222","0.627256177636527","0.681278106795917","1"
"Daily","2019","Employed","Single parent ","18","","","","1"
"Daily","2019","Employed","Couple + C. LE 16 ","235","0.674263519030235","0.624003472171305","0.724523565889165","1"
"Daily","2019","Not Employed","Single parent ","156","0.613936709900851","0.55346677898321","0.674406640818493","1"
"Min 1x per month","2019","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2019","Not Employed","1-pers.-HH","5","","","","3"
"Min 1x per month","2019","Not Employed","Couple + C. LE 16 ","21","","","","3"
"Min 1x per month","2019","Not Employed","Couple + C. GT 16 ","4","","","","3"
"Min 1x per month","2019","Not Employed","Couple + C. LE and GT 16","11","","","","3"
"Min 1x per month","2019","Employed","1-pers.-HH","4","","","","3"
"Min 1x per month","2019","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2019","Employed","Couple + C. LE 16 ","6","","","","3"
"Min 1x per month","2019","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2019","Employed","Couple + C. LE and GT 16","1","","","","3"
"Min 1x per month","2019","Employed","Single parent ","","","","","3"
"Min 1x per month","2019","Not Employed","Single parent ","3","","","","3"
"Min 1x per week","2019","Not Employed","1-pers.-HH","51","0.166033704915849","0.127701289619515","0.204366120212182","2"
"Min 1x per week","2019","Not Employed","(Married) couple without C. ","13","","","","2"
"Min 1x per week","2019","Not Employed","Single parent ","33","0.110390203227043","0.0714665618651159","0.149313844588971","2"
"Min 1x per week","2019","Not Employed","Couple + C. LE 16 ","196","0.164639025519475","0.143577215310211","0.185700835728739","2"
"Min 1x per week","2019","Not Employed","Couple + C. GT 16 ","16","","","","2"
"Min 1x per week","2019","Not Employed","Couple + C. LE and GT 16","77","0.167865369773206","0.135039913356146","0.200690826190266","2"
"Min 1x per week","2019","Employed","1-pers.-HH","37","0.103534692640339","0.0704127269121025","0.136656658368576","2"
"Min 1x per week","2019","Employed","(Married) couple without C. ","3","","","","2"
"Min 1x per week","2019","Employed","Couple + C. LE and GT 16","4","","","","2"
"Min 1x per week","2019","Employed","Single parent ","4","","","","2"
"Min 1x per week","2019","Employed","Couple + C. GT 16 ","1","","","","2"
"Min 1x per week","2019","Employed","Couple + C. LE 16 ","62","0.20862619314673","0.165049917423585","0.252202468869875","2"
"Never","2019","Not Employed","1-pers.-HH","26","","","","5"
"Never","2019","Not Employed","(Married) couple without C. ","5","","","","5"
"Never","2019","Not Employed","Single parent ","34","0.137234744277202","0.0944955057833905","0.179973982771013","5"
"Never","2019","Not Employed","Couple + C. LE 16 ","103","0.0941438571548561","0.0775587675964304","0.110728946713282","5"
"Never","2019","Not Employed","Couple + C. GT 16 ","14","","","","5"
"Never","2019","Not Employed","Couple + C. LE and GT 16","51","0.0915870144846673","0.0662536986460224","0.116920330323312","5"
"Never","2019","Employed","1-pers.-HH","7","","","","5"
"Never","2019","Employed","(Married) couple without C. ","1","","","","5"
"Never","2019","Employed","Single parent ","1","","","","5"
"Never","2019","Employed","Couple + C. LE 16 ","16","","","","5"
"Never","2019","Employed","Couple + C. GT 16 ","1","","","","5"
"Never","2019","Employed","Couple + C. LE and GT 16","7","","","","5"
"Rarely","2019","Not Employed","1-pers.-HH","16","","","","4"
"Rarely","2019","Not Employed","(Married) couple without C. ","6","","","","4"
"Rarely","2019","Not Employed","Single parent ","23","","","","4"
"Rarely","2019","Not Employed","Couple + C. LE 16 ","66","0.0655841153883712","0.0515248817187247","0.0796433490580176","4"
"Rarely","2019","Not Employed","Couple + C. LE and GT 16","28","","","","4"
"Rarely","2019","Employed","Couple + C. LE and GT 16","1","","","","4"
"Rarely","2019","Not Employed","Couple + C. GT 16 ","7","","","","4"
"Rarely","2019","Employed","Couple + C. GT 16 ","2","","","","4"
"Rarely","2019","Employed","Single parent ","1","","","","4"
"Rarely","2019","Employed","1-pers.-HH","7","","","","4"
"Rarely","2019","Employed","(Married) couple without C. ","1","","","","4"
"Rarely","2019","Employed","Couple + C. LE 16 ","15","","","","4"
