"pli0165","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2017","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2017","Part Time","Couple + C. LE and GT 16","1","","",""
"Min 1x per week","2017","Not Working","1-pers.-HH","175","0.160052111486199","0.137692986400132","0.182411236572266"
"Min 1x per week","2017","Not Working","(Married) couple without C. ","28","","",""
"Min 1x per week","2017","Not Working","Single parent ","52","0.153234731620671","0.116776753384553","0.189692709856789"
"Min 1x per week","2017","Not Working","Couple + C. LE 16 ","414","0.185506510271478","0.169263738685963","0.201749281856993"
"Min 1x per week","2017","Not Working","Couple + C. GT 16 ","9","","",""
"Min 1x per week","2017","Not Working","Couple + C. LE and GT 16","105","0.164421783402981","0.135292746170583","0.193550820635379"
"Min 1x per month","2017","Full Time","1-pers.-HH","","","",""
"Min 1x per month","2017","Full Time","(Married) couple without C. ","1","","",""
"Min 1x per month","2017","Full Time","Single parent ","","","",""
"Min 1x per month","2017","Full Time","Couple + C. LE 16 ","2","","",""
"Min 1x per month","2017","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2017","Full Time","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","2017","Part Time","1-pers.-HH","1","","",""
"Min 1x per month","2017","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","2017","Part Time","Single parent ","","","",""
"Min 1x per month","2017","Part Time","Couple + C. LE 16 ","1","","",""
"Min 1x per month","2017","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2017","Not Working","1-pers.-HH","37","0.0469468503715646","0.0340477411151764","0.0598459596279528"
"Min 1x per month","2017","Not Working","(Married) couple without C. ","8","","",""
"Min 1x per month","2017","Not Working","Single parent ","14","","",""
"Min 1x per month","2017","Not Working","Couple + C. LE 16 ","66","0.0319201506250912","0.0245745923788112","0.0392657088713712"
"Min 1x per month","2017","Not Working","Couple + C. GT 16 ","4","","",""
"Min 1x per month","2017","Not Working","Couple + C. LE and GT 16","12","","",""
"Rarely","2017","Full Time","1-pers.-HH","1","","",""
"Rarely","2017","Full Time","(Married) couple without C. ","","","",""
"Rarely","2017","Full Time","Single parent ","","","",""
"Rarely","2017","Full Time","Couple + C. LE 16 ","2","","",""
"Rarely","2017","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2017","Part Time","1-pers.-HH","6","","",""
"Rarely","2017","Part Time","(Married) couple without C. ","","","",""
"Rarely","2017","Part Time","Single parent ","2","","",""
"Rarely","2017","Part Time","Couple + C. LE 16 ","4","","",""
"Rarely","2017","Part Time","Couple + C. GT 16 ","1","","",""
"Rarely","2017","Part Time","Couple + C. LE and GT 16","1","","",""
"Rarely","2017","Not Working","1-pers.-HH","49","0.050899457206745","0.0374961918234452","0.0643027225900449"
"Rarely","2017","Not Working","(Married) couple without C. ","11","","",""
"Rarely","2017","Not Working","Single parent ","25","","",""
"Rarely","2017","Not Working","Couple + C. LE 16 ","125","0.0497339844177891","0.0406497992832067","0.0588181695523716"
"Rarely","2017","Not Working","Couple + C. GT 16 ","5","","",""
"Rarely","2017","Not Working","Couple + C. LE and GT 16","35","0.057492139928116","0.039198521089572","0.0757857587666601"
"Never","2017","Full Time","1-pers.-HH","4","","",""
"Never","2017","Full Time","(Married) couple without C. ","","","",""
"Never","2017","Full Time","Single parent ","1","","",""
"Never","2017","Full Time","Couple + C. LE 16 ","3","","",""
"Never","2017","Full Time","Couple + C. GT 16 ","","","",""
"Never","2017","Full Time","Couple + C. LE and GT 16","1","","",""
"Never","2017","Part Time","1-pers.-HH","3","","",""
"Never","2017","Part Time","(Married) couple without C. ","","","",""
"Never","2017","Part Time","Single parent ","4","","",""
"Never","2017","Part Time","Couple + C. LE 16 ","3","","",""
"Never","2017","Part Time","Couple + C. GT 16 ","","","",""
"Never","2017","Part Time","Couple + C. LE and GT 16","1","","",""
"Never","2017","Not Working","1-pers.-HH","120","0.136312723825577","0.115388739352039","0.157236708299116"
"Never","2017","Not Working","(Married) couple without C. ","35","0.214489333579777","0.157459717744023","0.271518949415532"
"Never","2017","Not Working","Single parent ","72","0.22364987813555","0.181475799560009","0.26582395671109"
"Never","2017","Not Working","Couple + C. LE 16 ","336","0.165099816630751","0.149585690274183","0.180613942987319"
"Never","2017","Not Working","Couple + C. GT 16 ","25","","",""
"Never","2017","Not Working","Couple + C. LE and GT 16","134","0.250193968405205","0.216155831453319","0.284232105357092"
"Daily","2018","Full Time","1-pers.-HH","49","0.801776088168806","0.704105753645814","0.899446422691799"
"Daily","2018","Full Time","(Married) couple without C. ","3","","",""
"Daily","2018","Full Time","Single parent ","3","","",""
"Daily","2018","Full Time","Couple + C. LE 16 ","34","0.644345442542968","0.5178309389035","0.770859946182435"
"Daily","2018","Full Time","Couple + C. GT 16 ","","","",""
"Daily","2018","Full Time","Couple + C. LE and GT 16","10","","",""
"Daily","2018","Part Time","1-pers.-HH","107","0.770691505505425","0.701302782931712","0.840080228079138"
"Daily","2018","Part Time","(Married) couple without C. ","11","","",""
"Daily","2018","Part Time","Single parent ","10","","",""
"Daily","2018","Part Time","Couple + C. LE 16 ","94","0.652441873715881","0.570896921992174","0.733986825439588"
"Daily","2018","Part Time","Couple + C. GT 16 ","4","","",""
"Daily","2018","Part Time","Couple + C. LE and GT 16","10","","",""
"Daily","2018","Not Working","1-pers.-HH","407","0.675187586005421","0.637108320858161","0.713266851152681"
"Daily","2018","Not Working","(Married) couple without C. ","75","0.567702099443458","0.475542959107548","0.659861239779367"
"Daily","2018","Not Working","Single parent ","179","0.560392347057931","0.505051274572922","0.61573341954294"
"Daily","2018","Not Working","Couple + C. LE 16 ","925","0.614042492543799","0.589173216353439","0.63891176873416"
"Daily","2018","Not Working","Couple + C. GT 16 ","44","0.595640180419343","0.489417524718962","0.701862836119724"
"Daily","2018","Not Working","Couple + C. LE and GT 16","293","0.568584619789882","0.524369588389801","0.612799651189963"
"Min 1x per week","2018","Full Time","1-pers.-HH","7","","",""
"Min 1x per week","2018","Full Time","(Married) couple without C. ","1","","",""
"Min 1x per week","2018","Full Time","Single parent ","2","","",""
"Min 1x per week","2018","Full Time","Couple + C. LE 16 ","14","","",""
"Min 1x per week","2018","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2018","Full Time","Couple + C. LE and GT 16","1","","",""
"Min 1x per week","2018","Part Time","1-pers.-HH","18","","",""
"Min 1x per week","2018","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","2018","Part Time","Single parent ","2","","",""
"Min 1x per week","2018","Part Time","Couple + C. LE 16 ","19","","",""
"Min 1x per week","2018","Part Time","Couple + C. GT 16 ","1","","",""
"Min 1x per week","2018","Part Time","Couple + C. LE and GT 16","4","","",""
"Min 1x per week","2018","Not Working","1-pers.-HH","84","0.163994305383492","0.133886505100709","0.194102105666275"
"Min 1x per week","2018","Not Working","(Married) couple without C. ","17","","",""
"Min 1x per week","2018","Not Working","Single parent ","57","0.223894197050179","0.177415843475969","0.270372550624389"
"Min 1x per week","2018","Not Working","Couple + C. LE 16 ","258","0.179698180185339","0.160084781200988","0.199311579169689"
"Min 1x per week","2018","Not Working","Couple + C. GT 16 ","11","","",""
"Min 1x per week","2018","Not Working","Couple + C. LE and GT 16","83","0.194469306273892","0.159135440815494","0.22980317173229"
"Min 1x per month","2018","Full Time","1-pers.-HH","2","","",""
"Min 1x per month","2018","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","2018","Full Time","Single parent ","","","",""
"Min 1x per month","2018","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2018","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2018","Part Time","1-pers.-HH","4","","",""
"Min 1x per month","2018","Part Time","(Married) couple without C. ","2","","",""
"Min 1x per month","2018","Part Time","Single parent ","","","",""
"Min 1x per month","2018","Part Time","Couple + C. LE 16 ","3","","",""
"Min 1x per month","2018","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2018","Part Time","Couple + C. LE and GT 16","3","","",""
"Min 1x per month","2018","Not Working","1-pers.-HH","15","","",""
"Min 1x per month","2018","Not Working","(Married) couple without C. ","2","","",""
"Min 1x per month","2018","Not Working","Single parent ","10","","",""
"Min 1x per month","2018","Not Working","Couple + C. LE 16 ","46","0.0304695216175531","0.0216892543271827","0.0392497889079235"
"Min 1x per month","2018","Not Working","Couple + C. GT 16 ","3","","",""
"Min 1x per month","2018","Not Working","Couple + C. LE and GT 16","16","","",""
"Rarely","2018","Full Time","1-pers.-HH","2","","",""
"Rarely","2018","Full Time","(Married) couple without C. ","1","","",""
"Rarely","2018","Full Time","Single parent ","","","",""
"Rarely","2018","Full Time","Couple + C. LE 16 ","2","","",""
"Rarely","2018","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2018","Part Time","1-pers.-HH","4","","",""
"Rarely","2018","Part Time","(Married) couple without C. ","2","","",""
"Rarely","2018","Part Time","Single parent ","","","",""
"Rarely","2018","Part Time","Couple + C. LE 16 ","8","","",""
"Rarely","2018","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2018","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2018","Not Working","1-pers.-HH","31","0.0638546340531164","0.0439741075907993","0.0837351605154334"
"Rarely","2018","Not Working","(Married) couple without C. ","6","","",""
"Rarely","2018","Not Working","Single parent ","13","","",""
"Rarely","2018","Not Working","Couple + C. LE 16 ","80","0.0534563224762798","0.0419651576371166","0.064947487315443"
"Rarely","2018","Not Working","Couple + C. GT 16 ","4","","",""
"Rarely","2018","Not Working","Couple + C. LE and GT 16","27","","",""
"Never","2018","Full Time","1-pers.-HH","4","","",""
"Never","2018","Full Time","(Married) couple without C. ","","","",""
"Never","2018","Full Time","Single parent ","","","",""
"Never","2018","Full Time","Couple + C. LE 16 ","5","","",""
"Never","2018","Full Time","Couple + C. GT 16 ","","","",""
"Never","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2018","Part Time","1-pers.-HH","8","","",""
"Never","2018","Part Time","(Married) couple without C. ","","","",""
"Never","2018","Part Time","Single parent ","1","","",""
"Never","2018","Part Time","Couple + C. LE 16 ","7","","",""
"Never","2018","Part Time","Couple + C. GT 16 ","2","","",""
"Never","2018","Part Time","Couple + C. LE and GT 16","4","","",""
"Never","2018","Not Working","1-pers.-HH","44","0.0745186116888655","0.0531647587665647","0.0958724646111663"
"Never","2018","Not Working","(Married) couple without C. ","11","","",""
"Never","2018","Not Working","Single parent ","50","0.138826392342354","0.100274098272895","0.177378686411814"
"Never","2018","Not Working","Couple + C. LE 16 ","163","0.122333483177029","0.105594401754044","0.139072564600014"
"Never","2018","Not Working","Couple + C. GT 16 ","20","","",""
"Never","2018","Not Working","Couple + C. LE and GT 16","63","0.137356104051634","0.106625978775111","0.168086229328157"
"Daily","2019","Full Time","1-pers.-HH","120","0.78589679691221","0.719810475996758","0.851983117827662"
"Daily","2019","Full Time","(Married) couple without C. ","11","","",""
"Daily","2019","Full Time","Single parent ","5","","",""
"Daily","2019","Full Time","Couple + C. LE 16 ","82","0.720468026306323","0.640506972815375","0.800429079797272"
"Daily","2019","Full Time","Couple + C. GT 16 ","2","","",""
"Daily","2019","Full Time","Couple + C. LE and GT 16","20","","",""
"Daily","2019","Part Time","1-pers.-HH","150","0.855509367558039","0.803713669739481","0.907305065376597"
"Daily","2019","Part Time","(Married) couple without C. ","12","","",""
"Daily","2019","Part Time","Single parent ","13","","",""
"Daily","2019","Part Time","Couple + C. LE 16 ","153","0.644814827991035","0.580545581129139","0.70908407485293"
"Daily","2019","Part Time","Couple + C. GT 16 ","7","","",""
"Daily","2019","Part Time","Couple + C. LE and GT 16","41","0.745092575447327","0.619152039927533","0.871033110967121"
"Daily","2019","Not Working","1-pers.-HH","264","0.688729527209689","0.641032960408629","0.73642609401075"
"Daily","2019","Not Working","(Married) couple without C. ","64","0.695687960541244","0.599554723556481","0.791821197526007"
"Daily","2019","Not Working","Single parent ","156","0.613936709900851","0.55346677898321","0.674406640818493"
"Daily","2019","Not Working","Couple + C. LE 16 ","805","0.654267142216222","0.627256177636527","0.681278106795917"
"Daily","2019","Not Working","Couple + C. GT 16 ","46","0.657129896099089","0.55738770896154","0.756872083236637"
"Daily","2019","Not Working","Couple + C. LE and GT 16","331","0.646965211839603","0.604990991738777","0.688939431940429"
"Min 1x per week","2019","Full Time","1-pers.-HH","20","","",""
"Min 1x per week","2019","Full Time","(Married) couple without C. ","3","","",""
"Min 1x per week","2019","Full Time","Single parent ","","","",""
"Min 1x per week","2019","Full Time","Couple + C. LE 16 ","24","","",""
"Min 1x per week","2019","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2019","Full Time","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","2019","Part Time","1-pers.-HH","17","","",""
"Min 1x per week","2019","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","2019","Part Time","Single parent ","4","","",""
"Min 1x per week","2019","Part Time","Couple + C. LE 16 ","38","0.219692783252497","0.16408968435911","0.275295882145885"
"Min 1x per week","2019","Part Time","Couple + C. GT 16 ","1","","",""
"Min 1x per week","2019","Part Time","Couple + C. LE and GT 16","1","","",""
"Min 1x per week","2019","Not Working","1-pers.-HH","51","0.166033704915849","0.127701289619515","0.204366120212182"
"Min 1x per week","2019","Not Working","(Married) couple without C. ","13","","",""
"Min 1x per week","2019","Not Working","Single parent ","33","0.110390203227043","0.0714665618651159","0.149313844588971"
"Min 1x per week","2019","Not Working","Couple + C. LE 16 ","196","0.164639025519475","0.143577215310211","0.185700835728739"
"Min 1x per week","2019","Not Working","Couple + C. GT 16 ","16","","",""
"Min 1x per week","2019","Not Working","Couple + C. LE and GT 16","77","0.167865369773206","0.135039913356146","0.200690826190266"
"Min 1x per month","2019","Full Time","1-pers.-HH","2","","",""
"Min 1x per month","2019","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","2019","Full Time","Single parent ","","","",""
"Min 1x per month","2019","Full Time","Couple + C. LE 16 ","3","","",""
"Min 1x per month","2019","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2019","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2019","Part Time","1-pers.-HH","2","","",""
"Min 1x per month","2019","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","2019","Part Time","Single parent ","","","",""
"Min 1x per month","2019","Part Time","Couple + C. LE 16 ","3","","",""
"Min 1x per month","2019","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2019","Part Time","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","2019","Not Working","1-pers.-HH","5","","",""
"Min 1x per month","2019","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","2019","Not Working","Single parent ","3","","",""
"Min 1x per month","2019","Not Working","Couple + C. LE 16 ","21","","",""
"Min 1x per month","2019","Not Working","Couple + C. GT 16 ","4","","",""
"Min 1x per month","2019","Not Working","Couple + C. LE and GT 16","11","","",""
"Rarely","2019","Full Time","1-pers.-HH","4","","",""
"Rarely","2019","Full Time","(Married) couple without C. ","1","","",""
"Rarely","2019","Full Time","Single parent ","","","",""
"Rarely","2019","Full Time","Couple + C. LE 16 ","4","","",""
"Rarely","2019","Full Time","Couple + C. GT 16 ","1","","",""
"Rarely","2019","Full Time","Couple + C. LE and GT 16","1","","",""
"Rarely","2019","Part Time","1-pers.-HH","3","","",""
"Rarely","2019","Part Time","(Married) couple without C. ","","","",""
"Rarely","2019","Part Time","Single parent ","1","","",""
"Rarely","2019","Part Time","Couple + C. LE 16 ","11","","",""
"Rarely","2019","Part Time","Couple + C. GT 16 ","1","","",""
"Rarely","2019","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2019","Not Working","1-pers.-HH","16","","",""
"Rarely","2019","Not Working","(Married) couple without C. ","6","","",""
"Rarely","2019","Not Working","Single parent ","23","","",""
"Rarely","2019","Not Working","Couple + C. LE 16 ","66","0.0655841153883712","0.0515248817187247","0.0796433490580176"
"Rarely","2019","Not Working","Couple + C. GT 16 ","7","","",""
"Rarely","2019","Not Working","Couple + C. LE and GT 16","28","","",""
"Never","2019","Full Time","1-pers.-HH","2","","",""
"Never","2019","Full Time","(Married) couple without C. ","","","",""
"Never","2019","Full Time","Single parent ","1","","",""
"Never","2019","Full Time","Couple + C. LE 16 ","8","","",""
"Never","2019","Full Time","Couple + C. GT 16 ","","","",""
"Never","2019","Full Time","Couple + C. LE and GT 16","4","","",""
"Never","2019","Part Time","1-pers.-HH","5","","",""
"Never","2019","Part Time","(Married) couple without C. ","1","","",""
"Never","2019","Part Time","Single parent ","","","",""
"Never","2019","Part Time","Couple + C. LE 16 ","8","","",""
"Never","2019","Part Time","Couple + C. GT 16 ","1","","",""
"Never","2019","Part Time","Couple + C. LE and GT 16","3","","",""
"Never","2019","Not Working","1-pers.-HH","26","","",""
"Never","2019","Not Working","(Married) couple without C. ","5","","",""
"Never","2019","Not Working","Single parent ","34","0.137234744277202","0.0944955057833905","0.179973982771013"
"Never","2019","Not Working","Couple + C. LE 16 ","103","0.0941438571548561","0.0775587675964304","0.110728946713282"
"Never","2019","Not Working","Couple + C. GT 16 ","14","","",""
"Never","2019","Not Working","Couple + C. LE and GT 16","51","0.0915870144846673","0.0662536986460224","0.116920330323312"
