"pli0165","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2013","Full Time","(0) in school","3","","",""
"Daily","2013","Full Time","(1a) inadequately completed","27","","",""
"Daily","2013","Full Time","(1b) general elementary school","133","0.339563861123808","0.29182430929861","0.387303412949007"
"Daily","2013","Full Time","(1c) basic vocational qualification","440","0.228921735391878","0.209491070123949","0.248352400659807"
"Daily","2013","Full Time","(2b) intermediate general qualification","133","0.559274683952708","0.494831461795432","0.623717906109984"
"Daily","2013","Full Time","(2a) intermediate vocational","787","0.288474284294344","0.271741022008556","0.305207546580131"
"Daily","2013","Full Time","(2c_gen) general maturity certificate","119","0.570514269263828","0.506541993855801","0.634486544671855"
"Daily","2013","Full Time","(2c_voc) vocational maturity certificate","342","0.355441999175947","0.326053570079921","0.384830428271974"
"Daily","2013","Full Time","(3a) lower tertiary education","208","0.199476033228847","0.174819328244173","0.224132738213521"
"Daily","2013","Full Time","(3b) higher tertiary education","410","0.25987838108496","0.239833944762624","0.279922817407296"
"Daily","2013","Part Time","(0) in school","81","0.833615371461201","0.759501127672142","0.90772961525026"
"Daily","2013","Part Time","(1a) inadequately completed","35","0.268942614724701","0.176299680707803","0.3615855487416"
"Daily","2013","Part Time","(1b) general elementary school","160","0.312533261236493","0.268974308486476","0.35609221398651"
"Daily","2013","Part Time","(1c) basic vocational qualification","306","0.21555690438052","0.192905614936656","0.238208193824383"
"Daily","2013","Part Time","(2b) intermediate general qualification","132","0.588150634926043","0.523841847998674","0.652459421853412"
"Daily","2013","Part Time","(2a) intermediate vocational","594","0.246380593952533","0.227911297164722","0.264849890740343"
"Daily","2013","Part Time","(2c_gen) general maturity certificate","261","0.659411786406137","0.613761755010661","0.705061817801612"
"Daily","2013","Part Time","(2c_voc) vocational maturity certificate","219","0.316868157165642","0.284091159173587","0.349645155157696"
"Daily","2013","Part Time","(3a) lower tertiary education","100","0.190424348313232","0.156280993365458","0.224567703261007"
"Daily","2013","Part Time","(3b) higher tertiary education","244","0.310845910028291","0.282144971757209","0.339546848299372"
"Daily","2013","Not Working","(0) in school","285","0.858991409268106","0.822425559940344","0.895557258595868"
"Daily","2013","Not Working","(1a) inadequately completed","35","0.117377738777928","0.0719679225468116","0.162787555009045"
"Daily","2013","Not Working","(1b) general elementary school","182","0.0856829882085516","0.0692467965109408","0.102119179906162"
"Daily","2013","Not Working","(1c) basic vocational qualification","284","0.0702659700783549","0.0606711452101221","0.0798607949465878"
