"pli0165","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Daily","2013","16-34 y.","Not Employed","1059","0.655077036568619","0.63192987058153","0.678224202555708"
"Daily","2013","16-34 y.","Employed","2322","0.60090347571948","0.585778363448999","0.616028587989961"
"Daily","2013","35-65 y.","Not Employed","579","0.179492740714054","0.164781139034739","0.194204342393368"
"Daily","2013","35-65 y.","Employed","2631","0.196591389386122","0.189561149599268","0.203621629172976"
"Daily","2013","66 and older","Not Employed","260","0.0510303378470403","0.0446000490183882","0.0574606266756924"
"Daily","2013","66 and older","Employed","41","0.0804780335037781","0.0548553934885429","0.106100673519013"
"Min 1x per week","2013","16-34 y.","Not Employed","205","0.136783170100547","0.120050437698207","0.153515902502886"
"Min 1x per week","2013","16-34 y.","Employed","575","0.143532949580504","0.132703948155558","0.15436195100545"
"Min 1x per week","2013","35-65 y.","Not Employed","258","0.106692901873627","0.0948580328618109","0.118527770885444"
"Min 1x per week","2013","35-65 y.","Employed","1673","0.134006377329804","0.127980230191867","0.14003252446774"
"Min 1x per week","2013","66 and older","Not Employed","181","0.0329751531413362","0.0277571742061643","0.0381931320765081"
"Min 1x per week","2013","66 and older","Employed","34","0.0903106721073843","0.0633133784864535","0.117307965728315"
"Min 1x per month","2013","16-34 y.","Not Employed","34","0.0234961954858056","0.0161201034506505","0.0308722875209607"
"Min 1x per month","2013","16-34 y.","Employed","128","0.0346686755852989","0.0290184719368338","0.0403188792337639"
"Min 1x per month","2013","35-65 y.","Not Employed","76","0.0290653681678727","0.0226254817203312","0.0355052546154142"
"Min 1x per month","2013","35-65 y.","Employed","433","0.0388006975447226","0.035384475103496","0.0422169199859492"
"Min 1x per month","2013","66 and older","Not Employed","45","0.00758812195161865","0.00505239070515353","0.0101238531980838"
"Min 1x per month","2013","66 and older","Employed","8","","",""
"Rarely","2013","16-34 y.","Not Employed","72","0.0489903279693806","0.038479468632481","0.0595011873062802"
"Rarely","2013","16-34 y.","Employed","233","0.0516962630222103","0.0448577672563515","0.0585347587880692"
"Rarely","2013","35-65 y.","Not Employed","192","0.06948243930031","0.0597348973144186","0.0792299812862015"
"Rarely","2013","35-65 y.","Employed","1221","0.100484746825131","0.0951664326602338","0.105803060990029"
"Rarely","2013","66 and older","Not Employed","227","0.0446202042458074","0.0385870573776494","0.0506533511139655"
"Rarely","2013","66 and older","Employed","47","0.110093765297635","0.0806117185711827","0.139575812024088"
"Never","2013","16-34 y.","Not Employed","250","0.135653269875648","0.118978889138489","0.152327650612808"
"Never","2013","16-34 y.","Employed","769","0.169198636092507","0.157618749515518","0.180778522669497"
"Never","2013","35-65 y.","Not Employed","1509","0.615266549944136","0.596615343671979","0.633917756216293"
"Never","2013","35-65 y.","Employed","6318","0.530116788914221","0.521288015023838","0.538945562804603"
"Never","2013","66 and older","Not Employed","3786","0.863786182814197","0.853763042673283","0.873809322955111"
"Never","2013","66 and older","Employed","303","0.706711050681585","0.663829257896524","0.749592843466645"
"Daily","2014","16-34 y.","Not Employed","","","",""
"Daily","2014","16-34 y.","Employed","","","",""
"Daily","2014","35-65 y.","Not Employed","","","",""
"Daily","2014","35-65 y.","Employed","","","",""
"Daily","2014","66 and older","Not Employed","","","",""
"Daily","2014","66 and older","Employed","","","",""
"Min 1x per week","2014","16-34 y.","Not Employed","","","",""
"Min 1x per week","2014","16-34 y.","Employed","","","",""
"Min 1x per week","2014","35-65 y.","Not Employed","","","",""
"Min 1x per week","2014","35-65 y.","Employed","","","",""
"Min 1x per week","2014","66 and older","Not Employed","","","",""
"Min 1x per week","2014","66 and older","Employed","","","",""
"Min 1x per month","2014","16-34 y.","Not Employed","","","",""
"Min 1x per month","2014","16-34 y.","Employed","","","",""
"Min 1x per month","2014","35-65 y.","Not Employed","","","",""
"Min 1x per month","2014","35-65 y.","Employed","","","",""
"Min 1x per month","2014","66 and older","Not Employed","","","",""
"Min 1x per month","2014","66 and older","Employed","","","",""
"Rarely","2014","16-34 y.","Not Employed","","","",""
"Rarely","2014","16-34 y.","Employed","","","",""
"Rarely","2014","35-65 y.","Not Employed","","","",""
"Rarely","2014","35-65 y.","Employed","","","",""
"Rarely","2014","66 and older","Not Employed","","","",""
"Rarely","2014","66 and older","Employed","","","",""
"Never","2014","16-34 y.","Not Employed","","","",""
"Never","2014","16-34 y.","Employed","","","",""
"Never","2014","35-65 y.","Not Employed","","","",""
"Never","2014","35-65 y.","Employed","","","",""
"Never","2014","66 and older","Not Employed","","","",""
"Never","2014","66 and older","Employed","","","",""
"Daily","2015","16-34 y.","Not Employed","","","",""
"Daily","2015","16-34 y.","Employed","","","",""
"Daily","2015","35-65 y.","Not Employed","","","",""
"Daily","2015","35-65 y.","Employed","","","",""
"Daily","2015","66 and older","Not Employed","","","",""
"Daily","2015","66 and older","Employed","","","",""
"Min 1x per week","2015","16-34 y.","Not Employed","","","",""
"Min 1x per week","2015","16-34 y.","Employed","","","",""
"Min 1x per week","2015","35-65 y.","Not Employed","","","",""
"Min 1x per week","2015","35-65 y.","Employed","","","",""
"Min 1x per week","2015","66 and older","Not Employed","","","",""
"Min 1x per week","2015","66 and older","Employed","","","",""
"Min 1x per month","2015","16-34 y.","Not Employed","","","",""
"Min 1x per month","2015","16-34 y.","Employed","","","",""
"Min 1x per month","2015","35-65 y.","Not Employed","","","",""
"Min 1x per month","2015","35-65 y.","Employed","","","",""
"Min 1x per month","2015","66 and older","Not Employed","","","",""
"Min 1x per month","2015","66 and older","Employed","","","",""
"Rarely","2015","16-34 y.","Not Employed","","","",""
"Rarely","2015","16-34 y.","Employed","","","",""
"Rarely","2015","35-65 y.","Not Employed","","","",""
"Rarely","2015","35-65 y.","Employed","","","",""
"Rarely","2015","66 and older","Not Employed","","","",""
"Rarely","2015","66 and older","Employed","","","",""
"Never","2015","16-34 y.","Not Employed","","","",""
"Never","2015","16-34 y.","Employed","","","",""
"Never","2015","35-65 y.","Not Employed","","","",""
"Never","2015","35-65 y.","Employed","","","",""
"Never","2015","66 and older","Not Employed","","","",""
"Never","2015","66 and older","Employed","","","",""
"Daily","2016","16-34 y.","Not Employed","","","",""
"Daily","2016","16-34 y.","Employed","","","",""
"Daily","2016","35-65 y.","Not Employed","","","",""
"Daily","2016","35-65 y.","Employed","","","",""
"Daily","2016","66 and older","Not Employed","","","",""
"Daily","2016","66 and older","Employed","","","",""
"Min 1x per week","2016","16-34 y.","Not Employed","","","",""
"Min 1x per week","2016","16-34 y.","Employed","","","",""
"Min 1x per week","2016","35-65 y.","Not Employed","","","",""
"Min 1x per week","2016","35-65 y.","Employed","","","",""
"Min 1x per week","2016","66 and older","Not Employed","","","",""
"Min 1x per week","2016","66 and older","Employed","","","",""
"Min 1x per month","2016","16-34 y.","Not Employed","","","",""
"Min 1x per month","2016","16-34 y.","Employed","","","",""
"Min 1x per month","2016","35-65 y.","Not Employed","","","",""
"Min 1x per month","2016","35-65 y.","Employed","","","",""
"Min 1x per month","2016","66 and older","Not Employed","","","",""
"Min 1x per month","2016","66 and older","Employed","","","",""
"Rarely","2016","16-34 y.","Not Employed","","","",""
"Rarely","2016","16-34 y.","Employed","","","",""
"Rarely","2016","35-65 y.","Not Employed","","","",""
"Rarely","2016","35-65 y.","Employed","","","",""
"Rarely","2016","66 and older","Not Employed","","","",""
"Rarely","2016","66 and older","Employed","","","",""
"Never","2016","16-34 y.","Not Employed","","","",""
"Never","2016","16-34 y.","Employed","","","",""
"Never","2016","35-65 y.","Not Employed","","","",""
"Never","2016","35-65 y.","Employed","","","",""
"Never","2016","66 and older","Not Employed","","","",""
"Never","2016","66 and older","Employed","","","",""
"Daily","2017","16-34 y.","Not Employed","1965","0.6134576005352","0.596312969319113","0.630602231751288"
"Daily","2017","16-34 y.","Employed","94","0.70041893231859","0.62534032765193","0.775497536985251"
"Daily","2017","35-65 y.","Not Employed","1165","0.537489069167701","0.516438188342005","0.558539949993396"
"Daily","2017","35-65 y.","Employed","49","0.429986777063477","0.32713232306624","0.532841231060714"
"Daily","2017","66 and older","Not Employed","12","","",""
"Daily","2017","66 and older","Employed","","","",""
"Min 1x per week","2017","16-34 y.","Not Employed","510","0.164940052568177","0.151873554935032","0.178006550201323"
"Min 1x per week","2017","16-34 y.","Employed","24","","",""
"Min 1x per week","2017","35-65 y.","Not Employed","368","0.148347920141056","0.133340836938558","0.163355003343554"
"Min 1x per week","2017","35-65 y.","Employed","18","","",""
"Min 1x per week","2017","66 and older","Not Employed","","","",""
"Min 1x per week","2017","66 and older","Employed","","","",""
"Min 1x per month","2017","16-34 y.","Not Employed","103","0.0456719380538597","0.0383215397959738","0.0530223363117456"
"Min 1x per month","2017","16-34 y.","Employed","2","","",""
"Min 1x per month","2017","35-65 y.","Not Employed","56","0.0229537015883258","0.0166309169238985","0.029276486252753"
"Min 1x per month","2017","35-65 y.","Employed","4","","",""
"Min 1x per month","2017","66 and older","Not Employed","1","","",""
"Min 1x per month","2017","66 and older","Employed","","","",""
"Rarely","2017","16-34 y.","Not Employed","137","0.0452996318105687","0.0379778263761789","0.0526214372449584"
"Rarely","2017","16-34 y.","Employed","9","","",""
"Rarely","2017","35-65 y.","Not Employed","157","0.0773396451419548","0.066061271679093","0.0886180186048166"
"Rarely","2017","35-65 y.","Employed","8","","",""
"Rarely","2017","66 and older","Not Employed","1","","",""
"Rarely","2017","66 and older","Employed","","","",""
"Never","2017","16-34 y.","Not Employed","384","0.130630777032194","0.118765928763486","0.142495625300902"
"Never","2017","16-34 y.","Employed","14","","",""
"Never","2017","35-65 y.","Not Employed","409","0.213869663960963","0.19655770056721","0.231181627354715"
"Never","2017","35-65 y.","Employed","10","","",""
"Never","2017","66 and older","Not Employed","39","0.804184428404444","0.697349909578936","0.911018947229951"
"Never","2017","66 and older","Employed","","","",""
"Daily","2018","16-34 y.","Not Employed","1199","0.685704264597606","0.663834846551835","0.707573682643377"
"Daily","2018","16-34 y.","Employed","253","0.762879766506756","0.717060677582783","0.808698855430728"
"Daily","2018","35-65 y.","Not Employed","937","0.548949807479029","0.524537411693736","0.573362203264322"
"Daily","2018","35-65 y.","Employed","112","0.606359460078784","0.535185063839989","0.677533856317579"
"Daily","2018","66 and older","Not Employed","8","","",""
"Daily","2018","66 and older","Employed","","","",""
"Min 1x per week","2018","16-34 y.","Not Employed","272","0.18267353038499","0.16447085810427","0.200876202665709"
"Min 1x per week","2018","16-34 y.","Employed","40","0.112558850424371","0.0785106862883226","0.146607014560418"
"Min 1x per week","2018","35-65 y.","Not Employed","277","0.168374367565038","0.150016020767845","0.186732714362232"
"Min 1x per week","2018","35-65 y.","Employed","36","0.179216743231889","0.123342411954734","0.235091074509044"
"Min 1x per week","2018","66 and older","Not Employed","3","","",""
