"pli0165","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2013","Full Time","West Germany","2203","0.304356017692797","0.293894157231741","0.314817878153852"
"Daily","2013","Full Time","East Germany","523","0.237193793790901","0.219427444207588","0.254960143374213"
"Daily","2013","Part Time","West Germany","1858","0.319913601029538","0.307847895705188","0.331979306353888"
"Daily","2013","Part Time","East Germany","410","0.289149177739769","0.265071768574893","0.313226586904645"
"Daily","2013","Not Working","West Germany","1525","0.158834127526859","0.150011735485151","0.167656519568568"
"Daily","2013","Not Working","East Germany","373","0.139382577733095","0.124705080350603","0.154060075115586"
"Min 1x per week","2013","Full Time","West Germany","1025","0.141146977819253","0.133230724624604","0.149063231013901"
"Min 1x per week","2013","Full Time","East Germany","299","0.140343462857607","0.125835781348913","0.154851144366301"
"Min 1x per week","2013","Part Time","West Germany","792","0.129147788804841","0.120472777798872","0.13782279981081"
"Min 1x per week","2013","Part Time","East Germany","166","0.104302569872727","0.088069984120542","0.120535155624912"
"Min 1x per week","2013","Not Working","West Germany","504","0.0662890397545994","0.0602842098211894","0.0722938696880094"
"Min 1x per week","2013","Not Working","East Germany","140","0.0540554606413874","0.0444725966942992","0.0636383245884756"
"Min 1x per month","2013","Full Time","West Germany","272","0.0398132565381716","0.0353678020909175","0.0442587109854257"
"Min 1x per month","2013","Full Time","East Germany","78","0.0336358689483364","0.0261055883338693","0.0411661495628034"
"Min 1x per month","2013","Part Time","West Germany","184","0.0347463437843463","0.0300090578213958","0.0394836297472967"
"Min 1x per month","2013","Part Time","East Germany","35","0.028173752549285","0.0193860328183377","0.0369614722802323"
"Min 1x per month","2013","Not Working","West Germany","120","0.0161900989392141","0.0131439301399718","0.0192362677384564"
"Min 1x per month","2013","Not Working","East Germany","35","0.00966510178743997","0.00551902867276653","0.0138111749021134"
"Rarely","2013","Full Time","West Germany","736","0.087599244255154","0.0811713687284248","0.0940271197818833"
"Rarely","2013","Full Time","East Germany","202","0.097292813931825","0.0849147344872397","0.10967089337641"
"Rarely","2013","Part Time","West Germany","445","0.083314143823264","0.0761654952012709","0.0904627924452572"
"Rarely","2013","Part Time","East Germany","118","0.0937506766965692","0.0782706897381897","0.109230663654949"
"Rarely","2013","Not Working","West Germany","382","0.052789244977003","0.0473920307665566","0.0581864591874495"
"Rarely","2013","Not Working","East Germany","109","0.0458581824945179","0.0369936143484705","0.0547227506405653"
"Never","2013","Full Time","West Germany","3195","0.427084503694625","0.415837763783093","0.438331243606156"
"Never","2013","Full Time","East Germany","1100","0.491534060471331","0.47065325845952","0.512414862483142"
"Never","2013","Part Time","West Germany","2462","0.432878122558011","0.420061448590979","0.445694796525042"
"Never","2013","Part Time","East Germany","633","0.484623823141649","0.458082407284028","0.511165238999271"
"Never","2013","Not Working","West Germany","4063","0.705897488802324","0.694899993010921","0.716894984593728"
"Never","2013","Not Working","East Germany","1482","0.75103867734356","0.73271385421273","0.76936350047439"
"Daily","2014","Full Time","West Germany","","","",""
"Daily","2014","Full Time","East Germany","","","",""
"Daily","2014","Part Time","West Germany","","","",""
"Daily","2014","Part Time","East Germany","","","",""
"Daily","2014","Not Working","West Germany","","","",""
"Daily","2014","Not Working","East Germany","","","",""
"Min 1x per week","2014","Full Time","West Germany","","","",""
"Min 1x per week","2014","Full Time","East Germany","","","",""
"Min 1x per week","2014","Part Time","West Germany","","","",""
"Min 1x per week","2014","Part Time","East Germany","","","",""
"Min 1x per week","2014","Not Working","West Germany","","","",""
"Min 1x per week","2014","Not Working","East Germany","","","",""
"Min 1x per month","2014","Full Time","West Germany","","","",""
"Min 1x per month","2014","Full Time","East Germany","","","",""
"Min 1x per month","2014","Part Time","West Germany","","","",""
"Min 1x per month","2014","Part Time","East Germany","","","",""
"Min 1x per month","2014","Not Working","West Germany","","","",""
"Min 1x per month","2014","Not Working","East Germany","","","",""
"Rarely","2014","Full Time","West Germany","","","",""
"Rarely","2014","Full Time","East Germany","","","",""
"Rarely","2014","Part Time","West Germany","","","",""
"Rarely","2014","Part Time","East Germany","","","",""
"Rarely","2014","Not Working","West Germany","","","",""
"Rarely","2014","Not Working","East Germany","","","",""
"Never","2014","Full Time","West Germany","","","",""
"Never","2014","Full Time","East Germany","","","",""
"Never","2014","Part Time","West Germany","","","",""
"Never","2014","Part Time","East Germany","","","",""
"Never","2014","Not Working","West Germany","","","",""
"Never","2014","Not Working","East Germany","","","",""
"Daily","2015","Full Time","West Germany","","","",""
"Daily","2015","Full Time","East Germany","","","",""
"Daily","2015","Part Time","West Germany","","","",""
"Daily","2015","Part Time","East Germany","","","",""
"Daily","2015","Not Working","West Germany","","","",""
"Daily","2015","Not Working","East Germany","","","",""
"Min 1x per week","2015","Full Time","West Germany","","","",""
"Min 1x per week","2015","Full Time","East Germany","","","",""
"Min 1x per week","2015","Part Time","West Germany","","","",""
