"pli0165","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","2019","Couple + C. LE 16 ","Female","419","0.623272727962448","0.586078385483141","0.660467070441756","1"
"Daily","2019","Couple + C. LE and GT 16","Male","245","0.73811253465216","0.690531945455488","0.785693123848831","1"
"Daily","2019","(Married) couple without C. ","Female","39","0.722133544212481","0.597971198382004","0.846295890042959","1"
"Daily","2019","Couple + C. GT 16 ","Male","30","0.629942589493545","0.506743606249643","0.753141572737448","1"
"Daily","2019","Couple + C. GT 16 ","Female","25","","","","1"
"Daily","2019","(Married) couple without C. ","Male","48","0.705071222921063","0.595056402791258","0.815086043050867","1"
"Min 1x per month","2019","Couple + C. LE and GT 16","Male","7","","","","3"
"Min 1x per month","2019","1-pers.-HH","Male","7","","","","3"
"Min 1x per month","2019","(Married) couple without C. ","Female","","","","","3"
"Min 1x per month","2019","Single parent ","Male","","","","","3"
"Min 1x per month","2019","Single parent ","Female","3","","","","3"
"Min 1x per month","2019","Couple + C. LE 16 ","Male","12","","","","3"
"Min 1x per month","2019","Couple + C. LE 16 ","Female","15","","","","3"
"Min 1x per month","2019","Couple + C. GT 16 ","Female","4","","","","3"
"Min 1x per month","2019","1-pers.-HH","Female","2","","","","3"
"Min 1x per month","2019","Couple + C. LE and GT 16","Female","5","","","","3"
"Min 1x per month","2019","Couple + C. GT 16 ","Male","","","","","3"
"Min 1x per month","2019","(Married) couple without C. ","Male","","","","","3"
"Min 1x per week","2019","1-pers.-HH","Male","80","0.126573367114514","0.100589298748133","0.152557435480895","2"
"Min 1x per week","2019","1-pers.-HH","Female","8","","","","2"
"Min 1x per week","2019","(Married) couple without C. ","Male","8","","","","2"
"Min 1x per week","2019","(Married) couple without C. ","Female","8","","","","2"
"Min 1x per week","2019","Single parent ","Male","7","","","","2"
"Min 1x per week","2019","Single parent ","Female","30","0.111648439278758","0.0694535387472985","0.153843339810217","2"
"Min 1x per week","2019","Couple + C. LE 16 ","Male","157","0.194442297525822","0.168188951151056","0.220695643900588","2"
"Min 1x per week","2019","Couple + C. LE 16 ","Female","101","0.149668735528518","0.12228555361502","0.177051917442015","2"
"Min 1x per week","2019","Couple + C. LE and GT 16","Female","38","0.207940321445765","0.15701878653856","0.25886185635297","2"
"Min 1x per week","2019","Couple + C. GT 16 ","Male","15","","","","2"
"Min 1x per week","2019","Couple + C. LE and GT 16","Male","43","0.134305742086359","0.0974045218052793","0.171206962367438","2"
"Min 1x per week","2019","Couple + C. GT 16 ","Female","2","","","","2"
"Never","2019","1-pers.-HH","Male","27","","","","5"
"Never","2019","1-pers.-HH","Female","6","","","","5"
"Never","2019","(Married) couple without C. ","Male","3","","","","5"
"Never","2019","(Married) couple without C. ","Female","3","","","","5"
"Never","2019","Single parent ","Male","6","","","","5"
"Never","2019","Single parent ","Female","29","","","","5"
"Never","2019","Couple + C. LE 16 ","Male","44","0.061009287054699","0.0451322450931372","0.0768863290162609","5"
"Never","2019","Couple + C. LE 16 ","Female","75","0.121827772822562","0.0967212080184893","0.146934337626635","5"
"Never","2019","Couple + C. GT 16 ","Male","8","","","","5"
"Never","2019","Couple + C. GT 16 ","Female","7","","","","5"
"Never","2019","Couple + C. LE and GT 16","Male","21","","","","5"
"Never","2019","Couple + C. LE and GT 16","Female","37","0.152845517164759","0.107695196677815","0.197995837651704","5"
"Rarely","2019","1-pers.-HH","Male","19","","","","4"
"Rarely","2019","1-pers.-HH","Female","4","","","","4"
"Rarely","2019","(Married) couple without C. ","Male","7","","","","4"
"Rarely","2019","(Married) couple without C. ","Female","","","","","4"
"Rarely","2019","Single parent ","Female","20","","","","4"
"Rarely","2019","Couple + C. LE and GT 16","Female","17","","","","4"
"Rarely","2019","Single parent ","Male","4","","","","4"
"Rarely","2019","Couple + C. LE and GT 16","Male","12","","","","4"
"Rarely","2019","Couple + C. GT 16 ","Male","6","","","","4"
"Rarely","2019","Couple + C. LE 16 ","Male","39","0.0379648744361762","0.0252875554643495","0.0506421934080029","4"
"Rarely","2019","Couple + C. LE 16 ","Female","42","0.0807611258819217","0.0598470024605033","0.10167524930334","4"
"Rarely","2019","Couple + C. GT 16 ","Female","3","","","","4"
