"pli0165","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Daily","2014","Berlin","","","","","1"
"Daily","2014","Brandenburg","","","","","1"
"Daily","2014","Mecklenburg-Western Pomerania","","","","","1"
"Daily","2014","Saxony","","","","","1"
"Daily","2014","Saxony-Anhalt","","","","","1"
"Daily","2014","Thuringia","","","","","1"
"Daily","2014","Schleswig-Holstein","","","","","1"
"Daily","2014","Hamburg","","","","","1"
"Daily","2014","Lower Saxony","","","","","1"
"Daily","2014","Bremen","","","","","1"
"Daily","2014","North Rhine-Westphalia","","","","","1"
"Daily","2014","Hesse","","","","","1"
"Daily","2014","Rhineland-Palatinate,Saarland","","","","","1"
"Daily","2014","Baden-Württemberg","","","","","1"
"Daily","2014","Bavaria","","","","","1"
"Min 1x per month","2014","Saxony","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","","","","","3"
"Min 1x per month","2014","Thuringia","","","","","3"
"Min 1x per month","2014","Bremen","","","","","3"
"Min 1x per month","2014","Bavaria","","","","","3"
"Min 1x per month","2014","North Rhine-Westphalia","","","","","3"
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","","","","","3"
"Min 1x per month","2014","Baden-Württemberg","","","","","3"
"Min 1x per month","2014","Mecklenburg-Western Pomerania","","","","","3"
"Min 1x per month","2014","Schleswig-Holstein","","","","","3"
"Min 1x per month","2014","Hamburg","","","","","3"
"Min 1x per month","2014","Lower Saxony","","","","","3"
"Min 1x per month","2014","Hesse","","","","","3"
"Min 1x per month","2014","Brandenburg","","","","","3"
"Min 1x per month","2014","Berlin","","","","","3"
"Min 1x per week","2014","Saxony","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","","","","","2"
"Min 1x per week","2014","Hamburg","","","","","2"
"Min 1x per week","2014","Lower Saxony","","","","","2"
"Min 1x per week","2014","Bremen","","","","","2"
"Min 1x per week","2014","North Rhine-Westphalia","","","","","2"
"Min 1x per week","2014","Hesse","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","","","","","2"
"Min 1x per week","2014","Berlin","","","","","2"
"Min 1x per week","2014","Brandenburg","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","","","","","2"
"Min 1x per week","2014","Thuringia","","","","","2"
"Min 1x per week","2014","Bavaria","","","","","2"
"Never","2014","Saxony","","","","","5"
"Never","2014","Saxony-Anhalt","","","","","5"
"Never","2014","Thuringia","","","","","5"
"Never","2014","Schleswig-Holstein","","","","","5"
"Never","2014","Hamburg","","","","","5"
"Never","2014","Lower Saxony","","","","","5"
"Never","2014","Bremen","","","","","5"
"Never","2014","North Rhine-Westphalia","","","","","5"
"Never","2014","Hesse","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","","","","","5"
"Never","2014","Baden-Württemberg","","","","","5"
"Never","2014","Bavaria","","","","","5"
"Never","2014","Berlin","","","","","5"
"Never","2014","Brandenburg","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","","","","","5"
"Rarely","2014","Saxony","","","","","4"
"Rarely","2014","Schleswig-Holstein","","","","","4"
"Rarely","2014","Hamburg","","","","","4"
"Rarely","2014","Lower Saxony","","","","","4"
"Rarely","2014","Bremen","","","","","4"
"Rarely","2014","North Rhine-Westphalia","","","","","4"
"Rarely","2014","Hesse","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","","","","","4"
"Rarely","2014","Baden-Württemberg","","","","","4"
"Rarely","2014","Bavaria","","","","","4"
"Rarely","2014","Berlin","","","","","4"
"Rarely","2014","Brandenburg","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","","","","","4"
"Rarely","2014","Saxony-Anhalt","","","","","4"
"Rarely","2014","Thuringia","","","","","4"
"Daily","2015","Schleswig-Holstein","","","","","1"
"Daily","2015","Hamburg","","","","","1"
"Daily","2015","Lower Saxony","","","","","1"
"Daily","2015","Bremen","","","","","1"
"Daily","2015","North Rhine-Westphalia","","","","","1"
"Daily","2015","Hesse","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","","","","","1"
"Daily","2015","Baden-Württemberg","","","","","1"
"Daily","2015","Bavaria","","","","","1"
"Daily","2015","Berlin","","","","","1"
"Daily","2015","Brandenburg","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","","","","","1"
"Daily","2015","Saxony","","","","","1"
"Daily","2015","Saxony-Anhalt","","","","","1"
"Daily","2015","Thuringia","","","","","1"
"Min 1x per month","2015","Schleswig-Holstein","","","","","3"
"Min 1x per month","2015","Hamburg","","","","","3"
"Min 1x per month","2015","Lower Saxony","","","","","3"
"Min 1x per month","2015","Hesse","","","","","3"
"Min 1x per month","2015","Baden-Württemberg","","","","","3"
"Min 1x per month","2015","Bavaria","","","","","3"
"Min 1x per month","2015","Berlin","","","","","3"
"Min 1x per month","2015","Brandenburg","","","","","3"
"Min 1x per month","2015","Saxony","","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","","","","","3"
"Min 1x per month","2015","Thuringia","","","","","3"
"Min 1x per month","2015","Bremen","","","","","3"
"Min 1x per month","2015","North Rhine-Westphalia","","","","","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","","","","","3"
"Min 1x per week","2015","Bremen","","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","","","","","2"
"Min 1x per week","2015","Saxony","","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","","","","","2"
"Min 1x per week","2015","Hamburg","","","","","2"
"Min 1x per week","2015","Lower Saxony","","","","","2"
"Min 1x per week","2015","Baden-Württemberg","","","","","2"
"Min 1x per week","2015","Bavaria","","","","","2"
"Min 1x per week","2015","North Rhine-Westphalia","","","","","2"
"Min 1x per week","2015","Hesse","","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","","","","","2"
"Min 1x per week","2015","Berlin","","","","","2"
"Min 1x per week","2015","Brandenburg","","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","","","","","2"
"Min 1x per week","2015","Thuringia","","","","","2"
"Never","2015","Schleswig-Holstein","","","","","5"
"Never","2015","Hamburg","","","","","5"
"Never","2015","Lower Saxony","","","","","5"
"Never","2015","Bremen","","","","","5"
"Never","2015","Rhineland-Palatinate,Saarland","","","","","5"
"Never","2015","Baden-Württemberg","","","","","5"
"Never","2015","Bavaria","","","","","5"
"Never","2015","Berlin","","","","","5"
"Never","2015","Brandenburg","","","","","5"
"Never","2015","Mecklenburg-Western Pomerania","","","","","5"
"Never","2015","Saxony","","","","","5"
"Never","2015","Saxony-Anhalt","","","","","5"
"Never","2015","Thuringia","","","","","5"
"Never","2015","North Rhine-Westphalia","","","","","5"
"Never","2015","Hesse","","","","","5"
"Rarely","2015","Schleswig-Holstein","","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","","","","","4"
"Rarely","2015","Baden-Württemberg","","","","","4"
"Rarely","2015","Bavaria","","","","","4"
"Rarely","2015","Berlin","","","","","4"
"Rarely","2015","Brandenburg","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","","","","","4"
"Rarely","2015","Saxony","","","","","4"
"Rarely","2015","Hamburg","","","","","4"
"Rarely","2015","Lower Saxony","","","","","4"
"Rarely","2015","Bremen","","","","","4"
"Rarely","2015","North Rhine-Westphalia","","","","","4"
"Rarely","2015","Hesse","","","","","4"
"Rarely","2015","Saxony-Anhalt","","","","","4"
"Rarely","2015","Thuringia","","","","","4"
"Daily","2016","Bremen","","","","","1"
"Daily","2016","North Rhine-Westphalia","","","","","1"
"Daily","2016","Berlin","","","","","1"
"Daily","2016","Brandenburg","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","","","","","1"
"Daily","2016","Schleswig-Holstein","","","","","1"
"Daily","2016","Hamburg","","","","","1"
"Daily","2016","Hesse","","","","","1"
"Daily","2016","Baden-Württemberg","","","","","1"
"Daily","2016","Bavaria","","","","","1"
"Daily","2016","Saxony-Anhalt","","","","","1"
"Daily","2016","Thuringia","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","","","","","1"
"Daily","2016","Saxony","","","","","1"
"Daily","2016","Lower Saxony","","","","","1"
"Min 1x per month","2016","Bremen","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","","","","","3"
"Min 1x per month","2016","Hamburg","","","","","3"
"Min 1x per month","2016","Lower Saxony","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","","","","","3"
"Min 1x per month","2016","Hesse","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","","","","","3"
"Min 1x per month","2016","Bavaria","","","","","3"
"Min 1x per month","2016","Berlin","","","","","3"
"Min 1x per month","2016","Brandenburg","","","","","3"
"Min 1x per month","2016","Saxony","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","","","","","3"
"Min 1x per month","2016","Thuringia","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","","","","","3"
"Min 1x per week","2016","Schleswig-Holstein","","","","","2"
"Min 1x per week","2016","Hamburg","","","","","2"
"Min 1x per week","2016","Lower Saxony","","","","","2"
"Min 1x per week","2016","Bremen","","","","","2"
"Min 1x per week","2016","North Rhine-Westphalia","","","","","2"
"Min 1x per week","2016","Hesse","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","","","","","2"
"Min 1x per week","2016","Bavaria","","","","","2"
"Min 1x per week","2016","Saxony","","","","","2"
"Min 1x per week","2016","Saxony-Anhalt","","","","","2"
"Min 1x per week","2016","Berlin","","","","","2"
"Min 1x per week","2016","Brandenburg","","","","","2"
"Min 1x per week","2016","Mecklenburg-Western Pomerania","","","","","2"
"Min 1x per week","2016","Thuringia","","","","","2"
"Never","2016","Saxony","","","","","5"
"Never","2016","Lower Saxony","","","","","5"
"Never","2016","Bremen","","","","","5"
"Never","2016","Schleswig-Holstein","","","","","5"
"Never","2016","Hamburg","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","","","","","5"
"Never","2016","Baden-Württemberg","","","","","5"
"Never","2016","Berlin","","","","","5"
"Never","2016","Saxony-Anhalt","","","","","5"
"Never","2016","Thuringia","","","","","5"
"Never","2016","Bavaria","","","","","5"
"Never","2016","North Rhine-Westphalia","","","","","5"
"Never","2016","Hesse","","","","","5"
"Never","2016","Brandenburg","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","","","","","5"
"Rarely","2016","Schleswig-Holstein","","","","","4"
"Rarely","2016","Bremen","","","","","4"
"Rarely","2016","North Rhine-Westphalia","","","","","4"
"Rarely","2016","Hesse","","","","","4"
"Rarely","2016","Hamburg","","","","","4"
"Rarely","2016","Lower Saxony","","","","","4"
"Rarely","2016","Rhineland-Palatinate,Saarland","","","","","4"
"Rarely","2016","Baden-Württemberg","","","","","4"
"Rarely","2016","Bavaria","","","","","4"
"Rarely","2016","Berlin","","","","","4"
"Rarely","2016","Brandenburg","","","","","4"
"Rarely","2016","Mecklenburg-Western Pomerania","","","","","4"
"Rarely","2016","Saxony","","","","","4"
"Rarely","2016","Saxony-Anhalt","","","","","4"
"Rarely","2016","Thuringia","","","","","4"
"Daily","2017","Berlin","110","0.612718489003778","0.540751119015321","0.684685858992236","1"
"Daily","2017","Brandenburg","112","0.495820095364337","0.424539385330589","0.567100805398085","1"
"Daily","2017","Schleswig-Holstein","217","0.714510462374301","0.662075005567491","0.766945919181111","1"
"Daily","2017","Hamburg","30","0.174029640522847","0.114724531627694","0.233334749417999","1"
"Daily","2017","Lower Saxony","407","0.695396806525377","0.658843807339239","0.731949805711515","1"
"Daily","2017","Bremen","33","0.539047651356015","0.41968944473833","0.658405857973701","1"
"Daily","2017","North Rhine-Westphalia","778","0.628033857614168","0.601668831614062","0.654398883614273","1"
"Daily","2017","Hesse","382","0.642229532460645","0.60452881011275","0.67993025480854","1"
"Daily","2017","Rhineland-Palatinate,Saarland","183","0.581564416059665","0.527088313107057","0.636040519012273","1"
"Daily","2017","Baden-Württemberg","410","0.591594743047261","0.554151202186457","0.629038283908066","1"
"Daily","2017","Bavaria","359","0.490109042484425","0.453208007667211","0.52701007730164","1"
"Daily","2017","Mecklenburg-Western Pomerania","35","0.859043370346403","0.760601972698604","0.957484767994202","1"
"Daily","2017","Saxony","95","0.517722821927208","0.443900318696997","0.59154532515742","1"
"Daily","2017","Saxony-Anhalt","42","0.471753736258911","0.379302021457128","0.564205451060694","1"
"Daily","2017","Thuringia","92","0.666795279652638","0.584492472269135","0.74909808703614","1"
"Min 1x per month","2017","Bremen","1","","","","3"
"Min 1x per month","2017","Bavaria","25","","","","3"
"Min 1x per month","2017","Brandenburg","5","","","","3"
"Min 1x per month","2017","Mecklenburg-Western Pomerania","","","","","3"
"Min 1x per month","2017","Schleswig-Holstein","4","","","","3"
"Min 1x per month","2017","Hamburg","16","","","","3"
"Min 1x per month","2017","Lower Saxony","15","","","","3"
"Min 1x per month","2017","North Rhine-Westphalia","28","","","","3"
"Min 1x per month","2017","Hesse","18","","","","3"
"Min 1x per month","2017","Rhineland-Palatinate,Saarland","11","","","","3"
"Min 1x per month","2017","Baden-Württemberg","22","","","","3"
"Min 1x per month","2017","Berlin","4","","","","3"
"Min 1x per month","2017","Saxony","9","","","","3"
"Min 1x per month","2017","Saxony-Anhalt","6","","","","3"
"Min 1x per month","2017","Thuringia","2","","","","3"
"Min 1x per week","2017","Schleswig-Holstein","31","0.145419154141234","0.104491858810355","0.186346449472113","2"
"Min 1x per week","2017","Hamburg","62","0.471403875850043","0.393320815505494","0.549486936194592","2"
"Min 1x per week","2017","Berlin","25","","","","2"
"Min 1x per week","2017","Brandenburg","25","","","","2"
"Min 1x per week","2017","Mecklenburg-Western Pomerania","7","","","","2"
"Min 1x per week","2017","Saxony","34","0.184453856050535","0.127153160230058","0.241754551871012","2"
"Min 1x per week","2017","Saxony-Anhalt","35","0.169985020809852","0.100420568356428","0.239549473263276","2"
"Min 1x per week","2017","Lower Saxony","61","0.090216655168906","0.067462967289945","0.112970343047867","2"
"Min 1x per week","2017","Bremen","14","","","","2"
"Min 1x per week","2017","North Rhine-Westphalia","220","0.142335955164838","0.123276921293605","0.161394989036071","2"
"Min 1x per week","2017","Hesse","81","0.148756625429077","0.120768918204872","0.176744332653282","2"
"Min 1x per week","2017","Rhineland-Palatinate,Saarland","50","0.141578645769119","0.103080310757494","0.180076980780745","2"
"Min 1x per week","2017","Baden-Württemberg","115","0.160664601712542","0.132691091475936","0.188638111949148","2"
"Min 1x per week","2017","Bavaria","139","0.189776236147932","0.160831010772226","0.218721461523638","2"
"Min 1x per week","2017","Thuringia","21","","","","2"
"Never","2017","Schleswig-Holstein","28","","","","5"
"Never","2017","Hamburg","36","0.191757366004312","0.130176588166623","0.253338143842002","5"
"Never","2017","Lower Saxony","91","0.130992813331647","0.104196511344602","0.157789115318692","5"
"Never","2017","Bremen","12","","","","5"
"Never","2017","North Rhine-Westphalia","195","0.150835674021073","0.131313288965141","0.170358059077005","5"
"Never","2017","Hesse","98","0.129620349265765","0.103202756022034","0.156037942509495","5"
"Never","2017","Rhineland-Palatinate,Saarland","49","0.134204920104318","0.0965618887196615","0.171847951488975","5"
"Never","2017","Baden-Württemberg","74","0.145038451438234","0.1182138075674","0.171863095309069","5"
"Never","2017","Bavaria","134","0.215026034348468","0.18469922773657","0.245352840960365","5"
"Never","2017","Berlin","32","0.177234178132096","0.120818005929403","0.23365035033479","5"
"Never","2017","Brandenburg","42","0.285756388906662","0.221348606618839","0.350164171194486","5"
"Never","2017","Mecklenburg-Western Pomerania","4","","","","5"
"Never","2017","Saxony","29","","","","5"
"Never","2017","Saxony-Anhalt","24","","","","5"
"Never","2017","Thuringia","8","","","","5"
"Rarely","2017","Schleswig-Holstein","5","","","","4"
"Rarely","2017","Bremen","7","","","","4"
"Rarely","2017","North Rhine-Westphalia","70","0.0557414984790952","0.0432268187016649","0.0682561782565255","4"
"Rarely","2017","Hesse","42","0.0549179559494388","0.036999762167594","0.0728361497312836","4"
"Rarely","2017","Bavaria","48","0.0548928514202964","0.0380795905276529","0.07170611231294","4"
"Rarely","2017","Berlin","5","","","","4"
"Rarely","2017","Brandenburg","5","","","","4"
"Rarely","2017","Rhineland-Palatinate,Saarland","22","","","","4"
"Rarely","2017","Baden-Württemberg","41","0.0719384161677338","0.0522555685513572","0.0916212637841103","4"
"Rarely","2017","Saxony","9","","","","4"
"Rarely","2017","Saxony-Anhalt","5","","","","4"
"Rarely","2017","Hamburg","13","","","","4"
"Rarely","2017","Lower Saxony","35","0.049371333747808","0.0321652383015017","0.0665774291941144","4"
"Rarely","2017","Thuringia","3","","","","4"
"Rarely","2017","Mecklenburg-Western Pomerania","2","","","","4"
"Daily","2018","Bremen","22","","","","1"
"Daily","2018","North Rhine-Westphalia","598","0.682662666579961","0.651627442871524","0.713697890288399","1"
"Daily","2018","Hesse","269","0.61376298097936","0.569651416797417","0.657874545161304","1"
"Daily","2018","Rhineland-Palatinate,Saarland","159","0.697555871612935","0.638324174098224","0.756787569127647","1"
"Daily","2018","Baden-Württemberg","270","0.594504683839749","0.549140573776572","0.639868793902925","1"
"Daily","2018","Bavaria","270","0.621656465004561","0.577143752953628","0.666169177055495","1"
"Daily","2018","Berlin","114","0.698807049304721","0.630044641436254","0.767569457173187","1"
"Daily","2018","Brandenburg","67","0.57454505287108","0.485338671833018","0.663751433909141","1"
"Daily","2018","Mecklenburg-Western Pomerania","27","","","","1"
"Daily","2018","Saxony","69","0.558439518762704","0.474362198182989","0.642516839342418","1"
"Daily","2018","Saxony-Anhalt","35","0.350497636815284","0.251924233494605","0.449071040135962","1"
"Daily","2018","Thuringia","81","0.900980128482282","0.839945969746744","0.962014287217819","1"
"Daily","2018","Schleswig-Holstein","134","0.766905314738738","0.704263241044028","0.829547388433449","1"
"Daily","2018","Hamburg","47","0.690582557039515","0.583060116022089","0.798104998056941","1"
"Daily","2018","Lower Saxony","347","0.780975838168151","0.742199018676373","0.819752657659929","1"
"Min 1x per month","2018","Hesse","17","","","","3"
"Min 1x per month","2018","North Rhine-Westphalia","18","","","","3"
"Min 1x per month","2018","Berlin","3","","","","3"
"Min 1x per month","2018","Saxony","8","","","","3"
"Min 1x per month","2018","Saxony-Anhalt","5","","","","3"
"Min 1x per month","2018","Thuringia","1","","","","3"
"Min 1x per month","2018","Bremen","8","","","","3"
"Min 1x per month","2018","Baden-Württemberg","22","","","","3"
"Min 1x per month","2018","Bavaria","11","","","","3"
"Min 1x per month","2018","Brandenburg","3","","","","3"
"Min 1x per month","2018","Rhineland-Palatinate,Saarland","4","","","","3"
"Min 1x per month","2018","Mecklenburg-Western Pomerania","","","","","3"
"Min 1x per month","2018","Schleswig-Holstein","5","","","","3"
"Min 1x per month","2018","Hamburg","1","","","","3"
"Min 1x per month","2018","Lower Saxony","12","","","","3"
"Min 1x per week","2018","Schleswig-Holstein","22","","","","2"
"Min 1x per week","2018","Hamburg","6","","","","2"
"Min 1x per week","2018","Bremen","18","","","","2"
"Min 1x per week","2018","North Rhine-Westphalia","134","0.169647878923402","0.144621582368994","0.19467417547781","2"
"Min 1x per week","2018","Hesse","84","0.200878436869596","0.16457913692812","0.237177736811073","2"
"Min 1x per week","2018","Rhineland-Palatinate,Saarland","28","","","","2"
"Min 1x per week","2018","Baden-Württemberg","102","0.258764881880975","0.218300538666428","0.299229225095522","2"
"Min 1x per week","2018","Bavaria","83","0.150857646572756","0.118007328013776","0.183707965131736","2"
"Min 1x per week","2018","Berlin","24","","","","2"
"Min 1x per week","2018","Brandenburg","19","","","","2"
"Min 1x per week","2018","Mecklenburg-Western Pomerania","9","","","","2"
"Min 1x per week","2018","Saxony","27","","","","2"
"Min 1x per week","2018","Saxony-Anhalt","25","","","","2"
"Min 1x per week","2018","Thuringia","5","","","","2"
"Min 1x per week","2018","Lower Saxony","42","0.0835108367613929","0.0575724801256661","0.10944919339712","2"
"Never","2018","Rhineland-Palatinate,Saarland","30","0.125392260216292","0.0826867293825211","0.168097791050063","5"
"Never","2018","Baden-Württemberg","28","","","","5"
"Never","2018","Bavaria","69","0.153449105112574","0.120368428308879","0.18652978191627","5"
"Never","2018","Berlin","20","","","","5"
"Never","2018","Brandenburg","26","","","","5"
"Never","2018","Mecklenburg-Western Pomerania","13","","","","5"
"Never","2018","Saxony","25","","","","5"
"Never","2018","Saxony-Anhalt","17","","","","5"
"Never","2018","Thuringia","5","","","","5"
"Never","2018","Schleswig-Holstein","9","","","","5"
"Never","2018","Hamburg","7","","","","5"
"Never","2018","Lower Saxony","26","","","","5"
"Never","2018","Bremen","7","","","","5"
"Never","2018","North Rhine-Westphalia","73","0.0696975442862099","0.0527185468907772","0.0866765416816425","5"
