"plh0222","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","18","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","4","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","29","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","11","","","","1"
"1 Strongly disagree","2005","Single parent ","West Germany","4","","","","1"
"1 Strongly disagree","2005","Single parent ","East Germany","3","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","10","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","2","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","16","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","4","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","6","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","1","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","47","0.0119823385302452","0.00903434945150765","0.0149303276089828","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","13","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","16","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","9","","","","2"
"2 on scale 1-7 ","2005","Single parent ","East Germany","1","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","2","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","14","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","22","","","","2"
"2 on scale 1-7 ","2005","Single parent ","West Germany","5","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","1","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","16","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","6","","","","2"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","21","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","125","0.0231843339537727","0.0191069994376966","0.0272616684698489","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","31","0.0177386209298849","0.0115541503552418","0.0239230915045279","3"
"3 on scale 1-7 ","2005","Single parent ","West Germany","26","","","","3"
"3 on scale 1-7 ","2005","Single parent ","East Germany","10","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","57","0.0147542887318756","0.0104463609643817","0.0190622164993695","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","4","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","61","0.0257752900456409","0.019671305622448","0.0318792744688338","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","26","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","37","0.0294715833448995","0.0203789126476693","0.0385642540421296","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","11","","","","3"
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","56","0.0249334677934874","0.0184430341803357","0.0314239014066391","3"
"4 on scale 1-7","2005","Single parent ","East Germany","30","0.0787065065599804","0.0484859476875131","0.108927065432448","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","147","0.106689795920805","0.0900920852335802","0.123287506608029","4"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","86","0.135820525248533","0.110933838704858","0.160707211792208","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","233","0.0793277212755933","0.0696716153744593","0.0889838271767274","4"
"4 on scale 1-7","2005","Single parent ","West Germany","80","0.101513555235764","0.080520177970766","0.122506932500761","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","37","0.0725901536166303","0.0533002348959561","0.0918800723373045","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","214","0.0867646582449788","0.075921773258609","0.0976075432313486","4"
