"plh0222","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","West Germany","9","","","","1"
"1 Strongly disagree","2005","16-34 y.","East Germany","3","","","","1"
"1 Strongly disagree","2005","35-65 y.","West Germany","45","0.00622420108580642","0.00458582574020764","0.00786257643140519","1"
"1 Strongly disagree","2005","35-65 y.","East Germany","15","","","","1"
"1 Strongly disagree","2005","66 and older","West Germany","38","0.0143105018679201","0.00989319420957708","0.0187278095262631","1"
"1 Strongly disagree","2005","66 and older","East Germany","9","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","West Germany","57","0.00852164721310351","0.00660681474797838","0.0104364796782286","2"
"2 on scale 1-7 ","2005","16-34 y.","West Germany","24","","","","2"
"2 on scale 1-7 ","2005","66 and older","East Germany","14","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","East Germany","10","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","East Germany","11","","","","2"
"2 on scale 1-7 ","2005","66 and older","West Germany","45","0.0190158081103257","0.0139359854769731","0.0240956307436784","2"
"3 on scale 1-7 ","2005","66 and older","West Germany","87","0.0322752423554993","0.0257021333704484","0.0388483513405502","3"
"3 on scale 1-7 ","2005","16-34 y.","West Germany","106","0.0252090460396619","0.0203290977619127","0.030088994317411","3"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","46","0.0185727749033862","0.0135045881025209","0.0236409617042514","3"
"3 on scale 1-7 ","2005","35-65 y.","West Germany","185","0.020756160276121","0.017786229544643","0.023726091007599","3"
"3 on scale 1-7 ","2005","16-34 y.","East Germany","29","","","","3"
"3 on scale 1-7 ","2005","66 and older","East Germany","34","0.0331241862778774","0.0217917497862937","0.0444566227694611","3"
"4 on scale 1-7","2005","66 and older","East Germany","108","0.123994290993858","0.103124425524082","0.144864156463634","4"
"4 on scale 1-7","2005","16-34 y.","East Germany","127","0.0940636183351317","0.07848019618522","0.109647040485043","4"
"4 on scale 1-7","2005","35-65 y.","West Germany","666","0.0793810555469581","0.0737495336524841","0.0850125774414321","4"
"4 on scale 1-7","2005","66 and older","West Germany","322","0.118731688884176","0.106700804568273","0.13076257320008","4"
"4 on scale 1-7","2005","16-34 y.","West Germany","383","0.0946933853255906","0.0855787575743261","0.103808013076855","4"
"4 on scale 1-7","2005","35-65 y.","East Germany","210","0.091998288320036","0.0811485722672381","0.102848004372834","4"
"5 on scale 1-7","2005","66 and older","East Germany","188","0.208487939978866","0.182764172586783","0.234211707370948","5"
"5 on scale 1-7","2005","35-65 y.","East Germany","519","0.180606901298971","0.166165860768412","0.19504794182953","5"
"5 on scale 1-7","2005","66 and older","West Germany","568","0.208137590197757","0.193038169839374","0.223237010556141","5"
"5 on scale 1-7","2005","16-34 y.","West Germany","906","0.239574056964606","0.22628697468729","0.252861139241922","5"
"5 on scale 1-7","2005","16-34 y.","East Germany","313","0.234712228007163","0.212087498795696","0.257336957218631","5"
"5 on scale 1-7","2005","35-65 y.","West Germany","1644","0.184237361131696","0.17616132699061","0.192313395272782","5"
"6 on scale 1-7","2005","66 and older","East Germany","318","0.296462137675291","0.267542443778891","0.32538183157169","6"
"6 on scale 1-7","2005","35-65 y.","West Germany","3501","0.377358651709422","0.367260927079451","0.387456376339393","6"
"6 on scale 1-7","2005","66 and older","West Germany","896","0.313029404671873","0.29578207785309","0.330276731490657","6"
"6 on scale 1-7","2005","16-34 y.","West Germany","1578","0.397170371920844","0.381938019315149","0.412402724526538","6"
"6 on scale 1-7","2005","35-65 y.","East Germany","1194","0.406110520380727","0.387674800469809","0.424546240291645","6"
"6 on scale 1-7","2005","16-34 y.","East Germany","570","0.41551455461998","0.389206840378477","0.441822268861484","6"
