"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Full Time","Female","3.86","4","1315","2","3","5","5","5","3.8","3.92","1","5","4","4"
"1990","Full Time","Male","4.03","4","3103","2","4","5","5","5","3.99","4.07","1","5","4","4"
"1990","Not Working","Female","4.26","5","2259","2","4","5","5","5","4.22","4.3","1","5","5","5"
"1990","Not Working","Male","4.13","5","1056","2","4","5","5","5","4.06","4.2","1","5","5","5"
"1990","Part Time","Female","3.88","4","1216","2","3","5","5","5","3.82","3.94","1","5","4","4"
"1990","Part Time","Male","3.85","4","502","2","3","5","5","5","3.75","3.95","1","5","4","5"
"1991","Full Time","Female","","","","","","","","","","","","","",""
"1991","Full Time","Male","","","","","","","","","","","","","",""
"1991","Not Working","Female","","","","","","","","","","","","","",""
"1991","Not Working","Male","","","","","","","","","","","","","",""
"1991","Part Time","Female","","","","","","","","","","","","","",""
"1991","Part Time","Male","","","","","","","","","","","","","",""
"1992","Full Time","Female","","","","","","","","","","","","","",""
"1992","Full Time","Male","","","","","","","","","","","","","",""
"1992","Not Working","Female","","","","","","","","","","","","","",""
"1992","Not Working","Male","","","","","","","","","","","","","",""
"1992","Part Time","Female","","","","","","","","","","","","","",""
"1992","Part Time","Male","","","","","","","","","","","","","",""
"1993","Full Time","Female","","","","","","","","","","","","","",""
"1993","Full Time","Male","","","","","","","","","","","","","",""
"1993","Not Working","Female","","","","","","","","","","","","","",""
"1993","Not Working","Male","","","","","","","","","","","","","",""
"1993","Part Time","Female","","","","","","","","","","","","","",""
"1993","Part Time","Male","","","","","","","","","","","","","",""
"1994","Full Time","Female","","","","","","","","","","","","","",""
"1994","Full Time","Male","","","","","","","","","","","","","",""
"1994","Not Working","Female","","","","","","","","","","","","","",""
"1994","Not Working","Male","","","","","","","","","","","","","",""
"1994","Part Time","Female","","","","","","","","","","","","","",""
"1994","Part Time","Male","","","","","","","","","","","","","",""
"1995","Full Time","Female","3.99","4","1964","2","3","5","5","5","3.94","4.04","1","5","4","4"
"1995","Full Time","Male","4.18","4","3923","3","4","5","5","5","4.15","4.21","1","5","4","5"
"1995","Not Working","Female","4.26","5","3174","2","4","5","5","5","4.22","4.3","1","5","5","5"
"1995","Not Working","Male","4.21","5","1625","2","4","5","5","5","4.16","4.26","1","5","5","5"
"1995","Part Time","Female","3.99","4","1746","2","4","5","5","5","3.94","4.04","1","5","4","4"
"1995","Part Time","Male","3.9","4","853","2","3","5","5","5","3.82","3.98","1","5","4","5"
"1996","Full Time","Female","","","","","","","","","","","","","",""
"1996","Full Time","Male","","","","","","","","","","","","","",""
"1996","Not Working","Female","","","","","","","","","","","","","",""
"1996","Not Working","Male","","","","","","","","","","","","","",""
"1996","Part Time","Female","","","","","","","","","","","","","",""
"1996","Part Time","Male","","","","","","","","","","","","","",""
"1997","Full Time","Female","","","","","","","","","","","","","",""
"1997","Full Time","Male","","","","","","","","","","","","","",""
"1997","Not Working","Female","","","","","","","","","","","","","",""
"1997","Not Working","Male","","","","","","","","","","","","","",""
"1997","Part Time","Female","","","","","","","","","","","","","",""
"1997","Part Time","Male","","","","","","","","","","","","","",""
"1998","Full Time","Female","4.01","4","2026","2","3","5","5","5","3.97","4.05","1","5","4","4"
"1998","Full Time","Male","4.22","5","3947","3","4","5","5","5","4.19","4.25","1","5","5","5"
"1998","Not Working","Female","4.31","5","3466","2","4","5","5","5","4.27","4.35","1","5","5","5"
"1998","Not Working","Male","4.28","5","1904","2","4","5","5","5","4.23","4.33","1","5","5","5"
"1998","Part Time","Female","4.04","4","1854","2","4","5","5","5","3.99","4.09","1","5","4","4"
"1998","Part Time","Male","4.18","5","1006","2","4","5","5","5","4.11","4.25","1","5","5","5"
"1999","Full Time","Female","","","","","","","","","","","","","",""
"1999","Full Time","Male","","","","","","","","","","","","","",""
"1999","Not Working","Female","","","","","","","","","","","","","",""
"1999","Not Working","Male","","","","","","","","","","","","","",""
"1999","Part Time","Female","","","","","","","","","","","","","",""
"1999","Part Time","Male","","","","","","","","","","","","","",""
"2000","Full Time","Female","","","","","","","","","","","","","",""
"2000","Full Time","Male","","","","","","","","","","","","","",""
"2000","Not Working","Female","","","","","","","","","","","","","",""
"2000","Not Working","Male","","","","","","","","","","","","","",""
"2000","Part Time","Female","","","","","","","","","","","","","",""
"2000","Part Time","Male","","","","","","","","","","","","","",""
"2001","Full Time","Female","4.26","5","2967","3","4","5","5","5","4.23","4.29","2","5","5","5"
"2001","Full Time","Male","4.45","5","6029","3","4","5","5","5","4.43","4.47","2","5","5","5"
"2001","Not Working","Female","4.46","5","5009","3","4","5","5","5","4.43","4.49","2","5","5","5"
"2001","Not Working","Male","4.48","5","3013","3","4","5","5","5","4.45","4.51","2","5","5","5"
"2001","Part Time","Female","4.25","5","3367","2","4","5","5","5","4.22","4.28","2","5","5","5"
"2001","Part Time","Male","4.32","5","1431","2","4","5","5","5","4.27","4.37","2","5","5","5"
"2002","Full Time","Female","","","","","","","","","","","","","",""
"2002","Full Time","Male","","","","","","","","","","","","","",""
"2002","Not Working","Female","","","","","","","","","","","","","",""
"2002","Not Working","Male","","","","","","","","","","","","","",""
"2002","Part Time","Female","","","","","","","","","","","","","",""
"2002","Part Time","Male","","","","","","","","","","","","","",""
"2003","Full Time","Female","4.01","4","2934","2","4","5","5","5","3.97","4.05","1","5","4","4"
"2003","Full Time","Male","4.26","5","5958","3","4","5","5","5","4.23","4.29","1","5","5","5"
"2003","Not Working","Female","4.34","5","4968","2","4","5","5","5","4.31","4.37","1","5","5","5"
"2003","Not Working","Male","4.34","5","3163","2","4","5","5","5","4.3","4.38","1","5","5","5"
"2003","Part Time","Female","4.04","4","3583","2","4","5","5","5","4","4.08","1","5","4","4"
"2003","Part Time","Male","4.1","5","1533","2","4","5","5","5","4.04","4.16","1","5","5","5"
"2004","Full Time","Female","","","","","","","","","","","","","",""
"2004","Full Time","Male","","","","","","","","","","","","","",""
"2004","Not Working","Female","","","","","","","","","","","","","",""
"2004","Not Working","Male","","","","","","","","","","","","","",""
"2004","Part Time","Female","","","","","","","","","","","","","",""
"2004","Part Time","Male","","","","","","","","","","","","","",""
"2005","Full Time","Female","4.2","4","2669","3","4","5","5","5","4.16","4.24","2","5","4","4"
"2005","Full Time","Male","4.37","5","5336","3","4","5","5","5","4.35","4.39","2","5","5","5"
"2005","Not Working","Female","4.39","5","4675","3","4","5","5","5","4.36","4.42","2","5","5","5"
"2005","Not Working","Male","4.42","5","3153","3","4","5","5","5","4.39","4.45","2","5","5","5"
"2005","Part Time","Female","4.16","4","3409","2","4","5","5","5","4.13","4.19","2","5","4","4"
"2005","Part Time","Male","4.25","5","1380","2","4","5","5","5","4.2","4.3","2","5","5","5"
"2006","Full Time","Female","","","","","","","","","","","","","",""
"2006","Full Time","Male","","","","","","","","","","","","","",""
"2006","Not Working","Female","","","","","","","","","","","","","",""
"2006","Not Working","Male","","","","","","","","","","","","","",""
"2006","Part Time","Female","","","","","","","","","","","","","",""
"2006","Part Time","Male","","","","","","","","","","","","","",""
"2007","Full Time","Female","4.17","4","2618","2","4","5","5","5","4.13","4.21","2","5","4","4"
"2007","Full Time","Male","4.37","5","5201","3","4","5","5","5","4.35","4.39","2","5","5","5"
"2007","Not Working","Female","4.38","5","4675","2","4","5","5","5","4.35","4.41","2","5","5","5"
"2007","Not Working","Male","4.41","5","3231","3","4","5","5","5","4.38","4.44","2","5","5","5"
"2007","Part Time","Female","4.15","4","3414","2","4","5","5","5","4.12","4.18","2","5","4","4"
"2007","Part Time","Male","4.3","5","1291","2","4","5","5","5","4.24","4.36","2","5","5","5"
"2008","Full Time","Female","3.99","4","2529","2","3","5","5","5","3.95","4.03","1","5","4","4"
