"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Full Time","Rural Area","4.02","4","879","2","4","5","5","5","3.95","4.09","1","5","4","4"
"1990","Full Time","Urban Area","3.97","4","3539","2","3","5","5","5","3.93","4.01","1","5","4","4"
"1990","Not Working","Rural Area","4.29","5","663","3","4","5","5","5","4.21","4.37","1","5","5","5"
"1990","Not Working","Urban Area","4.2","5","2652","2","4","5","5","5","4.16","4.24","1","5","5","5"
"1990","Part Time","Rural Area","3.88","4","364","2","3","5","5","5","3.77","3.99","1","5","4","4"
"1990","Part Time","Urban Area","3.87","4","1354","2","3","5","5","5","3.81","3.93","1","5","4","4"
"1991","Full Time","Rural Area","","","","","","","","","","","","","",""
"1991","Full Time","Urban Area","","","","","","","","","","","","","",""
"1991","Not Working","Rural Area","","","","","","","","","","","","","",""
"1991","Not Working","Urban Area","","","","","","","","","","","","","",""
"1991","Part Time","Rural Area","","","","","","","","","","","","","",""
"1991","Part Time","Urban Area","","","","","","","","","","","","","",""
"1992","Full Time","Rural Area","","","","","","","","","","","","","",""
"1992","Full Time","Urban Area","","","","","","","","","","","","","",""
"1992","Not Working","Rural Area","","","","","","","","","","","","","",""
"1992","Not Working","Urban Area","","","","","","","","","","","","","",""
"1992","Part Time","Rural Area","","","","","","","","","","","","","",""
"1992","Part Time","Urban Area","","","","","","","","","","","","","",""
"1993","Full Time","Rural Area","","","","","","","","","","","","","",""
"1993","Full Time","Urban Area","","","","","","","","","","","","","",""
"1993","Not Working","Rural Area","","","","","","","","","","","","","",""
"1993","Not Working","Urban Area","","","","","","","","","","","","","",""
"1993","Part Time","Rural Area","","","","","","","","","","","","","",""
"1993","Part Time","Urban Area","","","","","","","","","","","","","",""
"1994","Full Time","Rural Area","","","","","","","","","","","","","",""
"1994","Full Time","Urban Area","","","","","","","","","","","","","",""
"1994","Not Working","Rural Area","","","","","","","","","","","","","",""
"1994","Not Working","Urban Area","","","","","","","","","","","","","",""
"1994","Part Time","Rural Area","","","","","","","","","","","","","",""
"1994","Part Time","Urban Area","","","","","","","","","","","","","",""
"1995","Full Time","Rural Area","4.16","4","2070","3","4","5","5","5","4.12","4.2","1","5","4","4"
"1995","Full Time","Urban Area","4.09","4","3817","2","4","5","5","5","4.06","4.12","1","5","4","5"
"1995","Not Working","Rural Area","4.3","5","1566","2","4","5","5","5","4.25","4.35","1","5","5","5"
"1995","Not Working","Urban Area","4.22","5","3233","2","4","5","5","5","4.18","4.26","1","5","5","5"
"1995","Part Time","Rural Area","4","4","816","2","4","5","5","5","3.93","4.07","1","5","4","4"
"1995","Part Time","Urban Area","3.94","4","1783","2","3","5","5","5","3.89","3.99","1","5","4","4"
"1996","Full Time","Rural Area","","","","","","","","","","","","","",""
"1996","Full Time","Urban Area","","","","","","","","","","","","","",""
"1996","Not Working","Rural Area","","","","","","","","","","","","","",""
"1996","Not Working","Urban Area","","","","","","","","","","","","","",""
"1996","Part Time","Rural Area","","","","","","","","","","","","","",""
"1996","Part Time","Urban Area","","","","","","","","","","","","","",""
"1997","Full Time","Rural Area","","","","","","","","","","","","","",""
"1997","Full Time","Urban Area","","","","","","","","","","","","","",""
"1997","Not Working","Rural Area","","","","","","","","","","","","","",""
"1997","Not Working","Urban Area","","","","","","","","","","","","","",""
"1997","Part Time","Rural Area","","","","","","","","","","","","","",""
"1997","Part Time","Urban Area","","","","","","","","","","","","","",""
"1998","Full Time","Rural Area","4.25","5","2099","3","4","5","5","5","4.21","4.29","1","5","4","5"
"1998","Full Time","Urban Area","4.11","4","3874","2","4","5","5","5","4.08","4.14","1","5","4","5"
"1998","Not Working","Rural Area","4.33","5","1805","2","4","5","5","5","4.28","4.38","1","5","5","5"
"1998","Not Working","Urban Area","4.28","5","3565","2","4","5","5","5","4.24","4.32","1","5","5","5"
"1998","Part Time","Rural Area","4.06","4","954","2","4","5","5","5","3.99","4.13","1","5","4","5"
"1998","Part Time","Urban Area","4.1","4","1906","2","4","5","5","5","4.05","4.15","1","5","4","5"
