"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Married) couple without C.","Female","4.18","5","1155","3","4","5","5","5","4.12","4.24","1","5","4","5"
"1990","(Married) couple without C.","Male","4.09","4","1146","2","4","5","5","5","4.03","4.15","1","5","4","5"
"1990","1-pers.-HH","Female","4.23","5","617","2","4","5","5","5","4.14","4.32","1","5","5","5"
"1990","1-pers.-HH","Male","3.98","4","417","2","3","5","5","5","3.87","4.09","1","5","4","5"
"1990","Couple + C. GT 16 ","Female","3.86","4","910","2","3","5","5","5","3.78","3.94","1","5","4","4"
"1990","Couple + C. GT 16 ","Male","4.01","4","1140","2","3","5","5","5","3.94","4.08","1","5","4","5"
"1990","Couple + C. LE 16","Female","3.98","4","1047","2","3","5","5","5","3.92","4.04","1","5","4","4"
"1990","Couple + C. LE 16","Male","4.02","4","1032","2","4","5","5","5","3.96","4.08","1","5","4","4"
"1990","Couple + C. LE and GT 16","Female","3.82","4","423","2","3","5","5","5","3.71","3.93","1","5","4","5"
"1990","Couple + C. LE and GT 16","Male","4.04","4","455","2","4","5","5","5","3.94","4.14","1","5","5","5"
"1990","Single parent","Female","3.92","4","278","2","3","5","5","5","3.78","4.06","1","5","4","5"
"1990","Single parent","Male","4.16","5","182","2","4","5","5","5","3.99","4.33","1","5","4","5"
"1991","(Married) couple without C.","Female","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","Male","","","","","","","","","","","","","",""
"1991","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1991","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","Female","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","Male","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","Female","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","Male","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","Female","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","Male","","","","","","","","","","","","","",""
"1991","Single parent","Female","","","","","","","","","","","","","",""
"1991","Single parent","Male","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","Female","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","Male","","","","","","","","","","","","","",""
"1992","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1992","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","Female","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","Male","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","Female","","","","","","","","","","","","","",""
