"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","3.95","4","6136","2","3","5","5","5","3.92","3.98","1","5","4","4"
"1990","Not Employed","4.22","5","3315","2","4","5","5","5","4.18","4.26","1","5","5","5"
"1991","Employed","","","","","","","","","","","","","",""
"1991","Not Employed","","","","","","","","","","","","","",""
"1992","Employed","","","","","","","","","","","","","",""
"1992","Not Employed","","","","","","","","","","","","","",""
"1993","Employed","","","","","","","","","","","","","",""
"1993","Not Employed","","","","","","","","","","","","","",""
"1994","Employed","","","","","","","","","","","","","",""
"1994","Not Employed","","","","","","","","","","","","","",""
"1995","Employed","4.06","4","8486","2","4","5","5","5","4.04","4.08","1","5","4","4"
"1995","Not Employed","4.25","5","4799","2","4","5","5","5","4.22","4.28","1","5","5","5"
"1996","Employed","","","","","","","","","","","","","",""
"1996","Not Employed","","","","","","","","","","","","","",""
"1997","Employed","","","","","","","","","","","","","",""
"1997","Not Employed","","","","","","","","","","","","","",""
"1998","Employed","4.13","4","8833","2","4","5","5","5","4.11","4.15","1","5","4","5"
"1998","Not Employed","4.3","5","5370","2","4","5","5","5","4.27","4.33","1","5","5","5"
"1999","Employed","","","","","","","","","","","","","",""
"1999","Not Employed","","","","","","","","","","","","","",""
"2000","Employed","","","","","","","","","","","","","",""
"2000","Not Employed","","","","","","","","","","","","","",""
"2001","Employed","4.35","5","13794","3","4","5","5","5","4.33","4.37","2","5","5","5"
"2001","Not Employed","4.47","5","8022","3","4","5","5","5","4.45","4.49","2","5","5","5"
"2002","Employed","","","","","","","","","","","","","",""
"2002","Not Employed","","","","","","","","","","","","","",""
"2003","Employed","4.13","4","14008","2","4","5","5","5","4.11","4.15","1","5","4","4"
"2003","Not Employed","4.34","5","8131","2","4","5","5","5","4.32","4.36","1","5","5","5"
"2004","Employed","","","","","","","","","","","","","",""
"2004","Not Employed","","","","","","","","","","","","","",""
"2005","Employed","4.27","5","12794","3","4","5","5","5","4.25","4.29","2","5","4","5"
"2005","Not Employed","4.4","5","7828","3","4","5","5","5","4.38","4.42","2","5","5","5"
"2006","Employed","","","","","","","","","","","","","",""
"2006","Not Employed","","","","","","","","","","","","","",""
"2007","Employed","4.26","5","12524","3","4","5","5","5","4.24","4.28","2","5","5","5"
"2007","Not Employed","4.39","5","7906","3","4","5","5","5","4.37","4.41","2","5","5","5"
"2008","Employed","4.1","4","11895","2","4","5","5","5","4.08","4.12","1","5","4","4"
"2008","Not Employed","4.26","5","7450","2","4","5","5","5","4.23","4.29","1","5","5","5"
"2009","Employed","4.2","4","11162","2","4","5","5","5","4.18","4.22","2","5","4","5"
"2009","Not Employed","4.35","5","6796","2","4","5","5","5","4.33","4.37","2","5","5","5"
"2010","Employed","","","","","","","","","","","","","",""
"2010","Not Employed","","","","","","","","","","","","","",""
"2011","Employed","4.22","5","18256","2","4","5","5","5","4.21","4.23","2","5","5","5"
"2011","Not Employed","4.35","5","10087","2","4","5","5","5","4.33","4.37","2","5","5","5"
"2012","Employed","","","","","","","","","","","","","",""
"2012","Not Employed","","","","","","","","","","","","","",""
"2013","Employed","3.95","4","16756","2","3","5","5","5","3.93","3.97","1","5","4","4"
"2013","Not Employed","4.14","5","8766","2","4","5","5","5","4.11","4.17","1","5","5","5"
"2014","Employed","","","","","","","","","","","","","",""
"2014","Not Employed","","","","","","","","","","","","","",""
"2015","Employed","4.2","5","16624","2","4","5","5","5","4.18","4.22","2","5","5","5"
"2015","Not Employed","4.33","5","10231","2","4","5","5","5","4.31","4.35","2","5","5","5"
"2016","Employed","","","","","","","","","","","","","",""
"2016","Not Employed","","","","","","","","","","","","","",""
"2017","Employed","4.15","5","18284","2","4","5","5","5","4.13","4.17","1","5","5","5"
"2017","Not Employed","4.27","5","13878","2","4","5","5","5","4.25","4.29","1","5","5","5"
"2018","Employed","4.33","5","510","2","4","5","5","5","4.24","4.42","1","5","5","5"
"2018","Not Employed","4.33","5","3347","2","4","5","5","5","4.3","4.36","1","5","5","5"
"2019","Employed","3.99","4","18589","2","3","5","5","5","3.97","4.01","1","5","4","4"
"2019","Not Employed","4.08","5","10774","2","4","5","5","5","4.06","4.1","1","5","5","5"
