"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2012","middle vocational","","","","","","","","","","",""
"2012","vocational + Abi","","","","","","","","","","",""
"2013","general elemantary","","","","","","","","","","",""
"2013","higher education","","","","","","","","","","",""
"2013","higher vocational","","","","","","","","","","",""
"2013","in school","","","","","","","","","","",""
"2013","inadequately","","","","","","","","","","",""
"2013","middle vocational","","","","","","","","","","",""
"2013","vocational + Abi","","","","","","","","","","",""
"2014","general elemantary","","","","","","","","","","",""
"2014","higher education","","","","","","","","","","",""
"2014","higher vocational","","","","","","","","","","",""
"2014","in school","","","","","","","","","","",""
"2014","inadequately","","","","","","","","","","",""
"2014","middle vocational","","","","","","","","","","",""
"2014","vocational + Abi","","","","","","","","","","",""
"2015","general elemantary","2.64","2","2932","1","1","4","5","2.58","2.7","2","2"
"2015","higher education","2.33","2","6414","1","1","3","4","2.3","2.36","2","2"
"2015","higher vocational","2.59","2","1536","1","1","4","5","2.52","2.66","2","2"
"2015","in school","2.44","2","377","1","1","3","4","2.3","2.58","2","2"
"2015","inadequately","3","2","515","1","1","4","6","2.83","3.17","2","2"
"2015","middle vocational","2.57","2","12155","1","1","3","5","2.54","2.6","2","2"
"2015","vocational + Abi","2.39","2","2152","1","1","3","4","2.33","2.45","2","2"
"2016","general elemantary","2.13","1","827","1","1","2","5","2.04","2.22","1","1"
"2016","higher education","1.75","1","768","1","1","2","4","1.67","1.83","1","1"
"2016","higher vocational","","","","","","","","","","",""
"2016","in school","2.75","3.08","30","1","1","4","5","2.22","3.28","1","3"
"2016","inadequately","1.83","1","1513","1","1","2","4","1.76","1.9","1","1"
"2016","middle vocational","1.92","1","785","1","1","2","4","1.82","2.02","1","1"
"2016","vocational + Abi","2.31","2","109","1","1","3","4","2.03","2.59","1","1"
"2017","general elemantary","1.65","1","548","1","1","2","4","1.54","1.76","1","1"
"2017","higher education","1.7","1","448","1","1","2","3","1.58","1.82","1","1"
"2017","higher vocational","","","","","","","","","","",""
"2017","in school","","","","","","","","","","",""
"2017","inadequately","1.75","1","1193","1","1","2","4","1.66","1.84","1","1"
"2017","middle vocational","1.67","1","438","1","1","1","4","1.54","1.8","1","1"
"2017","vocational + Abi","1.88","1","68","1","1","2","4","1.53","2.23","1","1"
"2018","general elemantary","1.59","1","96","1","1","1","4","1.3","1.88","1","1"
"2018","higher education","1.2","1","49","1","1","1","1","0.91","1.49","1","1"
"2018","higher vocational","","","","","","","","","","",""
"2018","in school","","","","","","","","","","",""
"2018","inadequately","1.54","1","158","1","1","1","3","1.3","1.78","1","1"
"2018","middle vocational","2.25","1","55","1","1","3","6","1.74","2.76","1","1"
"2018","vocational + Abi","","","","","","","","","","",""
"2019","general elemantary","1.95","1","52","1","1","2","3","1.48","2.42","1","2"
"2019","higher education","","","","","","","","","","",""
"2019","higher vocational","","","","","","","","","","",""
"2019","in school","","","","","","","","","","",""
"2019","inadequately","1.95","1","131","1","1","3","4","1.69","2.21","1","2"
"2019","middle vocational","2.02","1","33","1","1","3","5","1.52","2.52","1","1"
"2019","vocational + Abi","","","","","","","","","","",""
