"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","21404.16","20370.94","12231","0","3579","31516","42895","76625","21064.15","21744.17","0","290361","21934","22599"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","21801.43","20490.83","11087","0","2812","31981","45045","77651","21439.91","22162.95","0","359884","22599","23392"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","22345.31","21091","10643","0","2454","33190","45061","80211","21961.81","22728.81","0","448945","23734","24542"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","23099.81","21934","10513","0","3068","34666","47229","87245","22734.29","23465.33","0","206521","24900","25673"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","23873.06","22701","10022","0","3068","35825","48363","85769","23484.04","24262.08","0","310964","25411","26089"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","25426.61","23774.71","9709","0","3573","37300","51743","99205","24988.96","25864.26","0","301361","26894","27763"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","26722.39","24961","9517","0","5113","38933","52764","101901","26233.78","27211","0","473150","28172","29056"
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","27543.53","25627.15","9466","0","4704","40551","55935","102534","27073.53","28013.53","0","324668","29116","30115"
"1992","East Germany","17203.28","16099.43","3993","0","6749","25585","33306","55521","16788.48","17618.08","0","71905","19265","20339"
"1992","West Germany","29218.92","27156.38","9398","0","4908","43715","60672","104431","28731.11","29706.73","0","304729","30882","32084"
"1993","East Germany","19580.48","17504.86","3840","0","6283","29297","40259","63860","19045.43","20115.53","0","211982","20713","22459"
"1993","West Germany","30481.48","28108.93","9338","0","3860","45988","62582","107611","29951.62","31011.34","0","404432","31138","32672"
"1994","East Germany","21545.93","18671.2","3788","0","4939","33610","46988","73626","20927.63","22164.23","0","167627","22957","24747"
"1994","West Germany","30702.86","29018.15","9156","0","3452","46493","64067","108414","30166.13","31239.59","0","301560","32314","33500"
"1995","East Germany","22297.51","19250.94","3705","0","1892","35177","49197","83545","21635.26","22959.76","0","188360","24140","26158"
"1995","West Germany","30157.82","27901","9665","0","1698","46016","64970","108425","29620.15","30695.49","0","390116","31189","32288"
"1996","East Germany","22318.08","19429","3696","0","0","35177","51743","85130","21618.04","23018.12","0","136555","24501","26311"
"1996","West Germany","31329.42","28239.56","9429","0","1534","47844","67823","118722","30761.64","31897.2","0","433269","31577","33106"
"1997","East Germany","22705.63","19572.52","3651","0","0","36001","52754","85897","21912.73","23498.53","0","356862","24542","26689"
"1997","West Germany","31056.35","28293.92","9264","0","1595","47957","67081","113581","30496.32","31616.38","0","324261","32268","33387"
"1998","East Germany","22571.31","19634","3885","0","0","36378","52712","87278","21830.52","23312.1","0","243591","24568","26792"
"1998","West Germany","31475.38","28942.13","10442","0","0","47918","69229","113302","30920.12","32030.64","0","564977","31905","33234"
"1999","East Germany","23087.01","19634","3803","0","0","37549","52205","92363","22304.99","23869.03","0","330117","24602","26843"
"1999","West Germany","32322.85","29450","9965","0","817","49710","70566","121687","31755.1","32890.6","0","325182","32977","34031"
"2000","East Germany","23708.79","18918","5878","0","0","37531","55577","105766","22959.95","24457.63","0","614039","23334","25186"
"2000","West Germany","33394.52","30167.38","18388","0","1841","50567","72552","130637","32940.89","33848.15","0","324108","33132","33899"
"2001","East Germany","23443.77","18665.03","5465","0","0","38262","55864","96669","22759.62","24127.92","0","216066","23826","25513"
"2001","West Germany","33753.62","30678","16598","0","1227","51436","72603","135850","33245.07","34262.17","0","492828","33848","34891"
"2002","East Germany","23101.44","17847.32","5458","0","0","37328","55900","113560","22234.28","23968.6","0","486074","24385","26600"
