"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","28707.83","26204","7568","11780","17997","36123","46988","81449","28298.4","29117.26","286","290361","26230","27038"
"1984","Not Employed","12072.89","0","4663","0","0","21474","33438","64820","11569.65","12576.13","0","264849","12961","14525"
"1985","Employed","29517.69","26689","6854","11865","18074","36547","50638","88965","29076.8","29958.58","178","359884","27047","27763"
"1985","Not Employed","11941.17","0","4233","0","0","21372","33541","66072","11421.91","12460.43","0","271803","13600","15254"
"1986","Employed","30333.09","27559","6698","11964","19122","37963","51047","83136","29883.82","30782.36","184","448945","28198","29101"
"1986","Not Employed","11788.32","0","3945","0","0","21165","34512","67792","11192.49","12384.15","0","448945","13842","15594"
"1987","Employed","31205.26","28464.68","6714","12271","19695","39472","52667","94441","30792.57","31617.95","102","206521","29041","30064"
"1987","Not Employed","11755.63","0","3799","0","0","21480","35453","64678","11176.63","12334.63","0","186323","13866","15840"
"1988","Employed","32295.02","29246","6450","12987","20324","41504","53187","93337","31855.21","32734.83","276","310964","29955","30678"
"1988","Not Employed","11921.5","0","3572","0","0","22062","36603","66853","11306.12","12536.88","0","186323","13933","16049"
"1989","Employed","34335.65","30981.08","6270","13651","21270","43093","56641","113430","33831.97","34839.33","51","301361","31414","32313"
"1989","Not Employed","12729.09","0","3439","0","0","23264","37294","76694","12041.68","13416.5","0","230630","14981","16822"
"1990","Employed","35673.16","32013","6172","14343","21998","44534","58180","107709","35090.41","36255.91","123","473150","32620","33643"
"1990","Not Employed","13222.31","0","3345","0","0","23556","39016","87668","12502.83","13941.79","0","211067","14316","16668"
"1991","Employed","36920.59","33501","6197","15037","22630","46787","61418","115108","36391.1","37450.08","153","324668","34231","35535"
"1991","Not Employed","13270.09","0","3269","0","0","23573","40575","79639","12526","14014.18","0","278603","12629","16670"
"1992","Employed","35530.05","31578.66","9115","12552","20951","46221","62224","104431","35108.45","35951.65","143","304729","30708","31577"
"1992","Not Employed","12681.9","0","4276","0","0","22343","40188","84108","12060.25","13303.55","0","249510","8181","11044"
"1993","Employed","38373.85","34662","8733","14266","23008","49646","65497","108343","37909.15","38838.55","72","404432","34103","34972"
"1993","Not Employed","12828.48","0","4445","0","0","22358","39421","86538","12172.11","13484.85","0","257717","7976","10369"
"1994","Employed","39741.28","36506","8355","14398","24159","51429","67081","110439","39261.87","40220.69","358","301560","36327","37314"
"1994","Not Employed","13269.9","0","4589","0","0","23581","40903","81239","12625.22","13914.58","0","259787","8193","11402"
"1995","Employed","40048.67","36777","8532","13805","23928","51320","69147","117566","39552.56","40544.78","230","390116","36330","37355"
"1995","Not Employed","12934.15","0","4838","0","0","22497","42393","83777","12294.6","13573.7","0","390116","7363","10124"
"1996","Employed","41544.13","37469","8454","13523","23877","54125","72230","126136","41024.29","42063.97","56","433269","37375","38398"
"1996","Not Employed","12974.89","0","4671","0","0","22323","43196","91204","12294.74","13655.04","0","321705","3656","7311"
"1997","Employed","41688.53","38059.11","8163","12910","24308","54606","71734","117341","41163.01","42214.05","51","356862","38061","39267"
"1997","Not Employed","13001.1","0","4752","0","0","22161","44132","90747","12316.3","13685.9","0","356862","3068","6442"
"1998","Employed","42608.79","38960.9","8888","14736","24998","54913","74649","118122","42091.35","43126.23","102","564977","38756","39869"
"1998","Not Employed","12947.76","0","5439","0","0","22676","43818","86920","12295.5","13600.02","0","564977","205","2761"
"1999","Employed","43095.09","39574","8800","13630","25020","56651","76095","127663","42566.56","43623.62","153","330117","39400","40366"
"1999","Not Employed","12612.53","0","4968","0","0","21014","42904","97145","11939.37","13285.69","0","330117","0","1204"
"2000","Employed","44047.31","39533","15195","12606","25210","57111","78260","139299","43583.44","44511.18","51","614039","40407","41425"
"2000","Not Employed","12905.7","0","9069","0","0","21474","44000","103664","12391.53","13419.87","0","307797","0","0"
"2001","Employed","44578.29","39853.92","13924","12271","25156","57904","78737","144113","44076.2","45080.38","34","492828","41006","42059"
"2001","Not Employed","12125.66","0","8139","0","0","19020","42949","99160","11579.38","12671.94","0","320693","0","0"
"2002","Employed","45011.79","39363","14848","11902","25000","57189","79179","156682","44319.03","45704.55","120","950298","46307","47607"
"2002","Not Employed","11778.02","0","8309","0","0","16800","40950","105000","11072.52","12483.52","0","499000","0","0"
"2003","Employed","46374.77","40865","14078","11455","25560","60000","82450","163137","45705.77","47043.77","40","480000","46950","48400"
"2003","Not Employed","12429.39","0","8219","0","0","17550","42684","106600","11683.25","13175.53","0","540000","0","0"
"2004","Employed","45692.04","40600","13511","10202","24830","59306","81600","155995","44980.03","46404.05","60","785424","46700","48000"
"2004","Not Employed","12481.08","0","8222","0","0","17199","44200","109800","11790.9","13171.26","0","350000","0","0"
"2005","Employed","45412.23","40354.78","12883","10600","24500","59890","82528","149214","44724.71","46099.75","89","579999","46800","48240"
"2005","Not Employed","12292.2","0","7929","0","0","16250","43560","108000","11587.85","12996.55","0","480000","0","0"
"2006","Employed","46245.5","40501.5","13482","9479","24000","60250","84000","166059","45535.5","46955.5","24","992880","45633","46834"
"2006","Not Employed","12744.08","0","8899","0","0","16016","45378","113800","12055.77","13432.39","0","582850","0","0"
"2007","Employed","47056.36","41450","12612","9800","25200","60750","86260","167000","46306.23","47806.49","38","604825","46500","48000"
"2007","Not Employed","12943.28","0","8353","0","0","16260","45740","112800","12205.11","13681.45","0","6e+05","0","0"
"2008","Employed","48445.18","42599.8","11929","10500","25600","62664","88500","172296","47687.63","49202.73","50","906996","47224","48597"
"2008","Not Employed","12532.99","0","7757","0","0","15193","46300","108000","11771.92","13294.06","0","466823","0","0"
"2009","Employed","49786.69","42692.43","11246","11484","27067","65298","89900","171310","48878.28","50695.1","50","1220406","48000","49276"
"2009","Not Employed","12663.53","0","7117","0","0","14050","45850","114000","11861.56","13465.5","0","656611","0","0"
"2010","Employed","50039.95","43400","15614","10440","26400","66384","94600","175722","49385.44","50694.46","16","720000","43990","45300"
"2010","Not Employed","12546.05","0","8818","0","0","13023","44881","119566","11814.61","13277.49","0","720000","0","0"
"2011","Employed","51866.04","44880","18321","11006","26550","68400","96382","187500","51239.89","52492.19","50","950000","44520","45900"
"2011","Not Employed","13177.78","0","10694","0","0","13151","46800","120000","12451.11","13904.45","0","950000","0","0"
"2012","Employed","53463.09","46087.56","17917","10920","27600","70400","97400","193000","52680.09","54246.09","60","2612459","45860","46990"
