"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","19360.15","18100","6232","0","0","29887","41312","75671","18880.11","19840.19","0","290361","20810","21583"
"1984","West Germany","Male","23709.71","22395","5999","0","12271","33029","44738","78290","23230.72","24188.7","0","290361","22909","23775"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","19537.79","18100","5632","0","0","30300","42309","76438","19048.88","20026.7","0","271803","21290","22165"
"1985","West Germany","Male","24348.16","22528.58","5455","0","12061","33653","47097","82829","23817.41","24878.91","0","359884","23706","24603"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","20108.43","18891.36","5377","0","0","31690","43153","77777","19569.21","20647.65","0","448945","22548","23622"
"1986","West Germany","Male","24841.82","23203.68","5266","0","11760","34880","47652","83132","24299.01","25384.63","0","448945","24593","25769"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","20788.14","19692.11","5307","0","0","32491","45465","83648","20273.24","21303.04","0","206521","23498","24738"
"1987","West Germany","Male","25677.59","24205.68","5206","0","12271","36663","49084","91034","25162.16","26193.02","0","206521","25820","26945"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","21438.15","20090.22","5068","0","0","33720","46781","81719","20884.11","21992.19","0","310964","23928","25207"
"1988","West Germany","Male","26565.66","25053","4954","0","13396","37784","50393","93055","26022.82","27108.5","0","187082","26272","27482"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","22860.78","21219","4928","0","0","35381","49947","90192","22246.99","23474.57","0","301361","25309","26761"
"1989","West Germany","Male","28257.69","26243","4781","0","14188","39346","53185","104007","27636.77","28878.61","0","301361","27917","29045"
"1990","East Germany","Female","","","","","","","","","","","","","",""
"1990","East Germany","Male","","","","","","","","","","","","","",""
"1990","West Germany","Female","24033.77","22088","4827","0","0","36731","51410","98219","23355.75","24711.79","0","473150","26332","27814"
"1990","West Germany","Male","29658.6","28003.55","4690","0","15288","40759","54779","107512","28957.47","30359.73","0","473150","29328","30371"
"1991","East Germany","Female","","","","","","","","","","","","","",""
"1991","East Germany","Male","","","","","","","","","","","","","",""
"1991","West Germany","Female","24991.21","22625.33","4807","0","0","38705","54680","107197","24319.61","25662.81","0","324668","27098","28658"
"1991","West Germany","Male","30365.09","28653","4659","0","15512","42437","57623","102412","29711.42","31018.76","0","324668","30575","31874"
"1992","East Germany","Female","15630.74","14408.42","2097","0","3070","24164","32395","54350","15059.47","16202.01","0","71905","17614","19378"
"1992","East Germany","Male","18914.6","17887.61","1896","0","9639","27047","34957","56368","18317.06","19512.14","0","71905","20349","21666"
"1992","West Germany","Female","26362.91","23823.04","4804","0","0","41330","58001","102530","25677.48","27048.34","0","304729","28607","30350"
"1992","West Germany","Male","32343.07","30415.36","4594","0","16126","45914","62775","106622","31653.61","33032.53","0","304729","32519","34154"
"1993","East Germany","Female","17774.75","15453.87","2019","0","0","27718","38737","63093","17025.19","18524.31","0","211982","18663","20822"
"1993","East Germany","Male","21541.23","19676.61","1821","0","9817","31585","41843","64480","20784.8","22297.66","0","211982","22548","24358"
"1993","West Germany","Female","27372.76","24542","4766","0","0","43255","60608","106189","26628.46","28117.06","0","404432","29169","30639"
"1993","West Germany","Male","33843.32","31830.47","4572","0","15543","48422","65315","110439","33093.69","34592.95","0","404432","33368","34870"
"1994","East Germany","Female","19537.04","16328.26","1989","0","0","31935","44359","73237","18682.44","20391.64","0","167627","20820","23264"
"1994","East Germany","Male","23692.55","20935.09","1799","0","9173","35049","48806","74342","22804.27","24580.83","0","167627","24593","27032"
"1994","West Germany","Female","27782.5","25462","4715","0","0","43537","62327","104279","27032.43","28532.57","0","301560","30166","31756"
"1994","West Germany","Male","33898.05","32393.61","4441","0","13935","49237","65507","109996","33134.43","34661.67","0","301560","34052","35893"
"1995","East Germany","Female","20253.13","16612.6","1951","0","0","33175","47851","85283","19337.26","21169","0","188360","22088","24665"
"1995","East Germany","Male","24535.5","22088","1754","0","8547","36813","50337","83448","23583.09","25487.91","0","188360","25687","28326"
