"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","16133.83","14776","2705","0","0","27201","38555","64218","15462.36","16805.3","0","225173","17006","18662"
"1984","1-pers.-HH","6707.32","0","1335","0","0","13156","20196","42795","6041.05","7373.59","0","197819","0","3170"
"1984","Couple + C. GT 16 ","32313.27","31244","1993","12731","22052","41496","53775","78290","31567.17","33059.37","0","155894","30401","31751"
"1984","Couple + C. LE 16","26963.4","24082","3082","13294","18001","32401","41236","94282","26311.45","27615.35","0","290361","22558","23601"
"1984","Couple + C. LE and GT 16","32839.15","30212","1720","17550","23049","40213","50282","80730","32085.95","33592.35","0","197150","28326","29348"
"1984","Single parent","15071.57","13702.5","579","0","2628","20656","28556","75058","13872.69","16270.45","0","82829","13595","15828"
"1985","(Married) couple without C.","16467.36","15291.62","2435","0","0","27763","39666","59621","15799.37","17135.35","0","99549","17614","19311"
"1985","1-pers.-HH","7321.97","0","1181","0","0","13585","21270","43971","6261","8382.94","0","359884","0","3988"
"1985","Couple + C. GT 16 ","34085.67","32169.6","2029","12629","22003","44043","56549","90621","33251.39","34919.95","0","266639","32280","33423"
"1985","Couple + C. LE 16","27108.14","24230","2682","12680","17691","32734","41773","96843","26461.96","27754.32","0","271803","22701","23867"
"1985","Couple + C. LE and GT 16","34556.28","31242.52","1493","17077","23706","41082","53760","83489","33655.73","35456.83","0","258470","29041","30302"
"1985","Single parent","15394.21","15339","546","0","3584","23468","30575","68338","14258.43","16529.99","0","68338","14868","16515"
"1986","(Married) couple without C.","17389.18","16074.87","2388","0","0","30210","41016","65752","16658.73","18119.63","0","210703","18816","20554"
"1986","1-pers.-HH","6913.3","0","1122","0","0","14112","21474","40290","6276.54","7550.06","0","71064","276","4372"
"1986","Couple + C. GT 16 ","35313.6","32723","2107","10251","22088","43690","60005","90192","34199.18","36428.02","0","448945","33154","34297"
"1986","Couple + C. LE 16","27372.3","25360","2411","14112","18844","33336","42836","70558","26825.34","27919.26","0","156113","23673","25002"
"1986","Couple + C. LE and GT 16","35438.88","32580","1403","18578","24118","41389","54545","90324","34511.77","36365.99","0","217401","30340","32089"
"1986","Single parent","15831.04","14997.28","511","0","2556","24060","31751","79156","14562.03","17100.05","0","79156","14367","16767"
"1987","(Married) couple without C.","18328.13","17363","2357","0","0","30678","42619","70977","17536.28","19119.98","0","206521","19429","21474"
"1987","1-pers.-HH","7480.23","0","1120","0","0","15032","23213","46016","6805.13","8155.33","0","66724","0","4908"
"1987","Couple + C. GT 16 ","36480.43","35112.68","2159","13396","23531","46454","60212","100162","35687.35","37273.51","0","133294","34793","37009"
"1987","Couple + C. LE 16","28392.24","26280","2368","14674","19685","34100","44406","84414","27799.02","28985.46","0","186323","25002","26162"
"1987","Couple + C. LE and GT 16","35322.67","33387","1262","18202","24988","42028","57571","93813","34437.87","36207.47","0","125348","30933","33387"
"1987","Single parent","17618.72","14766.68","523","0","4295","25667","38654","87245","16250.47","18986.97","0","87245","13396","17108"
"1988","(Married) couple without C.","19235.87","18168.13","2290","0","0","31930","45288","75211","18396.3","20075.44","0","310964","19940","21982"
"1988","1-pers.-HH","7804.78","0","1073","0","0","15339","23622","42949","7041.3","8568.26","0","163613","0","5461"
"1988","Couple + C. GT 16 ","38018.54","36121.24","2209","13924","24925","47975","61656","98245","37193.13","38843.95","0","147446","35667","37153"
"1988","Couple + C. LE 16","29709.83","26494.11","2231","16055","20707","35471","46885","92033","29085.55","30334.11","0","186323","25258","26246"
"1988","Couple + C. LE and GT 16","35066.43","32870","1091","17205","24747","42693","54943","81331","34099.52","36033.34","0","161875","30294","32569"
"1988","Single parent","18832.13","16257.46","511","0","5006","26971","41875","85769","17346.41","20317.85","0","85769","15155","18458"
"1989","(Married) couple without C.","21119.97","19838","2265","0","0","34640","46763","86408","20216.66","22023.28","0","272876","22290","24235"
"1989","1-pers.-HH","8618.42","0","1070","0","0","16815","23928","46758","7693.16","9543.68","0","276098","0","6197"
"1989","Couple + C. GT 16 ","39841.32","37764.97","2147","16157","25769","51226","64423","117895","38959.16","40723.48","0","161134","36506","38705"
"1989","Couple + C. LE 16","31173.99","28090","2145","16144","21321","36468","48615","107105","30360.28","31987.7","0","301361","26147","27610"
"1989","Couple + C. LE and GT 16","37867.08","34471","988","19634","25779","43591","59509","144775","36651.46","39082.7","0","230630","31700","33853"
"1989","Single parent","20550.36","16091.53","474","0","5644","27610","46740","90192","18757.59","22343.13","0","117137","15908","18764"
"1990","(Married) couple without C.","22165.75","20237.31","2311","0","0","35442","48739","91061","21047.21","23284.29","0","473150","21934","24135"
"1990","1-pers.-HH","9163.38","0","1038","0","0","18100","26741","46016","8215.24","10111.52","0","306775","0","5611"
"1990","Couple + C. GT 16 ","42558.15","40699","2064","16949","29140","52682","68655","116487","41590.28","43526.02","0","185906","38933","41338"
"1990","Couple + C. LE 16","33020.93","29395.77","2090","17508","22139","38603","52305","107235","32181.3","33860.56","0","375135","27610","28746"
"1990","Couple + C. LE and GT 16","39328.51","35739","895","20559","27610","46093","57646","135186","37956.13","40700.89","0","166349","33694","35637"
"1990","Single parent","20184.37","17619.4","464","0","7363","28658","39881","67149","18452.11","21916.63","0","158276","17179","19634"
"1991","(Married) couple without C.","22425.27","20638","2327","0","0","37254","51366","86188","21433.23","23417.31","0","324668","22088","24568"
"1991","1-pers.-HH","9800.2","0","1044","0","0","18764","27917","54785","8943.72","10656.68","0","115171","1684","8657"
"1991","Couple + C. GT 16 ","43466.65","40677.49","1982","17946","28663","55859","71172","127261","42487.18","44446.12","0","140821","40341","42355"
"1991","Couple + C. LE 16","34853.79","31714.98","2094","18407","23573","40136","53491","100213","34072.91","35634.67","0","278603","29284","30831"
"1991","Couple + C. LE and GT 16","43255.71","38521","893","19736","28653","52085","67657","136617","41821.94","44689.48","0","179975","36301","38077"
"1991","Single parent","20467.52","17893.74","484","0","6478","27828","41977","77706","18665.45","22269.59","0","205971","16670","20431"
"1992","(Married) couple without C.","21543.24","18104","3285","0","0","36276","51097","85279","20736.17","22350.31","0","304729","19480","21270"
"1992","1-pers.-HH","9637.08","0","1351","0","0","18407","29041","61111","8877.51","10396.65","0","105133","0","4663"
"1992","Couple + C. GT 16 ","43008.41","40233","2739","15653","26689","56462","72721","127572","42165.7","43851.12","0","153899","37419","38807"
"1992","Couple + C. LE 16","32961.04","30084","3298","15236","22241","40410","54451","96313","32428.18","33493.9","0","148759","26792","27917"
